nd_Pepp;nd_Code;nd_FaelleAnzahl;nd_FaelleAnteil;nd_NennungenAnzahl;nd_NennungenAnteil
P003B;E78.0;5;0,0131;5;0,0019
P003B;E78.4;5;0,0131;5;0,0019
P003B;F00.0;5;0,0131;5;0,0019
P003B;F03;5;0,0131;5;0,0019
P003B;F05.0;5;0,0131;5;0,0019
P003B;F06.2;5;0,0131;5;0,0019
P003B;F13.1;5;0,0131;5;0,0019
P003B;F13.2;5;0,0131;5;0,0019
P003B;F25.0;5;0,0131;5;0,0019
P003B;F60.2;5;0,0131;5;0,0019
P003B;F91.1;5;0,0131;5;0,0019
P003B;G30.9;5;0,0131;6;0,0023
P003B;I25.19;5;0,0131;5;0,0019
P003B;J44.99;5;0,0131;5;0,0019
P003B;J45.9;5;0,0131;5;0,0019
P003B;N19;5;0,0131;5;0,0019
P003B;R41.0;5;0,0131;5;0,0019
P003B;R44.1;5;0,0131;5;0,0019
P003B;R45.5;5;0,0131;5;0,0019
P003B;R45.8;5;0,0131;5;0,0019
P003B;U69.00;5;0,0131;5;0,0019
P003B;U69.34;5;0,0131;5;0,0019
P003B;Z22.5;5;0,0131;5;0,0019
P003B;Z96.64;5;0,0131;5;0,0019
P003B;Z98.8;5;0,0131;5;0,0019
P003B;E79.0;4;0,0105;4;0,0015
P003B;E85.4;4;0,0105;4;0,0015
P003B;E89.0;4;0,0105;4;0,0015
P003B;F00.9;4;0,0105;4;0,0015
P003B;F06.3;4;0,0105;4;0,0015
P003B;F15.2;4;0,0105;4;0,0015
P003B;F32.2;4;0,0105;4;0,0015
P003B;F84.1;4;0,0105;4;0,0015
P003B;G21.1;4;0,0105;4;0,0015
P003B;G24.0;4;0,0105;4;0,0015
P003B;G40.5;4;0,0105;4;0,0015
P003B;G40.6;4;0,0105;4;0,0015
P003B;H40.9;4;0,0105;4;0,0015
P003B;I25.13;4;0,0105;4;0,0015
P003B;I25.9;4;0,0105;4;0,0015
P003B;I44.4;4;0,0105;4;0,0015
P003B;I45.1;4;0,0105;4;0,0015
P003B;I48.9;4;0,0105;4;0,0015
P003B;I50.9;4;0,0105;4;0,0015
P003B;I67.88;4;0,0105;4;0,0015
P003B;I69.3;4;0,0105;4;0,0015
P003B;J69.0;4;0,0105;4;0,0015
P003B;K08.88;4;0,0105;4;0,0015
P003B;K76.0;4;0,0105;4;0,0015
P003B;L60.0;4;0,0105;4;0,0015
P003B;N18.3;4;0,0105;4;0,0015
P003B;R00.0;4;0,0105;4;0,0015
P003B;R00.1;4;0,0105;4;0,0015
P003B;R13.0;4;0,0105;4;0,0015
P003B;R33;4;0,0105;4;0,0015
P003B;R45.4;4;0,0105;4;0,0015
P003B;R47.1;4;0,0105;4;0,0015
P003B;R63.6;4;0,0105;4;0,0015
P003B;S00.85;4;0,0105;4;0,0015
P003B;U50.00;4;0,0105;4;0,0015
P003B;U51.12;4;0,0105;4;0,0015
P003B;U69.36;4;0,0105;4;0,0015
P003B;Z11;4;0,0105;4;0,0015
P003B;Z29.28;4;0,0105;4;0,0015
P003B;Z43.1;4;0,0105;4;0,0015
P003B;Z51.83;4;0,0105;4;0,0015
P003B;Z53;4;0,0105;4;0,0015
P003B;Z59;4;0,0105;4;0,0015
P003B;Z88.0;4;0,0105;4;0,0015
P003B;Z96.65;4;0,0105;4;0,0015
P003C;I10.00;36;0,1513;36;0,026
P003C;R45.1;30;0,1261;30;0,0216
P003C;Z48.0;22;0,0924;22;0,0159
P003C;F60.31;20;0,084;21;0,0151
P003C;X84.9;20;0,084;20;0,0144
P003C;E03.9;18;0,0756;18;0,013
P003C;R32;18;0,0756;18;0,013
P003C;R51;18;0,0756;18;0,013
P003C;E87.6;17;0,0714;17;0,0123
P003C;F12.2;17;0,0714;18;0,013
P003C;G47.0;17;0,0714;17;0,0123
P003C;F10.2;15;0,063;15;0,0108
P003C;K59.0;15;0,063;15;0,0108
P003C;E86;14;0,0588;14;0,0101
P003C;Z74.1;14;0,0588;14;0,0101
P003C;E11.90;13;0,0546;13;0,0094
P003C;F33.2;13;0,0546;14;0,0101
P003C;Z92.1;13;0,0546;13;0,0094
P003C;F43.1;12;0,0504;12;0,0087
P003C;Y57.9;12;0,0504;12;0,0087
P003C;F10.0;11;0,0462;11;0,0079
P003C;N39.0;11;0,0462;11;0,0079
P003C;R29.6;11;0,0462;11;0,0079
P003C;F20.0;10;0,042;10;0,0072
P003C;G25.88;10;0,042;10;0,0072
P003C;I10.90;10;0,042;10;0,0072
P003C;Z29.8;10;0,042;10;0,0072
P003C;G47.8;9;0,0378;9;0,0065
P003C;Z74.0;9;0,0378;9;0,0065
P003C;Z91.8;9;0,0378;9;0,0065
P003C;E55.9;8;0,0336;8;0,0058
P003C;F12.1;8;0,0336;8;0,0058
P003C;F13.2;8;0,0336;8;0,0058
P003C;F17.2;8;0,0336;8;0,0058
P003C;R11;8;0,0336;8;0,0058
P003C;R45.8;8;0,0336;8;0,0058
P003C;S51.9;8;0,0336;8;0,0058
P003C;E53.8;7;0,0294;7;0,005
P003C;F10.1;7;0,0294;7;0,005
P003C;F11.2;7;0,0294;8;0,0058
P003C;F32.2;7;0,0294;7;0,005
P003C;U69.36;7;0,0294;9;0,0065
P003C;Z86.7;7;0,0294;7;0,005
P003C;Z92.2;7;0,0294;7;0,005
P003C;E03.8;6;0,0252;6;0,0043
P003C;F15.2;6;0,0252;7;0,005
P003C;F61;6;0,0252;6;0,0043
P003C;F70.1;6;0,0252;6;0,0043
P003C;R46.0;6;0,0252;6;0,0043
P003C;T01.9;6;0,0252;6;0,0043
P003C;U69.34;6;0,0252;8;0,0058
P003C;Z29.0;6;0,0252;6;0,0043
P003C;Z97.8;6;0,0252;6;0,0043
P003C;F10.3;5;0,021;5;0,0036
P003C;F19.2;5;0,021;5;0,0036
P003C;K76.0;5;0,021;5;0,0036
P003C;R26.8;5;0,021;5;0,0036
P003C;R45.4;5;0,021;5;0,0036
P003C;R52.9;5;0,021;5;0,0036
P003C;R53;5;0,021;5;0,0036
P003C;T18.2;5;0,021;5;0,0036
P003C;Z29.9;5;0,021;5;0,0036
P003C;Z50.1;5;0,021;6;0,0043
P003C;Z51.83;5;0,021;5;0,0036
P003C;Z53;5;0,021;5;0,0036
P003C;Z95.0;5;0,021;5;0,0036
P003C;D50.9;4;0,0168;4;0,0029
P003C;F00.1;4;0,0168;4;0,0029
P003C;F13.1;4;0,0168;4;0,0029
P003C;F14.1;4;0,0168;4;0,0029
P003C;F19.5;4;0,0168;4;0,0029
P003C;G62.1;4;0,0168;4;0,0029
P003C;I48.0;4;0,0168;4;0,0029
P003C;L60.0;4;0,0168;4;0,0029
P003C;N40;4;0,0168;4;0,0029
P003C;R00.0;4;0,0168;4;0,0029
P003C;R26.3;4;0,0168;4;0,0029
P003C;R52.0;4;0,0168;4;0,0029
P003C;R55;4;0,0168;4;0,0029
P003C;R60.0;4;0,0168;4;0,0029
P003C;S51.7;4;0,0168;5;0,0036
P003C;Z72.8;4;0,0168;4;0,0029
PA01A;G40.9;103;0,1021;103;0,03
PA01A;R32;103;0,1021;103;0,03
PA01A;Z74.1;92;0,0912;92;0,0268
PA01A;I10.00;90;0,0892;90;0,0262
PA01A;R15;81;0,0803;81;0,0236
PA01A;R45.1;76;0,0753;76;0,0222
PA01A;E03.9;73;0,0723;73;0,0213
PA01A;F84.0;62;0,0614;62;0,0181
PA01A;E11.90;59;0,0585;59;0,0172
PA01A;F71.1;54;0,0535;54;0,0157
PA01A;I10.90;49;0,0486;49;0,0143
PA01A;F20.0;46;0,0456;46;0,0134
PA01A;K59.0;41;0,0406;41;0,0119
PA01A;E53.8;35;0,0347;35;0,0102
PA01A;F84.1;35;0,0347;35;0,0102
PA01A;G40.2;35;0,0347;35;0,0102
PA01A;F07.0;32;0,0317;32;0,0093
PA01A;F43.2;31;0,0307;31;0,009
PA01A;G40.8;30;0,0297;30;0,0087
PA01A;E66.02;26;0,0258;26;0,0076
PA01A;E55.9;24;0,0238;24;0,007
PA01A;F70.1;24;0,0238;24;0,007
PA01A;F06.3;23;0,0228;23;0,0067
PA01A;F63.8;23;0,0228;23;0,0067
PA01A;Q90.9;22;0,0218;22;0,0064
PA01A;R29.6;22;0,0218;22;0,0064
PA01A;E03.8;21;0,0208;21;0,0061
PA01A;F91.1;21;0,0208;21;0,0061
PA01A;F63.9;20;0,0198;20;0,0058
PA01A;F72.1;20;0,0198;20;0,0058
PA01A;F32.2;19;0,0188;19;0,0055
PA01A;G40.3;18;0,0178;18;0,0052
PA01A;G47.0;18;0,0178;18;0,0052
PA01A;R47.8;18;0,0178;18;0,0052
PA01A;Z74.0;16;0,0159;16;0,0047
PA01A;E66.00;15;0,0149;15;0,0044
PA01A;F06.2;15;0,0149;15;0,0044
PA01A;G40.4;15;0,0149;15;0,0044
PA01A;U50.10;15;0,0149;15;0,0044
PA01A;E87.1;14;0,0139;14;0,0041
PA01A;F92.8;14;0,0139;14;0,0041
PA01A;N39.48;14;0,0139;14;0,0041
PA01A;Z48.0;14;0,0139;14;0,0041
PA01A;E66.01;13;0,0129;13;0,0038
PA01A;E87.6;13;0,0129;13;0,0038
PA01A;G40.6;13;0,0129;13;0,0038
PA01A;J45.9;13;0,0129;13;0,0038
PA01A;R26.0;13;0,0129;13;0,0038
PA01A;R26.3;13;0,0129;13;0,0038
PA01A;U50.20;13;0,0129;13;0,0038
PA01A;U50.50;13;0,0129;13;0,0038
PA01A;Z74.3;13;0,0129;13;0,0038
PA01A;G80.8;12;0,0119;12;0,0035
PA01A;H91.9;12;0,0119;12;0,0035
PA01A;N39.0;12;0,0119;13;0,0038
PA01A;Q87.1;12;0,0119;12;0,0035
PA01A;Y57.9;12;0,0119;14;0,0041
PA01A;Z29.8;12;0,0119;12;0,0035
PA01A;F17.2;11;0,0109;11;0,0032
PA01A;F32.1;11;0,0109;11;0,0032
PA01A;N40;11;0,0109;11;0,0032
PA01A;R13.0;11;0,0109;11;0,0032
PA01A;R53;11;0,0109;11;0,0032
PA01A;Z13.8;11;0,0109;11;0,0032
PA01A;Z59;11;0,0109;11;0,0032
PA01A;Z72.8;11;0,0109;11;0,0032
PA01A;F07.8;10;0,0099;10;0,0029
PA01A;G21.1;10;0,0099;10;0,0029
PA01A;G40.5;10;0,0099;10;0,0029
PA01A;G82.49;10;0,0099;10;0,0029
PA01A;G93.1;10;0,0099;11;0,0032
PA01A;H54.0;10;0,0099;10;0,0029
PA01A;R47.1;10;0,0099;10;0,0029
PA01A;U50.30;10;0,0099;10;0,0029
PA01A;F06.8;9;0,0089;9;0,0026
PA01A;F25.2;9;0,0089;9;0,0026
PA01A;F33.1;9;0,0089;9;0,0026
PA01A;F60.31;9;0,0089;9;0,0026
PA01A;F90.0;9;0,0089;9;0,0026
PA01A;G82.43;9;0,0089;10;0,0029
PA01A;R26.8;9;0,0089;9;0,0026
PA01A;U51.11;9;0,0089;9;0,0026
PA01A;Z29.0;9;0,0089;9;0,0026
PA01A;Z86.7;9;0,0089;9;0,0026
PA01A;Z92.1;9;0,0089;9;0,0026
PA01A;Z92.2;9;0,0089;9;0,0026
PA01A;Z99.3;9;0,0089;9;0,0026
PA01A;F42.1;8;0,0079;8;0,0023
PA01A;L84;8;0,0079;8;0,0023
PA01A;X84.9;8;0,0079;8;0,0023
PA01A;Z97.8;8;0,0079;8;0,0023
PA01A;E61.1;7;0,0069;7;0,002
PA01A;E86;7;0,0069;7;0,002
PA01A;F10.2;7;0,0069;7;0,002
PA01A;F90.1;7;0,0069;7;0,002
PA01A;H91.3;7;0,0069;7;0,002
PA01A;K11.7;7;0,0069;7;0,002
PA01A;Q90.0;7;0,0069;7;0,002
PA01A;R64;7;0,0069;7;0,002
PA01A;U50.00;7;0,0069;7;0,002
PA01A;Z60;7;0,0069;7;0,002
PA01A;Z93.1;7;0,0069;7;0,002
PA01A;B96.2;6;0,0059;6;0,0017
PA01A;E66.90;6;0,0059;6;0,0017
PA01A;E66.99;6;0,0059;6;0,0017
PA01A;E73.9;6;0,0059;6;0,0017
PA01A;F44.5;6;0,0059;6;0,0017
PA01A;F80.9;6;0,0059;6;0,0017
PA01A;G25.88;6;0,0059;6;0,0017
PA01A;G47.8;6;0,0059;6;0,0017
PA01A;H54.4;6;0,0059;6;0,0017
PA01A;H61.2;6;0,0059;6;0,0017
PA01A;K21.0;6;0,0059;6;0,0017
PA01A;L20.8;6;0,0059;6;0,0017
PA01A;R00.0;6;0,0059;6;0,0017
PA01A;R11;6;0,0059;6;0,0017
PA01A;R45.4;6;0,0059;6;0,0017
PA01A;R45.6;6;0,0059;6;0,0017
PA01A;U51.10;6;0,0059;6;0,0017
PA01A;U51.20;6;0,0059;6;0,0017
PA01A;Z11;6;0,0059;6;0,0017
PA01A;Z50.1;6;0,0059;6;0,0017
PA01A;Z91.8;6;0,0059;6;0,0017
PA01A;E66.82;5;0,005;5;0,0015
PA01A;E79.0;5;0,005;5;0,0015
PA01A;F03;5;0,005;5;0,0015
PA01A;F07.9;5;0,005;5;0,0015
PA01A;F17.1;5;0,005;5;0,0015
PA01A;F31.6;5;0,005;5;0,0015
PA01A;F41.2;5;0,005;5;0,0015
PA01A;F50.8;5;0,005;5;0,0015
PA01A;F60.30;5;0,005;5;0,0015
PA01A;F71.0;5;0,005;5;0,0015
PA01A;F79.1;5;0,005;5;0,0015
PA01A;G80.0;5;0,005;5;0,0015
PA01A;G80.9;5;0,005;5;0,0015
PA01A;G81.1;5;0,005;5;0,0015
PA01A;J44.99;5;0,005;5;0,0015
PA01A;K80.20;5;0,005;5;0,0015
PA01A;M81.99;5;0,005;5;0,0015
PA01A;P91.9;5;0,005;5;0,0015
PA01A;Q86.0;5;0,005;5;0,0015
PA01A;Q99.2;5;0,005;5;0,0015
PA01A;R25.1;5;0,005;5;0,0015
PA01A;R45.8;5;0,005;5;0,0015
PA01A;R46.0;5;0,005;5;0,0015
PA01A;R52.9;5;0,005;5;0,0015
PA01A;U50.40;5;0,005;5;0,0015
PA01A;Z88.0;5;0,005;5;0,0015
PA01A;Z96.64;5;0,005;5;0,0015
PA01A;A08.1;4;0,004;4;0,0012
PA01A;D50.8;4;0,004;4;0,0012
PA01A;D50.9;4;0,004;4;0,0012
PA01A;D70.7;4;0,004;4;0,0012
PA01A;E03.1;4;0,004;4;0,0012
PA01A;E66.92;4;0,004;4;0,0012
PA01A;E78.0;4;0,004;4;0,0012
PA01A;F10.0;4;0,004;4;0,0012
PA01A;F10.1;4;0,004;4;0,0012
PA01A;F20.5;4;0,004;4;0,0012
PA01A;F43.1;4;0,004;4;0,0012
PA01A;F50.9;4;0,004;4;0,0012
PA01A;F70.0;4;0,004;4;0,0012
PA01A;F84.9;4;0,004;4;0,0012
PA01A;F95.2;4;0,004;4;0,0012
PA01A;G24.0;4;0,004;4;0,0012
PA01A;G40.1;4;0,004;4;0,0012
PA01A;G40.7;4;0,004;4;0,0012
PA01A;G47.9;4;0,004;4;0,0012
PA01A;G80.3;4;0,004;4;0,0012
PA01A;I34.0;4;0,004;4;0,0012
PA01A;I44.0;4;0,004;4;0,0012
PA01A;I48.0;4;0,004;4;0,0012
PA01A;I83.9;4;0,004;4;0,0012
PA01A;J18.9;4;0,004;4;0,0012
PA01A;J42;4;0,004;4;0,0012
PA01A;K29.5;4;0,004;4;0,0012
PA01A;K44.9;4;0,004;4;0,0012
PA01A;L40.0;4;0,004;4;0,0012
PA01A;Q02;4;0,004;4;0,0012
PA01A;Q85.1;4;0,004;4;0,0012
PA01A;R39.1;4;0,004;4;0,0012
PA01A;R41.0;4;0,004;4;0,0012
PA01A;R63.3;4;0,004;4;0,0012
PA01A;R94.0;4;0,004;4;0,0012
PA01A;T88.7;4;0,004;4;0,0012
PA01A;U50.51;4;0,004;4;0,0012
PA01A;Z85.3;4;0,004;4;0,0012
PA01A;Z98.8;4;0,004;4;0,0012
PA01B;I10.00;83;0,0924;84;0,0358
PA01B;E03.9;67;0,0746;67;0,0286
PA01B;E11.90;48;0,0535;48;0,0205
