pr_Pepp;pr_Code;pr_FaelleAnzahl;pr_FaelleAnteil;pr_NennungenAnzahl;pr_NennungenAnteil
P002Z;9-690.10;34;0,1553;85;0,0041
P002Z;9-693.04;34;0,1553;168;0,0082
P002Z;9-696.56;33;0,1507;51;0,0025
P002Z;9-696.88;33;0,1507;48;0,0023
P002Z;9-696.8w;33;0,1507;130;0,0063
P002Z;9-696.19;32;0,1461;36;0,0018
P002Z;9-696.66;31;0,1416;51;0,0025
P002Z;9-696.39;30;0,137;49;0,0024
P002Z;9-696.79;30;0,137;35;0,0017
P002Z;9-696.89;30;0,137;45;0,0022
P002Z;9-696.8a;29;0,1324;36;0,0018
P002Z;9-696.1a;27;0,1233;29;0,0014
P002Z;9-696.1g;27;0,1233;36;0,0018
P002Z;9-696.8c;27;0,1233;33;0,0016
P002Z;9-696.21;25;0,1142;49;0,0024
P002Z;9-696.38;25;0,1142;37;0,0018
P002Z;9-696.58;25;0,1142;36;0,0018
P002Z;9-696.78;25;0,1142;32;0,0016
P002Z;9-696.8d;25;0,1142;31;0,0015
P002Z;9-690.12;23;0,105;42;0,002
P002Z;9-696.59;23;0,105;30;0,0015
P002Z;9-696.8b;23;0,105;32;0,0016
P002Z;3-800;20;0,0913;20;0,001
P002Z;9-690.01;20;0,0913;24;0,0012
P002Z;9-696.68;20;0,0913;27;0,0013
P002Z;9-696.1b;19;0,0868;22;0,0011
P002Z;9-696.3b;19;0,0868;24;0,0012
P002Z;9-696.5a;19;0,0868;22;0,0011
P002Z;9-696.67;19;0,0868;31;0,0015
P002Z;9-696.8f;19;0,0868;24;0,0012
P002Z;9-690.00;18;0,0822;33;0,0016
P002Z;9-690.13;18;0,0822;21;0,001
P002Z;9-692.03;18;0,0822;28;0,0014
P002Z;9-696.7a;18;0,0822;25;0,0012
P002Z;9-696.8e;18;0,0822;19;0,0009
P002Z;9-696.7b;17;0,0776;20;0,001
P002Z;9-696.8j;17;0,0776;22;0,0011
P002Z;9-696.5b;16;0,0731;21;0,001
P002Z;9-696.1d;15;0,0685;15;0,0007
P002Z;9-696.1e;15;0,0685;15;0,0007
P002Z;9-696.7c;15;0,0685;17;0,0008
P002Z;9-693.05;14;0,0639;41;0,002
P002Z;9-696.3g;14;0,0639;21;0,001
P002Z;9-696.7h;14;0,0639;15;0,0007
P002Z;9-696.1c;13;0,0594;15;0,0007
P002Z;9-696.1f;13;0,0594;14;0,0007
P002Z;9-696.3c;13;0,0594;15;0,0007
P002Z;9-696.7f;13;0,0594;14;0,0007
P002Z;9-696.8g;13;0,0594;17;0,0008
P002Z;9-696.8r;13;0,0594;15;0,0007
P002Z;9-692.13;12;0,0548;21;0,001
P002Z;9-696.3a;12;0,0548;16;0,0008
P002Z;9-696.42;12;0,0548;22;0,0011
P002Z;9-696.5d;12;0,0548;15;0,0007
P002Z;9-696.5f;12;0,0548;13;0,0006
P002Z;9-696.69;12;0,0548;12;0,0006
P002Z;9-696.7e;12;0,0548;14;0,0007
P002Z;9-696.7k;12;0,0548;12;0,0006
P002Z;9-696.8h;12;0,0548;13;0,0006
P002Z;9-696.8p;12;0,0548;14;0,0007
P002Z;9-696.5c;11;0,0502;16;0,0008
P002Z;9-696.6a;11;0,0502;14;0,0007
P002Z;9-696.7d;11;0,0502;14;0,0007
P002Z;9-696.8m;11;0,0502;16;0,0008
P002Z;9-696.8t;11;0,0502;12;0,0006
P002Z;9-696.3d;10;0,0457;11;0,0005
P002Z;9-696.7g;10;0,0457;10;0,0005
P002Z;9-696.7j;10;0,0457;11;0,0005
P002Z;9-696.8k;10;0,0457;13;0,0006
P002Z;9-696.7t;9;0,0411;9;0,0004
P002Z;9-690.14;8;0,0365;20;0,001
P002Z;9-696.22;8;0,0365;14;0,0007
P002Z;9-696.3e;8;0,0365;10;0,0005
P002Z;9-696.3f;8;0,0365;8;0,0004
P002Z;9-696.7s;8;0,0365;9;0,0004
P002Z;9-696.8q;8;0,0365;13;0,0006
P002Z;9-696.8v;8;0,0365;9;0,0004
P002Z;9-692.04;7;0,032;7;0,0003
P002Z;9-696.5e;7;0,032;7;0,0003
P002Z;9-696.5w;7;0,032;16;0,0008
P002Z;9-696.8n;7;0,032;9;0,0004
P002Z;9-696.8u;7;0,032;9;0,0004
P002Z;3-820;6;0,0274;6;0,0003
P002Z;9-696.5g;6;0,0274;8;0,0004
P002Z;9-696.5h;6;0,0274;8;0,0004
P002Z;9-696.6b;6;0,0274;7;0,0003
P002Z;9-696.7p;6;0,0274;7;0,0003
P002Z;3-990;5;0,0228;5;0,0002
P002Z;9-690.02;5;0,0228;7;0,0003
P002Z;9-694.u;5;0,0228;13;0,0006
P002Z;9-695.11;5;0,0228;5;0,0002
P002Z;9-696.5p;5;0,0228;5;0,0002
P002Z;9-696.6d;5;0,0228;5;0,0002
P002Z;9-696.7n;5;0,0228;5;0,0002
P002Z;9-696.7r;5;0,0228;5;0,0002
P002Z;9-696.7u;5;0,0228;6;0,0003
P002Z;9-696.8s;5;0,0228;7;0,0003
P002Z;9-696.23;4;0,0183;13;0,0006
P002Z;9-696.43;4;0,0183;6;0,0003
P002Z;9-696.5j;4;0,0183;4;0,0002
P002Z;9-696.5k;4;0,0183;4;0,0002
P002Z;9-696.7m;4;0,0183;4;0,0002
P002Z;9-696.7q;4;0,0183;4;0,0002
P003A;9-640.08;163;0,9702;3085;0,229
P003A;9-640.06;151;0,8988;1052;0,0781
P003A;9-640.07;149;0,8869;1036;0,0769
P003A;9-618;128;0,7619;582;0,0432
P003A;9-980.1;123;0,7321;230;0,0171
P003A;9-649.0;117;0,6964;431;0,032
P003A;9-649.60;113;0,6726;450;0,0334
P003A;9-619;108;0,6429;470;0,0349
P003A;9-617;101;0,6012;376;0,0279
P003A;9-649.50;91;0,5417;223;0,0166
P003A;9-640.04;88;0,5238;294;0,0218
P003A;9-649.80;88;0,5238;369;0,0274
P003A;9-607;86;0,5119;188;0,014
P003A;9-649.70;85;0,506;192;0,0143
P003A;9-649.10;82;0,4881;202;0,015
P003A;9-649.61;75;0,4464;177;0,0131
P003A;9-61a;71;0,4226;227;0,0169
P003A;9-640.05;67;0,3988;202;0,015
P003A;9-649.51;67;0,3988;149;0,0111
P003A;9-649.71;64;0,381;120;0,0089
P003A;9-980.0;59;0,3512;139;0,0103
P003A;9-649.11;58;0,3452;126;0,0094
P003A;9-640.15;43;0,256;234;0,0174
P003A;9-649.52;43;0,256;79;0,0059
P003A;9-649.72;42;0,25;74;0,0055
P003A;9-649.73;42;0,25;57;0,0042
P003A;9-982.1;41;0,244;58;0,0043
P003A;9-649.62;39;0,2321;79;0,0059
P003A;9-649.53;35;0,2083;66;0,0049
P003A;9-649.81;35;0,2083;70;0,0052
P003A;9-649.12;32;0,1905;57;0,0042
P003A;1-207.0;30;0,1786;38;0,0028
P003A;3-200;30;0,1786;42;0,0031
P003A;9-640.13;30;0,1786;79;0,0059
P003A;9-640.16;29;0,1726;109;0,0081
P003A;9-649.30;29;0,1726;61;0,0045
P003A;9-649.40;29;0,1726;116;0,0086
P003A;9-649.74;27;0,1607;37;0,0027
P003A;9-649.7r;26;0,1548;83;0,0062
P003A;9-649.76;25;0,1488;32;0,0024
P003A;9-61b;24;0,1429;50;0,0037
P003A;9-649.78;23;0,1369;33;0,0024
P003A;9-640.17;22;0,131;242;0,018
P003A;9-649.75;22;0,131;33;0,0024
P003A;9-640.14;20;0,119;34;0,0025
P003A;9-649.77;20;0,119;27;0,002
P003A;3-800;18;0,1071;19;0,0014
P003A;9-649.13;18;0,1071;27;0,002
P003A;9-649.20;18;0,1071;37;0,0027
P003A;9-649.79;18;0,1071;26;0,0019
P003A;9-649.31;17;0,1012;56;0,0042
P003A;9-649.63;17;0,1012;27;0,002
P003A;9-649.7j;17;0,1012;18;0,0013
P003A;9-649.54;16;0,0952;24;0,0018
P003A;9-982.0;16;0,0952;20;0,0015
P003A;9-649.7a;15;0,0893;27;0,002
P003A;9-649.82;15;0,0893;40;0,003
P003A;9-984.7;15;0,0893;16;0,0012
P003A;9-641.11;14;0,0833;69;0,0051
P003A;9-641.14;14;0,0833;126;0,0094
P003A;9-649.7b;14;0,0833;15;0,0011
P003A;9-649.7c;13;0,0774;19;0,0014
P003A;9-649.7f;13;0,0774;21;0,0016
P003A;3-990;12;0,0714;23;0,0017
P003A;9-649.32;12;0,0714;26;0,0019
P003A;9-649.55;12;0,0714;13;0,001
P003A;1-204.2;11;0,0655;11;0,0008
P003A;9-649.14;11;0,0655;11;0,0008
P003A;9-649.7d;11;0,0655;17;0,0013
P003A;9-649.7g;11;0,0655;12;0,0009
P003A;9-649.7e;9;0,0536;12;0,0009
P003A;9-984.b;9;0,0536;9;0,0007
P003A;3-820;8;0,0476;8;0,0006
P003A;8-630.2;8;0,0476;11;0,0008
P003A;8-630.3;8;0,0476;92;0,0068
P003A;9-641.00;8;0,0476;49;0,0036
P003A;9-641.12;8;0,0476;13;0,001
P003A;9-645.03;8;0,0476;11;0,0008
P003A;9-649.33;8;0,0476;13;0,001
P003A;9-649.7h;8;0,0476;8;0,0006
P003A;9-649.83;8;0,0476;12;0,0009
P003A;9-981.1;8;0,0476;10;0,0007
P003A;9-641.13;7;0,0417;11;0,0008
P003A;9-649.57;7;0,0417;10;0,0007
P003A;9-649.7n;7;0,0417;11;0,0008
P003A;9-984.8;7;0,0417;7;0,0005
P003A;1-632.0;6;0,0357;35;0,0026
P003A;3-225;6;0,0357;7;0,0005
P003A;3-993;6;0,0357;9;0,0007
P003A;9-646.0;6;0,0357;6;0,0004
P003A;9-649.21;6;0,0357;19;0,0014
P003A;9-649.64;6;0,0357;8;0,0006
P003A;9-649.7q;6;0,0357;6;0,0004
P003A;3-035;5;0,0298;5;0,0004
P003A;9-641.10;5;0,0298;17;0,0013
P003A;9-645.04;5;0,0298;5;0,0004
P003A;9-649.35;5;0,0298;5;0,0004
P003A;9-649.58;5;0,0298;5;0,0004
P003A;3-221;4;0,0238;4;0,0003
P003A;3-222;4;0,0238;4;0,0003
P003A;9-641.01;4;0,0238;12;0,0009
P003A;9-648.11;4;0,0238;4;0,0003
P003A;9-649.15;4;0,0238;4;0,0003
P003A;9-649.16;4;0,0238;5;0,0004
P003A;9-649.34;4;0,0238;4;0,0003
P003A;9-649.41;4;0,0238;12;0,0009
P003A;9-649.65;4;0,0238;5;0,0004
P003A;9-649.7m;4;0,0238;5;0,0004
P003A;9-649.7p;4;0,0238;5;0,0004
P003A;9-649.84;4;0,0238;4;0,0003
P003A;9-984.a;4;0,0238;4;0,0003
P003B;9-640.06;345;0,9055;1435;0,0866
P003B;9-640.08;334;0,8766;1901;0,1148
P003B;9-640.07;314;0,8241;973;0,0588
P003B;9-618;269;0,706;871;0,0526
P003B;9-619;262;0,6877;744;0,0449
P003B;9-980.1;257;0,6745;421;0,0254
P003B;9-617;230;0,6037;575;0,0347
P003B;9-649.60;207;0,5433;608;0,0367
P003B;9-649.0;206;0,5407;538;0,0325
P003B;9-607;192;0,5039;369;0,0223
P003B;9-649.80;185;0,4856;627;0,0379
P003B;9-640.04;182;0,4777;433;0,0261
P003B;9-649.10;166;0,4357;297;0,0179
P003B;9-649.50;166;0,4357;322;0,0194
P003B;9-649.70;161;0,4226;312;0,0188
P003B;9-61a;153;0,4016;353;0,0213
P003B;9-640.05;145;0,3806;330;0,0199
P003B;9-980.0;144;0,378;274;0,0165
P003B;9-649.71;128;0,336;195;0,0118
P003B;9-649.61;124;0,3255;284;0,0171
P003B;9-982.1;121;0,3176;138;0,0083
P003B;9-649.51;115;0,3018;191;0,0115
P003B;9-649.72;99;0,2598;150;0,0091
P003B;9-649.11;95;0,2493;131;0,0079
P003B;9-649.73;83;0,2178;120;0,0072
P003B;9-649.62;74;0,1942;140;0,0085
P003B;9-640.15;73;0,1916;276;0,0167
P003B;9-649.52;66;0,1732;96;0,0058
P003B;9-649.7r;66;0,1732;120;0,0072
P003B;9-649.81;63;0,1654;110;0,0066
P003B;3-200;58;0,1522;85;0,0051
P003B;9-649.30;58;0,1522;93;0,0056
P003B;9-649.20;57;0,1496;118;0,0071
P003B;9-649.40;54;0,1417;150;0,0091
P003B;1-207.0;53;0,1391;59;0,0036
P003B;9-649.63;51;0,1339;83;0,005
P003B;9-649.74;48;0,126;70;0,0042
P003B;9-640.13;45;0,1181;88;0,0053
P003B;9-640.16;45;0,1181;136;0,0082
P003B;9-649.12;44;0,1155;54;0,0033
P003B;9-61b;41;0,1076;63;0,0038
P003B;9-649.76;41;0,1076;50;0,003
P003B;9-640.17;39;0,1024;240;0,0145
P003B;9-649.31;39;0,1024;72;0,0043
P003B;9-649.75;37;0,0971;45;0,0027
P003B;3-800;35;0,0919;35;0,0021
P003B;9-649.13;35;0,0919;46;0,0028
P003B;9-649.79;34;0,0892;37;0,0022
P003B;9-640.14;31;0,0814;42;0,0025
P003B;9-649.53;31;0,0814;37;0,0022
P003B;9-984.9;31;0,0814;40;0,0024
P003B;9-649.78;30;0,0787;33;0,002
P003B;9-984.8;30;0,0787;34;0,0021
P003B;3-990;29;0,0761;48;0,0029
P003B;9-649.77;27;0,0709;34;0,0021
P003B;9-982.0;27;0,0709;38;0,0023
P003B;9-649.7b;26;0,0682;31;0,0019
P003B;9-649.7a;25;0,0656;31;0,0019
P003B;9-649.7c;25;0,0656;30;0,0018
P003B;9-641.11;24;0,063;74;0,0045
P003B;9-641.14;24;0,063;183;0,0111
P003B;9-649.64;24;0,063;33;0,002
P003B;9-649.82;23;0,0604;34;0,0021
P003B;9-649.54;22;0,0577;25;0,0015
P003B;9-984.7;21;0,0551;29;0,0018
P003B;9-649.32;20;0,0525;25;0,0015
P003B;9-649.55;19;0,0499;21;0,0013
P003B;9-649.7d;19;0,0499;22;0,0013
P003B;9-645.03;18;0,0472;27;0,0016
P003B;9-649.7f;18;0,0472;21;0,0013
P003B;9-981.1;18;0,0472;29;0,0018
P003B;9-649.14;17;0,0446;17;0,001
P003B;9-641.13;16;0,042;34;0,0021
P003B;9-641.00;14;0,0367;65;0,0039
P003B;9-641.12;14;0,0367;24;0,0014
P003B;9-649.7g;14;0,0367;15;0,0009
P003B;9-649.7j;14;0,0367;17;0,001
P003B;9-646.0;13;0,0341;13;0,0008
P003B;9-649.7e;13;0,0341;14;0,0008
P003B;9-649.7h;13;0,0341;15;0,0009
P003B;9-649.7m;13;0,0341;16;0,001
P003B;9-649.83;13;0,0341;15;0,0009
P003B;9-649.15;12;0,0315;12;0,0007
P003B;9-649.21;12;0,0315;17;0,001
P003B;9-649.65;12;0,0315;13;0,0008
P003B;9-641.10;11;0,0289;48;0,0029
P003B;9-649.33;11;0,0289;22;0,0013
P003B;9-984.b;11;0,0289;11;0,0007
P003B;9-649.56;10;0,0262;11;0,0007
P003B;9-649.66;9;0,0236;10;0,0006
P003B;9-649.7q;9;0,0236;11;0,0007
P003B;3-820;8;0,021;9;0,0005
P003B;9-641.01;8;0,021;17;0,001
P003B;9-649.7p;8;0,021;8;0,0005
P003B;9-649.84;8;0,021;11;0,0007
P003B;6-006.a3;7;0,0184;7;0,0004
P003B;9-649.7k;7;0,0184;7;0,0004
P003B;9-980.3;7;0,0184;8;0,0005
P003B;9-984.a;7;0,0184;15;0,0009
P003B;1-632.0;6;0,0157;13;0,0008
P003B;9-649.41;6;0,0157;12;0,0007
P003B;9-649.58;6;0,0157;6;0,0004
P003B;9-649.85;6;0,0157;11;0,0007
P003B;1-204.2;5;0,0131;5;0,0003
P003B;3-035;5;0,0131;10;0,0006
P003B;3-993;5;0,0131;5;0,0003
P003B;9-649.34;5;0,0131;5;0,0003
P003B;9-649.7n;5;0,0131;5;0,0003
P003B;9-984.6;5;0,0131;6;0,0004
P003B;3-221;4;0,0105;4;0,0002
P003B;8-630.2;4;0,0105;4;0,0002
P003B;8-630.3;4;0,0105;25;0,0015
P003B;8-900;4;0,0105;10;0,0006
P003B;9-649.16;4;0,0105;5;0,0003
P003B;9-649.57;4;0,0105;5;0,0003
P003B;9-649.86;4;0,0105;5;0,0003
P003C;9-640.08;214;0,8992;777;0,0866
P003C;9-618;210;0,8824;554;0,0618
P003C;9-640.06;210;0,8824;614;0,0685
P003C;9-980.1;194;0,8151;355;0,0396
P003C;9-640.07;191;0,8025;408;0,0455
P003C;9-607;184;0,7731;359;0,04
P003C;9-617;170;0,7143;475;0,053
P003C;9-980.0;152;0,6387;280;0,0312
P003C;9-619;147;0,6176;357;0,0398
P003C;9-649.60;145;0,6092;372;0,0415
P003C;9-649.0;144;0,605;314;0,035
P003C;9-649.70;134;0,563;250;0,0279
P003C;9-649.80;127;0,5336;373;0,0416
P003C;9-649.10;114;0,479;192;0,0214
P003C;9-649.61;100;0,4202;200;0,0223
P003C;9-649.50;99;0,416;174;0,0194
P003C;9-649.71;96;0,4034;146;0,0163
P003C;9-640.04;89;0,3739;178;0,0198
P003C;9-61a;77;0,3235;132;0,0147
P003C;9-640.05;73;0,3067;111;0,0124
P003C;9-649.51;70;0,2941;107;0,0119
P003C;9-649.11;67;0,2815;100;0,0112
P003C;9-640.15;65;0,2731;171;0,0191
P003C;9-649.72;62;0,2605;94;0,0105
P003C;9-649.62;55;0,2311;99;0,011
P003C;9-649.73;48;0,2017;67;0,0075
P003C;9-649.40;46;0,1933;101;0,0113
P003C;9-640.13;37;0,1555;58;0,0065
P003C;9-649.63;37;0,1555;49;0,0055
P003C;9-649.30;35;0,1471;62;0,0069
P003C;9-649.52;35;0,1471;41;0,0046
P003C;9-649.20;34;0,1429;81;0,009
P003C;9-649.74;34;0,1429;39;0,0043
P003C;9-649.81;30;0,1261;58;0,0065
P003C;1-207.0;29;0,1218;35;0,0039
P003C;9-982.1;29;0,1218;36;0,004
P003C;9-640.16;28;0,1176;68;0,0076
P003C;9-649.12;28;0,1176;40;0,0045
P003C;9-649.13;24;0,1008;26;0,0029
P003C;9-649.75;23;0,0966;31;0,0035
P003C;9-981.1;23;0,0966;42;0,0047
P003C;9-640.17;22;0,0924;164;0,0183
P003C;3-800;20;0,084;21;0,0023
P003C;9-640.14;20;0,084;27;0,003
P003C;9-649.53;19;0,0798;25;0,0028
P003C;9-649.64;18;0,0756;30;0,0033
P003C;9-649.76;18;0,0756;22;0,0025
P003C;9-649.31;17;0,0714;33;0,0037
P003C;3-200;16;0,0672;20;0,0022
P003C;9-649.77;15;0,063;18;0,002
P003C;9-649.78;15;0,063;18;0,002
P003C;9-649.65;14;0,0588;17;0,0019
P003C;3-990;13;0,0546;15;0,0017
P003C;9-649.14;12;0,0504;12;0,0013
P003C;9-649.7r;12;0,0504;25;0,0028
P003C;9-981.0;12;0,0504;20;0,0022
P003C;6-006.a3;11;0,0462;11;0,0012
P003C;9-649.15;11;0,0462;11;0,0012
P003C;9-649.82;11;0,0462;17;0,0019
P003C;9-982.0;11;0,0462;12;0,0013
P003C;9-645.03;10;0,042;10;0,0011
P003C;9-984.b;10;0,042;10;0,0011
P003C;9-61b;9;0,0378;17;0,0019
P003C;9-641.11;9;0,0378;16;0,0018
P003C;9-649.7a;9;0,0378;9;0,001
P003C;9-649.7b;9;0,0378;11;0,0012
P003C;9-984.7;9;0,0378;9;0,001
P003C;9-649.79;8;0,0336;9;0,001
P003C;9-641.00;6;0,0252;12;0,0013
P003C;9-649.32;6;0,0252;8;0,0009
P003C;9-649.54;6;0,0252;6;0,0007
P003C;9-649.7e;6;0,0252;7;0,0008
P003C;9-649.7g;6;0,0252;6;0,0007
P003C;9-649.83;6;0,0252;7;0,0008
P003C;9-641.10;5;0,021;17;0,0019
P003C;9-641.13;5;0,021;5;0,0006
P003C;9-641.14;5;0,021;19;0,0021
P003C;9-646.1;5;0,021;5;0,0006
P003C;9-649.33;5;0,021;5;0,0006
P003C;9-649.66;5;0,021;7;0,0008
P003C;9-649.7c;5;0,021;5;0,0006
P003C;9-649.7f;5;0,021;5;0,0006
P003C;3-820;4;0,0168;4;0,0004
P003C;9-646.0;4;0,0168;4;0,0004
P003C;9-649.55;4;0,0168;5;0,0006
P003C;9-649.68;4;0,0168;6;0,0007
P003C;9-649.7d;4;0,0168;4;0,0004
P003C;9-649.7j;4;0,0168;5;0,0006
PA01A;9-980.1;661;0,6551;930;0,055
PA01A;9-980.0;570;0,5649;900;0,0533
PA01A;9-607;566;0,561;851;0,0504
PA01A;9-649.80;483;0,4787;1082;0,064
PA01A;9-618;474;0,4698;1216;0,072
PA01A;9-617;434;0,4301;1030;0,0609
PA01A;9-649.60;401;0,3974;799;0,0473
PA01A;9-649.70;345;0,3419;497;0,0294
PA01A;9-649.0;314;0,3112;525;0,0311
PA01A;9-619;305;0,3023;944;0,0559
PA01A;9-649.10;290;0,2874;416;0,0246
PA01A;9-649.61;268;0,2656;509;0,0301
PA01A;9-649.50;248;0,2458;383;0,0227
PA01A;9-649.71;227;0,225;301;0,0178
PA01A;9-649.81;210;0,2081;398;0,0236
PA01A;9-649.62;184;0,1824;288;0,017
PA01A;9-649.11;182;0,1804;229;0,0136
PA01A;9-649.51;161;0,1596;231;0,0137
PA01A;9-649.12;137;0,1358;151;0,0089
PA01A;9-61a;135;0,1338;416;0,0246
PA01A;9-649.82;125;0,1239;282;0,0167
PA01A;9-649.72;120;0,1189;135;0,008
PA01A;9-649.63;113;0,112;163;0,0096
PA01A;9-649.40;110;0,109;269;0,0159
PA01A;1-207.0;106;0,1051;121;0,0072
PA01A;9-649.52;94;0,0932;116;0,0069
PA01A;9-649.73;91;0,0902;112;0,0066
PA01A;9-649.74;77;0,0763;85;0,005
PA01A;9-984.8;77;0,0763;89;0,0053
PA01A;9-640.06;76;0,0753;151;0,0089
PA01A;9-984.7;75;0,0743;92;0,0054
PA01A;9-649.64;74;0,0733;109;0,0064
PA01A;9-649.30;71;0,0704;117;0,0069
PA01A;9-649.31;68;0,0674;98;0,0058
PA01A;9-649.13;64;0,0634;66;0,0039
PA01A;3-200;61;0,0605;62;0,0037
PA01A;9-640.04;58;0,0575;106;0,0063
PA01A;9-649.83;58;0,0575;95;0,0056
PA01A;9-649.53;57;0,0565;70;0,0041
PA01A;9-649.7r;52;0,0515;114;0,0067
PA01A;9-980.3;52;0,0515;60;0,0036
PA01A;9-649.65;50;0,0496;74;0,0044
PA01A;9-640.05;49;0,0486;91;0,0054
PA01A;9-984.9;47;0,0466;51;0,003
PA01A;9-649.79;46;0,0456;57;0,0034
PA01A;9-649.75;45;0,0446;52;0,0031
PA01A;9-649.77;44;0,0436;50;0,003
PA01A;9-649.78;44;0,0436;52;0,0031
PA01A;9-649.20;42;0,0416;64;0,0038
PA01A;9-649.7a;42;0,0416;55;0,0033
PA01A;9-649.7c;41;0,0406;44;0,0026
PA01A;9-649.76;39;0,0387;46;0,0027
PA01A;9-649.7b;39;0,0387;53;0,0031
PA01A;9-982.1;39;0,0387;53;0,0031
PA01A;9-649.66;38;0,0377;50;0,003
PA01A;9-640.07;36;0,0357;45;0,0027
PA01A;3-800;35;0,0347;36;0,0021
PA01A;9-649.7d;34;0,0337;42;0,0025
PA01A;9-61b;33;0,0327;57;0,0034
PA01A;9-649.7e;31;0,0307;37;0,0022
PA01A;9-649.32;29;0,0287;42;0,0025
PA01A;9-649.54;29;0,0287;35;0,0021
PA01A;9-649.84;28;0,0278;32;0,0019
PA01A;9-984.a;28;0,0278;30;0,0018
PA01A;9-649.7f;27;0,0268;28;0,0017
PA01A;9-649.7h;27;0,0268;32;0,0019
PA01A;3-990;25;0,0248;28;0,0017
PA01A;9-649.7k;24;0,0238;30;0,0018
PA01A;9-982.0;24;0,0238;37;0,0022
PA01A;9-649.67;23;0,0228;30;0,0018
PA01A;9-645.13;22;0,0218;22;0,0013
PA01A;9-640.08;21;0,0208;32;0,0019
PA01A;9-645.03;21;0,0208;28;0,0017
PA01A;9-641.11;20;0,0198;36;0,0021
PA01A;9-649.55;20;0,0198;25;0,0015
PA01A;9-649.14;19;0,0188;19;0,0011
PA01A;9-649.33;19;0,0188;21;0,0012
PA01A;9-649.41;19;0,0188;32;0,0019
PA01A;9-649.7j;18;0,0178;22;0,0013
PA01A;9-649.7g;17;0,0168;19;0,0011
PA01A;9-649.15;16;0,0159;17;0,001
PA01A;9-640.15;15;0,0149;34;0,002
PA01A;9-649.68;15;0,0149;16;0,0009
PA01A;9-641.14;14;0,0139;26;0,0015
