pr_Pepp;pr_Code;pr_FaelleAnzahl;pr_FaelleAnteil;pr_NennungenAnzahl;pr_NennungenAnteil
P002Z;9-696.84;48;0,2202;65;0,0032
P002Z;9-693.04;46;0,211;358;0,0174
P002Z;9-696.33;46;0,211;76;0,0037
P002Z;9-696.85;46;0,211;57;0,0028
P002Z;9-696.50;45;0,2064;70;0,0034
P002Z;9-696.77;44;0,2018;55;0,0027
P002Z;9-696.74;43;0,1972;61;0,003
P002Z;9-696.15;42;0,1927;61;0,003
P002Z;9-696.16;42;0,1927;60;0,0029
P002Z;9-696.75;42;0,1927;58;0,0028
P002Z;9-690.10;40;0,1835;72;0,0035
P002Z;9-696.1g;38;0,1743;50;0,0024
P002Z;9-696.7w;38;0,1743;121;0,0059
P002Z;9-696.86;38;0,1743;54;0,0026
P002Z;9-696.56;37;0,1697;64;0,0031
P002Z;9-696.0;35;0,1606;71;0,0034
P002Z;9-696.19;35;0,1606;44;0,0021
P002Z;9-696.35;35;0,1606;48;0,0023
P002Z;9-696.18;34;0,156;44;0,0021
P002Z;9-696.34;34;0,156;51;0,0025
P002Z;9-696.76;34;0,156;43;0,0021
P002Z;9-696.1a;31;0,1422;37;0,0018
P002Z;9-696.64;31;0,1422;58;0,0028
P002Z;9-690.01;30;0,1376;43;0,0021
P002Z;9-696.21;29;0,133;50;0,0024
P002Z;9-696.41;29;0,133;67;0,0032
P002Z;9-696.54;29;0,133;39;0,0019
P002Z;9-696.57;28;0,1284;42;0,002
P002Z;9-696.87;28;0,1284;36;0,0017
P002Z;9-656;27;0,1239;40;0,0019
P002Z;9-696.59;26;0,1193;34;0,0016
P002Z;9-696.88;26;0,1193;33;0,0016
P002Z;3-800;25;0,1147;26;0,0013
P002Z;9-696.79;25;0,1147;26;0,0013
P002Z;9-696.78;24;0,1101;30;0,0015
P002Z;9-696.1c;23;0,1055;24;0,0012
P002Z;9-696.65;23;0,1055;41;0,002
P002Z;9-696.36;22;0,1009;35;0,0017
P002Z;9-690.00;21;0,0963;40;0,0019
P002Z;9-690.12;21;0,0963;30;0,0015
P002Z;9-696.38;21;0,0963;24;0,0012
P002Z;9-696.66;21;0,0963;30;0,0015
P002Z;9-692.03;20;0,0917;29;0,0014
P002Z;9-696.58;20;0,0917;22;0,0011
P002Z;9-696.67;20;0,0917;28;0,0014
P002Z;9-696.7b;20;0,0917;21;0,001
P002Z;9-696.8w;20;0,0917;75;0,0036
P002Z;9-696.37;19;0,0872;32;0,0016
P002Z;9-693.05;18;0,0826;91;0,0044
P002Z;9-696.8b;18;0,0826;22;0,0011
P002Z;9-692.13;17;0,078;28;0,0014
P002Z;9-696.7e;17;0,078;20;0,001
P002Z;9-696.8e;17;0,078;18;0,0009
P002Z;9-690.14;16;0,0734;55;0,0027
P002Z;9-696.7a;16;0,0734;16;0,0008
P002Z;9-696.89;16;0,0734;20;0,001
P002Z;9-690.13;15;0,0688;33;0,0016
P002Z;9-692.04;15;0,0688;19;0,0009
P002Z;9-696.39;15;0,0688;15;0,0007
P002Z;9-696.8a;15;0,0688;21;0,001
P002Z;9-696.8g;15;0,0688;18;0,0009
P002Z;9-696.1d;14;0,0642;14;0,0007
P002Z;9-696.5b;14;0,0642;17;0,0008
P002Z;9-696.8c;14;0,0642;16;0,0008
P002Z;9-696.8d;14;0,0642;16;0,0008
P002Z;9-696.1b;13;0,0596;16;0,0008
P002Z;9-696.1f;13;0,0596;14;0,0007
P002Z;9-696.5a;13;0,0596;16;0,0008
P002Z;9-696.8h;13;0,0596;15;0,0007
P002Z;9-696.8k;12;0,055;14;0,0007
P002Z;9-664.2;11;0,0505;26;0,0013
P002Z;9-696.1e;11;0,0505;11;0,0005
P002Z;9-696.42;11;0,0505;20;0,001
P002Z;9-696.68;11;0,0505;17;0,0008
P002Z;9-696.69;10;0,0459;12;0,0006
P002Z;9-696.7f;10;0,0459;10;0,0005
P002Z;9-696.8f;10;0,0459;12;0,0006
P002Z;9-696.8j;10;0,0459;10;0,0005
P002Z;9-664.1;9;0,0413;23;0,0011
P002Z;9-664.3;9;0,0413;15;0,0007
P002Z;9-690.02;9;0,0413;9;0,0004
P002Z;9-696.22;9;0,0413;17;0,0008
P002Z;9-696.3b;9;0,0413;9;0,0004
P002Z;9-696.7c;9;0,0413;10;0,0005
P002Z;9-696.7d;9;0,0413;9;0,0004
P002Z;9-696.7k;9;0,0413;9;0,0004
P002Z;9-696.7u;9;0,0413;9;0,0004
P002Z;9-696.8s;9;0,0413;14;0,0007
P002Z;9-696.3c;8;0,0367;8;0,0004
P002Z;9-696.5c;8;0,0367;13;0,0006
P002Z;9-696.5d;8;0,0367;10;0,0005
P002Z;9-696.7n;8;0,0367;8;0,0004
P002Z;9-696.8m;8;0,0367;8;0,0004
P002Z;9-696.8n;8;0,0367;10;0,0005
P002Z;9-696.8q;8;0,0367;9;0,0004
P002Z;9-664.0;7;0,0321;14;0,0007
P002Z;9-664.4;7;0,0321;15;0,0007
P002Z;9-665.w;7;0,0321;18;0,0009
P002Z;9-696.23;7;0,0321;10;0,0005
P002Z;9-696.5e;7;0,0321;7;0,0003
P002Z;9-696.5f;7;0,0321;10;0,0005
P002Z;9-696.8p;7;0,0321;8;0,0004
P002Z;9-665.7;6;0,0275;10;0,0005
P002Z;9-665.g;6;0,0275;7;0,0003
P002Z;9-692.14;6;0,0275;7;0,0003
P002Z;9-696.3a;6;0,0275;6;0,0003
P002Z;9-696.5k;6;0,0275;7;0,0003
P002Z;9-696.6a;6;0,0275;9;0,0004
P002Z;9-696.7g;6;0,0275;6;0,0003
P002Z;9-696.7m;6;0,0275;6;0,0003
P002Z;9-696.7q;6;0,0275;8;0,0004
P002Z;9-696.7s;6;0,0275;6;0,0003
P002Z;9-696.8r;6;0,0275;8;0,0004
P002Z;9-664.5;5;0,0229;9;0,0004
P002Z;9-665.4;5;0,0229;11;0,0005
P002Z;9-665.6;5;0,0229;5;0,0002
P002Z;9-665.a;5;0,0229;8;0,0004
P002Z;9-665.f;5;0,0229;7;0,0003
P002Z;9-696.3f;5;0,0229;5;0,0002
P002Z;9-696.7h;5;0,0229;6;0,0003
P002Z;9-696.7r;5;0,0229;5;0,0002
P002Z;9-696.8t;5;0,0229;6;0,0003
P002Z;9-696.8v;5;0,0229;5;0,0002
P002Z;9-984.2;5;0,0229;5;0,0002
P002Z;3-990;4;0,0183;4;0,0002
P002Z;9-665.3;4;0,0183;9;0,0004
P002Z;9-665.5;4;0,0183;11;0,0005
P002Z;9-665.8;4;0,0183;6;0,0003
P002Z;9-665.e;4;0,0183;5;0,0002
P002Z;9-665.h;4;0,0183;6;0,0003
P002Z;9-665.k;4;0,0183;7;0,0003
P002Z;9-665.r;4;0,0183;5;0,0002
P002Z;9-690.04;4;0,0183;4;0,0002
P002Z;9-695.00;4;0,0183;4;0,0002
P002Z;9-695.01;4;0,0183;4;0,0002
P002Z;9-696.3d;4;0,0183;4;0,0002
P002Z;9-696.43;4;0,0183;6;0,0003
P002Z;9-696.7p;4;0,0183;4;0,0002
P002Z;9-696.8u;4;0,0183;5;0,0002
P003A;9-640.08;177;0,9725;4154;0,2988
P003A;9-640.06;170;0,9341;1014;0,0729
P003A;9-640.07;167;0,9176;1061;0,0763
P003A;9-980.1;130;0,7143;266;0,0191
P003A;9-618;114;0,6264;459;0,033
P003A;9-619;113;0,6209;391;0,0281
P003A;9-649.0;107;0,5879;362;0,026
P003A;9-649.60;102;0,5604;429;0,0309
P003A;9-640.04;99;0,544;250;0,018
P003A;9-649.10;89;0,489;204;0,0147
P003A;9-649.70;88;0,4835;200;0,0144
P003A;9-649.80;86;0,4725;315;0,0227
P003A;9-649.50;79;0,4341;195;0,014
P003A;9-617;78;0,4286;288;0,0207
P003A;9-607;73;0,4011;200;0,0144
P003A;9-980.0;69;0,3791;191;0,0137
P003A;9-649.51;68;0,3736;133;0,0096
P003A;9-61a;65;0,3571;161;0,0116
P003A;9-649.71;63;0,3462;121;0,0087
P003A;9-640.05;61;0,3352;129;0,0093
P003A;9-649.61;56;0,3077;140;0,0101
P003A;9-649.72;46;0,2527;67;0,0048
P003A;9-649.11;42;0,2308;75;0,0054
P003A;9-640.15;40;0,2198;157;0,0113
P003A;9-649.73;38;0,2088;60;0,0043
P003A;1-207.0;36;0,1978;41;0,0029
P003A;3-200;36;0,1978;44;0,0032
P003A;9-982.1;36;0,1978;40;0,0029
P003A;9-649.52;34;0,1868;53;0,0038
P003A;9-649.62;33;0,1813;62;0,0045
P003A;9-649.81;31;0,1703;71;0,0051
P003A;9-649.53;29;0,1593;45;0,0032
P003A;9-61b;28;0,1538;50;0,0036
P003A;9-649.74;28;0,1538;43;0,0031
P003A;9-640.16;27;0,1484;100;0,0072
P003A;9-649.7r;26;0,1429;60;0,0043
P003A;9-640.13;24;0,1319;42;0,003
P003A;9-649.12;24;0,1319;44;0,0032
P003A;9-649.13;24;0,1319;29;0,0021
P003A;9-649.30;24;0,1319;45;0,0032
P003A;9-649.76;23;0,1264;26;0,0019
P003A;9-641.11;22;0,1209;35;0,0025
P003A;9-649.63;22;0,1209;31;0,0022
P003A;3-990;21;0,1154;25;0,0018
P003A;9-640.17;21;0,1154;184;0,0132
P003A;9-649.40;21;0,1154;68;0,0049
P003A;9-649.20;20;0,1099;84;0,006
P003A;9-649.75;19;0,1044;32;0,0023
P003A;9-981.1;18;0,0989;19;0,0014
P003A;9-649.77;17;0,0934;19;0,0014
P003A;9-649.78;17;0,0934;21;0,0015
P003A;3-800;16;0,0879;17;0,0012
P003A;9-615.0;15;0,0824;75;0,0054
P003A;9-640.14;15;0,0824;22;0,0016
P003A;9-615.20;14;0,0769;74;0,0053
P003A;9-649.79;14;0,0769;17;0,0012
P003A;9-615.21;13;0,0714;36;0,0026
P003A;9-649.31;13;0,0714;24;0,0017
P003A;9-649.7g;13;0,0714;15;0,0011
P003A;9-984.0;13;0,0714;15;0,0011
P003A;9-641.10;12;0,0659;51;0,0037
P003A;9-649.14;12;0,0659;14;0,001
P003A;9-649.54;12;0,0659;18;0,0013
P003A;9-649.82;12;0,0659;33;0,0024
P003A;9-982.0;12;0,0659;13;0,0009
P003A;9-614.20;11;0,0604;34;0,0024
P003A;9-615.10;11;0,0604;22;0,0016
P003A;9-641.14;11;0,0604;34;0,0024
P003A;9-649.7b;11;0,0604;13;0,0009
P003A;9-649.7f;11;0,0604;12;0,0009
P003A;3-820;10;0,0549;10;0,0007
P003A;9-645.03;10;0,0549;36;0,0026
P003A;9-984.4;10;0,0549;10;0,0007
P003A;9-606.2;9;0,0495;21;0,0015
P003A;9-614.21;9;0,0495;19;0,0014
P003A;9-649.7a;9;0,0495;10;0,0007
P003A;9-649.7c;9;0,0495;12;0,0009
P003A;9-606.0;8;0,044;23;0,0017
P003A;9-614.0;8;0,044;20;0,0014
P003A;9-615.22;8;0,044;17;0,0012
P003A;9-615.23;8;0,044;17;0,0012
P003A;9-646.0;8;0,044;8;0,0006
P003A;9-649.64;8;0,044;9;0,0006
P003A;9-649.65;8;0,044;8;0,0006
P003A;9-649.7d;8;0,044;9;0,0006
P003A;9-649.83;8;0,044;13;0,0009
P003A;9-604;7;0,0385;12;0,0009
P003A;9-606.1;7;0,0385;41;0,0029
P003A;9-614.22;7;0,0385;11;0,0008
P003A;9-641.13;7;0,0385;9;0,0006
P003A;9-649.7j;7;0,0385;7;0,0005
P003A;9-649.7n;7;0,0385;8;0,0006
P003A;8-630.2;6;0,033;6;0,0004
P003A;8-630.3;6;0,033;70;0,005
P003A;9-614.10;6;0,033;15;0,0011
P003A;9-641.12;6;0,033;7;0,0005
P003A;9-649.21;6;0,033;17;0,0012
P003A;9-649.57;6;0,033;6;0,0004
P003A;9-649.7h;6;0,033;6;0,0004
P003A;9-649.7k;6;0,033;7;0,0005
P003A;1-204.2;5;0,0275;7;0,0005
P003A;1-632.0;5;0,0275;23;0,0017
P003A;1-903;5;0,0275;5;0,0004
P003A;9-605.0;5;0,0275;32;0,0023
P003A;9-615.24;5;0,0275;11;0,0008
P003A;9-649.15;5;0,0275;5;0,0004
P003A;9-649.55;5;0,0275;7;0,0005
P003A;9-649.7e;5;0,0275;5;0,0004
P003A;3-203;4;0,022;4;0,0003
P003A;3-993;4;0,022;4;0,0003
P003A;6-006.a5;4;0,022;4;0,0003
P003A;9-606.3;4;0,022;8;0,0006
P003A;9-606.4;4;0,022;4;0,0003
P003A;9-615.25;4;0,022;7;0,0005
P003A;9-616.20;4;0,022;13;0,0009
P003A;9-641.01;4;0,022;5;0,0004
P003A;9-645.04;4;0,022;6;0,0004
P003A;9-649.16;4;0,022;5;0,0004
P003A;9-649.34;4;0,022;6;0,0004
P003A;9-649.7p;4;0,022;5;0,0004
P003A;9-649.84;4;0,022;10;0,0007
P003A;9-649.85;4;0,022;4;0,0003
P003A;9-984.1;4;0,022;4;0,0003
P003B;9-640.08;242;0,938;1553;0,1379
P003B;9-640.06;235;0,9109;939;0,0834
P003B;9-640.07;220;0,8527;731;0,0649
P003B;9-980.1;189;0,7326;329;0,0292
P003B;9-618;177;0,686;498;0,0442
P003B;9-619;170;0,6589;444;0,0394
P003B;9-649.0;142;0,5504;386;0,0343
P003B;9-649.60;141;0,5465;421;0,0374
P003B;9-607;133;0,5155;264;0,0234
P003B;9-617;127;0,4922;318;0,0282
P003B;9-980.0;127;0,4922;233;0,0207
P003B;9-649.10;125;0,4845;253;0,0225
P003B;9-649.70;119;0,4612;217;0,0193
P003B;9-640.04;118;0,4574;262;0,0233
P003B;9-649.80;113;0,438;336;0,0298
P003B;9-649.50;108;0,4186;217;0,0193
P003B;9-61a;103;0,3992;197;0,0175
P003B;9-640.05;93;0,3605;195;0,0173
P003B;9-649.71;93;0,3605;147;0,0131
P003B;9-649.11;90;0,3488;144;0,0128
P003B;9-649.61;87;0,3372;203;0,018
P003B;9-649.51;72;0,2791;127;0,0113
P003B;9-982.1;62;0,2403;77;0,0068
P003B;9-649.72;60;0,2326;92;0,0082
P003B;9-640.15;57;0,2209;206;0,0183
P003B;9-649.62;48;0,186;109;0,0097
P003B;1-207.0;47;0,1822;55;0,0049
P003B;9-649.12;46;0,1783;64;0,0057
P003B;3-200;44;0,1705;58;0,0052
P003B;9-640.16;39;0,1512;105;0,0093
P003B;9-649.73;39;0,1512;52;0,0046
P003B;9-649.52;38;0,1473;51;0,0045
P003B;9-649.7r;38;0,1473;78;0,0069
P003B;9-649.53;33;0,1279;45;0,004
P003B;9-649.74;33;0,1279;48;0,0043
P003B;9-640.13;32;0,124;56;0,005
P003B;9-649.40;32;0,124;89;0,0079
P003B;9-649.81;31;0,1202;74;0,0066
P003B;9-649.13;29;0,1124;37;0,0033
P003B;9-640.17;27;0,1047;134;0,0119
P003B;9-649.20;26;0,1008;67;0,006
P003B;9-649.30;26;0,1008;58;0,0052
P003B;9-61b;25;0,0969;42;0,0037
P003B;9-649.76;23;0,0891;30;0,0027
P003B;9-649.75;22;0,0853;25;0,0022
P003B;9-649.63;21;0,0814;39;0,0035
P003B;9-984.0;20;0,0775;21;0,0019
P003B;9-640.14;19;0,0736;30;0,0027
P003B;9-649.78;19;0,0736;24;0,0021
P003B;9-649.79;19;0,0736;26;0,0023
P003B;9-641.11;18;0,0698;37;0,0033
P003B;9-649.77;18;0,0698;23;0,002
P003B;9-649.82;17;0,0659;28;0,0025
P003B;3-800;16;0,062;18;0,0016
P003B;3-990;15;0,0581;17;0,0015
P003B;9-649.64;15;0,0581;20;0,0018
P003B;9-641.10;14;0,0543;38;0,0034
P003B;9-649.31;14;0,0543;26;0,0023
P003B;9-649.54;14;0,0543;19;0,0017
P003B;9-641.14;13;0,0504;23;0,002
P003B;9-649.14;13;0,0504;16;0,0014
P003B;9-649.7b;12;0,0465;14;0,0012
P003B;9-981.1;12;0,0465;12;0,0011
P003B;9-984.4;12;0,0465;12;0,0011
P003B;9-982.0;11;0,0426;20;0,0018
P003B;9-615.10;10;0,0388;24;0,0021
P003B;9-615.20;10;0,0388;19;0,0017
P003B;9-615.21;10;0,0388;25;0,0022
P003B;9-615.22;10;0,0388;14;0,0012
P003B;9-646.0;10;0,0388;13;0,0012
P003B;9-649.55;10;0,0388;12;0,0011
P003B;9-649.7a;10;0,0388;11;0,001
P003B;9-649.7d;10;0,0388;10;0,0009
P003B;9-649.7f;10;0,0388;10;0,0009
P003B;9-614.20;9;0,0349;13;0,0012
P003B;9-645.03;9;0,0349;14;0,0012
P003B;3-820;8;0,031;8;0,0007
P003B;9-606.0;8;0,031;27;0,0024
P003B;9-649.7e;8;0,031;8;0,0007
P003B;9-984.1;8;0,031;8;0,0007
P003B;6-006.a3;7;0,0271;7;0,0006
P003B;9-606.1;7;0,0271;19;0,0017
P003B;9-641.12;7;0,0271;11;0,001
P003B;9-649.57;7;0,0271;10;0,0009
P003B;9-649.7c;7;0,0271;7;0,0006
P003B;9-649.7j;7;0,0271;9;0,0008
P003B;1-903;6;0,0233;6;0,0005
P003B;9-614.10;6;0,0233;14;0,0012
P003B;9-649.21;6;0,0233;11;0,001
P003B;9-649.32;6;0,0233;7;0,0006
P003B;9-649.7m;6;0,0233;6;0,0005
P003B;9-604;5;0,0194;15;0,0013
P003B;9-605.0;5;0,0194;12;0,0011
P003B;9-626;5;0,0194;5;0,0004
P003B;9-641.00;5;0,0194;13;0,0012
P003B;9-641.01;5;0,0194;5;0,0004
P003B;9-649.7g;5;0,0194;5;0,0004
P003B;9-649.7n;5;0,0194;6;0,0005
P003B;9-649.84;5;0,0194;10;0,0009
P003B;9-984.2;5;0,0194;5;0,0004
P003B;1-204.2;4;0,0155;4;0,0004
P003B;3-035;4;0,0155;4;0,0004
P003B;3-05d;4;0,0155;5;0,0004
P003B;3-993;4;0,0155;4;0,0004
P003B;8-630.2;4;0,0155;4;0,0004
P003B;8-630.3;4;0,0155;39;0,0035
P003B;9-605.1;4;0,0155;6;0,0005
P003B;9-606.3;4;0,0155;7;0,0006
P003B;9-614.0;4;0,0155;7;0,0006
P003B;9-614.22;4;0,0155;8;0,0007
P003B;9-615.0;4;0,0155;4;0,0004
P003B;9-615.11;4;0,0155;5;0,0004
P003B;9-645.04;4;0,0155;4;0,0004
P003B;9-649.16;4;0,0155;4;0,0004
P003B;9-649.34;4;0,0155;4;0,0004
P003B;9-649.56;4;0,0155;5;0,0004
P003B;9-649.65;4;0,0155;4;0,0004
P003B;9-649.7h;4;0,0155;4;0,0004
P003B;9-649.7k;4;0,0155;5;0,0004
P003B;9-649.7p;4;0,0155;5;0,0004
P003B;9-649.7q;4;0,0155;4;0,0004
P003B;9-649.83;4;0,0155;5;0,0004
P003B;9-981.0;4;0,0155;5;0,0004
P003C;9-640.08;203;0,8788;759;0,0929
P003C;9-640.06;189;0,8182;629;0,077
P003C;9-640.07;177;0,7662;374;0,0458
P003C;9-980.1;164;0,71;260;0,0318
P003C;9-618;159;0,6883;340;0,0416
P003C;9-619;144;0,6234;282;0,0345
P003C;9-649.60;128;0,5541;354;0,0433
P003C;9-607;123;0,5325;211;0,0258
P003C;9-649.0;118;0,5108;245;0,03
P003C;9-617;117;0,5065;232;0,0284
P003C;9-980.0;116;0,5022;195;0,0239
P003C;9-649.80;114;0,4935;354;0,0433
P003C;9-649.10;100;0,4329;166;0,0203
P003C;9-649.50;99;0,4286;180;0,022
P003C;9-61a;98;0,4242;165;0,0202
P003C;9-649.70;95;0,4113;153;0,0187
P003C;9-640.04;92;0,3983;239;0,0292
P003C;9-649.11;80;0,3463;117;0,0143
P003C;9-640.05;79;0,342;203;0,0248
P003C;9-649.61;74;0,3203;186;0,0228
P003C;9-649.71;71;0,3074;109;0,0133
P003C;9-982.1;56;0,2424;58;0,0071
P003C;9-649.51;55;0,2381;71;0,0087
P003C;9-649.72;51;0,2208;68;0,0083
P003C;9-649.81;43;0,1861;96;0,0117
P003C;9-649.62;42;0,1818;91;0,0111
P003C;9-640.15;39;0,1688;128;0,0157
P003C;1-207.0;37;0,1602;39;0,0048
P003C;3-200;35;0,1515;44;0,0054
P003C;9-649.74;34;0,1472;46;0,0056
P003C;9-649.20;33;0,1429;114;0,014
P003C;9-649.73;33;0,1429;41;0,005
P003C;9-649.12;32;0,1385;39;0,0048
P003C;9-649.40;32;0,1385;107;0,0131
P003C;9-640.16;30;0,1299;95;0,0116
P003C;9-649.52;27;0,1169;40;0,0049
P003C;9-649.75;26;0,1126;29;0,0035
P003C;9-984.0;25;0,1082;25;0,0031
P003C;9-61b;24;0,1039;33;0,004
P003C;9-649.30;24;0,1039;52;0,0064
P003C;9-649.76;24;0,1039;26;0,0032
P003C;9-649.7r;24;0,1039;48;0,0059
P003C;9-649.63;23;0,0996;32;0,0039
P003C;9-640.13;22;0,0952;30;0,0037
P003C;9-649.13;22;0,0952;25;0,0031
P003C;9-649.82;20;0,0866;34;0,0042
P003C;9-981.1;20;0,0866;27;0,0033
P003C;3-990;18;0,0779;20;0,0024
P003C;9-649.14;18;0,0779;20;0,0024
P003C;9-640.14;17;0,0736;23;0,0028
P003C;9-649.31;17;0,0736;27;0,0033
P003C;9-649.53;17;0,0736;21;0,0026
P003C;3-800;16;0,0693;17;0,0021
P003C;9-649.79;16;0,0693;18;0,0022
P003C;9-640.17;13;0,0563;115;0,0141
P003C;9-649.55;13;0,0563;18;0,0022
P003C;9-982.0;13;0,0563;16;0,002
P003C;9-649.54;12;0,0519;15;0,0018
P003C;9-649.64;12;0,0519;18;0,0022
P003C;9-649.77;12;0,0519;16;0,002
P003C;9-641.11;10;0,0433;20;0,0024
P003C;9-649.78;10;0,0433;15;0,0018
P003C;9-641.10;9;0,039;22;0,0027
P003C;9-649.83;9;0,039;17;0,0021
P003C;3-820;8;0,0346;8;0,001
P003C;9-626;8;0,0346;14;0,0017
P003C;9-641.00;8;0,0346;16;0,002
P003C;9-649.21;8;0,0346;14;0,0017
P003C;9-649.65;8;0,0346;8;0,001
P003C;9-649.7d;8;0,0346;8;0,001
P003C;9-649.7f;8;0,0346;9;0,0011
P003C;9-984.1;8;0,0346;8;0,001
P003C;9-649.7a;7;0,0303;8;0,001
P003C;9-649.7c;7;0,0303;7;0,0009
P003C;9-606.0;6;0,026;18;0,0022
P003C;9-615.10;6;0,026;10;0,0012
P003C;9-615.20;6;0,026;12;0,0015
P003C;9-641.12;6;0,026;7;0,0009
P003C;9-641.14;6;0,026;11;0,0013
P003C;9-649.15;6;0,026;7;0,0009
P003C;9-649.16;6;0,026;6;0,0007
P003C;9-649.7g;6;0,026;7;0,0009
P003C;9-649.7k;6;0,026;6;0,0007
P003C;9-649.84;6;0,026;7;0,0009
P003C;9-981.0;6;0,026;7;0,0009
P003C;9-604;5;0,0216;8;0,001
P003C;9-605.0;5;0,0216;11;0,0013
P003C;9-614.20;5;0,0216;6;0,0007
P003C;9-615.0;5;0,0216;11;0,0013
P003C;9-645.03;5;0,0216;5;0,0006
P003C;9-646.0;5;0,0216;5;0,0006
P003C;9-649.17;5;0,0216;6;0,0007
P003C;9-649.56;5;0,0216;5;0,0006
P003C;9-649.7e;5;0,0216;5;0,0006
P003C;9-984.4;5;0,0216;5;0,0006
P003C;3-222;4;0,0173;4;0,0005
P003C;9-606.1;4;0,0173;6;0,0007
P003C;9-614.10;4;0,0173;11;0,0013
P003C;9-614.21;4;0,0173;9;0,0011
P003C;9-615.21;4;0,0173;7;0,0009
P003C;9-615.22;4;0,0173;4;0,0005
P003C;9-641.13;4;0,0173;4;0,0005
P003C;9-649.32;4;0,0173;7;0,0009
P003C;9-649.33;4;0,0173;7;0,0009
P003C;9-649.42;4;0,0173;5;0,0006
P003C;9-649.7h;4;0,0173;6;0,0007
P003C;9-649.7j;4;0,0173;5;0,0006
P003C;9-649.86;4;0,0173;5;0,0006
PA01A;9-980.1;590;0,6884;747;0,0583
PA01A;9-607;434;0,5064;616;0,0481
PA01A;9-980.0;413;0,4819;534;0,0417
PA01A;9-649.80;393;0,4586;959;0,0748
PA01A;9-618;378;0,4411;829;0,0647
PA01A;9-617;355;0,4142;686;0,0535
PA01A;9-649.60;325;0,3792;655;0,0511
PA01A;9-649.70;284;0,3314;426;0,0332
PA01A;9-619;274;0,3197;638;0,0498
PA01A;9-649.0;254;0,2964;408;0,0318
PA01A;9-649.10;225;0,2625;289;0,0225
PA01A;9-649.50;204;0,238;326;0,0254
PA01A;9-649.61;192;0,224;345;0,0269
PA01A;9-649.71;190;0,2217;251;0,0196
PA01A;9-649.11;167;0,1949;197;0,0154
PA01A;9-649.81;141;0,1645;199;0,0155
PA01A;9-649.62;136;0,1587;205;0,016
PA01A;9-649.51;133;0,1552;200;0,0156
PA01A;9-649.72;117;0,1365;136;0,0106
PA01A;9-61a;113;0,1319;228;0,0178
PA01A;9-649.12;105;0,1225;118;0,0092
PA01A;9-649.63;93;0,1085;133;0,0104
PA01A;1-207.0;89;0,1039;101;0,0079
PA01A;9-649.82;85;0,0992;150;0,0117
PA01A;9-649.73;82;0,0957;98;0,0076
PA01A;9-649.40;80;0,0933;193;0,0151
PA01A;9-649.52;79;0,0922;113;0,0088
PA01A;9-649.30;71;0,0828;107;0,0083
PA01A;9-649.64;71;0,0828;101;0,0079
PA01A;9-640.06;65;0,0758;96;0,0075
PA01A;3-200;64;0,0747;64;0,005
PA01A;9-649.74;64;0,0747;78;0,0061
PA01A;9-649.53;63;0,0735;85;0,0066
PA01A;9-649.31;60;0,07;82;0,0064
PA01A;9-984.1;57;0,0665;65;0,0051
PA01A;9-649.83;56;0,0653;126;0,0098
