ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt6c;ko_KArt7;ko_KArt8
PA14A;8;0,06;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,02;0,00;0,01;0,02;0,04
PA14A;9;0,27;0,00;0,00;0,00;0,00;0,27;0,00;0,00;0,00;0,05;0,00;0,39;0,15;0,19
PA14A;10;0,08;0,00;0,00;0,00;0,00;0,54;0,01;0,00;0,00;0,60;0,01;1,09;0,06;0,23
PA14A;11;0,44;0,11;0,00;0,00;0,00;0,45;0,00;0,00;0,00;0,05;0,00;0,14;0,09;0,29
PA14A;12;0,04;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,01;0,00;0,08;0,01;0,07
PA14A;13;0,61;0,55;0,00;0,00;0,00;0,24;0,01;0,00;0,00;0,04;0,00;0,00;0,10;0,31
PA14B;21;24,91;61,53;3,87;3,69;2,70;1,39;1,23;0,09;0,00;1,22;0,02;0,18;10,46;49,09
PA14B;22;5,62;15,92;0,59;0,67;0,51;0,38;0,32;0,03;0,00;0,28;0,01;0,06;2,56;10,96
PA14B;23;4,98;8,84;3,85;1,07;0,36;0,00;0,08;0,04;0,00;0,07;0,00;0,04;0,01;0,03
PA14B;24;0,01;0,02;0,00;0,00;0,98;0,00;0,00;0,00;0,00;0,01;0,01;0,05;0,06;0,41
PA14B;25;0,02;0,28;0,00;0,01;4,50;0,09;0,01;0,00;0,00;0,17;0,00;0,46;0,25;1,78
PA14B;26;0,02;0,02;0,01;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,03
PA14B;4;0,01;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PA14B;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA14B;8;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,01
PA14B;9;0,18;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;0,03;0,01;0,34;0,09;0,12
PA14B;10;0,06;0,00;0,00;0,00;0,00;0,46;0,01;0,00;0,00;0,53;0,00;1,01;0,06;0,19
PA14B;11;0,39;0,06;0,00;0,00;0,00;0,39;0,00;0,00;0,00;0,04;0,00;0,09;0,07;0,23
PA14B;12;0,03;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PA14B;13;0,64;0,49;0,00;0,00;0,00;0,22;0,01;0,00;0,00;0,04;0,00;0,00;0,09;0,28
PA15A;21;9,48;29,96;1,28;1,45;1,57;0,54;0,72;0,09;0,00;1,17;0,04;0,07;4,22;18,03
PA15A;22;24,72;84,76;2,60;3,23;3,79;1,01;1,84;0,33;0,00;2,92;0,06;0,19;11,23;46,19
PA15A;23;4,47;31,46;0,42;0,83;0,19;0,00;0,25;0,05;0,00;0,23;0,00;0,02;0,01;0,06
PA15A;24;0,00;0,01;0,00;0,00;1,94;0,00;0,00;0,00;0,00;0,02;0,00;0,23;0,08;0,73
PA15A;25;0,00;0,76;0,00;0,00;2,29;0,00;0,01;0,00;0,00;0,05;0,00;0,21;0,12;0,83
PA15A;26;0,03;0,03;0,01;0,07;0,03;0,14;0,00;0,00;0,00;0,00;0,00;0,03;0,01;0,06
PA15A;4;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,01;0,01;0,01;0,00;0,01;0,01
PA15A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA15A;8;0,06;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,02;0,01;0,00;0,03;0,05
PA15A;9;0,94;0,00;0,00;0,00;0,00;1,24;0,03;0,01;0,00;0,16;0,04;1,24;0,48;0,90
PA15A;10;0,15;0,00;0,00;0,00;0,00;0,86;0,05;0,03;0,00;1,23;0,04;1,66;0,11;0,41
PA15A;11;0,69;0,06;0,00;0,00;0,00;0,86;0,01;0,00;0,00;0,08;0,01;0,93;0,16;0,40
PA15A;12;0,05;0,04;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,01;0,00;0,05;0,02;0,09
PA15A;13;0,64;0,54;0,00;0,00;0,00;0,24;0,01;0,00;0,00;0,04;0,00;0,00;0,09;0,31
PA15B;21;9,80;31,51;1,36;1,55;1,61;0,46;0,71;0,05;0,00;1,17;0,03;0,07;4,89;21,10
PA15B;22;22,59;77,31;1,80;3,09;2,85;0,93;1,57;0,10;0,00;2,65;0,04;0,20;10,90;45,21
PA15B;23;3,80;20,66;0,38;0,84;0,26;0,00;0,14;0,02;0,00;0,17;0,00;0,01;0,00;0,02
PA15B;24;0,00;0,00;0,00;0,00;1,64;0,00;0,00;0,00;0,00;0,02;0,00;0,13;0,08;0,65
PA15B;25;0,01;0,36;0,00;0,01;2,85;0,00;0,01;0,00;0,00;0,07;0,00;0,25;0,16;1,09
PA15B;26;0,04;0,02;0,02;0,03;0,02;0,03;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,04
PA15B;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00
PA15B;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15B;8;0,04;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,03
PA15B;9;0,73;0,00;0,00;0,00;0,00;0,97;0,02;0,01;0,00;0,13;0,04;1,45;0,38;0,63
PA15B;10;0,10;0,00;0,00;0,00;0,00;0,71;0,02;0,01;0,00;0,83;0,02;1,46;0,09;0,33
PA15B;11;0,60;0,04;0,00;0,00;0,00;0,81;0,01;0,00;0,00;0,07;0,00;0,36;0,15;0,40
PA15B;12;0,06;0,02;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,07
PA15B;13;0,66;0,59;0,00;0,00;0,00;0,25;0,01;0,00;0,00;0,04;0,00;0,00;0,09;0,33
PA15C;21;15,95;47,55;2,27;2,47;2,31;0,83;1,17;0,07;0,00;1,61;0,01;0,10;7,89;33,85
PA15C;22;14,15;46,70;1,41;1,93;1,75;0,64;1,00;0,07;0,00;1,45;0,00;0,11;6,55;28,93
PA15C;23;4,82;18,72;0,79;0,91;0,21;0,00;0,08;0,01;0,00;0,13;0,00;0,01;0,01;0,02
PA15C;24;0,00;0,00;0,00;0,00;1,38;0,00;0,00;0,00;0,00;0,02;0,00;0,21;0,07;0,50
PA15C;25;0,01;0,21;0,01;0,03;3,31;0,01;0,00;0,00;0,00;0,10;0,00;0,17;0,18;1,18
PA15C;26;0,03;0,02;0,01;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,04
PA15C;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01
PA15C;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15C;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,02
PA15C;9;0,67;0,00;0,00;0,00;0,00;0,81;0,02;0,01;0,00;0,16;0,11;1,75;0,41;0,54
PA15C;10;0,12;0,00;0,00;0,00;0,00;0,81;0,02;0,01;0,00;0,86;0,01;1,53;0,12;0,34
PA15C;11;0,57;0,09;0,00;0,00;0,00;0,71;0,01;0,00;0,00;0,07;0,00;0,25;0,11;0,39
PA15C;12;0,04;0,03;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,02;0,01;0,04
PA15C;13;0,49;0,46;0,00;0,00;0,00;0,23;0,01;0,00;0,00;0,04;0,00;0,00;0,07;0,26
PK01A;21;25,96;95,76;10,81;5,59;3,95;4,00;0,62;0,00;0,00;1,41;0,00;0,01;12,06;54,60
PK01A;22;18,21;70,34;10,68;4,69;1,33;0,36;0,64;0,00;0,00;0,54;0,00;0,08;7,19;34,24
PK01A;23;10,48;38,67;7,12;0,86;0,33;0,00;0,02;0,06;0,00;0,05;0,00;0,00;0,00;0,02
PK01A;24;0,00;0,06;0,00;0,34;0,54;0,01;0,00;0,00;0,00;0,01;0,00;0,02;0,11;0,51
PK01A;25;0,00;0,59;0,00;0,08;7,77;0,05;0,00;0,00;0,00;0,26;0,00;0,00;0,24;2,21
PK01A;26;0,02;0,16;0,01;0,02;0,67;0,00;0,00;0,00;0,00;0,01;0,00;0,47;0,06;0,19
PK01A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK01A;9;0,07;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,12;0,05;0,04
PK01A;10;0,02;0,00;0,00;0,00;0,00;0,40;0,00;0,00;0,00;0,16;0,00;0,37;0,07;0,11
PK01A;11;0,16;0,00;0,00;0,00;0,00;0,49;0,00;0,00;0,00;0,03;0,00;0,14;0,04;0,31
PK01A;12;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK01A;13;0,10;0,02;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,04
PK01B;21;35,60;131,36;14,56;6,97;5,39;2,73;0,86;0,04;0,00;1,73;0,00;0,09;14,63;72,60
PK01B;22;3,41;13,99;1,34;0,78;0,41;0,49;0,09;0,00;0,00;0,14;0,00;0,02;1,74;7,47
PK01B;23;8,76;23,98;8,19;0,68;0,43;0,00;0,01;0,02;0,00;0,03;0,00;0,01;0,00;0,02
PK01B;24;0,00;0,02;0,00;0,19;0,98;0,03;0,00;0,00;0,00;0,02;0,00;0,03;0,08;0,53
PK01B;25;0,02;4,06;0,01;0,17;6,74;0,02;0,00;0,00;0,00;0,15;0,00;0,00;0,57;3,65
PK01B;26;0,03;0,01;0,00;0,03;0,43;0,00;0,00;0,00;0,00;0,00;0,00;0,23;0,01;0,08
PK01B;9;0,06;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,10;0,03;0,03
PK01B;10;0,02;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,13;0,00;0,23;0,05;0,08
PK01B;11;0,19;0,00;0,00;0,00;0,00;0,43;0,00;0,00;0,00;0,02;0,00;0,12;0,04;0,13
PK01B;12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00
PK01B;13;0,18;0,06;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,02;0,00;0,00;0,03;0,09
PK02A;21;18,59;69,33;7,94;4,29;1,60;0,46;0,34;0,01;0,00;0,58;0,07;0,05;10,63;40,21
PK02A;22;21,57;83,32;8,06;5,13;2,55;0,51;0,31;0,00;0,00;0,56;0,00;0,13;9,07;50,02
PK02A;23;13,27;42,49;4,64;0,98;0,31;0,00;0,01;0,05;0,00;0,06;0,00;0,00;0,00;0,00
PK02A;24;0,00;0,02;0,00;0,08;0,41;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,20
PK02A;25;0,00;1,02;0,00;0,46;5,68;0,00;0,00;0,00;0,00;0,17;0,00;0,36;0,32;2,35
PK02A;26;0,19;0,06;0,01;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0,16
PK02A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK02A;9;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,01;0,01;0,10;0,08;0,07
PK02A;10;0,03;0,00;0,00;0,00;0,00;0,63;0,00;0,00;0,00;0,48;0,00;3,93;0,06;0,29
PK02A;11;0,14;0,00;0,00;0,00;0,00;0,64;0,00;0,00;0,00;0,02;0,00;0,29;0,04;0,17
PK02A;12;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK02A;13;0,19;0,04;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,06
PK02B;21;22,70;92,23;8,38;4,15;2,26;1,12;0,62;0,00;0,00;0,96;0,20;0,05;11,45;50,26
PK02B;22;9,49;46,77;3,84;2,76;2,52;0,43;0,18;0,00;0,00;0,39;0,00;0,00;5,78;26,78
PK02B;23;14,59;29,35;4,74;0,98;0,63;0,00;0,01;0,00;0,00;0,03;0,00;0,05;0,00;0,00
PK02B;24;0,00;0,02;0,00;0,00;0,47;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,18
PK02B;25;0,02;0,72;0,01;0,11;3,70;0,00;0,00;0,00;0,00;0,11;0,00;2,77;0,32;1,87
PK02B;26;0,17;0,04;0,07;0,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,07;0,24
PK02B;4;0,08;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,02
PK02B;9;0,20;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,04;0,00;0,00;0,11;0,15
PK02B;10;0,21;0,00;0,00;0,00;0,00;1,09;0,00;0,00;0,00;1,01;0,00;2,78;0,12;0,53
PK02B;11;0,19;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,01;0,00;0,23;0,04;0,10
PK02B;12;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK02B;13;0,87;0,11;0,00;0,00;0,00;0,18;0,01;0,00;0,00;0,03;0,00;0,00;0,08;0,27
PK03Z;21;21,61;92,66;8,52;4,82;4,13;2,68;0,60;0,13;0,00;1,21;0,00;0,08;13,29;50,15
PK03Z;22;18,54;67,43;6,23;3,88;3,03;2,07;0,34;0,06;0,00;0,74;0,00;0,05;8,09;36,48
PK03Z;23;12,35;28,73;3,90;0,90;0,38;0,00;0,01;0,00;0,00;0,04;0,00;0,12;0,02;0,12
PK03Z;24;0,00;0,04;0,00;0,36;0,86;0,01;0,00;0,00;0,00;0,03;0,00;0,00;0,13;0,70
PK03Z;25;0,00;0,86;0,00;0,11;4,70;0,03;0,00;0,00;0,00;0,21;0,00;0,61;0,43;2,16
PK03Z;26;0,04;0,23;0,01;0,03;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,14
PK03Z;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01
PK03Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK03Z;9;0,25;0,00;0,00;0,00;0,00;0,23;0,00;0,00;0,00;0,03;0,01;0,51;0,13;0,15
PK03Z;10;0,08;0,00;0,00;0,00;0,00;0,69;0,00;0,00;0,00;0,43;0,00;1,06;0,11;0,24
PK03Z;11;0,23;0,00;0,00;0,00;0,00;0,55;0,00;0,00;0,00;0,03;0,00;0,22;0,06;0,25
PK03Z;12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,00
PK03Z;13;0,26;0,02;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,10
PK04A;21;25,29;96,86;10,71;7,55;4,03;1,64;0,56;0,00;0,00;1,23;0,00;0,02;12,48;61,82
PK04A;22;11,31;42,28;4,34;3,58;1,74;0,59;0,24;0,04;0,00;0,46;0,00;0,01;4,91;28,18
PK04A;23;14,95;37,92;8,60;1,61;0,27;0,00;0,10;0,02;0,00;0,22;0,01;0,03;0,01;0,05
PK04A;24;0,00;0,06;0,00;0,20;0,98;0,00;0,00;0,00;0,00;0,02;0,00;0,02;0,09;0,55
PK04A;25;0,01;4,86;0,00;0,55;4,90;0,02;0,02;0,00;0,00;0,23;0,00;0,12;0,63;4,00
PK04A;26;0,03;0,07;0,01;0,03;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,07
PK04A;9;0,10;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,01;0,00;0,14;0,06;0,06
PK04A;10;0,04;0,00;0,00;0,00;0,00;0,42;0,00;0,00;0,00;0,23;0,00;0,50;0,05;0,22
PK04A;11;0,25;0,00;0,00;0,00;0,00;0,42;0,00;0,00;0,00;0,02;0,00;0,09;0,05;0,22
PK04A;12;0,02;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,02
PK04A;13;0,18;0,02;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,06
PK04B;21;28,80;112,58;12,10;7,32;5,83;2,73;0,64;0,01;0,00;1,42;0,00;0,04;15,54;67,74
PK04B;22;6,09;22,46;2,06;1,53;1,01;0,44;0,10;0,00;0,00;0,20;0,00;0,02;2,84;14,22
PK04B;23;11,41;20,59;7,89;1,42;0,31;0,00;0,01;0,02;0,00;0,05;0,01;0,08;0,01;0,06
PK04B;24;0,01;0,05;0,00;0,17;0,83;0,01;0,00;0,00;0,00;0,03;0,00;0,04;0,07;0,46
PK04B;25;0,01;1,20;0,01;0,27;6,15;0,07;0,00;0,00;0,00;0,30;0,00;0,27;0,47;2,74
PK04B;26;0,05;0,04;0,02;0,06;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,10
PK04B;9;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,06;0,03;0,02
PK04B;10;0,04;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,00;0,20;0,00;0,45;0,05;0,11
PK04B;11;0,16;0,00;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,02;0,00;0,12;0,04;0,15
PK04B;12;0,04;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,02
PK04B;13;0,28;0,08;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,11
PK10Z;21;33,32;110,28;15,38;8,11;6,81;4,66;1,04;0,00;0,00;1,83;0,00;0,02;16,02;65,55
PK10Z;22;7,35;27,35;3,73;2,88;1,05;1,47;0,20;0,02;0,00;0,28;0,00;0,03;3,21;15,68
PK10Z;23;9,89;27,46;9,39;1,50;0,78;0,00;0,02;0,01;0,00;0,08;0,00;0,00;0,08;0,42
PK10Z;24;0,01;0,05;0,00;0,93;1,13;0,02;0,00;0,00;0,00;0,06;0,00;0,04;0,24;1,36
PK10Z;25;0,00;2,06;0,07;0,23;6,71;0,34;0,00;0,00;0,00;0,39;0,00;0,07;0,62;2,99
PK10Z;26;0,02;0,06;0,02;0,02;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,12
PK10Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK10Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK10Z;9;0,08;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,02;0,00;0,14;0,04;0,06
PK10Z;10;0,05;0,00;0,00;0,00;0,00;0,47;0,00;0,00;0,00;0,21;0,00;0,46;0,08;0,15
PK10Z;11;0,12;0,00;0,00;0,00;0,00;0,26;0,00;0,00;0,00;0,02;0,00;0,11;0,03;0,22
PK10Z;12;0,04;0,02;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,05;0,00;0,03
PK10Z;13;0,10;0,04;0,00;0,00;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,05
PK14A;21;27,05;107,92;13,15;7,04;5,25;2,59;0,64;0,03;0,00;1,33;0,01;0,10;14,10;61,53
PK14A;22;11,79;44,83;4,97;4,15;1,64;0,47;0,33;0,02;0,00;0,33;0,00;0,09;5,03;24,10
PK14A;23;8,67;31,93;9,02;1,25;0,29;0,00;0,03;0,03;0,00;0,06;0,01;0,01;0,01;0,05
PK14A;24;0,00;0,04;0,00;0,16;0,77;0,03;0,00;0,00;0,00;0,03;0,00;0,07;0,07;0,41
PK14A;25;0,01;1,46;0,01;0,61;7,17;0,02;0,00;0,00;0,00;0,18;0,00;0,03;0,50;3,18
PK14A;26;0,02;0,26;0,06;0,05;0,89;0,00;0,00;0,00;0,00;0,01;0,00;0,25;0,09;0,32
PK14A;9;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,08;0,02;0,01
PK14A;10;0,01;0,00;0,00;0,00;0,00;0,28;0,00;0,00;0,00;0,16;0,00;0,32;0,05;0,09
PK14A;11;0,21;0,00;0,00;0,00;0,00;0,57;0,00;0,00;0,00;0,03;0,00;0,18;0,04;0,17
PK14A;12;0,05;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,02
PK14A;13;0,03;0,01;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02
PK14B;21;32,93;129,14;15,39;8,32;6,17;3,67;0,82;0,03;0,00;1,54;0,02;0,07;16,52;71,16
PK14B;22;4,35;16,24;1,80;1,56;0,48;0,45;0,14;0,00;0,00;0,11;0,00;0,02;1,90;9,21
PK14B;23;8,97;23,25;7,33;1,02;0,33;0,00;0,02;0,04;0,00;0,03;0,03;0,01;0,01;0,05
PK14B;24;0,00;0,03;0,00;0,25;0,74;0,02;0,00;0,00;0,00;0,03;0,00;0,07;0,08;0,53
PK14B;25;0,00;1,63;0,00;0,46;6,86;0,04;0,00;0,00;0,00;0,24;0,00;0,07;0,47;3,00
PK14B;26;0,03;0,10;0,02;0,03;0,40;0,00;0,00;0,00;0,00;0,01;0,00;0,10;0,04;0,14
PK14B;9;0,03;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,04;0,02;0,02
PK14B;10;0,02;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,13;0,00;0,22;0,06;0,08
PK14B;11;0,16;0,00;0,00;0,00;0,00;0,42;0,00;0,00;0,00;0,02;0,00;0,11;0,03;0,15
PK14B;12;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK14B;13;0,11;0,04;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,05
PK14C;21;26,27;109,89;12,29;6,63;4,90;2,14;0,58;0,01;0,00;1,17;0,00;0,06;15,36;62,77
PK14C;22;9,63;37,34;3,04;2,03;1,26;0,67;0,20;0,03;0,00;0,32;0,00;0,02;4,23;20,36
PK14C;23;11,68;22,59;6,19;1,47;0,26;0,00;0,01;0,02;0,00;0,04;0,02;0,04;0,01;0,04
PK14C;24;0,00;0,02;0,00;0,21;0,59;0,00;0,00;0,00;0,00;0,03;0,00;0,07;0,06;0,42
PK14C;25;0,00;0,53;0,00;0,49;6,30;0,06;0,00;0,00;0,00;0,23;0,00;0,34;0,41;2,53
PK14C;26;0,07;0,03;0,03;0,11;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,11
PK14C;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK14C;9;0,07;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,00;0,07;0,05;0,04
PK14C;10;0,03;0,00;0,00;0,00;0,00;0,39;0,00;0,00;0,00;0,27;0,00;0,92;0,06;0,12
PK14C;11;0,16;0,00;0,00;0,00;0,00;0,35;0,00;0,00;0,00;0,02;0,00;0,20;0,03;0,12
PK14C;12;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,01
PK14C;13;0,38;0,08;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,02;0,00;0,00;0,04;0,13
PP04A;21;29,79;47,52;6,29;2,18;4,13;2,02;1,52;0,20;0,00;1,08;0,01;0,11;12,70;53,55
PP04A;22;1,95;8,28;0,76;0,22;0,50;0,04;0,12;0,00;0,00;0,15;0,00;0,00;2,24;7,86
PP04A;23;11,41;8,87;6,35;0,74;0,17;0,04;0,09;0,00;0,00;0,08;0,00;0,01;0,02;0,07
PP04A;24;0,01;0,29;0,00;0,00;3,47;0,00;0,01;0,00;0,00;0,04;0,02;0,14;0,21;1,70
PP04A;25;0,00;0,15;0,00;0,02;4,97;0,01;0,03;0,00;0,00;0,13;0,00;0,22;0,27;2,03
PP04A;26;0,04;0,00;0,01;0,02;0,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,06
PP04A;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04A;5;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04A;8;0,09;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;0,01;0,01;0,00;0,07;0,06
PP04A;9;0,28;0,00;0,00;0,00;0,00;0,34;0,01;0,00;0,00;0,04;0,04;0,11;0,11;0,24
PP04A;10;0,06;0,00;0,00;0,00;0,00;0,37;0,00;0,01;0,00;0,37;0,00;0,64;0,05;0,19
PP04A;11;0,95;0,00;0,00;0,00;0,00;0,64;0,00;0,00;0,00;0,06;0,02;0,22;0,25;0,51
PP04A;12;0,06;0,00;0,00;0,00;0,00;0,63;0,01;0,00;0,00;0,01;0,00;0,50;0,05;0,28
PP04A;13;0,27;0,11;0,00;0,00;0,00;0,12;0,00;0,00;0,00;0,01;0,00;0,00;0,05;0,12
PP04B;21;28,19;46,82;5,95;2,00;3,57;2,15;1,72;0,07;0,00;0,93;0,00;0,08;14,00;56,79
PP04B;22;0,12;0,32;0,02;0,02;0,02;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,09;0,33
PP04B;23;12,61;8,27;5,46;0,84;0,25;0,02;0,11;0,00;0,00;0,08;0,00;0,01;0,02;0,03
PP04B;24;0,01;0,01;0,00;0,00;4,25;0,00;0,01;0,00;0,00;0,07;0,05;0,07;0,29;2,22
PP04B;25;0,01;0,19;0,02;0,05;4,79;0,00;0,03;0,00;0,00;0,13;0,00;0,27;0,29;2,35
PP04B;26;0,07;0,01;0,01;0,01;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,07
PP04B;8;0,03;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,02
PP04B;9;0,15;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,03;0,01;0,09;0,08;0,12
PP04B;10;0,03;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,20;0,00;0,43;0,03;0,08
PP04B;11;0,53;0,00;0,00;0,00;0,00;0,37;0,00;0,00;0,00;0,04;0,01;0,09;0,14;0,27
PP04B;12;0,02;0,00;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,00;0,00;0,14;0,02;0,10
PP04B;13;0,21;0,10;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,09
PP10A;21;43,44;64,98;9,44;2,56;5,37;5,28;1,84;0,07;0,00;1,86;0,00;0,18;15,93;62,88
PP10A;22;0,73;1,05;0,12;0,01;0,15;0,00;0,03;0,00;0,00;0,05;0,00;0,00;0,26;0,72
