IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
E69E;9;19,14;0;22,82;0,47;0,07;0;4,19;15,63;8,33;14,33;84,98
E69E;10;3,52;0;26,43;0,87;0,49;0;19,66;21,4;2,99;11,08;86,44
E69E;11;59,28;2,16;65,08;1,67;0;0;8,9;1,06;11,05;34,82;184,02
E70A;1;351,56;744,44;41,64;36;1,02;0;75,19;1,02;154,31;369,14;1774,32
E70A;2;23,86;34,88;0,85;2,35;0;0;5,05;0,12;6,4;15,87;89,38
E70A;7;0,06;0;0,07;0;0;0;0,01;0;0,01;0,03;0,18
E70A;8;0,01;0;0;0;0;0;0;0;0;0,01;0,02
E70A;9;3,02;0;2,88;0,02;0,02;0;0,45;0,5;1,08;2,08;10,05
E70A;10;3,15;0;15,87;0,77;0,11;0;16,26;12,57;1,74;7,71;58,18
E70A;11;14,1;2,41;27,33;1,09;0;0;1,85;1,03;2,76;13,27;63,84
E70B;1;286,32;494,8;27,19;51,24;1,06;0;49,44;3,32;126,86;449,3;1489,53
E70B;2;4,8;10,23;0,16;1,29;0;0;1,59;0;2,05;5,13;25,25
E70B;4;0,26;0;0,41;0,01;0;0;0,18;0;0,29;0,19;1,34
E70B;5;3,4;0;2,25;0,33;0;0;0,99;0;0,45;0,98;8,4
E70B;7;0,3;0;0,23;0;0;0;0,09;0;0,09;0,25;0,96
E70B;8;17,07;0;13,52;0,45;0,07;0;6,42;0,28;8,45;10,83;57,09
E70B;9;27,69;0;28,1;0,54;0,11;0;5,27;15,91;11,47;18,55;107,64
E70B;10;7,63;0;41,94;1,02;0,9;0;34,09;47,03;5,35;18,47;156,43
E70B;11;49,78;1,67;80,47;2,18;0;0;9,39;5,59;10,13;38,66;197,87
E71A;1;468,83;886,04;44,55;116,94;31,18;0;80,42;11,64;220,86;716,93;2577,39
E71A;2;30,83;63,83;0,9;7,26;0,61;0;9,8;0,33;12,3;30,83;156,69
E71A;4;6,27;0;6,36;0,33;0,07;2,57;3,7;2,69;3,46;4,88;30,33
E71A;5;6,95;0;4,3;0,36;0,02;0;1,24;0,01;0,77;1,63;15,28
E71A;7;0,91;0;0,66;0,03;0;0;0,48;0,58;0,27;0,51;3,44
E71A;8;32,54;0;33,49;1,06;0,08;0,44;13,53;4,25;14,45;21,4;121,24
E71A;9;80,23;0;86,87;1,18;0,47;0,34;19,01;57,44;35,71;56,67;337,92
E71A;10;16,33;0;65,18;1,84;50,39;0;46,41;65,98;8,07;29,85;284,05
E71A;11;63,33;1,63;102,19;2,75;0,06;0,24;10,58;9,22;12,7;46,1;248,8
E71B;1;299,07;460,43;23,92;61,89;8,3;0;43,01;12,09;150,54;514,73;1573,98
E71B;2;6,06;12,45;0,31;1,39;0,11;0;2,07;0,04;2,83;7;32,26
E71B;4;6,03;0;5,24;0,29;0,05;0,87;3,19;2,2;3,45;4,61;25,93
E71B;5;12,21;0;9,36;0,73;0,07;0;3,21;0,07;1,58;3,79;31,02
E71B;7;1,11;0;0,74;0,04;0,03;0;0,42;0,88;0,43;0,95;4,6
E71B;8;63,84;0;80,71;2,47;0,17;0,04;35,87;4,59;37,84;50,48;276,01
E71B;9;110,75;0;110,38;1,79;2,53;0,47;34,55;94,87;49,68;79,99;485,01
E71B;10;37,19;0;76,82;1,01;3,13;0;50,74;100,78;10,51;43,52;323,7
E71B;11;68,47;0,98;68,48;1,86;0;0;11,1;9,59;12,24;36,07;208,79
E71C;1;211,21;365,05;22,74;51,73;48,08;0;33,85;4,37;108,34;346,66;1192,03
E71C;2;3,26;6,19;0,15;0,72;0,04;0;0,97;0,1;1,15;3,27;15,85
E71C;4;3,49;0;3,33;0,12;0,05;1,22;2,18;1,4;1,8;2,52;16,11
E71C;5;2,87;0;2,05;0,15;0,01;0;0,63;0,04;0,35;0,8;6,9
E71C;7;0,41;0;0,27;0,02;0;0,03;0,18;0,3;0,15;0,35;1,71
E71C;8;17,2;0;19,87;0,58;0,09;0,15;8,07;1,63;8,36;12,12;68,07
E71C;9;46,86;0;48,83;0,89;0,63;0,46;11,1;36,91;22,31;34,32;202,31
E71C;10;6,84;0;26,74;0,73;11,44;0;19,34;25,04;3,37;13,06;106,56
E71C;11;36,2;1,37;43,85;0,98;0,06;0,08;5,73;3,43;6,42;21,97;120,09
E73A;1;598,46;1188,6;54,19;141,37;21,81;0;112,68;10,45;270,82;945,26;3343,64
E73A;2;116,06;250,4;10;29,56;5,93;0;42,69;3,46;43,03;131,45;632,58
E73A;4;10,65;0;9,49;0,66;0;1,42;6,85;6,65;5,73;8,87;50,32
E73A;5;7,66;0;5,5;0,34;0;0;1,62;0,03;0,73;1,69;17,57
E73A;7;2,71;0;2,94;0,17;0;0;2,35;1,37;1,15;2,3;12,99
E73A;8;34,04;0;35,56;1,12;0,53;0,38;18,14;9,19;15,73;26,74;141,43
E73A;9;73,19;0;80,37;1,17;1,38;0,69;16,78;53,93;32,8;51,08;311,39
E73A;10;25,81;0;110,79;3,35;51,16;0;84,24;93,56;15,32;51,62;435,85
E73A;11;99,04;2,73;148,73;4,23;0;0;19,85;16;21,5;71,26;383,34
E73B;1;286,48;455,84;24,6;46,07;5,24;0;40,74;6,27;140,3;458,16;1463,7
E73B;2;16,53;37,43;0,72;3,89;0,38;0;5,2;0,08;7,48;20,51;92,22
E73B;4;6,47;0;5,69;0,36;0,04;0,09;4,79;4,01;3,42;5,89;30,76
E73B;5;4,26;0;3,34;0,32;0,02;0;1,14;0,02;0,56;1,46;11,12
E73B;7;2,16;0;1,8;0,14;0;0,1;0,86;2,26;0,88;1,55;9,75
E73B;8;22,07;0;23,3;0,73;0,04;0;9,44;4,09;9,4;15,5;84,57
E73B;9;42,73;0;47,5;0,66;0,18;0,05;7,96;32,03;19,79;31,02;181,92
E73B;10;11,42;0;46,97;1,41;6,01;0;34,91;41,68;5,93;22,46;170,79
E73B;11;61,9;1,94;66,12;1,71;0,05;0;9,39;4,46;11,91;35,01;192,49
E74Z;1;293,37;466,3;29,74;53,43;4,47;0;42,79;8,89;141,85;510,09;1550,93
E74Z;2;13,94;28,25;0,42;2,46;0,47;0;3,99;0,09;5,24;13,29;68,15
E74Z;4;1,43;0;1,41;0,1;0;0,03;0,75;0,18;0,85;1,27;6,02
E74Z;5;3,46;0;2,62;0,28;0;0;1,03;0,01;0,45;1,16;9,01
E74Z;7;2,75;0;2,64;0,15;0,01;0;1,22;4,01;1,16;1,98;13,92
E74Z;8;32,04;0;40,02;1,21;0,05;0;17,62;2,54;19,32;25,61;138,41
E74Z;9;46,11;0;47,64;0,91;0,16;0,03;9,91;41,77;21,17;32,79;200,49
E74Z;10;13,89;0;55,08;1,47;1,49;0;43,57;69,28;7,54;28,2;220,52
E74Z;11;71,57;1,58;82,47;1,76;0,37;0;11,83;6,53;12,89;42,86;231,86
E75A;1;299,45;757,03;40,96;63,23;52,79;0;68,84;0;164,25;396,97;1843,52
E75A;2;115,04;222,98;8,21;7,24;0;0;17,86;5,18;38,51;110,79;525,81
E75A;5;25,64;0;16,97;1,99;0,02;0;7,37;0;4,02;7,35;63,36
E75A;7;11,52;0;6,01;0;0,04;0;10,51;1,14;6,32;8,53;44,07
E75A;8;9,8;0;5,26;0,17;0;0;2,68;0;6,82;7,03;31,76
E75A;9;34,15;0;32,07;0,36;0,02;0;3,07;0,2;20,04;26,06;115,97
E75A;10;40,53;0;77,71;0,6;0;0;48,67;17,61;14,84;40,02;239,98
E75A;11;100,72;4,81;226,7;1,83;0;0;27,27;6,35;16,36;76,08;460,12
E75B;1;405,34;868,8;44,07;96,82;17,8;0;78,21;8,22;194,62;618,27;2332,15
E75B;2;67,15;112,83;1,49;14,23;3,23;0;19,62;0;25,01;59,17;302,73
E75B;4;2,83;0;2,48;0,15;0,01;1,15;1,39;0,14;1,36;2,17;11,68
E75B;5;3,76;0;2,53;0,18;0;0;0,8;0;0,39;0,86;8,52
E75B;7;1,08;0;1,03;0,05;0;0;0,62;2,09;0,7;0,74;6,31
E75B;8;17,5;0;16,76;0,6;0,05;0;7,71;1,4;7,42;11,65;63,09
E75B;9;32,5;0;35,29;0,51;0,03;0;6,7;16,2;14,19;23,55;128,97
E75B;10;11,52;0;65,34;1,66;37,05;0;48,82;51,76;7,11;27,29;250,55
E75B;11;56,11;2,9;104,24;1,85;0;0;9,38;7,07;11,85;48,13;241,53
E75C;1;240,69;423,24;20,01;39,25;6,63;0;35,85;4,11;119,11;377,45;1266,34
E75C;2;14,41;27,46;0,42;2,7;0,11;0;4,05;0,09;5,32;14,09;68,65
E75C;4;5,49;0;5,39;0,24;0,06;1,06;2,23;0,37;3,16;4,34;22,34
E75C;5;8,03;0;5,22;0,45;0;0;1,72;0,03;1,05;2,15;18,65
E75C;7;0,89;0;0,99;0,07;0;0,01;0,49;0,97;0,33;0,7;4,45
E75C;8;15,2;0;17,15;0,52;0,03;0,17;7,3;1,05;7,42;11,31;60,15
E75C;9;24,66;0;27,45;0,38;0,12;0;5,26;19,16;10,98;17,72;105,73
E75C;10;5,88;0;33,52;0,85;2,42;0;25,07;26,21;3,92;14,41;112,28
E75C;11;48,37;2,13;64,38;1,89;0,01;0;7,19;2,67;9,75;32,34;168,73
E76B;1;410,78;696,05;42,55;137,09;40,14;0;77,05;4,72;191,56;727,38;2327,32
E76B;2;50,94;87,2;0,37;10,12;0;0;12,21;0;11,79;40,16;212,79
E76B;7;0,42;0;0,17;0,01;0;0;0,18;0;0,15;0,45;1,38
E76B;8;39,23;0;45,46;1,42;0;0;25,46;1,85;20,27;28,49;162,18
E76B;9;53,43;0;46,73;0,45;0,03;0;7,95;13,23;24,36;32,95;179,13
E76B;10;36,5;0;129,48;0,63;34,56;0;108,1;100,87;18,8;74,15;503,09
E76B;11;54,17;5,22;48;0,72;0;0;6,33;7,18;9,69;33;164,31
E76C;1;283,48;478,2;27,73;44,04;4,39;0;46,14;4,51;136,46;448,17;1473,12
E76C;2;110,94;227,36;3,67;24,08;2,56;0;33,04;0,58;42,65;110,65;555,53
E76C;4;14,22;0;11,29;0,62;0,1;0,72;7,91;2,3;7,4;10,73;55,29
E76C;5;10,32;0;6,51;0,57;0,05;0;2,1;0,08;1,22;2,86;23,71
E76C;7;0,36;0;0,26;0,01;0,01;0;0,19;0,17;0,13;0,25;1,38
E76C;8;8,69;0;9,58;0,27;0,01;0,01;3,75;2,18;4,59;6,47;35,55
E76C;9;60,91;0;72,54;0,64;0,23;0;10,9;37,82;27,81;45,29;256,14
E76C;10;6,31;0;37,28;0,84;4,63;0;27,79;20,91;6,03;16,43;120,22
E76C;11;41,28;2,04;70,77;1,94;0,16;0;6,84;4,87;9,19;33,83;170,92
E77A;1;224,83;532,07;21,92;17,53;0;0;52,23;4,75;152,8;192,07;1198,2
E77A;2;2273,84;3710,9;69,36;205,73;20,94;0;385,74;22,5;610,4;1743,37;9042,78
E77A;4;26;0;21,37;0,84;0;0;5,96;58,64;12,79;23,79;149,39
E77A;5;32,28;0;15,4;2,24;0;0;10,14;1,2;4,84;8,54;74,64
E77A;7;1,32;0;1,63;0;0;0;0,16;0;0,3;0,75;4,16
E77A;9;74,85;0;105,27;0,28;0;0;3,9;1,67;26,68;86,81;299,46
E77A;10;14,33;0;91,76;1,94;62,33;0;111,34;118,17;12,84;50,27;462,98
E77A;11;46,72;0,65;224,22;1,09;0;0;5,06;56,26;11,49;89,96;435,45
E77B;1;830,27;1578,11;104,28;327,95;236,19;0;210,78;27,15;421,19;1304,83;5040,75
E77B;2;244,42;530,43;18,85;88,46;69,58;0;95,57;7,17;102,07;284,16;1440,71
E77B;4;13,89;0;12,6;0,51;0,02;3,38;8,28;5,41;7,19;9,55;60,83
E77B;5;12,22;0;9,92;0,7;0,02;0;3,09;0;1,92;3,49;31,36
E77B;7;3,75;0;3,29;0,35;0;0;1,37;1,6;1,48;4,34;16,18
E77B;8;37,27;0;39,17;1,24;0,47;0,01;16,44;6,54;17,64;32,74;151,52
E77B;9;79,73;0;82,49;1,13;0,1;1,26;16,23;20,42;42,99;57,63;301,98
E77B;10;83,22;0;306,66;6,81;293,85;0;263,77;182,7;47,34;160,94;1345,29
E77B;11;92,01;3,46;147,34;2,77;1,01;0,53;13,83;20,72;19,52;64,03;365,22
E77C;1;720,69;1525,3;66,67;200,54;55,92;0;154,92;16,52;345,66;1091,25;4177,47
E77C;2;160,39;301,38;4,63;31,27;11,86;0;43,79;0,44;52,72;146,25;752,73
E77C;4;7,59;0;5,84;0,5;0,02;0,53;4,42;1,43;3,65;6,64;30,62
E77C;5;8,22;0;5,19;0,5;0,01;0;1,74;0;0,92;2,09;18,67
E77C;6;0,41;0;0,78;0,08;0;0;0,06;0;0,09;0,89;2,31
E77C;7;2;0;1,59;0,14;0;0,15;1,36;1,21;0,76;1,79;9
E77C;8;44,12;0;47,52;1,46;0,26;1,97;19,97;8,24;21,02;33,22;177,78
E77C;9;73,31;0;76,17;0,67;0,59;0,09;12,26;39,71;34,93;47,87;285,6
E77C;10;34,61;0;138,15;2,68;86,27;0;110,48;83,98;18,01;64,48;538,66
E77C;11;76,75;2,15;185,41;2,6;0;0;13,24;11,38;17,21;76,92;385,66
E77D;1;578,3;1449,1;54,86;150,98;33,71;0;124,17;24,12;254,38;838,78;3508,4
E77D;2;102,52;194,06;5,5;23,05;4,92;0;28,85;3,39;42;111,29;515,58
E77D;4;1,14;0;1,53;0,08;0,01;0,25;0,7;0,22;1,1;1,36;6,39
E77D;5;1,25;0;0,7;0,07;0;0;0,23;0,05;0,16;0,3;2,76
E77D;7;0,07;0;0,12;0;0;0;0,06;0,18;0,11;0,05;0,59
E77D;8;18,1;0;20,13;0,65;0,01;0;9,01;0,96;8,66;11,96;69,48
E77D;9;28,91;0;33,8;0,33;0,09;0;6,13;10,8;13,85;21,33;115,24
E77D;10;15,48;0;81,48;2,15;25,65;0;67,65;75,3;10,3;36,46;314,47
E77D;11;51,55;3,6;127,02;2,67;0,1;0;9,38;14,83;12,62;56,65;278,42
E77E;1;500,92;857,27;56,15;137,06;64,38;0;93,81;9,05;250,39;807,7;2776,73
E77E;2;70,09;136,14;3,92;21,96;13,52;0;22,86;3,71;31,53;82,15;385,88
E77E;4;3,8;0;3,07;0,27;0;0,09;1,79;0,58;1,89;3,32;14,81
E77E;5;3,77;0;2,29;0,29;0,01;0;0,78;0,01;0,47;1,02;8,64
E77E;7;1,09;0;0,78;0,04;0;0;0,32;0,47;0,48;0,82;4
E77E;8;28,14;0;28,13;0,85;0,15;0,42;11,24;4,14;12,97;19,55;105,59
E77E;9;50,11;0;54,86;0,79;0,35;0,08;8,93;17,15;26,65;36,16;195,08
E77E;10;35,84;0;129,57;2,06;23,19;0;106,96;82,21;18,25;62,61;460,69
E77E;11;67,33;2,28;100,69;4,04;0;0;11,5;9,28;15,07;48,55;258,74
E77F;1;418,62;896,13;31,74;81,73;8,67;0;76,54;6,39;189,2;607,83;2316,85
E77F;2;30,6;65,36;0,79;7,12;1,05;0;9,93;0,26;12,58;32,6;160,29
E77F;4;0,41;0;0,4;0,02;0;0,04;0,23;0,12;0,26;0,28;1,76
E77F;5;0,66;0;0,43;0,04;0;0;0,14;0;0,07;0,16;1,5
E77F;7;0,57;0;0,41;0,04;0;0,02;0,2;0,45;0,21;0,38;2,28
E77F;8;12,87;0;14,25;0,51;0,01;0,22;5,85;1,09;6,24;8,89;49,93
E77F;9;25,31;0;31,04;0,36;0,07;0,03;4,96;13,78;11,2;18,59;105,34
E77F;10;8,93;0;55,96;1,61;16,24;0;42,4;36,92;6,63;23,17;191,86
E77F;11;45,92;2,09;92,98;1,78;0,04;0;7,53;6,23;10,69;42,51;209,77
E77G;1;404,57;988,75;38,26;88,94;13;0;82,23;9,37;178,5;583,8;2387,42
E77G;2;34,71;68,21;0,96;5,92;1,42;0;9,89;0,26;11,65;34,6;167,62
E77G;4;0,05;0;0,07;0;0;0;0,09;0,31;0,05;0,15;0,72
E77G;5;0,37;0;0,23;0,03;0;0;0,06;0;0,11;0,14;0,94
E77G;7;0,12;0;0,09;0;0;0;0,04;0;0,05;0,03;0,33
E77G;8;11,11;0;11,32;0,4;0;0;4,68;1,64;4,98;7,68;41,81
E77G;9;15,95;0;18,55;0,22;0,02;0;2,72;9,58;6,47;11,99;65,5
E77G;10;7,47;0;51,42;1,42;4,76;0;40,19;36,19;5,59;21,32;168,36
E77G;11;39,77;3,57;89,79;1,63;0,02;0;6,27;10,29;8,63;41;200,97
E77H;1;370,28;821,15;45,16;34,21;3,57;0;74,19;3,36;157,74;397,94;1907,6
E77H;2;16,53;27,04;0,68;2,79;0,03;0;4,5;0;5,42;14,77;71,76
E77H;4;0,33;0;0,25;0,01;0;0;0,12;0,02;0,08;0,14;0,95
E77H;5;0,92;0;0,33;0,03;0;0;0,09;0;0,14;0,15;1,66
E77H;7;0,3;0;0,09;0;0;0;0,03;0;0,09;0,19;0,7
E77H;8;0,06;0;0,05;0;0;0;0,02;0;0,03;0,04;0,2
E77H;9;10,02;0;10,33;0,1;0;0;1,75;2,24;3,95;6,65;35,04
E77H;10;3,96;0;23,74;0,64;0,08;0;21,7;20,43;2,59;11,08;84,22
E77H;11;20,51;1,55;38,59;1,26;0;0;2,4;1,18;3,41;17,02;85,92
E77I;1;318,34;577,5;25,17;50;3,63;0;49,33;3,29;146,76;468,25;1642,27
E77I;2;16,96;33,27;0,53;3,35;0,35;0;4,89;0,15;6,56;16,77;82,83
E77I;4;0,28;0;0,21;0,01;0;0,02;0,11;0,04;0,11;0,17;0,95
E77I;5;0,36;0;0,22;0,02;0;0;0,07;0,01;0,04;0,09;0,81
E77I;7;0,58;0;0,47;0,03;0;0;0,22;0,6;0,23;0,39;2,52
E77I;8;7,3;0;7,76;0,28;0,01;0,02;3,24;0,44;3,44;4,99;27,48
E77I;9;21,27;0;24,99;0,29;0,06;0,01;4,15;14,77;9,11;15,55;90,2
E77I;10;6,13;0;39,91;1,14;2,84;0;31,27;27,83;4,51;16,9;130,53
E77I;11;45,01;2,36;75,32;1,65;0;0;6,95;3,81;9,77;36,7;181,57
E78Z;1;111,72;148,5;39,49;23,65;0,12;0;24,41;0,26;43,22;188,22;579,59
E78Z;2;14,46;30,71;0,67;2,53;0,29;0;3,82;0,41;4,64;13,51;71,04
E78Z;8;2,01;0;2,79;0,12;0;0;0,95;0,16;1,94;2,49;10,46
E78Z;9;4,38;0;5,58;0,04;0;0;0,68;0,88;1,77;3,15;16,48
E78Z;10;1,03;0;8,84;0,11;0;0;5,45;8,35;1,12;3,68;28,58
E78Z;11;24,9;1,18;38,87;0,38;0;0;4,36;0,14;5,7;19,67;95,2
F01A;1;469,7;889,6;52,9;62,12;20,37;0;69,01;0,94;254,97;786,21;2605,82
F01A;2;254,96;528,2;8,98;54,28;4,52;0;97,79;1,46;105,64;263,64;1319,47
F01A;4;193,01;0;186,74;23,31;14,88;2379,52;101,68;133,55;69,01;111,81;3213,51
F01A;5;148,85;0;96,1;16,8;7,6;0;34,98;4,06;18,47;39,24;366,1
F01A;7;539,97;0;456,77;32,11;15,24;8864,41;294,62;596,47;230,51;383,9;11414
F01A;8;2,57;0;3,62;0,1;0;0;1,02;0,92;1,6;3,49;13,32
F01A;9;35,25;0;46,9;0,62;0,21;6,79;6,91;10,78;17,91;25,01;150,38
F01A;10;12,43;0;61,54;1,48;30,87;0;63,61;41,35;8,19;28,75;248,22
F01A;11;102,16;1,36;113,01;2,63;0;0;10,99;1,32;19,54;59,68;310,69
F01B;1;453,86;796,16;53,76;54,89;3,7;0;61,62;1,9;221,91;750,56;2398,36
F01B;2;445,5;925,56;18,1;99,87;14,14;0;171,09;17,42;179,44;462,89;2334,01
F01B;4;148,78;0;155,56;14,39;0,28;2407,29;81,82;138,53;55,83;93,34;3095,82
F01B;5;112,77;0;70,82;13,36;0,28;0;27,73;1,51;15,61;29,65;271,73
F01B;7;502,75;0;412,16;36,46;27,93;4756,91;257,67;868,58;200,37;362,73;7425,56
F01B;8;3,05;0;3,48;0,12;0,03;0;1,36;0,05;1,39;2,12;11,6
F01B;9;47,36;0;48,18;1,13;0,86;0;15,4;32,4;23,99;34,83;204,15
F01B;10;12,88;0;79,38;2,76;19,49;0;78,31;38,16;11,16;35,07;277,21
F01B;11;104,95;1,36;130,4;2,01;0;0;12,42;9,01;23,66;64,41;348,22
F01C;1;323,2;541,06;29,19;38,18;3,5;0;40,71;3,31;170,28;526,9;1676,33
F01C;2;75,77;157,37;1,94;15,59;0,82;0;27,33;2,58;30,6;75,37;387,37
F01C;4;166,36;0;129,08;11,99;0,33;2659,33;79,95;31,47;51,35;97,27;3227,13
F01C;5;97,64;0;64,18;10,53;0,07;0;23,9;0,21;12,16;24,73;233,42
F01C;7;337,14;0;312,92;25,99;3,05;7080,48;175,51;181,73;163,17;252,31;8532,3
F01C;8;1,16;0;1,05;0,03;0;0;0,37;0,29;0,5;0,77;4,17
F01C;9;25,63;0;29,37;0,56;0,71;14,89;6,38;7,56;11,9;17,52;114,52
F01C;10;5,04;0;32,67;1,11;2,08;0;29,91;16,58;4,59;14,34;106,32
F01C;11;69,22;1,05;66,44;2;0;0;8,91;1,67;14,84;37,49;201,62
F01D;1;433,83;731,8;41,33;54,27;5,09;0;52,75;0,99;220,92;673,36;2214,34
F01D;2;575,15;1169,07;19,56;113,03;13,83;0,01;201,78;16,66;227,45;582,5;2919,04
F01D;4;78,24;0;93,5;9,99;0,47;1675,91;59,65;69,91;38,76;62,82;2089,25
F01D;5;86,05;0;52,69;7,5;4,54;0;19,34;0,69;9,63;20,3;200,74
F01D;7;417,93;0;390,83;37,52;26,92;4456,96;238,32;674,46;188,32;326,42;6757,68
F01D;8;4,66;0;5,01;0,22;0;0;2,05;0;2,5;3,47;17,91
F01D;9;69;0;61,99;1,45;0,41;1,65;17,28;28,48;33,45;46,38;260,09
F01D;10;15,23;0;90,57;4,01;6,28;0;82,97;29,53;10,59;42,43;281,61
F01D;11;87,96;1,23;116,04;2,97;0;0;10,73;1,65;18,18;59,39;298,15
F01E;1;456,79;810,91;41,99;60,93;4,26;0;62,13;14,85;243,23;738,29;2433,38
F01E;2;564,51;1114,48;21,22;103,13;11,45;0;202,49;19,72;208,48;549,08;2794,56
F01E;4;92,62;0;104,2;8,3;0,67;2658,18;63,55;153,19;49,03;76,52;3206,26
F01E;5;105,92;0;66,56;8,43;0,39;0;21,67;1,04;13,14;27,31;244,46
F01E;7;231,66;0;222,96;16,29;3,16;3483,04;124,43;171,03;96,12;169,7;4518,39
F01E;8;8,63;0;9,29;0,35;0,03;0,25;4,55;5,04;4,29;6,31;38,74
F01E;9;65,98;0;67,31;1,03;0,26;0;12,14;24,08;30,23;43,15;244,18
F01E;10;17,54;0;94,73;2,07;6,76;0;80,68;53,39;11,95;41,81;308,93
F01E;11;106,66;1,13;147,91;3,88;0;0;12,97;9,39;21,46;70,15;373,55
F01F;1;332,12;565,77;30,64;39,56;1,36;0;43,55;1,98;163,73;538,03;1716,74
F01F;2;182,4;373,81;4,13;42,96;4,82;0;65,18;9,93;76,45;176,43;936,11
F01F;4;101,02;0;100,97;6,95;0,51;2833,51;61,29;137,99;46,89;82,77;3371,9
F01F;5;87,13;0;55,5;9,85;0,19;0;20,63;1,16;10,85;23,48;208,79
F01F;7;248,59;0;234,17;18,99;5,89;4678,98;134,86;154,37;110,8;184,95;5771,6
F01F;8;2,04;0;2,11;0,08;0;0;0,82;0,12;0,92;1,8;7,89
F01F;9;33,27;0;37,72;0,75;0,47;0;7,16;9,19;14,93;23,25;126,74
F01F;10;8,27;0;47,12;1,88;1,66;0;42,68;17,11;6,2;21,66;146,58
F01F;11;79,62;1,61;90,91;1,8;0,03;0;8,81;1,86;15,69;44,97;245,3
F01G;1;228,45;384,02;21,22;27,11;0,66;0;27,65;2,27;119,02;372,14;1182,54
F01G;2;61,39;136,6;1,99;12,42;0,23;0;21,04;0,67;26,28;63,13;323,75
F01G;4;64,11;0;73,37;5,19;0,37;2101,43;47,64;65,45;32,13;55,81;2445,5
F01G;5;66,17;0;44,41;8,54;0,21;0;16,78;0,38;7,65;18,32;162,46
F01G;7;172,53;0;172,49;12,65;2,46;4008,82;106,2;101,36;87,5;136,18;4800,19
F01G;8;0,77;0;0,94;0,03;0;0;0,45;0,11;0,38;0,6;3,28
F01G;9;24,86;0;30,16;0,47;0,26;0;4,61;5,35;11,65;15,45;92,81
F01G;10;4,72;0;25,98;1,09;0,18;0;22,79;10,14;3,91;12,02;80,83
F01G;11;59,86;1,94;57,75;1,59;0;0;7,34;0,83;10,77;31,07;171,15
F02A;1;176,72;302,5;13,63;21,71;1,3;0;21,1;0,95;89,51;284,92;912,34
F02A;2;12,26;31,79;0,27;2,75;0,02;0;4,49;0,04;5,7;13,83;71,15
F02A;4;50,32;0;54,05;3,32;1,13;2326,2;35,76;56,29;23,29;42,63;2592,99
F02A;5;49,64;0;34,17;6,98;0,18;0;13,22;0,76;5,82;13,94;124,71
F02A;7;142,96;0;135,6;9,83;0,45;5404,14;73,55;197,01;72,21;104,64;6140,39
F02A;8;0,39;0;0,43;0,01;0;0;0,25;0;0,18;0,35;1,61
F02A;9;8,11;0;11,23;0,14;0;0;1,22;0,83;4,22;5,24;30,99
F02A;10;2,55;0;17,62;0,54;0,6;0;16,17;7,37;2,65;7,64;55,14
F02A;11;34,74;1,23;34,76;0,92;0;0;4,65;0,27;7,31;19;102,88
F02B;1;163,62;294,36;13,56;21,77;0,88;0;21,84;1,84;90,03;271,74;879,64
F02B;2;22,11;49,71;0,26;4,04;0,03;0;8,28;0,13;9,27;20,21;114,04
F02B;4;47,58;0;59,39;4,18;0,91;1769,96;40,93;44,81;26,6;47,13;2041,49
F02B;5;63,43;0;41,38;7,52;0,17;0;16,02;0,63;7,09;17,35;153,59
F02B;7;115,83;0;116,9;8,35;4,44;3689,25;74,39;125,58;59,56;88,28;4282,58
F02B;8;0,37;0;0,42;0,01;0;0;0,16;0,02;0,15;0,25;1,38
F02B;9;8,73;0;13,39;0,15;0;0;1,29;0,66;4,49;5,55;34,26
F02B;10;2,87;0;19,99;0,74;0,94;0;17,41;4,34;2,69;8,25;57,23
F02B;11;37,62;0,91;33,57;1,39;0;0;3,79;0;7,32;17,69;102,29
F03A;1;556,38;1214,21;66,46;116,42;321,2;0;133,3;10,05;376,82;972,85;3767,69
F03A;2;882,06;2094,74;37,88;319,27;616,15;0;823,07;13,17;402,67;964,97;6153,98
F03A;4;1432,21;0;1436,76;173,95;94,39;2305,6;1258,51;1149,94;555,86;907,34;9314,56
F03A;5;754,49;0;445,35;74,97;132,63;0;199,18;18,27;120,06;197,77;1942,72
F03A;7;48,59;0;50,58;4,61;1,5;110,69;37,08;62,22;22,79;38,38;376,44
F03A;8;4,78;0;6,39;0,23;0;0;2,7;0,52;2,62;4,07;21,31
F03A;9;100,72;0;118,96;1,74;3,47;1,94;19,49;10,92;56,65;73,43;387,32
F03A;10;72,54;0;309,14;115,78;760,25;0;311,84;60,69;47,47;139,02;1816,73
F03A;11;96,92;2,06;198,16;3,96;29,53;0;8,63;12,64;29,11;73,29;454,3
F03B;1;765,21;1498,38;79;88,01;52,07;0;152,53;69,73;336,84;969,46;4011,23
F03B;2;957,99;1741,2;41,97;219,71;81,96;0;338,2;17,38;322,82;733,66;4454,89
F03B;4;1345,84;0;1160,81;98,37;80,16;1589,24;706,35;1459,73;441,12;734,97;7616,59
F03B;5;578,43;0;375,28;65,79;18,54;0;159,98;50,38;93,98;165,95;1508,33
F03B;7;14,63;0;15,02;0,91;0,01;31,7;11,3;26,29;6,67;11,77;118,3
F03B;8;0,81;0;0,59;0,02;0;0;0,3;0,38;0,16;0,66;2,92
