IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
01 ;B17E;794;0,8816;0,0693;0,039;0,0101;0;0,5252;0,4748;0;0;0;0,0025;0,0038;0,005;0,0164;0,0076;0,1247;0,1146;0,1562;0,1134;0,0919;0,0932;0,1196;0,0856;0,0655;0,3619;0,5864;0,0517;1;7;3;0,758;0,0003;1,3;2128,98;743,3
01 ;B18Z;1341;0,5533;0,1544;0,1245;0,0902;0,0776;0,4855;0,5145;0;0;0,0298;0,0246;0,0336;0,0455;0,0574;0,0164;0,0716;0,082;0,1298;0,0947;0,0798;0,0813;0,1536;0,0686;0,0313;0,0681;0,8536;0,0783;2;17;8,2;2,063;0,0005;4,1;5792,69;2345,63
01 ;B20A;157;0,4968;0,121;0,0892;0,293;0;0,5987;0,4013;0;0;0,1975;0,1529;0,172;0,2166;0,2611;0;0;0;0;0;0;0;0;0;0;0;0,9401;0,0599;2;18;9,1;2,991;0,0001;4;8400,72;3766,35
01 ;B20B;5608;0,4542;0,1903;0,1607;0,1949;0;0,4401;0,5599;0;0;0;0;0;0;0;0,0062;0,0594;0,0835;0,1817;0,1307;0,1277;0,1197;0,1956;0,0647;0,0308;0,0126;0,9058;0,0816;2;19;10,2;3,087;0,0021;3,9;8667,79;3078,39
01 ;B20C;221;0,3756;0,1176;0,1403;0,3665;0;0,5928;0,4072;0;0;0,4706;0,3167;0,0317;0,0452;0,086;0,0498;0;0;0;0;0;0;0;0;0;0,0317;0,877;0,0913;2;16;7,9;2,439;0,0001;3,7;6848,73;2576,76
01 ;B20D;548;0,5;0,1551;0,1496;0,1953;0;0,6569;0,3431;0;0;0;0;0;0;0;0;0,1223;0,0858;0,1478;0,0967;0,0839;0,0675;0,1898;0,1022;0,104;0,0326;0,8925;0,0749;2;19;9,3;2,475;0,0002;4,2;6950,23;2972,69
01 ;B20E;2153;0,4552;0,1635;0,1537;0,2271;0,0005;0,4937;0,5063;0;0;0;0;0,0204;0,0242;0,0288;0,0111;0,0613;0,0743;0,1259;0,0808;0,0776;0,0961;0,229;0,1026;0,0678;0,054;0,8544;0,0917;2;19;8,8;2,548;0,0008;4,5;7156,49;3549,56
01 ;B20F;2315;0,451;0,2022;0,159;0,1862;0,0017;0,6661;0,3339;0;0;0;0;0,003;0,003;0,0164;0,0052;0,0492;0,0419;0,0626;0,0454;0,0639;0,0769;0,2276;0,1607;0,2441;0,0359;0,8759;0,0882;2;18;8,6;1,816;0,0009;4,2;5099,81;2263,32
01 ;B21A;243;0,7037;0,1564;0,0617;0,0453;0,0329;0,6584;0,3416;0;0;0;0;0;0;0,0165;0,0041;0,0412;0,0453;0,0782;0,0658;0,1235;0,1852;0,3786;0,0494;0,0123;0,0115;0,9275;0,0611;4;25;14;10,517;0,0001;5,1;29533,71;5824,16
01 ;B21B;204;0,75;0,1078;0,098;0,0392;0,0049;0,598;0,402;0;0;0;0;0;0;0,0049;0;0,0147;0,0392;0,1029;0,049;0,1029;0,1422;0,3578;0,1373;0,049;0,0511;0,8681;0,0809;1;10;4,1;5,197;0,0001;2,4;14595,39;3246,99
01 ;B36A;203;0,0049;0;0;0,0197;0,9754;0,6059;0,3941;0;0;0;0;0;0;0;0;0,0049;0,0049;0,0739;0,0394;0,0394;0,1675;0,2808;0,2167;0,1724;0;0,8602;0,1398;10;52;33,6;16,561;0,0001;8,6;46508,16;11562,15
01 ;B36B;390;0;0,0026;0,0077;0,0564;0,9333;0,5872;0,4128;0;0;0,0128;0,0026;0;0,0026;0;0;0,0051;0,0128;0,0667;0,0718;0,0718;0,1128;0,241;0,1897;0,2103;0,0022;0,8764;0,1213;7;43;25,1;10,605;0,0001;8,5;29782,04;8572,31
01 ;B39A;383;0;0;0,0052;0,0052;0,9896;0,5326;0,4674;0;0;0;0;0;0;0,0026;0;0,0026;0,0104;0,1018;0,0679;0,0783;0,1097;0,2637;0,1958;0,1671;0,0278;0,8886;0,0835;4;28;14,6;5,72;0,0001;6,2;16064,56;5906,66
01 ;B39B;1051;0,156;0,0723;0,1218;0,431;0,2188;0,6223;0,3777;0;0;0;0;0;0;0;0,001;0,0076;0,0124;0,0438;0,0571;0,0695;0,099;0,3092;0,2008;0,1998;0,0061;0,9107;0,0832;3;26;13,5;3,686;0,0004;5,6;10351,92;3731,83
01 ;B39C;413;0,2494;0,1574;0,1792;0,3487;0,0654;0,6925;0,3075;0;0;0;0;0;0;0;0;0;0,0097;0,0291;0,0605;0,0775;0,1259;0,3293;0,1743;0,1937;0,0261;0,8998;0,0741;3;23;11,6;2,628;0,0002;5,1;7381,38;2184,23
01 ;B42A;349;0,0086;0,0287;0,235;0,5072;0,2206;0,4871;0,5129;0;0;0;0;0;0;0;0;0,0029;0,0086;0,0229;0,0372;0,0458;0,0602;0,2407;0,1948;0,3868;0;0,9357;0,0643;;35;23,4;4,47;0,0001;5,1;12553,49;3212,33
01 ;B42B;351;0,0285;0,0826;0,2108;0,4872;0,1909;0,5556;0,4444;0;0;0;0;0;0;0;0,0028;0,0256;0,0342;0,1026;0,0741;0,0969;0,1111;0,2393;0,1368;0,1766;0;0,9486;0,0514;;31;21,4;3,706;0,0001;4,5;10408,46;2502,01
01 ;B44A;441;0,0136;0,0317;0,1383;0,5805;0,2358;0,3832;0,6168;0;0;0;0;0;0;0;0;0;0;0,0023;0;0,0023;0,0249;0,1247;0,1542;0,6916;0;0,9188;0,0813;;43;27,7;3,611;0,0002;6,9;10139,45;2583,32
01 ;B44B;373;0,0617;0,1126;0,2306;0,4504;0,1448;0,3432;0,6568;0;0;0;0;0;0;0;0;0;0;0;0,0027;0,008;0,0241;0,1501;0,2252;0,5898;0;0,9443;0,0557;;37;25,2;3,018;0,0001;5,5;8475,85;1701,57
01 ;B44C;1999;0,0555;0,099;0,1811;0,4792;0,1851;0,3912;0,6088;0;0;0;0;0;0;0;0;0;0;0,001;0,0015;0,0035;0,0135;0,1381;0,1926;0,6498;0;0,9082;0,0918;;32;21,1;2,294;0,0008;5,1;6442,75;1907
01 ;B44D;2011;0,1641;0,1994;0,2556;0,3396;0,0413;0,3416;0,6584;0;0;0;0;0;0;0;0;0;0;0;0,002;0,0045;0,0164;0,1477;0,1999;0,6295;0;0,9237;0,0763;;29;19,3;1,909;0,0008;4,1;5361,69;1428,33
01 ;B47Z;1331;0,692;0,1998;0,0796;0,0263;0,0023;0,3065;0,6935;0;0;0;0;0,0023;0,0015;0,0045;0,0038;0,0413;0,0676;0,1751;0,169;0,1473;0,0917;0,157;0,0841;0,0548;0;0,961;0,039;;21;13;1,256;0,0005;3,3;3528,43;1093,25
01 ;B48Z;2565;0,032;0,4838;0,2495;0,2;0,0347;0,3602;0,6398;0;0;0;0;0;0;0;0;0,0125;0,0569;0,2483;0,1922;0,1571;0,1372;0,1458;0,0339;0,016;0;0,9341;0,0659;;24;18,1;1,897;0,001;2,3;5327,1;994,64
01 ;B60A;459;0,3682;0,2745;0,1394;0,1852;0,0327;0,4858;0,5142;0;0;0;0,0044;0,0109;0,0065;0,0414;0,0087;0,061;0,0501;0,1481;0,1089;0,1264;0,0915;0,1939;0,0937;0,0545;0,0985;0,8376;0,0639;2;19;9;1,156;0,0002;4,3;3245,56;1585,43
01 ;B60B;114;0,6579;0,1579;0,1404;0,0439;0;0,5263;0,4737;0;0;0,0263;0,0175;0,0263;0,0614;0,0965;0,0263;0,0789;0,0965;0,1491;0,1053;0,0702;0,0351;0,114;0,0351;0,0614;0;1;0;;;1;0,286;0;0;802,61;422,17
01 ;B61A;90;0,1;0,1222;0,1222;0,4111;0,2444;0,6889;0,3111;0;0;0;0;0;0;0;0,0111;0,0778;0,0222;0,0444;0,0667;0,0889;0,1;0,2556;0,1556;0,1778;0,0217;0,9783;0;2;;8,6;3,917;0;2,8;11000,43;5945,78
01 ;B63Z;4339;0,325;0,2643;0,1982;0,1825;0,03;0,4289;0,5711;0;0;0,0005;0,0012;0,0009;0,0005;0,0005;0,0005;0,0044;0,0081;0,021;0,0267;0,0355;0,0459;0,2139;0,2106;0,4301;0,0909;0,8481;0,061;1;16;7,2;0,86;0,0017;3,8;2414,71;1124,6
01 ;B64Z;2234;0,3505;0,1983;0,1817;0,2256;0,0439;0,4324;0,5676;0;0;0,0004;0;0,0004;0,0018;0,0036;0,0009;0,0045;0,0076;0,0166;0,0175;0,0273;0,0376;0,1907;0,1741;0,517;0,1247;0,8124;0,0629;1;16;7,3;0,864;0,0009;3,9;2427,51;1162,17
01 ;B66A;14;0;0;0;0;1;0,9286;0,0714;0;0;0;0,5;0,1429;0;0;0;0,0714;0;0;0;0,0714;0;0,1429;0;0,0714;0,2727;0,6364;0,0909;4;25;13,6;3,052;0;5,1;8571,21;3379,77
01 ;B66B;378;0;0;0;0;1;0,5688;0,4312;0;0;0;0;0;0;0,0026;0;0,0291;0,0132;0,0794;0,082;0,1164;0,1217;0,2831;0,1296;0,1429;0,1094;0,8112;0,0794;3;23;11,5;1,61;0,0001;5,4;4521,06;2216,8
01 ;B66C;43;0,6047;0,2558;0,0698;0,0698;0;0,3721;0,6279;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2034;0,7288;0,0678;1;7;3,6;1,004;0;1,4;2818,94;1005,83
01 ;B66D;4856;0,4393;0,2136;0,1726;0,1746;0;0,5323;0,4677;0;0;0;0,0342;0,0482;0,0294;0,0453;0,0086;0,0387;0,0566;0,1093;0,0836;0,09;0,096;0,1995;0,077;0,0834;0,254;0,6656;0,0805;1;13;5,4;0,818;0,0019;3,3;2296,77;1171,51
01 ;B67A;1444;0,1724;0,1731;0,2098;0,259;0,1856;0,6018;0,3982;0;0;0;0;0;0;0;0;0;0,0007;0,0125;0,0201;0,0374;0,0616;0,383;0,2562;0,2285;0,0905;0,8539;0,0556;4;28;14,9;1,565;0,0006;6,2;4395,36;1791,85
01 ;B67B;5003;0,4603;0,2646;0,1559;0,1191;0;0,5908;0,4092;0;0;0;0;0;0;0,0002;0,0002;0;0,0038;0,0232;0,0296;0,0518;0,082;0,3508;0,2301;0,2285;0,071;0,8681;0,0609;2;21;10,1;1,07;0,0019;5;3005,84;1301,22
01 ;B68A;128;0;0;0;0;1;0,4844;0,5156;0;0;0;0;0;0;0;0;0,0078;0,0469;0,1875;0,1719;0,1797;0,1406;0,1953;0,0625;0,0078;0,1097;0,8258;0,0645;4;28;14,7;1,668;0;6,1;4684,14;2467,18
01 ;B68B;106;0,9057;0,0377;0,0283;0,0283;0;0,2925;0,7075;0;0;0;0,0377;0,0755;0,066;0,8208;0;0;0;0;0;0;0;0;0;0;0,2245;0,7211;0,0544;1;12;5,2;0,981;0;2,7;2755,98;1413,89
01 ;B68C;499;0,6313;0,2084;0,0922;0,0681;0;0,4028;0,5972;0;0;0;0;0;0;0;0,016;0,1403;0,1263;0,2064;0,0982;0,0882;0,0942;0,1623;0,0441;0,024;0,1228;0,7959;0,0813;1;15;6,9;0,971;0,0002;3,7;2728,1;1355,34
01 ;B68D;10716;0,4355;0,3895;0,1205;0,0545;0;0,3401;0,6599;0;0;0;0;0;0;0;0,0074;0,1075;0,1474;0,2888;0,1672;0,1133;0,0768;0,0799;0,009;0,0027;0,1298;0,8119;0,0583;1;15;6,6;0,741;0,0041;3,5;2080,33;1006,7
01 ;B69A;2122;0,532;0,1334;0,1857;0,1334;0,0156;0,5075;0,4925;0;0;0;0;0;0;0;0;0,0061;0,0113;0,0594;0,0495;0,0641;0,0862;0,2582;0,1668;0,2983;0;0,9287;0,0713;;12;6;1,388;0,0008;2,6;3898,03;1034,54
01 ;B69B;125;0;0;0;0;1;0,496;0,504;0;0;0;0;0;0;0;0;0;0,008;0,008;0,008;0,016;0,032;0,208;0,168;0,552;0,1218;0,8013;0,0769;3;24;11,4;1,858;0;5,6;5218,87;2173,05
01 ;B69C;9953;0,5987;0,1391;0,1464;0,1019;0,014;0,4883;0,5116;0,0001;0;0;0;0;0;0;0,0001;0,0069;0,0169;0,0625;0,0576;0,0703;0,0802;0,245;0,1784;0,2821;0,0368;0,9056;0,0577;1;11;5,2;1;0,0038;2,4;2807,81;868,91
01 ;B69D;7950;0,6093;0,1454;0,1465;0,0987;0;0,4481;0,5518;0,0001;0;0;0;0;0,0001;0,0006;0,0003;0,005;0,0099;0,0431;0,0452;0,062;0,0809;0,2465;0,1746;0,3317;0,2117;0,7372;0,0511;1;11;5;0,707;0,003;2,3;1984,96;776,97
01 ;B70A;2398;0,1176;0,1109;0,2202;0,4024;0,1489;0,5304;0,4696;0;0;0;0;0;0;0;0,0013;0,005;0,0125;0,0484;0,0434;0,063;0,0826;0,2473;0,1893;0,3073;0,0114;0,909;0,0796;3;23;11,6;2,364;0,0009;5,3;6639,3;2545,17
01 ;B70B;12842;0,1962;0,1937;0,2727;0,2777;0,0596;0,5322;0,4678;0;0;0;0;0;0;0,0002;0;0,0046;0,0138;0,0493;0,0484;0,0619;0,0833;0,2451;0,1715;0,322;0;0,9178;0,0822;;18;9;1,872;0,0049;4,1;5257,78;1748,41
01 ;B70C;3246;0,1771;0,163;0,2791;0,3145;0,0662;0,5139;0,4861;0;0;0;0;0;0;0;0;0,0046;0,0074;0,0444;0,0493;0,0595;0,0721;0,2434;0,1673;0,3521;0,0255;0,8984;0,0761;2;18;8,7;1,669;0,0012;4;4688,27;1643,03
01 ;B70D;10055;0,2933;0,2433;0,2398;0,1958;0,0278;0,5121;0,4879;0;0;0;0;0;0;0;0,0001;0,0034;0,0108;0,0452;0,047;0,0606;0,0771;0,2497;0,1784;0,3277;0,0375;0,8902;0,0722;2;16;7,9;1,307;0,0038;3,5;3670,86;1237,78
01 ;B70E;2212;0,2188;0,1429;0,2346;0,3151;0,0886;0,4575;0,542;0,0005;0;0,0009;0,0005;0;0,0009;0,0027;0,0005;0,0104;0,0212;0,061;0,0533;0,0556;0,0714;0,2084;0,1618;0,3513;0,0748;0,8488;0,0764;2;20;9,7;1,456;0,0008;4,9;4087,83;2157,9
01 ;B70F;8263;0,33;0,216;0,2105;0,2049;0,0386;0,4745;0,5255;0;0;0,0006;0,0005;0,0004;0,0002;0,0008;0,0005;0,007;0,0087;0,0404;0,0408;0,0532;0,0724;0,2234;0,1673;0,3838;0,0771;0,8351;0,0878;2;17;7,9;0,959;0,0031;3,9;2693,74;1092,89
01 ;B70G;330;0,0303;0,0636;0,2303;0,4909;0,1848;0,3485;0,6515;0;0;0;0;0;0;0;0;0;0;0,0061;0,0121;0,0182;0,0091;0,1303;0,1576;0,6667;0;1;0;;;2,5;0,885;0,0001;0,5;2484,25;822,32
01 ;B70H;604;0,154;0,1755;0,2417;0,3278;0,101;0,3543;0,644;0,0017;0;0;0;0;0;0;0;0,0017;0;0,0166;0,0099;0,0182;0,0298;0,1457;0,1705;0,6076;0;1;0;;;2,4;0,697;0,0002;0,5;1956,76;961,52
01 ;B70I;2406;0,5432;0,1771;0,1442;0,1176;0,0179;0,4227;0,5773;0;0;0,0054;0,0025;0,0008;0,0017;0,0012;0,0012;0,0204;0,0345;0,0964;0,0823;0,0815;0,0873;0,1825;0,1193;0,283;0;1;0;;;1;0,315;0,0009;0;884,92;313,69
01 ;B71A;31;0;0;0;0,4516;0,5484;0,6452;0,3548;0;0;0,0323;0;0;0;0;0;0;0,0323;0,0645;0,0323;0,0645;0,129;0,2903;0,129;0,2258;0,1111;0,8611;0,0278;6;35;19,8;3,865;0;7,3;10853,04;4643,18
01 ;B71B;339;0,3156;0,2153;0,0855;0,3156;0,0678;0,5044;0,4956;0;0;0;0;0,0029;0;0,0059;0,0029;0,0413;0,0472;0,1504;0,118;0,1327;0,0944;0,2389;0,1003;0,0649;0,0986;0,8149;0,0865;3;22;11,5;1,592;0,0001;4,9;4471,42;2275,59
01 ;B71C;1206;0,1708;0,1774;0,0912;0,4693;0,0912;0,5589;0,4411;0;0;0;0,0025;0,0091;0,01;0,01;0,0033;0,029;0,0448;0,0978;0,0713;0,0804;0,0995;0,2264;0,1376;0,1783;0,2266;0,7061;0,0673;2;19;9;1,14;0,0005;4,7;3200,16;1763,74
01 ;B71D;11635;0,7555;0,174;0,0706;0;0;0,5102;0,4898;0;0;0,0011;0,0019;0,0039;0,0092;0,0274;0,0089;0,0651;0,0708;0,1329;0,096;0,094;0,0934;0,1974;0,0992;0,0988;0,1799;0,7575;0,0626;1;12;5,3;0,657;0,0044;2,8;1845,79;851,93
01 ;B72A;406;0,6355;0,1256;0,133;0,0764;0,0296;0,564;0,436;0;0;0,0985;0,1207;0,2833;0,2118;0,2857;0;0;0;0;0;0;0;0;0;0;0,1083;0,7992;0,0925;1;15;6,7;1,221;0,0002;3,8;3428,28;1913,64
01 ;B72B;2487;0,569;0,1464;0,1263;0,1033;0,0551;0,4664;0,5336;0;0;0;0;0;0;0;0,0169;0,1825;0,1616;0,1797;0,0977;0,0748;0,0559;0,1275;0,0559;0,0474;0,1855;0,7415;0,073;2;21;9,7;1,38;0,0009;5,2;3874,51;2239,97
01 ;B73Z;1467;0,531;0,0464;0,3408;0,0743;0,0075;0,5569;0,4431;0;0;0,0368;0,0191;0,1125;0,1186;0,0798;0,0164;0,1902;0,2188;0,09;0,0327;0,0245;0,0157;0,0245;0,0116;0,0089;0,0328;0,8913;0,0759;1;14;6;0,823;0,0006;3,4;2311,68;1005,59
01 ;B75Z;2263;0,7936;0,1122;0,0579;0,0287;0,0075;0,5603;0,4397;0;0;0,1308;0,2802;0,1538;0,0658;0,1127;0,0482;0,0296;0,0225;0,0278;0,0194;0,0172;0,0199;0,0234;0,0155;0,0331;0,3942;0,5521;0,0537;1;6;2,9;0,525;0,0009;1,1;1475,16;556,03
01 ;B76B;1129;0,0505;0,023;0,0266;0,612;0,2879;0,4774;0,5226;0;0;0,039;0,0895;0,0425;0,0239;0,0177;0,0044;0,0283;0,0168;0,0514;0,0407;0,039;0,0593;0,1603;0,1267;0,2604;0,0989;0,8093;0,0918;2;22;9,5;1,675;0,0004;5,9;4703,92;2815,64
01 ;B76C;866;0,0139;0,0173;0,015;0,0427;0,9111;0,5497;0,4503;0;0;0,0081;0,0081;0,0242;0,0254;0,0254;0,0081;0,0242;0,0139;0,0335;0,0404;0,0543;0,0635;0,2055;0,1674;0,2979;0,1619;0,7577;0,0805;3;24;11,1;1,733;0,0003;5,8;4866,06;2702,16
01 ;B76D;5495;0,4304;0,0513;0,0266;0,4917;0;0,5239;0,4759;0,0002;0;0,0237;0,0369;0,049;0,0579;0,0875;0,0288;0,0824;0,047;0,0706;0,0466;0,05;0,0564;0,1305;0,0844;0,1483;0;0,9146;0,0854;;13;5,4;0,817;0,0021;3,2;2294,06;1148,7
01 ;B76E;1775;0,5003;0,2479;0,2518;0;0;0,4772;0,5228;0;0;0,0794;0,1369;0,1977;0,0169;0,0186;0,0068;0,0411;0,0366;0,0439;0,0377;0,0507;0,0445;0,1132;0,0608;0,1149;0,3367;0,5934;0,0699;1;11;4,5;0,77;0,0007;2,6;2162,58;1124,99
01 ;B76F;12436;0,5519;0,2499;0,1982;0;0;0,5444;0,4556;0;0;0;0;0;0,0267;0,0424;0,0182;0,1004;0,0761;0,1158;0,0766;0,0743;0,0689;0,1576;0,091;0,1521;0,3304;0,6005;0,0692;1;9;4,2;0,582;0,0047;2,1;1635,82;665,51
01 ;B77Z;7995;0,8812;0,0844;0,0255;0,0083;0,0006;0,3391;0,6608;0,0001;0;0;0,0019;0,0126;0,0383;0,1512;0,0503;0,2085;0,1527;0,1533;0,0665;0,0394;0,0315;0,0487;0,0253;0,0198;0,3888;0,5356;0,0756;1;7;3,4;0,522;0,003;1,5;1465,06;562,16
01 ;B78A;3098;0,4748;0,1627;0,1572;0,1443;0,061;0,5636;0,4361;0,0003;0;0,0116;0,0026;0,0036;0,0068;0,0119;0,0087;0,0587;0,0355;0,0658;0,0533;0,0546;0,0697;0,1824;0,1327;0,3021;0,1386;0,7893;0,0721;1;17;7,4;1,308;0,0012;4,4;3672,23;2326,1
01 ;B78B;1729;0,4777;0,1828;0,1405;0,1521;0,0468;0,4997;0,5003;0;0;0;0,0069;0,0174;0,0162;0,0202;0,0093;0,0509;0,0335;0,0706;0,0434;0,0411;0,0544;0,1469;0,1139;0,3754;0,2322;0,685;0,0828;1;14;6,1;0,968;0,0007;3,6;2718,02;1555,08
01 ;B79Z;3001;0,5308;0,1323;0,1686;0,136;0,0323;0,5155;0,4845;0;0;0,077;0,033;0,026;0,0183;0,0337;0,0173;0,107;0,06;0,0763;0,051;0,0423;0,047;0,1126;0,0873;0,2113;0,4153;0,5178;0,0669;1;9;4,1;0,677;0,0011;2,1;1901,04;932,51
01 ;B80Z;23365;0,8749;0,0614;0,0453;0,0178;0,0006;0,501;0,499;0;0;0,0595;0,0968;0,0868;0,0856;0,1228;0,0345;0,1052;0,0413;0,0477;0,0278;0,027;0,0236;0,06;0,0448;0,1367;0,4325;0,5323;0,0352;1;5;2,3;0,335;0,0089;0,6;939,43;285,42
01 ;B81A;299;0,4816;0,1538;0,1773;0,1438;0,0435;0,4047;0,5953;0;0;0,0635;0,0569;0,0569;0,0268;0,0368;0,0334;0,1639;0,1104;0,1739;0,0569;0,0368;0,0635;0,0736;0,0301;0,0167;0,254;0,678;0,068;1;18;7,4;1,387;0,0001;5;3894,52;2240,66
01 ;B81B;12110;0,669;0,161;0,0928;0,0659;0,0113;0,422;0,578;0;0;0,0255;0,0138;0,0177;0,0195;0,0342;0,017;0,1056;0,0988;0,122;0,0656;0,054;0,0534;0,1403;0,0865;0,1461;0,2443;0,6822;0,0735;1;12;5,3;0,721;0,0046;3;2023,4;889,84
01 ;B82Z;828;0,7488;0,1425;0,058;0,0447;0,006;0,4493;0,5507;0;0;0;0;0;0,0024;0,0543;0,0169;0,0857;0,1123;0,1667;0,0785;0,0725;0,0749;0,1329;0,0882;0,1147;0,3988;0,5568;0,0444;1;8;3,6;0,444;0,0003;1,7;1246,76;537,32
01 ;B84Z;130;0,4462;0,2308;0,1769;0,1;0,0462;0,6231;0,3769;0;0;0;0;0;0;0;0,0077;0,0077;0,0385;0,1154;0,0769;0,0923;0,0538;0,2615;0,1692;0,1769;0,1834;0,7692;0,0473;2;17;8,2;1,411;0;3,9;3962,57;2140,47
01 ;B85A;290;0,1034;0,1207;0,1;0,5241;0,1517;0,4759;0,5241;0;0;0,0172;0,0034;0,0069;0,0034;0;0,0034;0,0207;0,0138;0,0448;0,0448;0,0655;0,1;0,3276;0,1759;0,1724;0,1291;0,7967;0,0742;4;28;14,6;1,855;0,0001;6,4;5208,15;2492,38
01 ;B85B;1249;0,1145;0,0777;0,036;0,6141;0,1577;0,5348;0,4652;0;0;0,0032;0,0032;0,0032;0,0024;0,0112;0,0048;0,0192;0,0064;0,036;0,0544;0,0665;0,1017;0,2642;0,1938;0,2298;0,1403;0,7895;0,0702;2;21;9,7;1,32;0,0005;4,9;3706,91;1885,24
01 ;B85C;1181;0,6113;0,2422;0,1346;0,0093;0,0025;0,5419;0,4581;0;0;0,0144;0,0186;0,0229;0,0246;0,0356;0,011;0,0669;0,0771;0,094;0,0525;0,0559;0,0627;0,2185;0,1135;0,1321;0,1987;0,7428;0,0585;1;17;6,8;0,901;0,0005;4,4;2530,71;1534,87
01 ;B85D;4574;0,5525;0,275;0,1725;0;0;0,5142;0,4858;0;0;0,0127;0,0111;0,0103;0,0077;0,0186;0,0081;0,0321;0,0348;0,0811;0,0632;0,0741;0,0802;0,2606;0,1541;0,1513;0,1789;0,7617;0,0595;1;13;5,6;0,759;0,0017;3,1;2131,68;1042,74
01 ;B86Z;50;0,5;0,32;0,1;0,08;0;0,62;0,38;0;0;0,02;0;0;0;0;0;0,02;0,06;0,14;0,08;0,08;0,16;0,36;0,04;0,04;0,069;0,8621;0,069;1;14;6,1;0,841;0;3,5;2361,76;1347,41
02 ;C01A;300;0,6833;0,1633;0,0533;0,0767;0,0233;0,7433;0,2567;0;0;0;0,0033;0,0133;0,02;0,0133;0,0133;0,21;0,09;0,1667;0,0767;0,0867;0,0433;0,0867;0,0633;0,1133;0,0094;0,9404;0,0502;1;15;7,1;1,617;0,0001;3,2;4540,34;2290,55
02 ;C01B;1309;0,6662;0,1642;0,0512;0,097;0,0214;0,5752;0,4248;0;0;0;0;0;0,0099;0,0122;0,0061;0,0619;0,0558;0,0985;0,0749;0,0642;0,0657;0,1948;0,1322;0,2238;0,1162;0,809;0,0748;1;14;5,9;0,958;0,0005;3,4;2691,5;1242
02 ;C02A;267;0,6479;0,1273;0,1049;0,0787;0,0412;0,4307;0,5693;0;0;0,0075;0,0112;0,015;0;0,0112;0,0037;0,0112;0,0225;0,0712;0,0412;0,0861;0,1086;0,2809;0,1461;0,1835;0,1094;0,8116;0,079;2;16;7,5;1,756;0,0001;3,8;4931,19;2357,68
02 ;C02B;479;0,714;0,1148;0,0668;0,0793;0,0251;0,5177;0,4823;0;0;0;0,0084;0,0063;0,0084;0,0209;0,0084;0,0647;0,0919;0,1441;0,0772;0,1002;0,0752;0,1503;0,0814;0,1628;0,0776;0,8646;0,0578;1;13;5,7;1,217;0,0002;3,4;3417,66;1413,71
02 ;C03A;1351;0,8127;0,1251;0,0333;0,0259;0,003;0,5885;0,4115;0;0;0;0;0;0;0,0044;0,0015;0,0185;0,0244;0,0614;0,0762;0,1392;0,1517;0,3383;0,1177;0,0666;0,0102;0,9172;0,0726;1;9;4,5;1,15;0,0005;1,9;3228,68;882,36
02 ;C03B;1908;0,816;0,1137;0,0372;0,0299;0,0031;0,4974;0,5026;0;0;0;0;0;0,0005;0,001;0,0005;0,0052;0,0094;0,0393;0,043;0,077;0,1357;0,4366;0,1614;0,0901;0,0195;0,9307;0,0498;1;8;3,7;0,962;0,0007;1,5;2701,36;639,58
02 ;C03C;5030;0,8008;0,1183;0,0441;0,0292;0,0076;0,636;0,3638;0,0002;0;0;0;0;0,0014;0,0046;0,0038;0,0245;0,0392;0,0891;0,0956;0,1203;0,1282;0,275;0,1207;0,0978;0,0126;0,9348;0,0526;1;9;4,3;0,975;0,0019;1,8;2736,84;780,09
02 ;C03D;4779;0,7757;0,1456;0,0475;0,028;0,0031;0,5237;0,4763;0;0;0;0;0;0,001;0,0036;0,0015;0,0169;0,0209;0,055;0,0536;0,0801;0,1092;0,3574;0,1643;0,1364;0,0462;0,8934;0,0604;1;8;3,8;0,801;0,0018;1,5;2250,38;608,09
02 ;C04A;525;0,8514;0,0514;0,0571;0,0267;0,0133;0,4362;0,5638;0;0;0;0;0,0019;0,0057;0,0114;0;0,0019;0,0038;0,0362;0,0571;0,0781;0,1257;0,3848;0,1962;0,0971;0,0106;0,9276;0,0618;1;13;6,7;2,044;0,0002;2,8;5740,88;1488,92
02 ;C04B;1581;0,7925;0,0696;0,0576;0,067;0,0133;0,4953;0,5047;0;0;0;0;0;0;0;0,0019;0,0481;0,0595;0,1006;0,0506;0,0538;0,0841;0,2745;0,1588;0,1682;0,0064;0,9235;0,0701;1;12;6,2;1,832;0,0006;2,4;5146,1;1247,18
