IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
-1 ;901A;89;1;0;0;0;0;0,5169;0,4831;0;0;0;0;0;0;0,0112;0,0112;0,0112;0,0337;0,1011;0,0449;0,0899;0,0449;0,2584;0,1461;0,2472;0,1575;0,7008;0,1417;7;43;24,7;5,764;0;9,4;16186,33;6661,5
-1 ;901B;636;1;0;0;0;0;0,5425;0,4575;0;0;0,0031;0;0,0047;0,0031;0,011;0,0016;0,022;0,0252;0,0723;0,0535;0,0692;0,0975;0,25;0,1588;0,228;0,113;0,7813;0,1057;6;38;19,9;3,971;0,0002;8,5;11152,11;4692,68
-1 ;901C;279;1;0;0;0;0;0,4659;0,5341;0;0;0,0681;0;0,0036;0,0036;0,0108;0,0036;0,0251;0,0394;0,0609;0,0538;0,0323;0,1039;0,1577;0,1398;0,2975;0,1516;0,742;0,1064;5;32;17;3,159;0,0001;7,3;8871,78;3543,58
-1 ;901D;4529;1;0;0;0;0;0,5452;0,4548;0;0;0;0,004;0,0053;0,0049;0,0082;0,004;0,0338;0,0417;0,0704;0,0605;0,066;0,0753;0,2274;0,1508;0,2477;0,1434;0,7518;0,1047;3;27;13,2;2,156;0,0017;6,6;6053,8;2936,39
-1 ;902Z;1227;1;0;0;0;0;0,4988;0,5012;0;0;0,0016;0,0033;0,0033;0,0033;0,0081;0,0041;0,0334;0,0407;0,0856;0,0799;0,0815;0,0945;0,2209;0,1646;0,1752;0,1801;0,7392;0,0807;2;23;10,2;1,498;0,0005;6,1;4208,04;2193,84
-1 ;960Z;13;1;0;0;0;0;0,5385;0,3846;0,0769;0,2308;0,0769;0;0;0;0;0;0,1538;0,1538;0;0,1538;0;0;0;0,2308;0;0;1;0;;;2,2;;0;1,5;0;0
-1 ;961Z;27;1;0;0;0;0;0,6667;0,3333;0;0,5926;0,037;0;0;0;0;0;0;0,037;0,037;0;0;0,037;0,1852;0,037;0,037;0;1;0;;;3,7;;0;5;0;0
-1 ;962Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0
-1 ;963Z;12;1;0;0;0;0;0,5833;0,4167;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1765;0,7059;0,1176;1;9;3,5;0,617;0;2,2;1732,81;885,14
00 ;A01A;24;0;0;0;0;1;0,6667;0,3333;0;0;0,0417;0,0417;0,0417;0;0;0,0417;0;0,0417;0,2083;0,2083;0,2083;0,125;0,0417;0;0;0,0227;0,5455;0,4318;18;76;57,9;32,537;0;19,1;91373,94;29185,9
00 ;A01B;91;0;0;0;0;1;0,5275;0,4725;0;0;0,044;0,0989;0,0549;0,033;0,033;0,011;0,0549;0,022;0,0989;0,1209;0,1648;0,1538;0,1099;0;0;0,0325;0,7398;0,2276;10;50;31,8;16,701;0;10,9;46901,13;14757,94
00 ;A01C;119;0;0;0;0,0672;0,9328;0,6807;0,3193;0;0;0;0;0;0,0336;0,0168;0,0168;0,0672;0,0756;0,1092;0,1513;0,2353;0,1597;0,1345;0;0;0;0,8686;0,1314;7;42;23,9;11,023;0;8,4;30956,5;9012,89
00 ;A02Z;40;0,025;0,05;0;0,175;0,75;0,575;0,425;0;0;0;0;0;0;0;0;0,025;0,225;0,4;0,125;0,2;0,025;0;0;0;0,0208;0,8333;0,1458;8;44;26,1;11,961;0;8,6;33589,29;10527,25
00 ;A03A;22;0;0;0;0,0455;0,9545;0,4545;0,5455;0;0;0;0;0;0;0,0455;0;0,1364;0,0909;0,1364;0,1364;0,2273;0,2273;0;0;0;0,0667;0,7333;0,2;14;63;45,1;34,194;0;12,4;96025,41;35084,33
00 ;A03B;111;0;0;0,009;0,0721;0,9189;0,5495;0,4505;0;0;0;0;0;0;0,027;0;0,0901;0,0721;0,1892;0,1622;0,2252;0,2342;0;0;0;0,0078;0,8672;0,125;8;40;26,1;14,67;0;6,5;41197,33;12456,67
00 ;A04B;98;0;0;0;0,0102;0,9898;0,5918;0,4082;0;0;0,0408;0,0918;0,1327;0,2245;0,2959;0,051;0,051;0,0204;0,0204;0,0102;0;0,051;0,0102;0;0;0;0,6901;0,3099;16;69;51,4;30,106;0;14;84545,93;23725,54
00 ;A04C;164;0;0;0;0;1;0,5976;0,4024;0;0;0;0;0;0;0;0,0061;0,0976;0,1098;0,2012;0,1159;0,1646;0,122;0,1707;0,0122;0;0;0,77;0,23;13;61;43,2;18,397;0,0001;10,7;51664,42;13430,14
00 ;A04D;495;0,002;0;0;0,0121;0,9859;0,604;0,396;0;0;0;0;0;0;0;0,0061;0,0889;0,0848;0,1556;0,1576;0,1657;0,1879;0,1535;0;0;0,0035;0,8639;0,1326;12;56;37,9;16,894;0,0002;9,1;47442,95;14901,37
00 ;A04E;63;0;0;0,0159;0;0,9841;0,6667;0,3333;0;0;0;0;0;0;0;0;0,0159;0,0159;0,2222;0,3175;0,2857;0,1111;0,0317;0;0;0,0133;0,84;0,1467;10;50;32,1;14,697;0;8,3;41273,71;14804,9
00 ;A05A;13;0;0;0;0;1;0,5385;0,4615;0;0;0;0,0769;0;0,0769;0,1538;0;0;0,1538;0,1538;0,2308;0,0769;0,0769;0;0;0;0,1333;0,4333;0,4333;26;98;80,1;40,768;0;26,2;114486,64;18007,79
00 ;A05B;8;0;0;0;0,125;0,875;0,625;0,375;0;0;0;0;0;0;0;0;0,125;0;0;0,125;0,5;0,25;0;0;0;0,1818;0,3636;0,4545;32;118;100,3;31,815;0;31,1;89345,3;23140,47
00 ;A06A;58;0;0,0172;0;0,0172;0,9655;0,6552;0,3448;0;0;0,1207;0;0,0172;0;0;0;0,0172;0,0345;0,069;0,0172;0,0862;0,0862;0,3793;0,1207;0,0517;0;0,5321;0,4679;;131;112,6;65,943;0;20,8;185185,85;52476,55
00 ;A06B;70;0;0;0;0,0286;0,9714;0,6429;0,3571;0;0;0,0286;0,0286;0;0;0;0;0,0429;0,0571;0,0857;0,0714;0,0571;0,0571;0,3143;0,1286;0,1286;0;0,5983;0,4017;;120;102,2;47,432;0;16,8;133202,57;36593,72
00 ;A07A;56;0;0;0;0;1;0,6429;0,3571;0;0;0;0,0179;0,0179;0;0;0,0179;0,0357;0,0357;0,0714;0,0357;0;0,1071;0,4107;0,1964;0,0536;0;0,6222;0,3778;24;93;75;44,014;0;16,5;123604,97;30273,82
00 ;A07B;133;0;0;0;0,0226;0,9774;0,7143;0,2857;0;0;0,0226;0,015;0,015;0,0301;0,0301;0;0,0226;0,0451;0,0752;0,0602;0,0752;0,0977;0,2256;0,1805;0,1053;0;0,6821;0,3179;22;88;69,9;37,364;0,0001;14,3;104929,48;29138,96
00 ;A07C;373;0;0;0;0,0134;0,9866;0,5925;0,4075;0;0;0;0;0;0;0;0;0;0,0188;0,0536;0,0429;0,0804;0,1555;0,3271;0,1635;0,1582;0;0,749;0,251;20;81;62,8;29,735;0,0001;11,8;83503,72;21864,36
00 ;A07D;39;0;0;0,0256;0,0769;0,8974;0,5897;0,4103;0;0;0;0;0;0;0;0;0,0256;0,0256;0,1282;0,0769;0,1282;0,0769;0,3333;0,0769;0,1282;0;0,7959;0,2041;;74;55,8;25,387;0;10,6;71294,86;12905,88
00 ;A07E;83;0,012;0,0361;0,0241;0,1325;0,7952;0,5542;0,4458;0;0;0;0;0;0;0;0;0,0241;0,0241;0,0843;0,0602;0,1084;0,1807;0,3373;0,1205;0,0602;0;0,7757;0,2243;;74;55,8;22,764;0;10,6;63928,62;17071,82
00 ;A09A;107;0;0;0;0,0187;0,9813;0,7103;0,2897;0;0;0,0654;0,028;0,028;0,028;0,0093;0;0,0093;0,0093;0,0654;0,0093;0,0561;0,0748;0,3271;0,1402;0,1495;0;0,6815;0,3185;18;74;56,4;34,963;0;15,2;98185;30220,31
00 ;A09B;1131;0,0027;0,0009;0;0,0212;0,9752;0,6437;0,3563;0;0;0,015;0,0053;0,0009;0,0018;0,0053;0,0035;0,023;0,0301;0,0973;0,0654;0,0831;0,0955;0,2971;0,1609;0,1158;0;0,7325;0,2675;13;60;41,7;23,795;0,0004;12,1;66822,39;18710,95
00 ;A09C;1165;0,0017;0,0026;0,0069;0,0584;0,9305;0,6112;0,3888;0;0;0,0103;0,0069;0,0017;0,0017;0,0034;0,0034;0,0223;0,0343;0,1013;0,085;0,1064;0,1073;0,2549;0,1528;0,1082;0;0,7931;0,2069;11;55;37,1;18,882;0,0004;10,4;53026,06;14591,88
00 ;A09D;490;0;0;0,0102;0,0633;0,9265;0,6143;0,3857;0;0;0;0;0;0;0;0;0,0041;0,0041;0,0388;0,0184;0,0449;0,1204;0,3571;0,2163;0,1959;0;0,8566;0,1434;;56;38,3;17,471;0,0002;8,8;49062,74;11801,77
00 ;A09E;311;0,0096;0,0129;0,0161;0,1222;0,8392;0,6592;0,3408;0;0;0;0;0;0;0;0,0096;0,0225;0,0547;0,1029;0,1061;0,1254;0,1286;0,2251;0,119;0,1061;0;0,8428;0,1572;;52;33,6;14,602;0,0001;9,4;41006,73;11033,57
00 ;A09F;317;0,0189;0,0221;0,0442;0,1893;0,7256;0,5836;0,4164;0;0;0;0;0;0;0;0;0,0189;0,0126;0,082;0,0599;0,1514;0,1199;0,3218;0,123;0,1104;0;0,8591;0,1409;;51;32,8;13,62;0,0001;8,4;38248,47;10214,36
00 ;A11A;155;0;0;0,0065;0,0129;0,9806;0,6129;0,3871;0;0;0,1484;0,0452;0,0194;0,0065;0,0323;0;0,0258;0,0129;0,0323;0,0194;0,0774;0,0839;0,2129;0,1419;0,1419;0,0086;0,6652;0,3262;13;60;41,8;21,662;0,0001;14,2;60832,78;15903,45
00 ;A11B;1021;0,0049;0,0039;0,0039;0,0656;0,9216;0,6259;0,3741;0;0;0,0098;0,0108;0,002;0,0088;0,0049;0,001;0,0196;0,0255;0,0695;0,0686;0,096;0,0881;0,2997;0,1596;0,1361;0;0,8168;0,1832;8;44;26,1;14,257;0,0004;10;40038,29;11121,04
00 ;A11C;172;0;0;0;0,0407;0,9593;0,5814;0,4186;0;0;0;0;0;0;0;0;0,0174;0,0291;0,0523;0,0698;0,0814;0,1105;0,2907;0,1744;0,1744;0;0,7511;0,2489;8;44;26;13,074;0,0001;11;36714,52;10237,34
00 ;A11D;1890;0,0111;0,0116;0,0238;0,1434;0,8101;0,6217;0,3783;0;0;0,0111;0,009;0,0058;0,0032;0,0026;0,0016;0,0132;0,028;0,0974;0,0815;0,0899;0,1101;0,2571;0,1534;0,136;0;0,8726;0,1274;7;41;23,2;11,698;0,0007;8,2;32850,26;9547,38
00 ;A11E;569;0,0105;0,0105;0,0246;0,1265;0,8278;0,5975;0,4025;0;0;0,0316;0,0158;0,0088;0,0053;0;0,0018;0,0193;0,0387;0,051;0,0527;0,0826;0,0896;0,2548;0,1511;0,1968;0;0,8175;0,1825;8;44;25,9;10,379;0,0002;10,2;29147,08;9222,11
00 ;A11F;532;0,0094;0,0132;0,0338;0,2086;0,735;0,6711;0,3289;0;0;0;0;0;0,0094;0,0188;0,0038;0,0169;0,0207;0,0865;0,0883;0,1053;0,0959;0,265;0,1372;0,1523;0;0,8852;0,1148;;37;20,8;8,42;0,0002;7,5;23646,69;6243,92
00 ;A11G;283;0;0;0;0;1;0,6113;0,3887;0;0;0;0;0;0;0;0;0,0212;0,0353;0,0742;0,0742;0,0742;0,0989;0,2509;0,1873;0,1837;0;0,8654;0,1346;;37;20,4;7,644;0,0001;7,9;21466,32;5407,61
00 ;A11H;165;0,0727;0,1152;0,2;0,6121;0;0,4788;0,5212;0;0;0;0;0;0;0;0,0061;0,0303;0,0242;0,0485;0,0909;0,1273;0,1152;0,303;0,1212;0,1333;0;0,9066;0,0934;;33;19,1;6,642;0,0001;6,6;18652,84;5846,12
00 ;A13A;312;0,0032;0,0096;0,0128;0,1346;0,8397;0,6026;0,3974;0;0;0,359;0,0513;0,0192;0,016;0,0353;0,0032;0;0,0128;0,0417;0,016;0,0353;0,0481;0,1474;0,0994;0,1154;0,0352;0,7839;0,1809;7;41;23,4;13,758;0,0001;9,5;38636,5;10879,67
00 ;A13B;501;0,008;0,008;0,018;0,1158;0,8503;0,6367;0,3633;0;0;0,024;0,0259;0,01;0,004;0,002;0,002;0,018;0,0419;0,1058;0,0818;0,1118;0,1058;0,2495;0,1337;0,0838;0,1138;0,7037;0,1826;7;42;23,9;10,906;0,0002;9,7;30626,54;9109,03
00 ;A13C;288;0;0;0;0,0729;0,9271;0,5833;0,4167;0;0;0;0;0;0;0,0035;0;0,0208;0,0243;0,0764;0,0729;0,0521;0,0833;0,2813;0,1701;0,2153;0,0206;0,7423;0,2371;9;49;30,7;10,741;0,0001;11,2;30164,26;10223,43
00 ;A13D;1019;0,0186;0,0226;0,051;0,2031;0,7046;0,6065;0,3935;0;0;0,0049;0,0039;0,0039;0,0029;0,0088;0,0049;0,0206;0,0265;0,0883;0,0854;0,0922;0,1089;0,261;0,1443;0,1433;0,0829;0,7899;0,1271;6;39;20,7;8,531;0,0004;8,7;23956,65;7919,81
00 ;A13E;1773;0,0305;0,0192;0,0406;0,1771;0,7327;0,6024;0,3976;0;0;0,0508;0,031;0,0282;0,0124;0,0175;0,0006;0,0152;0,0164;0,0462;0,0474;0,053;0,0745;0,2318;0,1534;0,2217;0,0186;0,8266;0,1548;6;38;20;7,152;0,0007;8,7;20084,34;6632,28
00 ;A13F;2106;0,0375;0,029;0,0679;0,2612;0,6045;0,6396;0,3604;0;0;0,0009;0,0005;0,0005;0;0,0009;0,0028;0,0266;0,0242;0,0736;0,0736;0,094;0,1159;0,2659;0,1377;0,1828;0;0,8909;0,1091;3;27;12,8;4,737;0,0008;6,7;13303,55;4420,29
00 ;A13G;743;0;0;0;0;1;0,6205;0,3795;0;0;0,0027;0;0;0;0,0013;0,0054;0,039;0,0336;0,0525;0,0458;0,0686;0,105;0,2571;0,1871;0,2019;0;0,864;0,136;3;28;12,8;3,926;0,0003;7,2;11025,72;3379,96
00 ;A13H;1192;0,1862;0,1216;0,1846;0,5076;0;0,5503;0,4497;0;0;0,0017;0,0008;0,0008;0,0008;0,0008;0,0059;0,021;0,0168;0,0403;0,0545;0,0856;0,1216;0,3054;0,1619;0,182;0;0,9134;0,0866;3;25;12,1;3,562;0,0005;6,2;10003,51;3278,91
00 ;A15B;46;0;0;0;0;1;0,6087;0,3913;0;0;0;0,3696;0,3478;0,0435;0,2391;0;0;0;0;0;0;0;0;0;0;0;0,902;0,098;9;42;29,8;13,874;0;5,7;38962,35;13916,64
00 ;A15C;541;0;0;0,0018;0,0111;0,9871;0,6969;0,3031;0;0;0;0;0;0;0;0,0074;0,1238;0,1128;0,1793;0,122;0,1165;0,1553;0,1738;0,0092;0;0,0152;0,9123;0,0725;7;35;23,1;7,291;0,0002;5,3;20475,22;7990,76
00 ;A15D;766;0,0078;0,0013;0,0104;0,0561;0,9243;0,6227;0,3773;0;0;0;0;0;0;0;0;0,0026;0,0091;0,107;0,1462;0,1854;0,2154;0,3185;0,0157;0;0,0036;0,9174;0,079;6;28;20,1;5,614;0,0003;3,7;15765,68;6236,81
00 ;A17A;268;0,1119;0,0149;0,0336;0,2799;0,5597;0,6791;0,3209;0;0;0,0037;0,0075;0,0224;0,0261;0,0597;0,0037;0,0784;0,097;0,1791;0,0933;0,1269;0,0896;0,1978;0,0149;0;0,0065;0,8673;0,1262;7;39;23,5;7,783;0,0001;7,4;21856,18;6626,97
00 ;A17B;589;0,236;0,0764;0,0917;0,2767;0,3192;0,6112;0,3888;0;0;0;0;0;0;0;0,0085;0,1002;0,1443;0,1834;0,1511;0,1104;0,1087;0,1749;0,017;0,0017;0;0,9261;0,0739;5;31;17,8;6,062;0,0002;5,9;17023,64;5106,43
00 ;A18Z;30;0;0;0;0;1;0,5333;0,4667;0;0;0;0;0;0;0,0333;0;0,2;0,1333;0,1667;0,2;0,1;0,1;0,0667;0;0;0;0,5455;0,4545;;110;92,2;60,413;0;26,2;169655,74;41475,23
00 ;A36A;142;0;0;0;0,0141;0,9859;0,5423;0,4577;0;0;0,0141;0,007;0;0;0,0141;0;0,0563;0,0352;0,1408;0,1127;0,1338;0,162;0,1479;0,1268;0,0493;0,0189;0,6698;0,3113;14;64;46,1;20,05;0,0001;14,2;56305,48;18463,72
00 ;A36B;399;0,01;0,01;0,01;0,1178;0,8521;0,5514;0,4486;0;0;0,01;0,0025;0,0025;0,005;0,0075;0,0025;0,0175;0,0226;0,0927;0,0526;0,0576;0,1153;0,2707;0,1303;0,2105;0,0214;0,7112;0,2674;9;49;30,6;10,246;0,0002;11,3;28774,09;12972,74
00 ;A42A;293;0,0785;0,0375;0,1365;0,3174;0,43;0,6314;0,3686;0;0;0;0,0137;0,0068;0;0,0034;0,0034;0,0683;0,0273;0,1604;0,1331;0,1399;0,1809;0,2423;0,0205;0;0,0482;0,8825;0,0693;5;27;16,8;3,184;0,0001;4,8;8940,92;3731,37
00 ;A42B;36;0,0278;0,0278;0,1111;0,4167;0,4167;0,5556;0,4444;0;0;0,0278;0,3056;0,1944;0,0833;0,3889;0;0;0;0;0;0;0;0;0;0;0,1163;0,8372;0,0465;1;14;4,7;2,943;0;3,9;8265,85;6160,79
00 ;A42C;519;0,0906;0,0867;0,1464;0,343;0,3333;0,6513;0,3487;0;0;0;0;0;0;0;0,0116;0,0366;0,0597;0,1272;0,1079;0,1676;0,1522;0,3179;0,0193;0;0,2043;0,7414;0,0543;1;12;5;1,533;0,0002;2,8;4303,85;3187,98
00 ;A60A;346;0,0145;0,1098;0,0636;0,0723;0,7399;0,5838;0,4162;0;0;0;0;0,0029;0,0029;0,0029;0,0029;0,052;0,0723;0,159;0,1301;0,1532;0,1474;0,2139;0,0434;0,0173;0,0759;0,7723;0,1518;4;29;14;2,463;0,0001;6,9;6915,5;3636,92
00 ;A60B;154;0,4675;0,2597;0,1494;0,1234;0;0,5844;0,4156;0;0;0;0,0584;0,1299;0,2013;0,6104;0;0;0;0;0;0;0;0;0;0;0;0,9059;0,0941;;13;5,2;1,21;0,0001;3,4;3398,97;2028,68
00 ;A60C;1740;0,3253;0,2201;0,1977;0,2569;0;0,6006;0,3994;0;0;0;0;0;0;0;0,0201;0,0908;0,1006;0,1707;0,1121;0,1339;0,1184;0,2029;0,0374;0,0132;0,1724;0,7575;0,0701;2;18;7,7;1,112;0,0007;4,4;3124;1830,89
00 ;A60D;1102;0,6878;0,1661;0,0635;0,0789;0,0036;0,5581;0,4419;0;0;0;0,0009;0,01;0,0045;0,0136;0,0054;0,0835;0,176;0,2024;0,1034;0,0907;0,1352;0,157;0,0145;0,0027;0;1;0;;;1;0,4;0,0004;0;1123,2;761,74
00 ;A61A;58;0;0;0;0;1;0,6897;0,3103;0;0;0;0;0;0;0,0172;0;0,0517;0,0862;0,1552;0,1379;0,0517;0,2414;0,2241;0,0345;0;0,1935;0,6237;0,1828;7;41;22,5;5,703;0;9;16015,2;8280,96
00 ;A61B;313;0,3259;0,278;0,1629;0,2332;0;0,6837;0,3163;0;0;0,0032;0;0,0192;0,0192;0,0224;0,0032;0,1214;0,1214;0,1821;0,1565;0,0958;0,1597;0,0927;0,0032;0;0,7166;0,2334;0,05;1;12;4,5;1,043;0,0001;3,2;2929,25;2477,65
00 ;A62Z;72;0,1389;0,1806;0,3194;0,3194;0,0417;0,7917;0,2083;0;0;0;0;0,0139;0;0;0;0,0694;0,0556;0,3056;0,1389;0,1389;0,25;0,0278;0;0;0,1717;0,7273;0,101;4;30;14,2;2,55;0;7,2;7161,37;4225,91
00 ;A63Z;79;0,0633;0,038;0,443;0,2405;0,2152;0,481;0,519;0;0;0;0;0;0;0,0253;0;0,0886;0,1139;0,1139;0,1646;0,2911;0,1899;0,0127;0;0;0,0947;0,8316;0,0737;3;23;12;2,342;0;4,8;6575,92;2368,14
00 ;A64Z;341;0,0997;0,1173;0,1642;0,3548;0,2639;0,6686;0,3314;0;0;0,0235;0,0117;0,0117;0,0059;0,0147;0;0,0323;0,0938;0,2053;0,1965;0,2082;0,1378;0,0587;0;0;0,0438;0,8297;0,1265;2;23;10,2;1,875;0,0001;6;5266,64;2829,9
00 ;A66Z;262;0,6298;0,1832;0,1145;0,0573;0,0153;0,6374;0,3626;0;0;0,0038;0,0153;0;0,0191;0,0344;0,0115;0,0611;0,1031;0,1679;0,145;0,1374;0,145;0,1374;0,0191;0;0,1156;0,8188;0,0656;1;7;3,3;0,847;0,0001;1,4;2378,9;988,78
00 ;A69Z;262;0,0916;0,2061;0,1679;0,2939;0,2405;0,6832;0,3168;0;0;0,0115;0,0038;0;0,0038;0,0229;0,0115;0,0458;0,0878;0,187;0,2023;0,1832;0,1756;0,0649;0;0;0,0979;0,7774;0,1246;3;26;12,6;2,199;0,0001;6,2;6176,69;3461,08
01 ;B01Z;643;0,1182;0,0902;0,1306;0,2566;0,4044;0,5101;0,4899;0;0;0,0264;0,0124;0,0109;0,0202;0,0218;0,0062;0,0793;0,084;0,1493;0,1135;0,0949;0,0949;0,1804;0,0715;0,0342;0,0363;0,834;0,1297;6;38;21;6,509;0,0002;8,1;18280,36;7518,76
01 ;B02A;73;0,0685;0,0959;0,0959;0,2329;0,5068;0,5342;0,4658;0;0;0,0411;0,1096;0,0959;0;0;0;0;0,0411;0,0137;0,0959;0,0685;0,0822;0,2466;0,1781;0,0274;0,1154;0,7019;0,1827;13;59;40,8;9,859;0;12,6;27686,66;8435,46
01 ;B02B;75;0;0,0267;0,0533;0,1467;0,7733;0,48;0,52;0;0;0;0,0133;0;0,0667;0,1867;0,0533;0;0,0133;0,0267;0,0933;0,0667;0,1467;0,16;0,1067;0,0667;0,0412;0,7732;0,1856;10;52;33,9;8,172;0;12,4;22949,73;7231,78
01 ;B02C;2507;0,2561;0,089;0,0838;0,1165;0,4547;0,497;0,503;0;0;0,0207;0,0195;0,0231;0,0179;0,0415;0,0084;0,0439;0,0606;0,138;0,1005;0,1041;0,0977;0,1923;0,077;0,0546;0,054;0,8562;0,0898;3;26;13,4;4,438;0,001;6;12461,79;5042,26
01 ;B02D;734;0,0014;0;0;0;0,9986;0,5749;0,4251;0;0;0;0;0;0,0136;0,0259;0,0068;0,0354;0,0354;0,0899;0,0531;0,0736;0,0858;0,1894;0,1553;0,2357;0,147;0,7654;0,0876;4;27;13,5;3,818;0,0003;6,4;10721,47;5719,15
01 ;B03Z;817;0,2277;0,0661;0,0477;0,3684;0,2901;0,5275;0,4725;0;0;0,0355;0,0208;0,0245;0,0416;0,0465;0,0159;0,0722;0,0649;0,1236;0,0771;0,0869;0,0698;0,1799;0,0808;0,06;0,0538;0,8449;0,1013;3;27;12,8;3,188;0,0003;6,6;8952,18;3718,05
01 ;B04A;121;0;0;0;0;1;0,7107;0,2893;0;0;0;0;0,0083;0;0;0;0,0083;0,0165;0,0496;0,0579;0,0826;0,0413;0,2975;0,2314;0,2066;0,1677;0,7516;0,0807;4;29;14,9;4,564;0;6,6;12817,06;5532,27
01 ;B04B;262;0,0611;0,0344;0,0076;0,0458;0,8511;0,6527;0,3473;0;0;0;0;0;0,0038;0;0;0,0115;0,0076;0,0191;0,0267;0,0382;0,0878;0,3092;0,2099;0,2863;0,0639;0,8371;0,099;4;28;13,5;3,086;0,0001;6,6;8665,05;3608,24
01 ;B04C;845;0,6284;0,1503;0,1337;0,0876;0;0,7101;0,2899;0;0;0;0;0;0,0012;0;0;0;0,0024;0,0225;0,0367;0,1006;0,1314;0,3598;0,2071;0,1385;0,0746;0,8292;0,0962;1;9;4,3;1,499;0,0003;2;4210,68;1479,13
01 ;B04D;4095;0,6591;0,1531;0,1004;0,0874;0;0,685;0,315;0;0;0;0;0;0;0;0,0005;0,001;0,0024;0,0137;0,041;0,085;0,1238;0,4129;0,1932;0,1265;0,002;0,8988;0,0992;1;11;6,1;1,495;0,0016;2,2;4198,68;1138,64
01 ;B05Z;543;0,7495;0,0976;0,0958;0,0516;0,0055;0,3517;0,6483;0;0;0;0;0;0;0,0018;0,0018;0,0313;0,0313;0,0534;0,0516;0,0589;0,0516;0,1657;0,1989;0,3536;0,6188;0,345;0,0362;1;6;2,8;0,578;0,0002;1,1;1623,35;504,08
01 ;B07Z;264;0,0265;0;0,0076;0,0038;0,9621;0,5492;0,4508;0;0;0,0114;0;0,0076;0,0189;0,0189;0,0038;0,0417;0,0492;0,0455;0,0492;0,053;0,0682;0,2121;0,1705;0,25;0,1173;0,704;0,1787;5;33;16,9;3,475;0,0001;7,7;9757,51;4906,43
01 ;B09Z;1286;0,5241;0,0451;0,3126;0,0886;0,0295;0,6858;0,3142;0;0;0,0016;0,0016;0,0047;0,0086;0,0264;0,0249;0,2418;0,147;0,1509;0,0886;0,0544;0,0521;0,091;0,0474;0,0591;0,0309;0,9025;0,0667;1;12;5,5;1,214;0,0005;2,7;3408,24;1534,33
01 ;B12Z;351;0,1083;0,1168;0,1225;0,2821;0,3704;0,6182;0,3818;0;0;0;0;0;0;0;0;0,0028;0;0,0199;0,0171;0,0484;0,057;0,2792;0,2308;0,3447;0,0642;0,8667;0,0691;4;28;14,2;2,982;0,0001;6,2;8374,3;3474,86
01 ;B15Z;502;0,1952;0,1833;0,1733;0,2649;0,1833;0,5578;0,4422;0;0;0;0;0;0,002;0;0,002;0,0139;0,0259;0,1175;0,1096;0,1056;0,1454;0,2789;0,1195;0,0797;0,0212;0,8189;0,1599;7;41;23,4;3,949;0,0002;9,8;11089;4770,68
01 ;B16Z;1301;0,176;0,2206;0,1752;0,2782;0,1499;0,5373;0,4627;0;0;0;0,0038;0,0085;0,0054;0,0054;0;0,0115;0,0246;0,0822;0,1176;0,1337;0,1384;0,2752;0,1153;0,0784;0,1662;0,7639;0,0699;3;24;11,1;1,79;0,0005;6;5028,15;2375,04
01 ;B17A;132;0,5303;0,1288;0,1515;0,1591;0,0303;0,5152;0,4848;0;0;0,0152;0;0,0076;0,0076;0,0076;0,0076;0,1515;0,1364;0,0758;0,1136;0,0909;0,0985;0,1818;0,053;0,053;0,0938;0,825;0,0813;2;18;8,1;2,348;0,0001;4,6;6593,75;2160,26
01 ;B17B;487;0,77;0,0657;0,1027;0,0616;0;0,5955;0,4045;0;0;0,0205;0,0308;0,0308;0,0595;0,117;0,0287;0,1766;0,1088;0,1417;0,1027;0,0472;0,037;0,0657;0,0185;0,0144;0,0959;0,8339;0,0702;1;9;4,2;1,702;0,0002;2;4779,08;2870,43
01 ;B17C;230;0,0565;0,0043;0,0217;0,913;0,0043;0,5696;0,4304;0;0;0;0;0;0;0;0,0565;0,0478;0,0435;0,0957;0,0826;0,0739;0,1304;0,2391;0,1174;0,113;0,1505;0,7692;0,0803;2;20;9;1,693;0,0001;5,2;4753,73;2206,74
01 ;B17D;1814;0,828;0,0838;0,0606;0,0265;0,0011;0,5524;0,4476;0;0;0;0,0006;0,005;0,0044;0,0165;0,0116;0,1257;0,1036;0,1836;0,1097;0,0976;0,0728;0,156;0,0623;0,0507;0,1334;0,7779;0,0888;1;11;4,6;1,029;0,0007;2,9;2889,15;1233,72
