pr_Pepp;pr_Code;pr_FaelleAnzahl;pr_FaelleAnteil;pr_NennungenAnzahl;pr_NennungenAnteil
P002Z;9-654.2;20;0,057;28;0,0021
P002Z;9-671.15;20;0,057;37;0,0028
P002Z;9-671.34;20;0,057;33;0,0025
P002Z;9-664.8;18;0,0513;25;0,0019
P002Z;9-665.g;17;0,0484;20;0,0015
P002Z;9-665.j;16;0,0456;22;0,0017
P002Z;9-671.26;16;0,0456;17;0,0013
P002Z;9-671.54;16;0,0456;19;0,0015
P002Z;9-655.2;15;0,0427;22;0,0017
P002Z;9-665.k;15;0,0427;20;0,0015
P002Z;9-671.04;15;0,0427;22;0,0017
P002Z;9-665.n;14;0,0399;21;0,0016
P002Z;9-665.r;14;0,0399;15;0,0011
P002Z;9-665.m;13;0,037;13;0,001
P002Z;9-654.4;12;0,0342;17;0,0013
P002Z;9-654.5;12;0,0342;17;0,0013
P002Z;9-655.1;12;0,0342;14;0,0011
P002Z;9-655.4;12;0,0342;13;0,001
P002Z;9-655.w;12;0,0342;49;0,0037
P002Z;9-664.9;12;0,0342;12;0,0009
P002Z;9-665.p;12;0,0342;19;0,0015
P002Z;9-670.24;11;0,0313;22;0,0017
P002Z;9-670.41;11;0,0313;15;0,0011
P002Z;9-671.45;11;0,0313;16;0,0012
P002Z;9-690.02;11;0,0313;14;0,0011
P002Z;9-655.0;10;0,0285;14;0,0011
P002Z;9-665.q;10;0,0285;12;0,0009
P002Z;9-670.34;10;0,0285;19;0,0015
P002Z;9-655.3;9;0,0256;11;0,0008
P002Z;9-655.5;9;0,0256;10;0,0008
P002Z;9-655.6;9;0,0256;13;0,001
P002Z;9-655.7;9;0,0256;11;0,0008
P002Z;9-655.d;9;0,0256;9;0,0007
P002Z;9-655.e;9;0,0256;10;0,0008
P002Z;9-665.t;9;0,0256;11;0,0008
P002Z;9-665.u;9;0,0256;11;0,0008
P002Z;5-900.08;8;0,0228;12;0,0009
P002Z;9-665.s;8;0,0228;10;0,0008
P002Z;9-671.55;8;0,0228;9;0,0007
P002Z;9-655.a;7;0,0199;9;0,0007
P002Z;9-655.b;7;0,0199;10;0,0008
P002Z;9-655.c;7;0,0199;8;0,0006
P002Z;9-692.00;7;0,0199;7;0,0005
P002Z;9-654.6;6;0,0171;7;0,0005
P002Z;9-655.8;6;0,0171;7;0,0005
P002Z;9-655.9;6;0,0171;6;0,0005
P002Z;9-655.f;6;0,0171;9;0,0007
P002Z;9-655.g;6;0,0171;9;0,0007
P002Z;9-655.p;6;0,0171;7;0,0005
P002Z;9-670.25;6;0,0171;7;0,0005
P002Z;9-671.16;6;0,0171;10;0,0008
P002Z;9-671.46;6;0,0171;7;0,0005
P002Z;3-820;5;0,0142;5;0,0004
P002Z;3-990;5;0,0142;5;0,0004
P002Z;3-993;5;0,0142;5;0,0004
P002Z;9-655.h;5;0,0142;6;0,0005
P002Z;9-655.j;5;0,0142;6;0,0005
P002Z;9-655.m;5;0,0142;7;0,0005
P002Z;9-670.42;5;0,0142;13;0,001
P002Z;3-200;4;0,0114;4;0,0003
P002Z;9-654.8;4;0,0114;8;0,0006
P002Z;9-654.9;4;0,0114;6;0,0005
P002Z;9-654.b;4;0,0114;6;0,0005
P002Z;9-655.k;4;0,0114;4;0,0003
P002Z;9-664.a;4;0,0114;5;0,0004
P002Z;9-664.d;4;0,0114;4;0,0003
P002Z;9-670.35;4;0,0114;5;0,0004
P002Z;9-671.05;4;0,0114;5;0,0004
P002Z;9-980.1;4;0,0114;4;0,0003
P003A;9-640.03;161;0,9699;2877;0,2715
P003A;9-640.01;151;0,9096;1154;0,1089
P003A;9-640.02;151;0,9096;1011;0,0954
P003A;9-980.1;115;0,6928;173;0,0163
P003A;9-640.00;106;0,6386;597;0,0563
P003A;9-615.20;93;0,5602;230;0,0217
P003A;9-615.10;76;0,4578;182;0,0172
P003A;9-980.0;68;0,4096;106;0,01
P003A;9-615.0;66;0,3976;154;0,0145
P003A;9-614.10;65;0,3916;186;0,0176
P003A;9-615.21;65;0,3916;125;0,0118
P003A;9-614.20;60;0,3614;182;0,0172
P003A;9-606.0;58;0,3494;133;0,0126
P003A;9-614.21;52;0,3133;119;0,0112
P003A;9-605.0;49;0,2952;124;0,0117
P003A;9-982.1;45;0,2711;54;0,0051
P003A;9-606.1;44;0,2651;88;0,0083
P003A;9-614.22;44;0,2651;75;0,0071
P003A;9-615.22;41;0,247;74;0,007
P003A;3-200;38;0,2289;52;0,0049
P003A;9-606.2;37;0,2229;64;0,006
P003A;1-207.0;36;0,2169;47;0,0044
P003A;9-604;34;0,2048;43;0,0041
P003A;9-614.0;33;0,1988;76;0,0072
P003A;9-615.23;33;0,1988;61;0,0058
P003A;9-615.25;32;0,1928;40;0,0038
P003A;9-615.11;31;0,1867;49;0,0046
P003A;9-615.24;28;0,1687;42;0,004
P003A;9-614.23;25;0,1506;30;0,0028
P003A;9-640.11;25;0,1506;237;0,0224
P003A;9-640.12;25;0,1506;613;0,0578
P003A;1-903;24;0,1446;44;0,0042
P003A;9-614.24;23;0,1386;35;0,0033
P003A;9-606.3;22;0,1325;36;0,0034
P003A;9-614.11;22;0,1325;38;0,0036
P003A;9-640.10;22;0,1325;78;0,0074
P003A;9-605.1;21;0,1265;46;0,0043
P003A;9-606.4;21;0,1265;39;0,0037
P003A;9-641.11;19;0,1145;44;0,0042
P003A;9-614.25;17;0,1024;31;0,0029
P003A;3-800;16;0,0964;17;0,0016
P003A;9-641.10;15;0,0904;51;0,0048
P003A;9-615.26;13;0,0783;17;0,0016
P003A;9-615.27;13;0,0783;13;0,0012
P003A;9-616.20;13;0,0783;21;0,002
P003A;9-641.14;13;0,0783;380;0,0359
P003A;9-982.0;13;0,0783;19;0,0018
P003A;3-990;12;0,0723;19;0,0018
P003A;9-614.26;12;0,0723;22;0,0021
P003A;9-642;12;0,0723;66;0,0062
P003A;9-614.12;10;0,0602;15;0,0014
P003A;9-614.27;10;0,0602;17;0,0016
P003A;9-616.10;10;0,0602;19;0,0018
P003A;9-984.0;10;0,0602;11;0,001
P003A;8-630.3;9;0,0542;78;0,0074
P003A;9-606.5;9;0,0542;15;0,0014
P003A;9-614.28;9;0,0542;11;0,001
P003A;9-615.12;9;0,0542;13;0,0012
P003A;9-615.28;9;0,0542;9;0,0008
P003A;9-615.29;9;0,0542;12;0,0011
P003A;9-615.2r;9;0,0542;21;0,002
P003A;9-616.21;9;0,0542;14;0,0013
P003A;8-630.2;8;0,0482;8;0,0008
P003A;9-614.29;8;0,0482;9;0,0008
P003A;9-616.0;8;0,0482;19;0,0018
P003A;9-980.3;7;0,0422;7;0,0007
P003A;9-981.1;7;0,0422;11;0,001
P003A;9-615.2a;6;0,0361;6;0,0006
P003A;9-641.12;6;0,0361;9;0,0008
P003A;9-641.13;6;0,0361;8;0,0008
P003A;9-646.0;6;0,0361;6;0,0006
P003A;9-984.1;6;0,0361;7;0,0007
P003A;1-204.2;5;0,0301;7;0,0007
P003A;1-632;5;0,0301;8;0,0008
P003A;3-820;5;0,0301;5;0,0005
P003A;9-605.2;5;0,0301;9;0,0008
P003A;9-606.6;5;0,0301;6;0,0006
P003A;9-606.7;5;0,0301;6;0,0006
P003A;9-615.2b;5;0,0301;6;0,0006
P003A;9-615.2c;5;0,0301;5;0,0005
P003A;9-984.4;5;0,0301;5;0,0005
P003A;9-606.8;4;0,0241;6;0,0006
P003A;9-606.9;4;0,0241;5;0,0005
P003A;9-614.2a;4;0,0241;6;0,0006
P003A;9-615.2k;4;0,0241;4;0,0004
P003A;9-641.00;4;0,0241;5;0,0005
P003B;9-640.03;244;0,8683;1560;0,1629
P003B;9-640.01;235;0,8363;1055;0,1101
P003B;9-640.02;221;0,7865;752;0,0785
P003B;9-980.1;193;0,6868;280;0,0292
P003B;9-640.00;174;0,6192;707;0,0738
P003B;9-980.0;128;0,4555;186;0,0194
P003B;9-614.20;113;0,4021;274;0,0286
P003B;9-615.20;108;0,3843;250;0,0261
P003B;9-615.10;107;0,3808;209;0,0218
P003B;9-606.0;106;0,3772;237;0,0247
P003B;9-614.10;91;0,3238;194;0,0203
P003B;9-615.0;88;0,3132;182;0,019
P003B;9-614.21;81;0,2883;154;0,0161
P003B;9-614.0;75;0,2669;151;0,0158
P003B;9-606.1;73;0,2598;137;0,0143
P003B;9-982.1;73;0,2598;100;0,0104
P003B;9-605.0;71;0,2527;187;0,0195
P003B;9-615.21;70;0,2491;97;0,0101
P003B;9-604;63;0,2242;97;0,0101
P003B;3-200;53;0,1886;65;0,0068
P003B;9-615.22;52;0,1851;62;0,0065
P003B;9-614.22;47;0,1673;76;0,0079
P003B;9-606.2;45;0,1601;79;0,0082
P003B;1-207.0;41;0,1459;54;0,0056
P003B;1-903;41;0,1459;85;0,0089
P003B;9-615.11;40;0,1423;50;0,0052
P003B;9-615.23;38;0,1352;45;0,0047
P003B;9-640.12;38;0,1352;377;0,0394
P003B;9-641.14;38;0,1352;454;0,0474
P003B;9-640.11;36;0,1281;117;0,0122
P003B;9-614.23;31;0,1103;45;0,0047
P003B;9-640.10;28;0,0996;52;0,0054
P003B;9-641.11;26;0,0925;58;0,0061
P003B;9-614.24;25;0,089;30;0,0031
P003B;9-614.11;24;0,0854;31;0,0032
P003B;3-800;22;0,0783;23;0,0024
P003B;9-606.4;22;0,0783;30;0,0031
P003B;9-641.10;22;0,0783;42;0,0044
P003B;9-606.3;21;0,0747;31;0,0032
P003B;9-616.20;20;0,0712;33;0,0034
P003B;9-641.12;20;0,0712;35;0,0037
P003B;9-615.26;19;0,0676;25;0,0026
P003B;9-982.0;18;0,0641;26;0,0027
P003B;9-984.0;18;0,0641;21;0,0022
P003B;9-615.24;17;0,0605;19;0,002
P003B;9-615.25;17;0,0605;29;0,003
P003B;9-616.10;17;0,0605;23;0,0024
P003B;9-605.1;16;0,0569;24;0,0025
P003B;9-642;16;0,0569;37;0,0039
P003B;9-981.1;16;0,0569;18;0,0019
P003B;9-616.0;15;0,0534;28;0,0029
P003B;9-615.27;14;0,0498;19;0,002
P003B;9-614.25;13;0,0463;15;0,0016
P003B;9-614.26;12;0,0427;19;0,002
P003B;9-615.12;12;0,0427;15;0,0016
P003B;9-616.21;12;0,0427;15;0,0016
P003B;3-990;11;0,0391;17;0,0018
P003B;9-615.2r;11;0,0391;20;0,0021
P003B;9-606.5;10;0,0356;11;0,0011
P003B;9-984.1;10;0,0356;14;0,0015
P003B;3-820;9;0,032;9;0,0009
P003B;9-615.29;9;0,032;10;0,001
P003B;9-641.13;9;0,032;18;0,0019
P003B;9-646.0;8;0,0285;8;0,0008
P003B;9-641.00;7;0,0249;8;0,0008
P003B;9-980.3;7;0,0249;7;0,0007
P003B;9-984.4;7;0,0249;7;0,0007
P003B;1-204.2;6;0,0214;6;0,0006
P003B;8-630.3;6;0,0214;70;0,0073
P003B;9-614.2r;6;0,0214;11;0,0011
P003B;9-615.28;6;0,0214;9;0,0009
P003B;9-615.2g;6;0,0214;7;0,0007
P003B;9-616.11;6;0,0214;8;0,0008
P003B;9-981.0;6;0,0214;8;0,0008
P003B;6-006.a3;5;0,0178;5;0,0005
P003B;9-605.3;5;0,0178;7;0,0007
P003B;9-606.6;5;0,0178;8;0,0008
P003B;9-614.28;5;0,0178;6;0,0006
P003B;9-614.29;5;0,0178;5;0,0005
P003B;9-615.13;5;0,0178;5;0,0005
P003B;9-615.2a;5;0,0178;6;0,0006
P003B;9-615.2c;5;0,0178;5;0,0005
P003B;9-615.2e;5;0,0178;5;0,0005
P003B;9-615.2k;5;0,0178;6;0,0006
P003B;9-616.22;5;0,0178;5;0,0005
P003B;1-632;4;0,0142;5;0,0005
P003B;3-220;4;0,0142;4;0,0004
P003B;3-222;4;0,0142;4;0,0004
P003B;3-993;4;0,0142;4;0,0004
P003B;8-630.2;4;0,0142;4;0,0004
P003B;9-606.7;4;0,0142;5;0,0005
P003B;9-606.9;4;0,0142;4;0,0004
P003B;9-614.12;4;0,0142;4;0,0004
P003B;9-614.27;4;0,0142;6;0,0006
P003B;9-615.2b;4;0,0142;5;0,0005
P003B;9-615.2d;4;0,0142;4;0,0004
P003B;9-615.2f;4;0,0142;5;0,0005
P003B;9-646.1;4;0,0142;4;0,0004
P003B;9-984.2;4;0,0142;4;0,0004
P003C;9-640.01;237;0,7926;766;0,1037
P003C;9-640.03;236;0,7893;840;0,1137
P003C;9-980.1;226;0,7559;305;0,0413
P003C;9-640.02;205;0,6856;472;0,0639
P003C;9-640.00;161;0,5385;570;0,0772
P003C;9-980.0;140;0,4682;199;0,0269
P003C;9-615.20;108;0,3612;212;0,0287
P003C;9-606.0;104;0,3478;206;0,0279
P003C;9-614.20;102;0,3411;177;0,024
P003C;9-615.10;98;0,3278;171;0,0231
P003C;9-614.10;83;0,2776;154;0,0208
P003C;9-615.21;81;0,2709;120;0,0162
P003C;9-606.1;78;0,2609;139;0,0188
P003C;9-605.0;72;0,2408;154;0,0208
P003C;9-615.0;71;0,2375;122;0,0165
P003C;9-614.0;69;0,2308;92;0,0125
P003C;9-614.21;68;0,2274;108;0,0146
P003C;9-604;65;0,2174;95;0,0129
P003C;9-982.1;58;0,194;78;0,0106
P003C;1-903;56;0,1873;101;0,0137
P003C;9-614.22;54;0,1806;71;0,0096
P003C;1-207.0;53;0,1773;60;0,0081
P003C;9-615.22;50;0,1672;68;0,0092
P003C;9-641.14;48;0,1605;335;0,0453
P003C;9-606.2;46;0,1538;78;0,0106
P003C;9-640.12;41;0,1371;343;0,0464
P003C;9-640.11;40;0,1338;89;0,012
P003C;3-200;39;0,1304;48;0,0065
P003C;9-615.11;37;0,1237;44;0,006
P003C;9-614.11;31;0,1037;37;0,005
P003C;9-641.11;30;0,1003;59;0,008
P003C;9-605.1;28;0,0936;48;0,0065
P003C;9-614.23;27;0,0903;34;0,0046
P003C;9-615.23;27;0,0903;36;0,0049
P003C;3-800;25;0,0836;26;0,0035
P003C;9-606.3;25;0,0836;31;0,0042
P003C;9-640.10;22;0,0736;40;0,0054
P003C;9-614.24;19;0,0635;20;0,0027
P003C;9-615.24;19;0,0635;20;0,0027
P003C;9-981.1;19;0,0635;21;0,0028
P003C;9-606.4;18;0,0602;19;0,0026
P003C;9-641.10;18;0,0602;36;0,0049
P003C;9-641.12;17;0,0569;41;0,0055
P003C;9-982.0;17;0,0569;24;0,0032
P003C;9-641.13;16;0,0535;31;0,0042
P003C;9-615.12;14;0,0468;18;0,0024
P003C;9-616.20;14;0,0468;18;0,0024
P003C;9-606.5;13;0,0435;13;0,0018
P003C;9-615.27;13;0,0435;15;0,002
P003C;9-984.0;13;0,0435;15;0,002
P003C;9-614.12;11;0,0368;12;0,0016
P003C;9-615.25;11;0,0368;11;0,0015
P003C;9-615.26;11;0,0368;12;0,0016
P003C;9-641.00;11;0,0368;22;0,003
P003C;3-820;10;0,0334;10;0,0014
P003C;9-615.28;10;0,0334;10;0,0014
P003C;9-616.0;10;0,0334;12;0,0016
P003C;9-616.10;10;0,0334;16;0,0022
P003C;9-616.21;10;0,0334;13;0,0018
P003C;9-981.0;10;0,0334;10;0,0014
P003C;3-990;9;0,0301;11;0,0015
P003C;9-614.26;9;0,0301;11;0,0015
P003C;9-615.2r;9;0,0301;10;0,0014
P003C;9-646.0;9;0,0301;10;0,0014
P003C;9-984.1;9;0,0301;10;0,0014
P003C;9-614.25;8;0,0268;9;0,0012
P003C;9-615.29;8;0,0268;9;0,0012
P003C;9-615.2b;8;0,0268;10;0,0014
P003C;9-606.7;7;0,0234;9;0,0012
P003C;9-614.27;7;0,0234;7;0,0009
P003C;9-614.29;7;0,0234;10;0,0014
P003C;9-615.2d;7;0,0234;8;0,0011
P003C;9-641.01;7;0,0234;10;0,0014
P003C;9-614.2r;6;0,0201;9;0,0012
P003C;9-615.2a;6;0,0201;10;0,0014
P003C;9-642;6;0,0201;25;0,0034
P003C;1-204.2;5;0,0167;5;0,0007
P003C;8-630.3;5;0,0167;41;0,0055
P003C;9-605.2;5;0,0167;5;0,0007
P003C;9-606.6;5;0,0167;5;0,0007
P003C;9-614.28;5;0,0167;5;0,0007
P003C;9-614.2b;5;0,0167;6;0,0008
P003C;9-616.22;5;0,0167;5;0,0007
P003C;6-006.a3;4;0,0134;4;0,0005
P003C;8-630.2;4;0,0134;4;0,0005
P003C;9-606.8;4;0,0134;4;0,0005
P003C;9-614.2a;4;0,0134;4;0,0005
P003C;9-615.13;4;0,0134;4;0,0005
P003C;9-615.2h;4;0,0134;4;0,0005
P003C;9-984.4;4;0,0134;4;0,0005
PA01A;9-980.1;419;0,6736;495;0,1107
PA01A;9-980.0;262;0,4212;323;0,0723
PA01A;9-606.0;158;0,254;313;0,07
PA01A;9-604;127;0,2042;179;0,04
PA01A;9-615.20;111;0,1785;175;0,0391
PA01A;9-614.20;103;0,1656;151;0,0338
PA01A;9-605.0;93;0,1495;175;0,0391
PA01A;9-615.0;87;0,1399;137;0,0306
PA01A;9-615.10;87;0,1399;140;0,0313
PA01A;9-606.1;84;0,135;135;0,0302
PA01A;9-614.0;79;0,127;104;0,0233
PA01A;9-640.00;79;0,127;159;0,0356
PA01A;9-615.21;64;0,1029;81;0,0181
PA01A;1-903;63;0,1013;80;0,0179
PA01A;1-207.0;59;0,0949;68;0,0152
PA01A;9-640.01;59;0,0949;103;0,023
PA01A;9-606.2;56;0,09;81;0,0181
PA01A;9-614.10;56;0,09;72;0,0161
PA01A;9-606.3;50;0,0804;63;0,0141
PA01A;9-614.21;49;0,0788;78;0,0174
PA01A;3-200;45;0,0723;47;0,0105
PA01A;9-980.3;44;0,0707;54;0,0121
PA01A;9-615.22;36;0,0579;44;0,0098
PA01A;9-614.22;35;0,0563;43;0,0096
PA01A;9-615.23;31;0,0498;39;0,0087
PA01A;9-640.02;31;0,0498;38;0,0085
PA01A;9-605.1;29;0,0466;41;0,0092
PA01A;9-615.11;29;0,0466;36;0,0081
PA01A;9-982.1;29;0,0466;35;0,0078
PA01A;9-614.23;24;0,0386;26;0,0058
PA01A;9-615.25;24;0,0386;30;0,0067
PA01A;9-984.1;24;0,0386;30;0,0067
PA01A;9-616.20;23;0,037;36;0,0081
PA01A;9-606.5;22;0,0354;30;0,0067
PA01A;9-615.24;21;0,0338;30;0,0067
PA01A;9-616.0;21;0,0338;35;0,0078
PA01A;9-606.4;20;0,0322;26;0,0058
PA01A;9-640.03;20;0,0322;30;0,0067
PA01A;9-982.0;19;0,0305;22;0,0049
PA01A;9-616.10;17;0,0273;22;0,0049
PA01A;9-641.11;17;0,0273;22;0,0049
PA01A;9-614.11;16;0,0257;17;0,0038
PA01A;9-615.26;16;0,0257;18;0,004
PA01A;9-606.6;15;0,0241;19;0,0043
PA01A;9-614.24;15;0,0241;16;0,0036
PA01A;9-984.0;15;0,0241;17;0,0038
PA01A;9-606.8;13;0,0209;18;0,004
PA01A;9-615.28;13;0,0209;14;0,0031
PA01A;9-641.10;13;0,0209;21;0,0047
PA01A;9-614.25;12;0,0193;19;0,0043
PA01A;9-615.12;12;0,0193;12;0,0027
PA01A;1-207.2;11;0,0177;17;0,0038
PA01A;9-640.10;11;0,0177;13;0,0029
PA01A;9-614.26;10;0,0161;11;0,0025
PA01A;9-615.29;10;0,0161;10;0,0022
PA01A;9-616.21;10;0,0161;12;0,0027
PA01A;3-800;9;0,0145;9;0,002
PA01A;9-606.7;9;0,0145;9;0,002
PA01A;9-615.2f;9;0,0145;9;0,002
PA01A;9-641.14;9;0,0145;19;0,0043
PA01A;9-615.27;8;0,0129;10;0,0022
PA01A;9-615.2c;8;0,0129;9;0,002
PA01A;9-616.23;8;0,0129;11;0,0025
PA01A;9-640.12;8;0,0129;55;0,0123
PA01A;9-641.12;8;0,0129;10;0,0022
PA01A;9-615.2a;7;0,0113;9;0,002
PA01A;9-616.11;7;0,0113;7;0,0016
PA01A;9-616.22;7;0,0113;13;0,0029
PA01A;9-640.11;7;0,0113;14;0,0031
PA01A;3-990;6;0,0096;7;0,0016
PA01A;9-614.27;6;0,0096;6;0,0013
PA01A;9-614.29;6;0,0096;6;0,0013
PA01A;9-615.2e;6;0,0096;6;0,0013
PA01A;9-641.13;6;0,0096;7;0,0016
PA01A;9-646.0;6;0,0096;6;0,0013
PA01A;9-605.2;5;0,008;11;0,0025
PA01A;9-606.a;5;0,008;8;0,0018
PA01A;9-606.b;5;0,008;5;0,0011
PA01A;9-616.24;5;0,008;6;0,0013
PA01A;9-981.1;5;0,008;5;0,0011
PA01A;9-614.28;4;0,0064;4;0,0009
PA01A;9-614.2b;4;0,0064;4;0,0009
PA01A;9-614.2e;4;0,0064;4;0,0009
PA01A;9-615.2d;4;0,0064;5;0,0011
PA01A;9-615.2j;4;0,0064;5;0,0011
PA01A;9-642;4;0,0064;4;0,0009
PA01A;9-984.2;4;0,0064;4;0,0009
PA01B;9-980.0;465;0,7841;936;0,2125
PA01B;9-606.0;284;0,4789;504;0,1144
PA01B;9-980.1;227;0,3828;275;0,0624
PA01B;9-605.0;219;0,3693;402;0,0913
PA01B;9-606.1;192;0,3238;339;0,077
PA01B;9-604;165;0,2782;211;0,0479
PA01B;9-614.20;116;0,1956;159;0,0361
PA01B;9-606.2;114;0,1922;182;0,0413
PA01B;9-614.0;70;0,118;92;0,0209
PA01B;9-605.1;68;0,1147;96;0,0218
PA01B;9-606.3;65;0,1096;106;0,0241
PA01B;9-614.10;65;0,1096;88;0,02
PA01B;1-207.0;58;0,0978;61;0,0138
PA01B;1-903;56;0,0944;80;0,0182
PA01B;9-614.21;50;0,0843;83;0,0188
PA01B;9-606.4;44;0,0742;62;0,0141
PA01B;9-606.5;33;0,0556;41;0,0093
PA01B;3-200;29;0,0489;29;0,0066
PA01B;3-800;29;0,0489;29;0,0066
PA01B;9-614.22;24;0,0405;41;0,0093
PA01B;9-615.20;22;0,0371;26;0,0059
PA01B;9-605.2;21;0,0354;34;0,0077
PA01B;9-606.6;18;0,0304;23;0,0052
PA01B;9-615.10;18;0,0304;18;0,0041
PA01B;9-614.11;17;0,0287;19;0,0043
PA01B;9-614.23;16;0,027;23;0,0052
PA01B;9-980.3;16;0,027;17;0,0039
PA01B;3-990;12;0,0202;14;0,0032
PA01B;9-606.7;12;0,0202;14;0,0032
PA01B;9-615.0;12;0,0202;13;0,003
PA01B;9-982.0;12;0,0202;13;0,003
PA01B;9-640.00;11;0,0185;16;0,0036
PA01B;3-820;10;0,0169;10;0,0023
PA01B;1-207.2;9;0,0152;10;0,0023
PA01B;9-614.24;9;0,0152;10;0,0023
PA01B;9-640.01;9;0,0152;10;0,0023
PA01B;9-984.0;9;0,0152;9;0,002
PA01B;9-615.21;8;0,0135;8;0,0018
PA01B;9-646.0;8;0,0135;8;0,0018
PA01B;9-982.1;8;0,0135;9;0,002
PA01B;8-631.0;6;0,0101;7;0,0016
PA01B;9-605.3;6;0,0101;9;0,002
PA01B;9-606.8;6;0,0101;9;0,002
PA01B;9-606.9;6;0,0101;7;0,0016
PA01B;9-614.25;6;0,0101;6;0,0014
PA01B;9-641.11;6;0,0101;9;0,002
PA01B;9-981.1;6;0,0101;6;0,0014
PA01B;9-614.12;5;0,0084;5;0,0011
PA01B;9-615.22;5;0,0084;6;0,0014
PA01B;9-624.0;5;0,0084;10;0,0023
PA01B;9-624.1;5;0,0084;12;0,0027
PA01B;9-625.1;5;0,0084;7;0,0016
PA01B;9-984.1;5;0,0084;5;0,0011
PA01B;9-606.a;4;0,0067;4;0,0009
PA01B;9-614.26;4;0,0067;4;0,0009
PA01B;9-624.2;4;0,0067;15;0,0034
PA01B;9-625.3;4;0,0067;12;0,0027
PA01B;9-641.10;4;0,0067;9;0,002
PA01B;9-981.0;4;0,0067;4;0,0009
PA02A;9-981.1;5929;0,9247;6741;0,21
PA02A;9-614.10;1943;0,303;3187;0,0993
