ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt7;ko_KArt8
PA15C;26;0,01;0,02;0,00;0,02;0,03;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,04
PA15C;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PA15C;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PA15C;8;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,01;0,01
PA15C;9;0,50;0,00;0,00;0,00;0,00;0,64;0,02;0,00;0,00;0,17;1,67;0,27;0,39
PA15C;10;0,07;0,00;0,00;0,00;0,00;0,72;0,00;0,00;0,00;0,76;1,23;0,09;0,29
PA15C;11;0,75;0,46;0,00;0,00;0,00;0,93;0,01;0,00;0,00;0,09;0,07;0,14;0,57
PK01Z;21;33,84;119,68;11,34;7,44;5,87;4,56;0,74;0,03;0,00;2,06;0,06;15,20;71,24
PK01Z;22;5,75;24,40;2,14;1,98;0,96;0,27;0,14;0,00;0,00;0,32;0,05;2,23;11,95
PK01Z;23;8,85;26,78;7,20;1,92;0,19;0,00;0,03;0,08;0,00;0,08;0,01;0,00;0,00
PK01Z;24;0,00;0,09;0,00;0,00;1,41;0,00;0,00;0,00;0,00;0,02;0,08;0,07;0,55
PK01Z;25;0,00;3,28;0,00;0,08;5,00;0,01;0,00;0,00;0,00;0,19;0,17;0,63;3,33
PK01Z;26;0,01;0,01;0,00;0,26;0,51;0,00;0,00;0,00;0,00;0,01;0,00;0,06;0,20
PK01Z;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK01Z;7;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00
PK01Z;9;0,11;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;0,01;0,08;0,05;0,08
PK01Z;10;0,05;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,00;0,23;0,31;0,04;0,17
PK01Z;11;0,34;0,08;0,00;0,00;0,00;0,58;0,01;0,00;0,00;0,04;0,26;0,07;0,30
PK02Z;21;24,63;89,25;8,19;5,52;3,57;1,93;0,85;0,03;0,00;1,26;0,10;14,23;64,52
PK02Z;22;14,29;41,69;3,68;3,17;1,57;0,99;0,26;0,02;0,00;0,56;0,02;5,16;28,74
PK02Z;23;12,60;30,41;4,10;1,32;0,07;0,00;0,09;0,01;0,00;0,13;0,12;0,00;0,00
PK02Z;24;0,00;0,03;0,00;0,00;0,48;0,00;0,00;0,00;0,00;0,06;0,20;0,01;0,32
PK02Z;25;0,00;1,07;0,00;0,09;3,39;0,30;0,01;0,00;0,00;0,09;0,64;0,28;1,86
PK02Z;26;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04
PK02Z;4;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK02Z;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK02Z;9;0,05;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,21;0,03;0,02
PK02Z;10;0,04;0,00;0,00;0,00;0,00;0,72;0,00;0,00;0,00;0,66;2,04;0,05;0,34
PK02Z;11;0,28;0,05;0,00;0,00;0,00;0,43;0,01;0,00;0,00;0,03;0,04;0,06;0,27
PK03Z;21;29,05;99,26;6,94;5,11;4,11;4,21;0,79;0,10;0,00;1,38;0,04;14,93;59,90
PK03Z;22;12,48;43,64;3,54;2,40;1,35;1,36;0,31;0,07;0,00;0,65;0,01;5,45;23,81
PK03Z;23;13,19;25,99;5,02;1,12;0,14;0,00;0,01;0,00;0,00;0,04;0,34;0,00;0,00
PK03Z;24;0,00;0,10;0,00;0,00;0,87;0,00;0,00;0,00;0,00;0,01;0,05;0,05;0,34
PK03Z;25;0,00;1,02;0,00;0,00;6,29;0,12;0,00;0,00;0,00;0,23;0,35;0,50;2,82
PK03Z;26;0,00;0,00;0,00;0,02;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
PK03Z;5;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK03Z;7;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02
PK03Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK03Z;9;0,27;0,00;0,00;0,00;0,00;0,23;0,00;0,00;0,00;0,04;0,47;0,13;0,16
PK03Z;10;0,07;0,00;0,00;0,00;0,00;0,49;0,00;0,00;0,00;0,39;0,97;0,07;0,24
PK03Z;11;0,42;0,08;0,00;0,00;0,00;0,65;0,01;0,00;0,00;0,06;0,41;0,11;0,39
PK04A;21;23,24;89,93;7,87;5,76;3,95;3,40;0,71;0,02;0,00;1,37;0,06;12,10;58,96
PK04A;22;10,33;35,07;3,81;2,84;1,47;0,72;0,22;0,01;0,00;0,47;0,02;4,71;27,58
PK04A;23;13,51;35,79;7,21;2,17;0,30;0,00;0,09;0,06;0,00;0,15;0,01;0,00;0,00
PK04A;24;0,00;0,06;0,00;0,00;0,93;0,00;0,00;0,00;0,00;0,01;0,13;0,03;0,41
PK04A;25;0,00;2,10;0,00;0,27;4,54;0,11;0,01;0,00;0,00;0,17;0,28;0,47;2,78
PK04A;26;0,00;0,00;0,00;0,07;0,14;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,07
PK04A;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK04A;9;0,09;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,01;0,14;0,04;0,05
PK04A;10;0,03;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,00;0,24;0,49;0,03;0,15
PK04A;11;0,34;0,04;0,00;0,00;0,00;0,60;0,01;0,00;0,00;0,04;0,15;0,08;0,33
PK04B;21;27,93;107,64;9,82;7,20;4,82;4,45;0,71;0,00;0,00;1,64;0,08;14,97;71,77
PK04B;22;4,99;17,44;1,50;1,39;0,64;0,36;0,10;0,00;0,00;0,28;0,01;2,26;11,91
PK04B;23;10,59;19,70;6,52;2,00;0,28;0,00;0,03;0,02;0,00;0,06;0,02;0,00;0,00
PK04B;24;0,00;0,05;0,00;0,00;0,95;0,00;0,00;0,00;0,00;0,02;0,13;0,03;0,38
PK04B;25;0,00;1,80;0,00;0,36;5,60;0,11;0,01;0,00;0,00;0,17;0,16;0,50;2,94
PK04B;26;0,00;0,00;0,00;0,12;0,13;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,07
PK04B;9;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,13;0,02;0,02
PK04B;10;0,02;0,00;0,00;0,00;0,00;0,27;0,00;0,00;0,00;0,22;0,47;0,03;0,13
PK04B;11;0,33;0,12;0,00;0,00;0,00;0,54;0,01;0,00;0,00;0,04;0,27;0,07;0,36
PK10Z;21;36,21;109,26;9,68;8,04;5,23;10,97;0,84;0,00;0,00;2,01;0,03;16,76;74,83
PK10Z;22;4,38;16,41;1,95;2,15;0,78;0,27;0,09;0,00;0,00;0,25;0,01;2,03;11,27
PK10Z;23;11,28;27,78;8,75;1,40;1,06;0,00;0,05;0,02;0,00;0,12;0,00;0,00;0,00
PK10Z;24;0,00;0,09;0,00;0,39;2,53;0,00;0,00;0,00;0,00;0,03;0,05;0,31;0,95
PK10Z;25;0,00;1,48;0,04;0,34;6,05;0,00;0,00;0,00;0,00;0,15;0,14;0,92;3,18
PK10Z;26;0,00;0,00;0,00;0,43;0,31;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0,31
PK10Z;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK10Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PK10Z;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PK10Z;9;0,07;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,01;0,12;0,04;0,03
PK10Z;10;0,05;0,00;0,00;0,00;0,00;0,30;0,00;0,00;0,00;0,23;0,45;0,03;0,15
PK10Z;11;0,46;0,05;0,00;0,00;0,00;0,73;0,01;0,00;0,00;0,05;0,30;0,11;0,44
PK14A;21;27,61;107,78;10,62;7,19;5,97;3,02;0,76;0,00;0,00;1,89;0,16;12,95;65,45
PK14A;22;8,60;33,91;2,99;2,57;1,12;0,50;0,28;0,01;0,00;0,45;0,03;3,27;17,23
PK14A;23;10,32;35,88;8,51;1,92;0,22;0,00;0,03;0,02;0,00;0,07;0,03;0,00;0,00
PK14A;24;0,00;0,02;0,00;0,00;1,09;0,00;0,00;0,00;0,00;0,05;0,22;0,03;0,58
PK14A;25;0,00;1,45;0,00;0,57;5,85;0,05;0,00;0,00;0,00;0,18;0,03;0,47;2,94
PK14A;26;0,00;0,00;0,00;0,14;0,87;0,00;0,00;0,00;0,00;0,02;0,00;0,05;0,21
PK14A;7;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00
PK14A;9;0,05;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,07;0,02;0,02
PK14A;10;0,02;0,00;0,00;0,00;0,00;0,23;0,00;0,00;0,00;0,17;0,30;0,02;0,11
PK14A;11;0,26;0,07;0,00;0,00;0,00;0,57;0,01;0,00;0,00;0,04;0,05;0,07;0,23
PK14B;21;31,06;118,40;11,05;7,85;6,50;4,18;0,75;0,00;0,00;1,92;0,12;14,39;75,02
PK14B;22;4,24;16,18;1,79;1,40;0,55;0,14;0,10;0,01;0,00;0,30;0,01;2,06;9,07
PK14B;23;8,62;26,59;6,44;1,42;0,24;0,00;0,02;0,07;0,00;0,07;0,01;0,00;0,00
PK14B;24;0,00;0,03;0,00;0,00;1,17;0,00;0,00;0,00;0,00;0,03;0,14;0,04;0,61
PK14B;25;0,00;2,41;0,00;0,70;5,34;0,05;0,00;0,00;0,00;0,16;0,01;0,58;3,22
PK14B;26;0,00;0,00;0,00;0,39;0,37;0,00;0,00;0,00;0,00;0,01;0,00;0,05;0,17
PK14B;9;0,02;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,03;0,01;0,01
PK14B;10;0,01;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,13;0,25;0,02;0,07
PK14B;11;0,21;0,05;0,00;0,00;0,00;0,44;0,00;0,00;0,00;0,03;0,12;0,05;0,21
PK14C;21;27,93;108,67;9,73;7,53;5,43;3,74;0,76;0,01;0,00;1,50;0,13;14,76;69,38
PK14C;22;5,93;23,61;1,92;1,78;0,96;0,35;0,13;0,00;0,00;0,29;0,01;2,69;13,19
PK14C;23;11,21;21,92;6,33;1,69;0,11;0,00;0,02;0,04;0,00;0,06;0,01;0,00;0,00
PK14C;24;0,00;0,07;0,00;0,00;0,73;0,00;0,00;0,00;0,00;0,02;0,07;0,03;0,49
PK14C;25;0,00;1,01;0,00;0,30;5,22;0,17;0,00;0,00;0,00;0,16;0,26;0,46;2,71
PK14C;26;0,00;0,00;0,00;0,29;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,10
PK14C;9;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,11;0,02;0,03
PK14C;10;0,03;0,00;0,00;0,00;0,00;0,40;0,00;0,00;0,00;0,35;0,73;0,05;0,19
PK14C;11;0,31;0,11;0,00;0,00;0,00;0,53;0,01;0,00;0,00;0,04;0,29;0,07;0,28
PP04A;21;28,50;39,44;7,05;1,61;1,75;1,16;1,71;0,22;0,00;0,88;0,09;12,41;55,78
PP04A;22;2,24;6,24;0,54;0,06;0,16;0,00;0,21;0,00;0,00;0,14;0,00;1,66;6,34
PP04A;23;10,69;7,06;5,08;0,40;0,26;0,03;0,06;0,00;0,00;0,06;0,05;0,00;0,00
PP04A;24;0,00;0,00;0,00;0,00;3,73;0,00;0,01;0,00;0,00;0,03;0,08;0,22;2,05
PP04A;25;0,03;0,15;0,03;0,03;4,47;0,02;0,02;0,00;0,00;0,11;0,06;0,30;1,91
PP04A;26;0,00;0,00;0,00;0,00;0,10;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,04
PP04A;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04A;7;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04A;8;0,05;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,02;0,02;0,03;0,04
PP04A;9;0,26;0,00;0,00;0,00;0,00;0,35;0,03;0,00;0,00;0,04;0,11;0,12;0,19
PP04A;10;0,05;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,00;0,26;0,53;0,04;0,14
PP04A;11;0,75;0,10;0,00;0,00;0,00;0,85;0,01;0,00;0,00;0,06;0,83;0,18;0,53
PP04B;21;26,96;37,09;8,02;1,57;2,28;0,93;1,56;0,06;0,00;0,76;0,07;12,19;57,80
PP04B;22;0,08;0,22;0,01;0,01;0,01;0,00;0,01;0,00;0,00;0,01;0,00;0,05;0,19
PP04B;23;9,91;5,61;5,45;0,44;0,30;0,01;0,04;0,00;0,00;0,04;0,03;0,00;0,00
PP04B;24;0,00;0,00;0,00;0,00;3,34;0,00;0,01;0,00;0,00;0,04;0,05;0,20;2,33
PP04B;25;0,03;0,18;0,02;0,04;4,49;0,04;0,01;0,00;0,00;0,09;0,09;0,27;1,86
PP04B;26;0,01;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,07
PP04B;7;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP04B;8;0,03;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,02;0,02
PP04B;9;0,10;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;0,02;0,08;0,05;0,07
PP04B;10;0,03;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;0,15;0,35;0,02;0,08
PP04B;11;0,45;0,12;0,00;0,00;0,00;0,49;0,01;0,00;0,00;0,03;0,19;0,12;0,36
PP10A;21;40,20;56,07;12,21;2,02;2,65;3,88;1,87;0,10;0,00;1,31;0,00;15,56;67,99
PP10A;22;0,64;1,08;0,11;0,01;0,00;0,00;0,07;0,00;0,00;0,03;0,00;0,21;0,61
PP10A;23;7,42;10,09;6,66;0,25;0,36;0,05;0,04;0,00;0,00;0,09;0,01;0,00;0,00
PP10A;24;0,00;0,00;0,00;0,01;1,78;0,00;0,00;0,00;0,00;0,01;0,03;0,22;0,67
PP10A;25;0,00;0,95;0,03;0,01;3,59;0,50;0,00;0,00;0,00;0,07;0,00;0,44;1,73
PP10A;4;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10A;5;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP10A;8;0,02;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,01;0,01;0,02
PP10A;9;0,08;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;0,01;0,01;0,05;0,05
PP10A;10;0,07;0,00;0,00;0,00;0,00;0,46;0,00;0,01;0,00;0,49;0,70;0,07;0,21
PP10A;11;0,89;0,07;0,00;0,00;0,00;1,54;0,01;0,00;0,00;0,06;0,68;0,26;0,60
PP10B;21;33,93;41,75;9,47;2,01;2,96;2,37;1,39;0,03;0,00;0,96;0,02;12,77;62,31
PP10B;22;0,21;0,30;0,04;0,01;0,00;0,00;0,02;0,00;0,00;0,02;0,00;0,04;0,14
PP10B;23;9,08;11,31;6,88;0,46;0,30;0,11;0,08;0,00;0,00;0,10;0,02;0,00;0,00
PP10B;24;0,00;0,01;0,00;0,00;2,51;0,00;0,00;0,00;0,00;0,01;0,01;0,15;1,02
PP10B;25;0,00;0,71;0,03;0,03;5,28;0,47;0,01;0,00;0,00;0,10;0,00;0,57;2,48
PP10B;26;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP10B;8;0,04;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,01;0,02;0,02;0,04
PP10B;9;0,07;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,02;0,06;0,04;0,06
PP10B;10;0,04;0,00;0,00;0,00;0,00;0,23;0,00;0,00;0,00;0,17;0,47;0,03;0,15
PP10B;11;0,54;0,03;0,00;0,00;0,00;0,77;0,01;0,00;0,00;0,04;0,33;0,14;0,40
PP14Z;21;25,77;59,37;5,74;2,59;1,97;1,59;1,25;0,06;0,00;0,84;0,13;15,54;59,82
PP14Z;22;0,68;1,65;0,12;0,03;0,05;0,00;0,06;0,00;0,00;0,05;0,00;0,40;1,57
PP14Z;23;11,78;9,31;6,74;0,98;0,18;0,02;0,09;0,00;0,00;0,06;0,01;0,00;0,00
PP14Z;24;0,00;0,00;0,00;0,00;2,50;0,00;0,00;0,00;0,00;0,01;0,01;0,08;0,84
PP14Z;25;0,01;0,18;0,00;0,04;5,09;0,06;0,04;0,00;0,00;0,18;0,05;0,41;2,59
PP14Z;26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP14Z;4;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP14Z;5;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
PP14Z;7;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01
PP14Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01
PP14Z;9;0,37;0,00;0,00;0,00;0,00;0,38;0,01;0,00;0,00;0,05;0,06;0,15;0,31
PP14Z;10;0,04;0,00;0,00;0,00;0,00;0,24;0,00;0,00;0,00;0,25;0,32;0,04;0,12
PP14Z;11;0,48;0,13;0,00;0,00;0,00;0,65;0,02;0,00;0,00;0,04;0,34;0,12;0,33
TA02Z;21;28,67;36,38;5,89;5,61;3,66;0,29;1,52;0,04;0,00;1,17;0,06;14,53;50,04
TA02Z;22;0,05;0,23;0,01;0,01;0,00;0,00;0,01;0,00;0,00;0,01;0,00;0,09;0,19
TA02Z;23;5,92;7,00;6,80;2,20;0,13;0,02;0,06;0,00;0,00;0,05;0,00;0,00;0,00
TA02Z;24;0,00;0,01;0,00;0,00;1,22;0,00;0,00;0,00;0,00;0,01;0,03;0,08;0,52
TA02Z;25;0,00;0,22;0,00;0,10;7,37;1,63;0,03;0,00;0,00;0,24;0,19;0,49;4,19
TA02Z;26;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,38
TA02Z;9;0,22;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;0,01;0,16;0,07;0,14
TA02Z;10;0,17;0,00;0,00;0,00;0,00;0,92;0,00;0,00;0,00;0,58;0,87;0,09;0,49
TA02Z;11;0,50;0,12;0,00;0,00;0,00;0,56;0,01;0,00;0,00;0,05;0,50;0,09;0,43
TA15Z;21;28,87;40,30;5,77;5,11;1,60;1,00;2,82;0,17;0,00;2,88;0,55;13,82;56,67
TA15Z;23;3,96;7,89;3,60;1,35;0,10;0,00;0,01;0,05;0,00;0,01;0,01;0,00;0,00
TA15Z;24;0,00;0,00;0,00;0,00;2,40;0,00;0,00;0,00;0,00;0,03;0,11;0,08;0,93
TA15Z;25;0,00;0,18;0,00;0,03;11,88;0,06;0,01;0,00;0,00;0,30;0,00;0,80;4,36
TA15Z;26;0,00;0,00;0,00;0,00;0,06;0,00;0,00;0,00;0,00;0,00;0,04;0,01;0,02
TA15Z;4;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA15Z;9;0,68;0,00;0,00;0,00;0,00;0,67;0,02;0,00;0,00;0,14;2,00;0,33;0,50
TA15Z;10;0,04;0,00;0,00;0,00;0,00;0,41;0,00;0,00;0,00;0,39;1,64;0,05;0,18
TA15Z;11;0,58;0,11;0,00;0,00;0,00;1,30;0,00;0,00;0,00;0,06;0,29;0,15;0,60
TA19Z;21;24,22;35,47;6,06;4,64;2,55;1,60;2,06;0,28;0,00;1,50;0,08;12,67;51,06
TA19Z;22;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA19Z;23;5,18;7,18;4,96;1,27;0,26;0,00;0,05;0,01;0,00;0,04;0,03;0,00;0,00
TA19Z;24;0,00;0,01;0,00;0,00;1,96;0,00;0,00;0,00;0,00;0,06;0,06;0,08;0,77
TA19Z;25;0,00;0,38;0,02;0,03;10,22;0,18;0,03;0,00;0,00;0,29;0,22;0,58;4,01
TA19Z;26;0,00;0,01;0,01;0,03;0,04;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,06
TA19Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA19Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TA19Z;9;0,23;0,00;0,00;0,00;0,00;0,24;0,01;0,00;0,00;0,05;0,38;0,12;0,15
TA19Z;10;0,05;0,00;0,00;0,00;0,00;0,44;0,00;0,00;0,00;0,42;0,51;0,07;0,20
TA19Z;11;0,50;0,20;0,00;0,00;0,00;0,91;0,01;0,00;0,00;0,04;0,16;0,11;0,43
TA20Z;21;22,30;29,98;7,26;4,68;3,80;1,28;1,53;0,11;0,00;1,20;0,11;9,74;46,22
TA20Z;22;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TA20Z;23;6,31;6,93;6,81;1,84;0,42;0,01;0,08;0,02;0,00;0,05;0,10;0,00;0,00
TA20Z;24;0,00;0,02;0,00;0,00;1,05;0,00;0,00;0,00;0,00;0,03;0,09;0,08;0,47
TA20Z;25;0,01;0,53;0,01;0,07;9,56;0,41;0,03;0,00;0,00;0,28;0,70;0,53;4,16
TA20Z;26;0,00;0,01;0,02;0,03;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,01;0,12
TA20Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TA20Z;8;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
TA20Z;9;0,10;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;0,04;0,22;0,05;0,06
TA20Z;10;0,03;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00;0,32;0,52;0,04;0,15
TA20Z;11;0,28;0,16;0,00;0,00;0,00;0,44;0,00;0,00;0,00;0,03;0,12;0,06;0,24
TK04Z;21;33,81;53,28;18,78;8,82;6,52;5,26;0,71;0,00;0,00;1,66;0,14;15,32;64,75
TK04Z;22;0,62;0,34;0,35;0,01;0,06;0,01;0,01;0,00;0,00;0,01;0,00;0,11;0,92
TK04Z;23;9,16;19,73;11,46;1,55;0,33;0,33;0,05;0,00;0,00;0,08;0,01;0,00;0,00
TK04Z;24;0,00;0,07;0,00;0,00;0,69;0,07;0,00;0,00;0,00;0,01;0,10;0,03;0,31
TK04Z;25;0,01;2,83;0,01;0,45;6,87;0,53;0,06;0,00;0,00;0,28;0,24;0,76;3,53
TK04Z;26;0,01;1,15;0,00;0,90;0,42;0,04;0,00;0,00;0,00;0,01;0,00;0,09;0,21
TK04Z;9;0,01;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,05;0,01;0,01
TK04Z;10;0,01;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,13;0,21;0,02;0,07
TK04Z;11;0,17;0,13;0,00;0,00;0,00;0,46;0,00;0,00;0,00;0,03;0,33;0,05;0,23
TK14Z;21;37,45;60,82;22,20;9,59;7,67;4,39;0,73;0,02;0,00;1,94;0,16;16,20;63,14
TK14Z;22;0,66;0,47;0,34;0,06;0,05;0,02;0,01;0,00;0,00;0,01;0,00;0,14;0,69
TK14Z;23;7,99;20,04;11,55;1,34;0,34;0,14;0,03;0,02;0,00;0,07;0,02;0,00;0,02
TK14Z;24;0,00;0,13;0,00;0,00;0,72;0,02;0,00;0,00;0,00;0,01;0,09;0,06;0,31
TK14Z;25;0,02;2,34;0,01;0,42;7,11;0,33;0,07;0,00;0,00;0,32;0,45;0,77;3,36
TK14Z;26;0,00;0,44;0,00;2,12;0,51;0,02;0,00;0,00;0,00;0,01;0,00;0,13;0,35
TK14Z;9;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,04;0,01;0,01
TK14Z;10;0,01;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;0,13;0,19;0,01;0,07
TK14Z;11;0,16;0,08;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,02;0,17;0,05;0,17
TP20Z;21;27,18;23,64;10,16;1,16;3,63;4,09;1,03;0,07;0,00;1,41;0,00;11,07;41,78
TP20Z;23;12,15;8,28;12,82;0,96;1,31;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
TP20Z;24;0,00;0,00;0,01;0,00;1,06;0,02;0,00;0,00;0,00;0,00;0,00;0,07;0,27
TP20Z;25;0,04;0,20;0,16;0,01;4,73;0,00;0,00;0,00;0,00;0,31;0,00;0,19;1,31
TP20Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01
TP20Z;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
TP20Z;9;0,04;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,02;0,02
TP20Z;10;0,05;0,00;0,00;0,00;0,00;0,36;0,00;0,00;0,00;0,30;0,18;0,05;0,16
TP20Z;11;0,40;0,00;0,00;0,00;0,00;1,06;0,03;0,00;0,00;0,03;0,00;0,12;0,36
