IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
B20B;3-222;6;0,1053;6;0,0099
B20B;3-225;6;0,1053;6;0,0099
B20B;8-701;5;0,0877;6;0,0099
B20B;5-021.4;5;0,0877;5;0,0082
B20B;8-98f.0;5;0,0877;5;0,0082
B20B;3-220;4;0,0702;5;0,0082
B20B;5-021.7;4;0,0702;4;0,0066
B20D;3-200;38;0,8837;73;0,2765
B20D;5-010.2;25;0,5814;25;0,0947
B20D;5-023.10;23;0,5349;23;0,0871
B20D;8-930;16;0,3721;16;0,0606
B20D;5-013.1;8;0,186;8;0,0303
B20D;5-021.0;6;0,1395;6;0,0227
B20D;1-204.2;4;0,093;7;0,0265
B20D;5-010.00;4;0,093;4;0,0152
B20D;5-983;4;0,093;4;0,0152
B20E;3-200;32;0,9697;83;0,3578
B20E;5-013.1;29;0,8788;32;0,1379
B20E;5-010.2;23;0,697;26;0,1121
B20E;8-930;21;0,6364;21;0,0905
B20E;5-010.00;7;0,2121;7;0,0302
B20E;5-013.0;7;0,2121;7;0,0302
B20E;8-98f.0;7;0,2121;7;0,0302
B20E;3-990;4;0,1212;4;0,0172
B61B;8-522.b0;4;0,2667;46;0,3217
B61B;8-529.8;4;0,2667;7;0,049
B61B;3-203;4;0,2667;4;0,028
B63Z;9-401.22;15;0,3571;15;0,3261
B66D;3-820;16;0,2025;16;0,1088
B66D;3-200;12;0,1519;13;0,0884
B66D;6-002.e5;8;0,1013;8;0,0544
B66D;6-002.e8;7;0,0886;7;0,0476
B66D;9-984.b;7;0,0886;7;0,0476
B66D;1-632.0;5;0,0633;5;0,034
B66D;3-220;5;0,0633;5;0,034
B66D;3-800;5;0,0633;5;0,034
B66D;6-002.e7;4;0,0506;4;0,0272
B66D;9-401.22;4;0,0506;4;0,0272
B67A;1-207.0;4;0,3077;4;0,1429
B67A;1-208.0;4;0,3077;4;0,1429
B67A;1-208.2;4;0,3077;4;0,1429
B67A;1-208.6;4;0,3077;4;0,1429
B67B;3-200;5;0,1351;5;0,0806
B67B;9-401.22;5;0,1351;5;0,0806
B67B;1-632.0;4;0,1081;4;0,0645
B68D;3-900;5;0,1087;5;0,1667
B68D;8-810.w4;5;0,1087;5;0,1667
B68D;3-990;4;0,087;4;0,1333
B69D;9-401.22;24;0,2424;24;0,2308
B69D;8-930;15;0,1515;15;0,1442
B69D;3-200;14;0,1414;15;0,1442
B69D;3-052;4;0,0404;4;0,0385
B69D;3-601;4;0,0404;4;0,0385
B70E;9-401.22;4;0,3636;4;0,25
B70F;9-401.22;87;0,5541;87;0,3283
B70F;8-390.x;30;0,1911;31;0,117
B70F;8-930;19;0,121;19;0,0717
B70F;3-200;18;0,1146;19;0,0717
B70F;9-984.9;11;0,0701;12;0,0453
B70F;9-984.7;10;0,0637;10;0,0377
B70F;3-052;9;0,0573;9;0,034
B70F;3-220;9;0,0573;9;0,034
B70F;1-632.0;6;0,0382;6;0,0226
B70F;3-800;6;0,0382;6;0,0226
B70F;9-984.8;6;0,0382;6;0,0226
B70F;8-800.c0;5;0,0318;5;0,0189
B70F;1-440.a;4;0,0255;4;0,0151
B70F;1-710;4;0,0255;4;0,0151
B70I;8-930;9;0,2143;9;0,3103
B70I;3-200;8;0,1905;8;0,2759
B71D;9-500.0;131;0,4533;131;0,4159
B71D;3-820;25;0,0865;25;0,0794
B71D;3-800;13;0,045;14;0,0444
B71D;1-242;12;0,0415;16;0,0508
B71D;3-200;11;0,0381;11;0,0349
B71D;1-208.1;7;0,0242;7;0,0222
B71D;8-810.wb;7;0,0242;7;0,0222
B71D;8-915;7;0,0242;7;0,0222
B71D;1-208.8;5;0,0173;6;0,019
B71D;1-204.2;4;0,0138;4;0,0127
B71D;1-440.a;4;0,0138;4;0,0127
B71D;1-632.0;4;0,0138;4;0,0127
B71D;8-914.02;4;0,0138;4;0,0127
B71D;8-930;4;0,0138;4;0,0127
B71D;9-401.22;4;0,0138;4;0,0127
B76G;3-200;6;0,15;6;0,1818
B76G;8-930;5;0,125;5;0,1515
B76G;9-401.22;4;0,10;4;0,1212
B77Z;3-200;6;0,1224;6;0,1429
B77Z;3-820;5;0,102;5;0,119
B77Z;8-930;5;0,102;5;0,119
B77Z;1-207.0;4;0,0816;5;0,119
B78A;3-200;5;0,50;14;0,40
B78B;8-930;6;0,50;6;0,2308
B78B;3-200;4;0,3333;7;0,2692
B79Z;3-200;12;0,3243;16;0,2388
B79Z;8-930;10;0,2703;10;0,1493
B79Z;3-203;7;0,1892;7;0,1045
B80Z;8-930;25;0,1701;25;0,2119
B80Z;3-200;20;0,1361;21;0,178
B80Z;5-900.04;14;0,0952;14;0,1186
B80Z;8-020.x;10;0,068;10;0,0847
B80Z;1-207.0;8;0,0544;8;0,0678
B80Z;9-984.7;8;0,0544;8;0,0678
B80Z;3-220;4;0,0272;4;0,0339
B81B;3-820;7;0,0648;8;0,1053
B81B;8-930;7;0,0648;7;0,0921
B81B;3-200;6;0,0556;6;0,0789
B81B;9-401.22;4;0,037;4;0,0526
B81B;9-984.7;4;0,037;4;0,0526
B85D;1-204.2;5;0,20;6;0,12
B85D;3-200;4;0,16;4;0,08
C01A;5-984;8;0,5714;8;0,1096
C01A;5-159.4;6;0,4286;6;0,0822
C01A;5-138.10;4;0,2857;4;0,0548
C01A;5-158.11;4;0,2857;4;0,0548
C01B;5-129.2;63;0,7079;70;0,2397
C01B;5-984;30;0,3371;36;0,1233
C01B;5-986.x;17;0,191;22;0,0753
C01B;5-124;12;0,1348;13;0,0445
C01B;1-587.0;9;0,1011;9;0,0308
C01B;1-220.0;7;0,0787;20;0,0685
C01B;5-123.20;7;0,0787;7;0,024
C01B;5-129.4;6;0,0674;6;0,0205
C01B;3-820;5;0,0562;6;0,0205
C01B;5-115;5;0,0562;5;0,0171
C01B;5-123.21;4;0,0449;4;0,0137
C01B;5-138.10;4;0,0449;4;0,0137
C01B;5-144.5a;4;0,0449;4;0,0137
C01B;5-983;4;0,0449;4;0,0137
C02B;5-163.11;17;0,3333;17;0,1717
C02B;5-984;11;0,2157;12;0,1212
C02B;5-163.10;7;0,1373;7;0,0707
C02B;5-162.1;6;0,1176;6;0,0606
C02B;5-163.0;6;0,1176;6;0,0606
C02B;5-163.12;4;0,0784;4;0,0404
C03A;5-984;463;0,7717;472;0,1266
C03A;5-159.4;419;0,6983;421;0,113
C03A;5-144.3a;350;0,5833;350;0,0939
C03A;5-986.x;319;0,5317;324;0,0869
C03A;5-158.42;203;0,3383;203;0,0545
C03A;5-154.0;192;0,32;196;0,0526
C03A;5-144.5a;184;0,3067;185;0,0496
C03A;5-158.40;163;0,2717;164;0,044
C03A;5-154.2;122;0,2033;123;0,033
C03A;5-138.10;117;0,195;118;0,0317
C03A;5-115;113;0,1883;113;0,0303
C03A;5-154.4;112;0,1867;112;0,0301
C03A;5-155.4;79;0,1317;80;0,0215
C03A;5-158.41;78;0,13;78;0,0209
C03A;1-220.0;65;0,1083;90;0,0241
C03A;5-158.13;47;0,0783;48;0,0129
C03A;5-158.43;43;0,0717;43;0,0115
C03A;5-144.5e;42;0,07;43;0,0115
C03A;5-155.0;41;0,0683;41;0,011
C03A;5-149.2x;39;0,065;40;0,0107
C03A;8-020.0;35;0,0583;35;0,0094
C03A;5-155.1;31;0,0517;31;0,0083
C03A;5-155.3;30;0,05;30;0,008
C03A;5-158.12;27;0,045;27;0,0072
C03A;5-158.10;22;0,0367;22;0,0059
C03A;5-156.1;20;0,0333;20;0,0054
C03A;5-983;19;0,0317;20;0,0054
C03A;8-901;17;0,0283;17;0,0046
C03A;5-158.11;16;0,0267;16;0,0043
C03A;5-156.0;15;0,025;15;0,004
C03A;5-156.9;15;0,025;15;0,004
C03A;5-142.1;14;0,0233;14;0,0038
C03A;5-139.0;13;0,0217;13;0,0035
C03A;5-149.0;13;0,0217;13;0,0035
C03A;5-985.2;12;0,02;15;0,004
C03A;5-158.22;10;0,0167;10;0,0027
C03A;5-139.10;9;0,015;9;0,0024
C03A;5-137.4;7;0,0117;7;0,0019
C03A;5-158.45;7;0,0117;7;0,0019
C03A;5-158.46;7;0,0117;7;0,0019
C03A;5-152.2;6;0,01;6;0,0016
C03A;5-158.44;6;0,01;6;0,0016
C03A;5-133.0;5;0,0083;5;0,0013
C03A;5-137.7;5;0,0083;5;0,0013
C03A;5-144.3b;5;0,0083;5;0,0013
C03A;5-154.3;5;0,0083;5;0,0013
C03A;5-124;4;0,0067;4;0,0011
C03A;5-138.1x;4;0,0067;4;0,0011
C03A;5-144.5b;4;0,0067;4;0,0011
C03A;5-158.14;4;0,0067;4;0,0011
C03A;5-158.33;4;0,0067;4;0,0011
C03A;5-986.0x;4;0,0067;4;0,0011
C03B;5-984;1720;0,5479;1770;0,1275
C03B;5-159.4;1631;0,5196;1646;0,1186
C03B;5-144.5a;1018;0,3243;1038;0,0748
C03B;5-986.x;577;0,1838;590;0,0425
C03B;5-154.0;577;0,1838;582;0,0419
C03B;5-158.22;565;0,18;567;0,0408
C03B;5-154.2;515;0,1641;516;0,0372
C03B;5-158.42;511;0,1628;513;0,037
C03B;5-144.3a;457;0,1456;457;0,0329
C03B;5-155.4;453;0,1443;460;0,0331
C03B;5-154.4;356;0,1134;360;0,0259
C03B;5-158.21;347;0,1105;347;0,025
C03B;1-220.0;313;0,0997;367;0,0264
C03B;5-158.20;313;0,0997;314;0,0226
C03B;5-158.12;234;0,0745;234;0,0169
C03B;5-158.10;221;0,0704;222;0,016
C03B;5-158.43;200;0,0637;202;0,0146
C03B;5-142.1;198;0,0631;198;0,0143
C03B;5-158.41;193;0,0615;194;0,014
C03B;5-138.10;185;0,0589;187;0,0135
C03B;5-155.1;168;0,0535;169;0,0122
C03B;5-158.11;168;0,0535;168;0,0121
C03B;5-155.0;165;0,0526;166;0,012
C03B;5-115;154;0,0491;156;0,0112
C03B;5-158.40;153;0,0487;154;0,0111
C03B;5-156.9;145;0,0462;147;0,0106
C03B;5-158.13;135;0,043;135;0,0097
C03B;5-155.3;129;0,0411;131;0,0094
C03B;8-020.0;120;0,0382;134;0,0097
C03B;5-144.5e;117;0,0373;117;0,0084
C03B;5-983;116;0,037;119;0,0086
C03B;5-156.0;101;0,0322;105;0,0076
C03B;5-149.2x;93;0,0296;93;0,0067
C03B;5-156.1;83;0,0264;84;0,0061
C03B;5-985.0;73;0,0233;73;0,0053
C03B;5-152.2;65;0,0207;67;0,0048
C03B;5-158.44;52;0,0166;52;0,0037
C03B;5-158.23;46;0,0147;47;0,0034
C03B;5-158.26;42;0,0134;42;0,003
C03B;5-154.3;41;0,0131;41;0,003
C03B;5-139.10;38;0,0121;39;0,0028
C03B;5-149.0;38;0,0121;38;0,0027
C03B;5-139.0;36;0,0115;36;0,0026
C03B;5-158.45;36;0,0115;36;0,0026
C03B;5-139.11;35;0,0112;35;0,0025
C03B;8-901;35;0,0112;35;0,0025
C03B;5-124;29;0,0092;29;0,0021
C03B;5-158.15;29;0,0092;29;0,0021
C03B;5-158.14;28;0,0089;28;0,002
C03B;5-139.12;25;0,008;25;0,0018
C03B;5-985.2;25;0,008;25;0,0018
C03B;8-700.0;25;0,008;25;0,0018
C03B;5-133.0;20;0,0064;20;0,0014
C03B;5-986.0x;20;0,0064;20;0,0014
C03B;9-984.7;19;0,0061;19;0,0014
C03B;5-137.4;15;0,0048;15;0,0011
C03B;5-139.x;15;0,0048;15;0,0011
C03B;5-158.02;15;0,0048;15;0,0011
C03B;5-158.36;15;0,0048;15;0,0011
C03B;5-155.2;14;0,0045;14;0,001
C03B;5-158.46;14;0,0045;14;0,001
C03B;5-158.16;13;0,0041;13;0,0009
C03B;5-129.4;11;0,0035;11;0,0008
C03B;5-137.7;11;0,0035;11;0,0008
C03B;5-158.33;10;0,0032;10;0,0007
C03B;5-985.5;10;0,0032;10;0,0007
C03B;5-144.5b;9;0,0029;9;0,0006
C03B;5-985.x;9;0,0029;9;0,0006
C03B;5-144.50;7;0,0022;7;0,0005
C03B;5-158.32;7;0,0022;7;0,0005
C03B;5-123.20;6;0,0019;6;0,0004
C03B;5-158.24;6;0,0019;6;0,0004
C03B;5-159.00;6;0,0019;6;0,0004
C03B;9-984.8;6;0,0019;6;0,0004
C03B;5-144.25;5;0,0016;5;0,0004
C03B;5-144.35;5;0,0016;5;0,0004
C03B;5-144.3b;5;0,0016;5;0,0004
C03B;5-145.20;5;0,0016;5;0,0004
C03B;5-155.5;5;0,0016;5;0,0004
C03B;5-157.0;5;0,0016;5;0,0004
C03B;5-158.06;5;0,0016;5;0,0004
C03B;5-158.25;5;0,0016;5;0,0004
C03B;5-158.34;5;0,0016;5;0,0004
C03B;8-855.3;4;0,0013;10;0,0007
C03B;5-138.1x;4;0,0013;4;0,0003
C03B;5-139.1x;4;0,0013;4;0,0003
C03B;5-144.30;4;0,0013;4;0,0003
C03B;5-145.26;4;0,0013;4;0,0003
C03B;5-146.0b;4;0,0013;4;0,0003
C03B;5-146.2f;4;0,0013;4;0,0003
C03B;5-147.1;4;0,0013;4;0,0003
C03B;5-158.1x;4;0,0013;4;0,0003
C03B;8-900;4;0,0013;4;0,0003
C03C;5-159.4;1824;0,5141;1832;0,1545
C03C;5-984;1669;0,4704;1689;0,1425
C03C;5-158.22;779;0,2196;781;0,0659
C03C;5-158.21;681;0,1919;682;0,0575
C03C;5-158.20;541;0,1525;542;0,0457
C03C;5-158.10;475;0,1339;476;0,0402
C03C;5-986.x;464;0,1308;474;0,04
C03C;5-154.0;433;0,122;438;0,0369
C03C;5-158.12;401;0,113;403;0,034
C03C;5-155.4;390;0,1099;390;0,0329
C03C;5-156.9;323;0,091;328;0,0277
C03C;1-220.0;296;0,0834;337;0,0284
C03C;5-158.11;278;0,0784;279;0,0235
C03C;5-154.2;255;0,0719;255;0,0215
C03C;5-142.1;235;0,0662;235;0,0198
C03C;5-158.15;207;0,0583;210;0,0177
C03C;5-983;177;0,0499;185;0,0156
C03C;5-138.10;128;0,0361;128;0,0108
C03C;5-986.0x;111;0,0313;111;0,0094
C03C;5-158.26;101;0,0285;101;0,0085
C03C;5-155.1;94;0,0265;95;0,008
C03C;5-115;87;0,0245;87;0,0073
C03C;5-155.0;85;0,024;85;0,0072
C03C;5-158.1x;82;0,0231;82;0,0069
C03C;5-158.23;81;0,0228;81;0,0068
C03C;5-154.3;75;0,0211;75;0,0063
C03C;5-155.3;68;0,0192;68;0,0057
C03C;5-133.0;67;0,0189;67;0,0057
C03C;5-139.12;60;0,0169;63;0,0053
