nd_Pepp;nd_Code;nd_FaelleAnzahl;nd_FaelleAnteil;nd_NennungenAnzahl;nd_NennungenAnteil
P002Z;X84.9;25;0,1185;26;0,0416
P002Z;F43.1;18;0,0853;18;0,0288
P002Z;F92.8;14;0,0664;14;0,0224
P002Z;F60.31;13;0,0616;13;0,0208
P002Z;F32.2;12;0,0569;12;0,0192
P002Z;F19.1;10;0,0474;10;0,016
P002Z;F32.1;9;0,0427;9;0,0144
P002Z;Z62;9;0,0427;9;0,0144
P002Z;Z63;9;0,0427;9;0,0144
P002Z;F70.1;8;0,0379;8;0,0128
P002Z;F93.8;8;0,0379;8;0,0128
P002Z;K59.0;8;0,0379;8;0,0128
P002Z;R64;8;0,0379;8;0,0128
P002Z;F12.1;7;0,0332;7;0,0112
P002Z;F15.0;7;0,0332;7;0,0112
P002Z;F74.1;7;0,0332;7;0,0112
P002Z;F90.0;7;0,0332;7;0,0112
P002Z;Z60;7;0,0332;7;0,0112
P002Z;F10.1;6;0,0284;6;0,0096
P002Z;F15.1;6;0,0284;6;0,0096
P002Z;F63.8;6;0,0284;6;0,0096
P002Z;F83;6;0,0284;6;0,0096
P002Z;F91.3;6;0,0284;6;0,0096
P002Z;F94.1;6;0,0284;6;0,0096
P002Z;U69.34;6;0,0284;8;0,0128
P002Z;Z55;6;0,0284;6;0,0096
P002Z;F12.0;5;0,0237;5;0,008
P002Z;F40.1;5;0,0237;5;0,008
P002Z;F50.01;5;0,0237;5;0,008
P002Z;F71.1;5;0,0237;5;0,008
P002Z;F94.2;5;0,0237;5;0,008
P002Z;Z91.8;5;0,0237;5;0,008
P002Z;E55.9;4;0,019;4;0,0064
P002Z;E66.99;4;0,019;4;0,0064
P002Z;F12.2;4;0,019;4;0,0064
P002Z;F17.1;4;0,019;4;0,0064
P002Z;F32.3;4;0,019;4;0,0064
P002Z;F41.1;4;0,019;4;0,0064
P002Z;F43.8;4;0,019;4;0,0064
P002Z;F82.1;4;0,019;4;0,0064
P002Z;F90.1;4;0,019;4;0,0064
P002Z;F92.0;4;0,019;4;0,0064
P002Z;F98.00;4;0,019;4;0,0064
P002Z;J06.8;4;0,019;4;0,0064
P002Z;J06.9;4;0,019;4;0,0064
P002Z;N91.1;4;0,019;4;0,0064
P002Z;R00.1;4;0,019;4;0,0064
P002Z;R51;4;0,019;4;0,0064
P002Z;S51.9;4;0,019;4;0,0064
P002Z;S60.2;4;0,019;4;0,0064
P002Z;Z72.8;4;0,019;4;0,0064
P002Z;Z73;4;0,019;4;0,0064
P003A;R32;23;0,1474;23;0,0189
P003A;I10.00;22;0,141;22;0,0181
P003A;K59.0;18;0,1154;18;0,0148
P003A;Z74.1;17;0,109;17;0,014
P003A;E87.6;16;0,1026;16;0,0132
P003A;Z74.3;15;0,0962;15;0,0124
P003A;E86;14;0,0897;14;0,0115
P003A;F60.31;14;0,0897;14;0,0115
P003A;R15;14;0,0897;14;0,0115
P003A;R45.1;14;0,0897;14;0,0115
P003A;E11.90;13;0,0833;13;0,0107
P003A;R29.6;13;0,0833;13;0,0107
