pr_Pepp;pr_Code;pr_FaelleAnzahl;pr_FaelleAnteil;pr_NennungenAnzahl;pr_NennungenAnteil
P002Z;9-672;199;0,9431;342;0,0185
P002Z;9-693.12;181;0,8578;1873;0,1015
P002Z;9-693.13;162;0,7678;1003;0,0544
P002Z;9-693.14;147;0,6967;830;0,045
P002Z;9-983.2;145;0,6872;246;0,0133
P002Z;9-693.11;142;0,673;1594;0,0864
P002Z;9-693.10;134;0,6351;1097;0,0595
P002Z;9-656;131;0,6209;218;0,0118
P002Z;9-693.15;117;0,5545;703;0,0381
P002Z;9-696.10;109;0,5166;208;0,0113
P002Z;9-696.80;107;0,5071;282;0,0153
P002Z;9-696.61;104;0,4929;248;0,0134
P002Z;9-696.11;100;0,4739;196;0,0106
P002Z;9-696.60;99;0,4692;232;0,0126
P002Z;9-696.81;96;0,455;226;0,0123
P002Z;9-696.53;95;0,4502;180;0,0098
P002Z;9-696.70;95;0,4502;202;0,0109
P002Z;9-696.13;90;0,4265;143;0,0078
P002Z;9-696.31;89;0,4218;157;0,0085
P002Z;9-696.52;88;0,4171;177;0,0096
P002Z;9-696.40;87;0,4123;374;0,0203
P002Z;9-983.1;83;0,3934;139;0,0075
P002Z;9-696.12;82;0,3886;155;0,0084
P002Z;9-696.82;81;0,3839;168;0,0091
P002Z;9-696.62;80;0,3791;202;0,0109
P002Z;9-696.71;80;0,3791;146;0,0079
P002Z;9-696.33;78;0,3697;141;0,0076
P002Z;9-693.00;74;0,3507;492;0,0267
P002Z;9-696.72;74;0,3507;121;0,0066
P002Z;9-696.32;72;0,3412;143;0,0078
P002Z;9-696.73;71;0,3365;111;0,006
P002Z;9-696.50;69;0,327;127;0,0069
P002Z;9-696.15;68;0,3223;109;0,0059
P002Z;9-696.30;67;0,3175;111;0,006
P002Z;9-696.51;67;0,3175;140;0,0076
P002Z;9-696.83;67;0,3175;120;0,0065
P002Z;9-696.14;65;0,3081;93;0,005
P002Z;9-696.55;64;0,3033;108;0,0059
P002Z;9-696.63;64;0,3033;128;0,0069
P002Z;9-693.01;63;0,2986;469;0,0254
P002Z;9-983.0;63;0,2986;76;0,0041
P002Z;9-693.02;60;0,2844;464;0,0252
P002Z;9-696.35;59;0,2796;88;0,0048
P002Z;9-696.84;59;0,2796;100;0,0054
P002Z;9-696.64;55;0,2607;93;0,005
P002Z;1-207.0;53;0,2512;56;0,003
P002Z;9-696.20;53;0,2512;174;0,0094
P002Z;9-696.16;52;0,2464;77;0,0042
P002Z;9-696.34;50;0,237;69;0,0037
P002Z;9-696.36;50;0,237;76;0,0041
P002Z;9-696.87;49;0,2322;60;0,0033
P002Z;9-696.86;48;0,2275;72;0,0039
P002Z;9-696.54;47;0,2227;70;0,0038
P002Z;9-696.75;47;0,2227;72;0,0039
P002Z;9-696.85;47;0,2227;67;0,0036
P002Z;9-696.7w;46;0,218;142;0,0077
P002Z;9-696.41;45;0,2133;124;0,0067
P002Z;9-696.37;44;0,2085;69;0,0037
P002Z;9-696.56;44;0,2085;73;0,004
P002Z;9-696.74;42;0,1991;62;0,0034
P002Z;9-696.17;40;0,1896;52;0,0028
P002Z;9-693.03;38;0,1801;235;0,0127
P002Z;9-696.57;37;0,1754;66;0,0036
P002Z;9-696.88;37;0,1754;49;0,0027
P002Z;9-696.65;36;0,1706;69;0,0037
P002Z;9-696.77;36;0,1706;53;0,0029
P002Z;9-696.1g;34;0,1611;42;0,0023
P002Z;9-696.19;33;0,1564;39;0,0021
P002Z;9-696.76;32;0,1517;45;0,0024
P002Z;9-696.18;31;0,1469;40;0,0022
P002Z;9-696.38;31;0,1469;39;0,0021
P002Z;9-696.58;30;0,1422;41;0,0022
P002Z;9-696.5b;29;0,1374;47;0,0025
P002Z;9-696.59;28;0,1327;41;0,0022
P002Z;9-696.66;28;0,1327;44;0,0024
P002Z;9-696.8w;27;0,128;145;0,0079
P002Z;9-696.0;26;0,1232;50;0,0027
P002Z;9-696.89;26;0,1232;32;0,0017
P002Z;9-696.8a;26;0,1232;32;0,0017
P002Z;9-696.5a;25;0,1185;34;0,0018
P002Z;3-800;24;0,1137;24;0,0013
P002Z;9-696.1b;24;0,1137;30;0,0016
P002Z;9-696.79;24;0,1137;30;0,0016
P002Z;9-696.1a;23;0,109;27;0,0015
P002Z;9-696.67;23;0,109;35;0,0019
P002Z;9-696.8b;23;0,109;29;0,0016
P002Z;9-693.04;22;0,1043;103;0,0056
P002Z;9-696.1c;22;0,1043;25;0,0014
P002Z;9-696.39;21;0,0995;33;0,0018
P002Z;9-696.3a;21;0,0995;29;0,0016
P002Z;9-696.78;21;0,0995;29;0,0016
P002Z;9-696.7b;20;0,0948;23;0,0012
P002Z;9-696.7e;20;0,0948;24;0,0013
P002Z;9-696.8d;20;0,0948;24;0,0013
P002Z;9-696.42;19;0,09;40;0,0022
P002Z;9-696.68;19;0,09;29;0,0016
P002Z;9-696.8c;19;0,09;29;0,0016
P002Z;9-696.3b;18;0,0853;24;0,0013
P002Z;9-696.3g;17;0,0806;22;0,0012
P002Z;9-696.7d;17;0,0806;19;0,001
P002Z;9-696.3c;16;0,0758;22;0,0012
P002Z;9-696.7c;16;0,0758;17;0,0009
P002Z;9-696.8e;16;0,0758;18;0,001
P002Z;9-696.8g;16;0,0758;17;0,0009
P002Z;9-696.21;15;0,0711;22;0,0012
P002Z;9-696.7a;15;0,0711;21;0,0011
P002Z;9-696.8j;15;0,0711;20;0,0011
P002Z;9-696.1d;14;0,0664;14;0,0008
P002Z;9-696.5d;14;0,0664;20;0,0011
P002Z;9-696.7h;14;0,0664;14;0,0008
P002Z;9-696.7k;14;0,0664;16;0,0009
P002Z;9-696.7p;14;0,0664;18;0,001
P002Z;9-696.7q;14;0,0664;15;0,0008
P002Z;9-696.1e;13;0,0616;13;0,0007
P002Z;9-696.5c;13;0,0616;18;0,001
P002Z;9-696.7f;13;0,0616;15;0,0008
P002Z;9-696.3d;12;0,0569;12;0,0007
P002Z;9-696.5f;12;0,0569;17;0,0009
P002Z;9-696.1f;11;0,0521;14;0,0008
P002Z;9-696.7g;11;0,0521;11;0,0006
P002Z;9-696.8f;11;0,0521;15;0,0008
P002Z;9-696.7s;10;0,0474;11;0,0006
P002Z;9-696.8h;10;0,0474;14;0,0008
P002Z;9-696.8m;10;0,0474;12;0,0007
P002Z;9-696.8q;10;0,0474;12;0,0007
P002Z;9-696.5e;9;0,0427;11;0,0006
P002Z;9-696.6b;9;0,0427;12;0,0007
P002Z;9-696.7j;9;0,0427;10;0,0005
P002Z;9-690.11;8;0,0379;44;0,0024
P002Z;9-696.43;8;0,0379;10;0,0005
P002Z;9-696.69;8;0,0379;13;0,0007
P002Z;9-696.8k;8;0,0379;9;0,0005
P002Z;9-696.3e;7;0,0332;8;0,0004
P002Z;9-696.5h;7;0,0332;9;0,0005
P002Z;9-696.6a;7;0,0332;15;0,0008
P002Z;9-696.7n;7;0,0332;8;0,0004
P002Z;9-696.7t;7;0,0332;8;0,0004
P002Z;9-696.7u;7;0,0332;8;0,0004
P002Z;9-696.8r;7;0,0332;8;0,0004
P002Z;9-690.12;6;0,0284;20;0,0011
P002Z;9-696.7m;6;0,0284;6;0,0003
P002Z;9-696.8n;6;0,0284;8;0,0004
P002Z;9-696.8p;6;0,0284;11;0,0006
P002Z;9-696.8v;6;0,0284;7;0,0004
P002Z;9-690.10;5;0,0237;18;0,001
P002Z;9-696.3f;5;0,0237;6;0,0003
P002Z;9-696.5j;5;0,0237;5;0,0003
P002Z;9-696.7r;5;0,0237;5;0,0003
P002Z;9-696.8s;5;0,0237;5;0,0003
P002Z;9-696.8u;5;0,0237;5;0,0003
P002Z;9-696.5g;4;0,019;4;0,0002
P002Z;9-696.5k;4;0,019;4;0,0002
P003A;9-640.07;149;0,9551;1073;0,0829
P003A;9-640.08;148;0,9487;3113;0,2406
P003A;9-640.06;146;0,9359;1043;0,0806
P003A;9-618;124;0,7949;562;0,0434
P003A;9-980.1;122;0,7821;256;0,0198
P003A;9-619;111;0,7115;468;0,0362
P003A;9-649.60;109;0,6987;439;0,0339
P003A;9-649.0;100;0,641;450;0,0348
P003A;9-649.50;97;0,6218;238;0,0184
P003A;9-617;95;0,609;355;0,0274
P003A;9-649.70;95;0,609;221;0,0171
P003A;9-649.80;94;0,6026;419;0,0324
P003A;9-649.10;88;0,5641;194;0,015
P003A;9-607;82;0,5256;227;0,0175
P003A;9-640.04;82;0,5256;243;0,0188
P003A;9-640.05;74;0,4744;193;0,0149
P003A;9-649.51;69;0,4423;132;0,0102
P003A;9-980.0;69;0,4423;182;0,0141
P003A;9-61a;66;0,4231;191;0,0148
P003A;9-649.61;60;0,3846;162;0,0125
P003A;9-649.71;58;0,3718;122;0,0094
P003A;9-649.11;56;0,359;124;0,0096
P003A;9-649.72;49;0,3141;82;0,0063
P003A;9-649.52;44;0,2821;83;0,0064
P003A;9-649.62;38;0,2436;80;0,0062
P003A;9-649.73;36;0,2308;51;0,0039
P003A;9-649.20;33;0,2115;116;0,009
P003A;9-649.81;33;0,2115;113;0,0087
P003A;9-982.1;32;0,2051;36;0,0028
P003A;9-649.53;30;0,1923;38;0,0029
P003A;3-200;29;0,1859;46;0,0036
P003A;9-649.40;29;0,1859;85;0,0066
P003A;1-207.0;28;0,1795;31;0,0024
P003A;9-649.74;28;0,1795;39;0,003
P003A;9-649.12;26;0,1667;51;0,0039
P003A;9-649.30;26;0,1667;47;0,0036
P003A;9-649.7r;25;0,1603;69;0,0053
P003A;9-649.63;23;0,1474;42;0,0032
P003A;9-649.13;22;0,141;33;0,0026
P003A;9-649.75;21;0,1346;28;0,0022
P003A;9-649.82;21;0,1346;81;0,0063
P003A;9-649.76;19;0,1218;25;0,0019
P003A;3-990;17;0,109;31;0,0024
P003A;9-649.31;16;0,1026;41;0,0032
P003A;9-649.77;16;0,1026;18;0,0014
P003A;9-645.03;15;0,0962;39;0,003
P003A;9-649.79;14;0,0897;18;0,0014
P003A;9-649.7a;14;0,0897;19;0,0015
P003A;9-649.7b;14;0,0897;15;0,0012
P003A;9-61b;13;0,0833;68;0,0053
P003A;9-649.78;13;0,0833;17;0,0013
P003A;9-641.11;12;0,0769;33;0,0026
P003A;9-649.21;12;0,0769;67;0,0052
P003A;9-649.55;12;0,0769;13;0,001
P003A;9-984.9;12;0,0769;13;0,001
P003A;9-649.14;11;0,0705;14;0,0011
P003A;9-649.15;11;0,0705;13;0,001
P003A;9-649.54;11;0,0705;11;0,0009
P003A;9-649.65;11;0,0705;14;0,0011
P003A;3-800;10;0,0641;10;0,0008
P003A;9-649.64;9;0,0577;14;0,0011
P003A;9-649.7c;9;0,0577;12;0,0009
P003A;9-649.7g;9;0,0577;9;0,0007
P003A;9-649.83;9;0,0577;21;0,0016
P003A;9-984.7;9;0,0577;9;0,0007
P003A;9-649.32;8;0,0513;11;0,0009
P003A;9-649.7d;8;0,0513;8;0,0006
P003A;9-982.0;8;0,0513;10;0,0008
P003A;9-984.8;8;0,0513;9;0,0007
P003A;9-641.10;7;0,0449;15;0,0012
P003A;9-641.14;7;0,0449;207;0,016
P003A;9-649.7e;7;0,0449;9;0,0007
P003A;9-649.7k;7;0,0449;7;0,0005
P003A;9-649.84;7;0,0449;10;0,0008
P003A;1-632.0;6;0,0385;27;0,0021
P003A;8-630.2;6;0,0385;6;0,0005
P003A;9-649.41;6;0,0385;10;0,0008
P003A;9-649.66;6;0,0385;7;0,0005
P003A;9-649.7q;6;0,0385;6;0,0005
P003A;9-649.8r;6;0,0385;10;0,0008
P003A;6-006.a3;5;0,0321;5;0,0004
P003A;8-630.3;5;0,0321;60;0,0046
P003A;9-641.13;5;0,0321;12;0,0009
P003A;9-649.22;5;0,0321;6;0,0005
P003A;9-649.33;5;0,0321;7;0,0005
P003A;9-649.7h;5;0,0321;6;0,0005
P003A;3-035;4;0,0256;4;0,0003
P003A;3-220;4;0,0256;4;0,0003
P003A;3-221;4;0,0256;4;0,0003
P003A;3-820;4;0,0256;4;0,0003
P003A;3-993;4;0,0256;5;0,0004
P003A;9-641.00;4;0,0256;47;0,0036
P003A;9-641.01;4;0,0256;14;0,0011
P003A;9-641.12;4;0,0256;14;0,0011
P003A;9-645.04;4;0,0256;4;0,0003
P003A;9-649.16;4;0,0256;4;0,0003
P003A;9-649.35;4;0,0256;4;0,0003
P003A;9-649.5b;4;0,0256;4;0,0003
P003A;9-649.7f;4;0,0256;6;0,0005
P003A;9-649.7j;4;0,0256;4;0,0003
P003A;9-649.7m;4;0,0256;6;0,0005
P003A;9-649.86;4;0,0256;8;0,0006
P003A;9-984.b;4;0,0256;4;0,0003
P003B;9-640.08;329;0,8965;1885;0,1224
P003B;9-640.06;322;0,8774;1313;0,0852
P003B;9-640.07;300;0,8174;925;0,06
P003B;9-618;276;0,752;852;0,0553
P003B;9-980.1;260;0,7084;534;0,0347
P003B;9-619;247;0,673;711;0,0462
P003B;9-649.60;219;0,5967;615;0,0399
P003B;9-649.0;196;0,5341;467;0,0303
P003B;9-617;190;0,5177;542;0,0352
P003B;9-649.10;184;0,5014;308;0,02
P003B;9-649.80;171;0,4659;529;0,0343
P003B;9-607;170;0,4632;359;0,0233
P003B;9-640.04;166;0,4523;413;0,0268
P003B;9-649.50;157;0,4278;285;0,0185
P003B;9-649.70;156;0,4251;259;0,0168
P003B;9-640.05;148;0,4033;276;0,0179
P003B;9-61a;147;0,4005;379;0,0246
P003B;9-980.0;133;0,3624;270;0,0175
P003B;9-649.61;120;0,327;271;0,0176
P003B;9-649.11;111;0,3025;178;0,0116
P003B;9-649.71;107;0,2916;151;0,0098
P003B;9-982.1;103;0,2807;143;0,0093
P003B;9-649.51;97;0,2643;162;0,0105
P003B;9-649.72;74;0,2016;98;0,0064
P003B;3-200;69;0,188;92;0,006
P003B;9-649.62;67;0,1826;118;0,0077
P003B;1-207.0;59;0,1608;74;0,0048
P003B;9-649.52;56;0,1526;67;0,0043
P003B;9-649.81;55;0,1499;114;0,0074
P003B;9-649.73;54;0,1471;80;0,0052
P003B;9-649.12;53;0,1444;62;0,004
P003B;9-649.40;52;0,1417;162;0,0105
P003B;9-649.74;49;0,1335;67;0,0043
P003B;9-61b;46;0,1253;96;0,0062
P003B;9-649.20;46;0,1253;117;0,0076
P003B;9-649.63;41;0,1117;64;0,0042
P003B;9-649.30;40;0,109;58;0,0038
P003B;9-649.7r;40;0,109;106;0,0069
P003B;3-990;36;0,0981;47;0,0031
P003B;9-649.77;36;0,0981;41;0,0027
P003B;9-649.79;34;0,0926;46;0,003
P003B;9-984.7;34;0,0926;36;0,0023
P003B;9-649.53;31;0,0845;34;0,0022
P003B;9-649.76;31;0,0845;36;0,0023
P003B;9-641.14;30;0,0817;319;0,0207
P003B;9-649.31;30;0,0817;51;0,0033
P003B;9-984.8;30;0,0817;34;0,0022
P003B;9-649.13;28;0,0763;32;0,0021
P003B;9-649.75;28;0,0763;36;0,0023
P003B;9-649.78;28;0,0763;34;0,0022
P003B;9-649.7a;27;0,0736;35;0,0023
P003B;9-649.82;27;0,0736;66;0,0043
P003B;3-800;25;0,0681;27;0,0018
P003B;9-649.7c;23;0,0627;27;0,0018
P003B;9-984.9;23;0,0627;27;0,0018
P003B;9-641.00;22;0,0599;99;0,0064
P003B;9-641.11;22;0,0599;69;0,0045
P003B;9-649.7b;21;0,0572;24;0,0016
P003B;9-649.7e;21;0,0572;22;0,0014
P003B;9-982.0;21;0,0572;35;0,0023
P003B;9-649.64;20;0,0545;25;0,0016
P003B;9-649.7d;20;0,0545;22;0,0014
P003B;9-981.1;20;0,0545;28;0,0018
P003B;9-645.03;19;0,0518;34;0,0022
P003B;9-649.21;19;0,0518;37;0,0024
P003B;9-649.54;18;0,049;26;0,0017
P003B;9-649.83;18;0,049;27;0,0018
P003B;1-204.2;16;0,0436;16;0,001
P003B;9-649.14;16;0,0436;18;0,0012
P003B;9-649.65;15;0,0409;21;0,0014
P003B;9-649.7f;15;0,0409;16;0,001
P003B;9-641.12;14;0,0381;45;0,0029
P003B;9-649.15;14;0,0381;14;0,0009
P003B;9-649.55;13;0,0354;18;0,0012
P003B;9-641.10;12;0,0327;19;0,0012
P003B;9-649.32;12;0,0327;17;0,0011
P003B;9-649.7g;12;0,0327;12;0,0008
P003B;9-649.7h;12;0,0327;12;0,0008
P003B;9-641.13;11;0,03;19;0,0012
P003B;9-649.41;11;0,03;20;0,0013
P003B;9-649.84;11;0,03;17;0,0011
P003B;9-984.a;11;0,03;12;0,0008
P003B;9-641.01;10;0,0272;19;0,0012
P003B;9-649.7k;10;0,0272;11;0,0007
P003B;9-649.7n;9;0,0245;11;0,0007
P003B;3-035;8;0,0218;8;0,0005
P003B;3-820;8;0,0218;9;0,0006
P003B;9-640.15;8;0,0218;19;0,0012
P003B;9-649.16;8;0,0218;9;0,0006
P003B;9-649.17;8;0,0218;8;0,0005
P003B;9-649.7j;8;0,0218;9;0,0006
P003B;9-984.b;8;0,0218;8;0,0005
P003B;3-993;7;0,0191;7;0,0005
P003B;8-390.0;7;0,0191;7;0,0005
P003B;8-630.2;7;0,0191;8;0,0005
P003B;8-630.3;7;0,0191;65;0,0042
P003B;9-649.7m;7;0,0191;7;0,0005
P003B;3-203;6;0,0163;7;0,0005
P003B;9-640.13;6;0,0163;8;0,0005
P003B;9-649.66;6;0,0163;8;0,0005
P003B;9-649.7p;6;0,0163;8;0,0005
P003B;9-649.7q;6;0,0163;6;0,0004
P003B;9-649.87;6;0,0163;6;0,0004
P003B;3-205;5;0,0136;5;0,0003
P003B;3-225;5;0,0136;5;0,0003
P003B;9-649.33;5;0,0136;6;0,0004
P003B;9-649.59;5;0,0136;5;0,0003
P003B;9-649.68;5;0,0136;5;0,0003
P003B;9-981.0;5;0,0136;6;0,0004
P003B;3-220;4;0,0109;5;0,0003
P003B;9-640.16;4;0,0109;6;0,0004
P003B;9-649.22;4;0,0109;8;0,0005
P003B;9-649.34;4;0,0109;5;0,0003
P003B;9-649.56;4;0,0109;5;0,0003
P003B;9-649.57;4;0,0109;6;0,0004
P003B;9-649.67;4;0,0109;4;0,0003
P003B;9-649.85;4;0,0109;12;0,0008
P003B;9-649.86;4;0,0109;6;0,0004
P003C;9-640.08;217;0,9234;758;0,0832
P003C;9-618;212;0,9021;625;0,0686
P003C;9-640.06;212;0,9021;721;0,0791
P003C;9-980.1;190;0,8085;349;0,0383
P003C;9-640.07;174;0,7404;330;0,0362
P003C;9-607;168;0,7149;362;0,0397
P003C;9-617;163;0,6936;481;0,0528
P003C;9-649.60;155;0,6596;409;0,0449
P003C;9-619;147;0,6255;417;0,0458
P003C;9-980.0;143;0,6085;268;0,0294
P003C;9-649.80;134;0,5702;396;0,0435
P003C;9-649.0;127;0,5404;320;0,0351
P003C;9-649.10;117;0,4979;231;0,0254
P003C;9-649.50;101;0,4298;176;0,0193
P003C;9-649.61;98;0,417;244;0,0268
P003C;9-640.04;97;0,4128;221;0,0243
P003C;9-649.70;96;0,4085;179;0,0196
P003C;9-649.11;91;0,3872;136;0,0149
P003C;9-640.05;77;0,3277;126;0,0138
P003C;9-61a;74;0,3149;140;0,0154
P003C;9-649.71;74;0,3149;122;0,0134
P003C;9-649.51;63;0,2681;100;0,011
P003C;9-649.72;56;0,2383;79;0,0087
P003C;9-649.62;54;0,2298;90;0,0099
P003C;9-649.40;48;0,2043;133;0,0146
P003C;9-649.81;46;0,1957;97;0,0106
P003C;9-649.52;40;0,1702;51;0,0056
P003C;9-649.20;38;0,1617;91;0,01
P003C;9-649.63;38;0,1617;56;0,0061
P003C;9-649.73;36;0,1532;50;0,0055
P003C;9-982.1;36;0,1532;50;0,0055
P003C;9-649.12;35;0,1489;49;0,0054
P003C;9-649.30;32;0,1362;62;0,0068
P003C;3-200;30;0,1277;35;0,0038
P003C;9-649.82;27;0,1149;46;0,005
P003C;9-649.53;26;0,1106;39;0,0043
P003C;1-207.0;23;0,0979;24;0,0026
P003C;3-800;23;0,0979;25;0,0027
P003C;9-649.31;23;0,0979;46;0,005
P003C;9-649.77;21;0,0894;25;0,0027
P003C;3-990;20;0,0851;28;0,0031
P003C;9-649.76;20;0,0851;26;0,0029
P003C;9-649.13;19;0,0809;24;0,0026
P003C;9-649.74;19;0,0809;23;0,0025
P003C;9-649.78;19;0,0809;25;0,0027
P003C;9-649.79;19;0,0809;24;0,0026
P003C;9-649.64;18;0,0766;25;0,0027
P003C;9-649.75;18;0,0766;21;0,0023
P003C;9-982.0;18;0,0766;30;0,0033
P003C;9-649.14;16;0,0681;17;0,0019
P003C;9-649.7a;16;0,0681;17;0,0019
P003C;9-649.21;15;0,0638;45;0,0049
P003C;9-61b;13;0,0553;13;0,0014
P003C;9-649.55;13;0,0553;18;0,002
P003C;9-649.7r;13;0,0553;15;0,0016
P003C;9-649.54;12;0,0511;13;0,0014
P003C;9-649.32;11;0,0468;17;0,0019
P003C;9-649.7b;11;0,0468;15;0,0016
P003C;9-649.83;11;0,0468;15;0,0016
P003C;9-641.12;10;0,0426;16;0,0018
P003C;9-649.7d;10;0,0426;12;0,0013
P003C;9-649.7e;10;0,0426;11;0,0012
P003C;9-649.41;9;0,0383;18;0,002
P003C;9-981.1;9;0,0383;14;0,0015
P003C;9-649.16;8;0,034;8;0,0009
P003C;9-649.7c;8;0,034;13;0,0014
P003C;9-649.84;8;0,034;8;0,0009
P003C;9-649.85;8;0,034;8;0,0009
P003C;9-984.7;8;0,034;8;0,0009
P003C;9-641.11;7;0,0298;12;0,0013
P003C;9-641.14;7;0,0298;30;0,0033
P003C;9-645.03;7;0,0298;9;0,001
P003C;9-649.56;7;0,0298;7;0,0008
P003C;9-649.65;7;0,0298;8;0,0009
P003C;9-641.10;6;0,0255;8;0,0009
P003C;9-641.13;6;0,0255;11;0,0012
P003C;9-649.33;6;0,0255;8;0,0009
P003C;9-984.6;6;0,0255;6;0,0007
P003C;9-626;5;0,0213;7;0,0008
P003C;9-649.66;5;0,0213;8;0,0009
P003C;9-649.7f;5;0,0213;6;0,0007
P003C;9-649.7g;5;0,0213;5;0,0005
P003C;9-649.7k;5;0,0213;5;0,0005
P003C;9-649.86;5;0,0213;8;0,0009
P003C;9-981.0;5;0,0213;8;0,0009
P003C;1-632.0;4;0,017;11;0,0012
P003C;3-820;4;0,017;5;0,0005
P003C;8-100.8;4;0,017;9;0,001
P003C;9-649.15;4;0,017;4;0,0004
P003C;9-649.57;4;0,017;7;0,0008
P003C;9-649.7h;4;0,017;5;0,0005
P003C;9-649.7m;4;0,017;5;0,0005
P003C;9-649.7q;4;0,017;4;0,0004
P003C;9-649.87;4;0,017;7;0,0008
PA01A;9-980.1;801;0,6528;1105;0,0518
PA01A;9-607;707;0,5762;1049;0,0491
PA01A;9-980.0;697;0,5681;950;0,0445
PA01A;9-618;593;0,4833;1510;0,0707
PA01A;9-617;566;0,4613;1315;0,0616
PA01A;9-649.80;535;0,436;1239;0,058
PA01A;9-649.60;529;0,4311;1068;0,05
PA01A;9-649.0;411;0,335;896;0,042
PA01A;9-649.70;411;0,335;638;0,0299
PA01A;9-649.10;362;0,295;531;0,0249
PA01A;9-619;351;0,2861;1165;0,0546
PA01A;9-649.50;334;0,2722;562;0,0263
PA01A;9-649.61;329;0,2681;587;0,0275
PA01A;9-649.71;294;0,2396;378;0,0177
PA01A;9-649.11;230;0,1874;288;0,0135
PA01A;9-649.62;227;0,185;373;0,0175
PA01A;9-649.81;208;0,1695;427;0,02
PA01A;9-649.51;202;0,1646;314;0,0147
PA01A;9-649.40;172;0,1402;455;0,0213
PA01A;9-649.63;169;0,1377;240;0,0112
PA01A;9-649.72;160;0,1304;187;0,0088
PA01A;9-61a;150;0,1222;590;0,0276
PA01A;9-984.8;139;0,1133;149;0,007
PA01A;9-649.12;136;0,1108;151;0,0071
PA01A;1-207.0;130;0,1059;153;0,0072
PA01A;9-649.82;129;0,1051;330;0,0155
PA01A;9-649.30;128;0,1043;220;0,0103
PA01A;9-649.52;126;0,1027;173;0,0081
PA01A;9-649.64;113;0,0921;147;0,0069
PA01A;9-649.31;106;0,0864;143;0,0067
PA01A;9-984.7;106;0,0864;109;0,0051
PA01A;9-649.73;100;0,0815;121;0,0057
PA01A;3-200;98;0,0799;106;0,005
PA01A;9-649.13;92;0,075;100;0,0047
PA01A;9-640.06;89;0,0725;202;0,0095
PA01A;9-649.53;88;0,0717;109;0,0051
PA01A;9-984.9;82;0,0668;88;0,0041
PA01A;9-649.65;75;0,0611;104;0,0049
PA01A;9-640.04;72;0,0587;136;0,0064
PA01A;9-980.3;66;0,0538;77;0,0036
PA01A;9-649.7r;63;0,0513;142;0,0067
PA01A;9-649.76;60;0,0489;67;0,0031
PA01A;9-649.20;59;0,0481;93;0,0044
PA01A;9-649.83;57;0,0465;85;0,004
PA01A;9-649.75;54;0,044;62;0,0029
PA01A;9-649.32;53;0,0432;64;0,003
PA01A;9-984.a;52;0,0424;58;0,0027
PA01A;9-649.74;51;0,0416;62;0,0029
PA01A;9-61b;50;0,0407;146;0,0068
PA01A;9-649.66;48;0,0391;65;0,003
PA01A;9-982.1;47;0,0383;54;0,0025
PA01A;9-640.05;46;0,0375;84;0,0039
PA01A;9-649.7a;46;0,0375;55;0,0026
PA01A;9-649.7c;46;0,0375;58;0,0027
PA01A;9-649.79;44;0,0359;53;0,0025
PA01A;9-649.78;42;0,0342;48;0,0022
PA01A;9-649.7b;41;0,0334;56;0,0026
PA01A;3-800;39;0,0318;42;0,002
PA01A;9-640.08;38;0,031;71;0,0033
PA01A;9-649.77;38;0,031;44;0,0021
PA01A;9-649.7g;37;0,0302;58;0,0027
PA01A;9-649.7h;36;0,0293;50;0,0023
PA01A;9-649.54;35;0,0285;45;0,0021
PA01A;9-649.7e;35;0,0285;53;0,0025
PA01A;9-649.67;33;0,0269;39;0,0018
PA01A;9-649.7d;33;0,0269;47;0,0022
PA01A;9-640.07;32;0,0261;50;0,0023
PA01A;9-649.7f;29;0,0236;42;0,002
PA01A;3-990;27;0,022;32;0,0015
PA01A;9-645.03;26;0,0212;38;0,0018
PA01A;9-649.55;26;0,0212;31;0,0015
PA01A;9-649.7k;26;0,0212;32;0,0015
PA01A;9-649.68;24;0,0196;26;0,0012
PA01A;9-649.33;21;0,0171;23;0,0011
PA01A;9-982.0;21;0,0171;25;0,0012
PA01A;9-649.14;20;0,0163;20;0,0009
PA01A;9-649.34;20;0,0163;21;0,001
PA01A;9-649.41;20;0,0163;30;0,0014
PA01A;9-649.69;20;0,0163;26;0,0012
PA01A;9-649.7j;20;0,0163;29;0,0014
PA01A;9-649.7m;19;0,0155;23;0,0011
PA01A;9-984.6;19;0,0155;20;0,0009
PA01A;9-641.11;18;0,0147;41;0,0019
PA01A;9-649.7n;16;0,013;20;0,0009
PA01A;9-649.7q;16;0,013;20;0,0009
PA01A;9-649.56;15;0,0122;17;0,0008
PA01A;9-649.57;15;0,0122;16;0,0007
PA01A;9-649.35;13;0,0106;13;0,0006
PA01A;9-649.7p;13;0,0106;19;0,0009
PA01A;9-649.15;12;0,0098;12;0,0006
PA01A;9-649.6a;12;0,0098;14;0,0007
PA01A;9-649.87;12;0,0098;28;0,0013
PA01A;9-641.00;11;0,009;34;0,0016
PA01A;9-641.14;11;0,009;39;0,0018
PA01A;9-649.84;11;0,009;12;0,0006
PA01A;9-649.85;10;0,0081;10;0,0005
PA01A;9-649.88;10;0,0081;22;0,001
PA01A;9-649.89;10;0,0081;16;0,0007
PA01A;3-820;9;0,0073;11;0,0005
PA01A;9-649.86;9;0,0073;11;0,0005
PA01A;9-641.01;8;0,0065;9;0,0004
PA01A;9-641.10;8;0,0065;12;0,0006
PA01A;9-641.12;8;0,0065;9;0,0004
PA01A;9-649.6b;8;0,0065;9;0,0004
PA01A;1-204.2;7;0,0057;7;0,0003
