IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_PCCL5;IK_PCCL6;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD
24 ;801A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24 ;801B;7;0,4286;0,00;0,4286;0,00;0,1429;0,00;0,00;0,7143;0,2857;0,00;0,00;0,00;0,00;0,00;0,00;0,1429;0,00;0,00;0,1429;0,1429;0,1429;0,00;0,00;0,1429;0,1429;0,1429;0,3889;0,3889;0,2222;6;38;17,30;3,552;0,00;4,80
24 ;801C;4;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,25;0,25;0,25;0,00;1,00;0,00;5;35;26,30;2,895;0,00;5,10
24 ;801D;117;0,2821;0,1197;0,1368;0,1709;0,2051;0,0855;0,00;0,5385;0,4615;0,00;0,00;0,00;0,00;0,0085;0,00;0,00;0,00;0,0342;0,0256;0,0684;0,0342;0,0513;0,094;0,188;0,2308;0,265;0,256;0,6964;0,0476;4;31;13,50;2,352;0,0003;6,60
24 ;801E;27;0,2593;0,1481;0,2963;0,1852;0,1111;0,00;0,00;0,6296;0,3704;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,037;0,1481;0,00;0,1481;0,2593;0,0741;0,3333;0,1351;0,7297;0,1351;3;23;10,40;1,586;0,0001;4,60
24 ;802A;34;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,6471;0,3529;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0882;0,0588;0,00;0,0294;0,0588;0,0882;0,1471;0,2353;0,2941;0,5068;0,4658;0,0274;3;24;10,90;1,524;0,0001;4,20
24 ;802B;43;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3256;0,6744;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0465;0,0698;0,093;0,0698;0,1163;0,1395;0,1628;0,1163;0,186;0,0943;0,8113;0,0943;1;18;5,70;1,152;0,0001;3,80
24 ;802C;40;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,55;0,45;0,00;0,00;0,00;0,00;0,00;0,00;0,025;0,00;0,075;0,05;0,10;0,00;0,025;0,05;0,325;0,15;0,20;0,3662;0,5634;0,0704;1;15;5,40;0,821;0,0001;3,40
24 ;802D;15;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,40;0,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1333;0,1333;0,0667;0,00;0,20;0,00;0,3333;0,00;0,1333;0,5349;0,3488;0,1163;1;11;3,90;0,67;0,00;2,40
24 ;863Z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1 ;960Z;2;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0;0;6,00;0;0,00;7,10
-1 ;961Z;6;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,8333;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0;0;1,50;0;0,00;1,20
-1 ;962Z;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0;0;6,00;0;0,00;0
