IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
801C;8-800.c0;4;1,00;4;0,1905
801D;8-930;31;0,265;33;0,0513
801D;1-661;14;0,1197;16;0,0249
801D;8-132.3;14;0,1197;14;0,0218
801D;3-200;13;0,1111;17;0,0264
801D;3-225;11;0,094;13;0,0202
801D;8-800.c0;11;0,094;11;0,0171
801D;8-980.0;9;0,0769;9;0,014
801D;3-990;8;0,0684;11;0,0171
801D;1-710;8;0,0684;10;0,0156
801D;8-837.00;8;0,0684;9;0,014
801D;1-275.0;8;0,0684;8;0,0124
801D;5-573.40;8;0,0684;8;0,0124
801D;5-601.0;8;0,0684;8;0,0124
801D;5-570.4;7;0,0598;8;0,0124
801D;3-207;7;0,0598;7;0,0109
801D;9-401.22;7;0,0598;7;0,0109
801D;8-831.0;6;0,0513;7;0,0109
801D;1-632.0;6;0,0513;6;0,0093
801D;3-222;6;0,0513;6;0,0093
801D;5-572.1;6;0,0513;6;0,0093
801D;3-052;5;0,0427;6;0,0093
801D;5-585.0;5;0,0427;6;0,0093
801D;5-585.1;5;0,0427;6;0,0093
801D;8-132.1;5;0,0427;6;0,0093
801D;3-203;5;0,0427;5;0,0078
801D;5-601.1;5;0,0427;5;0,0078
801D;8-933;5;0,0427;5;0,0078
801D;8-771;4;0,0342;5;0,0078
801D;1-440.a;4;0,0342;4;0,0062
801D;3-800;4;0,0342;4;0,0062
801D;5-552.0;4;0,0342;4;0,0062
801D;5-553.00;4;0,0342;4;0,0062
801D;8-137.00;4;0,0342;4;0,0062
801D;8-706;4;0,0342;4;0,0062
801D;8-837.m1;4;0,0342;4;0,0062
801D;8-83b.0c;4;0,0342;4;0,0062
801D;8-83b.c6;4;0,0342;4;0,0062
801E;1-275.0;9;0,3333;9;0,0776
801E;1-661;8;0,2963;10;0,0862
801E;8-837.00;8;0,2963;8;0,069
801E;8-837.m0;7;0,2593;7;0,0603
801E;1-632.0;4;0,1481;4;0,0345
801E;5-585.1;4;0,1481;4;0,0345
802A;1-661;8;0,2353;8;0,0442
802A;5-573.40;8;0,2353;8;0,0442
802A;8-132.3;8;0,2353;8;0,0442
802A;3-13d.5;7;0,2059;7;0,0387
802A;3-225;6;0,1765;6;0,0331
802A;1-632.0;5;0,1471;6;0,0331
802A;1-665;4;0,1176;4;0,0221
802A;3-605;4;0,1176;4;0,0221
802A;5-562.3;4;0,1176;4;0,0221
802B;5-059.82;22;0,5116;22;0,2178
802B;3-200;4;0,093;6;0,0594
802B;1-471.2;4;0,093;4;0,0396
802B;1-672;4;0,093;4;0,0396
802B;3-996;4;0,093;4;0,0396
A11E;8-831.0;5;0,8333;6;0,0545
A11E;8-931.0;5;0,8333;5;0,0455
A11E;8-701;4;0,6667;5;0,0455
A11E;5-311.1;4;0,6667;4;0,0364
A11F;8-831.0;4;0,80;6;0,0619
A11F;3-200;4;0,80;5;0,0515
A11F;8-701;4;0,80;4;0,0412
A11I;8-930;5;0,8333;5;0,1563
A13B;8-800.c0;5;0,8333;5;0,0575
A13B;8-701;4;0,6667;4;0,046
A13B;8-931.0;4;0,6667;4;0,046
A13D;8-931.0;9;0,6923;9;0,0479
A13D;8-701;7;0,5385;7;0,0372
A13D;8-800.c0;7;0,5385;7;0,0372
A13D;5-403.03;6;0,4615;6;0,0319
A13D;5-572.1;5;0,3846;6;0,0319
A13D;3-200;4;0,3077;16;0,0851
A13D;5-858.03;4;0,3077;4;0,0213
A13D;5-902.48;4;0,3077;4;0,0213
A13E;8-701;7;0,5833;8;0,0606
A13E;8-831.0;7;0,5833;8;0,0606
A13E;8-930;5;0,4167;5;0,0379
A13E;8-706;4;0,3333;4;0,0303
A13E;8-800.c0;4;0,3333;4;0,0303
A13E;8-931.0;4;0,3333;4;0,0303
A13F;8-701;4;1,00;5;0,0893
A13F;8-831.0;4;1,00;5;0,0893
A13G;8-701;7;1,00;7;0,0933
A13G;8-831.0;6;0,8571;6;0,08
A13G;3-200;4;0,5714;6;0,08
A13G;8-931.0;4;0,5714;4;0,0533
A13G;8-980.10;4;0,5714;4;0,0533
A13H;8-701;10;0,4545;11;0,094
A13H;8-706;10;0,4545;11;0,094
A13H;8-831.0;9;0,4091;11;0,094
A13H;8-930;9;0,4091;9;0,0769
A13H;1-620.01;4;0,1818;5;0,0427
A13H;3-200;4;0,1818;5;0,0427
A13H;1-632.0;4;0,1818;4;0,0342
A13H;8-931.0;4;0,1818;4;0,0342
A13H;8-98f.10;4;0,1818;4;0,0342
A15C;8-543.44;5;1,00;5;0,20
A15C;8-800.c0;5;1,00;5;0,20
A15C;8-805.00;5;1,00;5;0,20
A15D;8-805.00;15;1,00;15;0,2586
A15D;8-542.21;14;0,9333;14;0,2414
A15D;8-800.g1;9;0,60;9;0,1552
A15D;8-800.c0;6;0,40;6;0,1034
B02C;5-984;16;0,8889;16;0,0656
B02C;3-200;15;0,8333;36;0,1475
B02C;5-021.0;13;0,7222;13;0,0533
B02C;3-820;11;0,6111;17;0,0697
B02C;5-988;11;0,6111;11;0,0451
B02C;8-930;11;0,6111;11;0,0451
B02C;3-800;7;0,3889;10;0,041
B02C;5-010.00;7;0,3889;8;0,0328
B02C;8-831.0;7;0,3889;7;0,0287
B02C;5-015.0;5;0,2778;5;0,0205
B02C;5-015.1;5;0,2778;5;0,0205
B02C;8-925.21;5;0,2778;5;0,0205
B02C;8-931.0;4;0,2222;4;0,0164
B02C;8-98f.0;4;0,2222;4;0,0164
B02D;3-200;4;0,80;11;0,275
B03Z;5-984;8;0,6667;9;0,0874
B03Z;5-036.8;7;0,5833;7;0,068
B03Z;3-802;5;0,4167;6;0,0583
B03Z;5-035.2;4;0,3333;4;0,0388
B04C;8-83b.9;76;0,8837;76;0,2105
B04C;8-836.0m;41;0,4767;41;0,1136
B04C;8-840.0k;40;0,4651;40;0,1108
B04C;8-840.0m;40;0,4651;40;0,1108
B04C;8-836.0k;39;0,4535;39;0,108
B04C;3-601;35;0,407;36;0,0997
B04C;8-930;14;0,1628;15;0,0416
B04C;3-600;6;0,0698;7;0,0194
B04C;3-035;5;0,0581;6;0,0166
B04C;8-83b.72;5;0,0581;5;0,0139
B04C;8-83b.c6;5;0,0581;5;0,0139
B04D;5-381.02;214;0,9683;214;0,1362
B04D;5-381.01;207;0,9367;207;0,1318
B04D;5-381.03;201;0,9095;201;0,1279
B04D;1-208.0;168;0,7602;168;0,1069
B04D;1-208.2;168;0,7602;168;0,1069
B04D;1-208.6;167;0,7557;167;0,1063
B04D;5-930.4;71;0,3213;71;0,0452
B04D;5-932.3;69;0,3122;69;0,0439
B04D;5-382.02;47;0,2127;47;0,0299
B04D;3-601;38;0,1719;38;0,0242
B04D;3-600;37;0,1674;38;0,0242
B04D;5-392.4;37;0,1674;37;0,0236
B04D;5-98e;26;0,1176;27;0,0172
B04D;3-035;21;0,095;22;0,014
B04D;8-930;16;0,0724;16;0,0102
B04D;5-393.9;12;0,0543;12;0,0076
B04D;3-607;8;0,0362;8;0,0051
B04D;5-395.02;8;0,0362;8;0,0051
