IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
961Z;1-900.1;47;0,0249;47;0,0104
961Z;1-208.1;41;0,0217;42;0,0093
961Z;1-207.0;40;0,0212;44;0,0097
961Z;1-207.1;39;0,0207;41;0,0091
961Z;3-820;33;0,0175;33;0,0073
961Z;8-542.11;32;0,017;84;0,0186
961Z;3-222;30;0,0159;30;0,0066
961Z;8-900;29;0,0154;30;0,0066
961Z;3-225;28;0,0148;29;0,0064
961Z;8-930;27;0,0143;32;0,0071
961Z;3-800;26;0,0138;31;0,0069
961Z;5-985.1;26;0,0138;26;0,0057
961Z;5-915.4c;24;0,0127;24;0,0053
961Z;8-903;24;0,0127;24;0,0053
961Z;1-700;21;0,0111;25;0,0055
961Z;1-901.0;20;0,0106;21;0,0046
961Z;8-020.x;18;0,0095;20;0,0044
961Z;8-98a.0;17;0,009;20;0,0044
961Z;8-547.0;16;0,0085;38;0,0084
961Z;1-910;16;0,0085;18;0,004
961Z;3-226;16;0,0085;16;0,0035
961Z;8-542.12;15;0,0079;37;0,0082
961Z;1-710;15;0,0079;18;0,004
961Z;1-902.0;14;0,0074;14;0,0031
961Z;3-200;14;0,0074;14;0,0031
961Z;1-632.0;13;0,0069;14;0,0031
961Z;1-204.2;13;0,0069;13;0,0029
961Z;3-036;13;0,0069;13;0,0029
961Z;5-672.12;13;0,0069;13;0,0029
961Z;8-824;12;0,0064;62;0,0137
961Z;3-993;12;0,0064;13;0,0029
961Z;8-857.10;11;0,0058;30;0,0066
961Z;5-641.1;11;0,0058;12;0,0027
961Z;1-207.2;11;0,0058;11;0,0024
961Z;5-201;11;0,0058;11;0,0024
961Z;5-712.12;11;0,0058;11;0,0024
961Z;5-915.5c;11;0,0058;11;0,0024
961Z;9-401.30;10;0,0053;26;0,0057
961Z;5-913.2c;10;0,0053;23;0,0051
961Z;3-825;10;0,0053;10;0,0022
961Z;1-100;9;0,0048;10;0,0022
961Z;1-424;9;0,0048;9;0,002
961Z;3-202;9;0,0048;9;0,002
961Z;5-894.0c;9;0,0048;9;0,002
961Z;8-800.c0;9;0,0048;9;0,002
961Z;9-401.10;9;0,0048;9;0,002
961Z;5-913.ac;8;0,0042;9;0,002
961Z;3-100.0;8;0,0042;8;0,0018
961Z;3-84x;8;0,0042;8;0,0018
961Z;8-857.0;7;0,0037;263;0,0581
961Z;9-401.40;7;0,0037;23;0,0051
961Z;3-827;7;0,0037;11;0,0024
961Z;9-401.00;7;0,0037;10;0,0022
961Z;5-641.0;7;0,0037;9;0,002
961Z;3-20x;7;0,0037;7;0,0015
961Z;8-931.0;7;0,0037;7;0,0015
961Z;8-543.33;6;0,0032;17;0,0038
961Z;1-902.1;6;0,0032;6;0,0013
961Z;3-13e;6;0,0032;6;0,0013
961Z;3-804;6;0,0032;6;0,0013
961Z;3-823;6;0,0032;6;0,0013
961Z;5-870.71;6;0,0032;6;0,0013
961Z;5-915.0c;6;0,0032;6;0,0013
961Z;8-810.w3;6;0,0032;6;0,0013
961Z;9-320;6;0,0032;6;0,0013
961Z;8-854.2;5;0,0026;76;0,0168
961Z;8-522.90;5;0,0026;40;0,0088
961Z;8-91c.11;5;0,0026;28;0,0062
961Z;8-800.f0;5;0,0026;18;0,004
961Z;1-790;5;0,0026;5;0,0011
961Z;3-802;5;0,0026;5;0,0011
961Z;3-994;5;0,0026;5;0,0011
961Z;3-997;5;0,0026;5;0,0011
961Z;5-490.1;5;0,0026;5;0,0011
961Z;6-001.h5;5;0,0026;5;0,0011
961Z;9-401.22;5;0,0026;5;0,0011
961Z;8-855.3;4;0,0021;114;0,0252
961Z;8-91c.21;4;0,0021;16;0,0035
961Z;8-91c.23;4;0,0021;9;0,002
961Z;1-208.2;4;0,0021;6;0,0013
961Z;3-806;4;0,0021;5;0,0011
961Z;8-123.1;4;0,0021;5;0,0011
961Z;1-205;4;0,0021;4;0,0009
961Z;3-207;4;0,0021;4;0,0009
961Z;3-221;4;0,0021;4;0,0009
961Z;5-490.x;4;0,0021;4;0,0009
961Z;9-984.0;4;0,0021;4;0,0009
A15D;8-805.00;13;1,00;13;0,5909
A15D;8-542.21;4;0,3077;4;0,1818
A36B;8-824;16;0,9412;89;0,7063
A36B;8-800.c0;6;0,3529;6;0,0476
A36B;8-800.c1;4;0,2353;4;0,0317
A42B;5-410.10;4;1,00;4;0,50
A42C;5-410.10;85;1,00;101;0,5179
A42C;1-710;12;0,1412;12;0,0615
A42C;8-930;8;0,0941;16;0,0821
A42C;8-800.f0;7;0,0824;10;0,0513
A42C;8-800.c0;7;0,0824;8;0,041
A42C;1-711;5;0,0588;5;0,0256
A42C;8-831.0;5;0,0588;5;0,0256
A60C;8-824;92;0,9388;499;0,9224
A60D;8-824;6;0,2609;6;0,2857
A61B;8-824;760;0,9069;2860;0,8957
A61B;8-547.31;16;0,0191;20;0,0063
A61B;8-800.c0;12;0,0143;12;0,0038
A61B;8-020.x;11;0,0131;11;0,0034
A61B;1-930.1;8;0,0095;9;0,0028
A61B;3-202;8;0,0095;8;0,0025
A61B;8-560.x;6;0,0072;71;0,0222
A61B;1-710;6;0,0072;11;0,0034
A61B;1-711;6;0,0072;7;0,0022
A61B;8-987.10;6;0,0072;7;0,0022
A61B;8-560.1;6;0,0072;6;0,0019
A61B;8-800.f0;5;0,006;8;0,0025
A61B;3-222;5;0,006;5;0,0016
A61B;3-990;5;0,006;5;0,0016
A61B;5-995;5;0,006;5;0,0016
A61B;1-930.0;4;0,0048;4;0,0013
A61B;8-810.w3;4;0,0048;4;0,0013
A61B;8-810.w4;4;0,0048;4;0,0013
A61B;8-810.w5;4;0,0048;4;0,0013
A61B;8-971.0;4;0,0048;4;0,0013
A90A;8-98a.10;24686;0,7244;218209;0,4788
A90A;8-98a.11;20375;0,5979;201742;0,4426
A90A;8-98a.0;5875;0,1724;12181;0,0267
A90A;9-984.0;3459;0,1015;3467;0,0076
A90A;3-200;2737;0,0803;2815;0,0062
A90A;9-320;940;0,0276;955;0,0021
A90A;3-990;917;0,0269;1063;0,0023
A90A;9-984.1;915;0,0269;915;0,002
A90A;1-771;862;0,0253;864;0,0019
A90A;9-984.4;772;0,0227;779;0,0017
A90A;9-401.00;665;0,0195;665;0,0015
A90A;1-207.0;617;0,0181;641;0,0014
A90A;1-632.0;608;0,0178;624;0,0014
A90A;3-900;584;0,0171;746;0,0016
A90A;3-203;537;0,0158;574;0,0013
A90A;1-710;524;0,0154;546;0,0012
A90A;1-206;429;0,0126;540;0,0012
A90A;9-401.30;332;0,0097;338;0,0007
A90A;9-401.22;329;0,0097;333;0,0007
A90A;1-440.a;316;0,0093;318;0,0007
A90A;1-901.0;290;0,0085;291;0,0006
A90A;9-404.2;290;0,0085;291;0,0006
A90A;3-800;285;0,0084;299;0,0007
A90A;3-993;267;0,0078;273;0,0006
A90A;9-500.0;237;0,007;383;0,0008
A90A;3-802;228;0,0067;249;0,0005
A90A;8-650;203;0,006;268;0,0006
A90A;1-205;189;0,0055;193;0,0004
A90A;9-984.5;174;0,0051;175;0,0004
A90A;3-222;171;0,005;171;0,0004
A90A;3-820;166;0,0049;173;0,0004
A90A;3-225;164;0,0048;172;0,0004
A90A;9-404.1;162;0,0048;162;0,0004
A90A;8-561.2;134;0,0039;134;0,0003
A90A;9-404.0;129;0,0038;130;0,0003
A90A;3-206;128;0,0038;132;0,0003
A90A;3-205;118;0,0035;122;0,0003
A90A;1-266.0;98;0,0029;100;0,0002
A90A;1-208.2;96;0,0028;100;0,0002
A90A;3-035;92;0,0027;96;0,0002
A90A;1-711;76;0,0022;77;0,0002
A90A;1-613;75;0,0022;77;0,0002
A90A;1-204.2;74;0,0022;76;0,0002
A90A;3-220;73;0,0021;73;0,0002
A90A;8-390.2;73;0,0021;73;0,0002
A90A;3-202;72;0,0021;74;0,0002
A90A;1-760;71;0,0021;73;0,0002
A90A;9-401.31;70;0,0021;70;0,0002
A90A;8-561.1;64;0,0019;93;0,0002
A90A;1-440.9;63;0,0018;64;0,0001
A90A;8-800.c0;63;0,0018;64;0,0001
A90A;9-401.32;55;0,0016;55;0,0001
A90A;3-823;51;0,0015;59;0,0001
A90A;3-20x;51;0,0015;52;0,0001
A90A;9-310;51;0,0015;51;0,0001
A90A;3-806;50;0,0015;53;0,0001
A90A;9-401.23;49;0,0014;49;0,0001
A90A;3-207;47;0,0014;49;0,0001
A90A;1-631.0;47;0,0014;48;0,0001
A90A;3-226;38;0,0011;38;0,0001
A90A;1-712;37;0,0011;37;0,0001
A90A;3-705.0;37;0,0011;37;0,0001
A90A;1-650.1;36;0,0011;36;0,0001
A90A;8-522.30;35;0,001;383;0,0008
A90A;3-034;35;0,001;55;0,0001
A90A;8-527.8;33;0,001;51;0,0001
A90A;8-528.8;33;0,001;50;0,0001
A90A;1-791;33;0,001;34;0,0001
A90A;8-529.7;32;0,0009;49;0,0001
A90A;8-191.5;32;0,0009;32;0,0001
A90A;3-84x;30;0,0009;30;0,0001
A90A;3-994;28;0,0008;32;0,0001
A90A;1-650.2;26;0,0008;27;0,0001
A90A;8-133.0;26;0,0008;27;0,0001
A90A;3-137;25;0,0007;25;0,0001
A90A;1-900.0;24;0,0007;24;0,0001
A90A;1-902.0;24;0,0007;24;0,0001
A90A;3-701;24;0,0007;24;0,0001
A90A;9-984.2;24;0,0007;24;0,0001
A90A;8-900;22;0,0006;25;0,0001
A90A;8-914.12;21;0,0006;24;0,0001
A90A;3-826;21;0,0006;23;0,0001
A90A;1-444.7;21;0,0006;21;0,00
A90A;3-221;21;0,0006;21;0,00
A90A;3-705.1;21;0,0006;21;0,00
A90A;3-100.0;18;0,0005;21;0,00
A90A;3-24x;18;0,0005;19;0,00
A90A;3-841;18;0,0005;18;0,00
A90A;3-052;17;0,0005;23;0,0001
A90A;3-228;17;0,0005;18;0,00
A90A;1-651;17;0,0005;17;0,00
A90A;1-208.1;16;0,0005;17;0,00
A90A;1-266.2;15;0,0004;16;0,00
A90A;1-266.1;15;0,0004;15;0,00
A90A;3-201;15;0,0004;15;0,00
A90A;8-191.x;15;0,0004;15;0,00
A90A;1-610.0;14;0,0004;15;0,00
A90A;1-650.0;14;0,0004;15;0,00
A90A;1-661;14;0,0004;15;0,00
A90A;3-808;14;0,0004;14;0,00
A90A;8-550.1;14;0,0004;14;0,00
A90A;3-05e;13;0,0004;19;0,00
A90A;1-632.1;13;0,0004;13;0,00
A90A;1-713;13;0,0004;13;0,00
A90A;1-901.1;13;0,0004;13;0,00
A90A;8-917.13;13;0,0004;13;0,00
A90A;3-724.0;12;0,0004;12;0,00
A90A;8-930;11;0,0003;14;0,00
A90A;8-151.4;11;0,0003;12;0,00
A90A;3-750;11;0,0003;11;0,00
A90A;3-821;11;0,0003;11;0,00
A90A;3-828;11;0,0003;11;0,00
A90A;3-056;10;0,0003;11;0,00
A90A;1-207.1;10;0,0003;10;0,00
A90A;3-223;10;0,0003;10;0,00
A90A;8-560.x;10;0,0003;10;0,00
A90A;9-410.14;10;0,0003;10;0,00
A90A;1-653;9;0,0003;10;0,00
A90A;5-449.d3;9;0,0003;9;0,00
A90A;8-017.0;9;0,0003;9;0,00
A90A;1-242;8;0,0002;9;0,00
A90A;3-825;8;0,0002;9;0,00
A90A;3-600;8;0,0002;8;0,00
A90A;5-452.20;8;0,0002;8;0,00
A90A;1-715;7;0,0002;7;0,00
A90A;1-902.1;7;0,0002;7;0,00
A90A;3-80x;7;0,0002;7;0,00
A90A;8-152.1;7;0,0002;7;0,00
A90A;8-981.0;7;0,0002;7;0,00
A90A;1-632.x;6;0,0002;8;0,00
A90A;3-055;6;0,0002;7;0,00
A90A;8-158.h;6;0,0002;7;0,00
A90A;1-620.00;6;0,0002;6;0,00
A90A;1-632.y;6;0,0002;6;0,00
A90A;3-702.0;6;0,0002;6;0,00
A90A;3-801;6;0,0002;6;0,00
A90A;5-142.2;6;0,0002;6;0,00
A90A;5-572.1;6;0,0002;6;0,00
A90A;8-171.0;6;0,0002;6;0,00
A90A;8-179.x;6;0,0002;6;0,00
A90A;8-191.00;6;0,0002;6;0,00
A90A;8-917.1x;6;0,0002;6;0,00
A90A;9-401.01;6;0,0002;6;0,00
A90A;1-208.4;5;0,0001;6;0,00
A90A;1-424;5;0,0001;5;0,00
A90A;1-630.0;5;0,0001;5;0,00
A90A;1-654.1;5;0,0001;5;0,00
A90A;1-844;5;0,0001;5;0,00
A90A;3-804;5;0,0001;5;0,00
A90A;3-805;5;0,0001;5;0,00
A90A;3-82a;5;0,0001;5;0,00
A90A;5-900.04;5;0,0001;5;0,00
A90A;8-138.0;5;0,0001;5;0,00
A90A;8-192.0g;5;0,0001;5;0,00
A90A;8-390.1;5;0,0001;5;0,00
A90A;9-401.25;5;0,0001;5;0,00
A90A;3-604;4;0,0001;5;0,00
A90A;1-204.3;4;0,0001;4;0,00
A90A;1-444.6;4;0,0001;4;0,00
A90A;1-770;4;0,0001;4;0,00
A90A;3-054;4;0,0001;4;0,00
A90A;3-134;4;0,0001;4;0,00
A90A;3-227;4;0,0001;4;0,00
A90A;3-605;4;0,0001;4;0,00
A90A;3-703.0;4;0,0001;4;0,00
A90A;3-991;4;0,0001;4;0,00
A90A;5-452.21;4;0,0001;4;0,00
A90A;5-83w.20;4;0,0001;4;0,00
A90A;5-892.0g;4;0,0001;4;0,00
A90A;8-192.00;4;0,0001;4;0,00
A90A;8-917.11;4;0,0001;4;0,00
A90A;8-917.12;4;0,0001;4;0,00
A90A;8-933;4;0,0001;4;0,00
A90A;9-401.50;4;0,0001;4;0,00
A90A;9-500.1;4;0,0001;4;0,00
A90B;8-98a.0;486;1,00;1517;0,86
A90B;3-200;60;0,1235;60;0,034
A90B;9-401.50;53;0,1091;60;0,034
A90B;9-984.0;28;0,0576;28;0,0159
A90B;1-902.1;18;0,037;18;0,0102
A90B;3-035;10;0,0206;10;0,0057
A90B;9-984.1;8;0,0165;8;0,0045
A90B;1-771;7;0,0144;7;0,004
A90B;3-990;5;0,0103;5;0,0028
A90B;9-320;5;0,0103;5;0,0028
A90B;3-820;4;0,0082;4;0,0023
B15Z;8-527.8;209;0,6471;277;0,0281
B15Z;8-527.1;179;0,5542;222;0,0225
B15Z;8-522.90;167;0,517;3318;0,3364
B15Z;8-529.8;167;0,517;222;0,0225
B15Z;3-990;129;0,3994;276;0,028
B15Z;8-528.9;119;0,3684;174;0,0176
B15Z;3-820;111;0,3437;139;0,0141
B15Z;3-995;102;0,3158;119;0,0121
B15Z;3-200;93;0,2879;108;0,0109
B15Z;8-527.7;83;0,257;95;0,0096
B15Z;8-529.x;69;0,2136;69;0,007
B15Z;8-523.10;57;0,1765;1020;0,1034
B15Z;8-522.91;55;0,1703;900;0,0912
B15Z;8-529.3;52;0,161;65;0,0066
B15Z;8-522.b0;48;0,1486;690;0,07
B15Z;8-522.d0;45;0,1393;585;0,0593
B15Z;8-528.6;44;0,1362;62;0,0063
B15Z;8-522.b1;39;0,1207;284;0,0288
B15Z;3-84x;34;0,1053;42;0,0043
B15Z;8-529.4;23;0,0712;28;0,0028
B15Z;8-527.2;21;0,065;22;0,0022
B15Z;8-527.0;20;0,0619;23;0,0023
B15Z;3-220;20;0,0619;21;0,0021
B15Z;3-222;19;0,0588;20;0,002
B15Z;3-823;14;0,0433;15;0,0015
B15Z;3-225;14;0,0433;14;0,0014
B15Z;8-522.30;13;0,0402;191;0,0194
B15Z;8-900;13;0,0402;142;0,0144
B15Z;3-226;13;0,0402;13;0,0013
B15Z;3-202;11;0,0341;15;0,0015
B15Z;3-201;10;0,031;11;0,0011
B15Z;8-522.d1;9;0,0279;116;0,0118
B15Z;3-221;9;0,0279;11;0,0011
B15Z;3-800;9;0,0279;11;0,0011
B15Z;6-002.ej;9;0,0279;9;0,0009
B15Z;3-82x;8;0,0248;8;0,0008
B15Z;3-207;7;0,0217;7;0,0007
B15Z;8-529.7;7;0,0217;7;0,0007
B15Z;8-542.11;6;0,0186;12;0,0012
B15Z;3-993;6;0,0186;8;0,0008
B15Z;3-750;6;0,0186;6;0,0006
B15Z;8-523.00;5;0,0155;8;0,0008
B15Z;3-802;5;0,0155;5;0,0005
B15Z;6-002.ed;5;0,0155;5;0,0005
B15Z;6-002.ef;5;0,0155;5;0,0005
B15Z;8-800.c0;5;0,0155;5;0,0005
B15Z;8-523.11;4;0,0124;17;0,0017
B15Z;8-930;4;0,0124;12;0,0012
B15Z;8-547.1;4;0,0124;5;0,0005
B15Z;1-204.2;4;0,0124;4;0,0004
B15Z;3-206;4;0,0124;4;0,0004
B15Z;3-752.1;4;0,0124;4;0,0004
B15Z;9-401.22;4;0,0124;4;0,0004
B16A;8-527.8;26;0,4262;30;0,036
B16A;8-527.1;25;0,4098;30;0,036
B16A;8-529.8;25;0,4098;28;0,0336
B16A;3-990;23;0,377;37;0,0444
B16A;8-523.10;20;0,3279;128;0,1535
B16A;8-522.d0;18;0,2951;97;0,1163
B16A;3-200;18;0,2951;20;0,024
B16A;3-995;18;0,2951;19;0,0228
B16A;8-528.9;17;0,2787;21;0,0252
B16A;8-527.7;17;0,2787;18;0,0216
B16A;8-522.90;12;0,1967;68;0,0815
B16A;3-820;12;0,1967;13;0,0156
B16A;8-529.x;12;0,1967;12;0,0144
B16A;8-528.6;8;0,1311;20;0,024
B16A;8-542.11;6;0,0984;42;0,0504
B16A;8-522.b1;6;0,0984;21;0,0252
B16A;8-522.91;5;0,082;42;0,0504
B16A;8-529.3;4;0,0656;5;0,006
B16A;3-222;4;0,0656;4;0,0048
B16A;3-84x;4;0,0656;4;0,0048
B16B;8-527.8;95;0,475;100;0,0671
B16B;8-527.1;91;0,455;96;0,0644
B16B;8-529.8;89;0,445;92;0,0617
B16B;3-990;85;0,425;139;0,0932
B16B;8-528.9;81;0,405;93;0,0624
B16B;3-995;77;0,385;79;0,053
B16B;3-200;74;0,37;76;0,051
B16B;3-820;70;0,35;71;0,0476
B16B;8-527.7;65;0,325;67;0,0449
B16B;8-529.x;61;0,305;61;0,0409
B16B;8-522.90;51;0,255;125;0,0838
B16B;8-522.d0;29;0,145;81;0,0543
B16B;3-84x;23;0,115;23;0,0154
B16B;8-523.10;15;0,075;40;0,0268
B16B;8-528.8;14;0,07;14;0,0094
B16B;8-522.b0;12;0,06;27;0,0181
B16B;8-522.91;11;0,055;32;0,0215
B16B;8-528.6;11;0,055;11;0,0074
B16B;3-220;9;0,045;9;0,006
B16B;8-542.11;8;0,04;32;0,0215
B16B;8-522.b1;8;0,04;18;0,0121
B16B;3-222;8;0,04;8;0,0054
B16B;8-529.3;7;0,035;10;0,0067
B16B;8-527.2;7;0,035;9;0,006
B16B;9-401.30;6;0,03;9;0,006
B16B;3-823;6;0,03;6;0,004
B16B;9-401.40;5;0,025;8;0,0054
B16B;8-903;5;0,025;7;0,0047
B16B;3-221;5;0,025;6;0,004
B16B;1-204.2;5;0,025;5;0,0034
B16B;3-202;5;0,025;5;0,0034
B16B;3-225;5;0,025;5;0,0034
B16B;8-527.0;5;0,025;5;0,0034
B16B;8-800.c0;5;0,025;5;0,0034
B16B;8-522.30;4;0,02;12;0,008
B16B;8-930;4;0,02;11;0,0074
B16B;8-529.4;4;0,02;4;0,0027
B17D;5-986.x;128;0,7758;128;0,2729
B17D;5-056.1;72;0,4364;72;0,1535
B17D;5-056.2;68;0,4121;68;0,145
B17D;5-056.8;55;0,3333;58;0,1237
B17D;1-205;7;0,0424;7;0,0149
B17D;1-502.6;7;0,0424;7;0,0149
B17D;5-056.3;7;0,0424;7;0,0149
B17D;5-056.9;7;0,0424;7;0,0149
B17D;1-502.5;6;0,0364;6;0,0128
B17D;5-056.6;5;0,0303;5;0,0107
B17D;5-903.54;4;0,0242;5;0,0107
B17D;1-208.2;4;0,0242;4;0,0085
B17D;3-900;4;0,0242;4;0,0085
B17D;5-056.5;4;0,0242;4;0,0085
B17E;5-779.3;6;1,00;6;1,00
B46Z;9-403.2;25;0,8065;25;0,3906
B46Z;1-207.2;11;0,3548;12;0,1875
B46Z;3-800;7;0,2258;7;0,1094
B46Z;3-820;5;0,1613;5;0,0781
B46Z;1-207.1;4;0,129;4;0,0625
B47A;8-918.10;113;0,837;113;0,657
B47A;8-918.14;17;0,1259;17;0,0988
B47A;3-203;6;0,0444;7;0,0407
B47A;8-561.2;5;0,037;5;0,0291
B47A;8-918.12;5;0,037;5;0,0291
B47B;8-918.00;38;0,5507;38;0,3585
B47B;8-918.02;28;0,4058;28;0,2642
B47B;8-561.1;14;0,2029;14;0,1321
B47B;8-561.2;12;0,1739;12;0,1132
B60A;8-011.1;9;0,20;25;0,1894
B60A;3-802;9;0,20;14;0,1061
B60A;1-206;8;0,1778;17;0,1288
B60A;1-208.2;8;0,1778;10;0,0758
B60A;1-205;7;0,1556;7;0,053
B60A;1-208.4;6;0,1333;8;0,0606
B60A;1-204.2;4;0,0889;4;0,0303
B60A;1-207.0;4;0,0889;4;0,0303
B60B;6-003.8;42;0,3022;43;0,20
B60B;1-205;26;0,1871;29;0,1349
B60B;8-011.1;17;0,1223;17;0,0791
B60B;8-011.2;15;0,1079;15;0,0698
B60B;1-204.2;11;0,0791;11;0,0512
B60B;1-206;8;0,0576;18;0,0837
B60B;8-020.x;8;0,0576;9;0,0419
B60B;8-151.4;7;0,0504;8;0,0372
B60B;1-208.4;6;0,0432;8;0,0372
B60B;1-207.0;4;0,0288;6;0,0279
B60B;1-208.2;4;0,0288;6;0,0279
B60B;8-561.1;4;0,0288;4;0,0186
B60B;8-903;4;0,0288;4;0,0186
B61B;1-208.2;14;0,1308;15;0,0658
B61B;1-208.4;10;0,0935;12;0,0526
B61B;1-205;9;0,0841;9;0,0395
B61B;1-206;8;0,0748;10;0,0439
B61B;1-204.2;8;0,0748;8;0,0351
B61B;1-334.1;8;0,0748;8;0,0351
B61B;3-802;6;0,0561;11;0,0482
B61B;1-910;6;0,0561;9;0,0395
B61B;3-823;5;0,0467;9;0,0395
B61B;1-315;5;0,0467;5;0,0219
B61B;8-900;5;0,0467;5;0,0219
B61B;1-208.6;4;0,0374;4;0,0175
B61B;1-334.0;4;0,0374;4;0,0175
B61B;8-542.11;4;0,0374;4;0,0175
B63Z;1-207.0;187;0,2332;188;0,1327
B63Z;1-901.1;172;0,2145;172;0,1214
B63Z;1-204.2;153;0,1908;155;0,1094
B63Z;3-800;81;0,101;86;0,0607
B63Z;3-200;63;0,0786;65;0,0459
B63Z;3-035;52;0,0648;53;0,0374
B63Z;1-901.0;49;0,0611;57;0,0402
B63Z;1-208.2;40;0,0499;46;0,0325
B63Z;1-206;37;0,0461;51;0,036
B63Z;3-990;36;0,0449;43;0,0303
B63Z;8-561.1;34;0,0424;34;0,024
B63Z;3-993;32;0,0399;32;0,0226
B63Z;1-208.4;31;0,0387;36;0,0254
B63Z;3-820;25;0,0312;25;0,0176
B63Z;1-208.6;22;0,0274;24;0,0169
B63Z;1-771;20;0,0249;20;0,0141
B63Z;1-247;19;0,0237;19;0,0134
B63Z;3-994;17;0,0212;21;0,0148
B63Z;3-802;16;0,02;19;0,0134
B63Z;1-902.1;14;0,0175;14;0,0099
B63Z;9-404.2;13;0,0162;13;0,0092
B63Z;3-740;12;0,015;13;0,0092
B63Z;1-902.0;12;0,015;12;0,0085
B63Z;3-997;12;0,015;12;0,0085
B63Z;1-205;9;0,0112;9;0,0064
B63Z;9-984.0;9;0,0112;9;0,0064
B63Z;9-984.4;9;0,0112;9;0,0064
B63Z;3-808;7;0,0087;8;0,0056
B63Z;3-823;6;0,0075;7;0,0049
B63Z;1-798.x;6;0,0075;6;0,0042
B63Z;3-750;6;0,0075;6;0,0042
B63Z;9-320;6;0,0075;6;0,0042
B63Z;9-401.53;6;0,0075;6;0,0042
B63Z;1-760;5;0,0062;5;0,0035
B63Z;8-151.4;4;0,005;5;0,0035
B63Z;1-208.3;4;0,005;4;0,0028
B63Z;1-710;4;0,005;4;0,0028
B63Z;8-561.2;4;0,005;4;0,0028
B63Z;8-563.0;4;0,005;4;0,0028
B63Z;9-401.00;4;0,005;4;0,0028
B64Z;1-901.1;149;0,3821;149;0,2099
B64Z;1-207.0;106;0,2718;107;0,1507
B64Z;1-204.2;60;0,1538;60;0,0845
B64Z;3-035;48;0,1231;49;0,069
B64Z;1-901.0;38;0,0974;52;0,0732
B64Z;3-800;34;0,0872;36;0,0507
B64Z;1-206;21;0,0538;44;0,062
B64Z;3-820;19;0,0487;20;0,0282
B64Z;1-902.0;14;0,0359;14;0,0197
B64Z;3-990;13;0,0333;14;0,0197
B64Z;1-208.2;12;0,0308;18;0,0254
B64Z;3-200;12;0,0308;12;0,0169
B64Z;1-208.4;10;0,0256;14;0,0197
B64Z;3-994;9;0,0231;11;0,0155
B64Z;9-404.2;8;0,0205;8;0,0113
B64Z;1-208.6;7;0,0179;7;0,0099
B64Z;8-561.1;7;0,0179;7;0,0099
B64Z;9-401.53;6;0,0154;6;0,0085
B64Z;1-205;5;0,0128;7;0,0099
B64Z;9-984.0;5;0,0128;5;0,007
B66C;3-820;1574;0,5584;1654;0,2087
B66C;8-542.11;552;0,1958;1223;0,1543
B66C;3-823;448;0,1589;513;0,0647
B66C;3-800;426;0,1511;441;0,0556
B66C;8-903;352;0,1249;371;0,0468
B66C;3-993;335;0,1188;365;0,0461
B66C;3-990;281;0,0997;293;0,037
B66C;8-900;275;0,0976;297;0,0375
B66C;8-930;255;0,0905;437;0,0551
B66C;8-800.c0;137;0,0486;141;0,0178
B66C;3-802;117;0,0415;128;0,0161
B66C;3-84x;101;0,0358;102;0,0129
B66C;8-179.x;85;0,0302;195;0,0246
