IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_PCCL5;IK_PCCL6;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD
-1 ;901A;2;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;1,00;0,00;7;43;23,00;5,282;0,00;17,00
-1 ;901B;13;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,5385;0,4615;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1538;0,00;0,0769;0,3846;0,3846;0,2353;0,7647;0,00;6;38;18,30;3,559;0,00;7,90
-1 ;901C;6;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,00;0,3333;0,00;0,50;0,10;0,60;0,30;5;33;16,80;2,789;0,00;6,60
-1 ;901D;189;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,582;0,418;0,00;0,00;0,00;0,00;0,0053;0,00;0,0053;0,0053;0,0476;0,0423;0,0423;0,0688;0,0317;0,0582;0,2487;0,164;0,2804;0,3683;0,5659;0,0659;3;26;11,40;1,835;0,0005;6,00
-1 ;902Z;97;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,4639;0,5361;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0103;0,0206;0,0825;0,0825;0,1237;0,0722;0,0412;0,1649;0,1546;0,2474;0,3377;0,6299;0,0325;2;23;8,50;1,349;0,0002;5,30
-1 ;960Z;3;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,6667;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;;;1,00;;0,00;0,00
-1 ;961Z;7;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,4286;0,5714;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;;;1,00;;0,00;0,00
-1 ;962Z;3;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,6667;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;;;3,30;;0,00;0,60
-1 ;963Z;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15;;1,023;;
00 ;A01A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
