IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
901D;1-661;32;0,1693;40;0,0457
901D;8-930;28;0,1481;29;0,0331
901D;8-132.3;27;0,1429;31;0,0354
901D;8-800.c0;25;0,1323;25;0,0285
901D;5-570.4;19;0,1005;26;0,0297
901D;1-632.0;18;0,0952;19;0,0217
901D;5-585.1;14;0,0741;15;0,0171
901D;5-601.0;14;0,0741;14;0,016
901D;1-275.0;13;0,0688;14;0,016
901D;5-572.1;13;0,0688;13;0,0148
901D;3-200;12;0,0635;13;0,0148
901D;5-573.40;9;0,0476;11;0,0126
901D;1-440.a;9;0,0476;9;0,0103
901D;3-225;9;0,0476;9;0,0103
901D;8-837.00;9;0,0476;9;0,0103
901D;3-990;8;0,0423;10;0,0114
901D;3-13f;7;0,037;9;0,0103
901D;8-132.1;7;0,037;9;0,0103
901D;3-222;7;0,037;7;0,008
901D;5-601.1;7;0,037;7;0,008
901D;8-910;7;0,037;7;0,008
901D;5-983;6;0,0317;7;0,008
901D;3-052;6;0,0317;6;0,0068
901D;5-573.1;6;0,0317;6;0,0068
901D;8-83b.0c;6;0,0317;6;0,0068
901D;8-933;6;0,0317;6;0,0068
901D;9-500.0;6;0,0317;6;0,0068
901D;1-336;5;0,0265;6;0,0068
901D;5-582.3;5;0,0265;6;0,0068
901D;5-585.0;5;0,0265;6;0,0068
901D;1-650.2;5;0,0265;5;0,0057
901D;5-579.42;5;0,0265;5;0,0057
901D;8-642;5;0,0265;5;0,0057
901D;8-837.m0;5;0,0265;5;0,0057
901D;3-13d.5;4;0,0212;5;0,0057
901D;5-560.2;4;0,0212;5;0,0057
901D;8-137.00;4;0,0212;5;0,0057
901D;1-650.1;4;0,0212;4;0,0046
901D;3-203;4;0,0212;4;0,0046
901D;3-205;4;0,0212;4;0,0046
901D;3-207;4;0,0212;4;0,0046
901D;5-377.31;4;0,0212;4;0,0046
901D;5-581.0;4;0,0212;4;0,0046
901D;5-581.1;4;0,0212;4;0,0046
901D;8-83b.c6;4;0,0212;4;0,0046
901D;8-980.0;4;0,0212;4;0,0046
902Z;5-059.82;20;0,2062;20;0,0623
902Z;5-573.40;20;0,2062;20;0,0623
902Z;1-661;16;0,1649;18;0,0561
902Z;8-132.3;13;0,134;16;0,0498
902Z;3-225;11;0,1134;11;0,0343
902Z;8-930;10;0,1031;10;0,0312
902Z;3-200;8;0,0825;9;0,028
902Z;1-632.0;6;0,0619;6;0,0187
902Z;3-13d.5;6;0,0619;6;0,0187
902Z;1-440.a;4;0,0412;4;0,0125
902Z;5-640.2;4;0,0412;4;0,0125
902Z;8-137.00;4;0,0412;4;0,0125
A11E;8-831.0;11;0,9167;13;0,0506
A11E;8-98f.21;10;0,8333;10;0,0389
A11E;8-701;9;0,75;11;0,0428
A11E;8-931.0;9;0,75;9;0,035
A11E;3-200;8;0,6667;36;0,1401
A11E;3-990;6;0,50;10;0,0389
