IN_DRG;IN_CodeF;IN_Anzahl;IN_Prozent;IN_AnzahlN;IN_ProzentN
C03B;I10.90;280;0,3329;280;0,1222
C03B;H25.1;128;0,1522;128;0,0559
C03B;H35.3;100;0,1189;100;0,0436
C03B;H25.8;86;0,1023;86;0,0375
C03B;H54.4;84;0,0999;84;0,0367
C03B;I10.00;77;0,0916;77;0,0336
C03B;E11.90;72;0,0856;72;0,0314
C03B;E11.30;61;0,0725;70;0,0306
C03B;E03.9;60;0,0713;60;0,0262
C03B;Z96.1;57;0,0678;57;0,0249
C03B;H11.9;46;0,0547;46;0,0201
C03B;H36.0;40;0,0476;40;0,0175
C03B;H40.0;35;0,0416;35;0,0153
C03B;I49.9;35;0,0416;35;0,0153
C03B;Z92.2;35;0,0416;35;0,0153
C03B;Z98.8;35;0,0416;35;0,0153
C03B;Z92.1;24;0,0285;24;0,0105
C03B;H35.8;22;0,0262;22;0,0096
C03B;E10.30;20;0,0238;21;0,0092
C03B;H44.4;20;0,0238;20;0,0087
C03B;E78.2;18;0,0214;18;0,0079
C03B;H18.3;18;0,0214;18;0,0079
C03B;H33.0;18;0,0214;18;0,0079
C03B;H50.1;18;0,0214;18;0,0079
C03B;I25.0;18;0,0214;18;0,0079
C03B;Z86.7;18;0,0214;18;0,0079
C03B;H43.1;17;0,0202;17;0,0074
C03B;N40;17;0,0202;17;0,0074
C03B;H11.4;16;0,019;16;0,007
C03B;H40.1;16;0,019;16;0,007
C03B;I25.19;16;0,019;16;0,007
C03B;H54.0;15;0,0178;15;0,0065
C03B;H11.3;14;0,0166;14;0,0061
C03B;H33.3;13;0,0155;13;0,0057
C03B;I25.10;13;0,0155;13;0,0057
C03B;H17.9;12;0,0143;12;0,0052
C03B;T81.8;12;0,0143;12;0,0052
C03B;E79.0;10;0,0119;10;0,0044
C03B;H43.8;10;0,0119;10;0,0044
C03B;H26.8;9;0,0107;9;0,0039
C03B;H54.2;9;0,0107;9;0,0039
C03B;Z74.0;9;0,0107;9;0,0039
C03B;Z95.0;9;0,0107;9;0,0039
C03B;Z95.5;9;0,0107;9;0,0039
C03B;E78.5;8;0,0095;8;0,0035
C03B;H43.3;8;0,0095;8;0,0035
C03B;I48.0;8;0,0095;8;0,0035
C03B;J44.89;8;0,0095;8;0,0035
C03B;J45.9;8;0,0095;8;0,0035
C03B;H21.0;7;0,0083;7;0,0031
C03B;H26.4;7;0,0083;7;0,0031
C03B;H33.4;7;0,0083;7;0,0031
C03B;H52.1;7;0,0083;7;0,0031
C03B;J44.99;7;0,0083;7;0,0031
C03B;K21.9;7;0,0083;7;0,0031
C03B;M81.99;7;0,0083;7;0,0031
C03B;E11.31;6;0,0071;7;0,0031
C03B;H26.9;6;0,0071;6;0,0026
C03B;H35.2;6;0,0071;6;0,0026
C03B;H54.1;6;0,0071;6;0,0026
C03B;I25.29;6;0,0071;6;0,0026
C03B;I48.2;6;0,0071;6;0,0026
C03B;I50.9;6;0,0071;6;0,0026
C03B;I69.4;6;0,0071;6;0,0026
C03B;N18.5;6;0,0071;6;0,0026
C03B;Z88.0;6;0,0071;6;0,0026
C03B;Z88.6;6;0,0071;6;0,0026
C03B;G47.31;5;0,0059;5;0,0022
C03B;H18.2;5;0,0059;5;0,0022
C03B;H26.2;5;0,0059;5;0,0022
C03B;H27.0;5;0,0059;5;0,0022
C03B;H35.6;5;0,0059;5;0,0022
C03B;H43.2;5;0,0059;5;0,0022
C03B;I25.9;5;0,0059;5;0,0022
C03B;R51;5;0,0059;5;0,0022
C03B;T85.2;5;0,0059;5;0,0022
C03B;Z74.1;5;0,0059;5;0,0022
C03B;C61;4;0,0048;4;0,0017
C03B;E10.90;4;0,0048;4;0,0017
C03B;G47.39;4;0,0048;4;0,0017
C03B;H21.5;4;0,0048;4;0,0017
C03B;H25.9;4;0,0048;4;0,0017
C03B;H27.1;4;0,0048;4;0,0017
C03B;H33.5;4;0,0048;4;0,0017
C03B;H35.4;4;0,0048;4;0,0017
C03B;H40.5;4;0,0048;4;0,0017
C03B;H54.6;4;0,0048;4;0,0017
C03B;H57.1;4;0,0048;4;0,0017
C03B;L23.5;4;0,0048;4;0,0017
C03B;R26.8;4;0,0048;4;0,0017
C03B;S00.1;4;0,0048;4;0,0017
C03B;S05.0;4;0,0048;4;0,0017
C03B;T78.4;4;0,0048;4;0,0017
C03B;Z85.3;4;0,0048;4;0,0017
C03B;Z95.4;4;0,0048;4;0,0017
C03C;I10.90;158;0,2401;158;0,0955
C03C;Z96.1;139;0,2112;139;0,084
C03C;I10.00;99;0,1505;99;0,0598
C03C;E11.90;61;0,0927;61;0,0369
C03C;Z92.2;52;0,079;52;0,0314
C03C;E03.9;43;0,0653;43;0,026
C03C;Z98.8;38;0,0578;38;0,023
C03C;E11.30;37;0,0562;47;0,0284
C03C;H54.4;37;0,0562;37;0,0224
C03C;H35.3;34;0,0517;34;0,0205
C03C;H35.8;33;0,0502;33;0,0199
C03C;H11.9;29;0,0441;29;0,0175
C03C;Z92.1;29;0,0441;29;0,0175
C03C;I25.19;26;0,0395;26;0,0157
C03C;I25.0;23;0,035;23;0,0139
C03C;H36.0;21;0,0319;21;0,0127
C03C;H40.1;20;0,0304;20;0,0121
C03C;H40.0;19;0,0289;19;0,0115
C03C;H44.4;19;0,0289;19;0,0115
C03C;I49.9;19;0,0289;19;0,0115
C03C;H25.1;18;0,0274;18;0,0109
C03C;H43.1;18;0,0274;18;0,0109
C03C;H11.3;14;0,0213;14;0,0085
C03C;E78.2;13;0,0198;13;0,0079
C03C;I25.10;13;0,0198;13;0,0079
C03C;H25.8;11;0,0167;11;0,0066
C03C;H43.8;11;0,0167;11;0,0066
C03C;I48.0;10;0,0152;10;0,006
C03C;J45.9;10;0,0152;10;0,006
C03C;Z74.0;10;0,0152;10;0,006
C03C;E78.5;9;0,0137;9;0,0054
C03C;H35.6;9;0,0137;9;0,0054
C03C;H54.2;9;0,0137;9;0,0054
