IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
C03B;H35.3;272;0,3234
C03B;H33.0;129;0,1534
C03B;H33.5;128;0,1522
C03B;H25.8;60;0,0713
C03B;H35.8;47;0,0559
C03B;H43.1;40;0,0476
C03B;H33.2;18;0,0214
C03B;H33.4;18;0,0214
C03B;H27.1;14;0,0166
C03B;H35.2;12;0,0143
C03B;H26.8;11;0,0131
C03B;T85.2;10;0,0119
C03B;H25.1;9;0,0107
C03B;H26.0;9;0,0107
C03B;H43.3;9;0,0107
C03B;H25.0;8;0,0095
C03B;H35.6;8;0,0095
C03B;E11.30;6;0,0071
C03B;H43.2;5;0,0059
C03B;H33.3;4;0,0048
C03C;H35.3;308;0,4681
C03C;H35.8;117;0,1778
C03C;H43.1;66;0,1003
C03C;H33.0;34;0,0517
C03C;H43.3;21;0,0319
C03C;H27.1;16;0,0243
C03C;H33.5;16;0,0243
C03C;H33.2;14;0,0213
C03C;H35.6;10;0,0152
C03C;T85.2;9;0,0137
C03C;H33.4;6;0,0091
C03C;H35.2;5;0,0076
C04B;H18.5;64;0,7711
C04B;H18.6;4;0,0482
C04B;H18.8;4;0,0482
C06Z;H40.1;298;0,8466
C06Z;H40.2;14;0,0398
C06Z;H25.8;12;0,0341
C06Z;H40.9;7;0,0199
C06Z;H25.1;6;0,017
C06Z;H40.4;4;0,0114
C07B;H40.1;56;0,7273
C07B;H40.5;11;0,1429
C07B;H40.2;6;0,0779
C08B;H25.8;518;0,7969
C08B;H25.1;55;0,0846
C08B;H26.8;37;0,0569
C08B;H26.9;24;0,0369
C08B;H25.2;5;0,0077
C20B;H11.0;49;0,3769
C20B;H27.1;29;0,2231
C20B;C44.1;14;0,1077
C20B;H25.8;7;0,0538
C20B;H27.0;7;0,0538
C20B;T85.2;7;0,0538
D05B;D11.0;86;0,8776
D05B;D37.0;5;0,051
D06B;H71;40;0,2381
D06B;H66.1;27;0,1607
D06B;H70.1;24;0,1429
D06B;J32.4;21;0,125
D06B;K12.28;5;0,0298
D06B;H65.4;4;0,0238
D06B;H73.8;4;0,0238
D06B;H90.1;4;0,0238
D06C;J32.4;1610;0,6087
D06C;J34.2;409;0,1546
D06C;J32.0;224;0,0847
D06C;J34.3;60;0,0227
D06C;J32.8;53;0,02
D06C;J32.2;52;0,0197
D06C;H71;26;0,0098
D06C;J31.0;23;0,0087
D06C;H66.1;20;0,0076
D06C;J34.1;18;0,0068
D06C;K11.2;16;0,006
D06C;J33.8;13;0,0049
D06C;M95.0;13;0,0049
D06C;J32.9;12;0,0045
D06C;K11.5;10;0,0038
D06C;H66.2;9;0,0034
D06C;D11.7;7;0,0026
D06C;H74.1;6;0,0023
D06C;H81.0;5;0,0019
D06C;J32.1;5;0,0019
D06C;J01.0;4;0,0015
D06C;J32.3;4;0,0015
D12B;J35.0;97;0,2038
D12B;J34.2;82;0,1723
D12B;J39.2;39;0,0819
D12B;J35.3;37;0,0777
D12B;Q18.0;25;0,0525
D12B;Q18.8;22;0,0462
D12B;C76.0;19;0,0399
D12B;R06.5;16;0,0336
D12B;J35.1;13;0,0273
D12B;J32.4;9;0,0189
D12B;J37.0;9;0,0189
D12B;J34.3;7;0,0147
D12B;K14.8;6;0,0126
D12B;S02.4;6;0,0126
D12B;J35.2;5;0,0105
D12B;J32.0;4;0,0084
D12B;J36;4;0,0084
D12B;K09.2;4;0,0084
D12B;K10.28;4;0,0084
D12B;S02.2;4;0,0084
D13B;K04.5;30;0,3093
D13B;K08.3;14;0,1443
D13B;K10.3;14;0,1443
D13B;K04.6;6;0,0619
D13B;J35.2;5;0,0515
D13B;K08.0;5;0,0515
D13B;K12.28;4;0,0412
D22B;K08.3;18;0,1978
D22B;K04.6;9;0,0989
D22B;K08.0;6;0,0659
D22B;T81.0;6;0,0659
D22B;K02.1;4;0,044
D22B;K04.5;4;0,044
D22B;K10.28;4;0,044
D25D;K10.28;30;0,2804
D25D;K08.2;10;0,0935
D25D;K04.5;6;0,0561
D25D;K08.3;6;0,0561
D25D;K09.2;5;0,0467
D25D;K09.0;4;0,0374
D28Z;K07.1;104;0,4194
D28Z;K07.2;71;0,2863
D28Z;S02.4;20;0,0806
D28Z;C76.0;8;0,0323
D28Z;S02.69;4;0,0161
D30A;H66.1;60;0,24
D30A;H71;26;0,104
D30A;H80.1;17;0,068
D30A;H60.4;12;0,048
D30A;H61.3;10;0,04
D30A;H80.9;10;0,04
D30A;H61.8;8;0,032
D30A;H80.0;8;0,032
D30A;H65.4;7;0,028
D30A;H72.8;7;0,028
D30A;J34.2;7;0,028
D30A;H72.0;6;0,024
D30A;J35.0;6;0,024
D30A;H65.3;4;0,016
D30A;H66.3;4;0,016
D30A;H74.2;4;0,016
D30A;H80.2;4;0,016
D30A;H80.8;4;0,016
D30A;J32.4;4;0,016
D30B;J35.0;1850;0,7272
D30B;J35.3;415;0,1631
D30B;J35.1;98;0,0385
D30B;J36;46;0,0181
D30B;J35.8;40;0,0157
D30B;J35.2;34;0,0134
D30B;T81.0;27;0,0106
D30B;J03.9;4;0,0016
D30B;R04.1;4;0,0016
D30C;J37.0;28;0,35
D30C;J38.4;12;0,15
D30C;J38.1;11;0,1375
D30C;J38.3;6;0,075
D30C;C32.0;4;0,05
D37B;M95.0;101;0,481
D37B;J34.2;89;0,4238
D37B;J32.4;10;0,0476
D38Z;J34.2;2168;0,9083
D38Z;J34.3;112;0,0469
D38Z;J35.0;24;0,0101
D38Z;J31.0;20;0,0084
D38Z;M95.0;9;0,0038
D38Z;S02.2;6;0,0025
D38Z;G47.31;5;0,0021
D38Z;J32.0;5;0,0021
D38Z;J35.1;5;0,0021
D40Z;K10.28;23;0,2987
D40Z;K08.3;16;0,2078
D40Z;K04.5;14;0,1818
D40Z;K01.0;4;0,0519
D40Z;K01.1;4;0,0519
D40Z;K08.88;4;0,0519
D61Z;H91.2;30;0,3261
D61Z;H81.2;22;0,2391
D61Z;H91.0;16;0,1739
D61Z;H93.1;8;0,087
D61Z;R42;6;0,0652
D61Z;H81.1;5;0,0543
D62Z;J03.9;45;0,2795
D62Z;J36;39;0,2422
D62Z;R04.0;13;0,0807
D62Z;J04.0;9;0,0559
D62Z;H66.0;8;0,0497
D62Z;J03.8;7;0,0435
D62Z;J32.4;4;0,0248
D62Z;J35.0;4;0,0248
G24C;K40.90;214;0,6794
G24C;K40.91;43;0,1365
G24C;K42.9;25;0,0794
G24C;K43.90;13;0,0413
G24C;K40.30;8;0,0254
G24C;K43.2;4;0,0127
G26B;K60.3;237;0,2974
G26B;K64.2;144;0,1807
G26B;K60.5;121;0,1518
G26B;K62.2;120;0,1506
G26B;K61.0;47;0,059
G26B;K64.3;42;0,0527
G26B;K60.1;20;0,0251
G26B;K62.8;19;0,0238
G26B;D12.8;4;0,005
G26B;D37.5;4;0,005
G26B;K60.4;4;0,005
I10D;M48.06;62;0,5391
I10D;M50.1;22;0,1913
I10D;M51.1;14;0,1217
I10D;M48.02;5;0,0435
I10D;M50.2;5;0,0435
I10E;M51.1;136;0,5397
I10E;M48.06;87;0,3452
I10E;M51.2;16;0,0635
I16B;M75.4;210;0,7343
I16B;M75.1;28;0,0979
I16B;M25.61;14;0,049
I16B;M75.3;13;0,0455
I16B;M19.91;4;0,014
I16B;M75.0;4;0,014
I16B;M75.5;4;0,014
I16C;M75.4;165;0,6653
I16C;M75.1;28;0,1129
I16C;M75.3;25;0,1008
I16C;M75.5;11;0,0444
I16C;M19.91;5;0,0202
I16C;M25.61;4;0,0161
I16C;M65.29;4;0,0161
I18B;M23.32;30;0,1935
I18B;M23.33;25;0,1613
I18B;M24.66;17;0,1097
I18B;M23.22;9;0,0581
I18B;M23.30;7;0,0452
I18B;M23.39;7;0,0452
I18B;M23.90;7;0,0452
I18B;M23.21;5;0,0323
I18B;M23.35;5;0,0323
I18B;M94.26;5;0,0323
I18B;S83.2;4;0,0258
I20D;M20.1;96;0,6316
I20D;M21.63;13;0,0855
I20D;M25.37;7;0,0461
I20D;M19.07;6;0,0395
I20D;M19.97;5;0,0329
I20D;M20.2;5;0,0329
I20D;M20.3;4;0,0263
I20G;M20.1;37;0,3592
I20G;M20.2;24;0,233
I20G;M19.97;9;0,0874
I20G;M20.4;8;0,0777
I20G;M77.4;7;0,068
I20G;M20.3;4;0,0388
I20H;M20.1;96;0,5926
I20H;M20.2;11;0,0679
I20H;M20.4;8;0,0494
I20H;M77.4;7;0,0432
I20H;Q66.8;6;0,037
I20H;M77.3;4;0,0247
I20H;S86.0;4;0,0247
I21Z;Q72.4;12;0,1304
I21Z;S52.51;11;0,1196
I21Z;M21.75;8;0,087
I21Z;M21.06;4;0,0435
I21Z;M91.1;4;0,0435
I23B;M54.17;55;0,3395
I23B;M54.4;25;0,1543
I23B;M21.16;12;0,0741
I23B;M54.5;12;0,0741
I23B;M54.16;10;0,0617
I23B;S82.18;6;0,037
I23B;M47.26;5;0,0309
I24B;M23.32;54;0,2827
I24B;M23.22;44;0,2304
I24B;M23.33;26;0,1361
I24B;M23.90;13;0,0681
I24B;S83.2;12;0,0628
I24B;M23.36;6;0,0314
I24B;M23.21;5;0,0262
I24B;M22.4;4;0,0209
I24B;M23.30;4;0,0209
I27D;M71.2;11;0,1196
I27D;M75.1;6;0,0652
I27D;S76.1;5;0,0543
I27D;S86.0;5;0,0543
I27D;M62.08;4;0,0435
I28E;M54.4;70;0,4762
I28E;M51.3;35;0,2381
I28E;M48.06;17;0,1156
I28E;M54.5;8;0,0544
I28E;M47.99;5;0,034
I28E;M54.17;4;0,0272
I29B;M75.1;80;0,6349
I29B;M75.4;24;0,1905
I29B;S43.01;8;0,0635
I29C;M75.1;69;0,5267
I29C;M75.4;56;0,4275
I30C;S83.53;160;0,5161
I30C;M23.51;55;0,1774
I30C;M22.0;22;0,071
I30C;S83.50;22;0,071
I30C;Q74.1;9;0,029
I30C;M23.81;5;0,0161
I30C;S83.0;5;0,0161
I30C;S83.54;5;0,0161
I32F;M18.1;58;0,3919
I32F;M72.0;37;0,25
I32F;M18.9;15;0,1014
I43B;M17.1;61;0,6854
I43B;T84.0;20;0,2247
I44C;M17.1;831;0,7967
I44C;M17.9;159;0,1524
I44C;T84.0;16;0,0153
I44C;M17.3;15;0,0144
I44C;M17.0;7;0,0067
I44C;M17.5;6;0,0058
I44D;M17.1;134;0,7976
I44D;M17.9;29;0,1726
I47C;M16.1;668;0,8642
I47C;M16.9;38;0,0492
I47C;M16.3;32;0,0414
I47C;M87.85;7;0,0091
I47C;M16.5;6;0,0078
I47C;M16.7;6;0,0078
I47C;M16.2;5;0,0065
I47C;M16.0;4;0,0052
I47C;T84.0;4;0,0052
I68D;M54.86;657;0,3028
I68D;M54.4;508;0,2341
I68D;M42.16;201;0,0926
I68D;M47.26;160;0,0737
I68D;M54.80;136;0,0627
I68D;M51.1;113;0,0521
I68D;M54.16;54;0,0249
I68D;M54.2;45;0,0207
I68D;M51.2;39;0,018
I68D;M47.86;37;0,0171
I68D;M54.82;36;0,0166
I68D;M48.06;26;0,012
I68D;M53.1;20;0,0092
I68D;M50.1;15;0,0069
I68D;M54.87;13;0,006
I68D;M47.22;12;0,0055
I68D;M54.85;12;0,0055
I68D;M54.5;9;0,0041
I68D;M42.10;8;0,0037
I68D;M54.12;8;0,0037
I68D;M47.82;5;0,0023
I68D;M47.96;5;0,0023
I68D;M54.14;4;0,0018
J09B;L05.9;58;0,617
J09B;L05.0;33;0,3511
L17B;N35.9;40;0,2797
L17B;N35.8;37;0,2587
L17B;N39.3;15;0,1049
L17B;N13.2;11;0,0769
L17B;N20.1;11;0,0769
L17B;N36.2;5;0,035
L17B;N99.1;5;0,035
L20B;C67.2;25;0,2688
L20B;C67.9;21;0,2258
L20B;N20.0;11;0,1183
L20B;N13.2;5;0,0538
L20B;N20.2;5;0,0538
L20B;C67.4;4;0,043
L20C;C67.9;132;0,187
L20C;C67.8;129;0,1827
L20C;C67.2;91;0,1289
L20C;N20.1;53;0,0751
L20C;C67.0;35;0,0496
L20C;N13.2;35;0,0496
L20C;N21.0;34;0,0482
L20C;C67.4;29;0,0411
L20C;D41.4;29;0,0411
L20C;C67.6;21;0,0297
L20C;C67.3;16;0,0227
L20C;D30.3;16;0,0227
L20C;C67.5;8;0,0113
L20C;D09.0;8;0,0113
L20C;C68.9;6;0,0085
L20C;N30.0;6;0,0085
L20C;C67.1;5;0,0071
L20C;N30.2;5;0,0071
L20C;Z08.8;5;0,0071
L20C;N13.3;4;0,0057
L20C;N32.0;4;0,0057
L63F;N39.0;45;0,4412
L63F;N10;38;0,3725
L63F;N30.0;13;0,1275
L64B;N20.1;39;0,1822
L64B;N13.2;29;0,1355
L64B;R31;29;0,1355
L64B;N13.3;23;0,1075
L64B;N20.0;15;0,0701
L64B;N13.1;14;0,0654
L64B;N13.5;10;0,0467
L64B;N13.0;8;0,0374
L64B;R33;6;0,028
L64B;N39.41;5;0,0234
L64B;N13.6;4;0,0187
L64B;N39.0;4;0,0187
L64D;N20.1;37;0,3364
L64D;R33;24;0,2182
L64D;N23;17;0,1545
L64D;N13.2;15;0,1364
L64D;N20.0;8;0,0727
L64D;N13.3;4;0,0364
M02B;N40;366;0,7804
M02B;C61;37;0,0789
M02B;N32.0;8;0,0171
M02B;N32.8;7;0,0149
M02B;C67.2;6;0,0128
M02B;C67.8;6;0,0128
M02B;D29.1;6;0,0128
M02B;D40.0;5;0,0107
M02B;N21.0;4;0,0085
M02B;N41.2;4;0,0085
M04D;N43.3;39;0,2977
M04D;N43.0;27;0,2061
M04D;N43.2;22;0,1679
M04D;N43.4;13;0,0992
M04D;N45.9;5;0,0382
M04D;I86.1;4;0,0305
N07A;D25.1;23;0,1769
N07A;N80.1;11;0,0846
N07A;D25.9;10;0,0769
N07A;N81.4;9;0,0692
N07A;D25.0;7;0,0538
N07A;N80.0;7;0,0538
N07A;N81.2;6;0,0462
N07A;N87.2;6;0,0462
N07A;D25.2;5;0,0385
N07A;N92.0;5;0,0385
N07A;N92.1;5;0,0385
N07A;D06.1;4;0,0308
N07A;N85.2;4;0,0308
N14Z;N81.2;72;0,3934
N14Z;N81.4;36;0,1967
N14Z;D25.1;17;0,0929
N14Z;D25.9;15;0,082
N14Z;N81.3;10;0,0546
N14Z;N81.1;6;0,0328
N14Z;N92.0;5;0,0273
N14Z;N80.0;4;0,0219
N14Z;N81.5;4;0,0219
N21A;D25.1;61;0,2976
N21A;D25.9;39;0,1902
N21A;N80.0;22;0,1073
N21A;N92.0;12;0,0585
N21A;D25.0;9;0,0439
N21A;D25.2;9;0,0439
N21A;N85.2;8;0,039
N21A;N92.1;7;0,0341
N21A;D27;4;0,0195
N21A;N81.4;4;0,0195
O01E;O68.0;24;0,1951
O01E;O63.0;11;0,0894
O01E;O65.4;10;0,0813
O01E;O48;9;0,0732
O01E;O62.0;8;0,065
O01E;O75.6;8;0,065
O01E;O64.0;5;0,0407
O01E;O65.5;5;0,0407
O01E;O13;4;0,0325
O01E;O63.1;4;0,0325
O01F;O68.0;58;0,1933
O01F;O65.4;41;0,1367
O01F;O64.0;25;0,0833
O01F;O65.5;23;0,0767
O01F;O64.1;19;0,0633
O01F;O33.4;15;0,05
O01F;O34.2;14;0,0467
O01F;O68.2;14;0,0467
O01F;O64.5;12;0,04
O01F;O48;11;0,0367
O01F;O42.0;10;0,0333
O01F;O32.4;8;0,0267
O01F;O62.1;6;0,02
O01F;O36.3;4;0,0133
O01F;O82;4;0,0133
O01H;O34.2;155;0,3355
O01H;O65.4;101;0,2186
O01H;O64.1;60;0,1299
O01H;O82;36;0,0779
O01H;O32.1;16;0,0346
O01H;O33.4;14;0,0303
O01H;O65.1;13;0,0281
O01H;O65.5;11;0,0238
O01H;O64.4;6;0,013
O01H;O69.8;5;0,0108
O01H;O32.4;4;0,0087
O01H;O33.5;4;0,0087
O60C;O60.1;12;0,0876
O60C;O62.1;12;0,0876
O60C;O24.4;11;0,0803
O60C;O80;8;0,0584
O60C;O68.0;7;0,0511
O60C;O70.0;7;0,0511
O60C;O70.2;6;0,0438
O60C;O74.6;6;0,0438
O60C;O41.0;5;0,0365
O60C;O42.0;5;0,0365
O60C;O70.1;5;0,0365
O60C;O13;4;0,0292
O60C;O14.0;4;0,0292
O60C;O48;4;0,0292
O60C;O75.7;4;0,0292
O60D;O80;266;0,2191
O60D;O70.0;147;0,1211
O60D;O70.1;129;0,1063
O60D;O62.1;81;0,0667
O60D;O48;68;0,056
O60D;O42.0;67;0,0552
O60D;O68.0;57;0,047
O60D;O71.8;48;0,0395
O60D;O68.1;41;0,0338
O60D;O69.8;40;0,0329
O60D;O75.7;38;0,0313
O60D;O69.2;25;0,0206
O60D;O71.4;25;0,0206
O60D;O62.2;22;0,0181
O60D;O23.5;21;0,0173
O60D;O68.2;16;0,0132
O60D;O62.0;15;0,0124
O60D;O72.1;13;0,0107
O60D;O64.0;10;0,0082
O60D;O69.1;10;0,0082
O60D;O81;10;0,0082
O60D;O99.0;10;0,0082
O60D;O75.8;7;0,0058
O60D;O66.0;5;0,0041
O60D;O34.2;4;0,0033
O60D;O62.3;4;0,0033
O65B;O21.0;72;0,1851
O65B;O60.0;60;0,1542
O65B;O20.0;46;0,1183
O65B;O20.8;30;0,0771
O65B;O21.1;30;0,0771
O65B;O26.88;28;0,072
O65B;O13;10;0,0257
O65B;O23.3;10;0,0257
O65B;O26.81;9;0,0231
O65B;O20.9;8;0,0206
O65B;O98.8;8;0,0206
O65B;O99.8;7;0,018
O65B;O23.0;6;0,0154
O65B;O61.0;5;0,0129
O65B;O99.0;5;0,0129
O65B;O99.5;5;0,0129
O65B;O99.6;5;0,0129
O65B;O14.0;4;0,0103
O65B;O36.3;4;0,0103
O65B;O36.5;4;0,0103
O65B;O46.8;4;0,0103
O65B;O47.1;4;0,0103
P67C;P59.9;33;0,3548
P67C;P59.8;24;0,2581
P67E;Z38.0;2240;0,8229
P67E;P08.2;71;0,0261
P67E;P70.4;38;0,014
P67E;P12.0;35;0,0129
P67E;P55.8;32;0,0118
P67E;P80.8;26;0,0096
P67E;P21.1;25;0,0092
P67E;P08.0;24;0,0088
P67E;P92.5;20;0,0073
P67E;Z83.3;20;0,0073
P67E;Q38.1;17;0,0062
P67E;P07.3;14;0,0051
P67E;P96.8;13;0,0048
P67E;P05.1;10;0,0037
P67E;P08.1;10;0,0037
P67E;Z24.6;10;0,0037
P67E;Q66.8;8;0,0029
P67E;P05.0;7;0,0026
P67E;L22;6;0,0022
P67E;P05.2;6;0,0022
P67E;P39.1;6;0,0022
P67E;P83.8;6;0,0022
P67E;P12.1;5;0,0018
P67E;P15.8;5;0,0018
P67E;P92.2;4;0,0015
P67E;Q66.2;4;0,0015
