IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_PCCL5;IK_PCCL6;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
02 ;C03B;841;0,8621;0,107;0,0143;0,0155;0,0012;0,00;0,00;0,5291;0,4709;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0143;0,0143;0,0464;0,0511;0,0939;0,1201;0,3222;0,2033;0,1344;0,2511;0,7207;0,0283;1;5;2,50;0,591;0,0292;0,70;1846,38;451,51
02 ;C03C;658;0,8891;0,0866;0,0137;0,0106;0,00;0,00;0,00;0,5106;0,4894;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0122;0,0167;0,0152;0,0365;0,0684;0,1201;0,3663;0,2036;0,1611;0,1807;0,7824;0,0369;1;5;2,40;0,474;0,0229;0,70;1479,63;255,08
02 ;C04B;83;0,8675;0,1325;0,00;0,00;0,00;0,00;0,00;0,6386;0,3614;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0482;0,0241;0,0241;0,0482;0,012;0,0482;0,3614;0,253;0,1807;0,0753;0,8925;0,0323;1;8;4,70;1,219;0,0029;1,10;3895,02;535,79
02 ;C06Z;352;0,9318;0,054;0,0114;0,0028;0,00;0,00;0,00;0,483;0,517;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0028;0,0142;0,0455;0,0511;0,0909;0,1136;0,3381;0,1847;0,1591;0,0331;0,8957;0,0712;1;8;3,80;0,534;0,0122;1,40;1653,31;378,01
02 ;C07B;77;0,961;0,026;0,00;0,013;0,00;0,00;0,00;0,5065;0,4935;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,013;0,026;0,0779;0,0779;0,039;0,1169;0,1948;0,2078;0,2468;0,4161;0,5168;0,0671;1;5;2,70;0,323;0,0027;0,90;992,62;191,77
02 ;C08B;650;0,8692;0,0677;0,0385;0,0215;0,0031;0,00;0,00;0,3846;0,6154;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0015;0,0031;0,0092;0,0154;0,0338;0,0615;0,2031;0,2477;0,4246;0,6842;0,3086;0,0071;1;4;2,40;0,356;0,0226;0,50;1104,85;167,85
02 ;C20B;130;0,9538;0,0154;0,0308;0,00;0,00;0,00;0,00;0,5231;0,4769;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0077;0,0538;0,0231;0,0615;0,0846;0,0769;0,2154;0,2385;0,2385;0,2637;0,7143;0,022;1;5;2,50;0,408;0,0045;0,70;1264,50;399,30
03 ;D05B;98;0,9796;0,00;0,0102;0,0102;0,00;0,00;0,00;0,5918;0,398;0,0102;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0612;0,0714;0,1224;0,0816;0,1939;0,0918;0,2143;0,1224;0,0408;0,0965;0,8596;0,0439;1;6;3,10;0,682;0,0034;0,90;2097,03;646,31
03 ;D06B;168;0,9048;0,0298;0,0357;0,0298;0,00;0,00;0,00;0,5238;0,4762;0,00;0,00;0,00;0,00;0,00;0,0833;0,256;0,00;0,0833;0,0833;0,131;0,0476;0,0774;0,0714;0,125;0,0298;0,0119;0,1651;0,7706;0,0642;1;5;2,80;0,582;0,0058;0,70;1794,41;419,98
03 ;D06C;2645;0,9637;0,0242;0,0079;0,0042;0,00;0,00;0,00;0,5709;0,4291;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0147;0,2257;0,1981;0,2011;0,1119;0,0877;0,0665;0,0715;0,0193;0,0034;0,1828;0,8111;0,0061;1;6;3,00;0,517;0,0919;0,80;1590,90;326,76
