IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
B69A;11;95,00;0,35;76,39;2,02;0,97;0,00;6,36;0,00;35,58;12,02;36,92;265,61
B69A;12;5,70;0,46;99,38;0,03;0,00;0,00;0,73;0,10;27,17;4,09;27,54;165,20
B69A;13;46,16;12,91;34,48;1,77;0,01;0,00;5,22;0,45;0,00;7,12;27,88;136,00
B69B;1;510,81;883,41;50,10;65,46;21,31;0,00;64,65;16,85;3,37;234,68;677,63;2528,27
B69B;2;415,74;718,71;22,18;60,30;9,73;0,00;67,24;2,21;1,67;131,29;369,91;1798,98
B69B;4;0,46;0,00;0,66;0,03;0,00;0,00;0,20;0,00;0,00;0,09;0,15;1,59
B69B;5;2,11;0,00;0,81;0,04;0,00;0,00;0,11;0,00;0,00;0,07;0,27;3,41
B69B;7;0,27;0,00;0,59;0,02;0,00;0,00;0,09;0,00;1,06;0,21;0,24;2,48
B69B;8;19,43;0,00;17,35;0,49;0,00;0,00;6,87;16,11;0,00;7,97;11,38;79,60
B69B;9;168,28;0,00;142,79;2,61;0,13;0,00;37,36;8,09;60,31;63,24;116,98;599,79
B69B;10;16,81;0,00;64,52;2,88;26,46;0,00;49,35;0,35;60,07;11,01;25,74;257,19
B69B;11;102,82;2,68;92,99;1,17;0,00;0,00;7,02;0,01;0,00;13,49;46,36;266,54
B69B;12;10,82;1,36;200,15;0,09;11,28;0,00;2,69;0,26;31,78;7,18;58,21;323,82
B69B;13;52,34;20,41;37,08;2,29;0,00;0,00;5,88;3,04;0,00;8,60;33,71;163,35
B69C;1;195,98;236,75;16,22;18,25;1,18;0,00;16,49;2,43;3,34;92,82;260,43;843,89
B69C;2;316,27;499,68;16,79;37,75;1,42;0,00;39,17;0,32;8,22;95,83;243,64;1259,09
B69C;4;0,07;0,00;0,05;0,00;0,00;0,00;0,04;0,04;0,00;0,04;0,04;0,28
B69C;5;0,20;0,00;0,13;0,01;0,00;0,00;0,03;0,00;0,00;0,02;0,05;0,44
B69C;7;1,04;0,00;0,95;0,09;0,00;0,01;0,53;0,68;0,70;0,48;0,68;5,16
B69C;8;2,30;0,00;2,43;0,08;0,00;0,00;0,93;1,06;0,87;0,95;1,46;10,08
B69C;9;111,89;0,00;99,38;1,57;0,12;0,01;20,51;4,19;84,12;44,27;66,17;432,23
B69C;10;4,46;0,00;24,11;0,58;0,46;0,00;21,43;0,81;21,70;3,20;9,39;86,14
B69C;11;97,36;1,15;80,32;1,28;0,14;0,00;6,65;0,03;2,77;13,74;38,23;241,67
B69C;12;2,43;0,17;68,94;0,06;0,00;0,00;0,82;0,33;18,29;2,37;19,48;112,89
B69C;13;43,40;12,02;38,31;1,89;0,11;0,00;5,23;0,75;0,00;7,26;27,42;136,39
B69D;1;243,42;302,39;19,87;21,61;0,54;0,00;21,29;1,13;6,79;117,22;331,65;1065,91
B69D;2;73,22;131,72;3,84;9,94;0,46;0,00;10,81;0,04;1,77;25,59;65,44;322,83
B69D;4;0,39;0,00;0,35;0,02;0,00;0,00;0,22;0,58;0,09;0,15;0,33;2,13
B69D;5;0,44;0,00;0,27;0,02;0,00;0,00;0,08;0,00;0,00;0,07;0,10;0,98
B69D;7;1,61;0,00;1,45;0,15;0,00;0,05;0,91;1,90;3,49;0,66;0,97;11,19
B69D;8;2,38;0,00;2,35;0,08;0,00;0,00;0,82;0,10;0,55;1,04;1,36;8,68
B69D;9;84,96;0,00;85,38;1,10;0,09;0,10;16,46;6,78;88,76;37,06;53,05;373,74
B69D;10;3,67;0,00;22,87;0,62;0,16;0,00;18,23;0,56;19,84;2,83;8,75;77,53
B69D;11;82,62;1,31;69,17;1,27;0,00;0,00;5,96;0,08;4,96;12,85;34,07;212,29
B69D;12;1,61;0,35;32,60;0,12;0,00;0,00;0,31;0,16;7,10;1,16;9,59;53,00
B69D;13;41,37;11,72;39,30;1,65;0,14;0,00;5,18;0,25;0,01;7,34;26,70;133,66
B70A;1;353,99;592,74;36,89;49,15;14,07;0,00;40,38;3,22;5,14;175,11;453,89;1724,58
B70A;2;964,70;1524,90;66,52;122,19;69,49;0,00;130,21;1,68;14,22;294,45;728,98;3917,34
B70A;4;0,22;0,00;0,26;0,01;0,00;0,00;0,07;0,03;0,00;0,11;0,17;0,87
B70A;5;3,30;0,00;2,34;0,14;0,00;0,00;0,53;0,00;0,00;0,39;0,82;7,52
B70A;7;0,42;0,00;0,53;0,02;0,00;0,00;0,08;0,23;1,75;0,18;0,29;3,50
B70A;8;3,53;0,00;3,83;0,11;0,01;0,03;1,43;1,34;0,80;1,63;2,30;15,01
B70A;9;205,46;0,00;164,51;2,48;0,25;0,11;37,66;19,08;72,79;85,35;123,62;711,31
B70A;10;12,17;0,00;48,78;0,86;2,37;0,00;43,79;0,01;34,88;7,33;21,42;171,61
B70A;11;80,09;0,93;67,87;1,10;0,61;0,00;5,48;0,00;8,68;12,05;31,80;208,61
B70A;12;16,73;1,37;285,42;0,14;0,00;0,00;2,00;0,56;78,35;11,97;79,40;475,94
B70A;13;48,07;9,75;41,73;2,18;9,54;0,00;5,30;0,99;0,00;8,96;28,56;155,08
B70B;1;275,26;405,97;27,62;32,59;13,71;0,00;27,88;4,63;4,67;139,13;356,26;1287,72
B70B;2;743,30;1197,61;56,13;96,84;111,69;0,00;94,67;1,19;7,09;233,99;567,33;3109,84
B70B;4;0,29;0,00;0,27;0,02;0,00;0,01;0,18;0,04;0,00;0,15;0,25;1,21
B70B;5;1,46;0,00;0,94;0,07;0,00;0,00;0,28;0,00;0,00;0,19;0,39;3,33
B70B;7;1,45;0,00;1,84;0,10;0,01;0,01;0,59;1,07;2,62;0,90;1,34;9,93
B70B;8;3,63;0,00;4,06;0,12;0,00;0,03;1,38;1,85;1,17;1,78;2,53;16,55
B70B;9;163,38;0,00;136,21;2,25;0,27;0,10;28,64;11,20;87,62;65,58;91,34;586,59
B70B;10;9,05;0,00;38,93;0,68;1,99;0,00;36,73;0,19;30,76;5,79;17,02;141,14
B70B;11;104,90;0,91;85,82;1,76;3,82;0,00;7,46;0,08;13,62;15,38;40,38;274,13
B70B;12;9,80;1,03;213,85;0,11;0,00;0,00;1,62;0,44;59,74;9,30;60,02;355,91
B70B;13;47,75;10,39;39,23;2,06;6,50;0,00;5,11;0,29;0,00;8,64;27,00;146,97
B70C;1;284,65;463,68;24,92;33,01;24,39;0,00;31,78;1,73;5,27;137,87;394,39;1401,69
B70C;2;476,60;788,03;24,93;64,24;211,09;0,00;83,80;1,13;57,97;151,76;400,12;2259,67
B70C;4;0,13;0,00;0,16;0,01;0,00;0,00;0,06;0,02;0,00;0,14;0,13;0,65
B70C;5;1,26;0,00;0,86;0,06;0,00;0,00;0,21;0,01;0,00;0,15;0,38;2,93
B70C;7;2,63;0,00;1,20;0,33;0,00;0,00;1,65;1,89;1,38;0,97;1,59;11,64
B70C;8;3,78;0,00;4,65;0,16;0,00;0,08;1,88;0,67;0,26;1,90;2,53;15,91
B70C;9;150,62;0,00;131,46;2,25;0,13;0,13;31,70;12,90;146,86;62,65;97,34;636,04
B70C;10;6,34;0,00;34,32;0,65;1,87;0,00;27,09;4,36;26,51;4,32;12,64;118,10
B70C;11;90,89;1,00;69,47;1,76;2,82;0,00;6,92;0,06;1,76;12,79;35,14;222,61
B70C;12;6,38;0,26;164,80;0,24;0,00;0,00;2,56;0,22;36,77;5,84;45,26;262,33
B70C;13;48,26;12,00;42,72;2,21;21,26;0,00;6,11;0,86;0,00;7,83;31,76;173,01
B70D;1;279,35;363,16;21,45;29,55;2,06;0,00;26,83;1,67;4,49;132,44;364,70;1225,70
B70D;2;371,34;591,16;18,17;44,61;2,44;0,00;45,56;0,32;6,10;111,68;279,06;1470,44
B70D;4;0,09;0,00;0,10;0,01;0,00;0,00;0,06;0,05;0,00;0,06;0,12;0,49
B70D;5;0,41;0,00;0,26;0,02;0,00;0,00;0,06;0,00;0,00;0,05;0,11;0,91
B70D;7;1,10;0,00;0,80;0,08;0,00;0,01;0,54;0,72;0,94;0,41;0,73;5,33
B70D;8;3,25;0,00;3,55;0,10;0,00;0,00;1,28;0,70;2,08;1,32;1,92;14,20
B70D;9;129,87;0,00;114,60;1,78;0,15;0,03;25,86;8,29;79,11;52,46;78,79;490,94
B70D;10;5,69;0,00;27,69;0,70;0,50;0,00;24,68;0,74;26,38;3,68;11,03;101,09
B70D;11;94,71;0,80;78,35;1,38;0,00;0,00;6,82;0,04;2,48;15,17;38,26;238,01
B70D;12;4,40;0,38;119,85;0,13;0,02;0,00;0,96;0,92;34,23;4,37;33,63;198,89
B70D;13;44,65;13,14;39,29;1,90;0,13;0,00;5,37;0,96;0,00;7,51;27,76;140,71
B70E;1;359,64;621,25;32,68;42,98;16,48;0,00;43,82;2,29;8,41;173,38;482,02;1782,95
B70E;2;353,92;670,40;11,21;62,72;81,85;0,00;80,28;1,14;9,81;121,99;329,72;1723,04
B70E;4;0,45;0,00;0,30;0,04;0,00;0,00;0,25;0,00;0,00;0,26;0,36;1,66
B70E;5;3,47;0,00;2,06;0,17;0,00;0,00;0,65;0,00;0,00;0,40;0,92;7,67
B70E;7;1,20;0,00;0,70;0,10;0,00;0,03;0,58;0,45;0,98;0,46;0,77;5,27
B70E;8;2,46;0,00;2,46;0,09;0,00;0,00;0,98;0,43;0,01;1,08;1,62;9,13
B70E;9;141,73;0,00;133,78;2,12;0,65;0,27;25,83;14,76;93,68;55,20;86,63;554,65
B70E;10;9,23;0,00;44,60;1,29;5,84;0,00;36,51;2,27;27,31;5,87;17,58;150,50
B70E;11;53,68;0,74;46,96;1,31;0,33;0,00;4,07;0,05;5,53;8,87;23,35;144,89
B70E;12;11,01;2,26;127,58;0,54;0,06;0,00;1,18;0,38;24,01;6,24;40,29;213,55
B70E;13;51,68;15,26;42,34;2,14;5,02;0,00;6,55;0,62;0,05;9,30;31,62;164,58
B70F;1;384,07;569,64;32,60;40,02;3,68;0,00;40,25;3,02;9,30;186,52;523,43;1792,53
B70F;2;98,51;182,54;5,17;14,99;0,74;0,00;16,80;0,45;2,94;33,69;92,77;448,60
B70F;4;0,17;0,00;0,14;0,01;0,00;0,01;0,09;0,03;0,03;0,09;0,11;0,68
B70F;5;0,60;0,00;0,36;0,03;0,00;0,00;0,10;0,00;0,05;0,08;0,16;1,38
B70F;7;1,43;0,00;1,15;0,12;0,00;0,01;0,77;0,85;3,72;0,53;0,81;9,39
B70F;8;3,40;0,00;3,71;0,13;0,00;0,00;1,41;0,60;0,96;1,47;2,24;13,92
B70F;9;97,64;0,00;95,29;1,50;0,20;0,01;18,29;7,11;93,62;40,39;59,60;413,65
B70F;10;5,61;0,00;30,84;0,79;1,20;0,00;25,24;1,16;30,82;3,96;12,21;111,83
B70F;11;86,06;0,90;74,46;2,12;0,00;0,00;6,53;0,06;5,42;13,27;35,43;224,25
B70F;12;4,60;1,35;97,57;0,23;0,00;0,00;0,86;0,36;19,33;4,03;29,66;157,99
B70F;13;43,19;12,78;39,11;1,79;0,07;0,00;5,46;0,25;0,06;8,04;27,38;138,13
B70G;1;56,64;88,23;4,90;7,76;7,11;0,00;6,92;1,73;11,53;26,38;74,12;285,32
B70G;2;434,24;699,58;29,21;57,28;109,00;0,00;76,67;2,15;10,97;120,91;303,55;1843,56
B70G;5;3,88;0,00;2,33;0,17;0,00;0,00;0,65;0,01;0,00;0,41;1,03;8,48
B70G;7;0,06;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,12
B70G;8;0,93;0,00;1,33;0,03;0,02;0,00;0,50;0,00;0,00;0,78;0,79;4,38
B70G;9;123,52;0,00;102,77;1,78;0,09;0,00;20,79;7,47;56,41;52,69;72,68;438,20
B70G;10;8,04;0,00;31,59;1,09;3,15;0,00;25,37;0,30;29,47;5,28;14,56;118,85
B70G;11;36,42;0,23;27,88;0,84;0,00;0,00;2,27;0,01;3,91;4,90;13,13;89,59
B70G;12;3,97;0,13;77,71;0,03;0,00;0,00;1,02;0,23;19,22;3,17;22,58;128,06
B70G;13;50,69;8,36;46,55;2,28;6,59;0,00;5,55;0,20;0,00;7,89;30,06;158,17
B70H;1;98,25;196,33;9,93;14,93;12,63;0,00;14,32;0,55;1,31;46,61;126,15;521,01
B70H;2;284,58;547,51;10,87;45,08;55,65;0,00;84,24;7,63;10,95;78,84;208,12;1333,47
B70H;4;0,32;0,00;0,34;0,02;0,00;0,00;0,28;0,00;0,00;0,22;0,39;1,57
B70H;5;6,17;0,00;3,67;0,32;0,01;0,00;1,14;0,02;0,00;0,77;1,72;13,82
B70H;7;0,46;0,00;0,71;0,06;0,00;0,00;0,17;1,38;5,25;0,25;0,26;8,54
B70H;8;1,23;0,00;0,78;0,04;0,00;0,00;0,66;0,00;0,00;0,37;0,60;3,68
B70H;9;87,13;0,00;76,95;1,04;0,12;0,00;12,93;4,89;36,24;33,60;50,25;303,15
B70H;10;8,61;0,00;34,69;0,73;4,87;0,00;25,17;0,28;21,29;4,33;15,16;115,13
B70H;11;11,75;0,14;7,95;0,21;0,00;0,00;0,71;0,00;1,95;1,69;4,53;28,93
B70H;12;1,94;0,28;16,87;0,03;1,25;0,00;0,19;0,00;10,44;0,83;5,18;37,01
B70H;13;44,96;11,63;39,58;2,05;2,88;0,00;5,52;0,40;0,17;7,75;26,93;141,87
B70I;1;43,02;76,75;3,61;4,85;6,97;0,00;5,02;1,18;1,20;23,38;57,22;223,20
B70I;2;43,72;77,83;2,27;6,30;44,21;0,00;9,63;0,31;1,21;13,62;34,51;233,61
B70I;4;0,13;0,00;0,08;0,00;0,00;0,00;0,06;0,00;0,00;0,07;0,11;0,45
B70I;5;3,46;0,00;2,19;0,16;0,01;0,00;0,63;0,01;0,05;0,40;0,95;7,86
B70I;6;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
B70I;7;0,25;0,00;0,24;0,03;0,00;0,00;0,18;0,17;0,01;0,14;0,19;1,21
B70I;8;0,33;0,00;0,25;0,01;0,00;0,00;0,13;0,37;0,00;0,11;0,16;1,36
B70I;9;93,67;0,00;75,01;1,14;0,23;0,78;18,33;32,74;46,92;42,01;53,00;363,83
B70I;10;2,87;0,00;13,85;0,36;0,72;0,00;11,04;0,11;8,61;1,79;5,94;45,29
B70I;11;9,17;0,11;7,50;0,15;0,11;0,00;0,77;0,02;0,42;1,53;3,65;23,43
B70I;12;0,71;0,04;6,72;0,02;0,00;0,00;0,06;0,14;1,34;0,33;2,18;11,54
B70I;13;36,01;12,05;30,76;1,40;6,42;0,00;4,52;0,36;0,09;6,35;23,35;121,31
B71A;1;850,23;1706,22;156,35;115,37;81,75;0,00;109,52;11,79;5,01;479,23;1120,61;4636,08
B71A;2;1169,38;1889,97;84,60;199,42;115,16;0,00;253,00;2,29;26,84;374,35;893,23;5008,24
B71A;4;1,43;0,00;0,65;0,03;0,00;0,00;0,48;0,00;0,00;0,31;1,06;3,96
B71A;5;1,74;0,00;0,29;0,08;0,00;0,00;0,36;0,00;0,00;0,16;0,49;3,12
B71A;7;0,13;0,00;0,28;0,01;0,00;0,00;0,04;0,00;1,49;0,10;0,11;2,16
B71A;8;30,16;0,00;32,66;0,89;0,00;0,00;19,47;0,68;0,00;17,07;22,89;123,82
B71A;9;181,56;0,00;155,03;2,17;0,03;0,00;30,69;3,32;63,41;67,29;101,25;604,75
B71A;10;33,40;0,00;138,36;4,57;48,03;0,00;157,10;0,00;126,19;20,47;61,06;589,18
B71A;11;227,01;0,44;239,84;7,96;0,00;0,00;16,93;0,01;0,07;38,13;110,00;640,39
B71A;12;8,68;3,21;496,46;0,25;0,00;0,00;5,95;0,00;131,37;18,68;136,79;801,39
B71A;13;74,68;16,28;53,76;2,69;0,00;0,00;8,87;0,00;0,00;14,62;42,71;213,61
B71B;1;595,79;962,24;70,73;70,77;75,39;0,00;71,66;3,42;9,99;302,29;798,39;2960,67
B71B;2;222,83;379,01;16,71;37,59;35,56;0,00;42,28;3,00;3,06;72,38;202,73;1015,15
B71B;4;0,95;0,00;1,09;0,02;0,02;0,00;0,34;0,17;0,00;0,74;1,19;4,52
B71B;5;2,16;0,00;1,39;0,10;0,00;0,00;0,47;0,00;0,08;0,30;0,58;5,08
B71B;7;0,40;0,00;0,24;0,03;0,02;0,00;0,15;0,67;0,12;0,19;0,32;2,14
B71B;8;4,01;0,00;4,31;0,15;0,02;0,00;1,11;1,83;0,35;2,08;2,59;16,45
B71B;9;86,75;0,00;74,78;1,66;0,62;0,00;15,55;4,07;60,85;36,31;49,89;330,48
B71B;10;18,92;0,00;73,63;1,13;18,43;0,00;69,27;0,56;89,68;12,02;31,15;314,79
B71B;11;129,39;1,40;112,19;1,90;0,01;0,00;8,60;0,00;1,84;19,12;55,52;329,97
B71B;12;12,46;1,02;216,47;0,36;0,00;0,00;3,09;0,00;34,68;9,58;63,35;341,01
B71B;13;37,43;12,57;25,05;1,39;0,01;0,00;4,20;0,38;0,00;6,19;21,35;108,57
B71C;1;469,35;697,03;44,44;52,89;21,76;0,00;53,69;4,31;6,52;228,86;666,89;2245,74
B71C;2;65,60;121,12;2,42;8,58;6,11;0,00;12,44;1,35;0,59;19,75;60,36;298,32
B71C;4;0,85;0,00;0,68;0,05;0,00;0,02;0,42;0,17;0,00;0,54;1,22;3,95
B71C;5;2,17;0,00;1,17;0,10;0,00;0,00;0,36;0,09;0,03;0,24;0,53;4,69
B71C;7;0,38;0,00;0,26;0,04;0,00;0,00;0,29;0,22;0,10;0,15;0,25;1,69
B71C;8;11,84;0,00;12,24;0,46;0,15;0,16;5,01;2,29;0,00;5,84;7,55;45,54
B71C;9;84,53;0,00;79,10;1,56;1,49;0,00;15,58;4,50;59,55;32,70;51,90;330,91
B71C;10;9,78;0,00;44,64;1,19;7,84;0,00;35,76;0,28;70,34;6,59;18,25;194,67
B71C;11;77,66;0,99;68,96;0,98;0,00;0,00;6,33;0,14;2,64;11,42;33,93;203,05
B71C;12;10,97;0,71;116,07;0,26;0,22;0,00;5,26;0,07;19,88;5,26;43,00;201,70
B71C;13;34,28;8,77;27,94;1,21;0,01;0,00;3,87;0,63;0,02;5,82;20,72;103,27
B71D;1;294,98;361,96;29,66;27,26;9,60;0,00;26,13;1,85;4,66;138,76;386,76;1281,62
B71D;2;11,89;20,56;0,72;1,59;0,24;0,00;1,68;0,09;0,23;3,99;10,31;51,30
B71D;4;0,57;0,00;0,54;0,02;0,00;0,10;0,26;0,05;0,00;0,33;0,49;2,36
B71D;5;0,95;0,00;0,60;0,05;0,00;0,00;0,17;0,00;0,13;0,12;0,29;2,31
B71D;7;0,16;0,00;0,17;0,01;0,00;0,00;0,09;0,08;0,27;0,07;0,11;0,96
B71D;8;2,00;0,00;2,42;0,07;0,00;0,00;1,06;0,15;0,05;0,96;1,40;8,11
B71D;9;53,44;0,00;52,35;0,79;0,38;0,00;10,25;3,41;41,65;22,55;32,13;216,95
B71D;10;6,88;0,00;32,42;0,61;0,15;0,00;30,03;0,54;41,82;5,06;13,77;131,28
B71D;11;65,98;1,41;63,39;0,84;0,00;0,00;4,50;0,01;1,11;9,01;27,17;173,42
B71D;12;2,20;0,41;32,20;0,12;0,00;0,00;0,56;0,07;6,72;1,16;9,76;53,20
B71D;13;25,21;6,24;22,63;1,12;0,00;0,00;3,04;0,13;0,02;4,30;15,24;77,93
B72A;1;556,48;1118,26;61,26;78,54;9,66;0,00;91,38;2,54;17,95;261,11;546,23;2743,41
B72A;2;95,99;169,51;3,91;10,69;6,25;0,00;27,76;1,26;0,23;31,78;84,92;432,30
B72A;4;2,16;0,00;1,42;0,38;0,00;0,00;1,61;0,00;0,00;1,43;3,42;10,42
B72A;5;19,50;0,00;13,62;1,31;0,00;0,00;3,43;0,06;1,80;2,45;5,59;47,76
B72A;7;0,21;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,09;0,10;0,41
B72A;8;0,73;0,00;0,67;0,01;0,00;0,00;0,28;0,05;0,00;0,19;0,54;2,47
B72A;9;80,20;0,00;61,05;0,78;0,10;0,00;10,33;1,80;22,15;31,48;42,49;250,38
B72A;10;17,87;0,00;93,47;1,24;0,83;0,00;74,17;1,14;112,24;13,31;41,92;356,19
B72A;11;63,73;3,17;75,18;0,75;0,00;0,00;4,42;0,00;0,58;9,46;33,56;190,85
B72A;12;1,41;0,29;34,70;0,01;0,00;0,00;0,15;0,00;1,10;1,71;9,62;48,99
B72A;13;28,46;4,72;21,10;0,87;0,00;0,00;2,94;0,00;0,00;4,62;16,96;79,67
B72B;1;505,05;673,13;50,78;58,38;16,89;0,00;50,79;8,38;8,91;260,58;686,11;2319,00
B72B;2;111,89;195,43;6,36;18,29;3,88;0,00;25,00;0,78;7,26;37,63;93,46;499,98
B72B;4;0,32;0,00;0,22;0,01;0,00;0,00;0,13;0,05;0,10;0,21;0,25;1,29
B72B;5;1,33;0,00;0,82;0,05;0,00;0,00;0,23;0,00;0,00;0,21;0,31;2,95
B72B;7;0,18;0,00;0,13;0,02;0,00;0,00;0,10;0,10;0,32;0,08;0,12;1,05
B72B;8;2,90;0,00;3,51;0,10;0,00;0,00;1,24;0,46;0,22;1,70;2,12;12,25
B72B;9;128,19;0,00;108,08;1,92;0,43;0,03;20,55;8,88;73,22;53,72;71,05;466,07
B72B;10;24,90;0,00;96,13;1,59;8,12;0,00;96,00;1,92;123,33;16,58;41,80;410,37
B72B;11;83,73;1,72;81,53;1,81;0,00;0,00;6,09;0,03;2,20;14,27;35,06;226,44
B72B;12;6,78;0,87;65,60;0,14;0,00;0,00;0,40;0,07;13,15;3,08;18,01;108,10
B72B;13;34,76;10,55;26,26;1,59;0,01;0,00;3,96;0,28;0,02;6,58;20,85;104,86
B73Z;1;480,80;605,83;51,86;47,40;5,42;0,00;47,92;2,34;8,55;230,34;587,20;2067,66
B73Z;2;26,98;47,93;2,10;3,46;1,67;0,00;5,14;0,00;0,49;8,54;22,98;119,29
B73Z;5;0,31;0,00;0,25;0,01;0,00;0,00;0,04;0,00;0,47;0,04;0,09;1,21
B73Z;7;0,14;0,00;0,31;0,01;0,00;0,00;0,04;0,09;0,00;0,09;0,14;0,82
B73Z;8;0,83;0,00;0,78;0,03;0,00;0,02;0,44;0,18;0,00;0,31;0,48;3,07
B73Z;9;75,04;0,00;64,69;0,96;0,06;0,00;13,75;3,95;43,23;32,41;43,39;277,48
B73Z;10;23,51;0,00;79,68;1,63;0,06;0,00;77,69;0,54;105,65;12,89;36,98;338,63
B73Z;11;38,97;0,75;34,32;0,63;0,00;0,00;2,62;0,06;0,50;5,66;16,00;99,51
B73Z;12;0,96;0,08;17,62;0,01;0,00;0,00;0,12;0,00;3,87;0,91;5,00;28,57
B73Z;13;41,78;10,28;38,66;2,01;0,05;0,00;5,11;0,41;0,00;8,30;25,47;132,07
B74Z;1;1552,53;3651,77;199,46;336,04;80,66;0,00;309,17;21,29;11,92;858,52;2108,06;9129,42
B74Z;2;573,63;1155,10;13,85;81,48;23,85;0,00;112,03;0,00;1,36;150,33;429,29;2540,92
B74Z;4;10,46;0,00;7,85;0,15;0,03;0,00;4,67;8,27;0,00;7,93;7,63;46,99
B74Z;5;15,11;0,00;10,02;1,13;0,01;0,00;2,32;0,58;0,00;3,13;5,91;38,21
B74Z;7;0,16;0,00;0,34;0,01;0,00;0,00;0,05;0,00;0,00;0,12;0,14;0,82
B74Z;8;72,69;0,00;85,91;2,37;0,00;0,00;13,03;75,76;0,05;67,09;51,61;368,51
B74Z;9;116,68;0,00;122,48;1,20;0,09;0,00;18,58;15,62;84,58;54,64;77,41;491,28
B74Z;10;42,23;0,00;154,85;1,81;51,45;0,00;117,78;0,00;235,02;23,69;63,51;690,34
B74Z;11;117,51;0,24;109,41;0,65;0,00;0,00;8,82;0,03;5,07;18,36;58,33;318,42
B74Z;12;5,56;0,04;346,08;0,10;0,00;0,00;5,32;0,00;98,12;15,01;85,97;556,20
B74Z;13;39,23;6,40;28,42;2,17;0,03;0,00;3,94;0,00;0,00;6,62;20,24;107,05
B75Z;1;230,72;401,91;22,86;19,24;0,93;0,00;32,14;2,62;2,96;108,04;254,64;1076,06
B75Z;2;27,34;50,56;0,82;3,25;0,01;0,00;6,30;0,44;0,15;9,22;28,09;126,18
B75Z;4;0,23;0,00;0,09;0,03;0,00;0,00;0,06;0,00;0,00;0,19;0,22;0,82
B75Z;5;2,49;0,00;1,71;0,14;0,00;0,00;0,47;0,01;1,06;0,33;0,66;6,87
B75Z;7;0,08;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,04;0,19
B75Z;8;0,24;0,00;0,23;0,01;0,00;0,00;0,12;0,00;0,00;0,15;0,17;0,92
B75Z;9;32,69;0,00;27,80;0,39;0,15;0,00;4,87;0,35;26,35;13,14;17,61;123,35
B75Z;10;2,92;0,00;18,94;0,48;0,04;0,00;14,20;0,52;16,72;2,24;7,08;63,14
B75Z;11;62,33;2,75;75,51;0,72;0,00;0,00;4,25;0,00;1,12;9,28;35,92;191,88
B75Z;12;0,26;0,08;7,66;0,00;0,00;0,00;0,05;0,00;0,31;0,22;1,73;10,31
B75Z;13;28,82;8,10;26,21;1,07;0,00;0,00;3,77;0,14;0,02;4,44;17,82;90,39
B76B;1;433,09;819,04;49,07;65,02;14,00;0,00;60,44;4,46;6,96;201,97;512,35;2166,40
B76B;2;498,81;871,97;22,64;77,34;17,29;0,00;114,83;3,13;2,62;153,08;404,35;2166,06
B76B;4;1,26;0,00;0,74;0,12;0,01;0,00;0,70;0,14;0,00;0,59;0,93;4,49
B76B;5;8,13;0,00;5,63;0,51;0,00;0,00;1,80;0,00;0,39;1,09;2,84;20,39
B76B;7;0,79;0,00;0,75;0,01;0,00;0,00;0,54;0,79;0,14;0,60;0,66;4,28
B76B;8;4,51;0,00;4,75;0,14;0,00;0,10;1,80;0,57;0,00;2,14;2,71;16,72
B76B;9;99,58;0,00;84,12;1,29;0,10;0,00;20,43;2,95;32,32;37,73;64,92;343,44
B76B;10;15,31;0,00;60,19;1,11;4,01;0,00;53,20;2,38;73,62;8,25;24,77;242,84
B76B;11;89,47;1,51;87,21;1,40;0,00;0,00;7,84;0,00;1,65;13,57;42,26;244,91
B76B;12;5,96;1,36;94,34;0,11;0,00;0,00;0,68;0,11;31,64;3,96;28,38;166,54
B76B;13;46,17;12,70;36,59;1,88;0,01;0,00;5,16;1,55;0,00;8,70;30,31;143,07
B76C;1;529,07;1092,37;62,04;88,28;9,31;0,00;78,75;7,04;5,07;258,14;676,43;2806,50
B76C;2;444,84;771,94;21,55;61,77;12,79;0,00;99,31;1,48;3,90;128,43;343,35;1889,36
B76C;4;1,33;0,00;1,17;0,12;0,00;0,07;0,72;0,41;0,00;0,89;1,11;5,82
B76C;5;6,21;0,00;3,55;0,32;0,00;0,00;1,07;0,00;0,39;0,83;1,59;13,96
B76C;7;0,85;0,00;1,11;0,06;0,03;0,11;0,70;1,97;0,13;0,46;0,74;6,16
B76C;8;9,11;0,00;10,42;0,36;0,00;0,00;4,45;3,34;0,00;4,51;5,78;37,97
B76C;9;116,57;0,00;102,71;1,51;0,23;0,00;18,61;4,35;35,41;44,48;71,34;395,21
B76C;10;17,61;0,00;76,63;1,60;9,95;0,00;67,34;0,37;66,04;10,38;31,71;281,63
B76C;11;91,01;3,81;81,33;1,48;0,00;0,00;6,59;0,00;2,02;12,80;39,62;238,66
B76C;12;6,37;0,78;128,94;0,22;0,00;0,00;1,38;1,32;30,32;5,22;39,09;213,64
B76C;13;50,44;12,28;44,73;2,00;0,46;0,00;6,40;0,59;0,00;8,49;32,04;157,43
