IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
I13E;1;336,37;563,21;23,46;28,83;1,50;0,00;36,76;0,92;1,78;172,91;538,17;1703,91
I13E;2;9,11;16,87;0,88;1,47;0,50;0,00;2,38;0,08;0,04;3,44;9,12;43,89
I13E;4;366,15;0,00;297,78;11,08;2,34;424,75;169,14;67,73;21,45;197,20;231,55;1789,17
I13E;5;276,17;0,00;181,48;16,14;0,62;0,00;52,45;0,83;0,89;35,24;82,06;645,88
I13E;7;0,10;0,00;0,16;0,01;0,00;0,01;0,14;0,19;0,07;0,06;0,12;0,86
I13E;8;0,26;0,00;0,25;0,01;0,00;0,08;0,09;0,02;0,00;0,15;0,20;1,06
I13E;9;28,12;0,00;34,60;0,34;0,01;0,02;4,66;0,15;14,56;12,55;21,37;116,38
I13E;10;2,61;0,00;14,88;0,65;3,39;0,00;10,52;0,15;10,81;2,20;5,92;51,13
I13E;11;5,11;0,04;4,67;0,10;0,00;0,00;0,63;0,00;0,24;0,97;2,70;14,46
I13E;12;3,77;0,34;76,78;0,15;0,15;0,00;1,18;0,56;9,99;3,31;28,67;124,90
I13E;13;32,88;7,45;29,70;1,12;0,02;0,00;4,07;0,03;0,04;5,77;19,82;100,90
I13F;1;316,78;480,13;23,12;24,34;0,92;0,00;32,31;0,01;0,57;162,31;481,56;1522,05
I13F;2;3,39;6,43;0,07;0,53;0,00;0,00;0,83;0,01;0,00;1,05;3,30;15,61
I13F;4;287,83;0,00;246,76;8,49;0,65;175,10;134,79;39,48;4,49;157,77;183,21;1238,57
I13F;5;230,43;0,00;155,59;13,19;0,43;0,00;43,13;0,69;0,65;29,68;68,15;541,94
I13F;7;0,03;0,00;0,06;0,00;0,00;0,00;0,02;0,00;0,00;0,02;0,03;0,16
I13F;8;0,10;0,00;0,07;0,00;0,00;0,00;0,02;0,00;0,00;0,02;0,06;0,27
I13F;9;21,05;0,00;25,20;0,27;0,01;0,00;3,72;0,04;9,52;8,80;15,41;84,02
I13F;10;2,33;0,00;11,22;0,31;0,27;0,00;7,90;0,01;9,04;1,63;4,55;37,26
I13F;11;4,08;0,05;3,86;0,09;0,00;0,00;0,58;0,00;0,21;0,73;2,14;11,74
I13F;12;1,83;0,40;62,40;0,09;0,00;0,00;0,79;0,23;7,94;2,46;21,62;97,76
I13F;13;34,20;7,70;32,68;1,27;0,01;0,00;4,19;0,14;0,02;5,69;20,47;106,37
I13G;1;254,10;404,09;18,45;18,61;1,03;0,00;27,07;0,14;1,00;129,86;374,93;1229,28
I13G;2;3,45;4,83;0,25;0,44;0,06;0,00;0,64;0,01;0,00;1,03;2,93;13,64
I13G;4;252,14;0,00;221,82;8,00;0,70;141,00;111,22;44,11;3,64;140,53;165,53;1088,69
I13G;5;216,77;0,00;145,91;12,54;0,39;0,00;40,59;0,95;0,58;27,67;64,44;509,84
I13G;7;0,03;0,00;0,03;0,00;0,00;0,01;0,01;0,05;0,00;0,01;0,03;0,17
I13G;8;0,04;0,00;0,05;0,00;0,00;0,00;0,02;0,00;0,00;0,02;0,03;0,16
I13G;9;19,17;0,00;22,67;0,27;0,06;0,03;3,35;0,12;8,18;8,58;13,72;76,15
I13G;10;1,59;0,00;8,73;0,31;0,19;0,17;6,32;0,05;5,95;1,16;3,47;27,94
I13G;11;4,44;0,08;4,09;0,07;0,00;0,00;0,51;0,00;0,03;0,70;2,48;12,40
I13G;12;1,54;0,12;41,62;0,05;0,03;0,00;0,53;0,39;4,90;1,78;14,84;65,80
I13G;13;32,14;7,23;29,02;0,92;0,00;0,00;3,89;0,02;0,02;6,11;20,08;99,43
I14Z;1;515,78;982,51;37,66;64,45;14,73;0,00;79,54;1,58;16,01;276,03;797,68;2785,97
I14Z;2;4,86;10,60;0,34;0,66;0,00;0,00;1,60;0,00;0,00;2,50;5,05;25,61
I14Z;4;194,68;0,00;179,64;8,89;3,28;4,00;88,94;38,07;1,47;96,87;138,46;754,30
I14Z;5;182,10;0,00;121,81;10,03;0,29;0,00;33,15;1,27;0,15;26,30;48,17;423,27
I14Z;7;0,52;0,00;0,82;0,04;0,00;2,64;1,18;1,91;0,00;0,48;0,61;8,20
I14Z;8;0,32;0,00;0,29;0,00;0,00;0,00;0,03;0,05;0,00;0,10;0,15;0,94
I14Z;9;16,76;0,00;18,47;0,27;0,00;0,00;2,36;11,91;5,09;6,98;10,31;72,15
I14Z;10;8,22;0,00;37,57;1,34;6,27;0,00;30,76;0,00;36,67;4,85;15,22;140,90
I14Z;11;11,54;2,16;8,26;0,17;0,00;0,00;1,07;0,00;0,00;2,37;4,84;30,41
I14Z;12;6,72;0,71;46,23;0,55;0,00;0,00;1,55;0,23;0,57;3,06;16,86;76,48
I14Z;13;26,47;7,62;23,18;0,97;0,00;0,00;3,09;0,00;0,00;5,46;17,53;84,32
I15A;1;500,35;965,02;74,02;68,47;14,31;0,00;74,13;15,99;9,50;241,40;577,24;2540,43
I15A;2;283,45;558,22;14,25;37,02;25,08;0,00;83,26;4,47;6,87;91,88;267,71;1372,21
I15A;4;678,09;0,00;656,11;23,15;37,03;284,39;261,29;153,31;0,13;333,90;499,07;2926,47
I15A;5;580,14;0,00;376,50;34,78;6,18;0,00;125,54;10,63;0,60;73,90;179,52;1387,79
I15A;8;0,45;0,00;0,38;0,02;0,00;0,00;0,47;0,00;0,00;0,14;0,22;1,68
I15A;9;49,98;0,00;43,56;0,62;0,12;0,00;12,58;3,86;0,30;21,08;28,75;160,85
I15A;10;29,20;0,00;59,82;1,60;136,19;0,00;40,20;0,01;79,11;15,48;32,73;394,34
I15A;11;10,50;0,22;10,51;0,06;0,00;0,00;1,05;0,00;0,12;2,57;5,11;30,14
I15A;12;1,86;0,01;22,77;0,00;0,75;0,00;0,22;0,00;1,12;1,48;6,78;34,99
I15A;13;23,64;0,73;15,25;0,21;0,04;0,00;2,32;0,00;0,00;3,97;10,93;57,09
I15B;1;412,54;609,63;50,14;50,18;4,08;0,00;44,38;0,39;4,61;201,76;514,42;1892,13
I15B;2;44,63;118,45;1,09;8,75;7,47;0,00;15,30;1,07;1,11;19,51;46,67;264,05
I15B;4;397,24;0,00;372,93;19,68;11,20;195,55;203,16;85,91;6,65;217,63;281,63;1791,58
I15B;5;330,83;0,00;228,26;21,61;0,57;0,00;76,20;0,47;0,07;45,65;106,60;810,26
I15B;9;56,03;0,00;48,03;0,54;0,20;0,00;11,26;1,05;1,64;24,40;32,35;175,50
I15B;10;32,20;0,00;50,65;0,69;1,79;0,00;39,91;0,05;30,78;14,92;27,87;198,86
I15B;11;12,29;0,50;14,45;0,11;0,00;0,00;1,81;0,00;0,00;2,57;6,14;37,87
I15B;12;2,23;1,96;27,83;0,02;0,00;0,00;0,24;0,00;3,42;1,81;7,96;45,47
I15B;13;15,51;2,25;12,12;0,31;0,00;0,00;0,86;0,00;0,00;3,01;7,63;41,69
I16A;1;184,75;277,64;14,95;13,49;0,55;0,00;18,12;0,32;1,06;93,01;294,56;898,45
I16A;2;1,33;3,59;0,01;0,33;0,00;0,00;0,50;0,00;0,00;0,70;2,20;8,66
I16A;4;272,78;0,00;239,33;8,49;0,70;168,47;122,63;140,78;6,62;147,88;166,52;1274,20
I16A;5;229,96;0,00;147,92;12,15;1,40;0,00;40,41;6,49;1,13;27,67;65,99;533,12
I16A;8;0,18;0,00;0,18;0,01;0,00;0,00;0,08;0,00;0,00;0,05;0,08;0,58
I16A;9;8,98;0,00;12,27;0,13;0,00;0,00;1,63;0,06;4,73;4,16;7,27;39,23
I16A;10;2,31;0,00;7,30;0,46;0,00;0,00;4,84;0,18;7,70;1,15;3,06;27,00
I16A;11;4,38;0,01;3,74;0,08;0,00;0,00;0,57;0,00;0,00;0,72;2,56;12,06
I16A;12;2,87;0,11;27,58;0,07;0,00;0,00;0,64;0,09;3,69;1,27;10,61;46,93
I16A;13;24,43;4,37;20,27;0,51;0,00;0,00;2,39;0,00;0,01;4,93;12,85;69,76
I16B;1;209,49;294,81;15,82;13,63;1,30;0,00;22,63;0,21;5,94;96,55;308,63;969,01
I16B;2;1,40;3,00;0,11;0,20;0,00;0,00;0,35;0,01;0,00;0,51;1,62;7,20
I16B;4;200,78;0,00;180,03;6,36;0,97;11,51;103,02;165,89;56,85;127,48;128,88;981,77
I16B;5;195,64;0,00;120,99;10,46;2,52;0,00;36,81;3,58;0,90;22,95;58,04;451,89
I16B;7;0,06;0,00;0,06;0,00;0,00;0,01;0,03;0,11;0,00;0,02;0,04;0,33
I16B;8;0,11;0,00;0,14;0,01;0,00;0,00;0,05;0,00;0,00;0,04;0,05;0,40
I16B;9;5,50;0,00;8,15;0,06;0,00;0,00;1,18;0,09;4,23;2,57;4,42;26,20
I16B;10;0,89;0,00;5,02;0,40;0,00;0,00;3,33;0,02;7,20;1,12;1,92;19,90
I16B;11;3,13;0,03;3,10;0,05;0,00;0,00;0,40;0,00;0,02;0,56;1,81;9,10
I16B;12;7,49;0,09;44,64;0,09;0,00;0,00;1,36;0,21;4,90;1,85;16,15;76,78
I16B;13;21,24;2,28;20,38;0,34;0,00;0,00;1,61;0,00;0,01;2,82;9,57;58,25
I16C;1;196,27;277,61;12,51;12,32;0,23;0,00;18,93;0,01;1,55;90,98;268,29;878,70
I16C;2;1,60;4,50;0,05;0,29;0,00;0,00;0,50;0,01;0,00;0,85;2,80;10,60
I16C;4;161,42;0,00;160,57;5,20;1,19;8,88;107,09;133,27;39,08;107,69;107,87;832,26
I16C;5;190,77;0,00;115,26;10,99;0,46;0,00;34,16;1,28;1,26;23,46;53,75;431,39
I16C;8;0,55;0,00;0,68;0,03;0,00;0,00;0,26;0,00;0,00;0,18;0,22;1,92
I16C;9;4,84;0,00;9,12;0,06;0,00;0,00;1,11;0,01;4,54;2,45;5,45;27,58
I16C;10;0,54;0,00;4,41;0,13;0,20;0,00;3,03;0,00;8,02;0,54;1,54;18,41
I16C;11;2,94;0,04;3,81;0,07;0,00;0,00;0,51;0,00;0,00;0,67;1,89;9,93
I16C;12;3,07;0,07;34,19;0,12;0,00;0,00;0,87;0,08;5,00;1,31;12,45;57,16
I16C;13;23,75;5,48;17,76;0,39;0,00;0,00;1,40;0,00;0,00;3,34;10,68;62,80
I17A;1;411,16;585,93;75,54;37,25;1,93;0,00;49,55;1,59;9,03;188,75;584,74;1945,47
I17A;2;34,96;59,53;2,35;4,43;0,05;0,00;12,07;0,00;1,21;11,99;33,76;160,35
I17A;4;510,86;0,00;417,94;10,99;1,62;219,10;156,20;66,53;0,28;203,03;354,76;1941,31
I17A;5;339,26;0,00;232,60;21,00;0,55;0,00;78,40;0,55;0,10;50,93;100,19;823,58
I17A;8;0,08;0,00;0,10;0,00;0,01;0,00;0,04;0,30;0,00;0,06;0,10;0,69
I17A;9;39,72;0,00;61,72;0,36;0,01;0,00;4,40;0,72;6,81;17,18;34,53;165,45
I17A;10;23,84;0,00;46,26;0,32;6,01;0,00;30,25;0,05;25,37;8,35;24,95;165,40
I17A;11;17,04;0,12;14,24;0,11;0,00;0,00;2,54;0,00;1,53;3,36;8,82;47,76
I17A;12;1,30;0,01;13,64;0,03;0,00;0,00;0,15;0,00;2,25;0,88;4,01;22,27
I17A;13;28,95;2,91;19,88;0,73;0,01;0,00;4,65;0,00;0,00;9,40;17,98;84,51
I17B;1;318,84;455,70;47,66;26,87;0,73;0,00;43,01;0,00;9,52;133,39;441,49;1477,21
I17B;2;10,18;16,72;0,74;1,18;0,00;0,00;1,32;0,00;0,00;4,51;9,00;43,65
I17B;4;301,85;0,00;246,34;6,43;2,86;25,00;95,55;61,54;0,16;131,67;194,23;1065,63
I17B;5;242,12;0,00;148,51;15,08;0,00;0,00;51,56;0,00;0,16;33,46;67,44;558,33
I17B;9;13,50;0,00;13,08;0,12;0,00;0,00;1,98;0,44;0,00;7,32;9,82;46,26
I17B;10;20,16;0,00;40,25;0,25;0,00;0,00;27,07;0,08;21,30;8,79;20,14;138,04
I17B;11;2,15;0,11;9,03;0,08;0,00;0,00;1,50;0,00;0,00;1,47;4,47;18,81
I17B;12;1,10;0,00;2,09;0,01;0,00;0,00;0,02;0,00;0,00;0,25;0,61;4,08
I17B;13;19,34;0,18;13,23;0,14;0,00;0,00;1,97;0,00;0,00;5,54;8,90;49,30
I18A;1;204,50;326,01;14,79;16,40;3,43;0,00;22,56;0,45;0,92;107,66;318,32;1015,04
I18A;2;1,21;2,54;0,01;0,16;0,19;0,00;0,31;0,00;0,01;0,47;1,27;6,17
I18A;4;211,13;0,00;193,32;6,58;2,78;121,70;98,81;122,80;5,95;127,46;141,82;1032,35
I18A;5;190,55;0,00;127,70;11,04;0,67;0,00;36,94;0,53;0,48;23,76;56,25;447,92
I18A;7;0,17;0,00;0,08;0,00;0,00;0,00;0,03;0,13;0,00;0,03;0,04;0,48
I18A;8;0,23;0,00;0,24;0,01;0,00;0,00;0,09;0,00;0,00;0,07;0,10;0,74
I18A;9;9,17;0,00;10,82;0,09;0,00;0,00;1,60;0,06;3,20;4,11;6,64;35,69
I18A;10;2,42;0,00;9,90;0,40;0,31;0,00;7,04;0,18;14,51;1,51;4,21;40,48
I18A;11;3,31;0,04;3,34;0,06;0,00;0,00;0,48;0,00;0,06;0,51;1,97;9,77
I18A;12;1,86;0,06;29,22;0,03;0,20;0,00;0,66;0,13;3,55;1,07;9,93;46,71
I18A;13;31,05;7,82;27,72;0,77;0,00;0,00;2,87;0,02;0,01;4,62;17,61;92,49
I18B;1;172,28;250,19;8,40;11,12;0,48;0,00;25,87;0,25;0,88;85,39;280,83;835,69
I18B;2;0,74;1,90;0,01;0,11;0,00;0,00;0,21;0,00;0,00;0,35;0,97;4,29
I18B;4;136,56;0,00;122,44;4,75;0,71;4,80;67,35;91,80;10,19;91,28;97,08;626,96
I18B;5;130,53;0,00;83,47;8,07;0,67;0,00;32,45;0,53;0,63;13,16;40,03;309,54
I18B;7;0,02;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,06
I18B;8;0,36;0,00;0,45;0,02;0,00;0,00;0,18;0,00;0,00;0,12;0,15;1,28
I18B;9;3,08;0,00;4,16;0,04;0,00;0,00;0,53;0,01;8,20;1,36;2,38;19,76
I18B;10;0,65;0,00;3,66;0,22;0,00;0,00;2,62;0,08;16,04;0,46;1,41;25,14
I18B;11;1,84;0,02;1,78;0,03;0,00;0,00;0,28;0,00;0,04;0,35;0,98;5,32
I18B;12;1,54;0,06;47,02;0,07;0,00;0,00;1,46;0,00;3,72;0,92;14,53;69,32
I18B;13;27,63;3,50;32,59;0,48;0,00;0,00;1,38;0,00;0,00;2,40;12,72;80,70
I19A;1;263,53;377,06;16,74;17,56;4,54;0,00;19,35;0,00;0,72;147,71;340,83;1188,04
I19A;2;0,74;1,64;0,01;0,13;0,00;0,00;0,21;0,00;0,23;0,34;0,95;4,25
I19A;4;222,79;0,00;245,31;12,99;0,31;979,51;143,99;229,09;205,57;150,93;204,53;2395,02
I19A;5;218,35;0,00;144,04;13,08;0,11;0,00;37,50;0,40;0,55;31,87;54,85;500,75
I19A;9;10,53;0,00;11,10;0,13;0,00;0,00;1,85;0,03;4,63;3,68;5,60;37,55
I19A;10;1,75;0,00;9,35;0,08;0,00;0,00;8,80;0,00;4,66;1,23;4,14;30,01
I19A;11;14,56;0,26;9,73;0,06;0,00;0,00;0,80;0,00;0,00;2,92;5,38;33,71
I19A;12;0,35;0,00;1,16;0,00;0,00;0,00;0,01;0,00;2,58;0,06;0,31;4,47
I19A;13;7,53;0,83;7,05;0,17;0,00;0,00;0,39;0,00;0,00;1,21;2,77;19,95
I19B;1;243,38;334,10;10,77;19,56;0,53;0,00;19,77;0,00;0,08;104,26;312,52;1044,97
I19B;2;0,18;2,01;0,00;0,11;0,00;0,00;0,27;0,00;0,00;0,22;1,94;4,73
I19B;4;287,70;0,00;231,15;14,87;1,14;2240,19;150,53;48,45;30,71;151,74;232,94;3389,42
I19B;5;208,08;0,00;127,66;12,36;0,84;0,00;38,11;0,07;0,18;29,06;59,20;475,56
I19B;9;5,39;0,00;7,10;0,02;0,00;0,00;0,62;0,04;12,21;2,94;4,23;32,55
I19B;10;1,52;0,00;8,55;0,02;0,00;0,00;8,23;0,00;4,22;1,27;3,88;27,69
I19B;11;7,22;0,08;7,86;0,07;0,00;0,00;0,80;0,00;0,00;1,55;3,22;20,80
I19B;12;1,22;0,00;5,69;0,00;0,00;0,00;0,04;0,00;1,63;0,27;2,23;11,08
I19B;13;8,53;0,07;5,44;0,09;0,00;0,00;0,39;0,00;0,00;0,70;2,02;17,24
I20A;1;554,57;1033,07;42,86;53,19;5,50;0,00;67,87;2,28;5,08;288,66;987,60;3040,68
I20A;2;14,56;31,03;0,40;1,81;0,06;0,00;4,21;0,00;0,05;5,87;13,64;71,63
I20A;4;648,78;0,00;489,29;20,63;9,01;687,95;298,37;94,07;9,54;327,69;415,04;3000,37
I20A;5;445,46;0,00;273,09;25,61;0,10;0,00;83,22;0,14;0,71;52,67;132,50;1013,50
I20A;8;0,61;0,00;0,11;0,01;0,00;0,00;0,09;0,00;0,00;0,10;0,09;1,01
I20A;9;32,31;0,00;36,85;0,32;0,02;0,00;4,47;0,11;7,05;13,86;23,82;118,81
I20A;10;5,10;0,00;24,61;1,54;6,24;0,00;20,14;0,00;27,35;3,17;10,61;98,76
I20A;11;8,09;0,02;6,72;0,11;0,00;0,00;0,67;0,36;0,61;1,81;4,37;22,76
I20A;12;6,50;0,34;125,27;0,33;0,00;0,00;1,84;2,07;30,60;4,84;42,73;214,52
I20A;13;29,38;6,36;34,37;0,76;0,00;0,00;5,82;0,00;0,06;7,27;20,79;104,81
I20B;1;527,56;783,05;32,84;38,57;1,71;0,00;48,94;0,35;3,10;251,59;788,20;2475,91
I20B;2;8,64;14,55;0,06;1,11;0,02;0,00;1,75;0,00;0,26;2,46;5,43;34,28
I20B;4;496,07;0,00;375,70;12,32;3,48;443,82;203,91;59,85;22,18;231,71;282,68;2131,72
I20B;5;348,74;0,00;226,58;20,19;0,21;0,00;64,99;0,37;0,36;44,74;107,19;813,37
I20B;7;0,05;0,00;0,03;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,02;0,12
I20B;9;32,44;0,00;40,63;0,35;0,02;0,00;4,84;0,08;16,96;13,87;25,20;134,39
I20B;10;2,21;0,00;12,62;0,51;0,35;0,00;9,44;0,01;10,73;1,72;5,29;42,88
I20B;11;3,59;0,03;3,75;0,08;0,00;0,00;0,41;0,00;0,12;0,94;1,98;10,90
I20B;12;5,81;0,39;101,78;0,11;0,00;0,00;1,22;1,16;16,60;4,11;34,70;165,88
I20B;13;38,23;5,28;32,50;0,91;0,01;0,00;4,28;1,56;0,07;6,35;21,36;110,55
I20C;1;333,92;568,80;24,13;30,81;4,39;0,00;38,18;0,70;3,08;165,86;555,31;1725,18
I20C;2;3,03;5,13;0,06;0,31;0,00;0,00;0,71;0,00;0,00;0,83;2,49;12,56
I20C;4;303,43;0,00;254,51;8,51;3,80;225,39;137,53;47,23;31,41;162,99;193,05;1367,85
I20C;5;239,37;0,00;159,99;14,97;0,25;0,00;48,58;0,43;0,29;28,76;74,73;567,37
I20C;8;0,06;0,00;0,05;0,00;0,00;0,00;0,02;0,03;0,00;0,02;0,03;0,21
I20C;9;19,87;0,00;26,28;0,26;0,02;0,01;3,44;0,27;8,60;8,48;16,29;83,52
I20C;10;3,15;0,00;14,22;0,58;0,13;0,00;10,61;0,17;20,28;1,89;6,26;57,29
I20C;11;5,02;0,01;3,77;0,06;0,00;0,00;0,50;0,00;0,27;0,97;2,26;12,86
I20C;12;2,98;0,19;55,42;0,06;0,01;0,00;0,65;0,22;9,71;2,64;19,85;91,73
I20C;13;31,23;7,67;33,93;0,88;0,00;0,00;5,36;0,00;0,01;6,84;21,37;107,29
I20D;1;236,41;367,24;15,59;18,45;1,70;0,00;22,97;0,93;3,58;104,52;371,92;1143,31
I20D;2;1,79;3,47;0,01;0,17;0,00;0,00;0,47;0,00;0,00;0,41;1,32;7,64
I20D;4;304,11;0,00;249,68;8,50;3,94;292,07;148,34;57,52;79,71;165,22;191,12;1500,21
I20D;5;234,30;0,00;148,92;15,06;0,37;0,00;45,08;0,53;8,15;29,78;71,08;553,27
I20D;8;0,04;0,00;0,06;0,00;0,00;0,00;0,02;0,00;0,00;0,02;0,02;0,16
I20D;9;9,81;0,00;15,66;0,07;0,00;0,00;1,29;0,00;4,90;4,65;9,45;45,83
I20D;10;0,94;0,00;6,64;0,31;0,00;0,00;4,78;0,00;6,78;0,82;2,63;22,90
I20D;11;2,44;0,01;2,83;0,04;0,00;0,00;0,33;0,00;0,04;0,66;1,54;7,89
I20D;12;3,81;0,03;43,33;0,12;0,00;0,00;1,40;0,97;9,73;2,61;16,79;78,79
I20D;13;23,59;4,91;21,68;0,41;0,00;0,00;2,26;0,00;0,01;4,54;13,84;71,24
I20E;1;219,99;332,51;12,33;15,34;0,64;0,00;20,12;0,15;6,30;96,76;340,99;1045,13
I20E;2;1,24;2,64;0,00;0,10;0,00;0,00;0,24;0,00;0,00;0,40;1,18;5,80
I20E;4;275,98;0,00;246,67;6,85;0,87;196,02;140,67;46,10;44,32;154,93;179,91;1292,32
I20E;5;235,18;0,00;143,82;14,12;0,12;0,00;44,54;0,35;2,00;26,60;67,71;534,44
I20E;8;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,10
I20E;9;7,67;0,00;13,99;0,07;0,00;0,00;1,21;0,03;3,39;3,46;7,78;37,60
I20E;10;0,60;0,00;4,83;0,25;0,00;0,00;3,83;0,00;10,10;0,60;1,95;22,16
I20E;11;4,06;0,02;3,99;0,06;0,00;0,00;0,42;0,00;0,00;1,03;2,68;12,26
I20E;12;2,15;0,13;33,86;0,09;0,00;0,00;0,89;0,00;12,50;1,93;14,13;65,68
I20E;13;31,53;6,42;24,57;0,50;0,00;0,00;2,54;0,00;0,00;6,08;17,76;89,40
I20F;1;204,30;410,46;16,58;14,45;1,26;0,00;22,53;0,00;1,19;120,30;293,39;1084,46
I20F;2;0,72;1,29;0,01;0,05;0,00;0,00;0,22;0,00;0,00;0,22;0,59;3,10
I20F;4;218,99;0,00;192,01;5,59;1,94;126,57;76,19;31,08;4,15;118,38;146,05;920,95
I20F;5;202,59;0,00;134,00;10,76;0,06;0,00;38,80;1,08;0,25;25,67;59,10;472,31
I20F;9;9,89;0,00;11,82;0,05;0,00;0,00;1,15;0,00;3,16;3,47;7,14;36,68
I20F;10;0,95;0,00;3,63;0,10;0,00;0,00;2,99;0,00;3,75;0,56;1,86;13,84
I20F;11;0,94;0,04;0,55;0,01;0,00;0,00;0,05;0,00;0,00;0,08;0,35;2,02
I20F;12;1,86;0,00;29,81;0,02;0,00;0,00;0,21;3,15;3,04;1,35;10,26;49,70
I20F;13;29,99;2,57;34,40;0,35;0,00;0,00;3,50;0,00;0,00;4,81;16,46;92,08
I20G;1;205,65;322,47;14,65;16,13;0,38;0,00;21,22;0,05;2,21;94,99;335,46;1013,21
I20G;2;1,29;2,56;0,05;0,12;0,00;0,00;0,28;0,00;0,00;0,68;1,49;6,47
I20G;4;240,95;0,00;211,98;6,78;0,64;196,84;117,73;39,16;28,74;132,60;155,20;1130,62
I20G;5;209,73;0,00;132,56;11,92;0,25;0,00;38,58;0,29;0,35;24,83;61,43;479,94
I20G;7;0,03;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01;0,08
I20G;8;0,07;0,00;0,06;0,00;0,00;0,00;0,03;0,00;0,00;0,02;0,02;0,20
I20G;9;9,74;0,00;13,97;0,11;0,00;0,00;1,26;0,02;5,26;4,47;8,40;43,23
I20G;10;0,94;0,00;6,16;0,32;0,00;0,00;4,46;0,03;7,04;0,67;2,49;22,11
I20G;11;3,35;0,03;3,55;0,05;0,00;0,00;0,49;0,00;0,04;0,74;2,03;10,28
I20G;12;1,28;0,11;33,21;0,07;0,00;0,00;0,62;1,26;7,45;1,43;12,78;58,21
I20G;13;24,18;4,64;23,86;0,55;0,00;0,00;2,72;0,00;0,01;5,04;15,36;76,36
I20H;1;184,87;273,40;12,92;13,65;0,39;0,00;19,38;0,31;2,94;89,22;295,16;892,24
I20H;2;1,10;2,39;0,01;0,12;0,00;0,00;0,26;0,00;0,00;0,41;1,19;5,48
I20H;4;191,87;0,00;176,29;5,36;0,78;74,33;89,98;37,14;20,64;105,60;121,27;823,26
I20H;5;179,92;0,00;113,27;10,34;0,30;0,00;32,35;0,55;0,59;23,01;54,79;415,12
I20H;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
I20H;8;0,06;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,02;0,14
I20H;9;5,72;0,00;9,28;0,06;0,00;0,02;0,98;0,02;4,25;2,85;5,37;28,55
I20H;10;1,15;0,00;5,77;0,32;0,04;0,00;4,42;0,08;9,39;0,91;2,48;24,56
I20H;11;3,43;0,04;3,31;0,05;0,00;0,00;0,43;0,00;0,08;0,71;1,98;10,03
I20H;12;1,41;0,05;27,52;0,06;0,01;0,00;0,71;0,18;6,74;1,15;10,69;48,52
I20H;13;23,49;4,04;20,68;0,55;0,00;0,00;1,98;0,01;0,01;4,16;13,10;68,02
I21Z;1;193,94;305,61;13,90;14,80;0,79;0,00;20,57;0,33;0,42;102,07;298,00;950,43
I21Z;2;2,10;4,06;0,04;0,31;0,00;0,00;0,55;0,00;0,01;0,87;2,13;10,07
I21Z;4;261,04;0,00;226,05;8,23;0,62;256,79;122,46;36,08;3,41;144,80;168,81;1228,29
I21Z;5;221,70;0,00;147,29;12,55;1,52;0,00;41,28;0,45;0,87;28,44;64,87;518,97
I21Z;7;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02
I21Z;8;0,04;0,00;0,05;0,00;0,01;0,02;0,02;0,00;0,00;0,02;0,03;0,19
I21Z;9;17,62;0,00;20,45;0,25;0,01;0,03;2,94;0,05;7,68;7,85;12,67;69,55
I21Z;10;1,08;0,00;7,73;0,29;0,15;0,00;5,65;0,04;5,41;0,92;2,83;24,10
I21Z;11;4,83;0,06;4,41;0,09;0,00;0,00;0,62;0,01;0,07;0,74;2,72;13,55
I21Z;12;1,34;0,10;24,74;0,04;0,00;0,00;0,46;0,35;3,23;1,20;8,59;40,05
I21Z;13;28,46;5,82;27,70;0,87;0,02;0,00;3,48;0,01;0,01;5,22;17,33;88,92
I22A;1;1062,47;1931,89;93,07;114,11;15,89;0,00;152,87;60,84;33,41;580,45;1821,10;5866,10
I22A;2;116,51;203,95;4,07;18,36;1,33;0,00;41,23;0,41;2,67;37,81;118,35;544,69
I22A;4;1145,38;0,00;891,10;35,70;8,50;392,84;420,08;152,51;4,94;487,94;693,44;4232,43
I22A;5;790,95;0,00;539,51;43,99;2,94;0,00;161,48;0,80;0,40;106,44;231,71;1878,22
I22A;7;0,83;0,00;1,71;0,13;0,00;1,30;0,41;13,99;0,00;0,91;1,67;20,95
I22A;8;0,77;0,00;1,16;0,04;0,00;0,00;0,44;0,01;0,00;0,33;0,59;3,34
I22A;9;79,77;0,00;79,13;1,03;0,17;0,04;14,23;9,57;20,55;36,74;54,05;295,28
I22A;10;26,76;0,00;83,53;2,39;31,80;0,00;57,30;0,29;75,51;12,82;35,33;325,73
I22A;11;15,44;0,09;11,20;0,24;0,00;0,00;1,72;0,00;0,63;2,32;6,23;37,87
I22A;12;14,31;1,28;205,19;0,22;0,84;0,00;3,92;6,53;20,97;10,68;66,85;330,79
