IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_PCCL5;IK_PCCL6;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
24 ;801A;122;0,0246;0,00;0,082;0,123;0,459;0,3033;0,0082;0,5164;0,4836;0,00;0,00;0,00;0,00;0,0082;0,0082;0,0164;0,0082;0,0328;0,0492;0,041;0,0656;0,0574;0,1066;0,1803;0,1967;0,2295;0,087;0,7578;0,1553;7;42;23,70;5,735;0,00;9,30;17758,23;6595,70
24 ;801B;621;0,1031;0,058;0,0886;0,256;0,351;0,1401;0,0032;0,5089;0,4911;0,00;0,00;0,0016;0,00;0,0016;0,0032;0,0113;0,0048;0,0225;0,0354;0,0612;0,0548;0,0773;0,0966;0,2206;0,1787;0,2303;0,1367;0,7648;0,0985;6;38;20,10;4,058;0,0002;8,60;12524,32;5054,95
24 ;801C;263;0,1027;0,0608;0,0684;0,2433;0,3954;0,1255;0,0038;0,5209;0,4791;0,00;0,00;0,0494;0,0114;0,00;0,0152;0,019;0,0152;0,0076;0,0266;0,038;0,0076;0,0532;0,0798;0,1521;0,1635;0,3612;0,094;0,8245;0,0815;5;35;18,70;3,537;0,0001;7,50;10928,94;3881,74
24 ;801D;2295;0,1542;0,0841;0,1176;0,2902;0,2906;0,0627;0,0004;0,5364;0,4636;0,00;0,00;0,00;0,0044;0,0026;0,0004;0,0013;0,0013;0,0139;0,0222;0,0475;0,0519;0,0667;0,0789;0,2135;0,1791;0,3163;0,0995;0,8124;0,0881;5;32;17,20;2,948;0,0007;6,80;9103,60;3746,51
24 ;801E;620;0,229;0,1032;0,2048;0,3484;0,0919;0,0226;0,00;0,5855;0,4145;0,00;0,00;0,00;0,00;0,0016;0,0065;0,0016;0,00;0,0097;0,0145;0,0258;0,0339;0,071;0,0887;0,25;0,2226;0,2742;0,0507;0,8732;0,0761;4;27;15,20;2,293;0,0002;5,60;7080,43;2539,83
24 ;802A;424;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,5778;0,4222;0,00;0,00;0,00;0,00;0,0047;0,00;0,0142;0,0047;0,0283;0,0283;0,0873;0,066;0,0755;0,092;0,1887;0,1887;0,2217;0,2046;0,6997;0,0957;4;27;14,50;2,226;0,0001;5,90;6861,25;2668,06
24 ;802B;261;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,5211;0,4789;0,00;0,00;0,0038;0,00;0,00;0,0038;0,0038;0,0038;0,0268;0,0153;0,0421;0,0651;0,0575;0,0728;0,2299;0,1686;0,3065;0,1365;0,7745;0,089;4;27;14,20;2,087;0,0001;5,80;6420,69;2650,12
24 ;802C;392;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,4847;0,5153;0,00;0,00;0,0102;0,00;0,0026;0,0026;0,0077;0,0051;0,0561;0,051;0,0765;0,0791;0,0765;0,0791;0,1429;0,1811;0,2296;0,2635;0,6622;0,0743;3;24;12,40;1,752;0,0001;5,60;5388,04;2277,44
24 ;802D;259;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,4402;0,5598;0,00;0,00;0,0039;0,0116;0,0039;0,0077;0,027;0,0154;0,0695;0,0541;0,1042;0,0888;0,1236;0,0656;0,1544;0,0927;0,1776;0,1866;0,7214;0,0919;1;16;5,80;0,898;0,0001;4,50;2760,18;1521,51
24 ;863Z;25;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,60;0,40;0,00;0,00;0,92;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,2432;0,6757;0,0811;1;14;5,50;1,132;0,00;3,80;3466,59;2730,29
-1 ;960Z;20;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,40;0,45;0,15;0,35;0,10;0,00;0,00;0,15;0,05;0,05;0,10;0,05;0,00;0,05;0,00;0,00;0,00;0,05;0,05;0,00;1,00;0,00;;;2,80;;0,00;2,80;0,00;0,00
-1 ;961Z;232;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,444;0,556;0,00;0,0517;0,00;0,00;0,00;0,00;0,00;0,00;0,0043;0,0216;0,0259;0,0647;0,0905;0,1034;0,25;0,1638;0,2241;0,00;1,00;0,00;;;8,40;;0,0001;7,20;0,00;0,00
-1 ;962Z;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;0,00;0,00;0,00;0,00
00 ;A01A;22;0,00;0,00;0,00;0,00;0,0909;0,0909;0,8182;0,6818;0,3182;0,00;0,00;0,00;0,00;0,00;0,00;0,0455;0,00;0,1364;0,1818;0,0909;0,1364;0,1364;0,1364;0,1364;0,00;0,00;0,0556;0,6111;0,3333;17;73;54,80;29,202;0,00;13,30;90547,71;23464,47
00 ;A01B;63;0,00;0,00;0,0159;0,0317;0,2381;0,4762;0,2381;0,6825;0,3175;0,00;0,00;0,0952;0,1111;0,0317;0,00;0,0159;0,00;0,0635;0,0635;0,1429;0,127;0,1429;0,1111;0,0952;0,00;0,00;0,0494;0,7778;0,1728;11;53;34,70;16,07;0,00;12,60;49817,00;15338,73
00 ;A01C;100;0,00;0,03;0,02;0,12;0,24;0,46;0,13;0,70;0,30;0,00;0,00;0,00;0,00;0,00;0,03;0,03;0,01;0,04;0,06;0,18;0,18;0,15;0,20;0,10;0,02;0,00;0,0093;0,9259;0,0648;7;40;23,10;11,155;0,00;8,00;34599,72;11349,83
00 ;A02Z;22;0,0455;0,0455;0,0455;0,1364;0,3636;0,3182;0,0455;0,5455;0,4545;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,4091;0,3636;0,1364;0,0455;0,0455;0,00;0,00;0,00;0,00;0,88;0,12;8;46;28,40;12,129;0,00;9,30;37700,82;11108,86
00 ;A03A;17;0,0588;0,00;0,00;0,00;0,1765;0,4706;0,2941;0,4706;0,5294;0,00;0,00;0,00;0,0588;0,00;0,00;0,00;0,00;0,2353;0,00;0,1176;0,0588;0,2353;0,2353;0,0588;0,00;0,00;0,00;0,6296;0,3704;13;60;42,10;26,868;0,00;13,60;83065,76;19540,90
00 ;A03B;83;0,0482;0,012;0,0602;0,1325;0,3012;0,4337;0,012;0,506;0,494;0,00;0,00;0,00;0,00;0,00;0,012;0,012;0,00;0,0964;0,1325;0,1446;0,1687;0,2289;0,1566;0,0482;0,00;0,00;0,0104;0,8646;0,125;7;37;24,10;14,495;0,00;5,80;44718,09;8245,56
00 ;A04B;23;0,00;0,00;0,00;0,00;0,00;0,6087;0,3913;0,6957;0,3043;0,00;0,00;0,087;0,1304;0,2609;0,0435;0,3043;0,087;0,0435;0,00;0,0435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,697;0,303;15;66;48,00;32,879;0,00;11,60;103833,75;33484,60
00 ;A04C;82;0,00;0,00;0,0244;0,00;0,0854;0,378;0,5122;0,5732;0,4268;0,00;0,00;0,0976;0,122;0,1463;0,2317;0,2561;0,00;0,0122;0,00;0,0488;0,00;0,0244;0,0366;0,0244;0,00;0,00;0,00;0,7009;0,2991;18;75;57,40;27,575;0,00;13,70;85850,50;25276,36
00 ;A04D;245;0,00;0,00;0,00;0,0163;0,1224;0,5714;0,2898;0,5959;0,4041;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0122;0,102;0,0939;0,1306;0,1143;0,1429;0,1918;0,20;0,0122;0,00;0,0032;0,7878;0,209;12;57;39,40;16,271;0,0001;9,50;50855,91;13927,80
00 ;A04E;437;0,00;0,00;0,00;0,0069;0,222;0,5286;0,2426;0,5789;0,4211;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0023;0,087;0,0526;0,1419;0,1716;0,1831;0,1602;0,1876;0,0137;0,00;0,002;0,8619;0,1361;11;51;35,00;14,383;0,0001;7,40;44957,95;11154,54
00 ;A05A;11;0,00;0,00;0,00;0,00;0,00;0,4545;0,5455;0,5455;0,4545;0,00;0,00;0,00;0,00;0,00;0,00;0,0909;0,0909;0,00;0,0909;0,1818;0,1818;0,3636;0,00;0,00;0,00;0,00;0,08;0,44;0,48;45;156;137,80;46,96;0,00;38,10;145589,56;47384,12
00 ;A05B;20;0,00;0,00;0,00;0,00;0,35;0,60;0,05;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,15;0,05;0,05;0,00;0,15;0,10;0,15;0,25;0,10;0,00;0,00;0,0513;0,5128;0,4359;18;76;58,10;20,91;0,00;22,80;64842,71;16716,26
00 ;A06A;51;0,00;0,00;0,00;0,0392;0,0588;0,3529;0,549;0,6863;0,3137;0,00;0,00;0,1569;0,0392;0,00;0,00;0,00;0,00;0,00;0,00;0,0588;0,0392;0,00;0,0392;0,3137;0,2549;0,098;0,00;0,5543;0,4457;;143;125,00;71,598;0,00;24,60;221379,81;59622,84
00 ;A06B;32;0,00;0,00;0,00;0,0313;0,0938;0,4375;0,4375;0,6563;0,3438;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0625;0,0313;0,1563;0,0313;0,375;0,2188;0,125;0,00;0,6275;0,3725;;117;98,70;52,831;0,00;16,20;163411,63;37751,62
00 ;A06C;23;0,00;0,0435;0,0435;0,0435;0,2609;0,3478;0,2609;0,3478;0,6522;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0435;0,1739;0,00;0,1739;0,1304;0,1304;0,2174;0,1304;0,00;0,7188;0,2813;;111;93,20;39,86;0,00;12,80;122810,55;35187,42
00 ;A07A;78;0,00;0,00;0,00;0,0128;0,2051;0,6282;0,1538;0,6154;0,3846;0,00;0,00;0,0769;0,00;0,0128;0,0256;0,0128;0,0128;0,0128;0,0256;0,0385;0,0769;0,0513;0,1282;0,2436;0,1667;0,1154;0,00;0,629;0,371;25;97;78,80;46,278;0,00;17,40;143402,09;30797,76
00 ;A07B;109;0,0092;0,00;0,00;0,0826;0,3578;0,4587;0,0917;0,6514;0,3486;0,00;0,00;0,0459;0,0367;0,0183;0,0275;0,0183;0,00;0,0183;0,0092;0,0092;0,055;0,0642;0,0826;0,2569;0,2202;0,1376;0,00;0,6412;0,3588;23;91;73,20;38,50;0,00;15,70;119057,86;29190,35
00 ;A07C;177;0,0056;0,0113;0,0169;0,1412;0,4859;0,3277;0,0113;0,6102;0,3898;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0226;0,0339;0,0226;0,0508;0,096;0,1356;0,3277;0,1695;0,1412;0,00;0,7314;0,2686;20;82;64,40;30,57;0,0001;12,40;94384,01;21065,24
00 ;A07D;19;0,00;0,00;0,2105;0,2632;0,3158;0,2105;0,00;0,5263;0,4737;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0526;0,0526;0,1053;0,0526;0,1579;0,4737;0,1053;0,00;0,00;0,6552;0,3448;19;77;58,90;27,564;0,00;14,60;84945,43;18379,09
00 ;A07E;95;0,0632;0,0105;0,0947;0,3158;0,3579;0,1368;0,0211;0,60;0,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0105;0,0421;0,0316;0,0211;0,0632;0,1579;0,0842;0,2737;0,2105;0,1053;0,00;0,6884;0,3116;20;82;63,50;22,486;0,00;14,80;69247,28;16931,28
00 ;A07F;116;0,1121;0,0948;0,1293;0,3103;0,3017;0,0517;0,00;0,7069;0,2931;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0259;0,0172;0,0259;0,0345;0,0517;0,1638;0,319;0,1983;0,1638;0,00;0,8722;0,1278;19;77;59,10;16,862;0,00;10,00;51888,65;15753,84
00 ;A09A;180;0,00;0,00;0,0056;0,0222;0,25;0,6111;0,1111;0,6944;0,3056;0,00;0,00;0,0389;0,0111;0,00;0,0056;0,0111;0,00;0,00;0,0222;0,0389;0,0667;0,0722;0,1278;0,2667;0,1889;0,15;0,00;0,6716;0,3284;19;77;58,50;33,76;0,0001;15,70;104697,52;23158,97
00 ;A09B;951;0,0053;0,0095;0,0189;0,1409;0,3954;0,3754;0,0547;0,6667;0,3333;0,00;0,00;0,0242;0,0021;0,0053;0,0032;0,0021;0,0021;0,0315;0,0358;0,0694;0,0641;0,0904;0,1157;0,2376;0,1882;0,1283;0,00;0,7424;0,2576;12;57;39,30;21,88;0,0003;11,20;67781,62;16713,87
00 ;A09C;1161;0,0198;0,0276;0,0457;0,2127;0,4272;0,2489;0,0181;0,6443;0,3557;0,00;0,00;0,0146;0,0052;0,0086;0,0026;0,0043;0,0034;0,0233;0,0508;0,0982;0,0844;0,0947;0,1335;0,2188;0,1413;0,1163;0,00;0,8365;0,1635;11;53;34,70;18,372;0,0004;9,20;56786,08;14527,42
00 ;A09D;322;0,0373;0,0311;0,059;0,2733;0,4441;0,1553;0,00;0,6553;0,3447;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0062;0,0342;0,0497;0,0745;0,146;0,3354;0,1863;0,1677;0,00;0,8474;0,1526;12;57;38,90;17,548;0,0001;9,50;54100,93;12945,92
00 ;A09E;387;0,0465;0,0336;0,0982;0,3075;0,3643;0,1473;0,0026;0,646;0,354;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0052;0,0233;0,0491;0,0465;0,0904;0,1395;0,3127;0,1731;0,1602;0,00;0,8736;0,1264;10;52;33,50;15,374;0,0001;8,70;47413,04;11835,46
00 ;A09F;300;0,0767;0,0633;0,15;0,3167;0,2767;0,1133;0,0033;0,6167;0,3833;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,0367;0,0567;0,0633;0,0767;0,10;0,1467;0,2733;0,13;0,1067;0,00;0,8621;0,1379;10;51;33,60;14,174;0,0001;8,40;43668,30;12957,66
00 ;A11A;401;0,005;0,005;0,015;0,1471;0,4115;0,384;0,0324;0,6933;0,3067;0,00;0,00;0,0224;0,0075;0,0125;0,0075;0,01;0,00;0,0075;0,015;0,0773;0,0648;0,0549;0,1147;0,2743;0,2145;0,1172;0,00;0,6831;0,3169;14;63;44,70;25,153;0,0001;13,80;77973,43;18122,25
00 ;A11B;305;0,023;0,0197;0,0852;0,2918;0,4131;0,1574;0,0098;0,6295;0,3705;0,00;0,00;0,0951;0,0328;0,0164;0,0098;0,00;0,00;0,0164;0,0066;0,0393;0,0328;0,0754;0,0918;0,2328;0,1803;0,1705;0,0073;0,7439;0,2488;11;54;36,00;19,873;0,0001;12,60;61769,39;16605,23
00 ;A11C;696;0,0345;0,0417;0,0848;0,3276;0,3822;0,1264;0,0029;0,6236;0,3764;0,00;0,00;0,0144;0,0043;0,0043;0,0014;0,0014;0,0029;0,0216;0,0489;0,0575;0,0575;0,1078;0,1164;0,2773;0,1537;0,1307;0,00;0,8635;0,1365;7;41;23,80;12,985;0,0002;8,30;40233,25;10945,71
00 ;A11D;98;0,0102;0,0102;0,0204;0,3163;0,4796;0,1633;0,00;0,6224;0,3776;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0408;0,051;0,1122;0,0816;0,1735;0,1122;0,2449;0,102;0,0816;0,00;0,7481;0,2519;7;43;24,90;12,582;0,00;10,90;39005,22;9796,83
00 ;A11E;2025;0,0528;0,0558;0,1121;0,3946;0,3096;0,0741;0,001;0,6281;0,3719;0,00;0,00;0,0074;0,0054;0,004;0,0025;0,0025;0,001;0,0158;0,0202;0,0657;0,0593;0,0919;0,1205;0,2523;0,1798;0,1719;0,00;0,8669;0,1331;6;39;22,10;11,218;0,0007;7,90;34662,21;9473,35
00 ;A11F;459;0,0545;0,0545;0,122;0,3747;0,3137;0,0806;0,00;0,6318;0,3682;0,00;0,00;0,0283;0,0218;0,0174;0,0044;0,0065;0,0022;0,0261;0,0458;0,0545;0,0806;0,098;0,085;0,1983;0,1438;0,1874;0,00;0,8241;0,1759;7;42;24,50;10,419;0,0001;9,80;32156,83;10066,32
00 ;A11G;43;0,093;0,0465;0,093;0,4186;0,3023;0,0465;0,00;0,6744;0,3256;0,00;0,00;0,00;0,00;0,00;0,1395;0,2093;0,00;0,00;0,00;0,0233;0,00;0,0698;0,093;0,2326;0,186;0,0465;0,00;0,8431;0,1569;7;42;23,80;9,963;0,00;9,60;30669,58;9762,87
00 ;A11H;285;0,00;0,00;0,00;0,00;0,9228;0,0772;0,00;0,6807;0,3193;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0035;0,0456;0,0281;0,0667;0,0702;0,0702;0,1333;0,2175;0,207;0,1579;0,00;0,819;0,181;7;41;23,20;9,023;0,0001;9,50;27819,25;8226,62
00 ;A11I;656;0,2195;0,1784;0,2149;0,3872;0,00;0,00;0,00;0,5823;0,4177;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0076;0,0427;0,0366;0,0655;0,0899;0,128;0,1402;0,2332;0,1433;0,1128;0,00;0,8609;0,1391;6;38;20,50;6,782;0,0002;8,00;20868,99;7731,12
00 ;A13A;871;0,0034;0,0092;0,0207;0,1447;0,496;0,3215;0,0046;0,682;0,318;0,00;0,00;0,0344;0,0103;0,008;0,0069;0,0034;0,00;0,0034;0,0126;0,0264;0,0436;0,0528;0,0953;0,2916;0,2193;0,1917;0,0261;0,7338;0,2401;10;50;31,80;16,422;0,0003;11,30;50935,64;13352,98
00 ;A13B;645;0,0171;0,0264;0,0434;0,2403;0,4729;0,1969;0,0031;0,5953;0,4047;0,00;0,00;0,1411;0,031;0,0202;0,0047;0,00;0,0016;0,0078;0,0248;0,0496;0,0496;0,0961;0,1101;0,2403;0,1287;0,0946;0,0546;0,7651;0,1803;6;39;20,80;11,228;0,0002;9,50;34884,29;10828,48
00 ;A13C;224;0,0223;0,0313;0,0402;0,2366;0,4866;0,183;0,00;0,6295;0,3705;0,00;0,00;0,0938;0,0179;0,00;0,00;0,00;0,0134;0,0402;0,0491;0,0536;0,0848;0,1027;0,0848;0,2366;0,1027;0,1205;0,00;0,7724;0,2276;6;39;20,90;9,112;0,0001;10,50;28293,50;8753,66
00 ;A13D;996;0,0341;0,0311;0,0713;0,3494;0,4177;0,0954;0,001;0,6456;0,3544;0,00;0,00;0,00;0,00;0,00;0,00;0,007;0,007;0,0201;0,0281;0,0622;0,0653;0,0924;0,1225;0,262;0,1616;0,1717;0,0615;0,8065;0,132;5;36;18,60;8,131;0,0003;8,40;25215,01;8142,00
00 ;A13E;2208;0,0756;0,0539;0,0969;0,3578;0,3456;0,0693;0,0009;0,6078;0,3918;0,0005;0,00;0,0675;0,0308;0,0177;0,0122;0,0181;0,0014;0,0177;0,014;0,0435;0,0503;0,0589;0,0883;0,1957;0,1662;0,2178;0,0132;0,8552;0,1317;5;36;19,00;7,199;0,0007;8,00;22210,86;7319,76
00 ;A13F;2270;0,0921;0,0687;0,1119;0,3568;0,3115;0,0586;0,0004;0,6035;0,3965;0,00;0,00;0,00;0,0004;0,00;0,00;0,00;0,0004;0,0062;0,0154;0,0489;0,0604;0,093;0,1053;0,2621;0,1899;0,2181;0,00;0,919;0,081;3;28;13,30;5,273;0,0007;6,60;16273,44;4880,91
00 ;A13G;744;0,00;0,00;0,00;0,00;0,918;0,082;0,00;0,582;0,418;0,00;0,00;0,004;0,004;0,00;0,0013;0,00;0,004;0,043;0,039;0,0618;0,0618;0,0968;0,0954;0,2487;0,1304;0,2097;0,0512;0,8464;0,1024;4;30;13,50;4,78;0,0002;7,50;14742,30;4702,06
00 ;A13H;2823;0,2643;0,1311;0,2016;0,4031;0,00;0,00;0,00;0,5494;0,4506;0,00;0,00;0,0032;0,0014;0,0007;0,0004;0,0018;0,0035;0,0283;0,0305;0,0393;0,0492;0,096;0,1194;0,2781;0,1722;0,1761;0,00;0,9115;0,0885;3;25;11,50;3,728;0,0009;6,20;11480,70;4256,20
00 ;A15B;41;0,00;0,00;0,00;0,00;0,1707;0,6829;0,1463;0,5122;0,4878;0,00;0,00;0,0488;0,2439;0,2439;0,0488;0,1951;0,00;0,00;0,00;0,00;0,0488;0,0244;0,0244;0,122;0,00;0,00;0,1132;0,7736;0,1132;9;47;30,20;12,50;0,00;7,90;38975,15;14774,38
00 ;A15C;514;0,00;0,00;0,00;0,0019;0,2451;0,6673;0,0856;0,7062;0,2938;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0058;0,0973;0,1109;0,1323;0,1265;0,1595;0,1537;0,1946;0,0195;0,00;0,0088;0,9065;0,0847;7;35;23,20;7,961;0,0002;5,30;25301,60;7203,78
00 ;A15D;895;0,00;0,00;0,0045;0,0603;0,4246;0,4726;0,038;0,619;0,381;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0011;0,0101;0,0883;0,152;0,1855;0,2458;0,3039;0,0123;0,0011;0,00;0,9411;0,0589;5;28;19,50;5,497;0,0003;3,50;17383,05;4591,52
00 ;A17A;227;0,0485;0,0837;0,1101;0,2687;0,2863;0,1894;0,0132;0,674;0,326;0,00;0,00;0,00;0,0176;0,022;0,0352;0,0617;0,0044;0,0617;0,1057;0,1454;0,1145;0,141;0,0881;0,1894;0,0088;0,0044;0,0075;0,8502;0,1423;8;44;25,70;8,821;0,0001;9,40;27392,17;10121,39
