pr_Pepp;pr_Code;pr_FaelleAnzahl;pr_FaelleAnteil;pr_NennungenAnzahl;pr_NennungenAnteil
P002Z;9-671.16;7;0,0185;7;0,0006
P002Z;9-671.46;7;0,0185;13;0,001
P002Z;9-654.5;6;0,0159;11;0,0009
P002Z;9-654.9;6;0,0159;9;0,0007
P002Z;9-655.p;6;0,0159;6;0,0005
P002Z;9-665.g;6;0,0159;7;0,0006
P002Z;9-670.26;6;0,0159;6;0,0005
P002Z;9-654.6;5;0,0132;6;0,0005
P002Z;9-655.d;5;0,0132;5;0,0004
P002Z;9-655.h;5;0,0132;7;0,0006
P002Z;9-655.m;5;0,0132;7;0,0006
P002Z;1-204.2;4;0,0106;4;0,0003
P002Z;3-993;4;0,0106;5;0,0004
P002Z;9-655.g;4;0,0106;4;0,0003
P002Z;9-664.8;4;0,0106;5;0,0004
P002Z;9-665.t;4;0,0106;4;0,0003
P002Z;9-671.56;4;0,0106;23;0,0018
P002Z;9-980.1;4;0,0106;4;0,0003
P002Z;9-983.4;4;0,0106;11;0,0009
P003A;9-640.03;142;0,9793;2861;0,3156
P003A;9-640.02;136;0,9379;1046;0,1154
P003A;9-640.01;129;0,8897;1133;0,125
P003A;9-980.1;111;0,7655;198;0,0218
P003A;9-640.00;92;0,6345;436;0,0481
P003A;9-614.20;64;0,4414;167;0,0184
P003A;9-980.0;63;0,4345;124;0,0137
P003A;9-615.20;62;0,4276;174;0,0192
P003A;9-615.0;56;0,3862;145;0,016
P003A;9-615.10;52;0,3586;166;0,0183
P003A;9-606.0;49;0,3379;154;0,017
P003A;9-614.21;48;0,331;97;0,0107
P003A;9-614.10;47;0,3241;103;0,0114
P003A;9-614.0;45;0,3103;97;0,0107
P003A;9-615.21;41;0,2828;112;0,0124
P003A;9-606.1;38;0,2621;123;0,0136
P003A;9-604;34;0,2345;73;0,0081
P003A;9-605.0;33;0,2276;79;0,0087
P003A;1-207.0;31;0,2138;40;0,0044
P003A;9-641.1;27;0,1862;127;0,014
P003A;9-615.22;26;0,1793;63;0,007
P003A;1-903;25;0,1724;26;0,0029
P003A;3-200;25;0,1724;36;0,004
P003A;9-614.11;25;0,1724;42;0,0046
P003A;9-982.1;25;0,1724;29;0,0032
P003A;9-614.22;24;0,1655;46;0,0051
P003A;9-606.2;23;0,1586;37;0,0041
P003A;9-615.11;22;0,1517;64;0,0071
P003A;9-615.24;22;0,1517;31;0,0034
P003A;9-605.1;20;0,1379;41;0,0045
P003A;9-615.23;20;0,1379;35;0,0039
P003A;9-616.10;20;0,1379;39;0,0043
P003A;9-614.23;17;0,1172;29;0,0032
P003A;9-606.3;16;0,1103;33;0,0036
P003A;9-640.11;16;0,1103;58;0,0064
P003A;9-640.12;16;0,1103;151;0,0167
P003A;9-616.0;15;0,1034;44;0,0049
P003A;9-616.20;15;0,1034;29;0,0032
P003A;3-800;14;0,0966;15;0,0017
P003A;9-615.29;14;0,0966;21;0,0023
P003A;9-615.2b;13;0,0897;15;0,0017
P003A;9-640.10;13;0,0897;38;0,0042
P003A;9-615.2r;12;0,0828;20;0,0022
P003A;3-990;11;0,0759;22;0,0024
P003A;9-606.4;11;0,0759;20;0,0022
P003A;9-614.24;11;0,0759;14;0,0015
P003A;9-615.25;11;0,0759;21;0,0023
P003A;9-615.26;11;0,0759;15;0,0017
P003A;9-981.1;11;0,0759;14;0,0015
P003A;9-615.12;10;0,069;27;0,003
P003A;9-614.25;9;0,0621;20;0,0022
P003A;9-614.29;9;0,0621;10;0,0011
P003A;9-615.28;9;0,0621;14;0,0015
P003A;9-616.21;9;0,0621;17;0,0019
P003A;9-614.12;8;0,0552;17;0,0019
P003A;9-615.2a;8;0,0552;10;0,0011
P003A;9-616.11;8;0,0552;12;0,0013
P003A;9-614.2r;7;0,0483;12;0,0013
P003A;9-615.27;7;0,0483;12;0,0013
P003A;9-606.5;6;0,0414;9;0,001
P003A;9-615.2c;6;0,0414;6;0,0007
P003A;9-616.22;6;0,0414;11;0,0012
P003A;9-616.23;6;0,0414;8;0,0009
P003A;8-630.3;5;0,0345;69;0,0076
P003A;9-605.2;5;0,0345;11;0,0012
P003A;9-614.26;5;0,0345;9;0,001
P003A;9-615.13;5;0,0345;13;0,0014
P003A;9-615.2d;5;0,0345;6;0,0007
P003A;9-615.2m;5;0,0345;7;0,0008
P003A;9-616.2r;5;0,0345;14;0,0015
P003A;1-204.2;4;0,0276;4;0,0004
P003A;3-820;4;0,0276;5;0,0006
P003A;8-630.2;4;0,0276;4;0,0004
P003A;9-606.6;4;0,0276;5;0,0006
P003A;9-614.13;4;0,0276;8;0,0009
P003A;9-614.2b;4;0,0276;4;0,0004
P003A;9-615.2e;4;0,0276;6;0,0007
P003A;9-615.2f;4;0,0276;4;0,0004
P003A;9-615.2h;4;0,0276;4;0,0004
P003A;9-616.24;4;0,0276;4;0,0004
P003A;9-982.0;4;0,0276;5;0,0006
P003B;9-640.03;213;0,9552;1323;0,1781
P003B;9-640.02;192;0,861;693;0,0933
P003B;9-640.01;187;0,8386;949;0,1278
P003B;9-980.1;168;0,7534;221;0,0298
P003B;9-640.00;116;0,5202;525;0,0707
P003B;9-980.0;110;0,4933;142;0,0191
P003B;9-606.0;97;0,435;217;0,0292
P003B;9-615.20;90;0,4036;201;0,0271
P003B;9-614.20;80;0,3587;170;0,0229
P003B;9-615.10;73;0,3274;128;0,0172
P003B;9-605.0;67;0,3004;138;0,0186
P003B;9-614.10;64;0,287;116;0,0156
P003B;9-606.1;63;0,2825;132;0,0178
P003B;9-614.21;59;0,2646;107;0,0144
P003B;9-614.0;55;0,2466;88;0,0118
P003B;9-615.0;55;0,2466;101;0,0136
P003B;9-615.21;54;0,2422;93;0,0125
P003B;1-903;48;0,2152;55;0,0074
P003B;9-604;48;0,2152;76;0,0102
P003B;9-982.1;40;0,1794;59;0,0079
P003B;1-207.0;39;0,1749;44;0,0059
P003B;9-606.2;38;0,1704;95;0,0128
P003B;9-641.1;36;0,1614;154;0,0207
P003B;3-200;35;0,157;39;0,0053
P003B;9-615.22;33;0,148;49;0,0066
P003B;9-606.3;29;0,13;47;0,0063
P003B;9-614.22;29;0,13;42;0,0057
P003B;9-606.4;25;0,1121;33;0,0044
P003B;9-615.23;24;0,1076;37;0,005
P003B;9-640.12;23;0,1031;303;0,0408
P003B;9-605.1;22;0,0987;52;0,007
P003B;9-982.0;20;0,0897;36;0,0048
P003B;9-614.11;19;0,0852;32;0,0043
P003B;9-615.11;19;0,0852;30;0,004
P003B;9-640.11;19;0,0852;97;0,0131
P003B;9-614.23;18;0,0807;21;0,0028
P003B;3-800;17;0,0762;17;0,0023
P003B;9-614.24;17;0,0762;20;0,0027
P003B;9-615.24;15;0,0673;17;0,0023
P003B;9-615.25;15;0,0673;19;0,0026
P003B;9-615.2r;14;0,0628;24;0,0032
P003B;9-616.0;13;0,0583;23;0,0031
P003B;9-640.10;13;0,0583;21;0,0028
P003B;9-616.20;12;0,0538;19;0,0026
P003B;9-981.1;12;0,0538;14;0,0019
P003B;9-606.5;11;0,0493;20;0,0027
P003B;9-615.27;11;0,0493;15;0,002
P003B;9-614.2r;10;0,0448;18;0,0024
P003B;9-616.10;10;0,0448;12;0,0016
P003B;9-615.26;9;0,0404;13;0,0018
P003B;9-615.2a;9;0,0404;10;0,0013
P003B;9-614.25;8;0,0359;9;0,0012
P003B;9-614.26;8;0,0359;9;0,0012
P003B;9-614.27;8;0,0359;10;0,0013
P003B;9-614.29;8;0,0359;11;0,0015
P003B;9-615.29;8;0,0359;13;0,0018
P003B;3-820;7;0,0314;7;0,0009
P003B;3-990;7;0,0314;7;0,0009
P003B;8-630.2;7;0,0314;7;0,0009
P003B;8-630.3;7;0,0314;74;0,01
P003B;9-615.28;7;0,0314;11;0,0015
P003B;9-980.3;7;0,0314;8;0,0011
P003B;9-605.2;6;0,0269;10;0,0013
P003B;9-614.12;6;0,0269;6;0,0008
P003B;9-614.2f;6;0,0269;6;0,0008
P003B;9-615.12;6;0,0269;7;0,0009
P003B;9-615.2b;6;0,0269;6;0,0008
P003B;9-606.6;5;0,0224;6;0,0008
P003B;9-606.8;5;0,0224;6;0,0008
P003B;9-606.r;5;0,0224;7;0,0009
P003B;9-614.28;5;0,0224;6;0,0008
P003B;9-614.2b;5;0,0224;6;0,0008
P003B;9-614.2c;5;0,0224;7;0,0009
P003B;9-614.2g;5;0,0224;5;0,0007
P003B;9-616.21;5;0,0224;6;0,0008
P003B;1-206;4;0,0179;7;0,0009
P003B;3-203;4;0,0179;6;0,0008
P003B;9-606.7;4;0,0179;4;0,0005
P003B;9-615.2e;4;0,0179;4;0,0005
P003B;9-616.22;4;0,0179;4;0,0005
P003C;9-640.03;177;0,8551;624;0,1171
P003C;9-640.01;171;0,8261;535;0,1004
P003C;9-980.1;170;0,8213;268;0,0503
P003C;9-640.02;142;0,686;328;0,0615
P003C;9-980.0;127;0,6135;269;0,0505
P003C;9-640.00;102;0,4928;374;0,0702
P003C;9-606.0;96;0,4638;222;0,0417
P003C;9-614.20;77;0,372;178;0,0334
P003C;9-606.1;76;0,3671;142;0,0266
P003C;9-605.0;75;0,3623;154;0,0289
P003C;9-615.20;73;0,3527;148;0,0278
P003C;9-614.10;64;0,3092;123;0,0231
P003C;9-614.0;60;0,2899;108;0,0203
P003C;9-604;59;0,285;94;0,0176
P003C;9-615.10;54;0,2609;92;0,0173
P003C;9-615.21;47;0,2271;64;0,012
P003C;9-614.21;46;0,2222;76;0,0143
P003C;9-615.0;43;0,2077;73;0,0137
P003C;9-606.2;38;0,1836;67;0,0126
P003C;9-641.1;38;0,1836;147;0,0276
P003C;1-207.0;36;0,1739;44;0,0083
P003C;1-903;34;0,1643;37;0,0069
P003C;9-615.22;30;0,1449;45;0,0084
P003C;9-605.1;28;0,1353;40;0,0075
P003C;3-200;24;0,1159;26;0,0049
P003C;9-640.12;23;0,1111;221;0,0415
P003C;9-614.22;22;0,1063;28;0,0053
P003C;9-606.3;21;0,1014;28;0,0053
P003C;9-640.11;20;0,0966;62;0,0116
P003C;9-614.23;19;0,0918;24;0,0045
P003C;9-606.4;18;0,087;25;0,0047
P003C;9-614.11;18;0,087;27;0,0051
P003C;9-615.11;18;0,087;27;0,0051
P003C;9-982.1;18;0,087;26;0,0049
P003C;3-800;17;0,0821;17;0,0032
P003C;9-640.10;16;0,0773;34;0,0064
P003C;9-981.1;15;0,0725;17;0,0032
P003C;9-615.23;14;0,0676;21;0,0039
P003C;9-615.24;13;0,0628;20;0,0038
P003C;9-605.2;12;0,058;24;0,0045
P003C;9-614.24;12;0,058;15;0,0028
P003C;9-614.25;12;0,058;13;0,0024
P003C;9-982.0;12;0,058;20;0,0038
P003C;9-614.26;11;0,0531;13;0,0024
P003C;9-614.2r;11;0,0531;15;0,0028
P003C;9-606.5;10;0,0483;15;0,0028
P003C;9-615.25;10;0,0483;11;0,0021
P003C;9-615.12;9;0,0435;12;0,0023
P003C;3-820;8;0,0386;8;0,0015
P003C;9-605.3;8;0,0386;10;0,0019
P003C;9-606.6;8;0,0386;9;0,0017
P003C;9-614.12;8;0,0386;10;0,0019
P003C;9-615.27;8;0,0386;9;0,0017
P003C;9-981.0;8;0,0386;9;0,0017
P003C;9-615.26;6;0,029;7;0,0013
P003C;9-615.29;6;0,029;6;0,0011
P003C;9-616.10;6;0,029;8;0,0015
P003C;9-641.0;6;0,029;40;0,0075
P003C;9-606.7;5;0,0242;5;0,0009
P003C;9-614.29;5;0,0242;6;0,0011
P003C;9-615.13;5;0,0242;5;0,0009
P003C;9-615.2a;5;0,0242;5;0,0009
P003C;9-616.20;5;0,0242;9;0,0017
P003C;1-220.0;4;0,0193;4;0,0008
P003C;8-630.2;4;0,0193;4;0,0008
P003C;8-630.3;4;0,0193;36;0,0068
P003C;9-614.2b;4;0,0193;4;0,0008
P003C;9-615.28;4;0,0193;5;0,0009
P003C;9-615.2b;4;0,0193;5;0,0009
P003C;9-616.0;4;0,0193;4;0,0008
PA01A;9-980.1;339;0,6348;405;0,0978
PA01A;9-980.0;269;0,5037;360;0,087
PA01A;9-606.0;158;0,2959;277;0,0669
PA01A;9-604;114;0,2135;172;0,0415
PA01A;9-605.0;101;0,1891;146;0,0353
PA01A;9-606.1;100;0,1873;156;0,0377
PA01A;9-614.20;95;0,1779;162;0,0391
PA01A;9-615.20;93;0,1742;169;0,0408
PA01A;1-903;81;0,1517;82;0,0198
PA01A;9-615.10;81;0,1517;134;0,0324
PA01A;9-614.10;79;0,1479;112;0,0271
PA01A;1-207.0;75;0,1404;83;0,02
PA01A;9-615.0;75;0,1404;176;0,0425
PA01A;9-614.0;70;0,1311;108;0,0261
PA01A;9-640.00;61;0,1142;119;0,0287
PA01A;9-614.21;54;0,1011;80;0,0193
PA01A;9-606.2;48;0,0899;78;0,0188
PA01A;9-615.21;47;0,088;78;0,0188
PA01A;9-640.01;44;0,0824;82;0,0198
PA01A;3-200;43;0,0805;46;0,0111
PA01A;9-615.22;41;0,0768;61;0,0147
PA01A;9-606.3;37;0,0693;48;0,0116
PA01A;9-615.11;33;0,0618;37;0,0089
PA01A;9-980.3;32;0,0599;33;0,008
PA01A;9-615.23;31;0,0581;46;0,0111
PA01A;9-606.4;30;0,0562;44;0,0106
PA01A;9-614.23;30;0,0562;38;0,0092
PA01A;9-614.22;29;0,0543;38;0,0092
PA01A;9-614.11;26;0,0487;28;0,0068
PA01A;9-605.1;22;0,0412;25;0,006
PA01A;9-640.02;21;0,0393;29;0,007
PA01A;9-982.1;21;0,0393;22;0,0053
PA01A;9-615.24;20;0,0375;24;0,0058
PA01A;3-800;19;0,0356;20;0,0048
PA01A;9-641.1;19;0,0356;39;0,0094
PA01A;9-606.5;17;0,0318;26;0,0063
PA01A;9-614.24;17;0,0318;23;0,0056
PA01A;9-615.25;16;0,03;18;0,0043
PA01A;9-615.29;15;0,0281;18;0,0043
PA01A;9-640.03;14;0,0262;21;0,0051
PA01A;9-615.28;13;0,0243;15;0,0036
PA01A;9-614.26;12;0,0225;16;0,0039
PA01A;9-616.0;12;0,0225;16;0,0039
PA01A;9-616.10;12;0,0225;12;0,0029
PA01A;9-606.6;11;0,0206;16;0,0039
PA01A;9-614.27;11;0,0206;12;0,0029
PA01A;9-615.12;11;0,0206;12;0,0029
PA01A;9-614.25;10;0,0187;11;0,0027
PA01A;9-615.26;10;0,0187;10;0,0024
PA01A;9-615.27;10;0,0187;15;0,0036
PA01A;9-615.2a;10;0,0187;16;0,0039
PA01A;9-615.2b;10;0,0187;14;0,0034
PA01A;9-606.7;9;0,0169;15;0,0036
PA01A;9-616.20;9;0,0169;12;0,0029
PA01A;9-605.2;8;0,015;15;0,0036
PA01A;9-614.2a;7;0,0131;8;0,0019
PA01A;9-640.11;7;0,0131;11;0,0027
PA01A;9-981.1;7;0,0131;7;0,0017
PA01A;9-982.0;7;0,0131;7;0,0017
PA01A;1-207.2;6;0,0112;6;0,0014
PA01A;9-606.8;6;0,0112;7;0,0017
PA01A;9-614.12;6;0,0112;7;0,0017
PA01A;9-614.29;6;0,0112;6;0,0014
PA01A;9-640.10;6;0,0112;9;0,0022
PA01A;9-640.12;5;0,0094;43;0,0104
PA01A;9-606.a;4;0,0075;5;0,0012
PA01A;9-614.28;4;0,0075;5;0,0012
PA01A;9-615.13;4;0,0075;4;0,001
PA01A;9-615.2d;4;0,0075;4;0,001
PA01A;9-616.21;4;0,0075;4;0,001
PA01B;9-980.0;406;0,7808;755;0,2034
PA01B;9-606.0;258;0,4962;505;0,1361
PA01B;9-980.1;191;0,3673;212;0,0571
PA01B;9-606.1;178;0,3423;320;0,0862
PA01B;9-605.0;163;0,3135;316;0,0852
PA01B;9-604;157;0,3019;231;0,0622
PA01B;9-606.2;100;0,1923;163;0,0439
PA01B;9-614.20;81;0,1558;125;0,0337
PA01B;9-614.0;79;0,1519;107;0,0288
PA01B;9-605.1;58;0,1115;78;0,021
PA01B;1-207.0;57;0,1096;65;0,0175
PA01B;9-606.3;57;0,1096;91;0,0245
PA01B;9-614.10;55;0,1058;67;0,0181
PA01B;1-903;51;0,0981;56;0,0151
PA01B;3-800;36;0,0692;37;0,01
PA01B;9-614.21;35;0,0673;48;0,0129
PA01B;9-606.4;29;0,0558;47;0,0127
PA01B;3-200;26;0,05;27;0,0073
PA01B;9-605.2;22;0,0423;41;0,011
PA01B;9-614.22;20;0,0385;27;0,0073
PA01B;9-614.11;19;0,0365;21;0,0057
PA01B;9-640.00;18;0,0346;26;0,007
PA01B;9-982.0;16;0,0308;16;0,0043
PA01B;9-606.5;14;0,0269;16;0,0043
PA01B;9-615.0;14;0,0269;15;0,004
PA01B;9-980.3;13;0,025;14;0,0038
PA01B;9-606.6;12;0,0231;13;0,0035
PA01B;9-982.1;10;0,0192;11;0,003
PA01B;9-981.1;9;0,0173;9;0,0024
PA01B;9-605.3;8;0,0154;13;0,0035
PA01B;9-606.7;8;0,0154;8;0,0022
PA01B;9-614.23;8;0,0154;9;0,0024
PA01B;9-615.10;8;0,0154;8;0,0022
PA01B;9-640.01;8;0,0154;12;0,0032
PA01B;3-820;7;0,0135;7;0,0019
PA01B;9-614.24;7;0,0135;9;0,0024
PA01B;9-615.20;7;0,0135;7;0,0019
PA01B;9-641.1;7;0,0135;13;0,0035
PA01B;9-981.0;7;0,0135;7;0,0019
PA01B;9-614.25;6;0,0115;7;0,0019
PA01B;3-993;5;0,0096;5;0,0013
PA01B;3-990;4;0,0077;4;0,0011
PA01B;9-614.26;4;0,0077;5;0,0013
PA02A;9-981.1;3662;0,9162;4161;0,1795
PA02A;9-606.0;1610;0,4028;2691;0,1161
PA02A;9-614.10;1413;0,3535;2528;0,1091
PA02A;9-614.20;1387;0,347;2090;0,0902
PA02A;9-605.0;1318;0,3297;2181;0,0941
PA02A;9-606.1;1040;0,2602;1512;0,0652
PA02A;9-614.21;1040;0,2602;1491;0,0643
PA02A;9-981.0;806;0,2017;957;0,0413
PA02A;9-614.0;607;0,1519;734;0,0317
PA02A;9-604;578;0,1446;690;0,0298
PA02A;9-614.22;570;0,1426;736;0,0318
PA02A;9-606.2;487;0,1218;644;0,0278
PA02A;9-614.23;274;0,0686;313;0,0135
PA02A;9-614.11;247;0,0618;283;0,0122
PA02A;9-606.3;231;0,0578;267;0,0115
PA02A;9-605.1;169;0,0423;198;0,0085
PA02A;1-207.0;127;0,0318;131;0,0057
PA02A;9-614.24;112;0,028;130;0,0056
PA02A;9-606.4;100;0,025;108;0,0047
PA02A;9-615.20;81;0,0203;103;0,0044
PA02A;9-980.1;62;0,0155;70;0,003
PA02A;9-615.0;59;0,0148;69;0,003
PA02A;9-980.0;56;0,014;66;0,0028
PA02A;9-614.25;53;0,0133;63;0,0027
PA02A;1-903;49;0,0123;60;0,0026
PA02A;9-615.10;45;0,0113;61;0,0026
PA02A;9-640.00;45;0,0113;52;0,0022
PA02A;3-200;40;0,01;43;0,0019
PA02A;9-606.5;38;0,0095;46;0,002
PA02A;9-615.21;32;0,008;45;0,0019
PA02A;9-605.2;30;0,0075;33;0,0014
PA02A;9-614.12;27;0,0068;27;0,0012
PA02A;9-614.26;26;0,0065;28;0,0012
PA02A;9-615.11;25;0,0063;27;0,0012
PA02A;9-640.11;24;0,006;33;0,0014
PA02A;9-615.22;23;0,0058;25;0,0011
PA02A;9-606.6;20;0,005;22;0,0009
PA02A;9-640.01;19;0,0048;26;0,0011
PA02A;3-800;17;0,0043;17;0,0007
PA02A;9-640.10;17;0,0043;22;0,0009
PA02A;8-548.0;13;0,0033;14;0,0006
PA02A;9-614.27;13;0,0033;13;0,0006
PA02A;9-615.23;10;0,0025;11;0,0005
PA02A;9-640.12;10;0,0025;16;0,0007
PA02A;9-614.28;9;0,0023;9;0,0004
PA02A;9-641.1;9;0,0023;20;0,0009
PA02A;9-606.7;8;0,002;8;0,0003
PA02A;9-616.20;8;0,002;8;0,0003
PA02A;9-640.02;8;0,002;9;0,0004
PA02A;9-643.2;8;0,002;9;0,0004
PA02A;3-820;7;0,0018;8;0,0003
PA02A;9-606.9;7;0,0018;7;0,0003
PA02A;9-614.13;7;0,0018;7;0,0003
PA02A;9-615.12;7;0,0018;7;0,0003
PA02A;9-982.0;7;0,0018;7;0,0003
PA02A;8-930;6;0,0015;6;0,0003
PA02A;9-605.3;6;0,0015;8;0,0003
PA02A;9-606.8;6;0,0015;7;0,0003
PA02A;9-615.24;6;0,0015;6;0,0003
PA02A;8-191.00;5;0,0013;5;0,0002
PA02A;9-640.03;5;0,0013;6;0,0003
PA02A;9-641.0;5;0,0013;6;0,0003
PA02A;9-643.1;5;0,0013;5;0,0002
PA02A;3-05d;4;0,001;5;0,0002
PA02A;3-220;4;0,001;4;0,0002
PA02A;3-802;4;0,001;4;0,0002
PA02A;3-990;4;0,001;4;0,0002
PA02A;9-614.29;4;0,001;4;0,0002
PA02A;9-614.2a;4;0,001;4;0,0002
PA02A;9-616.0;4;0,001;4;0,0002
PA02A;9-642;4;0,001;14;0,0006
PA02B;9-981.1;3928;0,7833;4950;0,1538
PA02B;9-606.0;2188;0,4363;3538;0,11
PA02B;9-981.0;2122;0,4231;2853;0,0887
PA02B;9-605.0;1746;0,3482;2978;0,0926
PA02B;9-614.20;1484;0,2959;2059;0,064
PA02B;9-614.10;1334;0,266;2032;0,0632
PA02B;9-606.1;1326;0,2644;1947;0,0605
PA02B;9-604;992;0,1978;1210;0,0376
PA02B;9-614.21;952;0,1898;1219;0,0379
PA02B;9-614.0;726;0,1448;875;0,0272
PA02B;9-606.2;702;0,14;959;0,0298
PA02B;9-614.22;543;0,1083;678;0,0211
PA02B;9-614.11;444;0,0885;542;0,0168
PA02B;9-605.1;346;0,069;430;0,0134
PA02B;9-606.3;330;0,0658;390;0,0121
PA02B;9-614.23;274;0,0546;340;0,0106
