ko_Pepp;ko_BereichNr;ko_KArt1;ko_KArt2;ko_KArt3a;ko_KArt3b;ko_KArt3c;ko_KArt3;ko_KArt4a;ko_KArt4b;ko_KArt5;ko_KArt6a;ko_KArt6b;ko_KArt7;ko_KArt8
PK10Z;25;0,02;2,2;0,18;0,5;5,12;0,15;0,01;0;0;0,14;0;1,03;3,37
PK10Z;26;0;0,01;0;0;0,1;0;0;0;0;0;0;0,01;0,05
PK10Z;7;0,04;0;0;0;0;0,04;0;0;0;0;0;0,01;0,02
PK10Z;8;0;0;0;0;0;0;0;0;0;0;0;0;0,01
PK10Z;9;0,1;0;0;0;0;0,09;0;0;0;0,01;0,17;0,05;0,06
PK10Z;10;0,06;0;0;0;0;0,31;0;0;0;0,23;0,46;0,04;0,14
PK10Z;11;0,51;0,01;0;0;0;0,69;0,01;0;0;0,05;0,43;0,15;0,5
PK14A;21;29,08;126,47;14,33;8,27;5,37;2,47;0,69;0,01;0;1,24;0,09;16,75;69,63
PK14A;22;6,63;23,81;2,09;1,43;0,73;0,31;0,17;0,01;0;0,22;0;2,53;13,52
PK14A;23;8,46;28,86;7,48;2,08;0,27;0;0,08;0,01;0;0,18;0,05;0;0
PK14A;24;0;0,02;0;0;1,52;0,02;0;0;0;0,11;0;0,15;0,88
PK14A;25;0;1,61;0,01;1,42;5,85;0,01;0;0;0;0,2;0,03;0,56;2,98
PK14A;26;0;0,01;0;0;0,54;0;0;0;0;0;0,11;0,02;0,09
PK14A;7;0,01;0;0;0;0;0;0;0;0;0;0,01;0;0
PK14A;9;0,06;0;0;0;0;0,06;0;0;0;0,01;0,05;0,03;0,04
PK14A;10;0,02;0;0;0;0;0,18;0;0;0;0,14;0,31;0,02;0,08
PK14A;11;0,26;0,01;0;0;0;0,74;0,01;0;0;0,03;0,37;0,07;0,3
PK14B;21;31,78;126,63;11,95;9,16;5,01;1,95;0,68;0,01;0;1,25;0,09;17,17;72,63
PK14B;22;3,16;11,88;1,11;0,87;0,32;0,17;0,07;0;0;0,11;0;1,43;7,42
PK14B;23;8,38;21,87;6,78;1,7;0,27;0,01;0,07;0,05;0;0,24;0,06;0;0
PK14B;24;0;0,04;0;0;1,49;0;0;0;0;0,06;0,01;0,1;0,92
PK14B;25;0;1,64;0;1,1;5,35;0,24;0;0;0;0,15;0,03;0,49;2,73
PK14B;26;0;0;0;0;0,33;0;0;0;0;0;0,06;0,02;0,05
PK14B;7;0,01;0;0;0;0;0;0;0;0;0;0;0;0
PK14B;9;0,03;0;0;0;0;0,04;0;0;0;0;0,07;0,01;0,02
PK14B;10;0,01;0;0;0;0;0,14;0;0;0;0,13;0,33;0,01;0,05
PK14B;11;0,2;0,02;0;0;0;0,61;0;0;0;0,03;0,22;0,06;0,25
PK14C;21;28,69;112,1;9,07;7,55;4,01;1,59;0,85;0,03;0;1,24;0,07;16,93;66,51
PK14C;22;6,07;21,39;1,55;1,61;0,76;0,35;0,12;0;0;0,24;0,01;2,98;13,25
PK14C;23;9,69;16,72;6,26;1,55;0,24;0;0,06;0,03;0;0,16;0,04;0;0
PK14C;24;0;0,02;0;0;1,12;0,01;0;0;0;0,04;0,01;0,1;0,77
PK14C;25;0;0,92;0;0,45;4,96;0,38;0;0;0;0,16;0;0,44;2,56
PK14C;26;0;0;0;0;0,02;0;0;0;0;0;0,01;0;0
PK14C;4;0;0;0;0;0;0,01;0;0;0;0;0;0;0
PK14C;7;0,01;0;0;0;0;0;0;0;0;0;0;0;0
PK14C;9;0,04;0;0;0;0;0,05;0;0;0;0;0,14;0,02;0,03
PK14C;10;0,02;0;0;0;0;0,33;0;0;0;0,33;0,86;0,03;0,13
PK14C;11;0,4;0,02;0;0;0;0,65;0,01;0;0;0,04;0,19;0,09;0,3
PP04A;21;25,8;36,33;6,81;1,28;1,84;1,66;1,68;0,13;0;0,79;0,18;12,73;51,2
PP04A;22;2,36;7,13;0,73;0,32;0,52;0,02;0,24;0;0;0,17;0;2,75;7,63
PP04A;23;10,76;8,28;4,36;0,3;0,12;0;0,1;0;0;0,07;0,02;0;0
PP04A;24;0;0;0;0;3,03;0,16;0,01;0;0;0,04;0;0,19;1,74
PP04A;25;0;0,17;0;0,05;4,85;0,03;0,03;0;0;0,13;0;0,32;2,05
PP04A;26;0;0;0;0;0,12;0;0;0;0;0;0;0;0,04
PP04A;4;0,01;0;0;0;0;0,02;0;0;0;0,02;0,03;0,01;0,01
PP04A;5;0,02;0;0;0;0;0,01;0;0;0;0;0;0;0,01
PP04A;8;0,08;0;0;0;0;0,07;0;0;0;0,03;0,06;0,03;0,06
PP04A;9;0,26;0;0;0;0;0,33;0;0;0;0,04;0,19;0,11;0,2
PP04A;10;0,07;0;0;0;0;0,42;0;0,01;0;0,37;0,64;0,06;0,19
PP04A;11;0,89;0,06;0;0;0;0,94;0,02;0,01;0;0,07;1,14;0,15;0,54
PP04B;21;25,07;35,64;8,1;1,33;2,65;0,9;1,67;0,05;0;0,73;0,08;12,9;56,47
PP04B;22;0,2;0,34;0,03;0,02;0,02;0;0,01;0;0;0,01;0;0,12;0,36
PP04B;23;9,64;5,09;5,06;0,35;0,14;0;0,05;0;0;0,05;0,03;0;0
PP04B;24;0;0,01;0;0;2,94;0,09;0,02;0;0;0,04;0,03;0,17;2,07
PP04B;25;0;0,16;0;0,06;4,97;0,05;0,01;0;0;0,12;0,01;0,32;1,94
PP04B;26;0;0;0;0;0,16;0;0;0;0;0;0;0;0,05
PP04B;8;0,02;0;0;0;0;0,02;0;0;0;0,01;0,01;0,01;0,02
PP04B;9;0,08;0;0;0;0;0,08;0;0;0;0,01;0,09;0,04;0,06
PP04B;10;0,02;0;0;0;0;0,19;0;0;0;0,15;0,37;0,02;0,08
PP04B;11;0,46;0,07;0;0;0;0,44;0,01;0;0;0,03;0,21;0,08;0,32
PP10A;21;37,53;52,42;11,28;1,93;3,03;4,07;1,99;0,17;0;1,55;0,14;13,87;66,15
PP10A;22;0,93;1,41;0,22;0,05;0,02;0,07;0,06;0;0;0,05;0;0,31;1,08
PP10A;23;9,98;10,17;5,63;0,4;0,18;0,01;0,06;0;0;0,09;0,01;0;0
PP10A;24;0;0;0;0;1,87;0;0;0;0;0,02;0;0,15;0,62
PP10A;25;0;1,51;0,01;0,06;3,66;0,96;0,01;0;0;0,1;0;0,48;2,05
PP10A;26;0;0;0;0;0,01;0;0;0;0;0;0;0;0
PP10A;4;0;0;0;0;0;0,01;0;0;0;0;0;0;0
PP10A;5;0,01;0;0;0;0;0;0;0;0;0;0;0;0
PP10A;8;0,03;0;0;0;0;0,03;0;0;0;0,01;0,02;0,02;0,04
PP10A;9;0,17;0;0;0;0;0,19;0;0;0,03;0,04;0,07;0,11;0,14
PP10A;10;0,09;0;0;0;0;0,39;0;0,01;0;0,41;1,03;0,06;0,17
PP10A;11;0,5;0,01;0;0;0;1,29;0,01;0;0;0,06;0,98;0,22;0,5
PP10B;21;33,28;43,93;11,28;1,6;3,73;1,86;1,44;0,02;0;1,21;0,12;11,76;60,22
PP10B;22;0,03;0,09;0,01;0;0;0;0;0;0;0;0;0,02;0,08
PP10B;23;8,21;10,65;6,86;0,38;0,25;0,01;0,08;0;0;0,1;0,02;0;0
PP10B;24;0;0;0;0,01;2,11;0;0;0;0;0,02;0;0,14;0,79
PP10B;25;0;0,64;0,01;0,11;4,26;0,93;0,01;0;0;0,07;0;0,49;2,14
PP10B;26;0;0;0;0;0,03;0;0;0;0;0;0;0;0,01
PP10B;5;0,03;0;0;0;0;0,02;0;0;0;0,01;0;0;0,01
PP10B;8;0,06;0;0;0;0;0,05;0;0;0;0,02;0,03;0,02;0,05
PP10B;9;0,1;0;0;0;0;0,11;0;0;0;0,01;0,08;0,06;0,08
PP10B;10;0,05;0;0;0;0;0,25;0;0,02;0;0,21;0,7;0,03;0,11
PP10B;11;0,39;0,01;0;0;0;0,62;0;0;0;0,05;0,44;0,15;0,32
PP14Z;21;25,29;57,73;6,15;2,64;4,97;1,52;1,46;0,07;0;0,67;0,08;16,14;57,26
PP14Z;22;0,7;2,25;0,17;0,11;0,14;0,01;0,08;0;0;0,05;0;0,83;2,32
PP14Z;23;11,02;11,19;6,79;0,89;0,08;0;0,2;0;0;0,07;0,14;0;0
PP14Z;24;0;0;0;0;1,33;0,02;0;0;0;0,02;0,01;0,05;0,47
PP14Z;25;0;0,12;0,01;0,17;4,67;0,22;0,06;0;0;0,22;0,03;0,51;2,69
PP14Z;26;0;0;0;0;0,01;0;0;0;0;0;0;0;0
PP14Z;5;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
PP14Z;8;0,02;0;0;0;0;0,01;0;0;0;0,01;0,01;0,01;0,01
PP14Z;9;0,15;0;0;0;0;0,17;0;0;0;0,01;0,13;0,06;0,11
PP14Z;10;0,05;0;0;0;0;0,31;0;0;0;0,32;0,42;0,05;0,15
PP14Z;11;0,3;0,01;0;0;0;0,37;0,01;0;0;0,04;0,46;0,06;0,23
TA02Z;21;24,37;38,78;6,48;5,62;6,48;0,63;1,41;0,02;0;1,24;0,01;15,56;50,03
TA02Z;22;0,39;1,19;0,02;0,09;0,07;0,01;0,03;0;0;0,05;0;0,31;1,06
TA02Z;23;4,78;7,09;4,28;1,67;0,16;0,03;0,12;0,01;0;0,06;0,02;0;0
TA02Z;24;0;0,02;0;0;0,95;0,05;0,01;0;0;0,01;0,02;0,07;0,96
TA02Z;25;0,01;0,26;0,01;0,09;4,29;1,21;0,04;0;0;0,22;0;0,31;2,91
TA02Z;26;0,04;0,16;0;0,01;0,02;0,02;0,01;0;0;0,01;0;0,02;0,19
TA02Z;8;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0
TA02Z;9;0,12;0;0;0;0;0,11;0;0;0;0,01;0,08;0,05;0,07
TA02Z;10;0,17;0;0;0;0;0,92;0,01;0;0;0,58;0,84;0,08;0,46
TA02Z;11;0,45;0,64;0;0;0;0,5;0,01;0;0;0,05;0,4;0,12;0,63
TA15Z;21;28,33;35,81;8,74;5,43;3,12;2,33;2,81;0,26;0;2;0,09;14,75;56,21
TA15Z;22;0,06;0,11;0,03;0,01;0,04;0;0,01;0;0;0,01;0;0,05;0,13
TA15Z;23;4,79;8,12;7,19;1,1;0,16;0,07;0,06;0,01;0;0,05;0,01;0;0
TA15Z;24;0;0,01;0;0;1,25;0,24;0;0;0;0,05;0,01;0,06;0,72
TA15Z;25;0;0,33;0;0,03;10,97;0,14;0,01;0;0;0,29;0;0,61;3,86
TA15Z;26;0;0;0;0;0,03;0;0;0;0;0;0;0;0
TA15Z;9;0,55;0;0;0;0;0,61;0,01;0,02;0;0,34;2,23;0,31;0,39
TA15Z;10;0,1;0;0;0;0;0,68;0;0;0;0,7;2,15;0,13;0,24
TA15Z;11;1,13;0,2;0;0;0;1,29;0,07;0;0;0,11;0,15;0,49;1,85
TA19Z;21;25,18;35,3;7,52;5,08;4,49;2,33;2,39;0,21;0;1,87;0,05;13,54;50,75
TA19Z;22;0,08;0,15;0,04;0,02;0,06;0,01;0,01;0;0;0,02;0;0,07;0,17
TA19Z;23;4,94;7,58;4,57;1,15;0,4;0,01;0,1;0,03;0;0,09;0,05;0;0
TA19Z;24;0,01;0,05;0,05;0;1,37;0,13;0,01;0;0;0,09;0,07;0,06;0,64
TA19Z;25;0,04;0,39;0,02;0,04;9,41;0,19;0,03;0;0;0,33;0,06;0,48;3,76
TA19Z;26;0,01;0,05;0;0,01;0,02;0,01;0;0;0;0;0,01;0;0,04
TA19Z;8;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0,01
TA19Z;9;0,21;0;0;0;0;0,22;0;0;0;0,06;0,36;0,1;0,14
TA19Z;10;0,04;0;0;0;0;0,36;0;0;0;0,37;0,56;0,05;0,14
TA19Z;11;0,46;0,38;0;0;0;0,77;0,01;0;0;0,04;0,19;0,12;0,47
TA20Z;21;22,73;27,51;7,09;4,72;4,46;1,84;1,6;0,06;0;1,2;0,05;10,48;45,27
TA20Z;22;0,04;0,07;0,01;0,01;0,02;0;0;0;0;0,01;0;0,03;0,08
TA20Z;23;5,87;7,98;6,04;1,53;0,25;0,02;0,14;0,03;0;0,12;0,09;0;0
TA20Z;24;0,03;0,05;0,01;0;1,42;0,05;0,01;0;0;0,03;0,05;0,08;0,77
TA20Z;25;0,07;0,57;0,07;0,08;9,74;0,39;0,04;0;0;0,45;0,1;0,45;4,14
TA20Z;26;0;0,07;0;0,06;0,01;0,02;0;0;0;0;0;0;0,08
TA20Z;8;0;0;0;0;0;0,01;0;0;0;0;0;0;0
TA20Z;9;0,08;0;0;0;0;0,09;0;0;0;0,03;0,31;0,04;0,05
TA20Z;10;0,04;0;0;0;0;0,35;0;0;0;0,29;0,49;0,05;0,14
TA20Z;11;0,29;0,2;0;0;0;0,66;0,01;0;0;0,03;0,17;0,08;0,33
TK04Z;21;34,92;56,89;19,56;8,76;7,07;4,34;0,71;0,01;0;2,02;0,1;16,75;65,09
TK04Z;22;0,32;0,35;0,15;0,02;0,03;0,01;0;0;0;0,01;0;0,07;0,56
TK04Z;23;9,9;17,92;9,67;2,01;0,31;0;0,06;0,01;0;0,2;0,04;0;0
TK04Z;24;0;0,06;0;0;0,51;0,05;0;0;0;0,05;0,08;0,06;0,32
TK04Z;25;0,01;3,95;0,03;0,83;6,65;0,29;0,01;0;0;0,19;0,02;0,92;4,27
TK04Z;26;0;0,01;0;0;0,36;0;0;0;0;0;0;0,04;0,08
TK04Z;7;0,01;0;0;0;0;0,02;0;0;0;0;0;0;0,01
TK04Z;9;0,04;0;0;0;0;0,03;0;0;0;0,01;0,06;0,02;0,02
TK04Z;10;0,02;0;0;0;0;0,16;0;0;0;0,12;0,27;0,02;0,06
TK04Z;11;0,17;0,01;0;0;0;0,36;0;0;0;0,01;0,34;0,04;0,17
TK14Z;21;37,58;62,44;22,69;10,44;7,22;5,28;0,74;0,02;0;2,19;0,18;16,66;65,53
TK14Z;22;0,61;0,64;0,33;0,31;0,07;0;0;0;0;0,02;0;0,18;0,81
TK14Z;23;8,38;18,09;9,68;2,31;0,25;0;0,08;0,01;0;0,23;0,05;0;0
TK14Z;24;0;0,08;0;0;0,66;0,16;0;0;0;0,09;0,05;0,11;0,4
TK14Z;25;0;2,58;0,02;1,09;6,85;0,37;0,01;0;0;0,19;0,01;0,72;3,68
TK14Z;26;0;0;0;0;0,46;0;0;0;0;0;0,01;0,05;0,11
TK14Z;7;0,01;0;0;0;0;0,01;0;0;0;0;0;0;0,01
TK14Z;9;0,03;0;0;0;0;0,03;0;0;0;0;0,05;0,01;0,02
TK14Z;10;0,01;0;0;0;0;0,11;0;0;0;0,1;0,27;0,01;0,05
TK14Z;11;0,15;0,01;0;0;0;0,35;0;0;0;0,01;0,19;0,04;0,17
