IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
D06B;J34.2;4;0,0248
D06C;J32.4;1839;0,6253
D06C;J34.2;574;0,1952
D06C;J32.0;153;0,052
D06C;J34.3;48;0,0163
D06C;J32.2;46;0,0156
D06C;J32.8;41;0,0139
D06C;H71;30;0,0102
D06C;J33.8;24;0,0082
D06C;H66.1;21;0,0071
D06C;K11.2;19;0,0065
D06C;J31.0;14;0,0048
D06C;K11.5;12;0,0041
D06C;J34.1;11;0,0037
D06C;H66.2;9;0,0031
D06C;D14.0;8;0,0027
D06C;M95.0;7;0,0024
D06C;D11.0;5;0,0017
D06C;G47.31;5;0,0017
D06C;H65.3;5;0,0017
D06C;J32.3;5;0,0017
D06C;J33.0;5;0,0017
D06C;J35.0;5;0,0017
D06C;D11.7;4;0,0014
D06C;H81.0;4;0,0014
D06C;J32.9;4;0,0014
D12B;J35.0;67;0,1909
D12B;J34.2;63;0,1795
D12B;J35.3;35;0,0997
D12B;J39.2;34;0,0969
D12B;Q18.8;17;0,0484
D12B;Q18.0;16;0,0456
D12B;D37.0;11;0,0313
D12B;R06.5;9;0,0256
D12B;J34.3;8;0,0228
D12B;C76.0;6;0,0171
D12B;J35.1;6;0,0171
D12B;J37.0;6;0,0171
D12B;J38.7;6;0,0171
D12B;D10.5;5;0,0142
D12B;K04.5;4;0,0114
D12B;K10.28;4;0,0114
D12B;K14.0;4;0,0114
D13B;K04.5;18;0,2069
D13B;K08.3;15;0,1724
D13B;J35.2;11;0,1264
D13B;K10.3;8;0,092
D13B;H65.3;4;0,046
D13B;K12.28;4;0,046
D22B;K08.3;15;0,1829
D22B;K04.5;11;0,1341
D22B;K08.0;9;0,1098
D22B;K10.3;7;0,0854
D22B;K04.8;5;0,061
D22B;G47.31;4;0,0488
D22B;K02.8;4;0,0488
D22B;K04.6;4;0,0488
D25D;K10.28;34;0,3333
D25D;K01.0;8;0,0784
D25D;K08.2;8;0,0784
D25D;K04.8;6;0,0588
D25D;K10.3;6;0,0588
D25D;K09.0;4;0,0392
D28Z;K07.1;150;0,4286
D28Z;K07.2;130;0,3714
D28Z;K07.0;14;0,04
D28Z;S02.4;14;0,04
D28Z;C76.0;5;0,0143
D28Z;S02.60;4;0,0114
D28Z;S02.69;4;0,0114
D30A;H66.1;40;0,181
D30A;H71;18;0,0814
D30A;H80.1;18;0,0814
D30A;H61.3;16;0,0724
D30A;H80.8;13;0,0588
D30A;H72.0;11;0,0498
D30A;H60.4;10;0,0452
D30A;H65.4;10;0,0452
D30A;H80.0;9;0,0407
D30A;H66.2;8;0,0362
D30A;H72.8;6;0,0271
D30A;H80.9;6;0,0271
D30A;H61.8;5;0,0226
D30A;H74.3;5;0,0226
D30A;J35.3;5;0,0226
D30A;J32.4;4;0,0181
D30B;J35.0;1965;0,7158
D30B;J35.3;459;0,1672
D30B;J35.1;120;0,0437
D30B;J36;54;0,0197
D30B;J35.2;33;0,012
D30B;T81.0;33;0,012
D30B;J35.8;26;0,0095
D30B;J03.9;14;0,0051
D30B;C32.0;6;0,0022
D30B;H65.3;6;0,0022
D30B;G47.31;4;0,0015
D30C;J37.0;21;0,2763
D30C;J38.1;12;0,1579
D30C;J36;9;0,1184
D30C;J38.4;7;0,0921
D30C;D38.0;4;0,0526
D30C;J38.3;4;0,0526
D37B;J34.2;140;0,4861
D37B;M95.0;108;0,375
D37B;J32.4;20;0,0694
D37B;J34.3;7;0,0243
D37B;J34.8;4;0,0139
D38Z;J34.2;2394;0,9155
D38Z;J34.3;139;0,0532
D38Z;J31.0;15;0,0057
D38Z;G47.31;12;0,0046
D38Z;M95.0;9;0,0034
D38Z;J35.0;8;0,0031
D38Z;J32.4;6;0,0023
D38Z;S02.2;5;0,0019
D40Z;K08.3;33;0,4074
D40Z;K04.5;13;0,1605
D40Z;K10.28;8;0,0988
D40Z;K05.3;5;0,0617
D61Z;H91.2;20;0,2817
D61Z;H81.2;18;0,2535
D61Z;H93.1;10;0,1408
D61Z;H91.0;9;0,1268
D61Z;H81.1;5;0,0704
D61Z;H81.8;4;0,0563
D63Z;J36;36;0,2609
D63Z;J03.9;29;0,2101
D63Z;R04.0;15;0,1087
D63Z;J10.1;12;0,087
D63Z;H66.0;7;0,0507
D63Z;J04.0;7;0,0507
D63Z;J03.8;5;0,0362
G11B;K60.3;68;0,6667
G11B;K60.5;30;0,2941
G24C;K40.90;209;0,604
G24C;K40.91;40;0,1156
G24C;K42.9;34;0,0983
G24C;K43.90;29;0,0838
G24C;K42.0;8;0,0231
G24C;K43.99;7;0,0202
G24C;K40.30;5;0,0145
G26B;K60.3;325;0,2561
G26B;K62.2;221;0,1742
G26B;K64.2;216;0,1702
G26B;K60.5;203;0,16
G26B;K60.1;84;0,0662
G26B;K64.3;80;0,063
G26B;K61.0;49;0,0386
G26B;K62.8;21;0,0165
G26B;K64.1;17;0,0134
G26B;K64.9;7;0,0055
G26B;D12.9;5;0,0039
G26B;D37.5;5;0,0039
G26B;K62.0;5;0,0039
G26B;K60.0;4;0,0032
G26B;K64.4;4;0,0032
G71Z;K63.5;22;0,2588
G71Z;D12.2;12;0,1412
G71Z;D12.0;9;0,1059
G71Z;D12.5;9;0,1059
G71Z;D12.6;8;0,0941
G71Z;D12.3;6;0,0706
I10D;M48.06;45;0,36
I10D;M50.1;33;0,264
I10D;M51.1;24;0,192
I10D;M48.02;11;0,088
I10E;M51.1;76;0,4935
I10E;M48.06;61;0,3961
I10F;M51.1;76;0,8085
I10F;M48.06;8;0,0851
I10F;M51.2;7;0,0745
I16B;M75.4;159;0,6463
I16B;M75.3;21;0,0854
I16B;M75.1;18;0,0732
I16B;M19.01;13;0,0528
I16B;M25.61;13;0,0528
I16B;M75.2;6;0,0244
I16B;M19.91;5;0,0203
I16C;M75.4;145;0,7073
I16C;M75.1;23;0,1122
I16C;M75.3;16;0,078
I16C;M25.61;5;0,0244
I16C;M19.91;4;0,0195
I18B;M23.32;32;0,1385
I18B;M23.33;25;0,1082
I18B;M23.29;16;0,0693
I18B;M24.66;16;0,0693
I18B;S83.2;13;0,0563
I18B;M23.22;12;0,0519
I18B;M23.4;11;0,0476
I18B;M23.39;10;0,0433
I18B;M23.30;8;0,0346
I18B;M94.26;8;0,0346
I18B;M23.35;7;0,0303
I18B;M65.86;6;0,026
I18B;M22.4;4;0,0173
I18B;M23.21;4;0,0173
I18B;M23.34;4;0,0173
I18B;M23.90;4;0,0173
I20D;M20.1;77;0,713
I20D;M89.97;7;0,0648
I20D;M25.37;6;0,0556
I20D;M19.07;5;0,0463
I20E;M20.1;47;0,4947
I20E;M20.2;16;0,1684
I20E;M19.97;7;0,0737
I20E;M06.97;6;0,0632
I20F;M20.1;189;0,6848
I20F;M20.2;14;0,0507
I20F;M77.3;12;0,0435
I20F;M20.4;9;0,0326
I20F;M89.97;9;0,0326
I20F;S86.0;7;0,0254
I20F;M19.97;4;0,0145
I21Z;S52.51;10;0,1235
I21Z;M21.75;9;0,1111
I21Z;Q72.4;9;0,1111
I21Z;M12.83;7;0,0864
I21Z;M21.06;5;0,0617
I24B;M23.32;60;0,3333
I24B;M23.33;27;0,15
I24B;M23.22;18;0,10
I24B;S83.2;18;0,10
I24B;M23.30;12;0,0667
I24B;M23.21;8;0,0444
I24B;M23.39;8;0,0444
I24B;M23.35;5;0,0278
I24B;M23.90;4;0,0222
I27D;S83.53;38;0,3519
I27D;M75.1;13;0,1204
I27D;S86.0;11;0,1019
I27D;S76.1;7;0,0648
I27D;M62.08;4;0,037
I28E;M54.5;128;0,4638
I28E;M48.06;71;0,2572
I28E;M54.4;25;0,0906
I28E;M51.3;16;0,058
I28E;M54.16;16;0,058
I28E;M54.17;8;0,029
I29B;M75.1;124;0,7425
I29B;M75.4;21;0,1257
I29C;M75.1;191;0,6325
I29C;M75.4;90;0,298
I29C;S46.0;6;0,0199
I29C;M75.3;4;0,0132
I29C;S43.01;4;0,0132
I30B;S83.53;85;0,3864
I30B;S83.50;43;0,1955
I30B;M23.51;17;0,0773
I30B;M22.0;12;0,0545
I30B;M23.61;11;0,05
I30B;M24.55;6;0,0273
I30B;M24.85;6;0,0273
I30B;M23.81;4;0,0182
I30B;M24.25;4;0,0182
I32E;M18.1;36;0,4737
I32E;M72.0;18;0,2368
I32E;M18.9;6;0,0789
I43B;M17.1;69;0,6571
I43B;T84.05;23;0,219
I44C;M17.1;1338;0,8539
I44C;M17.9;159;0,1015
I44C;T84.05;20;0,0128
I44C;M17.3;16;0,0102
I44C;M17.0;12;0,0077
I44C;M17.5;9;0,0057
I44C;M17.2;4;0,0026
I44D;M17.1;216;0,8471
I44D;M17.9;31;0,1216
I47C;M16.1;1040;0,8919
I47C;M16.3;43;0,0369
I47C;M16.9;31;0,0266
I47C;M16.7;16;0,0137
I47C;M87.05;11;0,0094
I47C;M16.5;6;0,0051
I47C;M16.0;5;0,0043
I47C;M87.85;4;0,0034
I68D;M54.86;1156;0,5149
I68D;M54.4;357;0,159
I68D;M54.80;175;0,078
I68D;M47.26;109;0,0486
I68D;M51.1;83;0,037
I68D;M42.16;45;0,02
I68D;M54.82;42;0,0187
I68D;M51.2;31;0,0138
I68D;M47.86;26;0,0116
I68D;M53.1;22;0,0098
I68D;M54.2;22;0,0098
I68D;M54.5;22;0,0098
I68D;M54.85;21;0,0094
I68D;M54.16;19;0,0085
I68D;M54.87;18;0,008
I68D;M47.22;15;0,0067
I68D;M50.1;9;0,004
I68D;M48.06;8;0,0036
I68D;M54.12;7;0,0031
I68D;M47.82;6;0,0027
J09B;L05.9;60;0,50
J09B;L05.0;53;0,4417
L06B;N32.8;24;0,2727
L06B;C67.8;16;0,1818
L06B;C67.2;4;0,0455
L06B;C67.9;4;0,0455
L06B;N21.0;4;0,0455
L06B;N39.3;4;0,0455
L06B;R33;4;0,0455
L06C;N39.3;35;0,3889
L06C;N32.8;17;0,1889
L06C;N32.0;12;0,1333
L06C;N99.8;4;0,0444
L17B;N35.9;49;0,25
L17B;N35.8;45;0,2296
L17B;N20.1;24;0,1224
L17B;N39.3;19;0,0969
L17B;N13.2;16;0,0816
L17B;N99.1;9;0,0459
L17B;N32.0;7;0,0357
L17B;N36.2;5;0,0255
L20B;C67.8;105;0,3221
L20B;C67.9;41;0,1258
L20B;N20.1;29;0,089
L20B;C67.2;23;0,0706
L20B;N30.2;23;0,0706
L20B;N13.2;21;0,0644
L20B;N20.0;15;0,046
L20B;D41.4;11;0,0337
L20B;C67.4;6;0,0184
L20B;N30.1;6;0,0184
L20B;C67.0;4;0,0123
L20B;N20.2;4;0,0123
L20C;C67.8;253;0,2217
L20C;C67.9;190;0,1665
L20C;N20.1;120;0,1052
L20C;C67.2;100;0,0876
L20C;N13.2;69;0,0605
L20C;C67.4;43;0,0377
L20C;D41.4;41;0,0359
L20C;C67.0;39;0,0342
L20C;D30.3;37;0,0324
L20C;N21.0;32;0,028
L20C;N30.2;28;0,0245
L20C;C67.6;18;0,0158
L20C;C67.1;15;0,0131
L20C;N13.5;11;0,0096
L20C;C67.3;10;0,0088
L20C;C67.5;9;0,0079
L20C;N30.9;8;0,007
L20C;N32.0;8;0,007
L20C;N32.8;8;0,007
L20C;C66;7;0,0061
L20C;C68.9;6;0,0053
L20C;N35.8;6;0,0053
L20C;N35.9;6;0,0053
L20C;N40;6;0,0053
L20C;N23;5;0,0044
L20C;N30.0;5;0,0044
L20C;R31;5;0,0044
L20C;D09.0;4;0,0035
L20C;N13.3;4;0,0035
L20C;N30.8;4;0,0035
L63F;N39.0;167;0,5493
L63F;N10;110;0,3618
L63F;N30.0;16;0,0526
L63F;N13.6;6;0,0197
L64B;R31;94;0,178
L64B;N13.3;79;0,1496
L64B;N13.2;69;0,1307
L64B;N20.1;53;0,1004
L64B;N13.5;37;0,0701
L64B;N39.0;23;0,0436
L64B;N13.1;20;0,0379
L64B;N13.6;18;0,0341
L64B;N13.0;15;0,0284
L64B;N30.0;15;0,0284
L64B;R33;13;0,0246
L64B;N20.0;10;0,0189
L64B;T83.0;9;0,017
L64B;N10;6;0,0114
L64B;T83.8;6;0,0114
L64B;R39.1;5;0,0095
L64B;T83.1;5;0,0095
L64B;N39.41;4;0,0076
L64D;N20.1;56;0,3709
L64D;N13.2;29;0,1921
L64D;N23;25;0,1656
L64D;R33;21;0,1391
L64D;N20.0;6;0,0397
L64D;R39.1;6;0,0397
M01B;C61;91;1,00
M02B;N40;475;0,7219
M02B;C61;59;0,0897
M02B;N32.0;25;0,038
M02B;C67.8;17;0,0258
M02B;D29.1;16;0,0243
M02B;N35.9;10;0,0152
M02B;C67.2;7;0,0106
M02B;N32.8;6;0,0091
M02B;C67.9;5;0,0076
M02B;N21.0;5;0,0076
M02B;N35.8;4;0,0061
M04D;N43.3;71;0,4176
M04D;N43.0;20;0,1176
M04D;N43.2;18;0,1059
M04D;N43.4;18;0,1059
M04D;I86.1;14;0,0824
M04D;N45.9;13;0,0765
M04D;N44.0;4;0,0235
M60C;C61;133;0,8636
M60C;C62.9;10;0,0649
M60C;D40.0;9;0,0584
M62Z;N45.9;60;0,5042
M62Z;N41.0;23;0,1933
M62Z;N49.2;11;0,0924
M62Z;N41.9;10;0,084
M62Z;N41.3;5;0,042
M62Z;N45.0;4;0,0336
N07A;D25.1;29;0,1737
N07A;N92.0;21;0,1257
N07A;D25.9;17;0,1018
N07A;N80.1;13;0,0778
N07A;N80.0;10;0,0599
N07A;N73.6;9;0,0539
N07A;D25.0;8;0,0479
N07A;N81.2;8;0,0479
N07A;N81.4;7;0,0419
N07A;N85.2;6;0,0359
N07A;N80.3;5;0,0299
N07A;N70.1;4;0,024
N07A;N92.1;4;0,024
N14Z;N81.2;54;0,3234
N14Z;N81.4;44;0,2635
N14Z;D25.1;20;0,1198
N14Z;D25.9;11;0,0659
N14Z;N81.3;10;0,0599
N14Z;N92.0;8;0,0479
N14Z;N92.1;4;0,024
N21A;D25.1;48;0,2892
N21A;D25.9;24;0,1446
N21A;N80.0;18;0,1084
N21A;D25.2;8;0,0482
N21A;N92.0;8;0,0482
N21A;D25.0;7;0,0422
N21A;N85.2;7;0,0422
N21A;N92.1;7;0,0422
N21A;D27;5;0,0301
N21A;N81.4;4;0,0241
N25Z;D27;25;0,2451
N25Z;N83.2;23;0,2255
N25Z;N83.0;14;0,1373
N25Z;N83.1;9;0,0882
N25Z;E28.2;7;0,0686
O01E;O63.0;10;0,1053
O01E;O65.4;9;0,0947
O01E;O48;8;0,0842
O01E;O65.5;7;0,0737
O01E;O68.0;6;0,0632
O01E;O42.0;5;0,0526
O01E;O61.0;5;0,0526
O01E;O75.6;5;0,0526
O01E;O62.0;4;0,0421
O01E;O64.1;4;0,0421
O01F;O68.0;34;0,178
O01F;O64.0;21;0,1099
O01F;O65.4;21;0,1099
O01F;O65.5;18;0,0942
O01F;O64.1;12;0,0628
O01F;O68.2;11;0,0576
O01F;O75.8;9;0,0471
O01F;O62.1;8;0,0419
O01F;O34.2;7;0,0366
O01F;O42.0;7;0,0366
O01F;O48;7;0,0366
O01H;O34.2;169;0,4761
O01H;O64.1;39;0,1099
O01H;O82;31;0,0873
O01H;O65.5;22;0,062
O01H;O32.1;20;0,0563
O01H;O65.4;13;0,0366
O01H;O33.4;11;0,031
O01H;O32.4;8;0,0225
O01H;O66.8;5;0,0141
O60C;O24.4;13;0,1121
O60C;O60.1;8;0,069
O60C;O70.2;8;0,069
O60C;O36.5;7;0,0603
O60C;O41.0;7;0,0603
O60C;O70.1;7;0,0603
O60C;O75.6;7;0,0603
O60C;O63.0;6;0,0517
O60C;O80;5;0,0431
O60C;O13;4;0,0345
O60C;O26.81;4;0,0345
O60C;O71.4;4;0,0345
O60D;O80;301;0,2506
O60D;O70.1;169;0,1407
O60D;O70.0;163;0,1357
O60D;O42.0;81;0,0674
O60D;O48;72;0,06
O60D;O71.8;67;0,0558
O60D;O68.1;49;0,0408
O60D;O75.7;46;0,0383
O60D;O71.4;38;0,0316
O60D;O69.2;28;0,0233
O60D;O69.8;21;0,0175
O60D;O99.0;18;0,015
O60D;O62.2;17;0,0142
O60D;O68.0;17;0,0142
O60D;O66.0;15;0,0125
O60D;O62.1;12;0,01
O60D;O69.1;10;0,0083
O60D;O69.9;8;0,0067
O60D;O64.0;7;0,0058
O60D;O36.0;6;0,005
O60D;O62.0;5;0,0042
O60D;O69.3;5;0,0042
O60D;O75.8;5;0,0042
O60D;O81;5;0,0042
O60D;O87.2;5;0,0042
O65B;O60.0;89;0,1831
O65B;O21.0;76;0,1564
O65B;O21.1;64;0,1317
O65B;O20.0;61;0,1255
O65B;O20.8;31;0,0638
O65B;O26.88;22;0,0453
O65B;O20.9;16;0,0329
O65B;O26.81;13;0,0267
O65B;O21.2;11;0,0226
O65B;O14.9;10;0,0206
O65B;O23.3;9;0,0185
O65B;O99.8;7;0,0144
O65B;O23.4;5;0,0103
O65B;O47.1;5;0,0103
O65B;O99.5;5;0,0103
O65B;O99.6;5;0,0103
O65B;O13;4;0,0082
O65B;O28.8;4;0,0082
O65B;O34.38;4;0,0082
O65B;O34.39;4;0,0082
O65B;O98.8;4;0,0082
O65B;O99.4;4;0,0082
P67C;P59.9;43;0,5658
P67C;P59.8;5;0,0658
P67C;P21.0;4;0,0526
P67C;P39.8;4;0,0526
P67C;P59.0;4;0,0526
P67E;Z38.0;1908;0,8203
P67E;P08.1;82;0,0353
P67E;P08.2;49;0,0211
P67E;P12.0;32;0,0138
P67E;P07.3;29;0,0125
P67E;P55.8;25;0,0107
P67E;P05.0;22;0,0095
P67E;P08.0;19;0,0082
P67E;Z83.3;16;0,0069
P67E;P21.1;15;0,0064
P67E;P83.8;13;0,0056
P67E;P05.1;12;0,0052
P67E;P39.1;12;0,0052
P67E;P54.5;9;0,0039
P67E;Q38.1;8;0,0034
P67E;P12.8;6;0,0026
P67E;L22;5;0,0021
P67E;P96.8;5;0,0021
P67E;P13.4;4;0,0017
P67E;P15.8;4;0,0017
P67E;P92.5;4;0,0017
P67E;Q66.2;4;0,0017
P67E;Q66.8;4;0,0017
