IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
A62Z;12;4,78;0,00;52,04;0,01;0,00;0,00;0,28;0,00;0,00;3,79;10,94;71,84
A62Z;13;70,53;2,03;94,94;0,59;0,00;0,00;7,74;0,00;0,00;39,14;43,22;258,19
A63Z;1;791,58;0,00;128,51;260,38;25,62;0,00;151,40;25,16;0,00;514,43;1114,52;3011,60
A63Z;2;132,93;0,00;0,00;17,53;0,00;0,00;52,68;0,00;0,00;37,19;99,57;339,90
A63Z;5;13,33;0,00;6,81;1,20;0,00;0,00;2,59;0,00;0,00;1,33;3,78;29,04
A63Z;7;103,18;0,00;101,65;3,53;0,00;0,00;44,22;77,01;91,34;27,84;100,88;549,65
A63Z;8;137,49;0,00;164,57;3,37;0,81;0,00;38,67;12,01;0,00;94,35;106,88;558,15
A63Z;9;158,73;0,00;139,22;1,40;0,00;6,99;19,54;49,67;0,00;65,71;90,78;532,04
A63Z;10;181,73;0,00;517,59;2,01;0,00;0,00;476,14;0,00;59,53;90,77;194,32;1522,09
A63Z;11;131,71;0,06;152,24;2,10;0,00;0,00;20,95;0,00;117,64;45,13;89,99;559,82
A63Z;12;52,67;0,02;162,46;0,04;0,00;0,00;1,36;0,00;14,97;11,78;26,93;270,23
A63Z;13;34,14;0,14;37,93;0,45;0,00;0,00;5,93;0,00;0,00;16,06;31,41;126,06
A64Z;1;702,75;0,00;47,39;155,92;66,98;0,00;90,61;2,32;3,59;371,41;905,41;2346,38
A64Z;2;38,83;0,00;1,42;9,32;8,04;0,00;11,50;0,11;0,01;15,72;48,50;133,45
A64Z;4;18,15;0,00;14,25;2,14;0,08;1,46;10,35;1,54;0,00;14,45;17,03;79,45
A64Z;5;12,38;0,00;10,24;1,14;0,01;0,00;3,88;0,00;0,00;2,02;4,36;34,03
A64Z;7;18,38;0,00;20,53;0,87;0,09;0,60;5,78;14,07;0,03;8,73;15,56;84,64
A64Z;8;160,65;0,00;167,11;6,41;0,25;5,00;36,40;107,48;0,00;112,59;138,48;734,37
A64Z;9;175,48;0,00;162,82;12,21;7,13;1,07;35,08;60,15;0,15;83,77;105,84;643,70
A64Z;10;122,71;0,00;281,69;0,99;56,97;0,00;231,45;0,00;71,02;59,26;126,63;950,72
A64Z;11;203,22;0,29;88,93;6,46;2,13;0,00;19,84;0,99;0,48;24,75;60,22;407,31
A64Z;12;3,15;0,00;40,11;0,04;0,00;0,00;0,29;0,00;0,00;2,09;7,08;52,76
A64Z;13;76,32;3,49;83,89;1,72;0,02;0,00;14,76;0,00;0,00;32,72;59,35;272,27
A66Z;1;297,88;0,00;31,22;56,64;3,82;0,00;26,12;0,29;3,65;432,18;313,25;1165,05
A66Z;2;2,01;0,00;0,02;1,22;0,01;0,00;0,67;0,11;0,00;8,52;4,06;16,62
A66Z;4;4,72;0,00;5,85;0,19;0,03;0,00;2,37;0,54;0,00;3,15;4,81;21,66
A66Z;5;2,39;0,00;1,40;0,15;0,00;0,00;0,55;0,00;0,00;0,33;0,69;5,51
A66Z;7;24,37;0,00;35,34;1,94;0,05;2,52;15,41;28,96;24,98;17,93;21,63;173,13
A66Z;8;21,33;0,00;25,26;0,53;0,53;0,00;6,89;3,99;0,00;15,76;19,47;93,76
A66Z;9;225,21;0,00;177,91;5,83;1,23;0,00;42,71;28,25;0,00;106,92;177,90;765,96
A66Z;10;47,85;0,00;94,76;0,93;0,00;0,00;90,65;0,05;199,41;19,65;38,10;491,40
A66Z;11;110,26;2,42;73,90;0,89;0,02;0,00;20,19;0,45;13,18;20,53;52,62;294,46
A66Z;12;0,90;0,00;11,20;0,01;0,00;0,00;0,07;0,00;0,07;0,32;1,57;14,14
A66Z;13;35,92;0,39;31,09;1,53;0,02;0,00;3,19;0,05;0,00;14,29;24,85;111,33
A69Z;1;755,57;0,00;51,43;122,65;65,28;0,00;85,47;11,81;10,29;358,79;1076,37;2537,66
A69Z;2;56,01;0,00;1,49;11,00;38,62;0,00;15,87;0,31;0,03;33,55;64,73;221,61
A69Z;4;9,66;0,00;7,20;1,55;0,01;0,52;6,11;0,25;0,00;6,78;9,29;41,37
A69Z;5;11,42;0,00;8,56;0,78;0,00;0,00;2,90;0,00;0,00;1,51;3,38;28,55
A69Z;7;68,10;0,00;80,76;3,02;0,07;0,52;28,96;60,31;5,06;40,80;63,19;350,79
A69Z;8;124,49;0,00;150,17;4,15;0,41;1,94;34,37;84,56;0,00;88,61;114,72;603,42
A69Z;9;133,07;0,00;140,13;6,15;5,29;21,03;27,09;45,15;0,85;72,37;98,93;550,06
A69Z;10;149,96;0,00;263,30;0,67;24,85;0,00;197,59;0,00;175,54;52,93;113,68;978,52
A69Z;11;165,70;1,15;92,99;7,46;0,00;0,00;17,10;0,16;11,81;23,21;64,87;384,45
A69Z;12;8,19;0,00;32,21;0,01;0,00;0,00;0,32;0,00;1,58;1,89;7,59;51,79
A69Z;13;74,97;1,95;84,03;1,77;0,02;0,00;14,21;1,30;0,06;33,52;67,69;279,52
B01A;1;1124,12;0,00;211,02;163,99;61,35;0,00;222,62;38,90;18,31;597,34;1226,88;3664,53
B01A;2;2052,10;0,00;82,30;319,17;122,73;0,00;659,31;26,95;36,68;742,50;1738,75;5780,49
B01A;4;1291,31;0,00;1173,35;57,34;98,22;829,73;552,40;380,16;0,89;670,71;858,68;5912,79
B01A;5;1177,53;0,00;731,30;59,22;1,90;0,00;250,61;3,04;0,75;157,04;381,64;2763,03
B01A;7;4,04;0,00;6,78;0,56;0,00;0,56;16,10;0,00;0,00;4,14;6,35;38,53
B01A;8;2,81;0,00;3,11;0,13;0,00;0,00;1,38;0,28;0,00;0,88;1,63;10,22
B01A;9;464,22;0,00;353,53;8,12;0,96;8,21;107,27;149,90;5,12;195,55;282,76;1575,64
B01A;10;112,11;0,00;269,44;0,96;112,15;0,00;222,59;1,48;150,58;56,58;142,68;1068,57
B01A;11;71,24;0,38;49,14;3,25;0,00;0,00;4,55;0,00;4,33;10,19;26,39;169,47
B01A;12;13,38;0,03;234,35;0,08;0,00;0,00;0,73;0,00;27,39;11,40;56,16;343,52
B01A;13;49,13;2,13;35,77;1,48;0,02;0,00;4,54;0,00;0,00;8,70;29,92;131,69
B01B;1;925,08;0,00;102,96;97,37;36,05;0,00;116,27;11,12;9,14;476,33;1217,74;2992,06
B01B;2;957,58;0,00;19,21;154,25;33,84;0,00;291,68;20,10;16,14;359,18;899,44;2751,42
B01B;4;1234,61;0,00;1067,75;73,07;89,02;599,98;604,87;360,39;9,97;671,20;799,53;5510,39
B01B;5;923,77;0,00;611,83;47,54;3,80;0,00;194,89;1,14;0,01;132,46;291,30;2206,74
B01B;7;0,25;0,00;0,45;0,01;0,00;0,00;0,09;0,13;0,00;0,15;0,18;1,26
B01B;8;4,29;0,00;4,14;0,13;0,00;0,00;1,57;1,16;0,09;1,91;2,51;15,80
B01B;9;328,88;0,00;268,61;8,05;1,97;13,75;56,55;111,28;3,55;148,89;207,22;1148,75
B01B;10;101,30;0,00;190,71;2,05;25,68;0,00;160,86;0,10;132,40;44,05;105,67;762,82
B01B;11;38,68;0,13;53,21;0,31;0,00;0,00;5,35;0,00;3,40;6,03;18,36;125,47
B01B;12;21,77;3,61;197,36;0,22;0,00;0,00;1,56;0,00;48,72;10,81;54,59;338,64
B01B;13;53,62;4,14;42,03;1,87;0,05;0,00;4,89;0,03;0,00;10,38;28,86;145,87
B02A;1;1758,64;0,00;451,52;505,66;51,62;0,00;454,63;1,27;8,03;986,64;2076,90;6294,91
B02A;2;3064,19;0,00;56,91;404,55;144,56;0,00;767,07;14,91;6,83;978,93;1993,37;7431,32
B02A;4;1502,29;0,00;1517,39;77,38;73,38;930,22;689,46;415,74;0,01;890,75;1136,41;7233,03
B02A;5;1570,10;0,00;988,08;74,30;4,12;0,00;327,11;0,00;0,00;204,81;438,68;3607,20
B02A;8;4,86;0,00;0,00;0,07;0,00;0,00;1,61;0,00;0,00;9,17;3,03;18,74
B02A;9;547,99;0,00;432,40;5,26;0,27;0,01;51,44;13,32;0,00;222,51;303,55;1576,75
B02A;10;229,23;0,00;445,96;1,65;187,75;0,00;331,41;0,00;142,08;108,60;254,97;1701,65
B02A;11;190,37;0,25;157,23;0,46;0,00;0,00;6,75;0,00;0,00;16,74;87,08;458,88
B02A;12;41,85;0,00;468,45;0,77;0,00;0,00;2,51;0,00;2,39;24,71;114,32;655,00
B02A;13;75,71;0,21;47,39;1,78;0,00;0,00;5,96;0,00;0,00;14,54;43,81;189,40
B02B;1;2168,28;0,00;321,98;346,14;44,54;0,00;304,91;12,91;31,24;1192,50;2671,89;7094,39
B02B;2;1189,09;0,00;33,00;183,91;65,74;0,00;342,71;13,74;4,08;444,71;1035,84;3312,82
B02B;4;857,33;0,00;755,13;55,51;49,59;276,66;441,21;201,73;0,00;532,77;595,97;3765,90
B02B;5;726,62;0,00;501,45;33,83;7,94;0,00;152,82;1,35;0,00;107,29;234,59;1765,89
B02B;7;2,43;0,00;2,13;0,08;0,00;0,00;0,88;13,56;0,00;0,97;1,43;21,48
B02B;8;17,78;0,00;23,77;0,74;0,01;0,00;8,16;9,76;0,00;11,55;14,97;86,74
B02B;9;755,57;0,00;969,19;9,53;2,71;59,25;101,18;201,96;387,63;616,90;652,35;3756,27
B02B;10;163,07;0,00;302,42;2,52;64,36;0,00;231,93;0,00;167,99;67,61;178,11;1178,01
B02B;11;89,41;0,27;103,26;0,63;0,00;0,00;9,68;0,61;0,49;14,55;42,00;260,90
B02B;12;38,93;6,24;534,98;0,21;0,00;0,00;4,16;0,00;116,61;27,61;128,98;857,72
B02B;13;74,90;6,78;52,63;2,17;0,46;0,00;6,35;0,00;0,00;17,03;41,25;201,57
B02C;1;492,11;0,00;42,87;64,29;22,72;0,00;64,74;13,92;12,92;282,76;608,44;1604,77
B02C;2;3222,29;0,00;105,36;497,71;167,94;0,00;949,55;62,02;48,17;1126,86;2763,73;8943,63
B02C;4;503,67;0,00;438,32;30,54;40,01;265,43;260,44;188,99;0,01;279,80;327,44;2334,65
B02C;5;540,30;0,00;357,21;27,66;5,01;0,00;108,50;0,48;0,00;72,93;154,84;1266,93
B02C;7;8,05;0,00;8,66;0,28;0,00;8,41;1,48;13,92;0,02;5,01;6,05;51,88
B02C;8;10,86;0,00;12,98;0,44;0,00;0,00;4,62;1,28;0,00;8,35;9,43;47,96
B02C;9;640,25;0,00;441,13;8,74;4,70;235,99;107,48;620,54;19,56;262,23;360,50;2701,12
B02C;10;67,29;0,00;217,75;1,90;49,84;0,00;180,99;0,00;98,64;39,44;110,46;766,31
B02C;11;78,54;0,25;53,04;0,72;0,00;0,00;5,12;0,03;4,99;10,22;27,59;180,50
B02C;12;27,84;0,10;340,74;0,79;0,00;0,00;1,89;0,00;61,80;17,87;86,28;537,31
B02C;13;79,09;7,69;52,89;2,81;5,65;0,00;7,36;0,00;0,00;15,47;42,60;213,56
B02D;1;671,97;0,00;86,63;69,05;30,80;0,00;89,42;6,18;12,34;350,29;845,27;2161,95
B02D;2;535,14;0,00;15,16;84,48;43,16;0,03;166,46;12,06;9,25;192,93;490,05;1548,72
B02D;4;993,20;0,00;859,18;45,06;73,83;202,89;401,38;248,21;4,46;507,89;604,68;3940,78
B02D;5;711,28;0,00;477,20;34,04;6,97;0,00;150,33;1,02;0,47;102,91;219,28;1703,50
B02D;7;1,69;0,00;2,14;0,08;0,00;7,48;0,64;5,31;0,05;1,11;1,33;19,83
B02D;8;3,33;0,00;3,17;0,10;0,18;0,01;1,50;0,31;0,09;1,79;2,23;12,71
B02D;9;279,79;0,00;228,48;5,19;2,27;259,58;47,66;151,07;16,27;128,85;179,53;1298,69
B02D;10;93,51;0,00;145,71;1,45;45,07;0,00;117,82;1,45;109,50;35,72;80,33;630,56
B02D;11;35,11;0,23;61,10;0,97;0,05;0,00;5,57;0,10;6,92;6,41;19,56;136,02
B02D;12;12,59;1,04;127,68;0,25;0,00;0,00;0,72;0,00;14,35;7,32;34,13;198,08
B02D;13;37,91;1,99;27,04;1,11;0,96;0,00;3,13;0,00;0,03;6,89;18,84;97,90
B02E;1;433,29;0,00;52,17;58,91;17,55;0,00;58,65;1,52;49,41;241,18;589,29;1501,97
B02E;2;1061,38;0,00;36,35;148,08;129,13;3,36;244,97;7,03;13,44;332,25;864,39;2840,38
B02E;4;131,47;0,00;122,29;9,30;2,68;119,65;73,44;63,69;2,88;80,50;101,13;707,03
B02E;5;255,56;0,00;166,51;13,81;0,41;0,00;53,96;0,47;0,05;33,77;75,52;600,06
B02E;7;12,97;0,00;16,14;0,50;0,10;9,43;3,38;86,44;11,41;6,97;9,71;157,05
B02E;8;5,89;0,00;6,43;0,21;0,00;0,00;2,30;1,38;0,00;3,08;3,60;22,89
B02E;9;547,31;0,00;366,60;10,18;6,67;540,21;126,72;845,50;29,45;200,67;323,85;2997,16
B02E;10;33,67;0,00;104,63;1,08;23,41;0,00;86,10;0,00;53,30;17,26;49,15;368,60
B02E;11;69,46;0,39;60,83;1,32;0,00;0,03;5,26;0,07;1,84;11,22;27,02;177,44
B02E;12;20,24;1,84;236,98;1,34;0,00;0,00;1,28;0,00;41,32;11,64;63,47;378,11
B02E;13;63,23;5,91;46,95;2,18;26,20;0,00;5,72;0,02;0,00;10,85;33,70;194,76
B03Z;1;644,23;0,00;90,92;62,24;13,78;0,00;76,58;1,83;11,38;356,54;879,23;2136,73
B03Z;2;150,79;0,00;5,17;20,60;32,64;0,00;38,58;0,51;2,65;52,86;129,50;433,30
B03Z;4;932,31;0,00;833,08;40,07;85,35;204,78;406,83;165,37;0,25;456,53;542,82;3667,39
B03Z;5;612,38;0,00;419,04;30,51;4,61;0,00;132,17;0,66;0,05;88,29;184,06;1471,77
B03Z;7;0,38;0,00;0,71;0,02;0,00;0,00;0,21;0,43;0,00;0,11;0,20;2,06
B03Z;8;11,62;0,00;12,46;0,43;0,00;0,26;5,95;8,17;0,01;5,02;6,73;50,65
B03Z;9;145,23;0,00;122,20;2,54;0,25;1,28;24,90;11,75;14,09;60,52;85,23;467,99
B03Z;10;79,68;0,00;99,41;0,91;12,22;0,00;79,70;0,00;81,21;28,23;61,35;442,71
B03Z;11;47,62;0,20;46,62;2,00;0,17;0,08;8,43;0,28;0,98;8,36;21,15;135,89
B03Z;12;6,34;0,64;111,30;0,65;0,00;0,00;0,78;0,00;16,49;5,04;26,84;168,08
B03Z;13;27,08;1,79;17,03;0,56;0,02;0,00;2,37;0,00;0,02;3,82;11,61;64,30
B04A;1;422,03;0,00;46,13;62,36;11,54;0,00;54,95;3,63;45,83;237,49;597,86;1481,82
B04A;2;1174,48;0,00;47,06;142,57;214,70;0,00;234,42;18,49;11,21;347,67;920,57;3111,17
B04A;4;86,50;0,00;72,83;5,67;0,30;77,90;34,84;35,37;0,00;30,47;49,67;393,55
B04A;5;212,61;0,00;130,75;11,93;3,89;0,00;41,63;1,96;0,00;22,70;55,04;480,51
B04A;7;33,42;0,00;43,36;1,62;0,15;70,15;8,47;238,71;53,98;16,79;24,60;491,25
B04A;8;9,00;0,00;11,30;0,37;0,00;0,00;2,98;1,25;0,00;5,89;5,98;36,77
B04A;9;706,99;0,00;484,70;16,51;4,66;614,18;189,28;1061,47;103,90;224,79;413,99;3820,47
B04A;10;20,87;0,00;84,95;1,01;26,15;0,00;74,57;0,00;40,23;9,82;35,27;292,87
B04A;11;116,95;0,76;87,53;2,52;0,00;0,00;8,37;0,28;2,56;17,95;42,06;278,98
B04A;12;16,07;2,05;288,75;2,40;0,00;0,00;1,34;0,64;62,70;13,60;70,65;458,20
B04A;13;85,05;8,98;60,66;2,45;29,73;0,00;7,50;0,00;0,01;14,62;46,22;255,22
B04B;1;620,33;0,00;72,94;78,83;19,72;0,00;73,88;1,89;17,79;300,35;812,86;1998,59
B04B;2;883,97;0,00;45,94;125,95;65,62;0,00;171,43;1,21;8,97;283,61;725,97;2312,67
B04B;4;595,30;0,00;440,88;17,06;12,58;113,89;224,60;77,88;0,17;211,82;309,95;2004,13
B04B;5;424,11;0,00;272,46;22,76;1,08;0,00;82,82;1,41;0,07;56,50;130,83;992,04
B04B;7;16,03;0,00;19,86;0,97;0,26;19,05;10,46;27,76;2,74;10,05;13,07;120,25
B04B;8;9,73;0,00;9,26;0,26;0,01;0,31;2,04;5,16;0,02;5,11;5,84;37,74
B04B;9;230,09;0,00;188,72;4,70;0,24;28,14;49,41;139,58;78,99;85,34;138,20;943,41
B04B;10;19,78;0,00;79,42;1,63;34,78;0,00;65,78;0,47;73,06;12,25;38,51;325,68
B04B;11;104,23;0,65;79,57;1,01;0,00;0,09;7,84;0,26;1,03;11,82;40,57;247,07
B04B;12;7,06;1,36;187,17;0,51;0,00;0,00;1,43;0,67;76,44;7,21;51,10;332,95
B04B;13;65,67;8,91;53,29;2,03;4,10;0,00;5,96;0,00;0,00;11,01;33,98;184,95
B04C;1;224,33;0,00;17,95;20,68;1,41;0,00;22,23;9,24;4,68;126,68;297,73;724,93
B04C;2;115,00;0,00;5,64;14,43;1,35;0,00;20,66;0,04;1,26;38,83;104,63;301,84
B04C;4;61,08;0,00;47,23;3,23;0,10;155,81;37,35;130,80;0,00;24,96;41,98;502,54
B04C;5;81,85;0,00;52,60;3,86;0,07;0,00;15,25;0,15;0,00;11,06;20,44;185,28
B04C;7;56,74;0,00;47,80;3,08;0,20;142,17;11,91;176,62;138,27;23,49;29,31;629,59
B04C;8;1,07;0,00;1,63;0,03;0,00;0,00;0,42;0,00;0,00;0,71;0,75;4,61
B04C;9;260,68;0,00;186,74;4,89;1,54;399,37;61,31;489,09;9,87;84,49;143,38;1641,36
B04C;10;3,79;0,00;21,67;0,38;0,95;0,00;18,35;0,00;11,02;2,85;9,64;68,65
B04C;11;51,00;0,18;29,82;1,23;0,00;0,00;4,20;4,03;0,87;7,20;18,18;116,71
B04C;12;2,25;0,11;14,31;0,51;0,00;0,00;0,15;0,14;1,78;0,79;3,52;23,56
B04C;13;17,92;0,66;18,62;0,41;0,10;0,00;1,76;0,00;0,01;3,08;11,01;53,57
B04D;1;309,41;0,00;25,35;29,09;2,02;0,00;36,31;0,96;10,05;152,58;408,69;974,46
B04D;2;144,41;0,00;5,05;21,40;1,18;0,00;37,21;0,65;0,89;52,11;134,41;397,31
B04D;4;475,02;0,00;349,68;11,61;5,07;67,78;183,21;69,99;0,58;171,87;249,56;1584,37
B04D;5;326,58;0,00;211,12;17,80;0,82;0,00;65,49;1,02;0,12;46,47;91,83;761,25
B04D;7;0,85;0,00;0,69;0,04;0,00;0,02;0,41;1,15;0,73;0,32;0,56;4,77
B04D;8;0,44;0,00;0,53;0,01;0,00;0,00;0,14;0,00;0,00;0,24;0,27;1,63
B04D;9;39,21;0,00;33,97;0,76;0,24;0,28;7,86;15,20;21,52;14,95;20,94;154,93
B04D;10;6,77;0,00;35,23;1,14;1,91;0,00;27,12;0,00;15,68;4,80;15,16;107,81
B04D;11;33,29;0,47;18,34;0,30;0,03;0,01;2,04;2,97;0,65;3,98;10,40;72,48
B04D;12;1,36;0,31;13,19;0,05;0,00;0,00;0,20;0,01;2,24;0,95;3,57;21,88
B04D;13;31,51;1,04;26,94;0,52;0,00;0,00;1,78;0,00;0,05;5,53;16,82;84,19
B05Z;1;182,46;0,00;12,60;13,11;1,64;0,00;17,45;0,23;1,22;82,30;248,11;559,12
B05Z;2;1,53;0,00;0,02;0,18;0,00;0,00;0,42;0,00;0,00;0,30;1,06;3,51
B05Z;4;135,67;0,00;124,14;4,80;0,09;1,22;65,00;10,90;9,76;63,78;83,99;499,35
B05Z;5;149,62;0,00;96,36;7,87;0,09;0,00;24,21;0,15;0,02;18,31;40,62;337,25
B05Z;9;1,79;0,00;2,93;0,03;0,00;0,00;0,27;0,00;1,18;0,75;1,28;8,23
B05Z;10;3,15;0,00;6,47;0,19;0,28;0,00;5,61;0,00;10,76;1,11;3,20;30,77
B05Z;11;9,37;0,11;5,57;0,11;0,00;0,00;0,64;0,00;0,06;1,05;3,43;20,34
B05Z;12;3,12;0,02;14,44;0,07;0,00;0,00;0,55;0,00;1,55;0,45;4,37;24,57
B05Z;13;22,58;3,00;17,87;0,49;0,00;0,00;2,21;0,00;0,07;3,43;10,16;59,81
B07Z;1;746,63;0,00;73,79;97,37;24,70;0,00;103,16;8,34;21,61;363,86;1041,75;2481,21
B07Z;2;815,76;0,00;43,81;131,47;62,29;0,25;212,25;1,83;15,77;289,38;736,97;2309,78
B07Z;4;636,19;0,00;525,10;28,20;20,80;166,36;239,81;129,36;0,01;260,41;385,82;2392,06
B07Z;5;440,32;0,00;280,73;24,97;0,50;0,00;90,32;0,56;0,00;61,78;130,70;1029,88
B07Z;7;8,74;0,00;13,95;0,89;0,04;20,16;2,40;29,87;0,83;5,29;6,34;88,51
B07Z;8;12,44;0,00;17,93;0,59;0,00;0,00;5,87;7,38;0,00;6,75;9,27;60,23
B07Z;9;203,12;0,00;163,66;4,62;0,44;0,87;39,96;54,62;29,63;77,64;127,35;701,91
B07Z;10;42,29;0,00;128,62;2,71;55,14;0,00;102,81;0,00;108,79;22,74;57,24;520,34
B07Z;11;77,77;0,37;60,10;1,47;0,00;0,00;6,59;0,00;2,61;10,11;33,03;192,05
B07Z;12;13,26;0,94;202,51;0,55;0,00;0,00;2,24;0,16;64,22;9,96;59,61;353,45
B07Z;13;58,93;6,39;47,34;2,06;1,12;0,00;6,42;0,00;0,00;9,41;33,25;164,92
B09Z;1;366,29;0,00;46,46;33,20;2,56;0,00;45,32;1,19;22,90;183,51;519,49;1220,92
B09Z;2;44,12;0,00;1,73;6,68;0,76;0,00;11,64;1,24;0,69;14,67;41,01;122,54
B09Z;4;305,56;0,00;260,64;13,44;2,03;206,85;111,67;71,83;8,09;139,17;210,83;1330,11
B09Z;5;249,21;0,00;175,90;15,67;0,07;0,00;53,73;0,15;0,01;36,05;77,65;608,44
B09Z;7;0,45;0,00;0,69;0,02;0,00;0,04;0,22;0,17;0,00;0,44;0,34;2,37
B09Z;8;0,08;0,00;0,10;0,00;0,00;0,00;0,04;0,00;0,28;0,03;0,07;0,60
B09Z;9;48,39;0,00;47,76;0,57;0,05;0,17;7,35;1,04;1,30;19,20;30,45;156,28
B09Z;10;5,70;0,00;16,10;0,23;1,76;0,00;12,21;0,00;9,66;2,56;7,67;55,89
B09Z;11;26,19;0,19;17,53;0,54;0,00;0,00;1,55;0,00;4,12;2,94;10,22;63,28
B09Z;12;1,00;0,09;6,93;0,04;0,00;0,00;0,10;0,00;0,86;0,37;1,95;11,34
B09Z;13;54,29;8,99;38,62;2,94;0,16;0,00;7,29;0,00;0,11;14,07;35,41;161,88
B12Z;1;540,50;0,00;57,21;60,95;13,97;0,00;56,54;1,89;15,21;272,10;744,25;1762,62
B12Z;2;600,91;0,00;20,82;83,14;52,26;0,10;120,10;3,81;8,75;202,12;521,63;1613,64
B12Z;4;78,56;0,00;68,32;4,47;0,23;291,19;51,08;8,44;0,57;43,04;57,42;603,32
B12Z;5;63,55;0,00;44,56;4,24;0,04;0,00;12,07;0,08;0,00;8,60;17,62;150,76
B12Z;7;206,13;0,00;212,32;9,67;2,19;605,60;114,48;339,28;62,08;92,58;148,49;1792,82
B12Z;8;5,47;0,00;6,21;0,20;0,00;0,00;2,80;1,65;0,01;3,15;4,37;23,86
B12Z;9;161,39;0,00;140,17;2,68;0,21;6,82;29,38;29,61;83,04;65,68;100,57;619,55
B12Z;10;12,67;0,00;59,73;1,39;5,91;0,00;52,82;0,00;44,06;8,95;27,13;212,66
B12Z;11;112,09;1,37;90,65;1,79;0,00;0,70;9,16;0,07;2,04;18,82;44,18;280,87
B12Z;12;4,56;0,28;136,97;0,71;0,00;0,00;1,09;0,35;42,38;5,69;39,92;231,95
B12Z;13;58,16;7,33;49,50;2,36;4,78;0,00;6,48;0,00;0,02;10,58;33,55;172,76
B15Z;1;1220,34;0,00;163,31;196,88;38,90;0,00;148,55;3,73;27,16;652,67;1670,47;4122,01
B15Z;2;20,51;0,00;0,54;2,11;0,98;0,00;3,45;0,00;0,85;6,78;17,73;52,95
B15Z;4;6,33;0,00;5,61;0,39;0,05;2,79;3,49;1,43;0,00;3,48;4,47;28,04
B15Z;5;5,79;0,00;3,71;0,26;0,00;0,00;1,11;0,00;0,00;0,85;1,55;13,27
B15Z;7;1,08;0,00;0,87;0,04;0,00;0,00;0,42;0,27;0,02;0,33;0,46;3,49
B15Z;8;5,47;0,00;5,98;0,20;0,00;0,01;2,67;0,91;0,00;2,45;3,39;21,08
B15Z;9;545,40;0,00;1012,98;3,26;0,85;1,85;54,32;6,67;274,29;546,11;539,66;2985,39
B15Z;10;14,48;0,00;46,27;0,44;11,57;0,00;38,06;0,00;50,76;7,83;21,33;190,74
B15Z;11;19,83;0,51;26,61;0,24;0,00;0,00;1,87;0,02;0,24;3,60;11,11;64,03
B15Z;12;24,71;5,06;189,49;0,17;0,00;0,00;1,16;0,00;34,28;8,20;47,57;310,64
B15Z;13;30,96;4,19;24,16;0,97;0,02;0,00;3,45;0,06;0,07;8,78;18,80;91,46
B16A;1;589,35;0,00;80,76;86,55;17,73;0,00;71,75;0,76;8,17;342,21;758,91;1956,19
B16A;2;4,82;0,00;0,15;0,77;0,21;0,00;1,15;0,00;0,00;2,18;6,04;15,32
B16A;4;1,94;0,00;1,67;0,10;0,00;0,72;1,39;0,18;0,00;0,97;1,62;8,59
B16A;5;21,02;0,00;13,92;0,94;0,00;0,00;4,62;0,00;0,00;2,51;5,42;48,43
B16A;7;0,49;0,00;0,12;0,00;0,00;0,00;0,01;0,00;0,00;0,05;0,12;0,79
B16A;8;3,84;0,00;3,67;0,14;0,00;0,00;1,79;0,22;0,00;1,75;1,74;13,15
B16A;9;303,36;0,00;532,01;1,56;1,14;0,65;30,41;7,43;217,97;259,44;280,52;1634,49
B16A;10;9,92;0,00;30,09;0,30;14,09;0,00;21,85;0,00;14,33;4,77;13,89;109,24
B16A;11;14,27;0,05;16,16;1,07;0,00;0,00;1,44;0,00;0,69;2,55;7,35;43,58
B16A;12;12,72;3,01;65,95;0,05;0,00;0,00;0,41;0,00;10,93;3,70;17,40;114,17
B16A;13;17,43;1,46;16,28;0,40;0,01;0,00;1,66;0,00;0,04;4,74;10,57;52,59
B16B;1;333,06;0,00;44,13;58,52;13,27;0,00;38,76;1,15;9,43;197,11;458,71;1154,14
B16B;2;8,76;0,00;0,47;1,44;0,51;0,00;2,14;0,01;0,26;3,54;10,05;27,18
B16B;4;4,41;0,00;3,36;0,23;0,00;1,28;1,88;0,43;0,00;2,49;2,95;17,03
B16B;5;6,13;0,00;3,93;0,34;0,04;0,00;1,33;0,00;0,00;0,81;1,86;14,44
B16B;7;0,19;0,00;0,23;0,01;0,00;0,00;0,06;0,18;0,00;0,10;0,13;0,90
B16B;8;2,30;0,00;2,53;0,08;0,00;1,48;0,80;0,57;0,23;1,07;1,37;10,43
B16B;9;219,48;0,00;337,57;2,61;0,04;0,13;46,01;3,65;128,54;220,37;179,68;1138,08
B16B;10;5,64;0,00;20,40;0,34;8,89;0,00;16,26;0,02;11,18;3,05;9,08;74,86
B16B;11;10,25;0,09;10,82;0,14;0,00;0,00;0,96;0,38;0,32;1,82;4,97;29,75
B16B;12;5,28;1,44;27,77;0,02;0,00;0,00;0,32;0,00;6,10;1,63;6,85;49,41
B16B;13;28,42;1,63;21,25;0,77;0,01;0,00;2,39;0,01;0,03;5,09;12,54;72,14
B17A;1;380,42;0,00;34,75;32,67;10,19;0,00;41,31;4,57;19,56;198,61;502,79;1224,87
B17A;2;465,19;0,00;17,55;60,58;99,39;134,99;64,39;0,00;6,24;161,24;393,08;1402,65
