IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_PCCL5;IK_PCCL6;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
00 ;A06B;41;0,00;0,00;0,00;0,0244;0,0976;0,439;0,439;0,7561;0,2195;0,0244;0,00;0,00;0,00;0,00;0,00;0,00;0,0244;0,00;0,00;0,00;0,0244;0,1463;0,122;0,439;0,1951;0,0488;0,00;0,6721;0,3279;0;121;102,60;50,436;0,00;13,50;150499,75;31271,44
00 ;A06C;16;0,00;0,00;0,00;0,1875;0,1875;0,4375;0,1875;0,75;0,25;0,00;0,00;0,00;0,125;0,00;0,00;0,00;0,00;0,00;0,0625;0,00;0,0625;0,0625;0,0625;0,1875;0,25;0,1875;0,00;0,5926;0,4074;0;120;101,80;42,733;0,00;17,00;127140,00;20242,40
00 ;A07A;79;0,00;0,00;0,00;0,0127;0,1139;0,7342;0,1392;0,7089;0,2911;0,00;0,00;0,0759;0,0253;0,0127;0,00;0,00;0,00;0,0127;0,0253;0,0633;0,0253;0,038;0,1519;0,2405;0,1646;0,1646;0,00;0,5896;0,4104;25;96;78,30;44,47;0,00;20,00;133014,57;31848,31
00 ;A07B;191;0,00;0,0157;0,0105;0,0471;0,288;0,5497;0,089;0,6702;0,3298;0,00;0,00;0,0838;0,0209;0,0157;0,0157;0,0157;0,00;0,0209;0,0052;0,0733;0,0524;0,0628;0,0838;0,288;0,1414;0,1204;0,00;0,6749;0,3251;22;87;69,00;36,565;0,0001;14,50;109146,02;26797,79
00 ;A07C;419;0,0095;0,0095;0,0215;0,1432;0,4129;0,3771;0,0263;0,6396;0,3604;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0167;0,0215;0,0621;0,0406;0,0859;0,1432;0,3604;0,1742;0,0955;0,00;0,7249;0,2751;19;77;59,40;28,731;0,0001;11,60;85609,25;20546,78
00 ;A07D;31;0,0323;0,00;0,0645;0,0968;0,3871;0,4194;0,00;0,6129;0,3871;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0323;0,0645;0,0968;0,0645;0,1613;0,0968;0,2258;0,1935;0,0645;0,00;0,7561;0,2439;18;75;57,00;27,098;0,00;10,20;80545,02;24971,86
00 ;A07E;75;0,04;0,0667;0,0933;0,24;0,3467;0,2133;0,00;0,56;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0133;0,0667;0,0133;0,0667;0,04;0,1867;0,1333;0,3067;0,08;0,0933;0,00;0,6818;0,3182;19;77;58,50;22,504;0,00;12,60;66813,06;16669,63
00 ;A07F;70;0,1571;0,0286;0,10;0,3429;0,2714;0,0857;0,0143;0,5857;0,4143;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0286;0,0429;0,0286;0,0286;0,0571;0,1286;0,30;0,2714;0,1143;0,00;0,8861;0,1139;0;77;59,10;19,874;0,00;9,90;59002,39;19471,64
00 ;A09A;172;0,00;0,00;0,0058;0,0349;0,2558;0,593;0,1105;0,6628;0,3372;0,00;0,00;0,0581;0,0116;0,0058;0,0058;0,00;0,00;0,0116;0,0174;0,064;0,064;0,0465;0,1221;0,3023;0,1802;0,1105;0,00;0,63;0,37;18;76;57,90;32,493;0,0001;16,20;97210,61;22519,68
00 ;A09B;985;0,003;0,0051;0,0152;0,1269;0,4203;0,3848;0,0447;0,6701;0,3299;0,00;0,00;0,0284;0,0061;0,00;0,001;0,0051;0,002;0,0396;0,0355;0,067;0,0701;0,0873;0,0934;0,2528;0,1797;0,132;0,00;0,7624;0,2376;12;57;39,50;21,745;0,0003;11,30;65006,34;15772,05
00 ;A09C;1168;0,0154;0,0257;0,0625;0,2277;0,417;0,2329;0,0188;0,625;0,375;0,00;0,00;0,0094;0,0068;0,0068;0,0051;0,0034;0,0009;0,0274;0,0462;0,0908;0,0882;0,1019;0,1036;0,2594;0,1661;0,0839;0,00;0,8237;0,1763;11;53;34,70;17,99;0,0004;9,30;53624,65;14188,85
00 ;A09D;184;0,0272;0,0272;0,0598;0,2663;0,4946;0,125;0,00;0,6902;0,3098;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0109;0,0217;0,0543;0,0707;0,1467;0,2989;0,212;0,1848;0,00;0,8679;0,1321;12;58;39,70;17,807;0,0001;9,40;52944,01;11686,44
00 ;A09E;421;0,0404;0,038;0,0998;0,2993;0,3872;0,133;0,0024;0,6366;0,3634;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0071;0,0071;0,0475;0,057;0,0736;0,0974;0,3302;0,2233;0,1568;0,00;0,8609;0,1391;10;52;33,70;15,474;0,0001;8,80;46014,35;11669,29
00 ;A09F;482;0,0685;0,0539;0,1245;0,3527;0,3133;0,0871;0,00;0,6349;0,3651;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0041;0,0311;0,029;0,0809;0,0892;0,1411;0,1556;0,2656;0,1141;0,0892;0,00;0,8471;0,1529;9;47;31,00;13,232;0,0002;7,70;39329,42;9870,56
00 ;A11A;535;0,0019;0,0037;0,0187;0,1308;0,3963;0,3925;0,0561;0,6636;0,3364;0,00;0,00;0,0243;0,0112;0,0112;0,0056;0,0206;0,00;0,0112;0,015;0,0467;0,043;0,0636;0,1178;0,2766;0,20;0,1533;0,0026;0,6957;0,3017;14;63;45,40;24,649;0,0002;13,30;73685,86;19806,89
00 ;A11B;263;0,0038;0,0114;0,0494;0,2548;0,4259;0,2433;0,0114;0,6312;0,3688;0,00;0,00;0,1293;0,0076;0,0038;0,00;0,00;0,0038;0,0038;0,019;0,0456;0,0418;0,0532;0,0951;0,1939;0,2243;0,1787;0,0114;0,7514;0,2371;11;53;35,40;19,546;0,0001;11,90;58668,25;15300,71
00 ;A11C;712;0,0239;0,0253;0,0604;0,3413;0,3961;0,1475;0,0056;0,618;0,382;0,00;0,00;0,0225;0,00;0,0014;0,0014;0,0028;0,0014;0,0351;0,0211;0,0801;0,0772;0,1039;0,1236;0,236;0,1629;0,1306;0,00;0,8416;0,1584;7;42;23,80;13,03;0,0003;9,10;38956,86;10728,92
00 ;A11D;143;0,014;0,007;0,042;0,2867;0,4755;0,1748;0,00;0,6993;0,3007;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,007;0,049;0,0699;0,0769;0,0769;0,0769;0,1119;0,2657;0,1259;0,1399;0,00;0,7606;0,2394;7;42;23,60;12,459;0,0001;10,30;37247,71;12724,48
00 ;A11E;1854;0,0421;0,0464;0,0965;0,3635;0,3587;0,0912;0,0016;0,5982;0,4018;0,00;0,00;0,0113;0,0081;0,0032;0,0022;0,0011;0,0032;0,0097;0,0243;0,0696;0,075;0,0809;0,1068;0,2513;0,1812;0,1721;0,00;0,8684;0,1316;6;39;22,30;11,122;0,0007;7,80;33135,87;9116,96
00 ;A11F;423;0,052;0,0496;0,0757;0,3475;0,3901;0,0827;0,0024;0,6099;0,3901;0,00;0,00;0,026;0,0236;0,0189;0,00;0,0024;0,00;0,0236;0,052;0,0544;0,0662;0,0922;0,0993;0,2199;0,1418;0,1797;0,00;0,8057;0,1943;7;43;25,00;10,275;0,0001;10,00;30593,67;10107,67
00 ;A11G;93;0,0645;0,0215;0,086;0,4301;0,3333;0,043;0,0215;0,6237;0,3763;0,00;0,00;0,00;0,00;0,00;0,086;0,1183;0,0108;0,00;0,00;0,086;0,1183;0,0323;0,0968;0,172;0,172;0,1075;0,00;0,8692;0,1308;5;32;18,80;8,788;0,00;6,00;26110,09;7755,00
00 ;A11H;369;0,00;0,00;0,00;0,00;0,8699;0,1301;0,00;0,6423;0,3577;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0027;0,0352;0,0542;0,0623;0,0894;0,0976;0,1274;0,2439;0,1626;0,1247;0,00;0,8425;0,1575;6;40;21,50;8,517;0,0001;8,90;25338,66;6846,07
00 ;A11I;493;0,215;0,14;0,2191;0,426;0,00;0,00;0,00;0,5943;0,4057;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0061;0,0385;0,0507;0,0649;0,0751;0,1318;0,142;0,2637;0,1136;0,1136;0,00;0,8867;0,1133;5;35;19,50;7,003;0,0002;7,40;20783,65;7448,46
00 ;A13A;947;0,0021;0,0095;0,0222;0,1478;0,3728;0,4224;0,0232;0,6558;0,3442;0,00;0,00;0,057;0,0074;0,0116;0,0063;0,0063;0,00;0,0074;0,0116;0,0454;0,0422;0,0454;0,1056;0,2408;0,1911;0,2218;0,0213;0,7474;0,2313;9;49;30,70;15,647;0,0003;11,10;46944,71;12924,36
00 ;A13B;851;0,0247;0,0153;0,0435;0,2021;0,4536;0,2538;0,0071;0,6028;0,3972;0,00;0,00;0,1058;0,0141;0,0141;0,0035;0,0012;0,0012;0,0282;0,0329;0,0776;0,067;0,094;0,0893;0,2374;0,1363;0,0975;0,0739;0,7674;0,1587;6;38;19,70;10,702;0,0003;9,20;32096,59;9677,86
00 ;A13C;186;0,0054;0,0054;0,0161;0,129;0,4839;0,3387;0,0215;0,6183;0,3817;0,00;0,00;0,00;0,0054;0,00;0,0054;0,00;0,0161;0,0538;0,0699;0,0699;0,0484;0,0753;0,1022;0,2849;0,172;0,0968;0,00;0,7848;0,2152;8;45;26,90;9,495;0,0001;10,90;28400,10;8239,03
00 ;A13D;1540;0,0286;0,0351;0,0578;0,30;0,4461;0,1318;0,0006;0,6325;0,3675;0,00;0,00;0,0039;0,0019;0,0006;0,0006;0,0039;0,0013;0,0279;0,0312;0,0643;0,0695;0,0929;0,1078;0,2779;0,1701;0,1461;0,051;0,8275;0,1214;5;35;17,60;8,296;0,0005;8,20;24835,26;7887,75
00 ;A13E;2208;0,0539;0,0444;0,0738;0,2957;0,3881;0,1409;0,0032;0,6327;0,3673;0,00;0,00;0,0598;0,0281;0,0127;0,0109;0,0172;0,0009;0,019;0,0254;0,0408;0,0616;0,0729;0,0793;0,2206;0,1522;0,1988;0,0172;0,8628;0,12;6;37;19,60;7,332;0,0008;8,00;21821,91;7228,88
00 ;A13F;2027;0,0518;0,0597;0,1016;0,367;0,3345;0,0849;0,0005;0,6379;0,3621;0,00;0,00;0,00;0,001;0,00;0,00;0,00;0,00;0,0109;0,0099;0,0617;0,0789;0,076;0,1095;0,2615;0,1751;0,2156;0,00;0,9061;0,0939;3;27;12,90;5,104;0,0007;6,30;15204,05;4690,15
00 ;A13G;815;0,00;0,00;0,00;0,00;0,8515;0,1472;0,0012;0,6294;0,3706;0,00;0,00;0,0074;0,00;0,00;0,0025;0,00;0,0061;0,0331;0,0294;0,0638;0,0712;0,0908;0,1031;0,2564;0,1607;0,1755;0,00;0,8811;0,1189;3;29;13,10;4,518;0,0003;7,60;13445,04;4834,56
00 ;A13H;2124;0,2274;0,1243;0,186;0,4623;0,00;0,00;0,00;0,5447;0,4553;0,00;0,00;0,0019;0,0028;0,0005;0,00;0,0014;0,0075;0,0325;0,0188;0,048;0,0546;0,0899;0,1083;0,2731;0,1709;0,1897;0,00;0,9124;0,0876;3;25;11,40;3,60;0,0008;6,30;10695,19;3662,68
00 ;A15B;45;0,00;0,00;0,00;0,0222;0,20;0,6889;0,0889;0,60;0,40;0,00;0,00;0,00;0,2444;0,1778;0,0889;0,1556;0,00;0,00;0,0222;0,0444;0,0444;0,0889;0,0222;0,0667;0,0444;0,00;0,0566;0,8491;0,0943;8;42;27,70;12,116;0,00;6,60;36487,61;10488,75
00 ;A15C;519;0,00;0,00;0,00;0,0135;0,2563;0,632;0,0983;0,7033;0,2967;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1098;0,0963;0,1214;0,1233;0,1715;0,1522;0,2062;0,0193;0,00;0,0054;0,9335;0,0612;7;35;23,40;7,977;0,0002;5,10;24502,64;8102,65
00 ;A15D;903;0,00;0,00;0,0089;0,0664;0,4629;0,4297;0,0321;0,5914;0,4086;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0033;0,0111;0,1052;0,1406;0,1916;0,2226;0,3101;0,0144;0,0011;0,001;0,9426;0,0564;6;28;19,60;5,493;0,0003;3,50;16786,68;4698,81
00 ;A17A;262;0,0344;0,0611;0,1412;0,2939;0,2748;0,187;0,0076;0,6374;0,3626;0,00;0,00;0,00;0,0229;0,0229;0,0267;0,0496;0,0038;0,0725;0,0687;0,1336;0,1145;0,1298;0,1107;0,2252;0,0191;0,00;0,00;0,8822;0,1178;7;43;25,00;8,264;0,0001;8,60;24714,61;8446,23
00 ;A17B;454;0,326;0,0969;0,1167;0,3084;0,152;0,00;0,00;0,6079;0,3921;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,011;0,0925;0,1057;0,1916;0,1476;0,1476;0,1101;0,163;0,0308;0,00;0,00;0,9265;0,0735;5;29;17,50;5,943;0,0002;5,50;17795,55;4636,11
00 ;A18Z;23;0,00;0,00;0,00;0,00;0,00;0,1739;0,8261;0,7826;0,2174;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0435;0,1304;0,087;0,087;0,0435;0,2174;0,1739;0,2174;0,00;0,00;0,00;0,451;0,549;0;122;104,10;62,725;0,00;30,00;187785,86;59833,27
00 ;A36A;167;0,012;0,00;0,006;0,0539;0,1317;0,509;0,2874;0,6467;0,3533;0,00;0,00;0,0359;0,006;0,006;0,00;0,00;0,00;0,024;0,0419;0,0719;0,0539;0,0838;0,1497;0,2515;0,1617;0,1138;0,014;0,7767;0,2093;13;59;40,50;18,278;0,0001;12,00;54531,08;18604,69
00 ;A36B;391;0,0128;0,0026;0,0281;0,1535;0,3325;0,3708;0,0997;0,5831;0,4169;0,00;0,00;0,0256;0,0077;0,0077;0,0026;0,0128;0,0026;0,023;0,0281;0,0742;0,0537;0,1049;0,1151;0,2097;0,1304;0,202;0,0282;0,7363;0,2354;9;47;28,50;9,835;0,0001;10,80;29302,77;10625,96
00 ;A36C;57;0,0175;0,00;0,0526;0,2807;0,3509;0,2807;0,0175;0,4737;0,5263;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0351;0,0351;0,0175;0,0175;0,1579;0,3333;0,1404;0,2632;0,00;0,8382;0,1618;8;45;27,20;8,962;0,00;10,70;26669,72;10320,21
00 ;A42A;263;0,1027;0,0837;0,1825;0,27;0,3498;0,0114;0,00;0,6388;0,3612;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0532;0,0418;0,1027;0,1331;0,2091;0,1711;0,27;0,019;0,00;0,0314;0,9164;0,0523;4;25;15,30;2,679;0,0001;4,30;8031,30;3184,09
00 ;A42B;22;0,0455;0,0455;0,1364;0,1364;0,5455;0,0909;0,00;0,50;0,50;0,00;0,00;0,00;0,2273;0,4545;0,0455;0,2727;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,4318;0,50;0,0682;2;22;9,80;4,056;0,00;5,70;12326,97;8867,15
00 ;A42C;575;0,0713;0,1843;0,1861;0,3061;0,2522;0,00;0,00;0,6087;0,3913;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0035;0,0522;0,0522;0,1026;0,1165;0,1478;0,207;0,3026;0,0139;0,0017;0,0978;0,8394;0,0628;1;11;5,00;1,113;0,0002;2,60;3371,98;2339,80
00 ;A60A;365;0,1425;0,1151;0,0904;0,1288;0,5205;0,0027;0,00;0,5918;0,4082;0,00;0,00;0,00;0,00;0,0055;0,0137;0,0274;0,0137;0,0822;0,1151;0,1726;0,137;0,1014;0,1123;0,1288;0,074;0,0164;0,0766;0,7987;0,1247;4;29;13,80;2,577;0,0001;6,90;7687,96;4363,54
00 ;A60B;102;0,4608;0,1863;0,1765;0,1765;0,00;0,00;0,00;0,4902;0,5098;0,00;0,00;0,00;0,1078;0,1176;0,2353;0,5392;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,9107;0,0893;0;12;4,70;1,275;0,00;2,90;3793,08;2131,82
00 ;A60C;1619;0,3768;0,2285;0,1804;0,2143;0,00;0,00;0,00;0,5781;0,4219;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0241;0,0908;0,1013;0,1618;0,1557;0,1266;0,0976;0,1637;0,0593;0,0191;0,00;0,9173;0,0827;0;15;5,80;0,87;0,0006;4,00;2589,04;1676,29
00 ;A60D;674;0,638;0,1944;0,0801;0,0682;0,0193;0,00;0,00;0,6543;0,3457;0,00;0,00;0,00;0,0015;0,0015;0,003;0,0134;0,0104;0,0682;0,1424;0,2092;0,1929;0,1246;0,0786;0,1187;0,0312;0,0045;0,00;1,00;0,00;0;0;1,00;0,333;0,0002;0,00;994,21;694,91
00 ;A61A;102;0,0392;0,0392;0,0392;0,1373;0,7353;0,0098;0,00;0,5588;0,4412;0,00;0,00;0,00;0,0392;0,00;0,00;0,049;0,0196;0,0392;0,0784;0,1569;0,0784;0,1176;0,1765;0,2255;0,0196;0,00;0,2788;0,6182;0,103;4;33;15,80;4,366;0,00;8,20;13056,33;7383,76
00 ;A61B;69;0,029;0,029;0,0145;0,9275;0,00;0,00;0,00;0,6087;0,3913;0,00;0,00;0,00;0,0435;0,0435;0,058;0,029;0,00;0,1304;0,058;0,1449;0,058;0,1739;0,1159;0,1304;0,0145;0,00;0,4662;0,4662;0,0676;1;17;6,80;1,618;0,00;4,50;4829,44;3545,23
00 ;A61C;153;0,4379;0,3333;0,2288;0,00;0,00;0,00;0,00;0,4575;0,5425;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0065;0,0588;0,1438;0,1373;0,1176;0,1765;0,2288;0,1176;0,0131;0,00;0,749;0,20;0,051;1;7;2,90;0,595;0,0001;1,50;1768,59;1058,61
