IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
I29B;8;2,81;0,00;3,74;0,19;0,00;0,00;1,68;0,00;0,00;1,38;1,13;10,93
I29B;9;0,33;0,00;1,82;0,00;0,00;0,00;0,18;0,00;0,42;0,44;0,69;3,88
I29B;10;1,07;0,00;3,76;0,14;0,00;0,00;1,85;0,00;3,14;0,34;1,43;11,73
I29B;11;0,39;0,00;3,58;0,01;0,00;0,00;0,24;0,00;0,00;0,61;1,16;5,99
I29B;12;0,01;1,86;29,55;0,01;0,00;0,00;0,29;0,00;10,80;1,23;12,05;55,80
I29B;13;11,57;2,04;6,20;0,15;0,00;0,00;1,51;0,00;0,00;1,09;6,92;29,48
I29C;1;0,00;271,73;0,00;16,50;0,00;0,00;21,04;0,00;0,17;71,13;250,19;630,76
I29C;4;0,00;0,00;208,97;6,98;0,61;79,98;216,59;68,87;0,00;137,44;106,17;825,61
I29C;5;185,13;0,00;122,11;11,40;0,56;0,00;36,35;8,86;0,00;23,32;60,61;448,34
I29C;8;15,93;0,00;21,18;1,10;0,00;0,00;9,51;0,00;0,00;7,81;6,39;61,92
I29C;9;0,04;0,00;2,58;0,00;0,00;0,00;0,81;0,00;0,00;0,92;1,41;5,76
I29C;10;0,30;0,00;2,87;0,24;0,00;0,00;1,73;0,00;1,43;0,26;0,90;7,73
I29C;11;0,00;0,00;3,37;0,00;0,00;0,00;0,16;0,00;0,00;0,41;1,13;5,07
I29C;12;4,51;0,00;14,62;0,00;0,00;0,00;0,11;0,00;16,33;0,79;5,50;41,86
I29C;13;7,91;3,34;0,00;0,00;0,00;0,00;0,64;0,00;0,00;0,28;4,63;16,80
I30C;1;0,00;285,99;1,58;13,04;0,00;0,00;25,69;0,00;0,00;79,61;291,59;697,50
I30C;4;0,00;0,00;194,76;5,89;8,10;216,84;208,27;117,52;0,00;154,48;163,00;1068,86
I30C;5;171,43;0,00;131,56;9,64;0,59;0,00;34,84;3,57;0,00;30,33;61,78;443,74
I30C;8;0,22;0,00;0,29;0,02;0,00;0,00;0,13;0,00;0,00;0,11;0,09;0,86
I30C;9;1,01;0,00;2,24;0,01;0,00;0,00;0,35;0,00;0,12;0,66;1,12;5,51
I30C;10;0,19;0,00;0,98;0,04;0,00;0,00;0,41;0,00;3,48;0,06;0,34;5,50
I30C;11;0,00;0,00;1,75;0,00;0,00;0,00;0,10;0,00;0,00;0,29;0,50;2,64
I30C;12;1,89;7,25;32,76;0,02;0,00;0,00;0,47;0,00;17,63;2,01;13,56;75,59
I30C;13;12,49;2,95;5,38;0,14;0,00;0,00;1,60;0,00;0,00;1,08;7,75;31,39
I43B;1;0,00;843,56;2,85;35,84;0,01;0,00;50,65;0,00;0,73;220,86;777,19;1931,69
I43B;2;6,34;24,81;0,00;1,92;0,00;0,00;2,68;0,00;0,00;4,09;9,54;49,38
I43B;4;0,00;0,00;344,08;5,56;4,74;3210,64;334,28;95,32;0,00;235,40;209,69;4439,71
I43B;5;305,01;0,00;194,15;12,02;0,67;0,00;53,64;7,10;0,00;36,32;74,95;683,86
I43B;8;0,05;0,00;0,02;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,02;0,11
I43B;9;10,91;0,00;59,45;0,04;0,00;0,00;4,60;0,00;1,61;10,06;19,65;106,32
I43B;10;1,81;0,00;30,34;0,88;10,56;0,00;11,69;0,00;8,47;2,41;9,29;75,45
I43B;11;2,70;0,00;4,77;0,01;0,00;0,00;0,32;0,00;0,00;0,94;1,51;10,25
I43B;12;25,07;0,00;208,81;0,15;0,00;0,00;2,12;0,00;21,83;11,42;79,90;349,30
I43B;13;26,86;0,63;14,73;0,09;0,00;0,00;0,91;0,00;0,00;1,06;7,31;51,59
I44C;1;0,49;816,29;1,60;37,57;1,48;0,00;54,35;0,45;0,00;194,03;771,57;1877,83
I44C;2;6,68;21,55;0,02;1,71;0,00;0,00;2,50;0,00;0,00;3,60;9,22;45,28
I44C;4;0,47;0,00;244,77;4,53;8,92;1477,52;240,67;65,94;0,00;177,68;155,21;2375,71
I44C;5;210,81;0,00;147,57;9,91;0,94;0,00;40,69;8,26;0,00;30,31;63,35;511,84
I44C;8;0,12;0,00;0,19;0,00;0,00;0,00;0,05;0,11;0,00;0,05;0,08;0,60
I44C;9;10,60;0,00;54,39;0,06;0,00;0,00;6,40;0,00;1,89;11,32;20,88;105,54
I44C;10;1,56;0,00;21,86;0,66;5,85;0,00;10,12;0,00;11,13;1,67;6,65;59,50
I44C;11;2,63;0,00;7,07;0,03;0,00;0,00;0,55;0,00;0,00;1,24;3,31;14,83
I44C;12;5,50;4,53;146,62;0,11;0,00;0,00;1,67;0,00;37,53;7,10;59,82;262,88
I44C;13;25,38;2,08;13,00;0,13;0,00;0,00;1,47;0,00;0,00;1,31;9,22;52,59
I44D;1;0,00;684,05;3,58;33,56;0,03;0,00;55,41;0,13;0,00;176,44;714,22;1667,42
I44D;2;3,58;10,34;0,00;1,42;0,00;0,00;1,86;0,00;0,00;2,09;3,19;22,48
I44D;4;0,00;0,00;216,35;5,13;8,52;1216,61;191,78;90,25;0,00;159,37;165,53;2053,54
I44D;5;202,00;0,00;137,89;9,03;1,40;0,00;32,07;14,92;0,00;29,38;63,72;490,41
I44D;8;0,37;0,00;0,30;0,02;0,00;0,00;0,20;0,00;0,00;0,20;0,34;1,43
I44D;9;9,59;0,00;32,08;0,03;0,00;0,00;7,63;0,03;1,50;9,18;17,38;77,42
I44D;10;1,39;0,00;13,82;0,36;0,71;0,00;8,86;0,00;12,71;1,07;4,64;43,56
I44D;11;1,29;0,00;8,25;0,02;0,00;0,00;0,41;0,00;0,00;1,02;3,39;14,38
I44D;12;4,39;2,63;107,66;0,07;0,00;0,00;1,51;0,00;43,88;3,77;45,31;209,22
I44D;13;11,23;2,52;3,84;0,06;0,00;0,00;0,96;0,00;0,00;0,66;5,68;24,95
I47C;1;0,00;856,26;0,07;38,30;3,15;0,00;44,00;0,50;0,24;211,75;765,35;1919,62
I47C;2;10,11;35,70;0,03;2,50;0,00;0,00;3,40;0,00;0,00;5,49;15,96;73,19
I47C;4;0,00;0,00;267,77;2,71;0,79;1366,17;221,49;53,54;0,00;168,26;141,64;2222,37
I47C;5;196,27;0,00;136,22;8,31;0,49;0,00;34,73;5,34;0,00;27,03;54,50;462,89
I47C;7;0,01;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,00;0,04
I47C;8;0,21;0,00;0,28;0,01;0,00;0,00;0,13;0,00;0,00;0,10;0,09;0,82
I47C;9;8,82;0,00;41,89;0,06;0,00;0,00;4,57;0,00;4,38;7,70;16,80;84,22
I47C;10;1,92;0,00;29,97;0,91;6,92;0,00;13,10;0,00;9,91;2,25;8,77;73,75
I47C;11;2,65;0,00;4,38;0,02;0,00;0,00;0,34;0,00;0,00;1,07;1,49;9,95
I47C;12;1,35;0,07;157,43;0,09;0,00;0,00;1,60;0,00;41,83;7,36;64,21;273,94
I47C;13;26,85;0,15;15,67;0,11;0,00;0,00;1,03;0,00;0,00;1,17;7,29;52,27
I68D;1;0,00;392,08;2,68;17,79;0,00;0,00;30,55;0,01;0,00;85,13;431,88;960,12
I68D;2;0,01;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,05
I68D;4;0,00;0,00;7,67;0,49;0,02;0,00;4,31;0,28;0,00;4,80;9,88;27,45
I68D;5;0,44;0,00;1,53;0,17;0,00;0,00;0,69;0,03;0,00;0,27;0,70;3,83
I68D;9;1,85;0,00;4,11;0,08;0,00;0,00;1,09;0,00;2,17;1,35;2,55;13,20
I68D;10;0,12;0,00;2,55;0,06;0,16;0,00;0,89;0,00;6,94;0,30;0,65;11,67
I68D;11;0,52;0,00;26,49;0,02;0,00;0,00;0,71;0,00;0,00;0,44;12,13;40,31
I68D;12;0,67;0,00;128,68;0,06;0,00;0,00;1,18;0,00;1,23;2,30;47,28;181,40
I68D;13;23,06;9,65;0,17;0,00;0,00;0,00;1,88;0,00;0,00;0,84;13,49;49,09
J09B;1;0,00;201,87;2,33;8,79;0,00;0,00;17,90;0,00;0,00;55,26;373,07;659,22
J09B;4;0,00;0,00;98,02;7,12;0,00;1,13;91,00;0,41;0,00;51,10;78,42;327,20
J09B;5;46,01;0,00;58,71;3,12;0,00;0,00;17,67;0,00;0,00;12,59;27,00;165,10
J09B;10;0,01;0,00;0,06;0,00;0,00;0,00;0,09;0,00;5,43;0,01;0,03;5,63
J09B;11;0,10;0,00;0,39;0,00;0,00;0,00;0,03;0,00;0,00;0,04;0,25;0,81
J09B;12;0,00;0,00;15,45;0,00;0,00;0,00;0,13;0,00;0,00;0,20;6,52;22,30
J09B;13;12,03;5,07;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,43;7,04;25,54
L20B;1;0,00;308,48;1,87;36,52;0,00;0,00;57,91;0,00;0,00;103,45;276,10;784,33
L20B;4;0,00;0,00;134,66;10,35;303,78;2,35;74,48;4,80;0,00;64,68;110,60;705,70
L20B;5;115,91;0,00;96,87;9,11;0,00;0,00;20,94;0,00;0,00;14,02;43,57;300,42
L20B;9;8,59;0,00;9,76;0,23;0,00;0,00;1,68;0,00;1,14;1,30;5,06;27,76
L20B;10;0,34;0,00;8,79;0,14;0,00;0,00;6,44;0,00;0,99;1,01;2,55;20,26
L20B;11;1,77;0,00;3,58;0,07;0,00;0,00;0,56;0,00;0,00;0,92;1,55;8,45
L20B;12;0,01;0,00;11,32;0,39;0,00;0,00;3,47;0,00;10,89;7,00;4,11;37,19
L20B;13;0,58;0,00;0,84;0,01;0,00;0,00;0,07;0,00;0,00;0,04;0,21;1,75
L20C;1;1,46;343,30;0,82;23,96;4,94;0,00;30,64;0,08;0,00;90,88;294,96;791,04
L20C;2;1,28;1,86;0,00;0,21;0,00;0,00;0,16;0,00;0,00;0,21;0,72;4,44
L20C;4;0,95;0,00;127,14;6,69;0,67;2,89;65,38;15,24;0,00;70,64;88,87;378,47
L20C;5;110,46;0,00;86,68;7,30;0,15;0,00;17,72;0,03;0,00;15,07;35,37;272,78
L20C;9;5,60;0,00;8,09;0,22;0,05;0,00;1,93;0,05;2,35;1,73;4,56;24,58
L20C;10;0,40;0,00;10,33;0,22;0,33;0,00;5,89;0,67;6,38;0,83;3,26;28,31
L20C;11;2,01;0,00;3,28;0,10;0,00;0,00;0,66;0,00;0,00;1,47;1,50;9,02
L20C;12;0,00;0,00;2,10;0,04;0,00;0,00;0,36;0,00;0,32;0,72;0,66;4,20
L20C;13;2,16;0,62;1,92;0,05;0,00;0,00;0,40;0,00;0,00;0,20;1,08;6,43
L63F;1;1,87;359,18;1,21;24,62;0,00;0,00;31,23;0,00;0,00;112,14;337,42;867,67
L63F;4;0,00;0,00;0,29;0,05;0,00;0,00;0,29;0,00;0,00;0,48;0,40;1,51
L63F;9;6,85;0,00;11,90;0,40;0,00;0,00;2,88;0,00;1,54;2,46;6,98;33,01
L63F;10;0,47;0,00;18,43;1,66;0,00;0,00;11,86;0,00;11,14;1,54;6,14;51,24
L63F;11;3,91;0,00;8,45;0,28;0,00;0,00;2,28;0,00;0,81;4,63;3,80;24,16
L63F;12;0,00;0,00;0,46;0,00;0,00;0,00;0,03;0,00;0,00;0,06;0,19;0,74
L63F;13;21,95;0,96;18,90;0,64;0,00;0,00;3,49;0,00;0,00;2,66;9,42;58,02
L64B;1;0,00;300,38;0,77;19,27;0,03;0,00;25,78;0,00;0,00;86,60;257,74;690,57
L64B;4;0,99;0,00;71,90;4,21;0,00;4,97;39,73;9,07;0,00;46,59;60,98;238,44
L64B;5;61,76;0,00;45,95;3,73;0,00;0,00;9,61;0,00;0,00;6,94;19,53;147,52
L64B;9;5,89;0,00;13,52;0,19;0,14;0,00;1,96;0,19;1,15;4,32;6,38;33,74
L64B;10;0,77;0,00;14,58;0,84;0,00;0,00;8,88;0,00;5,68;1,20;4,80;36,75
L64B;11;1,78;0,00;3,64;0,10;0,00;0,00;0,84;0,00;0,00;1,68;1,65;9,69
L64B;12;0,00;0,00;0,57;0,01;0,00;0,00;0,11;0,00;0,00;0,22;0,16;1,07
L64B;13;10,24;0,01;11,05;0,37;0,00;0,00;1,79;0,00;0,00;1,44;4,93;29,83
L64D;1;1,25;214,38;0,82;15,18;0,00;0,00;18,22;0,00;2,30;77,57;222,48;552,20
L64D;4;0,00;0,00;1,32;0,02;0,00;0,00;0,65;0,00;0,00;0,63;1,27;3,89
L64D;5;1,47;0,00;1,09;0,07;0,00;0,00;0,24;0,00;0,00;0,17;0,48;3,52
L64D;9;10,40;0,00;21,79;0,51;0,00;0,00;3,74;0,00;11,09;6,54;11,10;65,17
L64D;10;0,68;0,00;16,79;0,67;0,00;0,00;10,90;0,00;4,34;1,77;5,49;40,64
L64D;11;1,97;0,00;2,80;0,08;0,00;0,00;0,63;0,00;0,00;1,32;1,42;8,22
L64D;12;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,06
L64D;13;36,00;4,37;30,87;1,24;0,00;0,00;5,53;0,00;0,00;4,15;16,81;98,97
M02B;1;0,00;473,76;1,29;36,99;0,25;0,00;52,86;0,00;0,00;125,67;399,10;1089,92
M02B;2;3,92;6,31;0,00;0,61;0,00;0,00;0,57;0,00;0,00;0,75;2,56;14,72
M02B;4;0,00;0,00;167,30;8,68;9,10;0,00;96,50;11,39;0,00;98,68;119,84;511,49
M02B;5;149,19;0,00;114,80;9,58;0,47;0,00;23,90;0,05;0,00;18,85;47,43;364,27
M02B;8;0,12;0,00;0,23;0,01;0,00;0,00;0,14;0,15;0,00;0,11;0,12;0,88
M02B;9;2,97;0,00;3,23;0,01;0,00;0,00;0,21;0,00;0,00;0,58;1,37;8,37
M02B;10;0,91;0,00;17,28;0,41;2,74;0,00;11,18;1,64;5,75;1,46;5,31;46,68
M02B;11;3,02;0,00;2,66;0,05;0,00;0,00;0,24;0,00;0,08;0,70;1,44;8,19
M02B;12;0,02;0,00;2,30;0,03;0,00;0,00;0,26;0,00;0,00;0,55;0,73;3,89
M02B;13;1,32;0,67;1,04;0,06;0,00;0,00;0,21;0,00;0,00;0,13;0,71;4,14
M04D;1;0,00;271,56;2,70;20,29;0,07;0,00;27,38;0,00;0,00;83,54;270,42;675,96
M04D;4;0,00;0,00;133,41;8,64;0,01;0,00;74,77;8,96;0,00;61,70;100,09;387,58
M04D;5;120,76;0,00;88,51;8,84;0,31;0,00;20,10;0,05;0,00;12,25;39,56;290,38
M04D;9;2,52;0,00;2,61;0,01;0,00;0,00;0,09;0,00;0,00;0,75;1,27;7,25
M04D;10;0,16;0,00;4,65;0,02;0,00;0,00;3,19;0,65;0,63;0,39;1,35;11,04
M04D;11;1,42;0,00;1,10;0,00;0,00;0,00;0,02;0,00;0,00;0,15;0,54;3,23
M04D;12;0,00;0,00;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,11
M04D;13;0,79;0,17;0,58;0,01;0,00;0,00;0,09;0,00;0,00;0,06;0,45;2,15
N06Z;1;0,00;491,25;8,59;45,58;0,00;0,00;41,10;0,00;1,80;133,43;503,73;1225,48
N06Z;4;0,00;0,00;186,44;8,10;0,10;43,24;87,15;15,95;0,00;75,84;138,15;554,97
N06Z;5;183,07;0,00;131,27;13,57;0,37;0,00;24,71;1,12;0,00;18,00;61,58;433,69
N06Z;9;0,97;0,00;1,39;0,01;0,00;0,00;0,07;0,00;0,50;0,30;0,61;3,85
N06Z;10;0,34;0,00;7,34;0,09;0,00;0,00;5,28;0,00;8,77;0,65;2,80;25,27
N06Z;11;3,11;0,00;1,52;0,08;0,00;0,00;0,42;0,00;0,00;0,41;1,48;7,02
N06Z;12;0,03;0,00;6,44;0,01;0,00;0,00;0,14;0,00;0,00;0,23;3,95;10,80
N06Z;13;6,71;0,28;2,49;0,16;0,00;0,00;0,60;0,00;0,00;0,39;2,02;12,65
N07Z;1;0,00;409,54;6,34;25,93;0,48;0,00;28,98;0,00;0,34;104,99;433,44;1010,04
N07Z;4;0,00;0,00;178,13;7,23;0,37;0,00;85,96;34,57;0,00;80,25;140,18;526,69
N07Z;5;168,06;0,00;126,68;13,35;0,56;0,00;27,69;0,63;0,00;23,68;58,91;419,56
N07Z;9;0,04;0,00;1,85;0,00;0,00;0,00;0,17;0,00;0,03;0,17;0,74;3,00
N07Z;10;0,53;0,00;7,83;0,06;0,00;0,00;5,28;0,08;11,70;0,69;2,87;29,04
N07Z;11;1,11;0,00;0,37;0,01;0,00;0,00;0,08;0,00;0,00;0,18;0,38;2,13
N07Z;12;0,42;0,00;8,45;0,01;0,00;0,00;0,14;0,00;0,00;0,42;4,39;13,83
N07Z;13;4,30;0,49;2,40;0,11;0,00;0,00;0,33;0,00;0,00;0,40;2,04;10,07
N14Z;1;0,00;571,24;8,56;38,71;0,00;0,00;40,35;0,00;2,33;128,95;572,23;1362,37
N14Z;2;0,97;1,46;0,05;0,19;0,00;0,00;0,24;0,00;0,00;0,22;0,72;3,85
N14Z;4;0,00;0,00;276,06;7,39;0,32;30,09;115,73;20,82;0,00;101,65;192,00;744,06
N14Z;5;208,43;0,00;162,31;19,46;0,26;0,00;31,91;0,32;0,00;36,14;78,88;537,71
N14Z;9;0,50;0,00;0,83;0,00;0,00;0,00;0,12;0,00;0,40;0,27;0,38;2,50
N14Z;10;0,45;0,00;11,10;0,16;2,09;0,00;8,11;0,00;11,45;1,06;4,29;38,71
N14Z;11;5,32;0,00;1,83;0,06;0,00;0,00;0,43;0,00;0,00;0,85;2,15;10,64
N14Z;12;0,12;0,00;11,39;0,01;0,00;0,00;0,22;0,00;0,00;0,61;6,85;19,20
N14Z;13;5,84;0,64;2,29;0,12;0,00;0,00;0,54;0,00;0,00;0,54;2,37;12,34
N21A;1;0,00;520,91;17,12;31,46;1,81;0,00;37,40;0,00;0,59;140,77;546,93;1296,99
N21A;2;1,44;3,44;0,00;0,45;0,00;0,00;0,45;0,00;0,00;0,41;1,73;7,92
N21A;4;0,00;0,00;251,83;6,91;0,84;0,94;104,82;25,87;0,00;96,06;184,78;672,05
N21A;5;219,78;0,00;164,87;15,77;0,47;0,00;32,60;0,23;0,00;29,53;80,36;543,61
N21A;9;0,40;0,00;2,50;0,01;0,00;0,00;0,24;0,00;0,00;0,32;1,08;4,55
N21A;10;0,34;0,00;11,83;0,12;1,06;0,00;8,74;0,00;6,01;1,02;5,04;34,16
N21A;11;2,78;0,00;1,09;0,05;0,00;0,00;0,27;0,00;0,00;0,26;0,81;5,26
N21A;12;0,89;0,00;9,90;0,01;0,00;0,00;0,15;0,00;0,00;0,22;3,75;14,92
N21A;13;3,63;0,17;3,46;0,10;0,00;0,00;0,62;0,00;0,00;0,58;2,35;10,91
O01E;1;0,00;449,68;23,81;10,68;0,38;0,00;35,72;0,00;0,00;143,21;476,64;1140,12
O01E;2;1,80;1,77;2,32;0,39;0,00;0,00;0,47;0,06;0,00;0,97;2,98;10,76
O01E;4;0,00;0,00;135,64;4,21;0,41;0,00;55,29;31,73;0,00;56,26;80,89;364,43
O01E;5;137,00;0,00;119,94;7,93;0,00;0,00;16,61;0,00;0,00;11,27;53,40;346,15
O01E;6;0,00;0,00;411,10;14,23;0,00;0,00;43,61;0,00;0,00;23,31;60,63;552,88
O01E;9;0,00;0,00;8,52;0,00;0,00;0,00;0,75;0,00;0,00;0,60;3,39;13,26
O01E;10;2,18;0,00;17,21;0,04;0,56;0,00;9,27;0,00;0,10;1,44;4,94;35,74
O01E;11;0,22;0,00;0,01;0,00;0,00;0,00;0,03;0,00;0,00;0,03;0,03;0,32
O01E;12;1,77;0,00;13,44;0,02;0,00;0,00;0,25;0,00;0,00;0,29;3,44;19,21
O01E;13;13,19;0,00;16,59;0,35;0,00;0,00;2,58;0,00;0,00;2,02;9,32;44,05
O01F;1;0,00;462,39;33,32;15,01;0,92;0,00;42,67;0,00;0,00;128,43;489,59;1172,33
O01F;2;0,49;0,89;0,31;0,12;0,00;0,00;0,18;0,00;0,00;0,27;0,93;3,19
O01F;4;0,00;0,00;122,35;3,21;0,16;0,03;43,85;36,80;0,00;52,07;77,39;335,86
O01F;5;97,16;0,00;104,62;6,30;0,00;0,00;14,38;0,00;0,00;9,21;41,47;273,14
O01F;6;0,00;0,00;328,43;14,66;0,00;0,00;36,38;0,00;0,00;20,34;51,54;451,35
O01F;9;0,00;0,00;4,81;0,00;0,00;0,00;0,42;0,00;0,00;0,34;1,92;7,49
O01F;10;1,38;0,00;10,32;0,04;0,50;0,00;5,79;0,00;0,28;0,93;2,99;22,23
O01F;11;0,27;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,03;0,04;0,39
O01F;12;0,91;0,00;9,53;0,01;0,00;0,00;0,13;0,00;0,00;0,21;2,61;13,40
O01F;13;13,97;0,00;16,52;0,44;0,00;0,00;3,22;0,00;0,00;2,50;10,93;47,58
O01G;1;0,00;438,81;28,15;11,80;1,05;0,00;35,35;0,00;0,00;129,42;462,98;1107,56
O01G;2;0,25;0,00;0,54;0,06;0,00;0,00;0,05;0,00;0,00;0,19;0,49;1,58
O01G;4;0,00;0,00;140,95;3,75;0,32;0,19;51,26;30,73;0,00;54,79;84,87;366,86
O01G;5;114,05;0,00;105,64;7,12;0,00;0,00;15,31;0,00;0,00;10,47;46,17;298,76
O01G;6;0,00;0,00;184,71;11,97;0,00;0,00;36,21;0,00;0,00;20,46;53,95;307,30
O01G;9;0,00;0,00;6,10;0,00;0,00;0,00;0,53;0,00;0,00;0,43;2,43;9,49
O01G;10;1,27;0,00;11,50;0,04;0,00;0,00;7,12;0,00;0,08;1,07;3,60;24,68
O01G;11;0,52;0,00;0,22;0,01;0,00;0,00;0,05;0,00;0,75;0,02;0,14;1,71
O01G;12;1,16;0,00;10,31;0,01;0,00;0,00;0,16;0,00;0,00;0,21;2,83;14,68
O01G;13;10,95;0,00;13,08;0,35;0,00;0,00;2,58;0,00;0,00;2,01;8,74;37,71
O01H;1;0,00;434,91;11,88;13,38;3,34;0,00;23,61;0,00;0,00;125,30;406,39;1018,81
O01H;2;0,12;0,17;0,00;0,01;0,00;0,00;0,03;0,00;0,00;0,04;0,12;0,49
O01H;4;0,00;0,00;149,75;3,33;0,25;0,05;44,42;30,13;0,00;54,32;84,15;366,40
O01H;5;138,38;0,00;91,46;7,79;0,00;0,00;15,69;0,00;0,00;10,42;42,93;306,67
O01H;6;0,00;0,00;177,09;10,28;0,00;0,00;27,37;0,00;0,00;13,96;56,41;285,11
O01H;9;0,01;0,00;6,91;0,00;0,00;0,00;0,60;0,00;0,62;0,49;2,75;11,38
O01H;10;0,63;0,00;8,08;0,05;0,00;0,00;5,32;0,00;0,17;0,80;2,54;17,59
O01H;11;0,15;0,00;0,05;0,00;0,00;0,00;0,01;0,00;0,00;0,04;0,06;0,31
O01H;12;1,03;0,00;7,20;0,01;0,00;0,00;0,14;0,00;0,00;0,15;1,98;10,51
O01H;13;2,49;0,00;3,06;0,13;0,00;0,00;0,49;0,00;0,00;0,34;1,81;8,32
O60C;1;0,00;289,33;24,48;6,96;0,21;0,00;28,64;0,00;0,00;112,93;377,19;839,74
O60C;4;0,00;0,00;0,69;0,06;0,00;0,00;1,22;0,00;0,00;0,98;0,88;3,83
O60C;5;5,13;0,00;3,38;0,25;0,00;0,00;0,42;0,00;0,00;0,29;1,48;10,95
O60C;6;0,00;0,00;391,32;15,24;0,00;0,00;41,29;0,00;0,00;34,96;59,41;542,22
O60C;9;0,00;0,00;1,23;0,00;0,00;0,00;0,11;0,00;0,22;0,09;0,49;2,14
O60C;10;1,24;0,00;8,78;0,05;0,00;0,00;4,18;0,00;0,14;0,68;2,30;17,37
O60C;11;0,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,09;0,22
O60C;12;0,62;0,00;7,16;0,01;0,00;0,00;0,13;0,00;0,00;0,14;1,81;9,87
O60C;13;14,68;0,00;16,97;0,48;0,00;0,00;3,53;0,00;0,00;2,74;11,78;50,18
O60D;1;0,00;270,80;20,00;7,42;1,25;0,00;24,19;0,00;0,03;99,48;343,47;766,64
O60D;4;0,00;0,00;0,01;0,00;0,00;0,00;0,02;0,00;0,00;0,01;0,01;0,05
O60D;5;0,40;0,00;0,30;0,02;0,00;0,00;0,04;0,00;0,00;0,03;0,13;0,92
O60D;6;0,00;0,00;343,93;14,19;0,00;0,00;34,93;0,00;0,00;24,91;47,11;465,07
O60D;9;0,00;0,00;0,54;0,00;0,00;0,00;0,05;0,00;0,00;0,04;0,22;0,85
O60D;10;0,82;0,00;6,31;0,05;0,07;0,00;3,23;0,00;0,20;0,50;1,64;12,82
O60D;11;0,05;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,01;0,12
O60D;12;0,68;0,00;6,26;0,01;0,00;0,00;0,10;0,00;0,00;0,13;1,68;8,86
O60D;13;13,46;0,00;15,22;0,40;0,00;0,00;2,90;0,00;0,00;2,23;9,88;44,09
O65B;1;0,00;239,11;15,08;19,75;0,08;0,00;24,16;0,00;0,00;79,31;368,36;745,85
O65B;6;0,00;0,00;19,04;1,06;0,00;0,00;2,07;0,00;0,00;3,56;13,74;39,47
O65B;9;0,01;0,00;0,09;0,00;0,00;0,00;0,01;0,00;0,01;0,02;0,04;0,18
O65B;10;0,61;0,00;6,91;0,03;0,30;0,00;4,09;0,00;12,05;0,57;2,42;26,98
O65B;11;0,82;0,00;0,55;0,07;0,00;0,00;0,14;0,00;0,00;0,25;0,36;2,19
O65B;12;0,00;0,00;0,70;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,23;0,94
O65B;13;6,77;0,00;9,13;0,21;0,00;0,00;1,15;0,00;0,00;0,71;3,83;21,80
P67C;1;0,00;402,24;5,48;7,32;0,00;0,00;27,29;0,00;1,89;116,52;376,31;937,05
P67C;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,20
P67C;10;1,82;0,00;11,79;0,05;0,00;0,00;5,03;0,00;1,94;0,91;3,05;24,59
P67C;11;0,44;0,00;0,06;0,01;0,00;0,00;0,09;0,00;0,37;0,08;0,08;1,13
P67C;12;0,13;0,00;1,43;0,00;0,00;0,00;0,02;0,00;0,00;0,03;0,39;2,00
P67C;13;0,00;0,00;0,37;0,00;0,00;0,00;0,02;0,00;0,00;0,09;0,07;0,55
P67E;1;0,03;263,57;8,72;7,23;0,22;0,00;18,40;0,00;2,34;71,79;274,42;646,72
P67E;10;0,19;0,00;1,70;0,02;0,00;0,00;1,01;0,00;0,74;0,16;0,51;4,33
P67E;11;2,49;0,00;0,37;0,09;0,00;0,00;0,66;0,00;0,01;0,54;0,56;4,72
P67E;12;0,00;0,00;1,94;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,60;2,58
P67E;13;0,00;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,07
