IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
C03B;H35.3;212;0,2684
C03B;H35.8;164;0,2076
C03B;H33.0;118;0,1494
C03B;H33.5;80;0,1013
C03B;H25.8;69;0,0873
C03B;H43.1;50;0,0633
C03B;H33.2;16;0,0203
C03B;H35.2;11;0,0139
C03B;H27.0;10;0,0127
C03B;H43.2;10;0,0127
C03B;H35.6;8;0,0101
C03B;H27.1;5;0,0063
C03B;H33.3;5;0,0063
C03B;H33.4;5;0,0063
C03C;H35.3;214;0,4563
C03C;H35.8;72;0,1535
C03C;H43.1;33;0,0704
C03C;H43.3;22;0,0469
C03C;H33.0;20;0,0426
C03C;H35.6;17;0,0362
C03C;H27.1;13;0,0277
C03C;H33.2;12;0,0256
C03C;H43.2;10;0,0213
C03C;T85.2;10;0,0213
C03C;H33.5;7;0,0149
C03C;H27.0;6;0,0128
C03C;H35.2;5;0,0107
C03C;H44.1;4;0,0085
C04B;H18.5;62;0,7126
C04B;H18.1;8;0,092
C04B;H18.8;8;0,092
C04B;H18.6;5;0,0575
C06Z;H40.1;324;0,8975
C06Z;H40.4;9;0,0249
C06Z;H40.8;7;0,0194
C06Z;H25.8;6;0,0166
C06Z;H20.1;5;0,0139
C07B;H40.1;57;0,75
C07B;H40.2;6;0,0789
C07B;H40.5;4;0,0526
C08B;H25.8;334;0,5521
C08B;H25.1;147;0,243
C08B;H26.8;99;0,1636
C08B;H26.2;8;0,0132
C08B;H25.2;5;0,0083
C20B;H11.0;45;0,3261
C20B;H27.1;18;0,1304
C20B;H25.8;14;0,1014
C20B;H27.0;9;0,0652
C20B;T85.2;9;0,0652
C20B;H02.0;5;0,0362
C20B;C44.1;4;0,029
C20B;H16.0;4;0,029
C20B;H25.1;4;0,029
D06B;H66.1;18;0,1698
D06B;H71;16;0,1509
D06B;J32.4;16;0,1509
D06B;H70.1;9;0,0849
D06B;K10.28;6;0,0566
D06B;K12.28;6;0,0566
D06B;H90.1;4;0,0377
D06B;J32.0;4;0,0377
D06B;K12.21;4;0,0377
D06C;J32.4;1304;0,6048
D06C;J34.2;397;0,1841
D06C;J32.0;162;0,0751
D06C;J34.3;52;0,0241
D06C;J32.2;45;0,0209
D06C;H71;23;0,0107
D06C;H66.1;17;0,0079
D06C;J33.8;14;0,0065
D06C;J31.0;12;0,0056
D06C;H66.2;11;0,0051
D06C;J32.8;11;0,0051
D06C;J34.1;10;0,0046
D06C;K11.5;10;0,0046
D06C;J32.9;8;0,0037
D06C;K11.2;7;0,0032
D06C;D11.7;5;0,0023
D06C;H81.0;5;0,0023
D06C;J32.3;5;0,0023
D06C;J01.9;4;0,0019
D06C;J35.0;4;0,0019
D12B;J35.0;85;0,269
D12B;J34.2;60;0,1899
D12B;Q18.0;20;0,0633
