IN_DRG;IN_CodeF;IN_Anzahl;IN_Prozent;IN_AnzahlN;IN_ProzentN
C03B;I10.90;330;0,4177;330;0,0857
C03B;Z96.1;280;0,3544;280;0,0727
C03B;Z98.8;236;0,2987;236;0,0613
C03B;H52.4;201;0,2544;201;0,0522
C03B;H25.8;171;0,2165;172;0,0447
C03B;H35.3;160;0,2025;160;0,0415
C03B;Z92.2;123;0,1557;123;0,0319
C03B;H52.2;114;0,1443;114;0,0296
C03B;E11.90;96;0,1215;96;0,0249
C03B;H52.0;75;0,0949;75;0,0195
C03B;H25.1;73;0,0924;73;0,019
C03B;H54.4;67;0,0848;67;0,0174
C03B;H54.5;62;0,0785;62;0,0161
C03B;Z88.9;60;0,0759;60;0,0156
C03B;H52.1;53;0,0671;53;0,0138
C03B;H36.0;49;0,062;49;0,0127
C03B;Z92.1;48;0,0608;48;0,0125
C03B;H43.2;44;0,0557;44;0,0114
C03B;E03.9;42;0,0532;42;0,0109
C03B;H26.4;40;0,0506;40;0,0104
C03B;E11.30;35;0,0443;38;0,0099
C03B;H40.0;35;0,0443;35;0,0091
C03B;Z48.8;35;0,0443;35;0,0091
C03B;H04.1;34;0,043;34;0,0088
C03B;H40.1;33;0,0418;33;0,0086
C03B;I10.00;33;0,0418;33;0,0086
C03B;Z86.7;33;0,0418;33;0,0086
C03B;H47.2;30;0,038;30;0,0078
C03B;I49.9;28;0,0354;28;0,0073
C03B;H26.8;27;0,0342;27;0,007
C03B;H43.8;27;0,0342;27;0,007
C03B;H35.6;25;0,0316;25;0,0065
C03B;H18.5;23;0,0291;23;0,006
C03B;H11.3;22;0,0278;22;0,0057
C03B;I25.19;21;0,0266;21;0,0055
C03B;E66.90;20;0,0253;20;0,0052
C03B;E78.0;20;0,0253;20;0,0052
C03B;H35.0;20;0,0253;20;0,0052
C03B;H54.1;20;0,0253;20;0,0052
C03B;H43.1;19;0,0241;19;0,0049
C03B;H33.3;18;0,0228;18;0,0047
C03B;H35.8;18;0,0228;18;0,0047
C03B;Q14.2;17;0,0215;17;0,0044
C03B;Z60;17;0,0215;17;0,0044
C03B;E78.2;16;0,0203;16;0,0042
C03B;H35.2;16;0,0203;16;0,0042
C03B;Z95.0;16;0,0203;16;0,0042
C03B;E10.30;15;0,019;16;0,0042
C03B;E03.8;15;0,019;15;0,0039
C03B;H17.9;15;0,019;15;0,0039
C03B;H54.2;15;0,019;15;0,0039
C03B;H27.8;14;0,0177;14;0,0036
C03B;H35.4;14;0,0177;14;0,0036
C03B;I25.29;14;0,0177;14;0,0036
C03B;H44.4;13;0,0165;13;0,0034
C03B;M10.99;13;0,0165;13;0,0034
C03B;Z88.8;13;0,0165;13;0,0034
C03B;H11.9;12;0,0152;12;0,0031
C03B;H31.0;12;0,0152;12;0,0031
C03B;H33.0;12;0,0152;12;0,0031
C03B;H44.2;12;0,0152;12;0,0031
C03B;J42;12;0,0152;12;0,0031
C03B;Z95.5;12;0,0152;12;0,0031
C03B;H02.3;11;0,0139;11;0,0029
C03B;H11.4;11;0,0139;11;0,0029
C03B;H57.1;11;0,0139;11;0,0029
C03B;J44.89;11;0,0139;11;0,0029
C03B;H54.0;10;0,0127;10;0,0026
C03B;I48.0;9;0,0114;9;0,0023
C03B;Z95.1;9;0,0114;9;0,0023
C03B;G47.31;8;0,0101;8;0,0021
C03B;H18.3;8;0,0101;8;0,0021
C03B;I48.9;8;0,0101;8;0,0021
C03B;R54;8;0,0101;8;0,0021
C03B;T81.8;8;0,0101;8;0,0021
C03B;E10.90;7;0,0089;7;0,0018
C03B;E78.5;7;0,0089;7;0,0018
C03B;H18.2;7;0,0089;7;0,0018
C03B;H21.2;7;0,0089;7;0,0018
C03B;H43.3;7;0,0089;7;0,0018
C03B;J45.8;7;0,0089;7;0,0018
C03B;J45.9;7;0,0089;7;0,0018
C03B;S05.0;7;0,0089;7;0,0018
C03B;T78.4;7;0,0089;7;0,0018
C03B;Z74.1;7;0,0089;7;0,0018
C03B;Z88.0;7;0,0089;7;0,0018
C03B;E11.91;6;0,0076;6;0,0016
C03B;I50.19;6;0,0076;6;0,0016
C03B;R32;6;0,0076;6;0,0016
C03B;Z85.3;6;0,0076;6;0,0016
C03B;G25.81;5;0,0063;5;0,0013
C03B;H02.4;5;0,0063;5;0,0013
C03B;H18.4;5;0,0063;5;0,0013
C03B;H21.5;5;0,0063;5;0,0013
C03B;H33.4;5;0,0063;5;0,0013
C03B;H33.5;5;0,0063;5;0,0013
C03B;M06.90;5;0,0063;5;0,0013
C03B;M79.09;5;0,0063;5;0,0013
C03B;M81.99;5;0,0063;5;0,0013
C03B;S00.1;5;0,0063;5;0,0013
C03B;E05.9;4;0,0051;4;0,001
C03B;E66.92;4;0,0051;4;0,001
C03B;F01.8;4;0,0051;4;0,001
C03B;F03;4;0,0051;4;0,001
C03B;F32.9;4;0,0051;4;0,001
C03B;G20.90;4;0,0051;4;0,001
C03B;G40.9;4;0,0051;4;0,001
C03B;H34.8;4;0,0051;4;0,001
C03B;H53.0;4;0,0051;4;0,001
C03B;H53.4;4;0,0051;4;0,001
C03B;I25.10;4;0,0051;4;0,001
C03B;I25.13;4;0,0051;4;0,001
C03B;J44.99;4;0,0051;4;0,001
C03B;R25.1;4;0,0051;4;0,001
C03B;Z88.1;4;0,0051;4;0,001
C03B;Z88.6;4;0,0051;4;0,001
C03B;Z99.8;4;0,0051;4;0,001
C03C;Z96.1;180;0,3838;180;0,1135
C03C;I10.90;141;0,3006;141;0,0889
C03C;Z92.2;81;0,1727;81;0,0511
C03C;Z98.8;72;0,1535;73;0,046
C03C;E11.90;65;0,1386;65;0,041
C03C;I10.00;41;0,0874;41;0,0259
C03C;E03.9;38;0,081;38;0,024
C03C;H40.1;34;0,0725;34;0,0214
C03C;H52.4;31;0,0661;31;0,0195
C03C;H35.3;30;0,064;30;0,0189
C03C;H25.8;29;0,0618;29;0,0183
C03C;H25.1;27;0,0576;27;0,017
C03C;H40.0;24;0,0512;24;0,0151
