IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
B42A;13;25,98;12,18;21,23;1,21;6,80;0,00;2,39;0,32;0,00;5,97;16,83;92,91
B42B;1;1076,21;2902,12;187,68;164,63;31,15;0,00;218,02;17,18;6,51;458,64;2062,53;7124,67
B42B;2;150,64;348,17;5,71;16,83;9,46;0,00;34,31;9,21;59,13;80,46;195,15;909,07
B42B;4;0,35;0,00;0,30;0,01;0,00;0,00;0,20;0,03;0,00;0,27;0,29;1,45
B42B;5;0,42;0,00;0,39;0,01;0,00;0,00;0,04;0,00;0,00;0,03;0,09;0,98
B42B;8;10,13;0,00;8,08;1,01;0,00;0,00;4,59;0,12;0,00;3,47;6,97;34,37
B42B;9;43,75;0,00;45,93;0,64;0,09;0,00;3,93;3,44;39,74;22,44;27,48;187,44
B42B;10;8,77;0,00;35,30;0,97;3,93;0,00;23,28;0,03;60,40;3,28;15,65;151,61
B42B;11;82,25;0,46;97,43;4,08;0,00;0,00;6,26;0,00;1,72;15,29;43,51;251,00
B42B;12;2,28;9,68;1092,01;0,24;0,00;0,00;9,36;0,00;170,13;27,22;328,25;1639,17
B42B;13;12,98;4,79;24,09;1,71;0,03;0,00;1,12;0,05;0,00;3,15;11,98;59,90
B44A;1;1007,33;1965,24;102,20;114,45;22,80;0,00;144,88;10,60;22,35;403,64;1319,22;5112,71
B44A;2;695,78;1085,59;37,12;88,68;50,07;0,00;84,18;0,22;2,64;187,83;528,31;2760,42
B44A;4;1,25;0,00;0,87;0,04;0,00;0,09;0,43;0,13;0,00;0,40;0,73;3,94
B44A;5;1,00;0,00;0,69;0,06;0,00;0,00;0,18;0,00;0,01;0,17;0,29;2,40
B44A;7;3,03;0,00;1,91;0,07;0,00;0,00;0,55;0,12;0,06;0,48;1,40;7,62
B44A;8;13,59;0,00;18,74;0,57;0,00;0,01;7,77;3,14;0,05;6,68;10,86;61,41
B44A;9;148,96;0,00;144,84;1,38;0,51;1,60;23,89;10,77;44,59;55,40;98,37;530,31
B44A;10;6,30;0,00;68,15;6,62;5,01;0,00;62,51;0,00;52,37;9,33;34,63;244,92
B44A;11;94,16;2,88;107,79;1,97;0,00;0,00;11,78;0,01;0,38;13,91;50,55;283,43
B44A;12;17,06;0,00;717,94;1,06;0,00;0,00;4,18;0,00;254,06;19,33;166,26;1179,89
B44A;13;51,44;17,45;29,35;1,56;0,59;0,00;5,58;0,01;0,00;7,28;29,15;142,41
B44B;1;964,12;1704,38;88,23;86,03;7,14;0,00;93,20;8,69;21,19;441,54;1329,78;4744,30
B44B;2;577,46;816,66;29,44;68,98;22,80;0,00;76,34;0,11;11,35;165,53;427,45;2196,12
B44B;4;0,10;0,00;0,30;0,00;0,00;0,00;0,03;0,00;0,00;0,02;0,02;0,47
B44B;5;0,36;0,00;0,17;0,01;0,00;0,00;0,03;0,00;0,00;0,05;0,07;0,69
B44B;7;2,27;0,00;2,05;0,08;0,00;0,11;0,67;0,76;0,04;0,55;1,56;8,09
B44B;8;9,77;0,00;9,39;0,39;0,00;0,00;4,60;0,60;0,03;4,85;6,46;36,09
B44B;9;117,13;0,00;111,03;1,06;0,51;0,09;18,69;11,88;148,79;44,85;67,60;521,63
B44B;10;8,24;0,00;62,58;3,31;2,12;0,00;54,50;0,00;40,77;7,40;25,67;204,59
B44B;11;108,80;1,64;113,17;2,64;0,00;0,00;9,78;0,25;0,83;14,02;49,81;300,94
B44B;12;14,67;0,18;550,79;1,02;0,00;0,00;5,87;0,00;234,93;17,36;137,43;962,25
B44B;13;54,78;18,97;32,91;1,55;0,01;0,00;5,50;0,02;0,00;9,33;31,17;154,24
B44C;1;826,09;1818,57;73,23;102,04;3,97;0,00;116,69;11,82;14,26;333,53;1328,06;4628,26
B44C;2;42,75;61,67;1,49;5,41;1,04;0,00;7,86;0,18;1,37;12,50;32,78;167,05
B44C;4;1,30;0,00;1,13;0,04;0,00;0,52;0,70;0,61;0,29;0,73;0,83;6,15
B44C;5;1,19;0,00;0,81;0,05;0,00;0,00;0,19;0,03;0,00;0,15;0,33;2,75
B44C;7;0,61;0,00;0,35;0,01;0,00;0,00;0,12;0,12;0,14;0,13;0,28;1,76
B44C;8;8,95;0,00;8,39;0,27;0,03;0,02;3,80;0,73;0,00;3,68;6,23;32,10
B44C;9;42,34;0,00;54,17;0,45;0,09;0,02;7,93;2,07;47,18;17,92;34,90;207,07
B44C;10;4,86;0,00;32,11;2,45;5,75;0,00;25,39;1,25;44,91;4,59;13,91;135,22
B44C;11;54,89;0,62;41,81;0,60;0,00;0,00;4,54;0,07;1,88;7,37;26,02;137,80
B44C;12;5,51;1,60;521,99;0,26;0,00;0,00;8,89;0,00;108,66;20,10;161,70;828,71
B44C;13;20,75;4,01;20,67;0,59;0,16;0,00;2,85;0,00;0,13;3,18;12,30;64,64
B44D;1;743,18;1453,25;64,91;79,43;1,61;0,00;91,43;3,65;12,21;311,87;1263,80;4025,34
B44D;2;14,23;18,43;0,50;1,48;0,25;0,00;2,00;0,01;0,32;3,70;10,75;51,67
B44D;4;0,85;0,00;0,67;0,03;0,01;0,04;0,48;0,14;0,00;0,43;0,47;3,12
B44D;5;0,73;0,00;0,40;0,03;0,00;0,00;0,10;0,02;0,00;0,08;0,20;1,56
B44D;7;0,45;0,00;0,24;0,01;0,00;0,00;0,07;0,02;0,13;0,11;0,21;1,24
B44D;8;7,59;0,00;6,72;0,22;0,00;0,04;2,89;0,40;0,00;2,91;4,83;25,60
B44D;9;35,14;0,00;42,53;0,38;0,02;0,00;6,65;1,63;31,76;16,59;29,37;164,07
B44D;10;4,03;0,00;25,45;2,07;3,95;0,00;20,62;0,76;38,24;3,41;10,54;109,07
B44D;11;54,21;1,65;43,78;0,53;0,00;0,00;5,00;0,07;1,25;7,49;28,65;142,63
B44D;12;4,25;1,82;467,98;0,30;0,00;0,00;6,59;0,00;130,79;19,05;143,40;774,18
B44D;13;20,65;2,82;19,09;0,50;0,11;0,00;2,30;0,00;0,00;2,93;10,39;58,79
B45Z;1;294,21;717,97;27,25;46,64;6,60;0,00;44,09;2,00;13,67;158,62;390,90;1701,95
B45Z;2;3038,89;5427,70;155,85;480,99;165,22;0,00;803,37;21,98;28,01;1147,70;2679,68;13949,39
B45Z;4;19,10;0,00;19,22;0,88;3,05;0,00;9,86;5,98;0,00;11,81;15,89;85,79
B45Z;5;45,31;0,00;30,48;2,18;0,04;0,00;9,07;0,45;0,00;6,71;12,30;106,54
B45Z;7;2,21;0,00;2,89;0,07;0,01;0,00;0,79;5,66;1,11;1,48;1,97;16,19
B45Z;8;27,00;0,00;36,69;1,54;0,48;0,63;17,82;8,33;0,00;19,05;25,71;137,25
B45Z;9;252,69;0,00;209,69;2,10;0,16;1,47;39,16;47,48;21,43;106,57;137,91;818,66
B45Z;10;45,95;0,00;208,43;5,21;136,26;0,00;183,70;0,37;109,77;36,62;93,31;819,62
B45Z;11;116,15;0,79;108,04;0,79;0,00;0,00;10,92;0,01;14,13;18,05;47,32;316,20
B45Z;12;27,22;1,06;499,79;1,00;0,00;0,00;3,24;0,00;88,22;21,75;117,50;759,78
B45Z;13;71,58;12,83;50,94;3,68;0,13;0,00;8,30;0,11;0,00;14,87;40,77;203,21
B47A;1;840,93;1111,69;83,05;67,81;3,10;0,00;68,28;2,37;22,76;373,51;1264,96;3838,46
B47A;2;2,20;3,62;0,08;0,41;0,00;0,00;0,62;0,00;0,00;0,89;1,72;9,54
B47A;4;0,46;0,00;0,38;0,01;0,00;0,00;0,33;0,04;0,66;0,44;0,65;2,97
B47A;5;2,65;0,00;1,32;0,15;0,00;0,00;0,73;0,00;0,00;0,50;0,86;6,21
B47A;8;0,31;0,00;0,39;0,00;0,00;0,00;0,21;0,02;0,00;0,15;0,24;1,32
B47A;9;14,03;0,00;15,26;0,15;0,00;0,00;4,32;0,10;23,86;7,53;11,23;76,48
B47A;10;0,87;0,00;11,39;1,78;0,00;0,00;8,83;0,27;29,92;1,60;5,96;60,62
B47A;11;22,49;10,35;41,90;0,12;0,00;0,00;2,75;0,00;3,43;3,86;22,39;107,29
B47A;12;80,36;0,70;505,13;2,13;0,00;0,00;17,18;0,00;87,99;26,92;157,49;877,90
B47A;13;3,85;0,03;3,86;0,07;0,00;0,00;0,32;0,00;0,00;1,20;2,49;11,82
B47B;1;582,04;726,51;88,79;55,73;2,58;0,00;53,54;0,64;23,64;233,96;825,02;2592,45
B47B;2;0,50;0,44;0,01;0,12;0,00;0,00;0,15;0,00;0,00;0,09;0,24;1,55
B47B;4;0,31;0,00;0,20;0,01;0,00;0,00;0,20;0,03;1,25;0,26;0,32;2,58
B47B;5;0,88;0,00;0,47;0,04;0,00;0,00;0,20;0,02;0,30;0,16;0,35;2,42
B47B;8;0,74;0,00;1,04;0,03;0,00;0,00;0,31;0,07;0,00;0,58;0,64;3,41
B47B;9;16,32;0,00;17,06;0,29;0,23;0,00;2,37;0,72;42,80;12,11;13,11;105,01
B47B;10;2,03;0,00;11,99;0,24;0,24;0,00;11,70;0,00;22,38;1,95;4,81;55,34
B47B;11;32,90;1,17;42,76;0,22;0,00;0,00;3,86;0,00;2,35;6,78;20,00;110,04
B47B;12;59,17;1,08;394,84;1,01;0,00;0,00;8,74;0,00;38,23;22,37;150,95;676,39
B47B;13;7,12;0,84;8,35;0,23;0,00;0,00;0,72;0,00;0,00;1,10;4,60;22,96
B48Z;1;718,45;1458,34;8,08;76,64;93,35;0,00;52,34;15,13;8,42;344,67;1739,34;4514,76
B48Z;2;0,14;0,12;0,01;0,02;0,00;0,00;0,02;0,22;0,00;0,02;0,09;0,64
B48Z;7;1,00;0,00;0,31;0,00;0,00;0,00;0,01;0,00;0,03;0,07;0,41;1,83
B48Z;8;0,17;0,00;0,17;0,02;0,00;0,00;0,09;0,00;0,01;0,02;0,14;0,62
B48Z;9;3,60;0,00;4,63;0,02;0,00;0,00;0,52;0,00;40,83;2,06;4,05;55,71
B48Z;10;0,01;0,00;0,05;0,00;0,00;0,00;0,04;0,00;43,27;0,01;0,02;43,40
B48Z;11;19,22;17,90;64,07;0,14;0,00;0,00;5,81;15,38;3,04;6,15;33,07;164,78
B48Z;12;5,37;0,81;788,21;0,01;0,00;0,00;3,52;18,07;0,40;25,70;257,94;1100,03
B48Z;13;0,20;0,01;0,04;0,00;0,00;0,00;0,01;0,00;0,00;0,02;0,07;0,35
B60A;1;355,10;606,49;37,20;42,53;11,48;0,00;43,20;8,71;8,34;180,54;514,94;1808,53
B60A;2;41,57;59,85;0,56;6,95;0,11;0,00;7,09;0,14;0,10;11,52;36,28;164,17
B60A;4;1,58;0,00;1,48;0,04;0,01;0,62;0,87;0,12;0,00;0,98;1,32;7,02
B60A;5;1,89;0,00;1,15;0,11;0,00;0,00;0,34;0,00;0,00;0,24;0,51;4,24
B60A;7;0,28;0,00;0,11;0,00;0,00;0,00;0,03;0,79;0,00;0,02;0,12;1,35
B60A;8;2,82;0,00;2,34;0,07;0,00;0,00;1,04;0,05;0,00;1,27;1,52;9,11
B60A;9;85,36;0,00;79,70;1,00;0,03;0,00;12,16;8,85;62,65;42,85;53,02;345,62
B60A;10;8,71;0,00;40,50;0,77;0,45;0,00;35,65;0,00;48,82;5,93;17,47;158,30
B60A;11;69,03;0,55;68,31;1,10;0,00;0,00;6,78;1,76;4,60;11,85;32,92;196,90
B60A;12;5,03;0,32;103,33;0,16;0,00;0,00;1,87;0,12;6,33;3,66;31,51;152,33
B60A;13;18,45;5,51;14,08;0,81;0,02;0,00;2,28;0,03;0,01;3,42;11,86;56,47
B60B;1;63,70;153,66;4,45;9,10;28,82;0,00;9,24;1,00;1,36;44,89;111,23;427,45
B60B;2;5,42;6,87;0,83;0,70;0,00;0,00;1,07;0,00;3,78;2,02;5,64;26,33
B60B;4;1,98;0,00;2,22;0,07;0,00;0,00;1,21;0,00;0,00;1,30;1,91;8,69
B60B;5;5,88;0,00;3,99;0,40;0,00;0,00;1,33;0,00;0,00;0,78;1,79;14,17
B60B;8;0,86;0,00;1,40;0,03;0,00;0,00;0,37;0,47;0,00;1,32;1,13;5,58
B60B;9;31,05;0,00;31,01;0,47;0,40;0,00;6,15;5,83;19,08;12,00;19,48;125,47
B60B;10;2,85;0,00;13,22;0,23;0,00;0,00;11,73;0,59;10,42;1,31;5,67;46,02
B60B;11;36,76;0,05;100,35;4,11;0,00;0,00;3,18;0,05;0,00;5,62;30,91;181,03
B60B;12;0,45;0,12;3,12;0,01;0,00;0,00;0,06;0,00;0,79;0,25;3,13;7,93
B60B;13;13,44;5,93;9,49;0,55;0,04;0,00;1,75;0,00;0,00;3,23;10,10;44,53
B61A;1;307,01;835,43;33,37;44,98;24,28;0,00;52,74;32,83;9,92;160,67;488,42;1989,65
B61A;2;642,56;1231,68;28,82;108,90;51,01;0,00;246,90;8,80;20,18;220,71;526,37;3085,93
B61A;4;819,42;0,00;721,24;33,29;46,81;966,62;377,67;183,21;0,40;408,79;532,02;4089,47
B61A;5;619,75;0,00;386,83;32,40;11,94;0,00;136,79;0,31;0,36;89,78;149,31;1427,47
B61A;7;0,79;0,00;1,31;0,01;0,00;0,00;0,24;1,09;0,00;0,67;0,77;4,88
B61A;8;1,84;0,00;1,76;0,05;0,01;0,00;0,53;0,28;0,00;0,90;1,24;6,61
B61A;9;189,31;0,00;163,59;2,24;0,24;0,30;32,95;3,56;38,07;87,11;110,76;628,13
B61A;10;42,54;0,00;109,20;2,31;123,14;0,00;79,05;0,00;102,16;17,73;51,84;527,97
B61A;11;18,78;0,08;23,69;0,32;0,00;0,00;5,07;0,00;11,76;3,00;9,69;72,39
B61A;12;5,24;4,45;125,09;0,22;0,00;0,00;1,35;0,00;26,80;6,30;36,17;205,62
B61A;13;56,60;7,72;42,26;1,93;11,70;0,00;8,03;0,11;0,02;10,41;32,04;170,82
B63Z;1;325,79;519,74;26,83;38,18;1,03;0,00;37,48;3,42;8,41;156,98;457,05;1574,91
B63Z;2;24,54;38,33;1,67;2,89;0,27;0,00;3,28;0,12;0,82;7,19;19,93;99,04
B63Z;4;0,18;0,00;0,16;0,01;0,00;0,00;0,07;0,02;0,00;0,08;0,10;0,62
B63Z;5;0,32;0,00;0,21;0,01;0,00;0,00;0,06;0,00;0,00;0,04;0,07;0,71
B63Z;7;0,46;0,00;0,30;0,01;0,00;0,00;0,11;0,15;0,30;0,09;0,25;1,67
B63Z;8;3,56;0,00;3,33;0,13;0,00;0,00;1,64;0,34;0,00;1,55;2,35;12,90
B63Z;9;55,08;0,00;56,61;0,70;0,72;0,02;10,12;3,50;54,22;24,69;36,80;242,46
B63Z;10;5,58;0,00;31,88;1,07;0,85;0,00;27,79;0,48;41,98;4,04;13,32;126,99
B63Z;11;57,91;2,01;54,49;0,58;0,00;0,00;4,24;0,12;0,80;8,70;25,81;154,66
B63Z;12;3,45;0,76;57,72;0,12;0,00;0,00;0,69;0,03;9,77;2,41;16,94;91,89
B63Z;13;25,98;6,85;23,20;0,92;0,02;0,00;3,28;0,05;0,02;4,37;15,36;80,05
B64Z;1;327,23;583,35;25,99;42,02;1,05;0,00;42,73;5,29;7,89;153,38;469,45;1658,38
B64Z;2;61,11;102,69;3,89;8,81;1,52;0,00;10,80;0,66;1,73;20,06;51,69;262,96
B64Z;4;0,18;0,00;0,23;0,01;0,00;0,00;0,13;0,01;0,00;0,15;0,21;0,92
B64Z;5;0,33;0,00;0,20;0,02;0,00;0,00;0,06;0,00;0,00;0,04;0,09;0,74
B64Z;7;0,79;0,00;0,43;0,02;0,00;0,00;0,11;0,17;0,08;0,19;0,35;2,14
B64Z;8;2,19;0,00;2,12;0,08;0,00;0,03;0,86;0,16;0,00;0,94;1,43;7,81
B64Z;9;49,89;0,00;52,29;0,55;0,53;0,00;8,59;3,37;49,32;21,06;33,31;218,91
B64Z;10;5,47;0,00;31,43;1,04;1,65;0,00;25,80;0,48;36,28;4,03;12,87;119,05
B64Z;11;50,07;1,95;42,90;0,51;0,00;0,00;3,63;0,13;0,81;7,35;23,06;130,41
B64Z;12;3,15;0,84;59,07;0,15;0,00;0,00;1,48;0,01;9,94;3,09;19,26;96,99
B64Z;13;31,89;10,31;26,17;1,22;0,02;0,00;4,00;0,05;0,33;5,36;19,15;98,50
B66A;1;1128,05;2811,02;126,77;444,58;41,64;0,00;348,70;12,74;0,51;621,44;1099,64;6635,09
B66A;2;291,57;563,56;27,34;68,59;31,03;0,00;109,68;19,99;0,16;69,11;257,48;1438,51
B66A;4;61,02;0,00;57,11;2,31;0,00;5,98;23,05;33,05;0,08;27,65;42,35;252,60
B66A;5;54,85;0,00;42,19;4,70;0,00;0,00;15,16;0,00;0,00;7,57;20,44;144,91
B66A;9;77,29;0,00;75,72;0,95;0,35;0,02;20,46;6,14;0,00;32,56;46,74;260,23
B66A;10;43,98;0,00;128,94;0,79;169,31;90,52;119,50;0,00;194,26;16,25;59,50;823,05
B66A;11;24,34;0,16;27,89;0,16;0,00;0,00;6,61;0,00;0,00;5,03;14,54;78,73
B66A;12;8,58;0,00;81,58;0,08;0,00;0,00;1,58;0,00;16,41;5,16;18,04;131,43
B66A;13;23,84;3,47;16,98;2,15;0,09;0,00;3,79;0,12;0,00;8,37;17,80;76,61
B66B;1;626,07;1342,87;68,94;151,01;19,62;0,00;113,45;4,67;10,13;306,51;850,96;3494,23
B66B;2;126,81;185,72;7,16;16,05;0,70;0,00;26,55;0,21;0,42;34,42;96,24;494,28
B66B;4;2,80;0,00;3,16;0,10;0,01;0,65;2,48;0,66;0,00;1,78;2,87;14,51
B66B;5;2,42;0,00;1,12;0,13;0,00;0,00;0,33;0,00;0,00;0,30;0,55;4,85
B66B;7;0,11;0,00;0,22;0,01;0,00;0,00;0,06;0,00;0,00;0,07;0,12;0,59
B66B;8;7,79;0,00;7,49;0,24;0,00;0,00;3,11;0,86;0,00;2,85;4,72;27,06
B66B;9;128,54;0,00;113,54;1,50;0,55;0,49;19,79;6,79;35,79;57,34;73,22;437,55
B66B;10;17,90;0,00;64,31;1,33;19,29;0,00;51,71;0,21;37,87;10,42;28,13;231,17
B66B;11;39,69;1,02;34,15;0,40;0,32;0,00;2,94;0,00;0,96;4,46;14,48;98,42
B66B;12;10,39;4,55;88,20;0,19;0,00;0,00;2,58;0,00;20,85;4,90;27,08;158,74
B66B;13;48,04;10,10;36,64;1,87;0,04;0,00;6,19;0,06;0,00;9,15;26,03;138,12
B66C;1;318,33;598,01;76,27;116,32;46,21;0,00;74,97;1,51;0,75;165,12;296,78;1694,27
B66C;2;78,41;173,78;31,02;25,61;11,58;0,00;18,50;1,96;3,22;38,60;123,46;506,14
B66C;4;9,98;0,00;9,57;0,54;0,01;2,09;3,43;2,88;0,00;5,79;7,55;41,84
B66C;5;20,71;0,00;14,13;1,45;0,05;0,00;4,78;0,01;0,64;2,67;6,26;50,70
B66C;8;0,17;0,00;0,23;0,01;0,00;0,00;0,06;0,00;0,00;0,07;0,12;0,66
B66C;9;32,36;0,00;24,30;0,32;0,05;0,00;5,61;1,96;0,00;16,62;15,68;96,90
B66C;10;9,61;0,00;27,60;0,28;10,62;0,00;19,65;0,27;20,68;5,07;12,73;106,51
B66C;11;13,52;0,30;25,06;0,18;0,00;0,00;0,69;0,07;0,00;3,44;9,34;52,60
B66C;12;2,60;0,02;28,73;0,00;0,00;0,00;0,05;0,00;1,05;1,64;5,87;39,96
B66C;13;15,66;2,19;6,09;0,11;0,03;0,00;0,73;0,02;0,00;4,08;7,31;36,22
B66D;1;312,08;519,11;38,00;46,06;12,60;0,00;41,78;3,11;7,10;157,54;427,97;1565,35
B66D;2;35,32;58,82;2,89;5,53;1,38;0,00;6,63;0,09;0,51;12,06;31,86;155,09
B66D;4;1,91;0,00;1,83;0,07;0,00;0,18;0,83;0,32;0,03;0,94;1,36;7,47
B66D;5;2,21;0,00;1,49;0,14;0,00;0,00;0,49;0,01;0,00;0,28;0,64;5,26
B66D;7;0,19;0,00;0,09;0,00;0,00;0,00;0,04;0,02;0,11;0,03;0,10;0,58
B66D;8;2,87;0,00;3,14;0,10;0,00;0,03;1,20;0,35;0,34;1,34;1,82;11,19
B66D;9;97,99;0,00;87,92;1,13;1,10;0,09;16,75;11,61;60,44;47,99;57,64;382,66
B66D;10;9,44;0,00;29,25;0,74;3,21;0,00;24,39;0,24;22,11;5,50;13,70;108,58
B66D;11;26,69;0,62;26,55;0,28;0,00;0,00;2,20;0,08;0,58;4,71;11,46;73,17
B66D;12;7,15;1,33;41,46;0,12;0,00;0,00;0,51;0,04;8,10;2,70;11,97;73,38
B66D;13;30,28;7,88;25,11;1,28;0,17;0,00;3,49;0,09;0,04;6,12;17,74;92,20
B67A;1;581,93;1323,97;73,90;107,12;17,57;0,00;63,28;4,42;10,11;304,58;1028,00;3514,88
B67A;2;29,13;47,46;1,11;4,48;0,42;0,00;6,37;0,11;0,03;10,38;26,09;125,58
B67A;4;0,36;0,00;0,69;0,02;0,01;0,00;0,27;0,07;0,00;0,34;0,41;2,17
B67A;5;0,53;0,00;0,27;0,02;0,00;0,00;0,07;0,00;0,00;0,06;0,12;1,07
B67A;7;0,66;0,00;0,29;0,00;0,00;0,00;0,09;0,32;0,01;0,06;0,33;1,76
B67A;8;5,76;0,00;6,56;0,22;0,00;0,00;2,68;2,67;0,01;3,30;4,62;25,82
B67A;9;25,78;0,00;26,73;0,34;0,06;0,01;3,82;2,13;66,25;11,04;16,92;153,08
B67A;10;3,65;0,00;20,38;0,88;2,03;0,00;17,79;0,18;50,97;2,76;8,73;107,37
B67A;11;34,75;0,39;57,53;0,25;0,00;0,00;4,84;1,60;7,23;12,51;37,11;156,21
B67A;12;4,84;1,53;252,13;0,15;0,00;0,00;4,92;0,00;27,99;14,96;80,81;387,33
B67A;13;29,20;4,61;20,75;0,64;0,01;0,00;2,85;0,02;0,04;5,93;18,57;82,62
B67B;1;447,86;760,84;51,78;60,96;3,55;0,00;48,62;2,68;6,24;232,13;697,70;2312,36
B67B;2;8,89;15,71;0,39;1,48;0,02;0,00;1,65;0,01;0,32;3,01;7,65;39,13
B67B;4;0,12;0,00;0,15;0,00;0,00;0,00;0,07;0,01;0,02;0,08;0,09;0,54
B67B;5;0,39;0,00;0,25;0,02;0,00;0,00;0,06;0,00;0,00;0,05;0,09;0,86
B67B;7;0,57;0,00;0,31;0,01;0,00;0,01;0,10;0,23;0,13;0,12;0,29;1,77
B67B;8;3,49;0,00;3,53;0,11;0,00;0,02;1,16;0,57;0,00;1,50;2,53;12,91
B67B;9;34,51;0,00;34,48;0,49;2,39;0,01;6,86;4,00;46,05;16,28;22,26;167,33
B67B;10;3,50;0,00;20,52;0,57;0,24;0,00;17,97;0,29;26,55;2,77;8,18;80,59
B67B;11;49,66;1,53;63,44;0,41;0,00;0,00;4,62;0,69;2,73;10,01;33,84;166,93
B67B;12;3,97;0,39;143,35;0,27;0,00;0,00;2,58;0,01;21,99;7,34;42,65;222,55
B67B;13;22,36;4,25;16,76;0,57;0,01;0,00;2,32;0,05;0,04;4,42;13,55;64,33
B68A;1;662,62;1350,24;48,44;102,58;21,77;0,00;98,14;24,71;13,97;316,88;1013,15;3652,50
B68A;2;139,77;219,74;6,43;24,14;0,63;0,00;26,75;0,85;0,45;43,21;124,03;586,00
B68A;4;1,91;0,00;2,54;0,06;0,01;1,31;0,97;0,25;0,00;1,36;1,45;9,86
B68A;5;3,33;0,00;2,35;0,17;0,00;0,00;0,70;0,00;0,05;0,34;0,84;7,78
B68A;7;4,12;0,00;1,27;0,01;0,00;0,00;0,05;0,00;0,15;0,30;1,68;7,58
B68A;8;14,05;0,00;14,44;0,83;0,01;0,00;5,77;3,43;0,34;4,71;10,63;54,21
B68A;9;75,79;0,00;75,01;0,89;0,01;0,01;13,27;8,33;20,57;29,83;49,44;273,15
B68A;10;13,66;0,00;54,55;1,85;4,38;0,00;45,92;0,00;86,26;10,26;21,58;238,46
B68A;11;40,07;2,93;59,08;1,40;0,00;0,00;8,57;0,82;4,36;7,60;25,14;149,97
B68A;12;6,37;0,92;257,88;0,30;0,00;0,00;4,20;0,37;18,43;10,41;85,52;384,40
B68A;13;24,57;6,85;18,22;0,78;0,08;0,00;3,00;0,10;0,00;5,10;14,21;72,91
B68B;1;378,27;670,54;34,44;34,78;17,03;0,00;55,34;8,34;5,95;173,59;423,28;1801,56
B68B;2;15,97;38,31;0,74;2,26;0,00;0,00;7,53;0,21;0,00;6,01;24,92;95,95
B68B;4;1,51;0,00;1,87;0,03;0,00;0,00;3,07;0,00;0,00;1,07;1,45;9,00
B68B;5;17,06;0,00;8,86;0,96;0,00;0,00;2,53;0,00;3,21;1,96;3,91;38,49
B68B;7;0,28;0,00;0,09;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,11;0,51
B68B;8;0,57;0,00;1,08;0,02;0,00;0,00;0,33;0,00;0,00;0,20;0,89;3,09
B68B;9;165,67;0,00;124,15;1,07;0,22;0,01;17,09;7,10;20,08;68,93;80,40;484,72
B68B;10;21,65;0,00;60,88;0,54;0,00;0,00;49,34;0,00;61,41;12,93;27,83;234,58
B68B;11;74,91;5,43;106,12;0,78;0,00;0,00;5,19;0,00;2,64;12,46;48,06;255,59
B68B;12;3,67;0,07;57,18;0,01;0,00;0,00;0,14;0,00;0,00;2,46;16,15;79,68
B68B;13;23,48;2,08;16,36;0,24;0,06;0,00;1,32;0,08;0,00;3,71;9,89;57,22
B68C;1;358,93;444,25;35,06;36,52;8,81;0,00;32,46;6,79;8,88;176,00;479,64;1587,34
B68C;2;12,43;23,06;1,10;1,68;0,00;0,00;2,04;0,00;0,00;4,27;14,31;58,89
B68C;5;0,92;0,00;0,53;0,06;0,00;0,00;0,16;0,00;0,00;0,09;0,19;1,95
B68C;7;0,35;0,00;0,14;0,00;0,00;0,00;0,01;0,00;0,01;0,04;0,15;0,70
B68C;8;1,26;0,00;1,67;0,04;0,00;0,00;0,45;0,61;0,00;0,88;0,98;5,89
B68C;9;99,69;0,00;90,26;1,06;0,07;0,01;17,57;17,51;78,26;47,88;60,00;412,31
B68C;10;15,53;0,00;59,31;0,84;0,32;0,00;55,98;0,14;68,04;8,62;23,63;232,41
B68C;11;96,21;2,87;95,86;0,76;0,00;0,00;6,54;0,01;2,13;13,85;42,16;260,39
B68C;12;2,84;0,03;49,22;0,04;0,00;0,00;0,76;0,00;9,46;2,26;14,19;78,80
B68C;13;19,93;6,95;13,61;0,73;0,02;0,00;1,95;0,02;0,00;4,09;11,96;59,26
B68D;1;323,91;467,20;22,70;33,12;26,99;0,00;29,28;8,81;6,21;159,05;531,48;1608,75
B68D;2;4,21;6,95;0,23;0,65;0,45;0,00;0,66;0,00;0,15;1,40;3,87;18,57
B68D;4;0,08;0,00;0,08;0,00;0,00;0,03;0,06;0,01;0,00;0,05;0,05;0,36
B68D;5;0,07;0,00;0,04;0,01;0,00;0,00;0,03;0,00;0,00;0,01;0,02;0,18
B68D;7;1,03;0,00;0,37;0,00;0,00;0,00;0,03;0,04;0,08;0,11;0,44;2,10
B68D;8;0,87;0,00;0,96;0,04;0,00;0,00;0,44;0,08;0,01;0,36;0,69;3,45
B68D;9;47,63;0,00;43,79;0,53;0,14;0,00;7,86;3,77;49,45;20,56;27,53;201,26
B68D;10;5,12;0,00;22,10;0,59;4,43;0,00;20,66;0,15;31,90;3,71;8,87;97,53
B68D;11;43,22;1,99;48,73;0,54;0,00;0,00;3,80;0,62;3,19;6,84;20,50;129,43
B68D;12;2,14;0,57;113,18;0,08;0,00;0,00;1,99;0,50;4,22;5,96;31,02;159,66
B68D;13;14,31;4,73;10,31;0,65;0,02;0,00;1,48;0,03;0,02;2,75;8,30;42,60
