IN_DRG;IN_CodeF;IN_Anzahl;IN_Prozent;IN_AnzahlN;IN_ProzentN
802A;N18.5;4;0,80;4;0,2857
863Z;P94.8;4;0,0755;4;0,0833
961Z;Z94.0;60;0,0461;60;0,0365
961Z;Z94.4;46;0,0354;46;0,028
961Z;N18.5;41;0,0315;41;0,025
961Z;P07.3;33;0,0254;33;0,0201
961Z;R26.8;31;0,0238;32;0,0195
961Z;I10.00;28;0,0215;29;0,0177
961Z;Z94.81;28;0,0215;28;0,017
961Z;I10.90;27;0,0208;27;0,0164
961Z;A63.0;26;0,02;27;0,0164
961Z;N48.8;21;0,0161;26;0,0158
961Z;I69.4;20;0,0154;20;0,0122
961Z;R47.0;18;0,0138;18;0,011
961Z;Z85.3;16;0,0123;16;0,0097
961Z;Z94.80;16;0,0123;16;0,0097
961Z;G81.1;13;0,01;13;0,0079
961Z;U51.02;12;0,0092;12;0,0073
961Z;Z99.4;12;0,0092;12;0,0073
961Z;F83;11;0,0085;11;0,0067
961Z;R47.1;11;0,0085;11;0,0067
961Z;E53.8;9;0,0069;9;0,0055
961Z;U50.20;9;0,0069;9;0,0055
961Z;Z11;9;0,0069;9;0,0055
961Z;U50.30;8;0,0061;9;0,0055
961Z;E11.90;8;0,0061;8;0,0049
961Z;G81.0;8;0,0061;8;0,0049
961Z;Q02;8;0,0061;8;0,0049
961Z;U50.10;8;0,0061;8;0,0049
961Z;Z49.1;8;0,0061;8;0,0049
961Z;Z92.2;8;0,0061;8;0,0049
961Z;Z93.1;8;0,0061;8;0,0049
961Z;I42.0;7;0,0054;7;0,0043
961Z;I48.0;7;0,0054;7;0,0043
961Z;I50.11;7;0,0054;7;0,0043
961Z;U51.12;7;0,0054;7;0,0043
961Z;Z45.02;7;0,0054;7;0,0043
961Z;Z92.1;7;0,0054;7;0,0043
961Z;Z95.80;7;0,0054;7;0,0043
961Z;C50.9;6;0,0046;6;0,0037
961Z;D50.8;6;0,0046;6;0,0037
961Z;E55.9;6;0,0046;6;0,0037
961Z;G40.2;6;0,0046;6;0,0037
961Z;R13.9;6;0,0046;6;0,0037
961Z;R18;6;0,0046;6;0,0037
961Z;R27.8;6;0,0046;6;0,0037
961Z;R42;6;0,0046;6;0,0037
961Z;R52.2;6;0,0046;6;0,0037
961Z;R53;6;0,0046;6;0,0037
961Z;R62.8;6;0,0046;6;0,0037
961Z;Z03.3;6;0,0046;6;0,0037
961Z;Z08.2;6;0,0046;6;0,0037
961Z;E10.90;5;0,0038;5;0,003
961Z;E14.90;5;0,0038;5;0,003
961Z;E78.5;5;0,0038;5;0,003
961Z;F98.2;5;0,0038;5;0,003
961Z;G40.1;5;0,0038;5;0,003
961Z;G40.9;5;0,0038;5;0,003
961Z;I50.13;5;0,0038;5;0,003
961Z;I69.1;5;0,0038;5;0,003
961Z;K62.8;5;0,0038;5;0,003
961Z;N18.4;5;0,0038;5;0,003
961Z;R15;5;0,0038;5;0,003
961Z;R29.6;5;0,0038;5;0,003
961Z;R32;5;0,0038;5;0,003
961Z;Z00.8;5;0,0038;5;0,003
961Z;Z08.0;5;0,0038;5;0,003
961Z;Z09.80;5;0,0038;5;0,003
961Z;Z98.8;5;0,0038;5;0,003
961Z;B18.2;4;0,0031;4;0,0024
961Z;C22.2;4;0,0031;4;0,0024
961Z;D22.9;4;0,0031;4;0,0024
961Z;D64.9;4;0,0031;4;0,0024
961Z;E03.8;4;0,0031;4;0,0024
961Z;E03.9;4;0,0031;4;0,0024
961Z;E34.3;4;0,0031;4;0,0024
961Z;E66.99;4;0,0031;4;0,0024
961Z;E78.0;4;0,0031;4;0,0024
961Z;F43.2;4;0,0031;4;0,0024
961Z;F82.9;4;0,0031;4;0,0024
961Z;G81.9;4;0,0031;4;0,0024
961Z;I25.13;4;0,0031;4;0,0024
961Z;I48.2;4;0,0031;4;0,0024
961Z;I69.3;4;0,0031;4;0,0024
961Z;K21.9;4;0,0031;4;0,0024
961Z;M53.86;4;0,0031;4;0,0024
961Z;Q21.1;4;0,0031;4;0,0024
961Z;Z01.5;4;0,0031;4;0,0024
961Z;Z08.7;4;0,0031;4;0,0024
961Z;Z53;4;0,0031;4;0,0024
961Z;Z87.8;4;0,0031;4;0,0024
961Z;Z90.4;4;0,0031;4;0,0024
961Z;Z92.3;4;0,0031;4;0,0024
961Z;Z92.6;4;0,0031;4;0,0024
961Z;Z94.1;4;0,0031;4;0,0024
961Z;Z95.81;4;0,0031;4;0,0024
961Z;Z96.2;4;0,0031;4;0,0024
961Z;Z96.64;4;0,0031;4;0,0024
A15D;C90.00;47;1,00;49;0,405
A15D;D69.58;37;0,7872;37;0,3058
A15D;D61.10;9;0,1915;9;0,0744
A15D;D70.10;8;0,1702;8;0,0661
A15D;D70.13;4;0,0851;4;0,0331
A15D;Z29.21;4;0,0851;4;0,0331
A36B;T86.02;6;0,375;8;0,092
A36B;Z94.81;6;0,375;6;0,069
A36B;L99.13;4;0,25;6;0,069
A42B;D61.10;4;1,00;4;0,16
A42B;D69.58;4;1,00;4;0,16
A42B;U69.12;4;1,00;4;0,16
A42B;Z45.20;4;1,00;4;0,16
A42C;C90.00;31;0,3039;31;0,2719
A42C;Z51.81;12;0,1176;12;0,1053
A42C;Z52.01;9;0,0882;9;0,0789
A42C;Z95.81;5;0,049;5;0,0439
A42C;D61.10;4;0,0392;4;0,0351
A60C;Z94.2;39;0,325;39;0,1749
A60C;J44.89;31;0,2583;31;0,139
A60C;Z51.81;28;0,2333;28;0,1256
A60C;D90;20;0,1667;20;0,0897
A60C;Z94.0;12;0,10;12;0,0538
A60C;Z94.1;12;0,10;12;0,0538
A60C;T86.2;7;0,0583;7;0,0314
A60C;Z45.20;7;0,0583;7;0,0314
A60C;Z94.3;6;0,05;6;0,0269
A60C;E84.80;5;0,0417;5;0,0224
A60C;I10.00;4;0,0333;4;0,0179
A60D;Z94.0;30;0,6818;30;0,2273
A60D;D90;22;0,50;22;0,1667
A60D;N18.4;22;0,50;22;0,1667
A60D;Z92.1;10;0,2273;10;0,0758
A60D;I15.00;9;0,2045;9;0,0682
A60D;Z92.2;7;0,1591;7;0,053
A60D;I12.00;5;0,1136;5;0,0379
A60D;I74.2;4;0,0909;4;0,0303
A60D;Z94.1;4;0,0909;4;0,0303
A61A;T86.02;6;0,40;7;0,20
A61A;Z94.81;4;0,2667;4;0,1143
A61B;Z94.81;25;0,7813;25;0,1196
A61B;D60.0;9;0,2813;9;0,0431
A61B;D61.3;9;0,2813;9;0,0431
A61B;E80.4;9;0,2813;9;0,0431
A61B;I10.90;9;0,2813;9;0,0431
A61B;N18.3;9;0,2813;9;0,0431
A61B;T86.9;9;0,2813;9;0,0431
A61B;Z95.81;8;0,25;8;0,0383
A61B;T86.02;6;0,1875;8;0,0383
A61B;K93.24;6;0,1875;6;0,0287
A61B;R63.3;5;0,1563;5;0,0239
A61B;Z94.80;5;0,1563;5;0,0239
A61B;D61.10;4;0,125;4;0,0191
A61B;D69.58;4;0,125;4;0,0191
A61B;D90;4;0,125;4;0,0191
A61B;E75.2;4;0,125;4;0,0191
A61B;L99.13;4;0,125;4;0,0191
A61C;Z94.81;358;0,6259;358;0,1887
A61C;Z51.81;154;0,2692;154;0,0812
A61C;L99.23;134;0,2343;135;0,0712
A61C;D90;90;0,1573;90;0,0474
A61C;C92.00;88;0,1538;89;0,0469
A61C;T86.06;84;0,1469;99;0,0522
A61C;L99.22;64;0,1119;64;0,0337
A61C;T86.07;53;0,0927;67;0,0353
A61C;H58.22;47;0,0822;47;0,0248
A61C;H58.23;45;0,0787;45;0,0237
A61C;L99.13;44;0,0769;44;0,0232
A61C;Z94.80;29;0,0507;29;0,0153
A61C;M36.52;28;0,049;28;0,0148
A61C;K93.32;27;0,0472;27;0,0142
A61C;L99.11;23;0,0402;23;0,0121
A61C;Z94.88;23;0,0402;23;0,0121
A61C;C91.00;22;0,0385;22;0,0116
A61C;Z94.4;22;0,0385;22;0,0116
A61C;K93.41;21;0,0367;21;0,0111
A61C;T86.05;20;0,035;23;0,0121
A61C;J99.23;20;0,035;20;0,0105
A61C;K93.33;20;0,035;20;0,0105
A61C;M36.53;18;0,0315;18;0,0095
A61C;L99.21;17;0,0297;19;0,01
A61C;J99.22;16;0,028;16;0,0084
A61C;Z45.20;16;0,028;16;0,0084
A61C;H58.21;15;0,0262;15;0,0079
A61C;I10.01;15;0,0262;15;0,0079
A61C;K77.23;14;0,0245;14;0,0074
A61C;D47.4;12;0,021;12;0,0063
A61C;K93.43;11;0,0192;11;0,0058
A61C;M36.51;11;0,0192;11;0,0058
A61C;Z95.81;11;0,0192;11;0,0058
A61C;C91.10;9;0,0157;9;0,0047
A61C;K77.22;9;0,0157;9;0,0047
A61C;K93.24;9;0,0157;9;0,0047
A61C;D46.9;8;0,014;8;0,0042
A61C;T86.01;8;0,014;8;0,0042
A61C;T86.9;8;0,014;8;0,0042
A61C;T86.02;7;0,0122;10;0,0053
A61C;C92.01;7;0,0122;7;0,0037
A61C;D61.0;7;0,0122;7;0,0037
A61C;K77.12;7;0,0122;7;0,0037
A61C;C83.0;6;0,0105;6;0,0032
A61C;C92.10;6;0,0105;6;0,0032
A61C;D46.2;6;0,0105;6;0,0032
A61C;L99.12;5;0,0087;6;0,0032
A61C;C83.3;5;0,0087;5;0,0026
A61C;C84.4;5;0,0087;5;0,0026
A61C;C92.50;5;0,0087;5;0,0026
A61C;C93.10;5;0,0087;5;0,0026
A61C;D61.10;5;0,0087;5;0,0026
A61C;K93.42;5;0,0087;5;0,0026
A61C;R63.3;5;0,0087;5;0,0026
A61C;D63.0;4;0,007;4;0,0021
A61C;D64.8;4;0,007;4;0,0021
A61C;D64.9;4;0,007;4;0,0021
A61C;D69.58;4;0,007;4;0,0021
A61C;J99.21;4;0,007;4;0,0021
A61C;Z85.6;4;0,007;4;0,0021
A61C;Z92.2;4;0,007;4;0,0021
A90A;I10.00;19142;0,5107;19534;0,046
A90A;U51.02;14881;0,397;14955;0,0352
A90A;U50.20;13804;0,3683;14120;0,0333
A90A;U50.10;10736;0,2865;10923;0,0257
A90A;R26.8;9889;0,2639;10073;0,0237
