IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
801B;8-930;5;0,4545;5;0,0495
801D;8-930;17;0,2267;17;0,0401
801D;8-132.3;13;0,1733;16;0,0377
801D;1-661;11;0,1467;18;0,0425
801D;5-601.0;11;0,1467;15;0,0354
801D;3-225;11;0,1467;12;0,0283
801D;9-984.7;10;0,1333;11;0,0259
801D;8-800.c0;9;0,12;9;0,0212
801D;3-200;8;0,1067;11;0,0259
801D;5-570.4;8;0,1067;10;0,0236
801D;5-572.1;6;0,08;6;0,0142
801D;9-984.8;6;0,08;6;0,0142
801D;1-632.0;5;0,0667;6;0,0142
801D;3-203;5;0,0667;5;0,0118
801D;3-226;5;0,0667;5;0,0118
801D;5-585.1;4;0,0533;5;0,0118
801D;3-222;4;0,0533;4;0,0094
801D;8-133.1;4;0,0533;4;0,0094
801D;8-831.0;4;0,0533;4;0,0094
801E;1-661;6;0,25;7;0,044
801E;1-275.0;6;0,25;6;0,0377
801E;8-83b.0c;6;0,25;6;0,0377
801E;8-930;6;0,25;6;0,0377
801E;3-200;5;0,2083;7;0,044
801E;5-585.1;5;0,2083;5;0,0314
801E;9-984.7;5;0,2083;5;0,0314
801E;8-132.3;4;0,1667;4;0,0252
801E;8-837.00;4;0,1667;4;0,0252
801E;9-984.8;4;0,1667;4;0,0252
802A;1-632.0;4;0,3077;4;0,05
802B;3-225;6;0,4615;6;0,0789
802B;5-573.40;5;0,3846;5;0,0658
802B;1-632.0;4;0,3077;4;0,0526
802B;1-661;4;0,3077;4;0,0526
A11E;8-831.0;12;1,00;17;0,07
A11E;8-701;10;0,8333;12;0,0494
A11E;3-200;8;0,6667;26;0,107
A11E;8-98f.21;7;0,5833;7;0,0288
A11E;8-706;6;0,50;7;0,0288
A11E;8-930;6;0,50;6;0,0247
A11E;3-990;5;0,4167;8;0,0329
A11E;1-620.01;4;0,3333;4;0,0165
A11E;8-931.0;4;0,3333;4;0,0165
A11F;8-831.0;8;0,8889;9;0,0763
A11F;8-701;7;0,7778;7;0,0593
A11F;8-930;5;0,5556;5;0,0424
A13E;8-701;13;0,8125;15;0,0607
A13E;8-831.0;11;0,6875;12;0,0486
A13E;8-930;11;0,6875;11;0,0445
A13E;3-200;8;0,50;10;0,0405
A13E;8-706;7;0,4375;7;0,0283
A13E;8-800.c0;6;0,375;6;0,0243
A13E;3-222;5;0,3125;5;0,0202
A13E;8-980.11;5;0,3125;5;0,0202
A13E;8-980.20;5;0,3125;5;0,0202
A13E;1-632.0;4;0,25;6;0,0243
A13E;8-148.0;4;0,25;6;0,0243
A13E;8-771;4;0,25;5;0,0202
A13E;3-052;4;0,25;4;0,0162
A13E;8-931.0;4;0,25;4;0,0162
A13F;8-831.0;8;1,00;8;0,0748
A13F;8-701;7;0,875;9;0,0841
A13F;8-930;6;0,75;6;0,0561
A13F;8-98f.11;6;0,75;6;0,0561
A13F;3-990;4;0,50;6;0,0561
A13F;8-706;4;0,50;5;0,0467
A13G;8-701;9;1,00;11;0,0965
A13G;8-831.0;9;1,00;10;0,0877
A13G;8-706;7;0,7778;7;0,0614
A13G;8-930;6;0,6667;6;0,0526
A13G;8-839.x;4;0,4444;4;0,0351
A13G;8-980.11;4;0,4444;4;0,0351
A13H;8-930;29;0,725;29;0,0892
A13H;8-831.0;28;0,70;29;0,0892
A13H;8-701;24;0,60;28;0,0862
A13H;3-200;14;0,35;18;0,0554
A13H;8-706;14;0,35;15;0,0462
A13H;8-980.11;12;0,30;12;0,0369
A13H;8-980.10;11;0,275;11;0,0338
A13H;8-771;9;0,225;9;0,0277
A13H;8-839.x;9;0,225;9;0,0277
A13H;8-98f.10;9;0,225;9;0,0277
A13H;3-222;8;0,20;8;0,0246
A13H;8-800.c0;8;0,20;8;0,0246
A13H;1-620.00;7;0,175;8;0,0246
A13H;8-931.0;5;0,125;5;0,0154
A13H;9-984.7;5;0,125;5;0,0154
A13H;1-275.0;4;0,10;4;0,0123
A13H;1-620.01;4;0,10;4;0,0123
A13H;3-202;4;0,10;4;0,0123
A13H;9-984.8;4;0,10;4;0,0123
A13H;9-984.9;4;0,10;4;0,0123
A42C;5-410.10;8;1,00;12;0,5217
A42C;8-831.0;5;0,625;5;0,2174
B02D;3-200;5;0,8333;7;0,1111
B02D;5-021.0;5;0,8333;5;0,0794
B02D;5-984;4;0,6667;4;0,0635
B02E;3-200;4;1,00;14;0,40
B04C;3-601;49;0,8909;49;0,1346
B04C;8-83b.9;44;0,80;44;0,1209
B04C;8-836.0k;43;0,7818;43;0,1181
B04C;8-840.0k;42;0,7636;42;0,1154
B04C;3-600;22;0,40;22;0,0604
B04C;8-930;16;0,2909;17;0,0467
B04C;3-602;15;0,2727;15;0,0412
B04C;8-83b.c5;14;0,2545;14;0,0385
B04C;3-607;12;0,2182;12;0,033
B04C;3-605;11;0,20;11;0,0302
B04C;8-83b.50;11;0,20;11;0,0302
B04C;8-83b.c6;10;0,1818;10;0,0275
B04C;8-83b.51;9;0,1636;9;0,0247
B04C;8-83b.72;7;0,1273;7;0,0192
B04C;8-840.0j;6;0,1091;6;0,0165
B04C;3-200;5;0,0909;6;0,0165
B04C;8-83b.ax;5;0,0909;5;0,0137
B04C;3-604;4;0,0727;4;0,011
B04C;8-840.0m;4;0,0727;4;0,011
B04D;5-381.02;266;0,9744;270;0,1226
B04D;5-381.01;247;0,9048;251;0,114
B04D;5-381.03;241;0,8828;241;0,1094
B04D;1-208.0;197;0,7216;197;0,0895
