nd_Pepp;nd_Code;nd_FaelleAnzahl;nd_FaelleAnteil;nd_NennungenAnzahl;nd_NennungenAnteil
P002Z;B85.0;4;0,0106;4;0,0037
P002Z;D50.8;4;0,0106;4;0,0037
P002Z;E41;4;0,0106;4;0,0037
P002Z;F15.2;4;0,0106;4;0,0037
P002Z;F20.0;4;0,0106;4;0,0037
P002Z;F50.0;4;0,0106;4;0,0037
P002Z;F50.1;4;0,0106;4;0,0037
P002Z;F61;4;0,0106;4;0,0037
P002Z;F84.0;4;0,0106;4;0,0037
P002Z;F91.3;4;0,0106;4;0,0037
P002Z;G40.3;4;0,0106;4;0,0037
P002Z;Z72.8;4;0,0106;4;0,0037
P002Z;Z73;4;0,0106;4;0,0037
P002Z;Z74.1;4;0,0106;4;0,0037
P003A;I10.00;22;0,1279;22;0,021
P003A;F60.31;18;0,1047;18;0,0172
P003A;E11.90;16;0,093;16;0,0153
P003A;K59.0;15;0,0872;15;0,0143
P003A;E86;14;0,0814;14;0,0134
P003A;E87.6;13;0,0756;13;0,0124
P003A;I10.90;13;0,0756;13;0,0124
P003A;R29.6;13;0,0756;13;0,0124
P003A;F10.2;12;0,0698;12;0,0115
P003A;N39.0;12;0,0698;14;0,0134
P003A;R15;12;0,0698;12;0,0115
P003A;R32;12;0,0698;12;0,0115
P003A;Z74.1;12;0,0698;12;0,0115
P003A;F43.1;11;0,064;11;0,0105
P003A;R45.8;11;0,064;11;0,0105
P003A;Z92.1;11;0,064;11;0,0105
P003A;N39.48;10;0,0581;10;0,0096
P003A;E03.9;8;0,0465;8;0,0076
P003A;G40.9;8;0,0465;8;0,0076
P003A;Z48.0;8;0,0465;8;0,0076
P003A;B96.2;7;0,0407;7;0,0067
P003A;D50.8;7;0,0407;7;0,0067
P003A;E03.8;7;0,0407;7;0,0067
P003A;F17.2;7;0,0407;7;0,0067
P003A;F12.2;6;0,0349;6;0,0057
P003A;F20.0;6;0,0349;6;0,0057
P003A;G25.88;6;0,0349;6;0,0057
P003A;R64;6;0,0349;6;0,0057
P003A;Y57.9;6;0,0349;6;0,0057
P003A;Z29.8;6;0,0349;6;0,0057
P003A;Z74.3;6;0,0349;6;0,0057
P003A;Z91.8;6;0,0349;6;0,0057
P003A;E78.5;5;0,0291;5;0,0048
P003A;E87.1;5;0,0291;5;0,0048
P003A;F13.2;5;0,0291;5;0,0048
P003A;F33.2;5;0,0291;5;0,0048
P003A;X84.9;5;0,0291;5;0,0048
P003A;D50.9;4;0,0233;4;0,0038
P003A;E53.8;4;0,0233;4;0,0038
P003A;E66.00;4;0,0233;4;0,0038
P003A;E79.0;4;0,0233;4;0,0038
P003A;F00.2;4;0,0233;4;0,0038
P003A;F11.2;4;0,0233;4;0,0038
P003A;F19.2;4;0,0233;5;0,0048
P003A;F43.2;4;0,0233;4;0,0038
P003A;F51.2;4;0,0233;4;0,0038
P003A;F70.1;4;0,0233;4;0,0038
P003A;G21.1;4;0,0233;4;0,0038
P003A;G31.0;4;0,0233;4;0,0038
P003A;G47.8;4;0,0233;4;0,0038
P003A;I69.3;4;0,0233;4;0,0038
P003A;K76.0;4;0,0233;4;0,0038
P003A;R45.6;4;0,0233;4;0,0038
P003A;R60.0;4;0,0233;4;0,0038
P003A;R63.3;4;0,0233;4;0,0038
P003A;S01.80;4;0,0233;4;0,0038
P003A;S51.80;4;0,0233;4;0,0038
P003A;Z11;4;0,0233;4;0,0038
P003A;Z92.2;4;0,0233;4;0,0038
P003A;Z93.1;4;0,0233;4;0,0038
P003B;I10.00;46;0,1479;46;0,029
P003B;E86;30;0,0965;30;0,0189
P003B;E87.6;22;0,0707;22;0,0139
P003B;K59.0;21;0,0675;21;0,0132
P003B;E11.90;20;0,0643;20;0,0126
P003B;F60.31;20;0,0643;20;0,0126
P003B;I10.90;18;0,0579;18;0,0114
P003B;N39.0;17;0,0547;17;0,0107
P003B;R32;17;0,0547;17;0,0107
P003B;F10.2;16;0,0514;16;0,0101
P003B;R15;16;0,0514;16;0,0101
P003B;R29.6;16;0,0514;16;0,0101
P003B;Z48.0;16;0,0514;17;0,0107
P003B;Z74.1;16;0,0514;16;0,0101
P003B;F43.1;15;0,0482;15;0,0095
P003B;E87.1;14;0,045;14;0,0088
P003B;E03.9;13;0,0418;13;0,0082
P003B;F17.2;13;0,0418;13;0,0082
P003B;R45.1;13;0,0418;13;0,0082
P003B;Z29.8;12;0,0386;12;0,0076
P003B;Z92.1;12;0,0386;12;0,0076
P003B;E53.8;11;0,0354;11;0,0069
P003B;N39.48;11;0,0354;11;0,0069
P003B;R64;11;0,0354;11;0,0069
P003B;Z91.8;11;0,0354;11;0,0069
P003B;F20.0;10;0,0322;10;0,0063
P003B;F00.2;9;0,0289;9;0,0057
P003B;F10.1;9;0,0289;9;0,0057
P003B;F13.2;9;0,0289;9;0,0057
P003B;G40.9;9;0,0289;9;0,0057
P003B;G47.8;9;0,0289;9;0,0057
P003B;E03.8;8;0,0257;8;0,005
P003B;G30.8;8;0,0257;8;0,005
P003B;R45.8;8;0,0257;8;0,005
P003B;R46.0;8;0,0257;8;0,005
P003B;R51;8;0,0257;8;0,005
P003B;Y57.9;8;0,0257;9;0,0057
P003B;B96.2;7;0,0225;7;0,0044
P003B;J18.9;7;0,0225;7;0,0044
P003B;R52.9;7;0,0225;7;0,0044
P003B;Z92.2;7;0,0225;7;0,0044
P003B;E11.91;6;0,0193;6;0,0038
P003B;F03;6;0,0193;6;0,0038
P003B;F10.0;6;0,0193;6;0,0038
P003B;F12.1;6;0,0193;6;0,0038
P003B;F19.2;6;0,0193;6;0,0038
P003B;F33.2;6;0,0193;6;0,0038
P003B;F70.1;6;0,0193;6;0,0038
P003B;F71.1;6;0,0193;6;0,0038
P003B;G47.0;6;0,0193;6;0,0038
P003B;N40;6;0,0193;6;0,0038
P003B;R11;6;0,0193;6;0,0038
P003B;R26.8;6;0,0193;6;0,0038
P003B;R60.0;6;0,0193;6;0,0038
P003B;U69.00;6;0,0193;6;0,0038
P003B;E78.0;5;0,0161;5;0,0032
P003B;F05.1;5;0,0161;5;0,0032
P003B;F33.3;5;0,0161;5;0,0032
P003B;F91.1;5;0,0161;5;0,0032
P003B;G25.88;5;0,0161;5;0,0032
P003B;L89.17;5;0,0161;5;0,0032
P003B;R05;5;0,0161;5;0,0032
P003B;R50.9;5;0,0161;5;0,0032
P003B;S51.9;5;0,0161;5;0,0032
P003B;X84.9;5;0,0161;5;0,0032
P003B;Z86.7;5;0,0161;5;0,0032
P003B;D50.9;4;0,0129;4;0,0025
P003B;D69.61;4;0,0129;4;0,0025
P003B;E55.9;4;0,0129;4;0,0025
P003B;E89.0;4;0,0129;4;0,0025
P003B;F06.3;4;0,0129;4;0,0025
P003B;F10.3;4;0,0129;4;0,0025
P003B;F10.6;4;0,0129;4;0,0025
P003B;F12.2;4;0,0129;4;0,0025
P003B;F15.1;4;0,0129;4;0,0025
P003B;F43.2;4;0,0129;4;0,0025
P003B;F51.2;4;0,0129;4;0,0025
P003B;G21.1;4;0,0129;4;0,0025
P003B;I48.0;4;0,0129;4;0,0025
P003B;I69.3;4;0,0129;4;0,0025
P003B;R33;4;0,0129;4;0,0025
P003B;T14.1;4;0,0129;4;0,0025
P003B;Z29.0;4;0,0129;4;0,0025
P003B;Z53;4;0,0129;4;0,0025
P003B;Z59;4;0,0129;4;0,0025
P003B;Z74.0;4;0,0129;4;0,0025
P003B;Z97.8;4;0,0129;4;0,0025
P003C;I10.00;43;0,1323;45;0,0271
P003C;F17.2;25;0,0769;25;0,015
P003C;E86;24;0,0738;24;0,0144
P003C;I10.90;23;0,0708;23;0,0138
P003C;E11.90;20;0,0615;21;0,0126
P003C;F10.2;20;0,0615;20;0,012
P003C;E87.6;19;0,0585;19;0,0114
P003C;F12.2;19;0,0585;20;0,012
P003C;E03.9;17;0,0523;18;0,0108
P003C;R29.6;17;0,0523;17;0,0102
P003C;R32;17;0,0523;17;0,0102
P003C;F60.31;16;0,0492;16;0,0096
P003C;K59.0;16;0,0492;16;0,0096
P003C;F43.1;15;0,0462;15;0,009
P003C;E53.8;14;0,0431;14;0,0084
P003C;F20.0;14;0,0431;14;0,0084
P003C;R45.1;14;0,0431;14;0,0084
P003C;R15;12;0,0369;12;0,0072
P003C;F12.1;11;0,0338;12;0,0072
P003C;F13.2;11;0,0338;11;0,0066
P003C;N39.0;10;0,0308;10;0,006
P003C;Z91.8;10;0,0308;10;0,006
P003C;Z92.2;10;0,0308;10;0,006
P003C;F00.2;9;0,0277;9;0,0054
P003C;G30.8;9;0,0277;9;0,0054
P003C;G47.8;9;0,0277;9;0,0054
P003C;J45.9;9;0,0277;9;0,0054
P003C;Z74.1;9;0,0277;9;0,0054
P003C;F06.3;8;0,0246;8;0,0048
P003C;F10.1;8;0,0246;8;0,0048
P003C;F15.1;8;0,0246;8;0,0048
P003C;J18.9;8;0,0246;8;0,0048
P003C;R45.8;8;0,0246;8;0,0048
P003C;Z48.0;8;0,0246;8;0,0048
P003C;E78.0;7;0,0215;7;0,0042
P003C;G25.88;7;0,0215;7;0,0042
P003C;G47.0;7;0,0215;7;0,0042
P003C;I48.0;7;0,0215;7;0,0042
P003C;K08.88;7;0,0215;7;0,0042
P003C;Z29.8;7;0,0215;7;0,0042
P003C;Z86.7;7;0,0215;7;0,0042
P003C;E03.8;6;0,0185;6;0,0036
P003C;E66.00;6;0,0185;6;0,0036
P003C;F10.0;6;0,0185;6;0,0036
P003C;F15.2;6;0,0185;7;0,0042
P003C;F19.2;6;0,0185;6;0,0036
P003C;F33.2;6;0,0185;6;0,0036
P003C;F70.1;6;0,0185;6;0,0036
P003C;F91.1;6;0,0185;6;0,0036
P003C;G21.1;6;0,0185;6;0,0036
P003C;N40;6;0,0185;6;0,0036
P003C;E78.5;5;0,0154;5;0,003
P003C;E87.1;5;0,0154;5;0,003
P003C;F00.1;5;0,0154;6;0,0036
P003C;F01.3;5;0,0154;5;0,003
P003C;F11.2;5;0,0154;5;0,003
P003C;F25.0;5;0,0154;5;0,003
P003C;F32.2;5;0,0154;5;0,003
P003C;G40.3;5;0,0154;5;0,003
P003C;I69.3;5;0,0154;5;0,003
P003C;R26.3;5;0,0154;6;0,0036
P003C;R26.8;5;0,0154;5;0,003
P003C;R46.0;5;0,0154;5;0,003
P003C;R47.0;5;0,0154;5;0,003
P003C;R51;5;0,0154;5;0,003
P003C;S51.9;5;0,0154;5;0,003
P003C;U69.34;5;0,0154;5;0,003
P003C;X84.9;5;0,0154;5;0,003
P003C;Z92.1;5;0,0154;5;0,003
P003C;A04.7;4;0,0123;4;0,0024
P003C;B18.2;4;0,0123;4;0,0024
P003C;D64.9;4;0,0123;4;0,0024
P003C;E05.9;4;0,0123;4;0,0024
P003C;E55.9;4;0,0123;4;0,0024
P003C;E79.0;4;0,0123;4;0,0024
P003C;F03;4;0,0123;4;0,0024
P003C;F05.1;4;0,0123;4;0,0024
P003C;F10.3;4;0,0123;4;0,0024
P003C;F17.1;4;0,0123;4;0,0024
P003C;F33.1;4;0,0123;4;0,0024
P003C;F43.0;4;0,0123;4;0,0024
P003C;F50.2;4;0,0123;4;0,0024
P003C;G31.9;4;0,0123;4;0,0024
P003C;G40.5;4;0,0123;4;0,0024
P003C;G40.6;4;0,0123;4;0,0024
P003C;G40.9;4;0,0123;4;0,0024
P003C;H54.0;4;0,0123;4;0,0024
P003C;I48.2;4;0,0123;4;0,0024
P003C;K44.9;4;0,0123;4;0,0024
P003C;L89.14;4;0,0123;4;0,0024
P003C;N18.5;4;0,0123;4;0,0024
P003C;N39.48;4;0,0123;4;0,0024
P003C;R11;4;0,0123;4;0,0024
P003C;R40.0;4;0,0123;4;0,0024
P003C;R45.5;4;0,0123;4;0,0024
P003C;R52.2;4;0,0123;4;0,0024
P003C;R52.9;4;0,0123;4;0,0024
P003C;R94.3;4;0,0123;4;0,0024
P003C;U50.20;4;0,0123;4;0,0024
P003C;U69.00;4;0,0123;4;0,0024
P003C;Y57.9;4;0,0123;5;0,003
P003C;Z11;4;0,0123;4;0,0024
P003C;Z29.0;4;0,0123;4;0,0024
P003C;Z74.0;4;0,0123;4;0,0024
P003C;Z91.1;4;0,0123;4;0,0024
P003C;Z95.0;4;0,0123;4;0,0024
P003C;Z96.6;4;0,0123;4;0,0024
PA01A;G40.9;87;0,0984;87;0,0328
PA01A;Z74.1;80;0,0905;80;0,0302
PA01A;R32;74;0,0837;74;0,0279
PA01A;E03.9;62;0,0701;62;0,0234
PA01A;F07.0;61;0,069;61;0,023
PA01A;F71.1;57;0,0645;57;0,0215
PA01A;I10.00;53;0,06;53;0,02
PA01A;R45.1;52;0,0588;52;0,0196
PA01A;R15;51;0,0577;51;0,0192
PA01A;F84.0;46;0,052;46;0,0173
PA01A;F91.1;43;0,0486;43;0,0162
PA01A;G40.2;39;0,0441;39;0,0147
PA01A;E53.8;33;0,0373;33;0,0124
PA01A;F20.0;32;0,0362;32;0,0121
PA01A;I10.90;29;0,0328;29;0,0109
PA01A;K59.0;28;0,0317;29;0,0109
PA01A;F70.1;26;0,0294;26;0,0098
PA01A;Q90.9;25;0,0283;25;0,0094
PA01A;R29.6;25;0,0283;25;0,0094
PA01A;G40.8;24;0,0271;24;0,009
PA01A;G40.3;23;0,026;23;0,0087
PA01A;G40.6;23;0,026;24;0,009
PA01A;E11.90;21;0,0238;21;0,0079
PA01A;E55.9;20;0,0226;20;0,0075
PA01A;F06.3;19;0,0215;19;0,0072
PA01A;F63.8;19;0,0215;19;0,0072
PA01A;G40.4;19;0,0215;19;0,0072
PA01A;H54.0;19;0,0215;19;0,0072
PA01A;E87.6;18;0,0204;18;0,0068
PA01A;F32.2;18;0,0204;18;0,0068
PA01A;F43.2;18;0,0204;18;0,0068
PA01A;F84.1;18;0,0204;18;0,0068
PA01A;Z74.3;14;0,0158;14;0,0053
PA01A;E03.8;13;0,0147;13;0,0049
PA01A;E66.99;13;0,0147;13;0,0049
PA01A;F72.1;13;0,0147;13;0,0049
PA01A;F06.2;12;0,0136;12;0,0045
PA01A;F06.8;12;0,0136;12;0,0045
PA01A;F92.8;12;0,0136;12;0,0045
PA01A;Z72.8;12;0,0136;12;0,0045
PA01A;E61.1;11;0,0124;11;0,0041
PA01A;E87.1;11;0,0124;11;0,0041
PA01A;G80.1;11;0,0124;11;0,0041
PA01A;H91.9;11;0,0124;11;0,0041
PA01A;J45.9;11;0,0124;11;0,0041
PA01A;N39.0;11;0,0124;12;0,0045
PA01A;N39.48;11;0,0124;11;0,0041
PA01A;N40;11;0,0124;11;0,0041
PA01A;E66.01;10;0,0113;10;0,0038
PA01A;F63.9;10;0,0113;10;0,0038
PA01A;R26.8;10;0,0113;10;0,0038
PA01A;F32.1;9;0,0102;9;0,0034
PA01A;F60.31;9;0,0102;9;0,0034
PA01A;Z48.0;9;0,0102;9;0,0034
PA01A;Z74.0;9;0,0102;9;0,0034
PA01A;X84.9;8;0,009;8;0,003
PA01A;E66.00;7;0,0079;7;0,0026
PA01A;F42.1;7;0,0079;7;0,0026
PA01A;F90.0;7;0,0079;7;0,0026
PA01A;G47.9;7;0,0079;7;0,0026
PA01A;G80.9;7;0,0079;7;0,0026
PA01A;G93.4;7;0,0079;7;0,0026
PA01A;R26.0;7;0,0079;7;0,0026
PA01A;R47.1;7;0,0079;7;0,0026
PA01A;T88.7;7;0,0079;7;0,0026
PA01A;E06.3;6;0,0068;6;0,0023
PA01A;F07.8;6;0,0068;6;0,0023
PA01A;F10.1;6;0,0068;6;0,0023
PA01A;F10.2;6;0,0068;6;0,0023
PA01A;F20.2;6;0,0068;6;0,0023
PA01A;F33.2;6;0,0068;6;0,0023
PA01A;F42.9;6;0,0068;6;0,0023
PA01A;F43.0;6;0,0068;6;0,0023
PA01A;F79.1;6;0,0068;6;0,0023
PA01A;G81.1;6;0,0068;6;0,0023
PA01A;G93.1;6;0,0068;6;0,0023
PA01A;Q87.1;6;0,0068;6;0,0023
PA01A;R47.8;6;0,0068;6;0,0023
PA01A;E10.90;5;0,0057;5;0,0019
PA01A;F03;5;0,0057;5;0,0019
PA01A;F17.2;5;0,0057;5;0,0019
PA01A;F20.1;5;0,0057;5;0,0019
PA01A;F33.1;5;0,0057;5;0,0019
PA01A;F42.2;5;0,0057;5;0,0019
PA01A;F50.8;5;0,0057;5;0,0019
PA01A;G40.1;5;0,0057;5;0,0019
PA01A;G47.0;5;0,0057;5;0,0019
PA01A;G47.8;5;0,0057;5;0,0019
PA01A;G82.49;5;0,0057;5;0,0019
PA01A;M16.9;5;0,0057;5;0,0019
PA01A;M17.9;5;0,0057;5;0,0019
PA01A;M41.99;5;0,0057;6;0,0023
PA01A;R13.0;5;0,0057;5;0,0019
PA01A;R13.9;5;0,0057;5;0,0019
PA01A;R45.8;5;0,0057;5;0,0019
PA01A;R46.0;5;0,0057;5;0,0019
PA01A;Z99.3;5;0,0057;5;0,0019
PA01A;B18.2;4;0,0045;4;0,0015
PA01A;F13.2;4;0,0045;4;0,0015
PA01A;F25.2;4;0,0045;4;0,0015
PA01A;F41.9;4;0,0045;4;0,0015
PA01A;F60.30;4;0,0045;4;0,0015
PA01A;F61;4;0,0045;4;0,0015
PA01A;F78.1;4;0,0045;4;0,0015
PA01A;F79.9;4;0,0045;4;0,0015
PA01A;F84.9;4;0,0045;4;0,0015
PA01A;H53.0;4;0,0045;4;0,0015
PA01A;I67.88;4;0,0045;4;0,0015
PA01A;J18.9;4;0,0045;4;0,0015
PA01A;K08.88;4;0,0045;4;0,0015
PA01A;K21.9;4;0,0045;4;0,0015
PA01A;K29.7;4;0,0045;4;0,0015
PA01A;M81.99;4;0,0045;4;0,0015
PA01A;Q93.5;4;0,0045;4;0,0015
PA01A;Q99.2;4;0,0045;4;0,0015
PA01A;R11;4;0,0045;4;0,0015
PA01A;R26.2;4;0,0045;4;0,0015
PA01A;R26.3;4;0,0045;4;0,0015
PA01A;R33;4;0,0045;4;0,0015
PA01A;R39.1;4;0,0045;4;0,0015
PA01A;R45.4;4;0,0045;4;0,0015
PA01A;R45.5;4;0,0045;4;0,0015
PA01A;R60.0;4;0,0045;4;0,0015
PA01A;R63.4;4;0,0045;4;0,0015
PA01A;Y57.9;4;0,0045;5;0,0019
PA01A;Z29.8;4;0,0045;4;0,0015
PA01A;Z32;4;0,0045;4;0,0015
PA01A;Z91.8;4;0,0045;4;0,0015
PA01A;Z96.6;4;0,0045;4;0,0015
PA01A;Z97.8;4;0,0045;4;0,0015
PA01B;I10.00;62;0,0814;63;0,031
PA01B;E03.9;58;0,0761;61;0,03
PA01B;F43.2;46;0,0604;46;0,0226
PA01B;F20.0;35;0,0459;35;0,0172
PA01B;F70.1;35;0,0459;35;0,0172
PA01B;I10.90;35;0,0459;35;0,0172
PA01B;F10.1;33;0,0433;33;0,0162
PA01B;G40.9;32;0,042;32;0,0158
PA01B;F07.0;25;0,0328;25;0,0123
PA01B;E11.90;24;0,0315;25;0,0123
PA01B;F60.30;24;0,0315;24;0,0118
PA01B;F63.8;23;0,0302;23;0,0113
PA01B;F32.1;22;0,0289;22;0,0108
PA01B;F90.0;21;0,0276;21;0,0103
PA01B;F10.2;19;0,0249;19;0,0094
PA01B;F32.2;19;0,0249;19;0,0094
PA01B;F60.31;19;0,0249;19;0,0094
PA01B;E66.99;18;0,0236;19;0,0094
PA01B;F91.1;18;0,0236;18;0,0089
PA01B;R32;18;0,0236;18;0,0089
PA01B;E53.8;16;0,021;16;0,0079
PA01B;F17.2;16;0,021;16;0,0079
PA01B;F90.1;16;0,021;16;0,0079
PA01B;G40.2;16;0,021;16;0,0079
PA01B;G40.8;16;0,021;16;0,0079
PA01B;F06.3;15;0,0197;15;0,0074
PA01B;F43.0;14;0,0184;14;0,0069
PA01B;R45.1;14;0,0184;14;0,0069
PA01B;Z74.1;14;0,0184;14;0,0069
PA01B;F06.2;13;0,0171;13;0,0064
PA01B;F17.1;13;0,0171;13;0,0064
PA01B;F43.1;13;0,0171;13;0,0064
PA01B;F84.1;13;0,0171;13;0,0064
PA01B;E03.8;12;0,0157;12;0,0059
PA01B;E66.00;12;0,0157;13;0,0064
PA01B;G40.4;12;0,0157;12;0,0059
PA01B;J45.9;12;0,0157;12;0,0059
PA01B;N40;12;0,0157;12;0,0059
PA01B;E66.01;11;0,0144;11;0,0054
PA01B;E66.02;11;0,0144;11;0,0054
PA01B;F33.1;11;0,0144;11;0,0054
PA01B;R45.8;11;0,0144;11;0,0054
PA01B;E66.09;10;0,0131;10;0,0049
PA01B;F10.0;10;0,0131;10;0,0049
PA01B;G40.3;10;0,0131;10;0,0049
PA01B;F33.2;9;0,0118;9;0,0044
PA01B;F42.2;9;0,0118;9;0,0044
PA01B;J44.99;9;0,0118;9;0,0044
PA01B;K59.0;9;0,0118;9;0,0044
PA01B;R15;9;0,0118;9;0,0044
PA01B;E10.90;8;0,0105;8;0,0039
PA01B;E78.0;8;0,0105;8;0,0039
PA01B;F41.0;8;0,0105;8;0,0039
PA01B;F70.0;8;0,0105;8;0,0039
PA01B;F84.0;8;0,0105;8;0,0039
PA01B;H91.9;8;0,0105;8;0,0039
PA01B;N39.0;8;0,0105;9;0,0044
PA01B;E87.1;7;0,0092;7;0,0034
PA01B;F12.1;7;0,0092;7;0,0034
PA01B;F42.1;7;0,0092;7;0,0034
PA01B;F44.5;7;0,0092;7;0,0034
PA01B;F63.9;7;0,0092;7;0,0034
PA01B;F92.8;7;0,0092;7;0,0034
PA01B;Q90.9;7;0,0092;7;0,0034
PA01B;R29.6;7;0,0092;7;0,0034
PA01B;Z59;7;0,0092;7;0,0034
PA01B;E55.9;6;0,0079;6;0,003
PA01B;E61.1;6;0,0079;6;0,003
PA01B;E87.6;6;0,0079;6;0,003
PA01B;F61;6;0,0079;6;0,003
PA01B;F71.1;6;0,0079;6;0,003
PA01B;I50.9;6;0,0079;6;0,003
PA01B;Z91.8;6;0,0079;6;0,003
PA01B;Z92.2;6;0,0079;6;0,003
PA01B;Z95.0;6;0,0079;6;0,003
PA01B;E66.81;5;0,0066;5;0,0025
PA01B;E66.89;5;0,0066;5;0,0025
PA01B;E78.2;5;0,0066;5;0,0025
PA01B;F12.2;5;0,0066;7;0,0034
PA01B;F15.2;5;0,0066;6;0,003
PA01B;F23.2;5;0,0066;5;0,0025
PA01B;F32.9;5;0,0066;5;0,0025
PA01B;F60.2;5;0,0066;6;0,003
PA01B;F91.2;5;0,0066;5;0,0025
PA01B;I48.2;5;0,0066;5;0,0025
PA01B;Q86.0;5;0,0066;5;0,0025
PA01B;Z74.0;5;0,0066;5;0,0025
PA01B;Z92.1;5;0,0066;5;0,0025
PA01B;D64.9;4;0,0052;4;0,002
PA01B;E06.3;4;0,0052;4;0,002
PA01B;E66.92;4;0,0052;4;0,002
PA01B;E89.0;4;0,0052;4;0,002
PA01B;F07.8;4;0,0052;4;0,002
PA01B;F10.3;4;0,0052;4;0,002
PA01B;F15.1;4;0,0052;4;0,002
PA01B;F20.1;4;0,0052;4;0,002
PA01B;F20.2;4;0,0052;6;0,003
PA01B;F20.5;4;0,0052;4;0,002
PA01B;F25.2;4;0,0052;4;0,002
PA01B;F41.1;4;0,0052;4;0,002
PA01B;F60.8;4;0,0052;4;0,002
PA01B;F71.0;4;0,0052;4;0,002
PA01B;F79.9;4;0,0052;4;0,002
PA01B;F80.1;4;0,0052;4;0,002
PA01B;F80.9;4;0,0052;4;0,002
PA01B;F95.2;4;0,0052;4;0,002
PA01B;F95.9;4;0,0052;4;0,002
PA01B;F98.5;4;0,0052;4;0,002
PA01B;G40.5;4;0,0052;4;0,002
PA01B;G47.0;4;0,0052;4;0,002
PA01B;G47.8;4;0,0052;4;0,002
PA01B;N39.48;4;0,0052;4;0,002
PA01B;Q98.4;4;0,0052;4;0,002
PA01B;R52.9;4;0,0052;4;0,002
PA01B;Z29.0;4;0,0052;4;0,002
PA01B;Z56;4;0,0052;4;0,002
PA01B;Z65;4;0,0052;4;0,002
PA02A;Z51.83;4264;0,4466;4359;0,0649
PA02A;U69.31;4199;0,4398;4270;0,0636
PA02A;U69.30;3707;0,3883;3786;0,0564
PA02A;F11.3;3555;0,3724;3679;0,0548
PA02A;F10.2;3082;0,3228;3169;0,0472
PA02A;F13.2;3070;0,3216;3153;0,047
PA02A;F11.2;2872;0,3008;3094;0,0461
PA02A;F12.2;2242;0,2348;2318;0,0345
PA02A;F17.2;2043;0,214;2043;0,0304
PA02A;F14.2;1864;0,1952;1959;0,0292
PA02A;B18.2;1793;0,1878;1896;0,0282
PA02A;F10.3;1534;0,1607;1591;0,0237
PA02A;F13.3;1309;0,1371;1350;0,0201
PA02A;U69.32;1280;0,1341;1370;0,0204
PA02A;Z22.5;1218;0,1276;1218;0,0181
PA02A;F12.1;1206;0,1263;1209;0,018
PA02A;F10.0;1019;0,1067;1040;0,0155
PA02A;F13.1;885;0,0927;889;0,0132
PA02A;F14.1;876;0,0918;882;0,0131
PA02A;F15.2;713;0,0747;757;0,0113
PA02A;F10.1;651;0,0682;656;0,0098
