IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
N05B;8;1,07;0,00;0,78;0,03;0,00;0,00;0,15;0,23;0,29;0,42;2,97
N05B;9;0,35;0,00;0,62;0,00;0,00;0,00;0,07;0,00;0,18;0,27;1,49
N05B;10;0,62;0,00;11,35;0,12;0,00;0,00;6,46;2,88;0,75;4,40;26,58
N05B;11;3,53;0,00;5,75;0,05;0,00;0,00;0,47;0,01;0,49;2,55;12,85
N06Z;1;2,63;418,02;8,51;23,20;1,44;0,00;26,60;2,14;105,17;422,17;1009,88
N06Z;2;0,00;2,29;0,00;0,07;0,00;0,00;0,17;0,00;0,20;1,49;4,22
N06Z;4;0,08;0,00;195,46;7,77;0,44;180,42;117,65;35,11;72,91;134,16;744,00
N06Z;5;171,53;0,00;127,68;14,20;1,38;0,00;24,35;1,19;24,42;53,29;418,04
N06Z;9;0,85;0,00;1,09;0,02;0,00;0,00;0,15;0,00;0,55;0,62;3,28
N06Z;10;0,58;0,00;8,97;0,10;0,00;0,00;5,58;2,83;0,69;3,38;22,13
N06Z;11;2,69;0,00;6,93;0,05;0,00;0,00;0,34;0,01;0,48;4,33;14,83
N07Z;1;4,02;419,71;9,19;29,61;0,12;0,00;41,06;0,21;108,39;370,79;983,10
N07Z;2;0,10;0,17;0,00;0,01;0,00;0,00;0,02;0,00;0,03;0,08;0,41
N07Z;4;0,00;0,00;186,85;6,19;0,21;0,00;75,27;27,19;72,51;115,08;483,30
N07Z;5;164,55;0,00;114,68;13,26;0,84;0,00;27,28;0,66;20,41;40,64;382,32
N07Z;9;0,14;0,00;0,43;0,00;0,00;0,00;0,03;1,29;0,08;0,22;2,19
N07Z;10;0,59;0,00;14,56;0,10;2,35;0,00;7,15;6,90;0,92;5,05;37,62
N07Z;11;2,95;0,00;6,26;0,02;0,00;0,00;0,71;0,02;0,44;3,09;13,49
N14Z;1;9,68;583,16;12,87;31,76;2,48;0,00;41,85;3,35;132,88;519,48;1337,51
N14Z;4;0,01;0,00;260,48;6,92;0,52;20,96;96,06;39,94;92,45;157,38;674,72
N14Z;5;224,53;0,00;158,23;17,28;1,34;0,00;29,65;1,21;34,01;61,16;527,41
N14Z;8;0,16;0,00;0,10;0,01;0,00;0,00;0,00;0,12;0,06;0,08;0,53
N14Z;9;2,17;0,00;3,22;0,08;0,00;0,00;0,47;2,35;1,09;1,66;11,04
N14Z;10;0,92;0,00;15,32;0,11;0,00;0,00;8,12;5,96;1,14;5,59;37,16
N14Z;11;5,35;0,00;18,67;0,05;0,00;0,00;0,73;0,05;1,55;10,49;36,89
N21Z;1;0,16;466,54;9,10;25,31;0,26;0,00;35,16;0,00;105,33;423,64;1065,50
N21Z;4;0,00;0,00;258,48;6,35;0,01;0,00;104,07;32,79;103,04;156,54;661,28
N21Z;5;194,12;0,00;154,27;13,73;0,68;0,00;25,98;1,77;21,10;50,03;461,68
N21Z;9;0,46;0,00;0,60;0,01;0,00;0,00;0,12;0,00;0,22;0,35;1,76
N21Z;10;0,10;0,00;16,30;0,21;0,00;0,00;11,70;3,06;1,44;5,39;38,20
N21Z;11;3,64;0,00;4,90;0,03;0,00;0,00;0,34;0,00;0,40;2,30;11,61
O01E;1;1,31;451,49;32,07;10,05;0,94;0,00;35,78;0,11;152,12;466,55;1150,42
O01E;2;2,85;3,39;3,87;0,72;0,00;0,00;1,01;0,00;1,22;3,59;16,65
O01E;4;0,00;0,00;142,78;5,66;0,26;0,00;63,32;42,92;55,20;82,34;392,48
O01E;5;106,86;0,00;92,94;7,02;1,39;0,00;17,68;2,46;10,83;36,66;275,84
O01E;6;0,00;0,00;418,87;12,90;0,00;0,00;32,32;15,28;22,68;52,45;554,50
O01E;10;2,24;0,00;22,17;0,53;0,00;0,00;10,40;1,72;1,86;7,67;46,59
O01E;11;1,15;0,00;13,39;0,06;0,00;0,00;0,48;0,01;0,38;4,36;19,83
O01F;1;1,47;440,41;28,36;13,06;0,83;0,00;31,86;0,73;135,26;434,18;1086,16
O01F;2;1,10;2,33;0,24;0,21;0,00;0,00;0,42;0,00;0,46;1,51;6,27
O01F;4;0,00;0,00;130,91;5,20;0,13;0,00;56,56;34,94;53,01;71,07;351,82
O01F;5;103,72;0,00;81,51;8,01;0,90;0,00;16,20;1,50;10,80;29,70;252,34
O01F;6;0,00;0,00;319,62;14,50;0,00;0,00;29,74;5,97;22,49;84,18;476,50
O01F;10;1,79;0,00;17,17;0,30;0,00;0,00;8,20;0,08;1,41;5,97;34,92
O01F;11;0,74;0,00;8,05;0,03;0,00;0,00;0,30;0,00;0,25;2,44;11,81
O01G;1;1,07;434,14;26,48;9,93;1,57;0,00;34,89;0,00;139,00;433,71;1080,79
O01G;2;3,96;6,96;0,01;0,55;0,00;0,00;0,95;0,00;0,72;2,62;15,77
O01G;4;0,00;0,00;144,19;5,13;0,12;0,00;60,59;42,16;55,43;79,54;387,16
O01G;5;110,23;0,00;91,95;6,49;2,13;0,00;16,84;4,24;11,81;37,97;281,66
O01G;6;0,00;0,00;165,32;8,42;0,00;0,00;22,56;9,08;13,63;33,88;252,89
O01G;9;0,07;0,00;0,06;0,01;0,00;0,00;0,07;0,00;0,01;0,08;0,30
O01G;10;1,20;0,00;20,76;0,25;0,00;0,00;10,76;0,00;1,98;8,20;43,15
O01G;11;0,53;0,00;12,52;0,01;0,00;0,00;0,52;0,00;0,30;3,56;17,44
O01H;1;1,39;405,88;25,42;15,07;0,68;0,00;32,02;0,12;127,19;396,71;1004,48
O01H;2;0,28;0,35;0,01;0,02;0,00;0,00;0,03;0,19;0,10;0,24;1,22
O01H;4;0,00;0,00;124,20;5,85;0,33;0,00;60,13;27,99;54,09;64,79;337,38
O01H;5;110,10;0,00;85,40;9,36;0,13;0,00;18,91;0,24;7,94;30,70;262,78
O01H;6;0,00;0,00;161,33;10,01;0,00;0,00;18,44;1,54;11,24;34,35;236,91
O01H;9;0,07;0,00;0,08;0,00;0,00;0,00;0,04;0,00;0,03;0,08;0,30
O01H;10;1,50;0,00;12,61;0,12;0,00;0,00;7,97;0,86;0,99;5,11;29,16
O01H;11;0,19;0,00;5,72;0,01;0,00;0,00;0,29;0,00;0,14;1,91;8,26
O60C;1;0,42;299,86;28,96;5,74;0,00;0,00;25,32;0,00;123,33;331,74;815,37
O60C;4;0,00;0,00;7,84;0,27;0,00;0,00;2,65;0,27;3,18;4,01;18,22
O60C;5;11,41;0,00;7,99;0,41;0,00;0,00;1,09;0,00;0,45;2,43;23,78
O60C;6;0,00;0,00;347,29;11,28;0,00;0,00;31,57;9,33;23,93;50,64;474,04
O60C;9;0,03;0,00;0,04;0,00;0,00;0,00;0,00;0,00;0,03;0,04;0,14
O60C;10;1,31;0,00;16,98;0,41;0,00;0,00;8,82;0,22;1,22;6,47;35,43
O60C;11;0,00;0,00;12,07;0,00;0,00;0,00;0,58;0,00;0,28;3,72;16,65
O60D;1;0,89;283,90;24,59;8,43;0,60;0,00;26,09;0,04;83,54;323,12;751,20
O60D;2;0,05;0,09;0,00;0,01;0,00;0,00;0,01;0,00;0,01;0,04;0,21
O60D;4;0,00;0,00;0,99;0,02;0,00;0,00;0,22;0,18;0,27;0,47;2,15
O60D;5;0,93;0,00;0,52;0,04;0,01;0,00;0,14;0,02;0,07;0,19;1,92
O60D;6;0,00;0,00;300,62;12,69;0,00;0,00;27,32;12,00;22,47;42,35;417,45
O60D;8;0,05;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,02;0,03;0,15
O60D;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,20
O60D;10;0,67;0,00;12,69;0,08;0,00;0,00;7,68;0,67;0,96;5,63;28,38
O60D;11;0,07;0,00;12,47;0,00;0,00;0,00;0,58;0,03;0,29;3,83;17,27
O65B;1;5,76;260,04;22,97;12,48;0,71;0,00;19,60;0,31;77,54;281,44;680,85
O65B;4;0,00;0,00;0,22;0,01;0,00;0,00;0,07;0,00;0,06;0,10;0,46
O65B;5;0,17;0,00;0,10;0,02;0,00;0,00;0,02;0,00;0,04;0,03;0,38
O65B;6;0,00;0,00;31,95;1,75;0,00;0,00;4,61;0,00;4,69;19,28;62,28
O65B;8;0,21;0,00;0,26;0,01;0,00;0,00;0,03;0,00;0,13;0,15;0,79
O65B;10;1,01;0,00;15,39;0,07;0,00;0,00;6,13;2,52;1,24;5,75;32,11
O65B;11;5,40;0,01;6,51;0,23;0,00;0,00;0,63;0,02;0,62;2,99;16,41
P60C;1;1,65;109,47;8,14;3,47;0,00;0,00;9,37;8,62;23,58;111,65;275,95
P60C;5;2,11;0,00;1,35;0,14;0,00;0,00;0,22;0,00;0,10;0,50;4,42
P60C;10;0,14;0,00;3,02;0,08;0,00;0,00;1,51;1,19;0,22;0,92;7,08
P60C;11;0,10;0,00;4,74;0,00;0,00;0,00;0,17;0,00;0,15;1,89;7,05
P66D;1;1,14;386,86;21,83;10,67;0,00;0,00;28,29;1,85;79,08;322,96;852,68
P66D;10;0,13;0,00;2,75;0,07;0,00;0,00;1,32;1,46;0,20;0,79;6,72
P66D;11;0,00;0,00;4,57;0,00;0,00;0,00;0,30;0,13;0,11;1,49;6,60
P67C;1;0,04;365,85;14,71;13,80;0,00;0,00;28,70;0,00;118,14;365,08;906,32
P67C;10;1,28;0,00;13,13;0,40;0,00;0,00;5,05;1,03;0,90;3,25;25,04
P67C;11;0,04;0,00;0,08;0,00;0,00;0,00;0,01;0,24;0,01;0,05;0,43
P67D;1;2,65;275,45;19,11;8,40;0,16;0,00;24,88;0,00;46,93;262,65;640,23
P67D;10;0,09;0,00;1,71;0,04;0,00;0,00;0,89;0,03;0,13;0,58;3,47
P67D;11;0,03;0,00;0,69;0,00;0,00;0,00;0,05;0,01;0,02;0,23;1,03
