IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
O60D;O99.0;34;0,0198
O60D;O75.7;28;0,0163
O60D;O71.8;27;0,0157
O60D;O71.4;24;0,0139
O60D;O72.1;24;0,0139
O60D;O69.8;20;0,0116
O60D;O23.5;15;0,0087
O60D;O69.2;15;0,0087
O60D;O62.0;13;0,0076
O60D;O36.0;12;0,007
O60D;O64.0;10;0,0058
O60D;O68.3;6;0,0035
O60D;O69.3;4;0,0023
O60D;O72.0;4;0,0023
O60D;O92.50;4;0,0023
O65B;O20.0;80;0,1706
O65B;O60.0;74;0,1578
O65B;O21.0;73;0,1557
O65B;O21.1;31;0,0661
O65B;O47.0;30;0,064
O65B;O26.88;25;0,0533
O65B;O99.6;20;0,0426
O65B;O21.2;14;0,0299
O65B;O20.8;12;0,0256
O65B;O20.9;12;0,0256
O65B;O23.0;12;0,0256
O65B;O26.81;8;0,0171
O65B;O99.8;8;0,0171
O65B;O13;6;0,0128
O65B;O99.4;6;0,0128
O65B;O34.38;5;0,0107
O65B;O46.8;5;0,0107
O65B;O99.5;4;0,0085
P60C;P22.8;23;0,1983
P60C;P39.9;9;0,0776
P60C;P07.12;7;0,0603
P60C;P22.9;7;0,0603
P60C;P22.0;5;0,0431
P60C;P59.9;4;0,0345
P60C;Z38.0;4;0,0345
P66D;Z38.3;31;0,287
P66D;P07.12;29;0,2685
P66D;Z38.0;15;0,1389
P66D;P05.1;10;0,0926
P66D;P07.3;9;0,0833
P66D;P05.9;7;0,0648
P66D;P05.0;4;0,037
P67C;P59.9;64;0,3951
P67C;P70.0;12;0,0741
P67C;P55.8;7;0,0432
P67C;P59.8;7;0,0432
P67C;P07.3;6;0,037
P67C;P22.8;5;0,0309
P67C;P39.8;4;0,0247
P67C;P39.9;4;0,0247
P67C;P55.1;4;0,0247
P67C;P59.0;4;0,0247
P67C;P70.4;4;0,0247
P67D;Z38.0;3184;0,9155
P67D;P05.9;29;0,0083
P67D;P08.2;28;0,0081
P67D;P59.9;22;0,0063
P67D;P07.3;17;0,0049
P67D;P08.0;16;0,0046
P67D;P21.1;15;0,0043
P67D;P39.1;15;0,0043
P67D;P05.0;10;0,0029
P67D;P12.0;8;0,0023
P67D;Q38.1;8;0,0023
P67D;P70.4;7;0,002
P67D;P05.1;6;0,0017
P67D;P05.2;6;0,0017
P67D;P12.1;6;0,0017
P67D;P08.1;5;0,0014
P67D;P12.8;5;0,0014
P67D;P28.2;5;0,0014
P67D;P83.1;5;0,0014
P67D;Q66.2;5;0,0014
P67D;Z83.3;5;0,0014
P67D;P96.8;4;0,0012
P67D;Q82.8;4;0,0012
