IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
F01C;5;97,35;0,00;62,38;7,47;0,10;0,00;21,01;0,38;12,31;26,54;227,54
F01C;7;318,47;0,00;303,14;18,49;1,04;7112,20;145,14;633,38;149,79;234,00;8915,65
F01C;8;2,66;0,00;2,51;0,08;0,01;0,00;0,90;0,31;1,19;1,83;9,49
F01C;9;26,62;0,00;31,11;0,43;0,37;0,00;6,36;7,18;13,26;17,92;103,25
F01C;10;5,58;0,00;33,65;1,54;4,10;0,00;30,02;23,20;5,06;13,92;117,07
F01C;11;77,38;1,38;78,62;2,18;0,00;0,00;9,35;2,33;16,32;39,51;227,07
F01D;1;473,32;845,38;35,39;64,12;2,58;0,00;59,92;12,20;257,52;729,54;2479,97
F01D;2;666,03;1344,75;22,58;142,74;23,50;0,00;256,03;22,39;281,52;638,91;3398,45
F01D;4;102,43;0,00;89,29;8,76;1,30;1508,55;68,62;67,54;47,46;72,18;1966,13
F01D;5;90,03;0,00;60,49;8,26;0,62;0,00;21,91;3,55;13,44;25,70;224,00
F01D;7;443,92;0,00;438,46;30,48;5,80;4551,36;238,32;879,93;193,66;332,14;7114,07
F01D;8;4,01;0,00;3,99;0,17;0,02;0,00;1,99;0,80;1,56;2,92;15,46
F01D;9;67,56;0,00;74,79;0,95;0,71;7,32;13,90;17,42;33,39;42,92;258,96
F01D;10;23,71;0,00;104,04;2,22;9,87;0,00;100,24;34,75;15,80;44,56;335,19
F01D;11;115,34;1,73;153,60;3,21;0,00;0,00;12,63;4,25;26,19;68,98;385,93
F01E;1;471,67;831,54;40,53;65,08;10,13;0,00;56,71;17,89;244,27;728,56;2466,38
F01E;2;532,46;1052,07;21,76;102,33;12,12;0,00;178,30;28,92;195,52;502,50;2625,98
F01E;4;108,85;0,00;99,63;7,08;0,84;2420,61;62,16;82,69;51,70;81,28;2914,84
F01E;5;93,43;0,00;60,07;5,95;0,15;0,00;18,57;0,37;11,84;25,06;215,44
F01E;7;237,20;0,00;228,02;13,63;3,76;4006,29;109,39;311,20;107,06;166,74;5183,29
F01E;8;7,71;0,00;8,06;0,26;0,05;0,00;3,23;0,70;3,52;5,37;28,90
F01E;9;70,49;0,00;70,53;1,03;0,17;0,00;12,66;27,50;28,73;43,92;255,03
F01E;10;17,54;0,00;92,76;4,11;11,24;0,00;82,69;56,20;12,79;40,03;317,36
F01E;11;117,72;2,66;138,64;3,18;0,00;0,00;14,09;8,34;24,11;67,57;376,31
F01F;1;263,02;431,23;24,60;29,32;0,62;0,00;29,65;1,20;132,25;410,67;1322,56
F01F;2;91,60;178,61;2,29;16,05;0,58;0,00;26,17;1,92;37,06;88,08;442,36
F01F;4;99,84;0,00;86,43;7,29;0,25;2446,12;68,28;89,67;46,45;72,85;2917,18
F01F;5;78,10;0,00;47,96;5,78;0,08;0,00;16,81;0,05;9,59;21,91;180,28
F01F;7;217,38;0,00;196,10;12,33;0,79;4339,38;93,51;472,80;94,09;147,43;5573,81
F01F;8;0,51;0,00;0,39;0,02;0,00;0,00;0,19;0,00;0,18;0,20;1,49
F01F;9;27,02;0,00;28,57;0,56;0,32;6,33;6,79;9,88;12,06;18,29;109,82
F01F;10;5,11;0,00;30,63;1,18;0,48;0,00;25,87;17,07;4,51;12,71;97,56
F01F;11;70,14;1,25;77,92;2,00;0,00;0,00;8,30;1,43;15,36;37,74;214,14
F01G;1;233,25;384,00;20,46;28,00;1,20;0,00;27,27;10,47;126,57;369,93;1201,15
F01G;2;52,53;111,24;1,85;9,91;0,67;0,00;15,77;1,10;22,57;52,19;267,83
F01G;4;72,15;0,00;74,21;6,40;0,36;1957,02;52,14;39,75;35,55;61,60;2299,18
F01G;5;68,48;0,00;46,67;5,49;0,12;0,00;15,83;0,15;7,89;20,04;164,67
F01G;7;172,78;0,00;166,28;10,87;0,55;3910,71;92,62;271,23;79,04;130,01;4834,09
F01G;8;0,46;0,00;0,44;0,02;0,00;0,00;0,17;0,00;0,20;0,27;1,56
F01G;9;21,66;0,00;26,76;0,43;0,44;0,00;4,51;4,87;10,39;14,19;83,25
F01G;10;3,66;0,00;23,98;0,73;0,78;0,00;21,97;14,41;3,40;10,01;78,94
F01G;11;58,79;1,52;57,52;1,89;0,00;0,00;7,35;0,30;11,49;29,68;168,54
F02A;1;175,01;301,61;13,94;21,47;0,29;0,00;19,71;1,34;95,93;278,62;907,92
F02A;2;12,37;30,25;0,24;1,94;0,10;0,00;3,50;0,20;5,59;13,37;67,56
F02A;4;45,51;0,00;55,91;4,54;0,46;2038,72;38,26;12,29;24,31;44,39;2264,39
F02A;5;59,29;0,00;39,55;4,97;0,47;0,00;13,93;1,26;7,28;16,54;143,29
F02A;7;138,15;0,00;132,07;6,02;0,62;5175,15;53,39;184,03;62,47;105,46;5857,36
F02A;8;0,15;0,00;0,16;0,01;0,00;0,00;0,07;0,00;0,07;0,10;0,56
F02A;9;8,29;0,00;11,32;0,11;0,00;0,00;1,63;1,05;4,66;5,74;32,80
F02A;10;2,52;0,00;16,67;0,83;1,82;0,00;15,56;9,80;2,62;6,90;56,72
F02A;11;46,14;0,95;40,42;1,60;0,00;0,00;5,21;0,22;9,46;23,03;127,03
F02B;1;163,82;295,00;14,73;22,12;0,38;0,00;21,79;3,55;89,38;279,48;890,25
F02B;2;12,04;24,95;0,50;1,93;0,15;0,00;3,34;0,02;5,33;12,29;60,55
F02B;4;55,86;0,00;61,33;4,30;0,54;1783,33;39,96;15,65;27,14;51,22;2039,33
F02B;5;65,12;0,00;44,93;5,49;0,17;0,00;15,74;0,79;7,85;19,13;159,22
F02B;7;110,27;0,00;112,78;5,87;0,28;3239,31;61,17;124,33;53,58;84,36;3791,95
F02B;8;0,13;0,00;0,10;0,01;0,00;0,00;0,05;0,00;0,03;0,05;0,37
F02B;9;9,66;0,00;15,02;0,07;0,00;33,25;1,45;1,04;5,06;6,12;71,67
F02B;10;2,11;0,00;16,91;0,41;0,33;0,00;15,07;4,98;2,72;6,78;49,31
F02B;11;44,38;0,90;38,26;1,50;0,00;0,00;5,34;0,00;7,37;18,95;116,70
F03A;1;595,59;1220,57;82,16;109,28;311,37;0,00;530,83;59,18;349,54;904,42;4162,94
F03A;2;959,19;2360,63;74,14;254,84;608,74;0,00;482,20;16,55;452,72;987,52;6196,53
F03A;4;1415,60;0,00;1319,02;125,70;303,85;2427,87;1115,75;1131,67;652,84;885,69;9377,99
F03A;5;801,16;0,00;481,86;81,65;112,82;0,00;209,40;21,07;134,54;203,50;2046,00
F03A;7;51,95;0,00;51,18;3,88;0,86;80,06;23,92;52,68;24,91;42,74;332,18
F03A;8;2,57;0,00;2,87;0,09;0,12;0,00;1,04;0,72;1,38;1,94;10,73
F03A;9;89,81;0,00;108,82;1,40;1,64;2,41;15,22;11,65;50,09;61,57;342,61
F03A;10;62,01;0,00;286,95;38,29;888,06;0,00;252,63;54,01;51,29;120,81;1754,05
F03A;11;104,11;1,72;178,70;1,92;3,23;0,00;8,23;11,93;30,17;71,38;411,39
F03B;1;627,70;1150,68;70,61;107,32;53,57;0,00;126,88;14,14;326,63;816,78;3294,31
F03B;2;1351,78;2516,28;59,79;264,41;194,66;0,00;466,13;22,18;522,06;1100,92;6498,21
F03B;4;1250,09;0,00;1115,43;136,88;94,60;1656,55;707,15;1378,12;452,15;735,91;7526,88
F03B;5;592,33;0,00;418,22;60,78;43,18;0,00;171,14;41,03;97,44;172,57;1596,69
F03B;7;34,98;0,00;36,78;2,30;0,01;42,85;23,93;47,13;20,15;31,13;239,26
F03B;8;0,63;0,00;1,14;0,02;0,00;0,00;0,15;0,00;0,29;0,45;2,68
F03B;9;81,35;0,00;112,96;0,48;0,00;0,00;12,29;12,14;45,17;58,61;323,00
F03B;10;46,13;0,00;211,42;7,64;399,02;0,00;203,03;38,09;35,45;94,70;1035,48
F03B;11;68,47;0,79;147,32;1,40;0,00;0,00;5,81;16,08;22,26;49,59;311,72
F03C;1;755,14;1412,60;88,88;118,82;77,95;0,00;181,20;36,10;399,21;1050,67;4120,57
F03C;2;665,63;1406,18;33,78;133,45;97,85;1,11;252,75;6,30;285,27;617,41;3499,73
F03C;4;1279,55;0,00;1063,83;106,66;113,67;2000,45;700,98;1326,11;465,05;705,48;7761,78
F03C;5;614,20;0,00;402,40;62,76;50,70;0,00;162,04;51,06;97,81;168,59;1609,56
F03C;7;101,00;0,00;114,20;6,75;0,79;26,78;49,01;116,82;46,82;81,20;543,37
F03C;8;3,61;0,00;3,77;0,10;0,00;0,01;1,47;0,38;1,38;2,32;13,04
F03C;9;71,03;0,00;92,58;0,77;0,01;0,00;11,47;11,13;35,62;45,53;268,14
F03C;10;41,24;0,00;182,52;10,63;316,73;0,00;158,81;45,15;29,78;79,19;864,05
F03C;11;114,41;0,48;177,83;1,67;0,00;0,00;9,21;14,02;29,51;74,99;422,12
F03D;1;781,86;1290,56;66,42;67,31;43,69;0,00;144,11;16,82;362,30;846,94;3620,01
F03D;2;718,37;1115,09;23,12;112,34;35,75;0,00;185,62;9,81;221,33;501,13;2922,56
F03D;4;1590,00;0,00;1083,17;64,64;36,34;706,59;438,85;1675,13;452,67;834,11;6881,50
F03D;5;555,00;0,00;395,74;88,04;22,19;0,00;153,99;79,14;77,40;174,29;1545,79
F03D;7;2,01;0,00;0,89;0,02;0,00;0,00;2,34;0,00;0,47;1,43;7,16
F03D;9;33,20;0,00;67,57;0,24;0,01;0,00;9,01;0,60;22,19;35,96;168,78
F03D;10;19,46;0,00;109,88;3,62;209,01;0,00;89,86;24,22;18,60;52,83;527,48
F03D;11;49,19;0,35;103,61;0,34;0,00;0,00;2,21;0,00;9,18;32,45;197,33
F03E;1;594,46;1214,23;75,72;112,55;53,11;0,00;113,56;3,49;351,03;908,65;3426,80
F03E;2;502,61;1232,52;27,94;112,55;107,25;0,00;224,92;5,01;251,36;538,34;3002,50
F03E;4;1000,52;0,00;945,73;100,81;86,89;1815,19;686,30;1026,17;425,90;628,84;6716,35
F03E;5;573,37;0,00;351,58;52,08;36,09;0,00;150,62;26,73;92,81;146,63;1429,91
F03E;7;42,03;0,00;46,86;3,38;0,16;22,99;21,34;47,27;19,12;34,29;237,44
F03E;8;1,45;0,00;1,49;0,04;0,05;0,00;0,44;0,20;0,47;0,94;5,08
F03E;9;64,16;0,00;83,29;0,72;0,15;1,37;8,90;3,36;32,72;41,21;235,88
F03E;10;39,50;0,00;178,13;9,38;246,14;0,00;163,71;36,01;28,38;78,28;779,53
F03E;11;91,79;0,73;155,06;1,11;0,03;0,00;7,81;10,33;24,65;59,34;350,85
F03F;1;501,22;953,24;73,06;94,15;38,22;0,00;96,73;1,86;307,81;775,94;2842,23
F03F;2;402,88;993,93;22,49;85,51;58,59;0,00;178,19;3,82;206,00;442,40;2393,81
F03F;4;845,11;0,00;788,16;84,92;60,16;1584,58;664,14;906,94;374,63;567,43;5876,07
F03F;5;508,13;0,00;314,59;37,56;37,79;0,00;137,49;13,52;81,15;126,02;1256,25
F03F;7;5,77;0,00;4,46;0,38;0,00;5,71;4,29;1,46;2,90;4,56;29,53
F03F;8;0,64;0,00;0,75;0,02;0,00;0,00;0,24;0,16;0,26;0,49;2,56
F03F;9;55,31;0,00;69,05;0,52;0,00;0,00;7,62;2,24;29,11;35,05;198,90
F03F;10;36,86;0,00;156,22;5,71;144,28;0,00;153,20;27,33;25,33;72,44;621,37
F03F;11;73,88;0,41;131,03;0,81;0,00;0,00;7,58;13,02;20,89;51,38;299,00
F05Z;1;569,63;1283,10;64,02;110,36;173,49;0,00;127,77;4,47;306,16;867,13;3506,13
F05Z;2;906,54;1995,62;69,97;189,54;529,95;0,00;388,44;27,23;371,08;863,18;5341,55
F05Z;4;1288,00;0,00;1231,00;195,72;234,78;805,37;819,56;1407,69;561,69;898,34;7442,15
F05Z;5;701,16;0,00;452,42;65,12;94,56;0,00;178,35;22,43;105,55;186,62;1806,21
F05Z;7;70,87;0,00;73,12;4,33;0,70;21,54;35,71;74,34;31,87;59,09;371,57
F05Z;8;2,27;0,00;2,36;0,08;0,03;0,15;0,52;3,48;1,33;1,67;11,89
F05Z;9;116,32;0,00;135,77;1,18;5,64;8,01;17,87;24,88;62,61;83,53;455,81
F05Z;10;59,18;0,00;241,92;12,66;648,50;0,00;213,21;41,93;36,53;97,81;1351,74
F05Z;11;88,42;0,74;171,07;2,23;0,00;0,00;6,50;10,57;23,12;56,59;359,24
F06A;1;681,29;1451,37;121,22;140,33;391,64;0,00;164,07;28,73;439,65;1115,11;4533,41
F06A;2;1450,37;3507,27;67,69;402,88;589,83;0,00;805,20;49,87;775,33;1622,01;9270,45
F06A;4;1777,05;0,00;1533,45;188,03;238,36;1874,29;1303,06;1044,02;765,65;1087,02;9810,93
F06A;5;1042,83;0,00;653,63;86,34;74,07;0,00;292,07;15,94;181,59;268,89;2615,36
F06A;7;69,04;0,00;74,44;6,43;0,01;272,19;34,86;116,67;38,74;64,03;676,41
F06A;8;1,18;0,00;1,62;0,03;0,00;0,00;0,41;0,82;0,42;0,76;5,24
F06A;9;131,17;0,00;211,37;0,84;0,00;0,00;16,08;13,92;77,06;97,76;548,20
F06A;10;74,42;0,00;372,34;10,98;914,46;0,00;381,43;24,16;63,54;152,79;1994,12
F06A;11;118,23;1,02;229,26;1,46;0,00;0,00;12,60;22,31;36,19;85,05;506,12
F06B;1;906,60;1919,64;101,01;187,30;36,10;0,00;197,12;33,32;544,41;1405,04;5330,54
F06B;2;755,65;1829,29;44,41;171,63;138,23;0,00;363,21;10,96;411,19;803,08;4527,65
F06B;4;1373,43;0,00;1221,92;145,74;104,43;717,55;1142,38;1101,31;567,02;871,38;7245,16
F06B;5;815,32;0,00;530,03;62,35;12,20;0,00;240,04;15,69;131,44;209,68;2016,75
F06B;7;75,23;0,00;92,52;4,79;0,13;564,31;40,89;99,30;42,31;69,91;989,39
F06B;8;6,22;0,00;6,93;0,24;0,00;0,00;1,20;1,37;2,29;3,49;21,74
F06B;9;113,27;0,00;150,69;0,87;0,00;0,00;14,99;4,01;59,18;72,00;415,01
F06B;10;57,67;0,00;261,83;4,38;405,61;0,00;257,38;20,07;40,01;112,93;1159,88
F06B;11;83,44;0,96;200,60;1,03;0,00;0,00;9,89;35,12;24,43;66,12;421,59
F06C;1;448,78;920,89;64,15;94,69;48,92;0,00;102,05;4,05;278,24;688,49;2650,26
F06C;2;1014,13;2464,16;55,08;246,50;353,60;1,54;492,35;22,02;519,77;1085,11;6254,26
F06C;4;1143,37;0,00;1086,05;118,07;157,04;162,21;806,38;1010,28;489,53;781,38;5754,31
F06C;5;657,40;0,00;415,48;49,25;35,13;0,00;174,92;15,99;105,25;169,40;1622,82
F06C;7;12,97;0,00;13,56;0,87;0,02;8,55;8,58;14,67;6,79;11,75;77,76
F06C;8;3,72;0,00;3,95;0,11;0,02;0,51;1,35;2,70;1,53;2,50;16,39
F06C;9;82,19;0,00;101,74;0,56;0,02;1,61;10,31;8,95;43,42;55,08;303,88
F06C;10;49,61;0,00;232,01;6,32;573,28;0,00;214,69;49,45;36,39;100,90;1262,65
F06C;11;57,33;0,63;150,44;1,35;0,00;0,00;6,00;20,02;17,75;47,05;300,57
F06D;1;524,59;1049,27;79,87;92,46;11,21;0,00;105,56;5,15;336,42;841,49;3046,02
F06D;2;689,56;1580,25;39,26;125,25;71,98;1,26;281,37;4,99;339,51;773,99;3907,42
F06D;4;936,45;0,00;960,15;95,46;95,72;51,70;734,24;758,84;398,01;608,40;4638,97
F06D;5;567,33;0,00;338,21;37,68;32,66;0,00;129,84;22,65;86,00;134,72;1349,09
F06D;7;148,20;0,00;182,03;12,16;4,16;43,76;89,60;210,20;71,88;128,36;890,35
F06D;8;3,60;0,00;3,97;0,16;0,01;0,10;1,33;0,60;1,11;2,46;13,34
F06D;9;66,62;0,00;93,77;0,51;0,01;1,75;8,28;5,83;35,38;39,10;251,25
F06D;10;38,48;0,00;184,67;4,86;257,00;0,00;167,22;33,75;31,09;75,38;792,45
F06D;11;106,62;3,15;189,58;3,66;0,00;0,00;11,30;10,21;29,40;71,41;425,33
F06E;1;547,95;1031,01;110,14;95,25;36,82;0,00;83,74;4,10;312,64;829,95;3051,60
F06E;2;639,08;1613,48;35,02;141,96;95,62;0,00;291,76;5,11;317,13;717,57;3856,73
F06E;4;933,64;0,00;994,99;70,49;248,04;43,91;682,50;1093,84;375,76;576,08;5019,25
F06E;5;533,29;0,00;340,60;36,32;65,57;0,00;128,14;39,11;76,79;137,77;1357,59
F06E;7;93,63;0,00;109,57;3,61;3,29;30,09;27,80;178,23;44,51;73,88;564,61
F06E;8;3,81;0,00;4,61;0,16;0,00;0,00;1,44;0,67;1,65;2,73;15,07
F06E;9;67,49;0,00;87,98;0,65;1,26;2,05;10,49;8,17;35,64;41,07;254,80
F06E;10;30,50;0,00;148,01;3,60;214,40;0,00;141,38;76,85;23,65;68,14;706,53
F06E;11;69,14;1,11;164,48;1,68;0,00;0,00;7,65;14,51;19,63;61,96;340,16
F06F;1;478,46;1023,01;63,55;92,89;26,29;0,00;99,41;2,66;290,09;778,28;2854,64
F06F;2;367,78;893,17;20,61;76,48;39,41;0,00;162,63;3,98;180,57;402,05;2146,68
F06F;4;944,60;0,00;908,61;91,39;91,12;24,46;760,70;911,32;397,72;616,35;4746,27
F06F;5;536,57;0,00;331,05;39,23;23,79;0,00;140,76;18,25;82,88;133,99;1306,52
F06F;7;18,39;0,00;23,30;1,80;0,01;1,40;11,69;17,74;8,58;15,31;98,22
F06F;8;0,78;0,00;0,90;0,03;0,00;0,00;0,29;0,11;0,31;0,58;3,00
F06F;9;49,92;0,00;65,54;0,48;0,00;0,03;7,44;2,36;27,22;31,55;184,54
F06F;10;29,30;0,00;143,82;5,30;138,56;0,00;137,79;24,54;21,78;64,34;565,43
F06F;11;58,32;0,45;121,31;0,66;0,01;0,00;6,13;9,32;17,68;45,46;259,34
F07A;1;544,69;1066,23;73,60;95,97;66,95;0,00;116,20;4,96;318,51;819,55;3106,66
F07A;2;605,77;1372,33;35,87;130,10;282,31;0,77;262,81;4,66;282,64;612,88;3590,14
F07A;4;1156,44;0,00;1033,22;95,31;168,79;1189,14;732,34;1062,73;453,99;727,29;6619,25
F07A;5;619,50;0,00;382,49;60,97;66,88;0,00;163,19;39,91;90,67;161,02;1584,63
F07A;7;34,83;0,00;36,44;2,49;1,23;30,98;15,63;38,00;17,74;29,51;206,85
F07A;8;1,12;0,00;1,34;0,05;0,00;0,00;0,58;0,13;0,53;0,90;4,65
F07A;9;76,78;0,00;101,83;0,82;0,04;1,85;11,91;11,66;42,79;54,18;301,86
F07A;10;45,21;0,00;197,83;8,28;368,44;0,00;175,70;33,92;33,23;94,99;957,60
F07A;11;74,97;0,50;152,68;0,92;0,18;0,00;7,42;7,06;21,49;55,77;320,99
F07B;1;615,77;1114,10;85,87;84,46;36,28;0,00;141,12;9,54;317,76;851,15;3256,05
F07B;2;491,06;999,50;23,95;98,14;39,99;2,40;187,52;19,73;213,47;452,13;2527,89
F07B;4;1021,72;0,00;885,57;72,80;79,48;118,38;613,41;1165,42;393,28;543,87;4893,93
F07B;5;500,54;0,00;335,99;51,35;24,93;0,00;135,41;63,64;81,70;135,40;1328,96
F07B;7;54,06;0,00;46,15;2,30;0,04;32,43;32,22;41,23;25,31;35,52;269,26
F07B;8;0,44;0,00;0,57;0,02;0,00;0,00;0,20;0,00;0,28;0,79;2,30
F07B;9;54,24;0,00;77,80;0,55;0,44;0,00;9,51;4,18;32,61;36,78;216,11
F07B;10;30,47;0,00;133,54;5,32;130,59;0,00;118,94;35,81;23,87;57,41;535,95
F07B;11;70,21;0,67;109,58;1,27;0,00;0,00;6,06;6,20;18,08;41,78;253,85
F08A;1;973,73;1903,87;140,05;164,80;107,39;0,00;195,80;41,56;520,87;1408,11;5456,18
F08A;2;945,06;2119,93;47,37;254,66;355,46;0,00;389,17;13,13;395,78;946,73;5467,29
F08A;4;1932,18;0,00;1345,41;69,86;155,43;843,23;748,14;479,31;628,99;940,95;7143,50
F08A;5;1082,74;0,00;671,57;65,83;71,52;0,00;237,52;15,79;143,63;287,29;2575,89
F08A;7;26,21;0,00;21,10;1,25;0,84;19,37;10,90;24,83;10,79;17,96;133,25
F08A;8;12,51;0,00;13,03;0,27;0,02;0,03;4,25;1,20;5,28;7,95;44,54
F08A;9;161,65;0,00;168,21;4,85;0,86;101,95;45,49;164,63;83,42;112,31;843,37
F08A;10;59,46;0,00;283,91;7,55;881,37;0,00;216,12;94,29;44,81;122,57;1710,08
F08A;11;114,87;4,07;239,37;2,94;2,82;0,00;14,69;28,20;28,63;93,43;529,02
F08B;1;799,43;1542,68;101,67;132,67;31,06;0,00;144,96;21,30;398,00;1218,71;4390,48
F08B;2;469,11;948,02;13,62;101,89;49,25;0,00;158,09;6,79;178,26;440,20;2365,23
F08B;4;1271,82;0,00;863,11;32,34;32,45;697,94;464,41;228,31;412,33;620,73;4623,44
F08B;5;696,72;0,00;431,00;35,31;7,94;0,00;137,97;3,14;93,29;177,87;1583,24
F08B;7;16,20;0,00;15,89;0,92;0,05;4,50;9,01;22,32;5,52;9,72;84,13
F08B;8;9,18;0,00;9,49;0,37;0,19;0,57;4,36;1,26;4,39;5,92;35,73
F08B;9;115,77;0,00;111,33;2,51;3,01;26,18;32,69;134,48;50,57;72,13;548,67
F08B;10;28,68;0,00;157,01;5,40;249,10;0,00;117,15;49,82;21,03;65,19;693,38
F08B;11;81,11;5,18;163,91;2,40;0,01;0,00;11,59;22,15;18,54;71,18;376,07
F08C;1;705,05;1325,30;85,51;119,92;20,26;0,00;127,97;13,32;344,17;1039,18;3780,68
F08C;2;230,63;451,88;11,70;49,25;27,98;0,00;76,04;1,97;94,55;235,74;1179,74
F08C;4;809,61;0,00;570,32;20,64;17,39;600,18;303,01;159,04;269,97;411,17;3161,33
F08C;5;480,96;0,00;294,27;24,21;2,85;0,00;91,09;0,35;58,14;126,22;1078,09
F08C;7;17,97;0,00;19,23;1,42;0,10;5,19;10,82;43,11;7,15;11,90;116,89
F08C;8;9,58;0,00;10,26;0,57;0,21;0,47;5,42;1,82;3,97;6,15;38,45
F08C;9;103,07;0,00;105,92;2,76;1,73;34,69;30,10;129,93;41,79;76,82;526,81
F08C;10;16,59;0,00;103,20;4,70;128,66;0,00;78,20;40,65;13,51;43,47;428,98
F08C;11;66,37;2,87;113,15;1,75;2,29;0,00;10,06;17,30;14,17;48,49;276,45
F08D;1;568,41;911,92;69,34;73,78;9,46;0,00;86,42;5,13;272,33;823,16;2819,95
F08D;2;151,03;310,13;6,85;35,12;5,09;0,00;52,51;2,58;64,84;148,16;776,31
F08D;4;920,21;0,00;610,06;27,51;13,73;542,39;335,78;153,60;298,23;430,91;3332,42
F08D;5;502,10;0,00;318,83;28,30;1,10;0,00;106,15;1,65;69,77;129,62;1157,52
F08D;7;6,88;0,00;6,76;0,51;0,00;1,45;2,71;5,20;2,41;4,30;30,22
F08D;8;2,72;0,00;2,53;0,16;0,01;0,09;1,34;0,28;1,34;1,57;10,04
F08D;9;65,73;0,00;60,27;1,16;0,94;12,78;17,76;93,36;27,06;38,90;317,96
F08D;10;12,74;0,00;74,71;2,53;66,26;0,00;59,58;17,05;10,87;31,16;274,90
F08D;11;68,17;2,33;95,25;2,42;0,00;0,00;8,30;6,44;12,11;41,60;236,62
F08E;1;476,13;745,14;54,76;61,62;4,86;0,00;71,20;5,42;225,54;695,16;2339,83
F08E;2;58,27;115,98;3,29;12,55;3,03;0,00;18,19;1,03;24,09;58,78;295,21
F08E;4;669,08;0,00;469,75;19,86;9,99;510,74;252,95;119,62;220,23;338,75;2610,97
F08E;5;386,33;0,00;244,87;20,20;0,28;0,00;77,53;0,33;51,68;100,57;881,79
F08E;7;3,86;0,00;3,68;0,13;1,38;2,77;1,88;6,44;1,24;2,07;23,45
F08E;8;1,65;0,00;1,52;0,05;0,00;0,00;0,49;0,31;0,82;0,90;5,74
F08E;9;57,52;0,00;53,53;0,98;0,95;37,99;15,42;81,21;23,75;35,45;306,80
F08E;10;8,13;0,00;49,78;1,95;22,04;0,00;40,07;13,37;6,94;20,98;163,26
F08E;11;44,25;1,92;66,59;1,29;0,00;0,00;6,52;4,71;8,81;30,16;164,25
F08F;1;385,72;586,00;40,79;51,28;5,85;0,00;57,32;5,00;187,00;586,59;1905,55
F08F;2;49,83;99,67;2,52;10,13;0,80;0,00;14,04;1,15;18,12;50,12;246,38
F08F;4;540,28;0,00;423,20;19,31;11,33;404,69;220,52;144,14;196,99;296,65;2257,11
F08F;5;354,48;0,00;225,39;17,06;1,84;0,00;66,09;0,49;46,15;93,38;804,88
F08F;7;4,84;0,00;4,69;0,31;0,00;6,13;3,93;9,27;1,65;2,92;33,74
F08F;8;0,87;0,00;0,82;0,02;0,00;0,00;0,38;0,07;0,43;0,54;3,13
F08F;9;40,61;0,00;38,42;1,38;0,19;15,68;17,78;67,29;18,20;24,98;224,53
F08F;10;6,34;0,00;39,67;1,40;14,59;0,00;29,92;14,99;5,23;16,94;129,08
F08F;11;43,20;0,82;52,10;1,01;0,00;0,00;6,17;2,82;7,83;25,23;139,18
F09A;1;629,78;1262,55;84,29;63,60;2,34;0,00;114,20;23,08;306,39;819,48;3305,71
F09A;2;653,12;927,01;25,65;81,08;7,92;0,00;156,43;8,43;188,38;434,25;2482,27
F09A;4;877,90;0,00;519,07;51,30;26,13;170,92;353,13;314,08;254,67;370,12;2937,32
F09A;5;380,50;0,00;307,22;40,21;2,30;0,00;126,10;15,63;65,80;125,28;1063,04
F09A;7;31,77;0,00;39,59;0,50;0,00;0,00;13,79;63,06;31,02;19,51;199,24
F09A;9;39,99;0,00;47,54;0,24;0,00;0,00;10,20;0,21;25,85;26,33;150,36
F09A;10;25,17;0,00;90,54;1,44;48,58;0,00;87,61;39,71;19,17;44,58;356,80
F09A;11;43,25;0,93;58,35;0,17;0,00;0,00;2,40;0,93;8,88;38,54;153,45
F09B;1;463,94;865,41;73,08;74,08;21,94;0,00;73,11;2,28;252,88;747,52;2574,24
F09B;2;606,32;1301,54;27,13;135,55;44,00;0,00;238,53;8,92;246,16;579,69;3187,84
F09B;4;228,76;0,00;195,32;26,97;3,43;137,11;130,30;174,01;110,97;163,38;1170,25
F09B;5;194,36;0,00;108,96;13,85;1,29;0,00;42,45;6,24;24,83;47,06;439,04
F09B;7;253,71;0,00;251,98;16,61;29,08;734,91;111,19;428,30;113,42;183,73;2122,93
F09B;8;6,15;0,00;6,03;0,18;0,09;0,00;1,49;0,38;2,47;3,70;20,49
F09B;9;61,58;0,00;70,26;0,91;2,17;8,46;16,81;81,09;29,10;43,17;313,55
F09B;10;26,34;0,00;132,57;4,79;80,73;0,00;113,10;49,38;18,67;55,79;481,37
F09B;11;104,49;2,94;136,33;2,85;0,00;0,00;12,63;11,86;23,50;67,71;362,31
F09C;1;377,43;637,63;42,75;57,97;1,76;0,00;62,57;3,07;217,61;576,61;1977,40
F09C;2;194,53;448,05;14,56;46,39;7,44;3,91;86,67;11,05;100,27;219,97;1132,84
F09C;4;333,13;0,00;261,93;25,52;6,84;116,50;183,17;205,63;138,24;219,91;1490,87
F09C;5;229,17;0,00;144,74;20,65;0,26;0,00;56,45;7,59;33,40;61,97;554,23
F09C;7;89,69;0,00;102,34;3,48;2,96;306,23;43,24;352,45;45,93;77,61;1023,93
F09C;8;2,05;0,00;1,84;0,04;0,00;0,00;0,80;0,07;0,54;1,15;6,49
F09C;9;41,67;0,00;53,18;0,60;0,01;0,00;9,56;76,42;22,33;30,93;234,70
F09C;10;20,15;0,00;84,27;2,47;9,89;0,00;74,81;46,46;12,41;38,22;288,68
