IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
H01B;8;46,66;0,00;48,19;1,67;0,12;7,35;21,04;35,25;22,14;34,30;216,72
H01B;9;70,67;0,00;73,34;0,87;0,54;5,22;15,24;47,00;35,65;47,56;296,09
H01B;10;102,39;0,00;232,65;4,06;96,92;0,00;176,16;116,19;42,68;121,62;892,67
H01B;11;73,72;3,20;171,25;3,26;0,31;0,00;9,43;10,25;25,28;63,65;360,35
H02A;1;818,07;1409,38;64,15;160,98;23,81;0,00;148,52;9,21;450,39;1217,16;4301,67
H02A;2;303,76;620,67;6,87;70,42;26,29;0,00;103,77;2,85;120,91;299,80;1555,34
H02A;4;974,16;0,00;631,61;19,62;11,90;18,55;319,43;288,95;347,44;453,25;3064,91
H02A;5;554,76;0,00;369,50;31,66;3,13;0,00;116,26;0,02;75,64;141,81;1292,78
H02A;7;2,74;0,00;3,65;0,16;0,00;0,00;1,23;0,11;1,78;2,68;12,35
H02A;8;105,65;0,00;102,01;4,14;0,42;8,94;47,89;75,41;54,74;68,25;467,45
H02A;9;86,54;0,00;85,18;1,13;0,29;1,65;16,39;57,98;33,86;57,12;340,14
H02A;10;58,69;0,00;179,99;2,77;86,98;0,00;142,91;91,93;27,58;81,61;672,46
H02A;11;92,52;2,63;211,33;5,25;0,77;0,00;10,96;13,02;25,87;73,89;436,24
H02B;1;847,03;1566,97;62,07;163,83;34,62;0,00;142,69;9,84;442,36;1156,50;4425,91
H02B;2;280,38;569,29;9,39;64,59;13,44;0,02;92,14;2,17;105,49;264,94;1401,85
H02B;4;973,50;0,00;683,93;20,28;10,26;8,77;302,11;173,81;336,10;493,28;3002,04
H02B;5;531,85;0,00;346,87;30,09;0,97;0,00;105,40;0,77;72,74;142,48;1231,17
H02B;7;1,85;0,00;1,27;0,07;0,00;0,25;0,27;0,43;0,50;0,94;5,58
H02B;8;83,36;0,00;102,54;3,00;1,07;10,85;41,48;77,99;43,94;67,79;432,02
H02B;9;61,20;0,00;60,08;0,73;0,74;1,04;14,74;43,76;29,40;39,56;251,25
H02B;10;36,04;0,00;142,01;1,57;45,87;0,00;109,17;66,89;22,03;64,11;487,69
H02B;11;92,81;1,30;154,98;2,31;0,00;0,00;9,65;7,92;18,72;64,80;352,49
H05Z;1;586,93;1015,34;50,12;118,06;21,24;0,00;101,69;8,25;299,42;874,99;3076,04
H05Z;2;174,37;343,58;5,07;39,05;18,19;0,00;55,81;1,78;64,08;163,85;865,78
H05Z;4;547,44;0,00;371,45;13,36;11,04;10,55;195,25;129,06;197,28;270,66;1746,09
H05Z;5;358,87;0,00;231,50;20,81;1,95;0,00;74,68;1,06;47,90;92,76;829,53
H05Z;7;1,13;0,00;1,32;0,06;0,00;0,10;0,66;1,03;0,73;0,99;6,02
H05Z;8;74,16;0,00;76,25;2,69;0,55;16,36;34,18;67,98;34,92;51,01;358,10
H05Z;9;68,35;0,00;69,29;0,87;0,79;1,89;16,44;57,31;33,05;44,19;292,18
H05Z;10;32,81;0,00;113,52;2,73;46,77;0,00;88,88;58,47;20,06;54,06;417,30
H05Z;11;66,98;2,02;109,72;2,02;0,06;0,00;8,04;6,55;17,36;48,52;261,27
H06A;1;513,83;950,80;42,83;112,01;55,69;0,00;93,71;20,82;285,37;804,05;2879,11
H06A;2;190,88;371,40;9,07;39,59;17,91;0,00;61,88;3,01;76,19;182,68;952,61
H06A;4;443,48;0,00;312,30;10,48;15,27;8,31;166,30;163,00;165,53;231,46;1516,13
H06A;5;288,48;0,00;188,37;16,56;0,62;0,00;61,53;0,93;40,77;79,44;676,70
H06A;7;1,67;0,00;2,19;0,08;0,00;0,11;0,91;4,06;1,01;1,23;11,26
H06A;8;38,58;0,00;38,47;1,59;0,68;5,42;16,54;31,92;19,09;32,83;185,12
H06A;9;221,31;0,00;196,10;2,22;32,82;257,76;42,21;372,03;77,56;132,28;1334,29
H06A;10;38,48;0,00;123,66;3,67;86,88;0,00;88,85;56,19;18,43;59,16;475,32
H06A;11;60,91;1,88;91,80;2,10;0,00;0,00;7,70;9,57;17,39;44,70;236,05
H06B;1;195,30;331,29;27,18;40,51;47,98;0,00;37,75;5,99;104,64;345,37;1136,01
H06B;2;4,55;11,81;0,81;1,56;0,05;0,00;1,68;0,00;1,76;5,86;28,08
H06B;4;2,19;0,00;1,14;0,13;0,00;0,00;1,50;0,00;0,83;1,46;7,25
H06B;5;11,72;0,00;6,72;0,84;0,00;0,00;2,51;0,00;1,37;2,55;25,71
H06B;7;6,80;0,00;8,55;0,57;0,00;0,00;5,99;9,75;2,32;2,86;36,84
H06B;8;12,15;0,00;11,68;0,41;0,04;0,98;5,34;10,23;5,00;10,12;55,95
H06B;9;303,84;0,00;340,93;29,45;64,67;122,53;225,34;756,42;139,94;202,17;2185,29
H06B;10;6,75;0,00;27,47;0,45;6,38;0,00;20,88;18,10;4,08;10,59;94,70
H06B;11;18,04;0,62;17,02;0,85;0,00;0,12;2,98;1,24;3,83;9,96;54,66
H06C;1;217,79;343,29;19,23;51,41;133,76;0,00;33,63;5,45;115,51;348,38;1268,45
H06C;2;4,96;10,02;0,28;1,22;0,05;0,00;1,58;0,01;1,83;4,75;24,70
H06C;4;14,81;0,00;12,27;0,41;0,02;1,12;6,52;5,70;5,85;7,18;53,88
H06C;5;12,22;0,00;8,01;0,59;0,04;0,00;2,39;0,11;1,60;3,28;28,24
H06C;7;1,04;0,00;0,96;0,05;0,00;0,29;0,31;0,97;0,33;0,66;4,61
H06C;8;12,44;0,00;12,09;0,44;0,16;1,51;4,94;11,37;5,58;9,25;57,78
H06C;9;215,99;0,00;216,67;8,45;59,36;48,07;160,35;680,09;92,93;158,38;1640,29
H06C;10;5,55;0,00;23,84;0,89;7,94;0,00;20,40;16,83;3,67;10,46;89,58
H06C;11;22,18;0,58;20,37;1,18;0,00;1,51;2,92;3,43;3,95;10,55;66,67
H07A;1;574,15;1011,72;54,45;117,47;16,66;0,00;101,97;10,91;309,04;881,05;3077,42
H07A;2;251,75;499,72;7,61;55,11;7,22;0,01;82,97;1,47;96,44;243,52;1245,82
H07A;4;688,11;0,00;450,13;15,87;30,01;13,99;254,21;250,09;237,12;329,69;2269,22
H07A;5;424,09;0,00;274,58;23,52;0,92;0,00;89,83;1,38;57,61;106,37;978,30
H07A;7;1,44;0,00;1,04;0,03;0,00;0,00;0,22;0,23;0,41;0,58;3,95
H07A;8;63,04;0,00;66,47;1,94;1,87;9,69;24,24;60,32;26,32;43,02;296,91
H07A;9;50,18;0,00;52,18;1,01;1,09;1,28;13,07;31,87;24,87;34,38;209,93
H07A;10;58,18;0,00;144,24;3,96;36,39;0,00;109,05;74,25;26,99;74,48;527,54
H07A;11;66,76;3,50;125,82;2,19;0,02;0,00;9,15;7,72;19,45;49,00;283,61
H07B;1;424,95;673,97;36,39;63,59;14,49;0,00;65,66;4,29;200,69;622,69;2106,72
H07B;2;84,88;177,16;4,31;20,81;11,60;0,00;27,32;0,56;35,57;88,61;450,82
H07B;4;417,28;0,00;309,11;9,53;19,81;9,32;158,42;117,51;169,94;215,60;1426,52
H07B;5;266,98;0,00;181,31;13,17;0,74;0,00;51,31;0,23;35,84;69,98;619,56
H07B;7;0,89;0,00;1,12;0,07;0,00;0,39;0,77;0,73;0,35;0,70;5,02
H07B;8;31,37;0,00;32,11;1,12;0,08;2,79;13,96;24,89;14,21;20,87;141,40
H07B;9;29,95;0,00;31,68;0,31;0,06;0,00;6,10;20,39;12,89;20,15;121,53
H07B;10;14,76;0,00;70,28;2,46;16,66;0,00;55,96;43,61;10,13;30,17;244,03
H07B;11;51,63;3,48;76,68;1,85;0,00;0,00;7,44;3,30;11,50;37,32;193,20
H08A;1;465,08;668,04;36,03;59,55;9,48;0,00;59,09;2,56;216,94;677,38;2194,15
H08A;2;60,22;113,93;1,96;12,35;0,90;0,00;16,50;0,07;21,28;59,55;286,76
H08A;4;302,73;0,00;238,80;7,21;1,13;10,51;133,21;150,19;134,67;176,85;1155,30
H08A;5;220,14;0,00;147,56;10,97;1,37;0,00;40,95;0,77;27,92;60,27;509,95
H08A;7;0,04;0,00;0,02;0,00;0,00;0,00;0,06;0,00;0,01;0,02;0,15
H08A;8;109,97;0,00;110,38;3,76;0,47;12,26;48,27;122,22;47,43;73,47;528,23
H08A;9;31,44;0,00;37,13;0,54;0,04;0,00;6,31;30,77;12,95;22,91;142,09
H08A;10;13,75;0,00;68,96;3,01;6,21;0,00;49,47;56,01;8,26;28,06;233,73
H08A;11;66,21;3,21;65,21;1,80;0,05;0,00;7,82;0,82;12,86;36,08;194,06
H08B;1;213,53;303,73;18,75;24,60;1,02;0,00;29,17;1,31;98,65;305,54;996,30
H08B;2;3,36;6,55;0,16;0,63;0,08;0,00;0,93;0,03;1,24;3,39;16,37
H08B;4;243,56;0,00;197,71;6,74;0,89;2,54;104,18;139,41;111,13;138,91;945,07
H08B;5;187,80;0,00;123,96;9,66;0,49;0,00;33,52;0,46;23,20;48,04;427,13
H08B;7;0,04;0,00;0,04;0,00;0,00;0,00;0,02;0,01;0,01;0,03;0,15
H08B;8;8,78;0,00;9,03;0,35;0,02;0,08;3,69;5,98;3,93;5,38;37,24
H08B;9;5,82;0,00;6,04;0,07;0,03;0,00;1,06;3,85;2,38;3,84;23,09
H08B;10;4,86;0,00;24,83;1,03;0,28;0,00;19,02;28,47;3,27;10,30;92,06
H08B;11;26,58;2,26;28,38;0,76;0,00;0,00;3,45;0,72;5,21;14,96;82,32
H09A;1;759,31;1420,55;74,64;175,49;53,88;0,00;136,83;24,34;407,83;1198,18;4251,05
H09A;2;436,60;890,43;15,72;105,65;41,07;0,01;151,91;3,75;178,33;434,62;2258,09
H09A;4;720,48;0,00;496,26;16,75;37,31;20,95;275,52;260,74;242,53;351,51;2422,05
H09A;5;450,70;0,00;293,24;25,75;1,98;0,00;93,52;0,31;64,84;115,66;1046,00
H09A;7;1,82;0,00;1,67;0,06;0,03;0,75;0,92;0,61;0,81;1,16;7,83
H09A;8;65,92;0,00;72,63;2,53;0,41;16,66;30,66;59,28;31,02;49,44;328,55
H09A;9;133,63;0,00;135,41;2,97;8,59;323,99;37,28;167,49;64,50;93,77;967,63
H09A;10;58,19;0,00;177,26;4,89;138,92;0,00;137,57;115,30;28,68;89,52;750,33
H09A;11;88,05;3,37;160,09;4,00;1,40;0,12;12,93;21,56;23,01;66,04;380,57
H09B;1;509,25;907,40;51,67;111,11;18,86;0,00;97,76;5,44;281,64;785,34;2768,47
H09B;2;162,86;332,12;6,39;38,08;3,50;0,00;56,73;2,20;73,03;172,81;847,72
H09B;4;671,22;0,00;464,06;15,44;49,38;9,90;240,16;383,00;245,75;335,75;2414,66
H09B;5;431,56;0,00;284,36;24,78;0,93;0,00;94,29;0,86;61,41;107,47;1005,66
H09B;7;0,14;0,00;0,04;0,00;0,00;0,00;0,02;0,00;0,01;0,04;0,25
H09B;8;14,04;0,00;14,88;0,56;0,03;2,82;6,62;11,96;7,46;10,66;69,03
H09B;9;42,98;0,00;44,71;1,08;0,85;19,22;9,44;88,28;22,49;28,93;257,98
H09B;10;59,48;0,00;132,97;1,73;28,60;0,00;99,09;64,27;24,14;70,84;481,12
H09B;11;53,20;1,16;117,03;2,10;0,00;0,00;7,94;7,56;20,02;45,58;254,59
H09C;1;403,39;615,25;33,84;75,29;18,33;0,00;61,53;3,39;200,38;588,22;1999,62
H09C;2;82,78;183,30;3,46;19,45;7,60;0,00;27,80;3,16;36,02;88,71;452,28
H09C;4;379,85;0,00;277,45;9,27;24,09;9,23;148,92;174,68;154,64;195,23;1373,36
H09C;5;267,63;0,00;180,27;14,46;1,52;0,00;52,15;0,80;34,75;68,95;620,53
H09C;7;0,14;0,00;0,04;0,00;0,00;0,00;0,01;0,00;0,01;0,04;0,24
H09C;8;33,51;0,00;26,95;0,92;0,10;64,41;10,94;43,68;15,37;22,47;218,35
H09C;9;58,89;0,00;66,18;2,01;0,74;303,49;25,76;113,02;30,20;44,91;645,20
H09C;10;28,28;0,00;76,39;1,74;15,32;0,00;56,60;47,23;11,98;37,58;275,12
H09C;11;42,75;3,56;47,78;1,33;0,00;0,00;5,86;6,75;8,27;23,27;139,57
H12A;1;898,76;1651,77;74,74;208,57;135,34;0,00;154,78;15,07;462,21;1338,59;4939,83
H12A;2;235,47;479,34;9,64;57,12;29,98;0,00;80,92;2,76;93,64;245,84;1234,71
H12A;4;226,18;0,00;176,93;5,34;6,14;9,83;86,13;65,80;86,87;120,78;784,00
H12A;5;162,27;0,00;105,97;9,03;0,55;0,00;32,27;1,29;21,16;42,59;375,13
H12A;7;1,53;0,00;1,24;0,06;0,00;0,08;0,65;0,39;0,49;0,96;5,40
H12A;8;112,08;0,00;115,25;3,99;1,15;26,43;46,50;97,67;52,49;79,55;535,11
H12A;9;122,49;0,00;121,65;1,80;2,71;9,32;31,36;92,02;54,31;80,64;516,30
H12A;10;46,60;0,00;172,08;3,34;90,58;0,00;131,46;80,63;24,59;72,53;621,81
H12A;11;135,02;9,57;174,58;7,12;0,46;0,10;17,16;10,58;27,41;81,72;463,72
H12B;1;425,93;650,40;35,86;73,54;32,66;0,00;60,46;8,14;218,61;631,80;2137,40
H12B;2;25,73;52,44;1,79;5,34;2,67;0,00;7,39;0,09;11,09;28,97;135,51
H12B;4;127,52;0,00;101,47;3,33;1,59;5,10;59,05;68,85;53,54;72,71;493,16
H12B;5;97,69;0,00;64,80;5,64;0,33;0,00;19,91;0,12;13,04;25,71;227,24
H12B;7;0,40;0,00;0,29;0,00;0,00;0,00;0,07;0,34;0,07;0,12;1,29
H12B;8;58,66;0,00;56,56;1,93;0,30;3,62;22,52;32,35;24,56;41,08;241,58
H12B;9;62,96;0,00;62,52;0,88;2,02;4,53;17,36;53,44;27,16;40,61;271,48
H12B;10;21,81;0,00;71,85;2,12;10,57;0,00;55,86;45,04;10,51;33,09;250,85
H12B;11;65,56;2,91;67,95;4,36;0,01;0,05;9,61;3,14;14,14;37,44;205,17
H15Z;1;942,08;1539,71;75,19;209,15;41,40;0,00;122,47;32,99;542,43;1557,28;5062,70
H15Z;2;3,51;7,21;0,00;0,77;0,00;0,00;0,88;0,00;0,88;3,32;16,57
H15Z;4;9,72;0,00;13,55;0,65;0,00;1,25;5,55;7,06;7,60;11,88;57,26
H15Z;5;7,98;0,00;5,49;0,36;0,00;0,00;1,67;0,00;0,89;2,16;18,55
H15Z;8;33,65;0,00;39,79;1,26;0,11;31,71;14,97;33,51;22,86;30,03;207,89
H15Z;9;681,74;0,00;1213,44;10,72;0,30;4,70;143,19;390,14;597,81;631,21;3673,25
H15Z;10;17,30;0,00;64,87;2,71;23,38;0,00;61,57;20,49;9,67;29,74;229,73
H15Z;11;55,56;3,31;129,93;1,89;0,01;0,00;7,52;7,38;16,88;47,83;270,31
H16Z;1;269,95;416,22;47,86;34,26;56,40;0,00;30,97;14,28;146,95;433,79;1450,68
H16Z;2;3,79;5,44;0,07;0,42;0,04;0,00;0,92;0,00;0,72;2,66;14,06
H16Z;4;1,09;0,00;1,32;0,01;0,00;0,20;0,85;0,80;0,65;0,67;5,59
H16Z;5;6,00;0,00;4,37;0,35;0,00;0,00;1,55;0,00;0,76;2,57;15,60
H16Z;8;9,33;0,00;9,68;0,30;0,13;4,19;2,90;9,53;4,55;6,59;47,20
H16Z;9;240,00;0,00;333,06;17,93;32,71;5,59;98,31;290,98;179,72;203,58;1401,88
H16Z;10;6,58;0,00;23,15;0,45;6,40;0,00;17,78;36,62;3,87;10,01;104,86
H16Z;11;21,16;0,42;15,73;0,35;0,00;0,00;1,41;3,46;5,33;10,03;57,89
H33Z;1;1104,69;1919,46;110,79;286,18;170,97;0,00;197,66;26,26;590,57;1620,36;6026,94
H33Z;2;1015,51;2007,35;33,21;237,42;159,77;0,00;349,51;18,34;391,80;1003,22;5216,13
H33Z;4;1987,24;0,00;1363,78;46,58;96,36;28,75;689,09;686,15;655,07;917,84;6470,86
H33Z;5;1100,52;0,00;724,36;64,31;5,50;0,00;234,54;6,82;143,34;294,81;2574,20
H33Z;7;1,72;0,00;1,32;0,03;0,00;0,00;0,62;12,63;0,55;0,86;17,73
H33Z;8;78,29;0,00;84,73;3,08;0,39;8,22;32,21;59,18;38,98;60,54;365,62
H33Z;9;163,91;0,00;172,74;2,91;1,63;27,60;42,55;108,68;77,95;116,71;714,68
H33Z;10;156,48;0,00;375,65;11,43;446,20;0,00;309,38;229,26;67,13;210,57;1806,10
H33Z;11;110,41;11,18;246,05;6,00;0,28;0,00;23,66;52,60;42,36;104,53;597,07
H36A;1;571,90;1118,35;57,19;167,61;79,74;0,00;103,86;40,10;281,27;815,12;3235,14
H36A;2;5677,70;11038,86;130,12;1229,47;1215,72;1,07;2078,61;119,96;1775,06;4593,47;27860,04
H36A;4;1359,15;0,00;972,86;31,94;54,03;75,77;560,35;388,93;407,66;685,32;4536,01
H36A;5;784,13;0,00;507,82;49,97;43,48;0,00;171,04;2,41;99,07;226,08;1884,00
H36A;7;14,55;0,00;11,35;0,87;0,00;1,08;7,52;198,06;5,92;13,47;252,82
H36A;8;161,46;0,00;165,39;6,53;0,38;16,06;68,67;120,79;78,17;125,28;742,73
H36A;9;316,41;0,00;310,27;5,27;4,30;33,38;69,09;141,69;164,42;216,21;1261,04
H36A;10;178,01;0,00;653,41;23,41;907,60;0,00;584,68;352,46;109,69;318,61;3127,87
H36A;11;167,77;7,78;465,84;9,45;3,55;0,00;36,76;73,92;55,85;182,02;1002,94
H36B;1;518,64;1090,30;37,54;136,80;101,34;0,00;91,28;26,74;252,47;752,63;3007,74
H36B;2;3513,20;6734,61;100,08;849,54;503,85;0,04;1239,11;43,22;1150,85;2969,10;17103,60
H36B;4;611,41;0,00;422,89;16,63;16,75;20,15;236,01;165,12;213,83;299,07;2001,86
H36B;5;357,54;0,00;225,56;20,34;10,38;0,00;76,97;3,34;46,45;97,81;838,39
H36B;7;13,04;0,00;11,52;0,62;0,00;3,32;4,45;28,18;5,69;10,07;76,89
H36B;8;108,91;0,00;119,12;4,13;3,19;7,53;56,16;68,01;53,06;80,84;500,95
H36B;9;184,57;0,00;199,19;3,99;0,91;69,87;53,49;131,69;91,72;131,46;866,89
H36B;10;104,75;0,00;429,44;19,23;530,43;0,00;396,55;252,73;63,06;199,45;1995,64
H36B;11;105,35;7,36;295,50;4,87;2,04;0,00;21,58;46,26;32,34;127,58;642,88
H38Z;1;822,62;1340,12;115,29;187,92;181,74;0,00;124,79;18,93;372,28;1244,95;4408,64
H38Z;2;971,87;2060,65;29,25;237,72;415,07;0,00;376,28;8,48;371,17;1001,67;5472,16
H38Z;4;1556,02;0,00;1088,24;34,23;172,83;29,21;624,56;481,08;454,87;699,70;5140,74
H38Z;5;795,56;0,00;541,47;49,05;22,55;0,00;165,26;0,00;98,42;239,25;1911,56
H38Z;7;8,04;0,00;6,63;0,22;0,00;0,00;2,24;1,82;3,13;5,13;27,21
H38Z;8;60,83;0,00;69,11;2,49;0,23;3,50;22,99;64,17;27,55;44,46;295,33
H38Z;9;166,10;0,00;181,64;13,55;2,55;132,95;64,59;229,68;93,22;117,74;1002,02
H38Z;10;111,75;0,00;322,37;16,25;926,18;0,00;248,99;258,16;55,26;165,04;2104,00
H38Z;11;87,07;5,39;166,42;4,69;0,00;0,00;20,63;65,76;29,31;76,31;455,58
H40A;1;506,18;916,73;40,16;110,01;76,99;0,00;78,65;5,87;247,61;772,29;2754,49
H40A;2;455,69;890,32;14,69;105,46;106,59;0,00;156,95;3,53;170,62;442,07;2345,92
H40A;4;2,01;0,00;1,54;0,01;0,00;2,93;0,60;0,42;1,01;1,30;9,82
H40A;5;3,07;0,00;1,22;0,10;0,00;0,00;0,48;0,00;0,36;0,66;5,89
H40A;7;2,30;0,00;3,33;0,52;0,00;0,00;3,26;5,04;0,33;1,32;16,10
H40A;8;155,66;0,00;169,61;6,48;1,19;0,39;70,54;72,03;69,59;118,07;663,56
H40A;9;49,58;0,00;46,12;0,77;3,50;0,00;8,88;39,68;16,99;30,35;195,87
H40A;10;25,49;0,00;137,39;8,02;364,54;0,00;112,31;79,27;18,01;62,48;807,51
H40A;11;75,02;1,86;104,37;2,86;0,00;0,00;9,45;6,26;13,97;49,85;263,64
H40B;1;300,76;467,52;22,07;54,50;22,10;0,00;39,01;2,96;144,96;444,56;1498,44
H40B;2;197,33;383,23;8,72;43,47;30,04;0,00;62,13;0,80;78,37;199,37;1003,46
H40B;4;1,95;0,00;1,43;0,07;0,00;0,18;0,99;0,32;0,80;1,36;7,10
H40B;5;1,87;0,00;1,23;0,15;0,00;0,00;0,33;0,00;0,22;0,56;4,36
H40B;7;0,76;0,00;0,34;0,02;0,00;0,05;0,15;0,61;0,33;0,35;2,61
H40B;8;124,21;0,00;136,56;5,25;1,26;3,21;56,92;62,01;62,53;91,69;543,64
H40B;9;14,58;0,00;15,69;0,33;0,03;0,00;4,02;14,94;6,31;9,83;65,73
H40B;10;13,17;0,00;77,29;3,35;194,28;0,00;59,77;50,12;11,12;31,91;441,01
H40B;11;54,94;2,41;61,69;2,28;0,22;0,00;7,15;3,06;10,89;32,37;175,01
H41A;1;804,37;1469,91;60,85;192,27;81,62;0,00;127,55;10,95;384,48;1175,47;4307,47
H41A;2;250,69;481,31;11,02;54,58;22,91;0,01;79,30;1,39;93,87;241,39;1236,47
H41A;4;55,80;0,00;44,57;1,49;2,23;9,65;24,20;17,40;23,66;32,71;211,71
H41A;5;52,77;0,00;34,63;3,07;0,11;0,00;10,32;0,09;6,47;14,06;121,52
H41A;7;3,87;0,00;3,67;0,17;0,03;1,14;1,31;9,68;1,50;2,53;23,90
H41A;8;250,24;0,00;271,54;10,05;4,02;79,55;119,58;261,61;115,04;183,44;1295,07
H41A;9;106,60;0,00;108,65;1,44;0,77;6,66;25,36;89,55;47,08;71,27;457,38
H41A;10;33,07;0,00;140,23;4,33;81,82;0,00;115,61;87,65;22,87;63,08;548,66
H41A;11;107,06;5,75;153,69;5,91;0,00;0,32;14,23;21,92;23,65;71,57;404,10
H41B;1;615,25;1026,27;59,76;144,89;84,88;0,00;97,87;15,39;301,34;946,27;3291,92
H41B;2;29,53;59,35;3,27;6,92;0,31;0,00;6,75;0,18;10,90;30,11;147,32
H41B;4;7,52;0,00;6,30;0,51;0,00;0,91;5,97;2,89;4,20;6,38;34,68
H41B;5;33,92;0,00;22,34;2,68;0,00;0,00;7,71;0,01;4,41;11,00;82,07
H41B;7;0,23;0,00;0,16;0,01;0,00;0,00;0,18;0,00;0,13;0,17;0,88
H41B;8;357,22;0,00;362,20;12,10;15,95;245,00;141,35;462,98;159,08;260,75;2016,63
H41B;9;124,67;0,00;118,79;2,06;4,31;22,78;43,64;166,44;64,91;83,84;631,44
H41B;10;24,01;0,00;85,81;4,10;15,89;0,00;65,84;37,71;11,75;39,44;284,55
H41B;11;65,01;0,74;72,89;2,76;0,00;0,00;7,91;2,93;14,77;37,15;204,16
H41C;1;469,79;758,57;36,81;102,26;27,19;0,00;69,07;9,31;231,30;701,90;2406,20
H41C;2;41,37;79,65;2,80;9,20;2,13;0,00;12,61;0,09;15,98;42,89;206,72
H41C;4;3,95;0,00;4,01;0,16;0,06;0,93;2,17;1,06;2,10;2,79;17,23
H41C;5;22,38;0,00;14,92;1,69;0,02;0,00;5,24;0,05;3,07;6,45;53,82
H41C;7;0,53;0,00;0,44;0,02;0,00;0,05;0,25;0,19;0,21;0,31;2,00
H41C;8;191,80;0,00;206,53;7,68;2,28;56,40;81,79;248,89;88,46;136,72;1020,55
H41C;9;77,28;0,00;74,65;1,60;0,67;6,03;26,50;121,53;38,54;52,71;399,51
H41C;10;16,52;0,00;70,04;2,11;19,73;0,00;60,19;45,91;10,75;31,51;256,76
H41C;11;75,74;3,54;73,31;3,33;0,22;0,18;9,81;5,47;17,05;43,83;232,48
H41D;1;265,08;381,34;22,22;44,26;5,91;0,00;32,77;2,84;131,19;402,07;1287,68
H41D;2;9,91;19,06;0,65;2,04;0,27;0,00;2,87;0,03;3,89;10,74;49,46
H41D;4;0,71;0,00;0,68;0,02;0,00;0,33;0,40;0,17;0,41;0,50;3,22
H41D;5;3,00;0,00;2,16;0,19;0,00;0,00;0,70;0,00;0,35;0,87;7,27
H41D;6;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
H41D;7;0,32;0,00;0,22;0,01;0,00;0,01;0,10;0,21;0,09;0,19;1,15
H41D;8;155,16;0,00;162,48;5,97;0,88;27,40;67,34;189,34;70,65;106,64;785,86
H41D;9;30,26;0,00;33,20;0,37;0,24;0,27;5,97;24,01;12,78;21,12;128,22
H41D;10;8,29;0,00;40,76;1,37;1,92;0,00;32,84;26,42;5,60;17,42;134,62
H41D;11;48,94;2,74;45,25;2,00;0,04;0,25;6,18;1,02;9,70;26,21;142,33
H44Z;1;836,27;1683,17;86,78;116,38;68,85;0,00;112,29;19,34;330,45;1392,55;4646,08
H44Z;2;18,39;35,11;1,67;2,61;0,00;0,00;3,45;0,71;5,90;17,42;85,26
H44Z;4;0,44;0,00;0,43;0,01;0,00;0,29;0,27;0,00;0,23;0,34;2,01
H44Z;5;0,94;0,00;0,54;0,04;0,00;0,00;0,16;0,00;0,08;0,21;1,97
H44Z;7;1,79;0,00;0,92;0,02;0,00;0,00;0,21;0,23;0,20;0,63;4,00
H44Z;8;41,36;0,00;31,44;1,29;0,00;1,16;14,56;27,51;15,34;25,74;158,40
H44Z;9;32,33;0,00;46,69;0,23;0,14;0,00;4,83;25,04;12,25;32,91;154,42
H44Z;10;7,33;0,00;42,15;2,54;16,18;0,00;36,14;94,54;5,20;20,18;224,26
H44Z;11;78,32;6,93;544,55;1,47;0,15;0,00;11,22;55,20;30,58;203,91;932,33
H60Z;1;606,24;1198,33;45,41;142,42;85,58;0,00;102,36;11,19;286,32;922,71;3400,56
H60Z;2;177,33;350,53;6,67;39,24;26,26;0,01;56,02;1,99;67,13;172,39;897,57
H60Z;4;1,35;0,00;1,55;0,05;0,01;0,16;0,55;0,98;0,70;0,89;6,24
H60Z;5;2,10;0,00;1,38;0,11;0,00;0,00;0,47;0,00;0,35;0,54;4,95
H60Z;7;0,76;0,00;0,48;0,02;0,00;0,13;0,29;0,89;0,22;0,46;3,25
H60Z;8;60,01;0,00;62,55;2,21;0,14;0,08;25,80;13,72;26,80;41,63;232,94
H60Z;9;39,03;0,00;42,97;0,56;0,11;1,07;7,75;25,59;18,45;26,87;162,40
H60Z;10;22,95;0,00;118,36;4,30;108,35;0,00;98,58;76,33;16,78;50,72;496,37
H60Z;11;89,32;3,33;118,35;3,12;0,22;0,00;11,69;11,95;19,42;57,71;315,11
H61A;1;559,99;1104,86;49,27;144,17;71,23;0,00;92,24;6,90;269,14;807,73;3105,53
H61A;2;25,24;49,83;1,58;5,80;1,82;0,00;7,53;0,00;10,29;25,98;128,07
H61A;4;7,76;0,00;7,36;0,28;0,31;3,24;4,00;1,90;3,93;5,48;34,26
H61A;5;4,97;0,00;3,60;0,27;0,01;0,00;0,96;0,00;0,56;1,31;11,68
H61A;7;0,86;0,00;0,97;0,04;0,00;0,05;0,45;0,33;0,43;0,72;3,85
H61A;8;43,71;0,00;43,15;1,62;0,55;6,80;17,29;22,43;19,77;29,84;185,16
H61A;9;61,99;0,00;64,46;0,77;0,33;0,98;12,84;38,41;26,14;41,91;247,83
H61A;10;18,10;0,00;69,66;2,28;52,14;0,00;57,20;52,89;11,23;30,38;293,88
H61A;11;71,64;4,71;111,08;3,30;0,16;0,25;8,36;13,66;16,48;48,56;278,20
H61B;1;220,90;605,96;29,06;100,70;31,08;0,00;71,42;0,97;96,74;248,00;1404,83
