IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
C03D;5-115;40;0,0846;41;0,0277
C03D;5-138.10;37;0,0782;38;0,0257
C03D;5-155.4;36;0,0761;36;0,0244
C03D;5-158.21;36;0,0761;36;0,0244
C03D;5-156.9;32;0,0677;33;0,0223
C03D;5-158.16;29;0,0613;29;0,0196
C03D;5-139.x;27;0,0571;28;0,0189
C03D;5-158.11;27;0,0571;27;0,0183
C03D;5-158.15;26;0,055;26;0,0176
C03D;5-154.0;23;0,0486;23;0,0156
C03D;5-155.1;17;0,0359;17;0,0115
C03D;5-133.0;15;0,0317;15;0,0101
C03D;5-139.10;14;0,0296;15;0,0101
C03D;5-142.1;13;0,0275;13;0,0088
C03D;5-139.0;12;0,0254;13;0,0088
C03D;5-146.xx;12;0,0254;12;0,0081
C03D;5-155.3;11;0,0233;11;0,0074
C03D;5-983;11;0,0233;11;0,0074
C03D;5-154.2;9;0,019;9;0,0061
C03D;5-139.11;7;0,0148;7;0,0047
C03D;5-145.25;7;0,0148;7;0,0047
C03D;5-155.0;6;0,0127;6;0,0041
C03D;5-145.2x;5;0,0106;5;0,0034
C03D;5-147.1;5;0,0106;5;0,0034
C03D;1-840.1;4;0,0085;4;0,0027
C03D;5-145.20;4;0,0085;4;0,0027
C03D;5-146.05;4;0,0085;4;0,0027
C03D;5-146.06;4;0,0085;4;0,0027
C03D;5-146.2x;4;0,0085;4;0,0027
C03D;5-158.25;4;0,0085;4;0,0027
C03D;5-158.26;4;0,0085;4;0,0027
C03D;8-020.0;4;0,0085;4;0,0027
C04B;5-125.0;56;0,5333;57;0,3295
C04B;5-125.10;45;0,4286;45;0,2601
C04B;5-124;38;0,3619;38;0,2197
C04B;1-220.0;7;0,0667;7;0,0405
C04B;5-984;6;0,0571;6;0,0347
C04B;5-986.x;6;0,0571;6;0,0347
C04B;5-123.20;5;0,0476;5;0,0289
C06Z;5-131.01;311;0,737;312;0,2225
C06Z;1-220.0;215;0,5095;281;0,2004
C06Z;5-115;173;0,41;174;0,1241
C06Z;5-139.0;171;0,4052;173;0,1234
C06Z;5-133.0;169;0,4005;169;0,1205
C06Z;5-131.60;81;0,1919;81;0,0578
C06Z;5-133.3;63;0,1493;79;0,0563
C06Z;5-984;22;0,0521;22;0,0157
C06Z;5-131.00;17;0,0403;17;0,0121
C06Z;8-020.0;16;0,0379;16;0,0114
C06Z;5-983;11;0,0261;11;0,0078
C06Z;5-132.2x;10;0,0237;10;0,0071
C06Z;5-986.x;8;0,019;8;0,0057
C06Z;5-139.12;6;0,0142;8;0,0057
C06Z;5-131.6x;6;0,0142;6;0,0043
C06Z;5-131.7;6;0,0142;6;0,0043
C06Z;5-144.3a;5;0,0118;5;0,0036
C06Z;5-156.9;5;0,0118;5;0,0036
C07B;1-220.0;72;0,7742;92;0,3983
C07B;5-132.20;46;0,4946;46;0,1991
C07B;5-984;22;0,2366;22;0,0952
C07B;5-132.2x;17;0,1828;17;0,0736
C07B;5-132.1;11;0,1183;11;0,0476
C07B;5-131.40;10;0,1075;10;0,0433
C07B;5-139.12;4;0,043;4;0,0173
C07B;8-020.0;4;0,043;4;0,0173
C08B;5-144.5a;287;0,5218;287;0,3037
C08B;5-144.3a;250;0,4545;250;0,2646
C08B;1-220.0;242;0,44;253;0,2677
C08B;5-984;54;0,0982;54;0,0571
C08B;5-986.x;53;0,0964;53;0,0561
C08B;5-156.9;8;0,0145;8;0,0085
C08B;5-144.3b;7;0,0127;7;0,0074
C08B;5-139.12;6;0,0109;7;0,0074
C08B;8-020.0;5;0,0091;5;0,0053
C15Z;5-159.4;28;0,3733;28;0,1152
C15Z;5-158.02;23;0,3067;23;0,0947
C15Z;5-159.0x;17;0,2267;17;0,07
C15Z;1-220.0;13;0,1733;15;0,0617
C15Z;5-159.00;13;0,1733;14;0,0576
C15Z;5-155.1;12;0,16;12;0,0494
C15Z;5-986.x;12;0,16;12;0,0494
C15Z;5-984;11;0,1467;11;0,0453
C15Z;5-158.00;9;0,12;9;0,037
C15Z;5-152.0;7;0,0933;7;0,0288
C15Z;5-158.01;7;0,0933;7;0,0288
C15Z;5-144.3a;6;0,08;6;0,0247
C15Z;5-144.5a;6;0,08;6;0,0247
C15Z;5-139.0;5;0,0667;5;0,0206
C15Z;5-115;4;0,0533;4;0,0165
C15Z;5-154.0;4;0,0533;4;0,0165
C15Z;5-155.3;4;0,0533;4;0,0165
C15Z;5-155.4;4;0,0533;4;0,0165
C15Z;5-156.9;4;0,0533;4;0,0165
C15Z;5-158.03;4;0,0533;4;0,0165
C20B;5-984;41;0,224;44;0,0998
C20B;5-122.4;39;0,2131;39;0,0884
C20B;1-220.0;36;0,1967;48;0,1088
C20B;5-986.x;34;0,1858;36;0,0816
C20B;5-144.3a;22;0,1202;22;0,0499
C20B;5-137.4;16;0,0874;16;0,0363
C20B;5-144.5a;15;0,082;15;0,034
C20B;5-115;13;0,071;13;0,0295
C20B;5-138.10;11;0,0601;11;0,0249
C20B;5-124;10;0,0546;10;0,0227
C20B;5-122.1;9;0,0492;9;0,0204
C20B;5-159.4;9;0,0492;9;0,0204
C20B;5-147.1;7;0,0383;8;0,0181
C20B;5-093.5;7;0,0383;7;0,0159
C20B;5-133.7;7;0,0383;7;0,0159
C20B;5-122.3;6;0,0328;6;0,0136
C20B;5-139.0;6;0,0328;6;0,0136
C20B;5-149.0;6;0,0328;6;0,0136
C20B;5-139.x;5;0,0273;5;0,0113
C20B;5-091.31;4;0,0219;6;0,0136
C20B;5-126.01;4;0,0219;4;0,0091
C20B;5-139.10;4;0,0219;4;0,0091
C20B;5-139.12;4;0,0219;4;0,0091
C20B;5-145.00;4;0,0219;4;0,0091
C20B;5-146.1e;4;0,0219;4;0,0091
C20B;5-146.2d;4;0,0219;4;0,0091
D06B;5-195.b2;18;0,1782;18;0,0612
D06B;5-270.6;17;0,1683;17;0,0578
D06B;5-185.0;15;0,1485;15;0,051
D06B;5-852.g0;15;0,1485;15;0,051
D06B;5-204.2;8;0,0792;8;0,0272
D06B;5-215.3;8;0,0792;8;0,0272
D06B;5-195.b0;7;0,0693;7;0,0238
D06B;5-270.5;7;0,0693;7;0,0238
D06B;8-506;7;0,0693;7;0,0238
D06B;5-185.2;6;0,0594;6;0,0204
D06B;5-195.a0;6;0,0594;6;0,0204
D06B;5-932.02;6;0,0594;6;0,0204
D06B;5-214.6;5;0,0495;5;0,017
D06B;5-215.1;5;0,0495;5;0,017
D06B;5-224.63;5;0,0495;5;0,017
D06B;5-225.5;5;0,0495;5;0,017
D06B;5-231.01;5;0,0495;5;0,017
D06B;1-612;4;0,0396;13;0,0442
D06B;1-611.0;4;0,0396;12;0,0408
D06B;5-203.a;4;0,0396;4;0,0136
D06B;5-209.1;4;0,0396;4;0,0136
D06B;5-930.01;4;0,0396;4;0,0136
D06C;5-215.3;716;0,4773;717;0,126
D06C;5-224.63;653;0,4353;655;0,1151
D06C;5-214.6;523;0,3487;524;0,0921
D06C;5-215.1;329;0,2193;329;0,0578
D06C;5-214.70;317;0,2113;317;0,0557
D06C;8-506;266;0,1773;267;0,0469
D06C;5-222.21;215;0,1433;215;0,0378
D06C;5-221.1;173;0,1153;174;0,0306
D06C;5-221.6;166;0,1107;166;0,0292
D06C;1-612;148;0,0987;548;0,0963
D06C;5-215.4;144;0,096;144;0,0253
D06C;5-224.3;133;0,0887;133;0,0234
D06C;1-611.0;122;0,0813;506;0,0889
D06C;5-984;97;0,0647;100;0,0176
D06C;5-222.0;93;0,062;93;0,0163
D06C;5-215.01;74;0,0493;74;0,013
D06C;5-224.4;48;0,032;48;0,0084
D06C;5-214.5;46;0,0307;46;0,0081
D06C;5-222.20;46;0,0307;46;0,0081
D06C;5-215.00;37;0,0247;37;0,0065
D06C;5-195.b0;36;0,024;36;0,0063
D06C;5-983;30;0,02;30;0,0053
D06C;5-223.5;27;0,018;27;0,0047
D06C;5-224.0;27;0,018;27;0,0047
D06C;5-204.2;23;0,0153;23;0,004
D06C;5-221.4;23;0,0153;23;0,004
D06C;8-930;21;0,014;21;0,0037
D06C;5-195.b1;17;0,0113;17;0,003
D06C;5-221.0;17;0,0113;17;0,003
D06C;5-229;15;0,01;15;0,0026
D06C;5-214.3;14;0,0093;14;0,0025
D06C;5-262.41;14;0,0093;14;0,0025
D06C;5-200.5;13;0,0087;13;0,0023
D06C;5-214.0;12;0,008;12;0,0021
D06C;5-215.5;11;0,0073;11;0,0019
D06C;5-262.40;11;0,0073;11;0,0019
D06C;5-224.62;10;0,0067;10;0,0018
D06C;5-215.x;9;0,006;9;0,0016
D06C;5-224.2;9;0,006;9;0,0016
D06C;5-215.2;8;0,0053;9;0,0016
D06C;5-222.4;8;0,0053;8;0,0014
D06C;5-224.6x;8;0,0053;8;0,0014
D06C;5-217.0;7;0,0047;7;0,0012
D06C;5-220.1;6;0,004;6;0,0011
D06C;5-285.0;6;0,004;6;0,0011
D06C;5-300.2;6;0,004;6;0,0011
D06C;5-985.6;6;0,004;6;0,0011
D06C;3-200;5;0,0033;6;0,0011
D06C;3-990;5;0,0033;6;0,0011
D06C;1-699.0;5;0,0033;5;0,0009
D06C;5-195.a0;5;0,0033;5;0,0009
D06C;5-210.1;5;0,0033;5;0,0009
D06C;5-218.10;5;0,0033;5;0,0009
D06C;5-221.7;5;0,0033;5;0,0009
D06C;5-261.4;5;0,0033;5;0,0009
D06C;5-852.g0;5;0,0033;5;0,0009
D06C;8-500;5;0,0033;5;0,0009
D06C;1-610.2;4;0,0027;4;0,0007
D06C;5-195.a1;4;0,0027;4;0,0007
D06C;5-211.40;4;0,0027;4;0,0007
D06C;5-221.x;4;0,0027;4;0,0007
D12B;5-281.0;99;0,3626;99;0,1416
D12B;5-292.x;57;0,2088;57;0,0815
D12B;5-294.4;50;0,1832;51;0,073
D12B;5-216.1;35;0,1282;36;0,0515
D12B;5-214.6;32;0,1172;32;0,0458
D12B;5-215.3;32;0,1172;32;0,0458
D12B;5-292.0;32;0,1172;32;0,0458
D12B;1-610.2;30;0,1099;30;0,0429
D12B;1-630.1;28;0,1026;28;0,0401
D12B;8-506;28;0,1026;28;0,0401
D12B;5-275.8;24;0,0879;24;0,0343
D12B;5-895.54;23;0,0842;25;0,0358
D12B;5-214.5;22;0,0806;22;0,0315
D12B;5-211.0;16;0,0586;16;0,0229
D12B;5-215.1;14;0,0513;14;0,02
D12B;5-214.70;12;0,044;12;0,0172
D12B;5-291.1;10;0,0366;10;0,0143
D12B;5-300.2;10;0,0366;10;0,0143
D12B;5-895.44;7;0,0256;7;0,01
D12B;5-275.9;6;0,022;6;0,0086
D12B;5-282.0;6;0,022;6;0,0086
D12B;5-903.64;6;0,022;6;0,0086
D12B;5-215.00;5;0,0183;5;0,0072
D12B;5-292.3x;5;0,0183;5;0,0072
D12B;5-903.54;5;0,0183;5;0,0072
D12B;8-930;5;0,0183;5;0,0072
D12B;5-215.x;4;0,0147;6;0,0086
D12B;5-065.1;4;0,0147;4;0,0057
D12B;5-214.3;4;0,0147;4;0,0057
D12B;5-293.0;4;0,0147;4;0,0057
D12B;5-316.2;4;0,0147;4;0,0057
D12B;5-401.00;4;0,0147;4;0,0057
D13B;5-230.3;38;0,4222;38;0,1603
D13B;5-249.0;29;0,3222;31;0,1308
D13B;5-241.3;29;0,3222;30;0,1266
D13B;5-249.4;22;0,2444;22;0,0928
D13B;5-231.00;18;0,20;18;0,0759
D13B;5-285.0;14;0,1556;14;0,0591
D13B;5-244.20;9;0,10;9;0,038
D13B;5-200.5;7;0,0778;7;0,0295
D13B;5-230.1;7;0,0778;7;0,0295
D13B;5-240.2;7;0,0778;7;0,0295
D13B;5-200.4;6;0,0667;6;0,0253
D13B;5-230.2;6;0,0667;6;0,0253
D13B;5-231.03;6;0,0667;6;0,0253
D13B;5-231.01;4;0,0444;4;0,0169
D13B;5-231.02;4;0,0444;4;0,0169
D13B;5-932.3;4;0,0444;4;0,0169
D22B;5-230.3;30;0,40;30;0,1351
D22B;5-241.0;26;0,3467;27;0,1216
D22B;5-279.0;19;0,2533;20;0,0901
D22B;5-932.3;18;0,24;19;0,0856
D22B;5-249.4;17;0,2267;17;0,0766
D22B;5-231.00;9;0,12;9;0,0405
D22B;5-241.3;8;0,1067;9;0,0405
D22B;5-249.3;7;0,0933;8;0,036
D22B;5-231.20;5;0,0667;6;0,027
D22B;5-231.02;5;0,0667;5;0,0225
D22B;5-243.3;5;0,0667;5;0,0225
D22B;5-243.4;5;0,0667;5;0,0225
D22B;5-244.00;4;0,0533;4;0,018
D28Z;5-776.4;51;0,5543;52;0,2396
D28Z;5-769.2;29;0,3152;29;0,1336
D28Z;5-776.3;16;0,1739;17;0,0783
D28Z;5-056.0;14;0,1522;14;0,0645
D28Z;5-777.30;14;0,1522;14;0,0645
D28Z;5-765.23;9;0,0978;10;0,0461
D28Z;5-777.41;9;0,0978;9;0,0415
D28Z;5-057.0;6;0,0652;6;0,0276
D28Z;8-930;5;0,0543;5;0,023
D28Z;5-249.3;4;0,0435;4;0,0184
D28Z;5-777.40;4;0,0435;4;0,0184
D28Z;5-779.3;4;0,0435;4;0,0184
D30A;5-185.0;80;0,3604;80;0,1677
D30A;5-197.2;40;0,1802;40;0,0839
D30A;5-852.g0;36;0,1622;36;0,0755
D30A;5-194.0;30;0,1351;30;0,0629
D30A;5-194.1;30;0,1351;30;0,0629
D30A;5-195.90;27;0,1216;27;0,0566
D30A;5-195.b0;16;0,0721;16;0,0335
D30A;5-185.2;13;0,0586;13;0,0273
D30A;5-195.a0;11;0,0495;11;0,0231
D30A;5-930.01;11;0,0495;11;0,0231
D30A;5-903.34;10;0,045;10;0,021
D30A;5-202.2;8;0,036;8;0,0168
D30A;5-192.12;7;0,0315;7;0,0147
D30A;5-195.91;7;0,0315;7;0,0147
D30A;5-195.92;7;0,0315;7;0,0147
D30A;5-204.2;7;0,0315;7;0,0147
D30A;5-984;7;0,0315;7;0,0147
D30A;5-184.2;6;0,027;6;0,0126
D30A;5-932.02;6;0,027;6;0,0126
D30A;5-198.2;5;0,0225;5;0,0105
D30A;5-200.5;5;0,0225;5;0,0105
D30A;5-215.3;5;0,0225;5;0,0105
D30A;5-209.1;4;0,018;4;0,0084
D30A;5-224.63;4;0,018;4;0,0084
D30B;5-281.0;1315;0,5277;1315;0,4157
D30B;5-282.0;846;0,3395;846;0,2675
D30B;5-281.1;102;0,0409;102;0,0322
D30B;5-200.4;96;0,0385;96;0,0304
D30B;5-282.x;79;0,0317;79;0,025
D30B;5-200.5;69;0,0277;69;0,0218
D30B;5-284.0;65;0,0261;65;0,0206
D30B;5-281.2;64;0,0257;64;0,0202
D30B;1-611.0;54;0,0217;188;0,0594
D30B;5-300.2;35;0,014;35;0,0111
D30B;5-289.1;33;0,0132;34;0,0107
D30B;5-285.0;25;0,01;25;0,0079
D30B;5-285.1;22;0,0088;22;0,007
D30B;5-281.5;17;0,0068;17;0,0054
D30B;1-612;15;0,006;19;0,006
D30B;1-610.0;13;0,0052;13;0,0041
D30B;5-300.7;12;0,0048;12;0,0038
D30B;1-610.2;8;0,0032;8;0,0025
D30B;3-990;8;0,0032;8;0,0025
D30B;5-300.5;8;0,0032;8;0,0025
D30B;1-630.1;7;0,0028;7;0,0022
D30B;3-221;7;0,0028;7;0,0022
D30B;5-215.1;7;0,0028;7;0,0022
D30B;5-280.0;7;0,0028;7;0,0022
D30B;5-281.4;7;0,0028;7;0,0022
D30B;5-984;6;0,0024;7;0,0022
D30B;5-215.00;6;0,0024;6;0,0019
D30B;8-930;6;0,0024;6;0,0019
D30B;5-302.1;5;0,002;5;0,0016
D30B;5-985.6;5;0,002;5;0,0016
D30B;5-289.2;4;0,0016;4;0,0013
D37B;5-215.3;94;0,6528;94;0,2026
D37B;5-218.40;68;0,4722;69;0,1487
D37B;5-221.6;57;0,3958;57;0,1228
D37B;5-218.20;50;0,3472;50;0,1078
D37B;5-215.1;18;0,125;18;0,0388
D37B;5-215.4;18;0,125;18;0,0388
D37B;8-506;18;0,125;18;0,0388
D37B;5-984;14;0,0972;14;0,0302
D37B;8-500;13;0,0903;13;0,028
D37B;5-214.6;11;0,0764;11;0,0237
D37B;5-215.5;10;0,0694;10;0,0216
D37B;5-218.42;9;0,0625;9;0,0194
D37B;5-224.63;8;0,0556;8;0,0172
D37B;5-189.0;6;0,0417;6;0,0129
D37B;5-983;6;0,0417;6;0,0129
D37B;5-214.71;5;0,0347;5;0,0108
D37B;5-217.3;4;0,0278;4;0,0086
D37B;5-218.21;4;0,0278;4;0,0086
D38Z;5-214.6;880;0,6358;884;0,2148
D38Z;5-215.3;760;0,5491;761;0,1849
D38Z;5-215.1;411;0,297;411;0,0999
D38Z;5-214.70;336;0,2428;336;0,0816
D38Z;8-506;182;0,1315;182;0,0442
D38Z;5-215.4;145;0,1048;146;0,0355
D38Z;5-215.00;106;0,0766;106;0,0258
D38Z;1-612;105;0,0759;371;0,0901
D38Z;1-611.0;104;0,0751;424;0,103
D38Z;5-215.01;65;0,047;65;0,0158
D38Z;5-214.0;40;0,0289;40;0,0097
D38Z;5-218.10;33;0,0238;33;0,008
D38Z;5-217.0;32;0,0231;32;0,0078
D38Z;5-281.0;27;0,0195;27;0,0066
D38Z;5-215.x;24;0,0173;24;0,0058
D38Z;5-215.2;17;0,0123;19;0,0046
D38Z;5-214.5;14;0,0101;14;0,0034
D38Z;5-285.0;14;0,0101;14;0,0034
D38Z;5-215.02;13;0,0094;13;0,0032
D38Z;5-218.00;13;0,0094;13;0,0032
D38Z;5-214.3;12;0,0087;12;0,0029
D38Z;5-210.1;11;0,0079;11;0,0027
D38Z;5-282.0;10;0,0072;10;0,0024
D38Z;5-272.5;9;0,0065;9;0,0022
D38Z;5-983;9;0,0065;9;0,0022
D38Z;5-214.4;7;0,0051;8;0,0019
D38Z;5-225.4;7;0,0051;8;0,0019
D38Z;5-200.5;7;0,0051;7;0,0017
D38Z;5-212.2;7;0,0051;7;0,0017
D38Z;5-216.0;7;0,0051;7;0,0017
D38Z;8-500;6;0,0043;7;0,0017
D38Z;5-985.6;6;0,0043;6;0,0015
D38Z;1-610.0;5;0,0036;5;0,0012
D38Z;3-200;4;0,0029;4;0,001
D38Z;3-990;4;0,0029;4;0,001
D38Z;5-218.2x;4;0,0029;4;0,001
D38Z;5-984;4;0,0029;4;0,001
D38Z;8-930;4;0,0029;4;0,001
D40Z;5-231.03;40;0,4348;40;0,2247
D40Z;5-230.3;27;0,2935;27;0,1517
D40Z;5-932.3;17;0,1848;17;0,0955
D40Z;5-231.02;15;0,163;15;0,0843
D40Z;5-930.3;14;0,1522;18;0,1011
D40Z;5-231.01;9;0,0978;9;0,0506
D40Z;5-242.1;8;0,087;8;0,0449
D40Z;5-231.20;7;0,0761;7;0,0393
D40Z;5-231.53;7;0,0761;7;0,0393
D40Z;5-270.3;4;0,0435;4;0,0225
D61A;3-820;17;0,103;17;0,2881
D61A;3-200;10;0,0606;12;0,2034
D61A;3-990;9;0,0545;9;0,1525
D61A;1-242;5;0,0303;7;0,1186
D61A;3-800;5;0,0303;5;0,0847
D61B;3-820;7;0,0921;7;0,2188
D61B;1-242;6;0,0789;11;0,3438
D61B;3-200;5;0,0658;5;0,1563
D62Z;8-506;24;0,1297;26;0,2889
D62Z;3-990;17;0,0919;17;0,1889
D62Z;8-500;12;0,0649;16;0,1778
D62Z;3-200;9;0,0486;9;0,10
D62Z;3-221;8;0,0432;8;0,0889
D62Z;8-930;4;0,0216;4;0,0444
D66Z;1-610.2;12;0,1333;12;0,1558
D66Z;3-990;12;0,1333;12;0,1558
D66Z;1-630.1;10;0,1111;10;0,1299
D66Z;3-221;9;0,10;9;0,1169
D66Z;1-422.1;7;0,0778;7;0,0909
D66Z;3-137;5;0,0556;5;0,0649
G67C;1-632;16;0,1882;16;0,2319
G67C;1-653;9;0,1059;9;0,1304
G67C;1-440.a;7;0,0824;7;0,1014
G67C;1-650.1;6;0,0706;6;0,087
G67C;1-440.9;5;0,0588;5;0,0725
G67C;1-610.2;4;0,0471;4;0,058
G67C;1-630.1;4;0,0471;4;0,058
G67C;1-650.2;4;0,0471;4;0,058
G67C;3-137;4;0,0471;4;0,058
I10E;5-984;89;0,8165;89;0,1551
I10E;5-032.30;63;0,578;63;0,1098
I10E;5-831.2;58;0,5321;58;0,101
I10E;5-839.60;47;0,4312;47;0,0819
I10E;5-032.10;44;0,4037;44;0,0767
I10E;5-032.20;43;0,3945;43;0,0749
I10E;5-032.00;41;0,3761;41;0,0714
I10E;5-831.9;31;0,2844;31;0,054
I10E;5-831.3;29;0,2661;30;0,0523
I10E;5-832.4;18;0,1651;18;0,0314
I10E;5-032.40;16;0,1468;16;0,0279
I10E;5-832.9;16;0,1468;16;0,0279
I10E;5-83a.01;16;0,1468;16;0,0279
I10E;5-830.2;14;0,1284;14;0,0244
I10E;3-130;10;0,0917;10;0,0174
I10E;5-033.0;6;0,055;6;0,0105
I10E;5-831.0;5;0,0459;5;0,0087
I10E;8-561.1;4;0,0367;4;0,007
I10F;5-984;114;0,76;114;0,1869
I10F;5-032.10;110;0,7333;110;0,1803
I10F;5-831.2;98;0,6533;98;0,1607
I10F;5-032.00;60;0,40;60;0,0984
I10F;5-839.60;45;0,30;45;0,0738
I10F;5-032.20;33;0,22;33;0,0541
I10F;5-033.0;32;0,2133;32;0,0525
I10F;5-032.x;21;0,14;21;0,0344
I10F;5-830.2;17;0,1133;17;0,0279
I10F;5-989;14;0,0933;14;0,023
I10F;5-831.7;12;0,08;12;0,0197
I10F;5-832.4;8;0,0533;8;0,0131
I10F;5-831.0;6;0,04;6;0,0098
I10F;5-831.5;4;0,0267;4;0,0066
I16Z;5-814.3;201;0,9617;203;0,3279
I16Z;1-697.1;58;0,2775;58;0,0937
I16Z;8-915;46;0,2201;46;0,0743
I16Z;5-814.a;42;0,201;42;0,0679
I16Z;5-810.01;41;0,1962;42;0,0679
I16Z;8-919;36;0,1722;36;0,0582
I16Z;5-811.20;32;0,1531;32;0,0517
I16Z;5-810.20;25;0,1196;25;0,0404
I16Z;5-810.50;18;0,0861;18;0,0291
I16Z;5-810.00;16;0,0766;16;0,0258
I16Z;5-782.10;13;0,0622;13;0,021
I16Z;8-210;12;0,0574;12;0,0194
I16Z;5-814.x;11;0,0526;11;0,0178
I16Z;5-819.x0;10;0,0478;10;0,0162
I16Z;5-814.7;8;0,0383;9;0,0145
I16Z;5-819.10;6;0,0287;6;0,0097
I16Z;5-819.x1;6;0,0287;6;0,0097
I16Z;5-814.9;4;0,0191;4;0,0065
I16Z;8-930;4;0,0191;4;0,0065
I18B;5-811.2h;128;0,7033;128;0,2041
I18B;5-812.5;107;0,5879;113;0,1802
I18B;5-812.eh;94;0,5165;94;0,1499
I18B;5-812.fh;56;0,3077;56;0,0893
I18B;5-810.0h;48;0,2637;48;0,0766
I18B;5-810.2h;32;0,1758;32;0,051
I18B;5-810.4h;28;0,1538;28;0,0447
I18B;5-812.0h;20;0,1099;20;0,0319
I18B;5-983;20;0,1099;20;0,0319
I18B;5-811.1h;18;0,0989;18;0,0287
I18B;5-811.0h;13;0,0714;13;0,0207
I18B;1-697.7;12;0,0659;13;0,0207
I18B;5-812.6;12;0,0659;12;0,0191
I18B;5-810.9h;6;0,033;6;0,0096
I18B;5-813.9;5;0,0275;5;0,008
I18B;5-812.kh;4;0,022;4;0,0064
I20C;5-808.a0;44;0,5789;44;0,1076
I20C;5-788.60;24;0,3158;25;0,0611
I20C;5-786.k;23;0,3026;23;0,0562
I20C;5-788.00;23;0,3026;23;0,0562
I20C;5-788.40;23;0,3026;23;0,0562
I20C;5-786.0;21;0,2763;21;0,0513
I20C;8-915;14;0,1842;14;0,0342
I20C;5-788.56;13;0,1711;13;0,0318
I20C;5-783.0;9;0,1184;9;0,022
I20C;5-786.e;9;0,1184;9;0,022
I20C;5-854.0c;9;0,1184;9;0,022
I20C;5-788.51;8;0,1053;8;0,0196
I20C;5-808.b2;7;0,0921;7;0,0171
I20C;5-829.8;7;0,0921;7;0,0171
I20C;5-786.4;6;0,0789;6;0,0147
I20C;5-788.52;6;0,0789;6;0,0147
I20C;5-800.5q;6;0,0789;6;0,0147
I20C;5-808.b0;6;0,0789;6;0,0147
I20C;5-826.2;6;0,0789;6;0,0147
I20C;5-782.0u;5;0,0658;5;0,0122
I20C;5-785.3v;5;0,0658;5;0,0122
I20C;5-786.1;5;0,0658;5;0,0122
I20C;5-788.66;5;0,0658;5;0,0122
I20C;5-800.5p;5;0,0658;5;0,0122
I20C;5-807.0;5;0,0658;5;0,0122
I20C;5-780.6t;4;0,0526;4;0,0098
I20C;5-780.6u;4;0,0526;4;0,0098
