IH_DRG;IH_CodeF;IH_Anzahl;IH_Prozent
B71D;M54.10;43;0,4526
B71D;M53.1;25;0,2632
B71D;E11.41;6;0,0632
B71D;M54.12;5;0,0526
B71D;M54.13;4;0,0421
C03B;H35.3;126;0,3088
C03B;H33.0;118;0,2892
C03B;H33.2;39;0,0956
C03B;H35.8;31;0,076
C03B;H25.8;28;0,0686
C03B;H43.1;21;0,0515
C03B;H33.5;15;0,0368
C03B;H35.2;5;0,0123
C03B;H35.6;5;0,0123
C03C;H35.3;270;0,551
C03C;H43.1;43;0,0878
C03C;H33.0;39;0,0796
C03C;H33.2;19;0,0388
C03C;H27.1;17;0,0347
C03C;H35.8;17;0,0347
C03C;H43.3;9;0,0184
C03C;H35.6;8;0,0163
C03C;H40.2;7;0,0143
C03C;T85.2;6;0,0122
C03C;E11.31;5;0,0102
C03C;H33.3;5;0,0102
C03C;H44.1;5;0,0102
C03C;H43.8;4;0,0082
C04B;H18.5;64;0,7442
C04B;H18.8;6;0,0698
C04B;H18.6;4;0,0465
C06Z;H40.1;393;0,9055
C06Z;H40.8;13;0,03
C06Z;H40.4;9;0,0207
C06Z;H40.5;5;0,0115
C07B;H40.1;57;0,6867
C07B;H40.5;10;0,1205
C07B;H40.0;4;0,0482
C08B;H25.8;428;0,5508
C08B;H25.1;265;0,3411
C08B;H26.8;29;0,0373
C08B;H26.9;18;0,0232
C08B;H26.0;12;0,0154
C08B;H26.2;11;0,0142
C08B;H25.2;10;0,0129
C14Z;H40.1;12;0,1558
C14Z;H33.0;9;0,1169
C14Z;H35.3;6;0,0779
C14Z;H40.5;5;0,0649
C14Z;H31.4;4;0,0519
C14Z;H33.3;4;0,0519
C14Z;H44.1;4;0,0519
C15Z;H35.3;21;0,2471
C15Z;H33.0;19;0,2235
C15Z;H27.1;9;0,1059
C15Z;H25.1;6;0,0706
C15Z;H33.2;5;0,0588
C15Z;T85.2;4;0,0471
C20B;H11.0;23;0,1523
C20B;H27.1;23;0,1523
C20B;H25.8;22;0,1457
C20B;C44.1;13;0,0861
C20B;H16.0;8;0,053
C20B;H27.0;8;0,053
C20B;T85.2;8;0,053
C20B;H02.1;6;0,0397
C20B;H25.1;6;0,0397
C20B;H02.0;4;0,0265
D06B;H70.1;15;0,1596
D06B;H71;12;0,1277
D06B;K12.28;11;0,117
D06B;H66.1;10;0,1064
