IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
I43B;9;11,41;0,00;30,40;0,02;0,10;0,00;2,12;3,21;7,11;20,21;74,58
I43B;10;2,34;0,00;30,44;0,53;6,93;0,00;14,54;9,40;3,41;9,32;76,91
I43B;11;106,59;0,00;302,40;0,41;0,00;0,00;4,95;36,44;21,15;103,71;575,65
I44B;1;0,00;828,13;1,48;41,58;0,03;0,00;60,37;1,22;222,59;812,37;1967,77
I44B;2;5,23;19,69;0,00;1,07;0,00;0,00;1,91;0,00;4,08;9,44;41,42
I44B;4;0,00;0,00;261,47;5,84;20,61;1338,93;145,53;125,28;157,03;196,54;2251,23
I44B;5;236,81;0,00;167,64;8,67;1,22;0,00;29,25;12,91;31,32;77,58;565,40
I44B;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,10
I44B;8;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
I44B;9;9,59;0,00;23,27;0,12;0,01;0,00;3,02;3,53;6,59;18,26;64,39
I44B;10;1,80;0,00;19,83;1,46;5,59;0,00;12,80;11,77;2,02;6,39;61,66
I44B;11;20,75;0,38;178,49;0,32;0,00;0,00;2,86;61,50;8,13;70,14;342,57
I44C;1;0,00;718,76;1,91;35,97;0,22;0,00;56,83;0,13;197,51;746,95;1758,28
I44C;2;2,51;8,02;0,00;0,95;0,00;0,00;1,30;0,00;1,72;3,30;17,80
I44C;4;0,00;0,00;233,39;5,57;12,75;1048,08;125,61;104,69;143,83;182,14;1856,06
I44C;5;228,78;0,00;153,22;8,45;1,39;0,00;24,23;16,76;29,67;73,12;535,62
I44C;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,39;0,00;0,00;0,39
I44C;9;8,58;0,00;19,79;0,08;0,00;0,00;2,22;4,19;6,04;17,29;58,19
I44C;10;1,82;0,00;14,67;0,67;0,61;0,00;9,94;13,89;1,34;5,05;47,99
I44C;11;4,92;0,00;109,44;0,19;0,00;0,00;1,74;57,88;3,86;39,39;217,42
I47C;1;0,00;890,59;0,24;44,71;0,00;0,00;50,24;1,07;231,94;853,23;2072,02
I47C;2;8,98;31,97;0,03;1,75;0,00;0,00;3,07;0,00;6,75;16,50;69,05
I47C;4;0,00;0,00;244,73;4,47;0,32;1492,90;140,11;68,21;136,53;159,86;2247,13
I47C;5;196,88;0,00;149,42;8,17;0,66;0,00;28,19;8,53;27,21;61,65;480,71
I47C;8;0,10;0,00;0,11;0,01;0,00;0,00;0,03;0,00;0,05;0,09;0,39
I47C;9;10,44;0,00;28,28;0,09;0,00;0,00;2,91;4,96;6,04;21,43;74,15
I47C;10;2,37;0,00;30,04;2,13;6,24;0,00;17,84;10,42;2,86;8,42;80,32
I47C;11;8,57;0,00;151,68;0,46;0,00;0,00;2,32;55,38;7,30;61,91;287,62
I68D;1;0,00;415,62;0,68;17,04;0,02;0,00;33,89;0,02;108,74;444,58;1020,59
I68D;4;0,00;0,00;13,70;1,47;0,10;0,00;7,06;0,57;6,76;20,94;50,60
I68D;5;0,79;0,00;0,44;0,02;0,00;0,00;0,07;0,00;0,09;0,21;1,62
I68D;7;0,10;0,00;0,12;0,01;0,00;0,00;0,11;0,48;0,03;0,06;0,91
I68D;8;0,81;0,00;0,89;0,02;0,00;0,00;0,65;0,00;0,64;0,41;3,42
I68D;9;2,46;0,00;4,60;0,17;0,00;0,00;0,83;7,93;0,92;3,03;19,94
I68D;10;0,18;0,00;4,64;0,09;0,00;0,00;1,79;7,73;0,55;1,29;16,27
I68D;11;1,71;0,00;133,03;0,14;0,00;0,00;1,75;0,92;2,79;47,75;188,09
L06B;1;0,00;340,77;7,51;22,79;11,41;0,00;33,69;1,04;101,86;288,53;807,60
L06B;4;0,00;0,00;114,92;6,58;0,41;143,74;69,43;3,96;49,72;75,92;464,68
L06B;5;121,57;0,00;85,16;7,36;0,22;0,00;16,40;0,30;11,59;36,10;278,70
L06B;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,82;0,00;0,00;2,82
L06B;9;3,49;0,00;3,43;0,10;0,13;0,00;0,54;0,46;0,77;1,93;10,85
L06B;10;0,49;0,00;10,55;0,32;5,93;0,00;5,83;2,54;0,85;3,66;30,17
L06B;11;7,23;0,00;15,70;0,64;0,00;0,00;5,10;0,37;5,85;6,49;41,38
L20B;1;0,00;286,87;6,45;29,49;284,25;0,00;50,12;0,17;113,98;292,98;1064,31
L20B;2;0,09;0,20;0,01;0,01;0,00;0,00;0,04;0,00;0,06;0,17;0,58
L20B;4;0,00;0,00;105,07;10,07;64,04;11,63;73,11;4,51;48,92;78,78;396,13
L20B;5;104,72;0,00;89,93;7,77;0,00;0,00;20,27;0,00;14,56;37,80;275,05
L20B;9;12,48;0,00;13,16;0,22;0,09;0,00;1,65;4,52;2,79;5,90;40,81
L20B;10;0,12;0,00;9,12;0,48;0,00;0,00;7,46;4,47;1,00;2,79;25,44
L20B;11;4,67;0,00;14,94;0,67;0,00;0,00;5,18;0,00;6,35;5,19;37,00
L20C;1;0,00;323,92;3,25;21,39;12,55;0,00;33,17;0,99;98,68;281,05;775,00
L20C;2;0,06;7,34;0,00;0,44;0,00;0,00;0,53;0,00;0,55;2,49;11,41
L20C;4;0,31;0,00;97,77;5,88;1,78;4,90;58,78;25,11;45,28;63,53;303,34
L20C;5;96,36;0,00;79,84;6,90;0,41;0,00;15,37;0,18;12,06;32,11;243,23
L20C;8;0,06;0,00;0,11;0,00;0,00;0,00;0,08;7,12;0,05;0,06;7,48
L20C;9;6,19;0,00;8,80;0,28;0,06;0,00;1,40;6,36;1,97;4,81;29,87
L20C;10;0,55;0,00;11,21;0,47;0,32;0,00;7,21;4,59;0,87;3,89;29,11
L20C;11;7,20;0,00;16,56;0,80;0,00;0,00;6,16;0,00;7,30;6,69;44,71
L63F;1;0,00;325,18;6,76;18,80;4,57;0,00;30,91;2,02;125,12;307,51;820,87
L63F;4;0,00;0,00;0,86;0,01;0,00;0,00;0,33;0,00;0,51;0,36;2,07
L63F;9;8,86;0,00;13,73;0,79;0,00;0,00;3,30;11,46;3,18;9,20;50,52
L63F;10;0,57;0,00;19,52;1,92;0,00;0,00;13,40;5,35;1,75;6,94;49,45
L63F;11;24,73;0,00;24,08;0,76;0,00;0,00;3,77;0,20;3,63;9,90;67,07
L64A;1;0,00;281,18;5,38;19,01;1,16;0,00;28,32;1,13;103,34;252,42;691,94
L64A;2;1,08;1,64;0,01;0,11;0,00;0,00;0,27;0,00;0,27;0,68;4,06
L64A;4;0,00;0,00;53,18;3,92;0,11;12,78;35,54;2,88;27,63;35,64;171,68
L64A;5;51,12;0,00;41,77;3,62;0,02;0,00;8,07;0,02;5,61;17,15;127,38
L64A;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,97
L64A;9;11,64;0,00;19,18;0,86;0,00;0,00;3,80;16,96;5,16;11,52;69,12
L64A;10;0,48;0,00;15,86;1,06;0,47;0,00;10,42;4,27;1,48;5,53;39,57
L64A;11;18,85;0,00;21,78;0,75;0,00;1,38;4,43;0,43;4,67;8,76;61,05
L64C;1;0,17;190,35;4,09;13,60;0,29;0,00;20,78;0,96;82,66;205,44;518,34
L64C;4;0,00;0,00;2,85;0,16;0,00;0,00;1,62;0,00;1,32;1,90;7,85
L64C;5;1,26;0,00;1,45;0,16;0,00;0,00;0,25;0,00;0,13;0,52;3,77
L64C;8;0,45;0,00;0,73;0,03;0,00;0,00;0,40;0,00;0,27;0,37;2,25
L64C;9;8,87;0,00;19,83;0,37;0,00;0,00;2,03;26,92;6,00;10,12;74,14
L64C;10;0,46;0,00;16,94;0,59;0,00;0,00;10,82;2,25;1,69;6,18;38,93
L64C;11;28,67;0,00;24,44;0,77;0,00;0,00;3,44;0,00;3,21;9,78;70,31
M02B;1;0,00;469,15;3,97;36,53;2,80;0,00;55,95;1,20;147,05;402,85;1119,50
M02B;2;0,80;21,44;0,00;1,87;0,00;0,00;1,91;0,00;1,52;7,47;35,01
M02B;4;1,18;0,00;150,77;8,71;3,00;0,00;89,09;13,79;77,27;98,62;442,43
M02B;5;144,83;0,00;108,01;9,67;0,61;0,00;20,96;0,24;17,14;41,17;342,63
M02B;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,40;0,00;0,00;9,40
M02B;9;2,92;0,00;3,02;0,01;0,00;0,00;0,18;1,41;0,52;1,22;9,28
M02B;10;1,22;0,00;16,10;0,60;0,96;0,00;10,75;7,51;1,32;5,53;43,99
M02B;11;4,40;1,89;8,09;0,26;0,00;0,00;1,85;0,19;2,43;4,54;23,65
M04D;1;0,00;255,09;7,46;14,74;0,66;0,00;24,42;0,00;81,49;244,99;628,85
M04D;4;0,00;0,00;130,22;7,63;0,00;0,00;75,91;5,97;55,69;78,70;354,12
M04D;5;121,35;0,00;84,98;6,47;0,06;0,00;17,32;0,05;11,93;36,62;278,78
M04D;9;1,70;0,00;1,71;0,00;0,00;0,00;0,05;0,00;0,27;0,79;4,52
M04D;10;0,47;0,00;5,59;0,04;0,00;0,00;3,34;2,32;0,51;1,85;14,12
M04D;11;2,21;0,00;1,42;0,00;0,00;0,00;0,04;0,00;0,18;0,66;4,51
N06Z;1;0,00;432,84;13,74;30,15;0,12;0,00;36,09;2,91;134,12;458,05;1108,02
N06Z;2;2,05;7,98;0,02;0,56;0,00;0,00;0,77;0,00;1,37;3,52;16,27
N06Z;4;0,78;0,00;190,14;8,75;0,46;129,24;88,92;24,28;78,95;130,43;651,95
N06Z;5;173,31;0,00;129,05;11,26;1,27;0,00;23,42;1,28;22,77;57,50;419,86
N06Z;9;0,64;0,00;1,76;0,01;0,00;0,00;0,17;0,23;0,29;0,75;3,85
N06Z;10;0,41;0,00;8,88;0,15;0,00;0,00;5,08;2,62;0,92;3,30;21,36
N06Z;11;3,44;0,00;10,46;0,04;0,00;0,00;0,47;0,00;0,68;6,47;21,56
N07Z;1;0,00;410,76;9,81;29,69;0,41;0,00;32,55;1,41;113,19;421,28;1019,10
N07Z;4;0,00;0,00;164,79;6,06;0,20;0,00;79,01;29,06;74,85;135,07;489,04
N07Z;5;149,78;0,00;119,38;13,34;0,23;0,00;25,05;0,13;27,12;53,28;388,31
N07Z;8;0,10;0,00;0,13;0,01;0,00;0,00;0,00;0,09;0,05;0,08;0,46
N07Z;9;0,08;0,00;0,08;0,00;0,00;0,00;0,02;0,00;0,03;0,05;0,26
N07Z;10;0,53;0,00;10,21;0,07;0,87;0,00;5,45;8,15;0,97;3,59;29,84
N07Z;11;3,48;0,00;7,43;0,04;0,00;0,00;0,86;0,00;0,35;4,86;17,02
N14Z;1;0,00;556,27;15,00;40,66;0,13;0,00;50,92;2,62;150,06;531,68;1347,34
N14Z;2;0,66;1,13;0,00;0,08;0,00;0,00;0,17;0,67;0,17;1,18;4,06
N14Z;4;0,94;0,00;262,72;6,63;0,52;46,79;96,12;44,16;102,22;170,71;730,81
N14Z;5;218,84;0,00;162,40;15,77;1,11;0,00;27,98;1,40;33,73;68,26;529,49
N14Z;9;0,96;0,00;1,46;0,01;0,00;0,00;0,21;0,00;0,50;0,69;3,83
N14Z;10;0,73;0,00;15,52;0,94;3,30;0,00;8,84;4,66;1,38;5,74;41,11
N14Z;11;6,44;0,00;12,00;0,06;0,00;0,00;0,84;0,25;1,01;7,03;27,63
N21A;1;0,00;492,51;15,70;26,49;0,52;0,00;39,53;0,45;142,16;492,31;1209,67
N21A;2;2,12;5,17;0,01;0,39;0,00;0,00;0,77;0,00;0,61;1,91;10,98
N21A;4;0,00;0,00;250,68;7,99;0,03;2,18;103,12;33,78;103,28;176,12;677,18
N21A;5;215,93;0,00;165,68;15,98;0,06;0,00;31,81;0,30;28,85;68,24;526,85
N21A;9;0,29;0,00;0,29;0,00;0,00;0,00;0,07;0,00;0,12;0,16;0,93
N21A;10;0,50;0,00;12,87;0,19;1,48;0,00;8,41;2,98;1,44;4,77;32,64
N21A;11;3,12;0,00;9,07;0,06;0,00;0,00;0,50;0,00;0,47;5,79;19,01
O01D;1;0,00;462,63;51,07;7,81;0,00;0,00;31,99;0,00;163,16;489,80;1206,46
O01D;2;1,36;3,00;0,64;0,20;0,00;0,00;0,47;0,00;0,48;1,75;7,90
O01D;4;0,00;0,00;107,02;4,53;0,10;0,00;84,93;29,27;52,76;73,24;351,85
O01D;5;129,45;0,00;96,86;7,19;0,30;0,00;20,26;0,62;9,27;50,98;314,93
O01D;6;0,00;0,00;404,36;27,92;0,00;0,00;49,53;0,00;71,05;102,76;655,62
O01D;10;2,80;0,00;30,64;0,14;0,00;0,00;14,97;0,00;2,49;9,09;60,13
O01D;11;0,65;0,00;21,89;0,15;0,00;0,00;1,68;0,00;0,45;7,41;32,23
O01E;1;0,00;460,45;39,63;12,12;1,64;0,00;35,41;0,00;140,89;504,63;1194,77
O01E;2;1,76;3,25;0,21;0,22;0,00;0,00;0,46;0,00;0,52;1,76;8,18
O01E;4;0,00;0,00;115,01;3,70;0,08;0,02;57,29;44,96;55,12;76,97;353,15
O01E;5;110,94;0,00;95,84;6,01;1,19;0,00;19,87;2,32;8,87;42,27;287,31
O01E;6;0,00;0,00;397,50;20,48;0,00;0,00;42,78;0,00;39,05;66,83;566,64
O01E;10;1,21;0,00;18,76;0,14;0,00;0,00;9,39;0,28;1,54;6,00;37,32
O01E;11;0,60;0,00;16,68;0,07;0,00;0,00;0,89;0,00;0,33;5,64;24,21
O01F;1;0,00;450,06;39,73;15,94;0,84;0,00;37,84;0,15;132,38;488,83;1165,77
O01F;2;1,06;3,22;0,28;0,22;0,08;0,00;0,49;0,00;0,58;2,08;8,01
O01F;4;0,00;0,00;113,81;3,46;0,04;0,04;46,47;46,44;58,23;80,59;349,08
O01F;5;93,40;0,00;95,17;6,48;0,30;0,00;21,76;0,54;7,80;36,41;261,86
O01F;6;0,00;0,00;311,18;16,89;0,00;0,00;32,89;0,00;28,65;53,70;443,31
O01F;9;0,04;0,00;0,21;0,00;0,00;0,00;0,03;0,10;0,13;0,10;0,61
O01F;10;1,26;0,00;11,92;0,10;1,17;0,00;5,93;0,06;1,12;3,98;25,54
O01F;11;0,27;0,00;10,03;0,03;0,00;0,00;0,32;0,00;0,21;3,39;14,25
O01G;1;0,00;443,74;31,07;12,41;2,10;0,00;32,53;0,12;141,06;483,64;1146,67
O01G;2;2,38;3,11;1,83;0,43;0,00;0,00;0,71;0,00;1,10;3,27;12,83
O01G;4;0,00;0,00;120,32;3,91;0,09;0,00;55,02;41,90;58,22;83,60;363,06
O01G;5;101,63;0,00;85,17;6,39;1,74;0,00;16,81;4,17;10,29;39,52;265,72
O01G;6;0,00;0,00;177,00;13,96;0,00;0,00;31,07;0,00;23,54;41,09;286,66
O01G;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,43;0,00;0,00;1,43
O01G;10;0,92;0,00;16,26;0,11;0,00;0,00;7,96;0,13;1,56;5,45;32,39
O01G;11;0,43;0,00;12,24;0,06;0,00;0,00;0,55;0,00;0,25;4,04;17,57
O01H;1;0,00;420,70;18,75;12,07;2,66;0,00;24,01;0,03;142,33;453,24;1073,79
O01H;2;1,31;2,59;0,01;0,19;0,00;0,00;0,40;0,00;0,45;1,52;6,47
O01H;4;0,05;0,00;119,68;4,04;0,00;0,02;50,90;23,70;47,96;71,28;317,63
O01H;5;123,75;0,00;78,51;6,76;1,03;0,00;13,72;2,25;8,65;36,84;271,51
O01H;6;0,00;0,00;183,19;8,57;0,00;0,00;15,74;0,00;10,77;23,27;241,54
O01H;10;0,32;0,00;14,35;0,16;0,00;0,00;8,24;0,34;1,18;4,49;29,08
O01H;11;0,53;0,00;11,40;0,08;0,00;0,00;0,85;0,00;0,22;4,12;17,20
O60C;1;0,00;295,80;35,45;7,23;1,72;0,00;25,48;0,05;120,37;364,67;850,77
O60C;4;0,00;0,00;6,04;0,29;0,00;0,00;2,72;0,00;2,78;2,66;14,49
O60C;5;12,96;0,00;9,55;0,58;0,00;0,00;1,56;0,00;0,44;3,33;28,42
O60C;6;0,00;0,00;390,62;13,21;0,00;0,00;29,19;0,00;33,64;48,30;514,96
O60C;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,82
O60C;10;1,14;0,00;11,55;0,06;0,51;0,00;5,34;0,08;1,02;3,39;23,09
O60C;11;0,19;0,00;9,05;0,04;0,00;0,00;0,50;0,00;0,21;3,07;13,06
O60D;1;0,00;284,45;25,59;8,61;1,15;0,00;21,93;0,09;94,23;356,77;792,82
O60D;2;0,04;0,06;0,00;0,00;0,00;0,00;0,01;0,00;0,01;0,03;0,15
O60D;4;0,00;0,00;0,39;0,01;0,00;0,00;0,16;0,05;0,20;0,26;1,07
O60D;5;0,69;0,00;0,58;0,03;0,00;0,00;0,12;0,00;0,04;0,21;1,67
O60D;6;0,00;0,00;338,32;13,28;0,00;0,00;24,38;0,00;20,31;38,07;434,36
O60D;8;0,02;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,05
O60D;9;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,04
O60D;10;0,50;0,00;12,55;0,10;0,00;0,00;6,74;0,09;0,92;4,07;24,97
O60D;11;0,44;0,00;11,37;0,09;0,00;0,00;0,92;0,00;0,26;3,82;16,90
O65B;1;0,00;264,14;12,03;12,24;0,02;0,00;18,81;0,29;88,93;347,71;744,17
O65B;2;0,18;0,00;0,40;0,05;0,00;0,00;0,04;0,00;0,10;0,27;1,04
O65B;6;0,00;0,00;15,63;0,77;0,00;0,00;1,98;0,00;2,20;8,13;28,71
O65B;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,69;0,00;0,00;0,69
O65B;10;0,84;0,00;13,36;0,11;0,00;0,00;5,60;1,90;1,10;5,10;28,01
O65B;11;9,33;0,00;10,63;0,37;0,00;0,00;0,81;0,00;0,95;4,40;26,49
P60C;1;4,74;109,15;4,82;4,14;0,05;0,00;7,40;0,00;30,42;125,37;286,09
P60C;10;0,20;0,00;3,70;0,04;0,00;0,00;1,88;0,16;0,21;1,45;7,64
P60C;11;0,00;0,00;2,27;0,02;0,00;0,00;0,71;0,00;0,05;0,80;3,85
P66D;1;0,50;365,50;20,57;10,28;0,00;0,00;25,79;0,00;87,07;330,05;839,76
P66D;10;0,18;0,00;2,18;0,04;0,00;0,00;0,95;0,11;0,19;0,65;4,30
P66D;11;0,00;0,00;5,24;0,05;0,00;0,00;2,43;0,00;0,11;1,82;9,65
P67C;1;0,00;360,58;7,35;12,60;0,00;0,00;20,50;0,00;128,27;397,16;926,46
P67C;10;1,24;0,00;10,86;0,06;0,00;0,00;3,70;0,84;0,89;2,77;20,36
P67C;11;0,11;0,00;3,38;0,01;0,00;0,00;0,26;0,00;0,09;1,33;5,18
P67E;1;0,08;266,25;17,68;8,15;0,08;0,00;19,69;0,02;65,89;263,26;641,10
P67E;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01
P67E;10;0,20;0,00;2,32;0,03;0,00;0,00;1,22;0,05;0,20;0,85;4,87
P67E;11;0,02;0,00;5,61;0,05;0,00;0,00;2,07;0,02;0,12;1,97;9,86
