IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
B71D;8-561.1;40;0,4211;40;0,1375
B71D;8-650;39;0,4105;39;0,134
B71D;8-914.00;36;0,3789;68;0,2337
B71D;8-914.02;32;0,3368;38;0,1306
B71D;8-914.10;22;0,2316;30;0,1031
B71D;8-910;17;0,1789;27;0,0928
B71D;8-914.01;12;0,1263;12;0,0412
B71D;3-203;4;0,0421;6;0,0206
B71D;3-990;4;0,0421;5;0,0172
C03B;1-220.0;140;0,3431;143;0,0983
C03B;5-144.5a;124;0,3039;124;0,0852
C03B;5-159.4;109;0,2672;109;0,0749
C03B;5-158.42;105;0,2574;105;0,0722
C03B;5-154.4;69;0,1691;69;0,0474
C03B;5-158.22;69;0,1691;69;0,0474
C03B;5-155.1;66;0,1618;67;0,046
C03B;5-154.2;60;0,1471;61;0,0419
C03B;5-158.21;50;0,1225;50;0,0344
C03B;5-144.3a;47;0,1152;47;0,0323
C03B;5-155.3;46;0,1127;46;0,0316
C03B;5-984;46;0,1127;46;0,0316
C03B;5-986.x;46;0,1127;46;0,0316
C03B;5-154.0;44;0,1078;44;0,0302
C03B;5-158.40;38;0,0931;38;0,0261
C03B;5-115;31;0,076;31;0,0213
C03B;5-138.10;30;0,0735;30;0,0206
C03B;5-152.2;28;0,0686;28;0,0192
C03B;5-158.12;27;0,0662;27;0,0186
C03B;5-158.13;25;0,0613;25;0,0172
C03B;5-158.43;25;0,0613;25;0,0172
C03B;5-155.4;24;0,0588;24;0,0165
C03B;5-158.20;20;0,049;20;0,0137
C03B;5-155.0;18;0,0441;18;0,0124
C03B;5-139.x;17;0,0417;17;0,0117
C03B;5-158.10;11;0,027;11;0,0076
C03B;5-156.9;8;0,0196;8;0,0055
C03B;5-158.11;8;0,0196;8;0,0055
C03B;5-158.45;8;0,0196;8;0,0055
C03B;5-142.1;7;0,0172;7;0,0048
C03B;5-154.x;6;0,0147;6;0,0041
C03B;5-156.0;5;0,0123;5;0,0034
C03B;5-158.32;5;0,0123;5;0,0034
C03B;5-139.10;4;0,0098;4;0,0027
C03B;5-158.15;4;0,0098;4;0,0027
C03B;5-158.24;4;0,0098;4;0,0027
C03B;5-158.41;4;0,0098;4;0,0027
C03C;1-220.0;180;0,3673;181;0,1588
C03C;5-158.22;139;0,2837;139;0,1219
C03C;5-159.4;116;0,2367;117;0,1026
C03C;5-158.21;92;0,1878;92;0,0807
C03C;5-158.20;61;0,1245;61;0,0535
C03C;5-158.12;60;0,1224;60;0,0526
C03C;5-158.10;57;0,1163;57;0,05
C03C;5-158.11;38;0,0776;38;0,0333
C03C;5-984;37;0,0755;37;0,0325
C03C;5-154.0;27;0,0551;27;0,0237
C03C;5-155.4;26;0,0531;26;0,0228
C03C;5-158.15;26;0,0531;26;0,0228
C03C;5-156.9;23;0,0469;24;0,0211
C03C;5-155.1;21;0,0429;21;0,0184
C03C;5-155.3;18;0,0367;18;0,0158
C03C;5-986.x;17;0,0347;17;0,0149
C03C;5-142.1;13;0,0265;13;0,0114
C03C;5-154.2;13;0,0265;13;0,0114
C03C;5-139.x;12;0,0245;12;0,0105
C03C;5-115;10;0,0204;10;0,0088
C03C;5-133.0;10;0,0204;10;0,0088
C03C;5-138.10;9;0,0184;9;0,0079
C03C;5-158.16;9;0,0184;9;0,0079
C03C;3-820;8;0,0163;14;0,0123
C03C;5-139.0;7;0,0143;7;0,0061
C03C;5-139.10;7;0,0143;7;0,0061
C03C;5-139.12;6;0,0122;6;0,0053
C03C;5-145.25;5;0,0102;5;0,0044
C03C;5-155.0;5;0,0102;5;0,0044
C03C;5-158.24;4;0,0082;4;0,0035
C04B;5-125.01;48;0,5581;48;0,4324
C04B;5-125.10;28;0,3256;28;0,2523
C04B;1-220.0;14;0,1628;14;0,1261
C04B;5-125.00;10;0,1163;10;0,0901
C06Z;5-131.01;355;0,818;355;0,2559
C06Z;1-220.0;197;0,4539;197;0,142
C06Z;5-139.0;184;0,424;184;0,1327
C06Z;5-115;182;0,4194;182;0,1312
C06Z;5-133.0;180;0,4147;180;0,1298
C06Z;5-131.60;58;0,1336;58;0,0418
C06Z;5-133.3;45;0,1037;62;0,0447
C06Z;5-131.42;39;0,0899;47;0,0339
C06Z;8-020.0;38;0,0876;38;0,0274
C06Z;5-132.2x;13;0,03;13;0,0094
C06Z;5-133.9;10;0,023;10;0,0072
C06Z;5-131.00;6;0,0138;6;0,0043
C06Z;5-156.9;6;0,0138;6;0,0043
C06Z;5-983;5;0,0115;5;0,0036
C06Z;5-131.7;4;0,0092;4;0,0029
C06Z;5-144.3a;4;0,0092;4;0,0029
C06Z;5-144.5a;4;0,0092;4;0,0029
C07B;1-220.0;53;0,6386;85;0,3386
C07B;5-984;28;0,3373;28;0,1116
C07B;5-132.20;22;0,2651;22;0,0876
C07B;5-132.1;17;0,2048;17;0,0677
C07B;5-131.40;16;0,1928;16;0,0637
C07B;5-132.2x;15;0,1807;15;0,0598
C07B;5-986.x;15;0,1807;15;0,0598
C07B;5-132.21;6;0,0723;6;0,0239
C07B;5-155.1;6;0,0723;6;0,0239
C07B;8-020.0;6;0,0723;6;0,0239
C07B;8-151.5;4;0,0482;5;0,0199
C07B;5-156.9;4;0,0482;4;0,0159
C08B;5-144.5a;282;0,3629;282;0,2156
C08B;5-144.3a;270;0,3475;270;0,2064
C08B;1-220.0;253;0,3256;254;0,1942
C08B;5-984;238;0,3063;238;0,182
C08B;5-144.5b;222;0,2857;222;0,1697
C08B;5-986.x;17;0,0219;17;0,013
C08B;5-156.9;6;0,0077;6;0,0046
C14Z;1-220.0;32;0,4156;37;0,2033
C14Z;5-139.12;20;0,2597;22;0,1209
C14Z;5-984;15;0,1948;15;0,0824
C14Z;5-154.0;13;0,1688;13;0,0714
C14Z;5-155.1;13;0,1688;13;0,0714
C14Z;5-156.9;13;0,1688;13;0,0714
C14Z;5-139.0;10;0,1299;10;0,0549
C14Z;5-986.x;10;0,1299;10;0,0549
C14Z;5-139.10;8;0,1039;8;0,044
C14Z;5-155.4;4;0,0519;5;0,0275
C14Z;5-139.2;4;0,0519;4;0,022
C15Z;5-158.00;26;0,3059;26;0,0952
C15Z;5-159.00;25;0,2941;25;0,0916
C15Z;5-144.5a;15;0,1765;15;0,0549
C15Z;5-155.1;15;0,1765;15;0,0549
C15Z;5-159.4;15;0,1765;15;0,0549
C15Z;5-152.0;13;0,1529;13;0,0476
C15Z;1-220.0;12;0,1412;13;0,0476
C15Z;5-984;10;0,1176;10;0,0366
C15Z;5-156.9;9;0,1059;9;0,033
C15Z;5-158.02;9;0,1059;9;0,033
C15Z;5-159.0x;8;0,0941;8;0,0293
C15Z;5-158.03;7;0,0824;7;0,0256
C15Z;5-986.x;7;0,0824;7;0,0256
C15Z;5-154.0;6;0,0706;6;0,022
C15Z;5-158.01;5;0,0588;5;0,0183
C15Z;5-158.05;5;0,0588;5;0,0183
C15Z;5-133.0;4;0,0471;4;0,0147
C15Z;5-145.28;4;0,0471;4;0,0147
C15Z;5-154.3;4;0,0471;4;0,0147
C15Z;5-155.3;4;0,0471;4;0,0147
C15Z;8-151.6;4;0,0471;4;0,0147
C20B;1-220.0;43;0,2848;51;0,1321
C20B;5-984;36;0,2384;36;0,0933
C20B;5-986.x;30;0,1987;30;0,0777
C20B;5-122.4;17;0,1126;17;0,044
C20B;5-144.3a;16;0,106;16;0,0415
C20B;5-137.4;15;0,0993;15;0,0389
C20B;5-113.4;9;0,0596;9;0,0233
C20B;5-115;8;0,053;8;0,0207
C20B;5-139.0;8;0,053;8;0,0207
C20B;5-139.10;8;0,053;8;0,0207
C20B;5-144.5a;8;0,053;8;0,0207
C20B;5-091.31;7;0,0464;7;0,0181
C20B;5-095.11;7;0,0464;7;0,0181
C20B;5-147.1;7;0,0464;7;0,0181
C20B;5-126.01;6;0,0397;6;0,0155
C20B;5-133.7;6;0,0397;6;0,0155
C20B;5-138.10;6;0,0397;6;0,0155
C20B;5-146.2a;6;0,0397;6;0,0155
C20B;5-093.5;5;0,0331;5;0,013
C20B;5-093.6;5;0,0331;5;0,013
C20B;5-122.1;5;0,0331;5;0,013
C20B;5-124;5;0,0331;5;0,013
C20B;5-146.1e;5;0,0331;5;0,013
C20B;5-091.21;4;0,0265;4;0,0104
C20B;5-123.21;4;0,0265;4;0,0104
C20B;5-137.7;4;0,0265;4;0,0104
C20B;5-139.x;4;0,0265;4;0,0104
C20B;5-160.3;4;0,0265;4;0,0104
D06B;5-195.b2;21;0,2234;21;0,089
D06B;5-195.b0;11;0,117;11;0,0466
D06B;5-224.63;11;0,117;11;0,0466
D06B;5-270.6;11;0,117;11;0,0466
D06B;5-185.0;10;0,1064;10;0,0424
D06B;5-852.g0;9;0,0957;9;0,0381
D06B;5-984;9;0,0957;9;0,0381
D06B;5-195.a2;6;0,0638;6;0,0254
D06B;5-215.1;6;0,0638;6;0,0254
D06B;5-215.3;6;0,0638;6;0,0254
D06B;5-185.2;5;0,0532;5;0,0212
D06B;5-270.5;5;0,0532;5;0,0212
D06B;5-983;5;0,0532;5;0,0212
D06B;5-189.0;4;0,0426;4;0,0169
D06B;5-200.5;4;0,0426;4;0,0169
D06B;5-203.0;4;0,0426;4;0,0169
D06B;5-214.6;4;0,0426;4;0,0169
D06B;8-506;4;0,0426;4;0,0169
D06C;5-224.63;713;0,4388;715;0,1186
D06C;5-215.3;700;0,4308;701;0,1163
D06C;5-214.6;666;0,4098;668;0,1108
D06C;5-215.1;434;0,2671;436;0,0723
D06C;5-214.70;287;0,1766;287;0,0476
D06C;5-222.21;281;0,1729;282;0,0468
D06C;5-221.1;198;0,1218;199;0,033
D06C;8-506;170;0,1046;170;0,0282
D06C;5-222.0;149;0,0917;149;0,0247
D06C;5-984;146;0,0898;148;0,0246
D06C;1-612;144;0,0886;552;0,0916
D06C;5-221.6;140;0,0862;140;0,0232
D06C;1-611.0;125;0,0769;532;0,0883
D06C;5-215.4;124;0,0763;125;0,0207
D06C;5-224.4;74;0,0455;74;0,0123
D06C;5-215.01;68;0,0418;68;0,0113
D06C;5-222.20;67;0,0412;67;0,0111
D06C;5-985.2;52;0,032;53;0,0088
D06C;5-214.5;46;0,0283;46;0,0076
D06C;5-215.00;42;0,0258;42;0,007
D06C;5-215.02;38;0,0234;39;0,0065
D06C;5-224.3;38;0,0234;38;0,0063
D06C;5-195.b0;29;0,0178;29;0,0048
D06C;5-224.0;26;0,016;26;0,0043
D06C;8-930;24;0,0148;24;0,004
D06C;5-221.4;20;0,0123;20;0,0033
D06C;5-221.0;19;0,0117;19;0,0032
D06C;5-215.2;17;0,0105;17;0,0028
D06C;5-221.7;15;0,0092;15;0,0025
D06C;5-262.41;15;0,0092;15;0,0025
D06C;5-204.2;13;0,008;13;0,0022
D06C;5-285.0;13;0,008;13;0,0022
D06C;5-983;13;0,008;13;0,0022
D06C;8-500;10;0,0062;11;0,0018
D06C;5-195.a0;10;0,0062;10;0,0017
D06C;5-210.1;10;0,0062;10;0,0017
D06C;5-214.0;10;0,0062;10;0,0017
D06C;5-195.b1;9;0,0055;9;0,0015
D06C;5-200.5;9;0,0055;9;0,0015
D06C;5-215.x;9;0,0055;9;0,0015
D06C;5-262.40;9;0,0055;9;0,0015
D06C;5-223.5;8;0,0049;8;0,0013
D06C;5-852.g0;8;0,0049;8;0,0013
D06C;5-229;7;0,0043;7;0,0012
D06C;5-215.5;6;0,0037;6;0,001
D06C;5-208.1;5;0,0031;5;0,0008
D06C;5-214.3;5;0,0031;5;0,0008
D06C;5-218.10;5;0,0031;5;0,0008
D06C;5-243.1;5;0,0031;5;0,0008
D06C;5-300.2;5;0,0031;5;0,0008
D06C;1-610.0;4;0,0025;7;0,0012
D06C;5-200.4;4;0,0025;4;0,0007
D06C;5-222.4;4;0,0025;4;0,0007
D06C;5-262.5;4;0,0025;4;0,0007
D06C;5-281.0;4;0,0025;4;0,0007
D12B;5-281.0;70;0,3167;70;0,1264
D12B;5-294.4;64;0,2896;64;0,1155
D12B;5-214.6;35;0,1584;35;0,0632
D12B;5-292.0;33;0,1493;33;0,0596
D12B;1-630.1;28;0,1267;28;0,0505
D12B;1-610.2;27;0,1222;27;0,0487
D12B;5-292.x;24;0,1086;24;0,0433
D12B;5-275.8;20;0,0905;20;0,0361
D12B;5-215.1;18;0,0814;18;0,0325
D12B;5-215.3;12;0,0543;12;0,0217
D12B;5-895.54;10;0,0452;11;0,0199
D12B;5-056.0;10;0,0452;10;0,0181
D12B;5-291.2;10;0,0452;10;0,0181
D12B;5-291.1;9;0,0407;9;0,0162
D12B;5-065.1;8;0,0362;8;0,0144
D12B;5-224.63;7;0,0317;7;0,0126
D12B;5-985.2;7;0,0317;7;0,0126
D12B;5-215.x;6;0,0271;6;0,0108
D12B;5-300.2;6;0,0271;6;0,0108
D12B;8-930;6;0,0271;6;0,0108
D12B;5-281.1;5;0,0226;5;0,009
D12B;5-282.0;5;0,0226;5;0,009
D12B;5-065.0;4;0,0181;4;0,0072
D12B;5-200.5;4;0,0181;4;0,0072
D12B;5-210.4;4;0,0181;4;0,0072
D12B;5-215.4;4;0,0181;4;0,0072
D12B;5-216.1;4;0,0181;4;0,0072
D12B;5-272.5;4;0,0181;4;0,0072
D12B;5-293.x;4;0,0181;4;0,0072
D12B;8-506;4;0,0181;4;0,0072
