IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
D60C;2;2,72;7,85;0,43;0,48;0,05;0,00;0,84;0,09;1,67;4,24;18,37
D60C;4;66,58;0,00;71,67;1,93;0,34;2,31;27,78;5,05;36,35;49,37;261,38
D60C;5;69,54;0,00;51,48;3,80;0,17;0,00;15,51;0,03;10,47;19,01;170,01
D60C;7;0,06;0,00;0,08;0,00;0,00;0,02;0,03;0,14;0,03;0,05;0,41
D60C;8;10,19;0,00;11,21;0,39;0,01;0,05;4,31;3,41;5,14;6,54;41,25
D60C;9;61,18;0,00;60,08;0,61;1,27;0,70;12,09;21,34;29,05;42,09;228,41
D60C;10;12,28;0,00;27,28;0,81;1,77;0,00;20,04;16,57;5,30;14,73;98,78
D60C;11;32,12;2,05;43,53;0,79;0,00;0,00;4,65;1,48;8,02;23,19;115,83
D61A;1;232,74;311,78;23,39;19,36;0,28;0,00;25,27;9,16;113,11;335,29;1070,38
D61A;2;15,87;24,08;0,68;1,96;0,07;0,00;2,01;0,65;4,57;11,40;61,29
D61A;4;0,84;0,00;0,65;0,03;0,00;0,00;0,37;0,03;0,62;0,68;3,22
D61A;5;0,44;0,00;0,32;0,03;0,00;0,00;0,10;0,00;0,08;0,13;1,10
D61A;7;0,21;0,00;0,16;0,00;0,00;0,00;0,06;0,22;0,03;0,08;0,76
D61A;8;0,49;0,00;0,46;0,02;0,00;0,00;0,18;0,01;0,19;0,29;1,64
D61A;9;43,75;0,00;41,51;0,56;0,06;0,08;8,14;42,39;17,96;27,69;182,14
D61A;10;2,49;0,00;15,07;0,70;0,02;0,00;12,45;7,49;2,80;6,99;48,01
D61A;11;78,96;2,41;120,60;1,91;0,03;0,00;8,00;5,35;16,94;54,83;289,03
D61B;1;211,80;282,75;17,98;19,85;0,44;0,00;20,94;13,76;100,14;304,22;971,88
D61B;2;20,18;31,35;1,02;2,37;0,00;0,00;2,31;0,59;6,05;14,95;78,82
D61B;4;0,24;0,00;0,20;0,01;0,00;0,00;0,14;0,01;0,13;0,21;0,94
D61B;5;0,21;0,00;0,14;0,01;0,00;0,00;0,04;0,01;0,03;0,05;0,49
D61B;6;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
D61B;7;0,78;0,00;0,77;0,05;0,00;0,02;0,35;1,20;0,24;0,48;3,89
D61B;8;2,43;0,00;2,46;0,09;0,00;0,00;1,00;0,42;1,02;1,53;8,95
D61B;9;48,88;0,00;48,71;0,73;0,08;0,05;9,47;47,83;21,01;31,71;208,47
D61B;10;2,83;0,00;18,81;0,86;0,09;0,00;14,49;12,02;2,45;7,54;59,09
D61B;11;82,47;2,83;100,53;1,87;0,02;0,00;8,50;4,71;14,47;47,89;263,29
D62Z;1;200,31;312,26;19,16;19,10;2,63;0,00;26,50;3,31;99,80;279,62;962,69
D62Z;2;3,50;8,12;0,37;0,54;0,05;0,00;0,90;0,03;1,59;4,33;19,43
D62Z;4;3,33;0,00;3,77;0,11;0,04;0,02;1,30;0,37;2,06;2,60;13,60
D62Z;5;3,77;0,00;2,53;0,19;0,00;0,00;0,73;0,04;0,51;1,02;8,79
D62Z;6;0,06;0,00;0,12;0,00;0,00;0,00;0,01;0,00;0,01;0,06;0,26
D62Z;7;0,10;0,00;0,08;0,00;0,00;0,00;0,04;0,08;0,03;0,06;0,39
D62Z;8;1,31;0,00;1,34;0,04;0,00;0,00;0,54;0,15;0,56;0,81;4,75
D62Z;9;10,39;0,00;10,77;0,12;0,06;0,03;1,76;5,02;4,72;6,95;39,82
D62Z;10;3,13;0,00;18,88;0,87;1,83;0,00;15,73;12,85;2,64;8,17;64,10
D62Z;11;38,21;2,36;44,71;1,26;0,07;0,00;4,57;0,63;7,05;22,58;121,44
D63Z;1;252,84;464,63;25,15;19,97;1,70;0,00;40,88;1,79;102,93;254,00;1163,89
D63Z;2;6,03;11,42;0,31;0,94;0,00;0,00;1,67;0,03;2,16;6,07;28,63
D63Z;4;0,11;0,00;0,15;0,01;0,00;0,00;0,07;0,02;0,07;0,13;0,56
D63Z;5;0,36;0,00;0,22;0,02;0,00;0,00;0,07;0,02;0,05;0,10;0,84
D63Z;8;0,01;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,01;0,05
D63Z;9;1,24;0,00;1,10;0,01;0,00;0,00;0,16;0,52;0,56;0,73;4,32
D63Z;10;2,81;0,00;18,43;0,56;0,04;0,00;15,30;16,56;2,03;7,30;63,03
D63Z;11;31,30;3,32;33,20;0,70;0,02;0,00;3,03;0,26;4,71;17,64;94,18
D64Z;1;212,73;336,42;19,96;15,04;0,50;0,00;28,67;0,79;87,34;232,68;934,13
D64Z;2;6,68;12,95;0,17;0,80;0,00;0,00;1,30;0,00;2,27;6,56;30,73
D64Z;4;0,37;0,00;0,36;0,01;0,03;0,00;0,16;0,01;0,23;0,37;1,54
D64Z;5;1,13;0,00;0,87;0,09;0,00;0,00;0,26;0,00;0,17;0,40;2,92
D64Z;8;0,47;0,00;0,40;0,01;0,00;0,00;0,12;0,00;0,17;0,27;1,44
D64Z;9;2,02;0,00;2,05;0,02;0,00;0,02;0,24;0,36;0,93;1,26;6,90
D64Z;10;1,30;0,00;7,20;0,15;0,00;0,00;6,98;6,45;0,98;2,85;25,91
D64Z;11;21,45;1,35;25,74;0,79;0,37;0,00;2,57;0,18;3,56;12,54;68,55
D65Z;1;170,42;261,66;21,47;14,97;0,21;0,00;22,46;4,81;80,99;242,34;819,33
D65Z;2;8,67;18,17;1,28;1,63;0,02;0,00;2,77;0,21;3,24;10,22;46,21
D65Z;4;35,41;0,00;38,39;1,19;0,06;2,33;15,32;2,66;19,06;28,60;143,02
D65Z;5;41,09;0,00;30,70;2,68;0,00;0,00;8,80;0,24;5,51;12,51;101,53
D65Z;8;0,20;0,00;0,21;0,01;0,00;0,00;0,06;0,01;0,16;0,15;0,80
D65Z;9;39,39;0,00;39,02;0,48;0,01;0,02;6,49;18,17;15,25;27,28;146,11
D65Z;10;1,63;0,00;10,08;0,32;0,31;0,00;7,64;4,38;2,15;4,41;30,92
D65Z;11;47,47;1,47;51,49;2,13;0,05;0,00;7,48;1,63;9,38;28,65;149,75
D66Z;1;205,39;326,99;22,06;19,48;2,87;0,00;27,33;3,97;109,10;301,20;1018,39
D66Z;2;8,77;21,05;0,56;1,50;0,12;0,00;2,65;0,15;3,80;10,19;48,79
D66Z;4;21,76;0,00;23,16;0,69;0,36;0,09;9,44;2,33;12,17;16,71;86,71
D66Z;5;25,94;0,00;18,30;1,43;0,05;0,00;5,46;0,27;3,59;7,05;62,09
D66Z;7;0,33;0,00;0,41;0,02;0,05;0,00;0,14;0,45;0,16;0,21;1,77
D66Z;8;2,65;0,00;2,93;0,08;0,01;0,00;0,87;0,27;1,16;1,59;9,56
D66Z;9;20,91;0,00;19,95;0,18;0,06;0,06;3,13;4,55;8,52;13,83;71,19
D66Z;10;4,24;0,00;16,27;0,57;0,78;0,00;13,26;8,27;3,08;7,94;54,41
D66Z;11;39,74;2,20;66,94;1,19;0,46;0,00;4,86;0,68;9,67;30,66;156,40
D67Z;1;223,15;361,06;25,74;22,41;3,09;0,00;33,43;8,02;109,27;301,24;1087,41
D67Z;2;8,19;17,79;0,61;1,42;0,55;0,00;2,44;0,10;3,33;9,34;43,77
D67Z;4;29,52;0,00;30,47;0,97;0,29;0,38;12,41;6,03;15,48;23,77;119,32
D67Z;5;29,53;0,00;21,15;1,96;0,01;0,00;6,25;0,26;4,05;8,81;72,02
D67Z;7;0,10;0,00;0,05;0,01;0,00;0,00;0,05;0,17;0,03;0,08;0,49
D67Z;8;1,56;0,00;1,61;0,05;0,00;0,00;0,53;0,23;0,67;1,05;5,70
D67Z;9;22,56;0,00;21,80;0,25;0,13;0,05;3,72;10,06;9,54;14,26;82,37
D67Z;10;4,50;0,00;16,40;0,70;2,52;0,00;14,03;12,15;2,85;7,96;61,11
D67Z;11;28,83;1,70;32,67;1,02;0,04;0,00;4,92;0,98;5,96;18,17;94,29
E01A;1;1105,10;1801,20;161,15;159,98;68,50;0,00;189,37;54,27;527,39;1587,41;5654,37
E01A;2;646,48;1553,44;25,86;159,52;63,90;0,01;279,86;7,90;296,13;745,58;3778,68
E01A;4;1191,63;0,00;841,39;40,65;44,49;167,45;726,96;625,19;468,35;663,50;4769,61
E01A;5;816,45;0,00;552,28;49,04;1,74;0,00;197,10;3,85;119,67;196,62;1936,75
E01A;7;1,17;0,00;0,97;0,05;0,00;0,00;0,20;1,26;0,39;0,76;4,80
E01A;8;50,45;0,00;46,52;1,27;0,03;4,24;14,95;23,81;21,10;28,85;191,22
E01A;9;138,17;0,00;141,92;2,06;2,27;9,27;22,72;92,26;63,77;88,87;561,31
E01A;10;91,21;0,00;233,83;9,84;248,73;0,00;171,25;152,84;42,03;122,96;1072,69
E01A;11;112,34;5,44;313,31;2,61;0,01;0,00;20,97;40,06;26,08;117,33;638,15
E01B;1;606,37;954,49;94,05;81,70;14,04;0,00;99,49;11,25;298,62;891,13;3051,14
E01B;2;276,94;602,88;11,10;63,00;10,78;0,01;114,21;5,99;122,30;317,63;1524,84
E01B;4;892,17;0,00;569,83;27,03;26,12;29,66;542,96;564,41;341,27;495,11;3488,56
E01B;5;568,35;0,00;388,65;30,62;2,27;0,00;128,96;10,32;82,48;141,50;1353,15
E01B;7;3,00;0,00;1,79;0,07;0,00;0,08;0,83;3,64;1,01;2,02;12,44
E01B;8;33,83;0,00;36,21;0,93;0,00;0,01;12,25;26,54;15,93;23,29;148,99
E01B;9;69,60;0,00;72,36;1,57;1,17;1,01;14,94;51,58;34,12;47,28;293,63
E01B;10;81,38;0,00;143,25;4,14;36,13;0,00;98,92;134,73;24,09;82,82;605,46
E01B;11;85,85;2,71;183,88;1,50;0,00;0,00;15,50;23,88;15,44;78,02;406,78
E02A;1;393,86;964,50;60,11;74,83;4,73;0,00;85,05;4,35;247,02;452,83;2287,28
E02A;2;326,06;507,74;34,64;56,53;1,57;2,07;87,66;7,17;107,63;290,57;1421,64
E02A;4;269,09;0,00;258,96;9,89;0,42;0,75;123,88;24,89;139,76;198,79;1026,43
E02A;5;248,42;0,00;160,55;13,22;0,02;0,00;54,28;4,45;35,84;68,01;584,79
E02A;7;26,51;0,00;21,15;1,97;0,00;16,02;18,22;22,77;7,43;14,74;128,81
E02A;8;9,62;0,00;5,14;0,05;0,00;0,00;2,03;0,00;4,51;1,89;23,24
E02A;9;19,84;0,00;23,17;0,23;0,00;0,00;2,61;3,18;9,43;14,64;73,10
E02A;10;23,60;0,00;56,30;0,52;13,58;0,00;42,39;58,48;11,05;29,04;234,96
E02A;11;66,90;1,59;96,64;1,68;0,07;0,00;7,42;2,57;15,03;48,73;240,63
E02B;1;713,79;1200,67;86,56;129,18;45,03;0,00;114,70;27,86;362,61;1055,61;3736,01
E02B;2;127,45;254,19;4,13;24,49;10,46;0,00;40,24;2,42;49,35;133,31;646,04
E02B;4;133,29;0,00;113,75;4,47;2,57;22,31;66,24;42,92;64,42;84,29;534,26
E02B;5;146,25;0,00;99,45;7,18;1,27;0,00;29,15;1,08;19,80;38,77;342,95
E02B;7;2,37;0,00;3,43;0,31;0,34;0,80;1,78;2,68;1,44;2,38;15,53
E02B;8;83,29;0,00;85,97;2,48;0,15;123,19;33,00;45,86;36,11;47,60;457,65
E02B;9;136,36;0,00;138,60;2,11;2,21;19,77;35,05;111,01;57,00;90,84;592,95
E02B;10;49,42;0,00;116,54;4,32;34,38;0,00;83,45;137,13;17,17;59,31;501,72
E02B;11;104,01;6,54;167,41;2,51;0,02;8,77;17,54;11,96;20,28;73,99;413,03
E02C;1;318,22;482,13;46,56;45,67;8,00;0,00;45,57;17,05;161,45;495,84;1620,49
E02C;2;19,34;40,26;0,92;3,67;0,29;0,00;6,02;0,13;7,85;21,16;99,64
E02C;4;60,28;0,00;54,02;1,49;0,39;3,49;31,14;27,21;30,76;42,86;251,64
E02C;5;78,34;0,00;54,42;3,51;0,87;0,00;15,94;1,79;9,84;21,12;185,83
E02C;7;1,31;0,00;1,42;0,12;0,00;0,19;0,70;1,65;0,76;1,34;7,49
E02C;8;64,23;0,00;81,20;2,21;0,03;13,49;30,94;24,81;35,11;44,56;296,58
E02C;9;70,33;0,00;77,15;1,14;2,63;0,51;19,99;61,53;35,10;52,34;320,72
E02C;10;31,01;0,00;64,01;1,70;2,26;0,00;40,83;126,81;9,46;34,46;310,54
E02C;11;83,75;2,63;84,84;2,54;0,01;0,08;16,40;5,34;14,13;41,27;250,99
E02D;1;114,90;167,59;17,74;16,88;0,84;0,00;15,88;9,84;52,71;160,88;557,26
E02D;2;1,87;4,10;0,08;0,43;0,02;0,00;0,68;0,00;0,87;2,08;10,13
E02D;4;25,02;0,00;26,46;0,79;0,27;1,39;12,23;12,91;14,76;20,18;114,01
E02D;5;72,72;0,00;56,82;2,94;5,31;0,00;12,93;0,93;11,04;17,48;180,17
E02D;7;1,00;0,00;1,07;0,14;0,00;0,00;0,54;0,00;1,00;1,51;5,26
E02D;8;71,78;0,00;76,83;2,23;0,00;0,81;20,68;38,12;32,79;41,51;284,75
E02D;9;32,97;0,00;37,04;0,36;0,41;0,00;7,99;13,70;19,91;22,81;135,19
E02D;10;29,44;0,00;51,08;0,63;0,31;0,00;34,36;82,83;10,01;32,26;240,92
E02D;11;52,50;1,47;45,76;2,22;0,00;0,00;9,88;0,94;12,25;26,35;151,37
E03Z;1;323,52;416,16;94,45;37,95;19,09;0,00;32,05;0,00;173,78;484,95;1581,95
E03Z;2;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01
E03Z;4;9,50;0,00;5,60;0,51;0,08;17,99;3,46;61,57;3,07;4,88;106,66
E03Z;5;11,00;0,00;8,92;0,63;0,00;0,00;2,86;0,00;1,63;3,19;28,23
E03Z;7;0,44;0,00;0,61;0,10;0,00;0,00;0,55;1,97;0,24;0,79;4,70
E03Z;8;17,40;0,00;23,83;0,76;0,00;0,00;8,99;10,95;9,47;14,66;86,06
E03Z;9;165,67;0,00;258,93;5,50;8,74;0,00;78,82;107,48;107,03;146,06;878,23
E03Z;10;5,14;0,00;17,17;1,36;3,97;0,00;14,36;23,54;2,08;9,11;76,73
E03Z;11;12,98;0,12;20,57;0,28;0,00;0,00;5,01;5,25;4,00;8,98;57,19
E05A;1;834,74;1370,09;128,31;116,67;43,86;0,00;137,71;19,15;390,92;1159,47;4200,92
E05A;2;537,84;1163,56;25,36;120,05;43,02;0,01;210,02;9,73;215,98;558,16;2883,73
E05A;4;894,13;0,00;571,79;25,08;40,31;81,93;446,17;642,04;309,16;444,79;3455,40
E05A;5;562,03;0,00;359,98;33,47;2,00;0,00;121,43;10,60;76,71;138,94;1305,16
E05A;7;6,63;0,00;6,49;0,49;0,01;5,16;3,90;8,08;2,52;5,62;38,90
E05A;8;50,32;0,00;47,88;1,36;0,03;1,92;18,20;43,77;19,87;34,97;218,32
E05A;9;120,89;0,00;128,74;1,81;2,82;2,56;23,69;80,85;56,68;80,45;498,49
E05A;10;78,25;0,00;193,40;7,46;118,51;0,00;132,69;168,68;29,13;99,36;827,48
E05A;11;109,63;4,70;246,68;2,28;0,03;0,01;20,14;34,98;22,20;101,61;542,26
E05B;1;556,72;888,85;99,70;73,29;8,28;0,00;89,65;20,22;265,97;801,32;2804,00
E05B;2;200,90;413,13;9,29;44,96;7,01;0,00;75,32;1,30;86,45;213,45;1051,81
E05B;4;765,06;0,00;514,90;25,04;16,11;16,07;450,95;706,37;292,06;420,55;3207,11
E05B;5;511,62;0,00;347,53;26,99;2,65;0,00;106,24;14,24;73,36;130,44;1213,07
E05B;7;1,22;0,00;1,00;0,06;0,01;0,05;0,27;1,34;0,36;1,00;5,31
E05B;8;21,95;0,00;22,10;0,58;0,01;0,01;7,19;11,38;7,46;18,64;89,32
E05B;9;64,14;0,00;67,00;1,08;1,84;0,29;14,33;35,73;29,84;43,13;257,38
E05B;10;88,45;0,00;143,38;3,18;12,29;0,00;89,93;138,42;21,06;82,42;579,13
E05B;11;74,15;2,40;155,59;1,22;0,00;0,00;11,93;22,50;14,60;66,01;348,40
E05C;1;558,10;859,12;71,64;73,28;8,79;0,00;88,39;11,41;278,68;815,29;2764,70
E05C;2;179,39;413,17;6,25;43,09;3,07;0,00;78,91;2,76;81,87;202,04;1010,55
E05C;4;552,17;0,00;389,98;18,12;19,57;23,62;364,94;323,74;217,89;324,63;2234,66
E05C;5;375,72;0,00;266,57;22,28;1,60;0,00;91,72;5,86;56,47;99,14;919,36
E05C;7;0,66;0,00;1,05;0,05;0,00;0,00;0,79;0,47;0,37;0,56;3,95
E05C;8;18,22;0,00;18,08;0,48;0,01;0,01;7,95;2,79;7,83;13,56;68,93
E05C;9;68,04;0,00;69,60;0,54;1,35;13,71;11,14;13,04;29,74;43,20;250,36
E05C;10;41,97;0,00;104,95;3,18;19,69;0,00;77,95;59,83;16,25;52,87;376,69
E05C;11;67,29;3,59;133,18;1,80;0,05;0,00;9,85;10,12;13,43;57,99;297,30
E06A;1;790,42;1410,91;133,71;124,34;36,54;0,00;146,75;22,34;380,53;1143,25;4188,79
E06A;2;329,12;726,61;15,95;70,52;12,32;0,00;124,60;1,21;139,02;365,02;1784,37
E06A;4;444,12;0,00;330,24;15,05;10,91;25,01;250,27;287,94;182,58;259,53;1805,65
E06A;5;367,55;0,00;230,48;19,10;2,95;0,00;78,73;3,41;45,28;89,61;837,11
E06A;7;2,90;0,00;1,47;0,05;0,00;0,94;0,76;4,42;0,39;1,97;12,90
E06A;8;37,20;0,00;37,95;1,07;0,01;2,03;14,48;10,34;16,84;23,62;143,54
E06A;9;103,69;0,00;108,77;1,38;1,23;0,06;18,93;93,68;44,17;70,04;441,95
E06A;10;50,14;0,00;141,93;7,68;79,89;0,00;112,18;120,19;22,70;75,37;610,08
E06A;11;110,51;6,77;210,14;3,11;0,28;0,00;19,89;19,93;19,80;93,86;484,29
E06B;1;552,57;921,17;71,84;71,21;1,67;0,00;89,09;7,80;265,78;690,72;2671,85
E06B;2;241,84;502,13;13,90;47,03;2,62;0,00;81,81;1,08;92,89;256,06;1239,36
E06B;4;631,85;0,00;423,66;22,72;11,88;322,08;316,91;316,14;238,28;371,71;2655,23
E06B;5;391,15;0,00;272,37;26,46;1,84;0,00;91,69;4,08;55,25;111,60;954,44
E06B;7;0,36;0,00;0,39;0,00;0,00;0,00;0,07;0,00;0,12;0,21;1,15
E06B;8;6,94;0,00;8,26;0,29;0,00;0,02;3,20;1,65;2,58;4,20;27,14
E06B;9;65,40;0,00;62,56;0,66;0,88;0,31;10,22;26,68;29,78;40,29;236,78
E06B;10;37,79;0,00;91,52;2,93;14,22;0,00;64,10;73,09;14,04;47,35;345,04
E06B;11;67,48;1,38;151,40;1,62;0,01;0,00;10,40;16,50;13,25;58,82;320,86
E06C;1;456,33;714,28;69,73;60,57;3,06;0,00;74,65;10,11;218,13;663,41;2270,27
E06C;2;93,48;189,39;3,54;19,23;0,58;0,00;32,03;0,79;37,51;93,76;470,31
E06C;4;340,66;0,00;263,56;12,98;3,42;5,52;223,56;374,05;147,95;216,65;1588,35
E06C;5;292,30;0,00;201,61;15,62;1,71;0,00;64,33;4,46;40,28;75,60;695,91
E06C;7;0,55;0,00;0,53;0,02;0,00;0,00;0,23;1,01;0,22;0,43;2,99
E06C;8;11,83;0,00;13,86;0,44;0,00;0,13;5,31;3,54;5,92;8,92;49,95
E06C;9;57,10;0,00;62,88;0,75;1,00;0,09;12,44;36,31;25,61;39,92;236,10
E06C;10;40,04;0,00;79,64;2,37;4,64;0,00;53,12;83,43;12,84;44,07;320,15
E06C;11;61,44;3,22;115,88;1,28;0,01;0,00;10,38;10,84;10,49;50,60;264,14
E07Z;1;257,21;384,73;25,38;24,45;0,51;0,00;36,57;1,04;143,56;353,34;1226,79
E07Z;2;47,24;114,75;1,69;7,61;0,23;0,00;14,38;0,01;23,47;62,01;271,39
E07Z;4;182,68;0,00;214,60;6,99;0,56;0,94;68,14;24,49;115,57;138,11;752,08
E07Z;5;184,25;0,00;133,26;11,49;0,37;0,00;46,59;0,04;28,04;60,39;464,43
E07Z;8;0,09;0,00;0,23;0,00;0,00;0,00;0,02;0,00;0,09;0,08;0,51
E07Z;9;3,85;0,00;3,62;0,03;0,00;0,00;0,45;0,09;1,34;2,54;11,92
E07Z;10;7,63;0,00;16,51;1,01;0,00;0,00;11,37;5,87;3,09;9,84;55,32
E07Z;11;14,41;3,12;25,35;0,58;0,00;0,00;1,99;0,87;4,73;13,18;64,23
E08A;1;996,91;1698,00;116,84;236,68;24,51;0,00;195,25;83,65;486,83;1384,49;5223,16
E08A;2;627,94;1286,20;11,26;155,77;64,59;0,00;299,89;47,48;252,41;484,39;3229,93
E08A;4;305,36;0,00;233,73;8,74;5,55;46,32;188,02;174,24;128,55;175,49;1266,00
E08A;5;236,19;0,00;174,49;12,31;0,87;0,00;52,58;0,35;33,76;60,26;570,81
E08A;7;2,53;0,00;2,31;0,25;0,00;0,00;2,60;7,05;2,19;1,41;18,34
E08A;8;53,04;0,00;54,50;1,88;3,13;0,00;34,83;3,75;24,98;29,34;205,45
E08A;9;282,31;0,00;428,79;9,21;0,02;0,42;37,02;438,31;199,19;291,36;1686,63
E08A;10;51,65;0,00;160,37;18,30;100,35;0,00;158,23;134,33;22,29;82,26;727,78
E08A;11;128,52;14,01;277,32;2,85;0,00;0,00;27,03;11,87;29,71;107,19;598,50
E08B;1;1227,61;2128,78;186,76;272,62;88,20;0,00;200,01;68,59;679,03;1867,99;6719,59
E08B;2;15,97;33,06;0,66;3,48;2,36;0,00;5,21;0,22;6,59;15,74;83,29
E08B;4;22,12;0,00;19,29;0,79;0,09;21,19;10,28;5,57;12,07;16,38;107,78
E08B;5;21,23;0,00;13,82;1,05;0,02;0,00;4,36;0,02;3,28;5,37;49,15
E08B;7;1,17;0,00;0,64;0,04;0,00;0,00;0,29;2,59;0,33;0,57;5,63
E08B;8;29,36;0,00;37,22;1,07;0,02;5,20;12,34;15,28;17,00;19,04;136,53
E08B;9;612,94;0,00;1142,90;16,67;1,53;9,08;79,88;787,81;519,44;744,45;3914,70
E08B;10;31,06;0,00;92,70;8,41;47,68;0,00;73,32;60,53;13,68;46,09;373,47
E08B;11;76,59;5,49;178,93;1,79;0,03;0,22;10,17;18,25;17,89;64,31;373,67
E08C;1;538,72;890,20;71,33;125,19;58,66;0,00;93,57;14,51;330,76;810,86;2933,80
E08C;2;6,21;13,11;0,43;1,07;3,13;0,00;1,82;0,21;2,78;6,93;35,69
E08C;4;7,64;0,00;6,31;0,35;0,05;4,04;3,99;1,81;3,90;5,67;33,76
E08C;5;7,70;0,00;5,12;0,36;0,00;0,00;1,71;0,03;1,10;1,94;17,96
E08C;7;0,96;0,00;0,43;0,01;0,00;0,21;0,17;0,36;0,19;0,44;2,77
E08C;8;11,30;0,00;15,05;0,48;0,00;1,65;5,32;3,03;6,98;7,91;51,72
E08C;9;289,50;0,00;540,13;8,81;0,59;9,21;39,83;485,59;271,88;345,96;1991,50
E08C;10;11,98;0,00;40,15;3,23;24,43;0,00;32,88;35,18;5,57;18,08;171,50
E08C;11;45,93;3,30;74,70;1,43;0,05;0,00;6,48;6,69;9,33;30,50;178,41
E08D;1;399,56;631,19;51,10;87,88;56,17;0,00;65,52;25,67;224,53;595,12;2136,74
E08D;2;11,40;21,50;0,76;1,98;3,65;0,00;3,51;0,21;4,61;11,79;59,41
E08D;4;9,69;0,00;8,25;0,28;0,03;6,88;5,68;2,44;5,28;6,56;45,09
E08D;5;8,80;0,00;5,88;0,43;0,00;0,00;1,90;0,00;1,09;2,31;20,41
E08D;7;0,97;0,00;0,60;0,06;0,00;0,19;0,28;2,40;0,32;0,67;5,49
E08D;8;17,68;0,00;19,96;0,56;0,10;3,10;8,62;3,83;8,70;11,13;73,68
E08D;9;177,49;0,00;269,33;3,97;1,84;6,27;31,72;370,56;120,78;185,73;1167,69
E08D;10;13,71;0,00;41,06;2,29;23,64;0,00;31,20;33,15;6,60;19,72;171,37
E08D;11;53,06;2,84;66,98;1,49;0,00;0,00;7,18;2,74;8,16;29,16;171,61
E36Z;1;285,64;587,06;29,69;57,29;16,32;0,00;52,63;14,30;144,36;421,34;1608,63
E36Z;2;3980,97;7411,26;151,32;855,86;122,09;0,02;1348,68;77,49;1118,95;2888,69;17955,33
E36Z;4;52,14;0,00;41,74;2,38;1,43;33,55;30,60;21,06;23,71;34,60;241,21
E36Z;5;46,02;0,00;28,51;2,33;1,00;0,00;8,33;0,86;5,86;10,96;103,87
E36Z;7;7,91;0,00;8,75;0,63;0,05;6,26;4,24;18,04;3,48;6,48;55,84
E36Z;8;54,38;0,00;54,96;1,80;0,03;0,78;17,73;10,67;24,93;34,76;200,04
E36Z;9;106,57;0,00;113,33;1,05;1,18;2,23;16,81;42,90;45,40;70,77;400,24
E36Z;10;52,95;0,00;258,16;12,88;113,03;0,00;210,21;212,01;33,36;114,38;1006,98
E36Z;11;97,52;9,08;284,59;2,45;0,20;0,00;13,31;59,09;25,62;115,82;607,68
E40A;1;417,11;870,08;49,66;91,58;23,49;0,00;84,94;13,16;201,93;526,69;2278,64
E40A;2;2072,31;3790,47;76,12;419,21;152,10;0,00;709,44;35,08;732,70;1831,18;9818,61
E40A;4;87,65;0,00;62,61;4,05;0,06;12,68;51,09;14,27;41,61;61,87;335,89
E40A;5;75,52;0,00;51,58;4,69;0,00;0,00;14,90;1,37;11,69;21,08;180,83
E40A;7;13,51;0,00;13,75;0,70;0,02;4,80;5,71;26,96;6,53;9,37;81,35
E40A;8;20,21;0,00;16,06;0,58;0,00;0,01;8,80;1,39;10,48;13,79;71,32
E40A;9;93,30;0,00;89,84;1,36;0,58;0,57;15,80;28,23;48,46;63,14;341,28
E40A;10;57,29;0,00;211,22;14,28;85,02;0,00;190,92;115,06;29,68;102,12;805,59
E40A;11;107,77;5,46;252,76;1,82;0,08;0,00;12,21;37,54;25,92;98,97;542,53
E40B;1;336,00;727,49;34,84;69,98;35,34;0,00;62,54;12,83;169,56;507,15;1955,73
E40B;2;1203,99;2312,05;57,51;256,79;52,03;0,01;407,57;31,88;373,77;941,32;5636,92
E40B;4;21,52;0,00;18,68;0,77;0,89;7,15;10,13;9,54;9,37;13,75;91,80
E40B;5;22,43;0,00;14,34;1,13;0,05;0,00;4,31;0,57;2,73;5,42;50,98
E40B;7;7,97;0,00;10,77;0,74;0,01;3,86;5,46;19,95;3,88;6,38;59,02
E40B;8;31,76;0,00;34,42;1,13;0,05;1,82;14,74;3,74;14,97;21,20;123,83
E40B;9;72,91;0,00;80,14;0,84;0,25;0,04;13,73;40,90;29,76;49,36;287,93
E40B;10;27,50;0,00;143,09;7,47;60,67;0,00;117,58;110,98;20,09;62,00;549,38
E40B;11;85,08;5,93;165,52;2,32;0,17;0,00;12,10;17,87;17,51;71,38;377,88
E40C;1;244,97;460,28;24,46;42,20;6,27;0,00;40,40;4,65;118,18;361,96;1303,37
E40C;2;1010,94;1987,18;47,97;201,09;11,31;0,02;322,12;15,76;304,14;777,69;4678,22
E40C;4;7,81;0,00;6,94;0,22;0,44;0,81;4,05;1,77;3,90;4,78;30,72
E40C;5;8,58;0,00;5,60;0,47;0,01;0,00;1,70;0,13;1,15;2,42;20,06
E40C;7;2,69;0,00;3,59;0,21;0,03;1,13;1,70;6,27;1,46;2,38;19,46
E40C;8;11,54;0,00;11,19;0,43;0,00;1,16;4,47;1,18;4,77;6,89;41,63
E40C;9;37,12;0,00;42,02;0,45;0,23;0,01;6,47;23,79;14,52;25,65;150,26
