IP_DRG;IP_CodeF;IP_Anzahl;IP_Prozent;IP_AnzahlN;IP_ProzentN
A11D;3-990;5;0,7143;6;0,0426
A11D;8-831.0;5;0,7143;5;0,0355
A11D;5-021.0;4;0,5714;4;0,0284
A11D;8-831.2;4;0,5714;4;0,0284
A11F;8-701;4;0,80;6;0,0822
A11F;8-831.0;4;0,80;5;0,0685
A11F;8-930;4;0,80;4;0,0548
A11G;8-701;8;1,00;13;0,1429
A11G;8-831.0;8;1,00;12;0,1319
A11G;8-930;6;0,75;6;0,0659
A11G;8-771;4;0,50;5;0,0549
A11G;8-800.c0;4;0,50;4;0,044
A13D;8-701;8;0,50;8;0,0359
A13D;8-931.0;8;0,50;8;0,0359
A13D;5-314.12;7;0,4375;7;0,0314
A13D;5-858.03;7;0,4375;7;0,0314
A13D;5-858.50;7;0,4375;7;0,0314
A13D;5-902.48;7;0,4375;7;0,0314
A13D;8-930;6;0,375;6;0,0269
A13D;8-800.c0;5;0,3125;6;0,0269
A13D;5-403.03;5;0,3125;5;0,0224
A13D;5-901.0e;5;0,3125;5;0,0224
A13D;8-831.0;5;0,3125;5;0,0224
A13D;3-222;4;0,25;6;0,0269
A13D;1-632;4;0,25;4;0,0179
A13D;3-200;4;0,25;4;0,0179
A13D;5-251.02;4;0,25;4;0,0179
A13E;8-701;16;0,64;18;0,0588
A13E;8-831.0;16;0,64;16;0,0523
A13E;8-930;13;0,52;13;0,0425
A13E;8-800.c0;10;0,40;10;0,0327
A13E;3-225;7;0,28;9;0,0294
A13E;8-706;7;0,28;7;0,0229
A13E;8-931.0;7;0,28;7;0,0229
A13E;1-620.00;6;0,24;8;0,0261
A13E;3-222;5;0,20;6;0,0196
A13E;1-632;5;0,20;5;0,0163
A13E;5-469.20;5;0,20;5;0,0163
A13E;3-200;4;0,16;6;0,0196
A13E;1-620.01;4;0,16;4;0,0131
A13E;8-800.c1;4;0,16;4;0,0131
A13E;8-812.60;4;0,16;4;0,0131
A13E;8-831.2;4;0,16;4;0,0131
A13E;8-980.11;4;0,16;4;0,0131
A13E;8-980.20;4;0,16;4;0,0131
A13E;8-98f.11;4;0,16;4;0,0131
A13F;8-701;9;0,75;11;0,10
A13F;8-930;7;0,5833;8;0,0727
A13F;8-706;6;0,50;8;0,0727
A13F;1-275.0;6;0,50;7;0,0636
A13F;8-831.0;6;0,50;6;0,0545
A13F;8-800.c0;5;0,4167;5;0,0455
A13F;8-980.11;4;0,3333;4;0,0364
A13G;8-930;7;0,70;7;0,1207
A13G;8-701;6;0,60;9;0,1552
A13G;8-831.0;5;0,50;6;0,1034
A13G;8-706;4;0,40;4;0,069
A13G;8-800.c0;4;0,40;4;0,069
A13H;8-930;8;0,5333;9;0,12
A13H;8-706;7;0,4667;8;0,1067
A13H;8-701;6;0,40;7;0,0933
A13H;3-200;5;0,3333;6;0,08
A13H;8-771;4;0,2667;4;0,0533
A13H;8-831.0;4;0,2667;4;0,0533
A15C;8-805.00;5;1,00;5;0,1471
A15C;8-543.44;4;0,80;4;0,1176
A15C;8-800.c0;4;0,80;4;0,1176
A15D;8-805.00;14;1,00;14;0,2222
A15D;8-542.21;10;0,7143;10;0,1587
A15D;8-800.c0;7;0,50;7;0,1111
A15D;8-800.b1;6;0,4286;6;0,0952
A15D;5-399.5;4;0,2857;4;0,0635
A42C;5-410.10;11;1,00;11;0,3793
A42C;8-831.0;6;0,5455;6;0,2069
B02C;3-200;13;1,00;30;0,1923
B02C;5-010.00;10;0,7692;11;0,0705
B02C;5-984;10;0,7692;10;0,0641
B02C;5-021.0;8;0,6154;8;0,0513
B02C;8-831.0;6;0,4615;6;0,0385
B02C;8-930;6;0,4615;6;0,0385
B02C;5-988;5;0,3846;5;0,0321
B02C;8-931.0;5;0,3846;5;0,0321
B02C;8-980.0;5;0,3846;5;0,0321
B02C;3-820;4;0,3077;4;0,0256
B02D;3-200;5;1,00;15;0,375
B02D;5-010.2;4;0,80;4;0,10
B03Z;5-984;13;0,4643;13;0,0823
B03Z;5-032.00;9;0,3214;9;0,057
B03Z;5-036.8;8;0,2857;8;0,0506
B03Z;5-038.21;8;0,2857;8;0,0506
B03Z;5-038.41;8;0,2857;8;0,0506
B03Z;5-540.x;7;0,25;7;0,0443
B03Z;3-990;4;0,1429;4;0,0253
B03Z;5-031.01;4;0,1429;4;0,0253
B03Z;5-035.0;4;0,1429;4;0,0253
B04C;8-83b.9;115;0,9055;115;0,2083
B04C;8-836.0k;78;0,6142;80;0,1449
B04C;8-840.0k;70;0,5512;70;0,1268
B04C;3-601;66;0,5197;67;0,1214
B04C;8-840.0m;47;0,3701;47;0,0851
B04C;8-836.0m;46;0,3622;46;0,0833
B04C;3-600;37;0,2913;37;0,067
B04C;3-200;8;0,063;9;0,0163
B04C;8-930;7;0,0551;7;0,0127
B04C;8-83b.c2;6;0,0472;6;0,0109
B04C;3-820;5;0,0394;5;0,0091
B04C;8-83b.72;4;0,0315;4;0,0072
B04C;8-83b.c6;4;0,0315;4;0,0072
B04D;5-381.02;201;0,971;202;0,1428
B04D;5-381.01;173;0,8357;173;0,1223
B04D;5-930.4;171;0,8261;171;0,1208
B04D;5-381.03;170;0,8213;170;0,1201
B04D;1-208.0;157;0,7585;158;0,1117
B04D;1-208.2;157;0,7585;158;0,1117
B04D;1-208.6;157;0,7585;158;0,1117
B04D;5-382.02;38;0,1836;38;0,0269
B04D;8-930;26;0,1256;26;0,0184
B04D;3-600;21;0,1014;21;0,0148
B04D;3-601;21;0,1014;21;0,0148
B04D;5-392.4;17;0,0821;17;0,012
B04D;5-930.01;17;0,0821;17;0,012
B04D;5-386.a5;16;0,0773;16;0,0113
B04D;5-385.80;11;0,0531;11;0,0078
B04D;8-919;10;0,0483;10;0,0071
B04D;5-393.9;9;0,0435;9;0,0064
B04D;3-607;5;0,0242;5;0,0035
B04D;3-602;4;0,0193;4;0,0028
B04D;5-395.02;4;0,0193;4;0,0028
B05Z;5-056.40;125;0,8929;125;0,6188
B05Z;5-056.41;11;0,0786;11;0,0545
B05Z;5-845.10;10;0,0714;10;0,0495
B05Z;5-984;9;0,0643;9;0,0446
B05Z;5-841.11;8;0,0571;8;0,0396
B09Z;5-766.3;68;0,5354;68;0,1462
B09Z;3-200;47;0,3701;67;0,1441
B09Z;5-056.0;25;0,1969;28;0,0602
B09Z;3-990;21;0,1654;29;0,0624
B09Z;5-760.23;17;0,1339;17;0,0366
B09Z;5-779.3;13;0,1024;13;0,028
B09Z;5-221.7;10;0,0787;10;0,0215
B09Z;5-766.5;10;0,0787;10;0,0215
B09Z;5-244.20;9;0,0709;10;0,0215
B09Z;5-057.0;9;0,0709;9;0,0194
B09Z;5-766.6;9;0,0709;9;0,0194
B09Z;5-767.2;8;0,063;8;0,0172
B09Z;5-241.0;7;0,0551;7;0,0151
B09Z;5-216.0;6;0,0472;6;0,0129
B09Z;5-249.4;6;0,0472;6;0,0129
B09Z;5-760.13;6;0,0472;6;0,0129
B09Z;5-761.13;5;0,0394;6;0,0129
B09Z;3-203;5;0,0394;5;0,0108
B09Z;8-930;5;0,0394;5;0,0108
B09Z;5-766.1;4;0,0315;5;0,0108
B09Z;5-166.04;4;0,0315;4;0,0086
B09Z;5-216.1;4;0,0315;4;0,0086
B09Z;5-216.2;4;0,0315;4;0,0086
B09Z;5-760.64;4;0,0315;4;0,0086
B09Z;5-766.0;4;0,0315;4;0,0086
B09Z;5-900.04;4;0,0315;4;0,0086
B15Z;8-527.8;71;0,7474;520;0,1869
B15Z;8-522.d1;56;0,5895;324;0,1165
B15Z;8-529.8;50;0,5263;68;0,0244
B15Z;8-522.d0;47;0,4947;611;0,2196
B15Z;8-527.1;37;0,3895;42;0,0151
B15Z;8-561.1;36;0,3789;36;0,0129
B15Z;3-200;31;0,3263;37;0,0133
B15Z;8-528.9;26;0,2737;44;0,0158
B15Z;8-522.91;25;0,2632;411;0,1477
B15Z;8-528.6;20;0,2105;26;0,0093
B15Z;3-225;15;0,1579;15;0,0054
B15Z;9-401.22;15;0,1579;15;0,0054
B15Z;8-529.3;14;0,1474;41;0,0147
B15Z;3-820;13;0,1368;14;0,005
B15Z;8-529.4;12;0,1263;15;0,0054
B15Z;3-222;12;0,1263;12;0,0043
B15Z;3-705.0;12;0,1263;12;0,0043
B15Z;8-522.90;11;0,1158;118;0,0424
B15Z;8-527.2;11;0,1158;12;0,0043
B15Z;1-774;9;0,0947;9;0,0032
B15Z;8-522.b0;8;0,0842;118;0,0424
B15Z;1-207.0;8;0,0842;9;0,0032
B15Z;1-710;7;0,0737;8;0,0029
B15Z;8-831.0;7;0,0737;7;0,0025
B15Z;9-320;7;0,0737;7;0,0025
B15Z;8-522.b1;6;0,0632;23;0,0083
B15Z;3-202;6;0,0632;6;0,0022
B15Z;3-800;6;0,0632;6;0,0022
B15Z;3-993;5;0,0526;9;0,0032
B15Z;3-823;5;0,0526;6;0,0022
B15Z;1-204.2;5;0,0526;5;0,0018
B15Z;3-203;5;0,0526;5;0,0018
B15Z;5-399.5;5;0,0526;5;0,0018
B15Z;8-982.3;5;0,0526;5;0,0018
B15Z;9-401.23;5;0,0526;5;0,0018
B15Z;9-401.30;5;0,0526;5;0,0018
B15Z;3-220;4;0,0421;4;0,0014
B15Z;8-390.x;4;0,0421;4;0,0014
B15Z;9-401.31;4;0,0421;4;0,0014
B16Z;8-527.8;51;0,505;149;0,1214
B16Z;8-529.8;42;0,4158;43;0,035
B16Z;8-527.1;41;0,4059;47;0,0383
B16Z;8-522.d1;39;0,3861;102;0,0831
B16Z;3-200;35;0,3465;42;0,0342
B16Z;8-522.d0;34;0,3366;183;0,1491
B16Z;8-528.6;26;0,2574;27;0,022
B16Z;8-528.9;24;0,2376;25;0,0204
B16Z;8-529.4;23;0,2277;23;0,0187
B16Z;8-522.b0;21;0,2079;134;0,1092
B16Z;3-820;17;0,1683;17;0,0139
B16Z;8-522.91;16;0,1584;83;0,0676
B16Z;3-222;15;0,1485;16;0,013
B16Z;8-527.2;14;0,1386;14;0,0114
B16Z;3-220;13;0,1287;13;0,0106
B16Z;8-522.90;8;0,0792;59;0,0481
B16Z;8-529.3;7;0,0693;13;0,0106
B16Z;3-225;7;0,0693;7;0,0057
B16Z;8-800.c0;7;0,0693;7;0,0057
B16Z;8-528.8;6;0,0594;6;0,0049
B16Z;8-522.a1;5;0,0495;24;0,0196
B16Z;8-522.61;5;0,0495;18;0,0147
B16Z;8-522.b1;5;0,0495;6;0,0049
B16Z;3-705.0;5;0,0495;5;0,0041
B16Z;3-800;5;0,0495;5;0,0041
B16Z;8-561.1;5;0,0495;5;0,0041
B16Z;9-401.22;5;0,0495;5;0,0041
B16Z;9-401.30;5;0,0495;5;0,0041
B16Z;8-522.30;4;0,0396;17;0,0139
B16Z;3-993;4;0,0396;6;0,0049
B16Z;1-207.0;4;0,0396;5;0,0041
B16Z;1-632;4;0,0396;5;0,0041
B16Z;5-399.5;4;0,0396;4;0,0033
B17C;5-986.x;4;0,4444;4;0,1143
B17D;5-986.x;53;0,3786;55;0,1355
B17D;5-017.2;32;0,2286;34;0,0837
B17D;5-011.x;30;0,2143;32;0,0788
B17D;5-983;19;0,1357;20;0,0493
B17D;5-043.1;15;0,1071;15;0,0369
B17D;8-144.2;15;0,1071;15;0,0369
B17D;5-056.8;14;0,10;15;0,0369
B17D;5-043.2;10;0,0714;10;0,0246
B17D;5-056.40;10;0,0714;10;0,0246
B17D;5-984;8;0,0571;8;0,0197
B17D;5-059.82;7;0,05;7;0,0172
B17D;5-038.41;5;0,0357;5;0,0123
B17D;5-056.9;5;0,0357;5;0,0123
B17D;5-057.3;5;0,0357;5;0,0123
B17D;5-540.x;5;0,0357;5;0,0123
B17D;5-056.3;4;0,0286;4;0,0099
B17D;5-059.c0;4;0,0286;4;0,0099
B17D;5-540.0;4;0,0286;4;0,0099
B17D;8-915;4;0,0286;4;0,0099
B17E;5-056.3;23;0,3026;23;0,1447
B17E;5-056.9;14;0,1842;14;0,0881
B17E;5-056.40;10;0,1316;10;0,0629
B17E;5-039.38;9;0,1184;9;0,0566
B17E;5-041.9;9;0,1184;9;0,0566
B17E;5-056.7;8;0,1053;9;0,0566
B17E;5-984;8;0,1053;8;0,0503
B17E;5-057.3;7;0,0921;7;0,044
B17E;8-915;7;0,0921;7;0,044
B17E;8-919;7;0,0921;7;0,044
B17E;8-910;6;0,0789;6;0,0377
B17E;5-031.00;4;0,0526;4;0,0252
B17E;5-983;4;0,0526;4;0,0252
B18Z;5-984;31;0,2719;32;0,07
B18Z;5-032.00;29;0,2544;31;0,0678
B18Z;5-036.8;21;0,1842;21;0,046
B18Z;5-039.38;21;0,1842;21;0,046
B18Z;5-032.20;18;0,1579;18;0,0394
B18Z;5-830.2;13;0,114;14;0,0306
B18Z;5-031.00;12;0,1053;13;0,0284
B18Z;8-910;12;0,1053;12;0,0263
B18Z;5-035.6;11;0,0965;11;0,0241
B18Z;5-039.32;10;0,0877;10;0,0219
B18Z;5-039.34;10;0,0877;10;0,0219
B18Z;5-039.37;9;0,0789;9;0,0197
B18Z;5-039.e2;8;0,0702;8;0,0175
B18Z;5-839.60;8;0,0702;8;0,0175
B18Z;3-200;7;0,0614;9;0,0197
B18Z;5-035.2;7;0,0614;7;0,0153
B18Z;5-039.b;7;0,0614;7;0,0153
B18Z;3-990;6;0,0526;9;0,0197
B18Z;3-203;6;0,0526;7;0,0153
B18Z;5-032.01;6;0,0526;6;0,0131
B18Z;5-032.30;6;0,0526;6;0,0131
B18Z;5-831.2;6;0,0526;6;0,0131
B18Z;5-031.30;5;0,0439;5;0,0109
B18Z;5-039.35;5;0,0439;5;0,0109
B18Z;5-039.a3;5;0,0439;5;0,0109
B18Z;5-039.c0;4;0,0351;5;0,0109
B18Z;3-993;4;0,0351;4;0,0088
B18Z;5-031.01;4;0,0351;4;0,0088
B18Z;5-031.20;4;0,0351;4;0,0088
B18Z;5-032.11;4;0,0351;4;0,0088
B18Z;5-039.33;4;0,0351;4;0,0088
B18Z;8-930;4;0,0351;4;0,0088
B20B;3-200;52;0,9123;89;0,1636
B20B;5-021.0;44;0,7719;44;0,0809
B20B;5-984;44;0,7719;44;0,0809
B20B;5-988;33;0,5789;33;0,0607
B20B;8-831.0;29;0,5088;29;0,0533
B20B;5-010.00;28;0,4912;28;0,0515
B20B;8-931.0;24;0,4211;24;0,0441
B20B;8-930;21;0,3684;21;0,0386
B20B;3-220;16;0,2807;16;0,0294
B20B;5-015.0;16;0,2807;16;0,0294
B20B;5-015.1;13;0,2281;13;0,0239
B20B;3-820;11;0,193;16;0,0294
B20B;5-020.2;11;0,193;11;0,0202
B20B;3-990;10;0,1754;10;0,0184
B20B;8-980.0;10;0,1754;10;0,0184
B20B;3-993;9;0,1579;9;0,0165
B20B;5-010.03;9;0,1579;9;0,0165
B20B;5-015.4;9;0,1579;9;0,0165
B20B;5-020.70;6;0,1053;6;0,011
B20B;9-320;6;0,1053;6;0,011
B20B;5-015.3;5;0,0877;5;0,0092
B20B;5-983;5;0,0877;5;0,0092
B20B;3-222;4;0,0702;4;0,0074
B20B;3-225;4;0,0702;4;0,0074
B20B;5-010.01;4;0,0702;4;0,0074
B20B;5-010.04;4;0,0702;4;0,0074
B20D;3-200;6;0,8571;12;0,2353
B20E;3-200;31;0,9394;42;0,28
B20E;5-010.2;25;0,7576;25;0,1667
B20E;5-023.10;22;0,6667;22;0,1467
B20E;8-930;11;0,3333;11;0,0733
B20F;3-200;26;0,8387;56;0,3146
B20F;5-013.1;17;0,5484;19;0,1067
B20F;5-010.2;17;0,5484;18;0,1011
B20F;8-930;17;0,5484;17;0,0955
B20F;5-013.0;7;0,2258;7;0,0393
B20F;3-990;6;0,1935;6;0,0337
B20F;3-220;5;0,1613;5;0,0281
B20F;3-993;5;0,1613;5;0,0281
B20F;5-010.00;4;0,129;4;0,0225
B20F;5-017.2;4;0,129;4;0,0225
B47Z;8-918.01;26;0,6667;26;0,4262
B47Z;8-917.03;19;0,4872;19;0,3115
B47Z;8-918.00;12;0,3077;12;0,1967
B61B;5-984;8;0,2963;11;0,0509
B61B;3-203;6;0,2222;8;0,037
B61B;3-802;6;0,2222;6;0,0278
B61B;8-529.8;6;0,2222;6;0,0278
B61B;8-522.b0;5;0,1852;26;0,1204
B61B;5-831.2;5;0,1852;5;0,0231
B61B;8-522.d1;4;0,1481;16;0,0741
B61B;5-83b.70;4;0,1481;5;0,0231
B61B;8-930;4;0,1481;4;0,0185
B63Z;3-200;43;0,4343;45;0,3103
B63Z;9-401.22;18;0,1818;18;0,1241
B63Z;1-632;7;0,0707;7;0,0483
B63Z;8-930;7;0,0707;7;0,0483
B63Z;3-220;5;0,0505;5;0,0345
B63Z;3-800;5;0,0505;5;0,0345
B63Z;3-225;4;0,0404;4;0,0276
B63Z;3-820;4;0,0404;4;0,0276
B64Z;3-200;7;0,3043;7;0,2059
B64Z;8-930;4;0,1739;4;0,1176
B66D;3-820;22;0,1982;22;0,117
B66D;6-002.e7;17;0,1532;17;0,0904
B66D;6-002.e6;16;0,1441;16;0,0851
B66D;6-002.e8;16;0,1441;16;0,0851
B66D;3-200;11;0,0991;12;0,0638
B66D;8-547.0;9;0,0811;9;0,0479
B66D;6-002.97;7;0,0631;7;0,0372
B66D;3-220;6;0,0541;6;0,0319
B66D;1-207.0;5;0,045;5;0,0266
B66D;3-800;5;0,045;5;0,0266
B66D;9-401.22;5;0,045;5;0,0266
B67B;3-200;15;0,2113;15;0,1852
B67B;1-632;7;0,0986;7;0,0864
B67B;3-990;6;0,0845;6;0,0741
B67B;1-440.a;5;0,0704;5;0,0617
B67B;9-401.22;5;0,0704;5;0,0617
B68D;8-810.w5;6;0,0896;6;0,25
B69D;3-200;54;0,2784;58;0,2468
B69D;9-401.22;31;0,1598;31;0,1319
B69D;8-930;24;0,1237;24;0,1021
B69D;3-820;13;0,067;13;0,0553
B69D;3-052;11;0,0567;11;0,0468
B69D;3-800;8;0,0412;8;0,034
B69D;3-220;7;0,0361;7;0,0298
B69D;3-601;7;0,0361;7;0,0298
B69D;8-933;7;0,0361;7;0,0298
B69D;1-632;5;0,0258;5;0,0213
B69D;8-390.x;4;0,0206;4;0,017
B70E;3-200;13;0,65;22;0,3438
B70E;8-930;11;0,55;11;0,1719
B70E;9-320;4;0,20;4;0,0625
B70F;9-401.22;87;0,3955;87;0,2636
B70F;3-200;69;0,3136;80;0,2424
B70F;8-930;24;0,1091;24;0,0727
B70F;8-390.x;14;0,0636;14;0,0424
B70F;3-800;13;0,0591;13;0,0394
B70F;3-820;13;0,0591;13;0,0394
B70F;3-052;11;0,05;11;0,0333
B70F;1-632;10;0,0455;10;0,0303
B70F;9-320;9;0,0409;9;0,0273
B70F;3-220;7;0,0318;7;0,0212
B70F;1-710;6;0,0273;6;0,0182
B70F;8-390.y;6;0,0273;6;0,0182
B70F;1-440.a;4;0,0182;4;0,0121
B70F;9-401.23;4;0,0182;4;0,0121
B70I;3-200;20;0,3125;20;0,3636
B70I;8-930;17;0,2656;17;0,3091
B71C;8-810.w7;13;0,4194;13;0,3095
B71D;8-914.10;207;0,2851;239;0,1481
B71D;8-910;140;0,1928;174;0,1078
B71D;8-914.02;120;0,1653;126;0,0781
B71D;8-914.00;98;0,135;207;0,1283
B71D;8-561.1;95;0,1309;95;0,0589
B71D;8-020.5;71;0,0978;71;0,044
B71D;3-802;65;0,0895;70;0,0434
B71D;8-650;63;0,0868;63;0,039
B71D;8-917.11;47;0,0647;47;0,0291
B71D;9-500.0;42;0,0579;42;0,026
B71D;3-200;38;0,0523;40;0,0248
B71D;8-915;35;0,0482;35;0,0217
B71D;3-820;31;0,0427;31;0,0192
B71D;3-800;19;0,0262;19;0,0118
B71D;1-242;18;0,0248;29;0,018
B71D;3-203;17;0,0234;25;0,0155
B71D;8-561.2;17;0,0234;17;0,0105
B71D;8-917.01;17;0,0234;17;0,0105
B71D;9-401.22;17;0,0234;17;0,0105
B71D;8-919;15;0,0207;15;0,0093
B71D;8-914.01;13;0,0179;13;0,0081
B71D;8-914.12;11;0,0152;14;0,0087
B71D;1-632;11;0,0152;11;0,0068
B71D;8-917.13;11;0,0152;11;0,0068
B71D;1-440.a;9;0,0124;9;0,0056
B71D;3-990;8;0,011;9;0,0056
B71D;1-204.2;7;0,0096;7;0,0043
B71D;8-917.12;7;0,0096;7;0,0043
B71D;8-930;7;0,0096;7;0,0043
B71D;1-208.8;6;0,0083;6;0,0037
B71D;8-917.03;6;0,0083;6;0,0037
B71D;5-83a.11;5;0,0069;5;0,0031
B71D;8-020.x;5;0,0069;5;0,0031
B71D;1-650.1;4;0,0055;5;0,0031
B71D;1-208.1;4;0,0055;4;0,0025
B71D;3-222;4;0,0055;4;0,0025
B71D;3-823;4;0,0055;4;0,0025
B71D;8-390.1;4;0,0055;4;0,0025
B71D;8-390.2;4;0,0055;4;0,0025
B76C;3-200;4;0,80;5;0,2941
B76D;8-930;9;0,4737;9;0,3103
B76D;3-200;7;0,3684;7;0,2414
B76F;3-200;15;0,2273;16;0,2807
B76F;8-930;14;0,2121;14;0,2456
B76F;1-207.0;5;0,0758;5;0,0877
B76F;3-800;4;0,0606;5;0,0877
B77Z;3-200;25;0,2604;26;0,2989
B77Z;1-207.0;8;0,0833;8;0,092
B77Z;3-800;6;0,0625;6;0,069
B77Z;1-632;5;0,0521;5;0,0575
B77Z;3-820;5;0,0521;5;0,0575
B78A;3-200;11;0,7857;26;0,52
B78A;8-930;6;0,4286;6;0,12
B78A;3-203;4;0,2857;4;0,08
B78B;3-200;12;0,6667;24;0,5217
B78B;8-930;5;0,2778;5;0,1087
B79Z;3-200;18;0,4865;24;0,4138
B79Z;3-203;7;0,1892;7;0,1207
B80Z;3-200;59;0,2115;62;0,3179
B80Z;8-930;41;0,147;41;0,2103
B80Z;5-900.04;26;0,0932;27;0,1385
B80Z;1-207.0;15;0,0538;19;0,0974
B80Z;3-203;11;0,0394;13;0,0667
B80Z;8-020.x;11;0,0394;11;0,0564
B81B;3-200;16;0,0925;19;0,131
B81B;3-820;13;0,0751;13;0,0897
B81B;1-632;8;0,0462;8;0,0552
B81B;3-800;6;0,0347;6;0,0414
B81B;1-440.a;5;0,0289;5;0,0345
B81B;3-802;5;0,0289;5;0,0345
B81B;3-220;4;0,0231;4;0,0276
B81B;8-930;4;0,0231;4;0,0276
B81B;9-401.22;4;0,0231;4;0,0276
B82Z;1-632;5;0,2778;5;0,3571
B85D;3-200;14;0,2692;15;0,1875
B85D;1-204.2;7;0,1346;7;0,0875
B85D;3-990;4;0,0769;5;0,0625
B85D;3-203;4;0,0769;4;0,05
B85D;9-401.22;4;0,0769;4;0,05
C01A;5-984;9;0,8182;9;0,1268
C01A;5-158.10;4;0,3636;4;0,0563
C01A;5-159.4;4;0,3636;4;0,0563
C01B;5-129.2;68;0,7234;68;0,2798
C01B;5-984;33;0,3511;34;0,1399
C01B;5-124;12;0,1277;12;0,0494
C01B;1-220.0;9;0,0957;15;0,0617
C01B;5-123.20;7;0,0745;7;0,0288
C01B;5-983;7;0,0745;7;0,0288
C01B;5-144.5a;6;0,0638;6;0,0247
C01B;5-139.0;5;0,0532;5;0,0206
C01B;5-139.12;5;0,0532;5;0,0206
C01B;5-986.x;5;0,0532;5;0,0206
C01B;1-587.0;4;0,0426;4;0,0165
C02B;5-984;18;0,3214;20;0,1163
C02B;5-163.10;10;0,1786;12;0,0698
C02B;5-163.11;10;0,1786;10;0,0581
C02B;5-163.0;9;0,1607;9;0,0523
C02B;5-164.1;4;0,0714;4;0,0233
C02B;5-983;4;0,0714;4;0,0233
C03A;5-984;318;0,7178;326;0,1209
C03A;5-159.4;298;0,6727;298;0,1105
C03A;5-144.3a;242;0,5463;243;0,0901
C03A;5-986.x;211;0,4763;218;0,0808
C03A;5-144.5a;162;0,3657;162;0,0601
C03A;5-158.42;161;0,3634;161;0,0597
C03A;5-154.0;119;0,2686;119;0,0441
C03A;5-138.10;104;0,2348;104;0,0386
