IN_DRG;IN_CodeF;IN_Anzahl;IN_Prozent;IN_AnzahlN;IN_ProzentN
901D;I10.00;71;0,2863;78;0,0329
901D;Z92.1;43;0,1734;46;0,0194
901D;N40;41;0,1653;44;0,0186
901D;E87.6;31;0,125;38;0,016
901D;E11.90;28;0,1129;29;0,0122
901D;Z92.2;27;0,1089;29;0,0122
901D;Z74.1;24;0,0968;24;0,0101
901D;B96.2;23;0,0927;25;0,0106
901D;N18.3;22;0,0887;23;0,0097
901D;I10.90;21;0,0847;21;0,0089
901D;E79.0;20;0,0806;22;0,0093
901D;I48.0;20;0,0806;22;0,0093
901D;R33;19;0,0766;20;0,0084
901D;Z74.0;19;0,0766;19;0,008
901D;D62;18;0,0726;19;0,008
901D;I25.13;18;0,0726;19;0,008
901D;K59.0;18;0,0726;19;0,008
901D;R31;17;0,0685;19;0,008
901D;R32;17;0,0685;17;0,0072
901D;N39.0;16;0,0645;21;0,0089
901D;R15;15;0,0605;16;0,0068
901D;Z95.0;15;0,0605;16;0,0068
901D;I48.2;15;0,0605;15;0,0063
901D;R11;14;0,0565;14;0,0059
901D;E03.9;13;0,0524;15;0,0063
901D;N08.3;13;0,0524;15;0,0063
901D;E86;13;0,0524;14;0,0059
901D;N32.8;13;0,0524;14;0,0059
901D;Z86.7;13;0,0524;14;0,0059
901D;R42;13;0,0524;13;0,0055
901D;I50.13;12;0,0484;13;0,0055
901D;E78.5;12;0,0484;12;0,0051
901D;N30.0;11;0,0444;13;0,0055
901D;T81.0;11;0,0444;12;0,0051
901D;F03;11;0,0444;11;0,0046
901D;Y57.9;11;0,0444;11;0,0046
901D;Z95.5;10;0,0403;12;0,0051
901D;N35.8;10;0,0403;11;0,0046
901D;Z95.1;10;0,0403;11;0,0046
901D;B95.2;10;0,0403;10;0,0042
901D;E78.2;10;0,0403;10;0,0042
901D;D68.4;9;0,0363;12;0,0051
901D;Z03.8;9;0,0363;12;0,0051
901D;B95.6;9;0,0363;11;0,0046
901D;J96.00;9;0,0363;11;0,0046
901D;I10.01;9;0,0363;10;0,0042
901D;C61;9;0,0363;9;0,0038
901D;R53;9;0,0363;9;0,0038
901D;I25.12;8;0,0323;11;0,0046
901D;Z43.5;8;0,0323;11;0,0046
901D;I48.9;8;0,0323;10;0,0042
