IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD
-1 ;901A;367;1,00;0,00;0,00;0,00;0,00;0,545;0,455;0,00;0,00;0,00;0,00;0,0027;0,00;0,0027;0,00;0,0218;0,0218;0,0518;0,0654;0,079;0,0518;0,267;0,1935;0,2425;0,1648;0,6873;0,1479;7;43;22,50;5,764;0,00;8,90
-1 ;901B;3022;1,00;0,00;0,00;0,00;0,00;0,5146;0,4854;0,00;0,00;0,0003;0,0017;0,0023;0,0036;0,005;0,0017;0,0205;0,0225;0,0642;0,0543;0,0738;0,0834;0,2376;0,1833;0,2459;0,1002;0,7629;0,1368;6;38;20,50;3,971;0,0002;8,30
-1 ;901C;1164;1,00;0,00;0,00;0,00;0,00;0,4802;0,5198;0,00;0,00;0,0292;0,0009;0,0043;0,0026;0,006;0,0017;0,012;0,0241;0,043;0,0498;0,0455;0,067;0,1959;0,1495;0,3686;0,1055;0,749;0,1454;5;32;17,10;3,159;0,0001;6,60
-1 ;901D;22995;1,00;0,00;0,00;0,00;0,00;0,5379;0,4621;0,00;0,00;0,00;0,0027;0,0026;0,002;0,006;0,0036;0,0269;0,0335;0,064;0,0567;0,0635;0,0785;0,2247;0,1698;0,2655;0,1209;0,7729;0,1062;3;27;12,70;2,156;0,0017;5,80
-1 ;902Z;6197;1,00;0,00;0,00;0,00;0,00;0,4723;0,5277;0,00;0,00;0,0023;0,0053;0,0055;0,0032;0,0053;0,0045;0,0358;0,04;0,0846;0,0687;0,0784;0,0839;0,2332;0,1556;0,1936;0,1794;0,7342;0,0865;2;23;9,50;1,498;0,0005;5,30
-1 ;960Z;96;1,00;0,00;0,00;0,00;0,00;0,625;0,2604;0,1146;0,3125;0,1354;0,0208;0,00;0,0833;0,0104;0,00;0,1458;0,1146;0,0521;0,0208;0,0104;0,0208;0,0729;0,00;0,00;0,00;1,00;0,00;;;6,20;;0,00;8,90
-1 ;961Z;199;1,00;0,00;0,00;0,00;0,00;0,5678;0,4271;0,005;0,598;0,0251;0,0503;0,0151;0,0452;0,0302;0,0101;0,0151;0,00;0,0101;0,0251;0,005;0,005;0,0603;0,0603;0,0452;0,00;1,00;0,00;;;8,90;;0,00;19,00
-1 ;962Z;2;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;;;2,00;;0,00;1,40
-1 ;963Z;49;1,00;0,00;0,00;0,00;0,00;0,4286;0,5714;0,00;0,00;0,6735;0,0204;0,00;0,00;0,00;0,00;0,1429;0,1429;0,0204;0,00;0,00;0,00;0,00;0,00;0,00;0,215;0,4579;0,3271;1;9;3,70;0,617;0,00;1,80
00 ;A01A;50;0,00;0,00;0,00;0,00;1,00;0,56;0,44;0,00;0,00;0,12;0,02;0,08;0,04;0,00;0,00;0,00;0,08;0,12;0,16;0,22;0,10;0,06;0,00;0,00;0,1176;0,5882;0,2941;18;76;48,70;32,537;0,00;16,50
00 ;A01B;175;0,00;0,00;0,0057;0,00;0,9943;0,5657;0,4343;0,00;0,00;0,08;0,0686;0,0229;0,0057;0,0286;0,0114;0,0514;0,0857;0,1714;0,1314;0,12;0,16;0,0629;0,00;0,00;0,0385;0,6731;0,2885;10;50;31,00;16,701;0,00;9,10
00 ;A01C;298;0,0034;0,0067;0,00;0,0201;0,9698;0,7315;0,2685;0,00;0,00;0,00;0,00;0,00;0,0067;0,0134;0,0168;0,0671;0,057;0,1913;0,094;0,2047;0,2383;0,1107;0,00;0,00;0,0164;0,8164;0,1671;7;42;22,40;11,023;0,00;7,90
00 ;A02Z;71;0,0282;0,0423;0,0986;0,169;0,662;0,5493;0,4507;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0845;0,2958;0,3803;0,1549;0,0423;0,0423;0,00;0,00;0,00;0,00;0,8256;0,1744;8;44;24,60;11,961;0,00;7,60
00 ;A03A;51;0,00;0,0196;0,00;0,0196;0,9608;0,4902;0,5098;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,098;0,0588;0,2549;0,1176;0,1176;0,2745;0,0784;0,00;0,00;0,0462;0,7846;0,1692;14;63;41,50;34,194;0,00;12,70
00 ;A03B;161;0,00;0,00;0,0124;0,0994;0,8882;0,5466;0,4534;0,00;0,00;0,00;0,00;0,00;0,00;0,0124;0,0124;0,0621;0,0745;0,1677;0,1925;0,1988;0,2547;0,0248;0,00;0,00;0,018;0,7252;0,2568;8;40;25,70;14,67;0,00;5,30
00 ;A04A;14;0,00;0,00;0,00;0,00;1,00;0,5714;0,4286;0,00;0,00;0,00;0,00;0,2143;0,1429;0,0714;0,00;0,1429;0,00;0,1429;0,00;0,1429;0,00;0,1429;0,00;0,00;0,00;1,00;0,00;;;96,10;;0,00;33,40
00 ;A04B;216;0,0185;0,00;0,0046;0,0093;0,9676;0,5648;0,4352;0,00;0,00;0,0509;0,0602;0,1528;0,1991;0,2917;0,0463;0,0463;0,0278;0,0231;0,0231;0,0278;0,0278;0,0231;0,00;0,00;0,0068;0,7347;0,2585;16;69;44,50;30,106;0,00;9,70
00 ;A04C;381;0,00;0,00;0,00;0,0079;0,9921;0,5853;0,4147;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0131;0,0866;0,0997;0,1627;0,1155;0,1391;0,1811;0,189;0,0131;0,00;0,0082;0,7776;0,2143;13;61;39,10;18,397;0,00;9,10
00 ;A04D;1348;0,00;0,0015;0,0015;0,0171;0,98;0,6039;0,3961;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0111;0,0727;0,0697;0,1795;0,1402;0,1773;0,1588;0,1803;0,0104;0,00;0,0006;0,8725;0,1269;12;56;35,20;16,894;0,0001;7,90
00 ;A04E;118;0,0085;0,00;0,0085;0,0085;0,9746;0,7203;0,2797;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0085;0,0339;0,2288;0,1949;0,2542;0,2203;0,0593;0,00;0,00;0,00;0,8872;0,1128;10;50;33,10;14,697;0,00;7,00
00 ;A05A;27;0,00;0,00;0,00;0,00;1,00;0,7778;0,2222;0,00;0,00;0,0741;0,037;0,037;0,0741;0,1852;0,00;0,037;0,0741;0,1481;0,1481;0,0741;0,0741;0,037;0,00;0,00;0,0938;0,4219;0,4844;26;98;58,90;40,768;0,00;17,90
00 ;A05B;61;0,00;0,00;0,00;0,00;1,00;0,7049;0,2951;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0656;0,0656;0,2459;0,1803;0,1639;0,2295;0,0492;0,00;0,00;0,1705;0,4729;0,3566;32;118;74,20;31,815;0,00;24,20
00 ;A06A;237;0,00;0,00;0,00;0,00;1,00;0,6793;0,3207;0,00;0,00;0,0338;0,00;0,00;0,0084;0,0127;0,0042;0,0084;0,0169;0,038;0,0338;0,0591;0,0928;0,3544;0,1983;0,1392;0,00;0,597;0,403;;131;103,40;65,943;0,00;14,40
00 ;A06B;705;0,0028;0,00;0,0085;0,061;0,9277;0,6667;0,3333;0,00;0,00;0,017;0,00;0,0014;0,00;0,0014;0,0014;0,0213;0,0142;0,034;0,0496;0,0752;0,095;0,3376;0,217;0,1348;0,00;0,6858;0,3142;;120;94,60;47,432;0,0001;11,50
00 ;A07A;413;0,0024;0,00;0,00;0,0048;0,9927;0,7094;0,2906;0,00;0,00;0,0169;0,0024;0,0024;0,0024;0,0024;0,0024;0,0169;0,0194;0,0484;0,0484;0,0969;0,1138;0,3366;0,1768;0,1138;0,00;0,6354;0,3646;24;93;70,10;44,014;0,00;12,80
00 ;A07B;957;0,001;0,00;0,0052;0,0199;0,9739;0,6708;0,3292;0,00;0,00;0,0334;0,0084;0,0063;0,0052;0,0094;0,001;0,0167;0,0136;0,0345;0,0606;0,0648;0,1118;0,3312;0,1839;0,1191;0,00;0,773;0,227;22;88;63,10;37,364;0,0001;12,00
00 ;A07C;2084;0,0005;0,001;0,0038;0,0336;0,9611;0,6703;0,3297;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0014;0,0029;0,0082;0,0413;0,0393;0,0648;0,106;0,3556;0,2217;0,1588;0,00;0,7456;0,2544;20;81;60,30;29,735;0,0002;10,20
00 ;A07D;406;0,0025;0,00;0,0049;0,1034;0,8892;0,6527;0,3473;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0025;0,0222;0,032;0,0616;0,0517;0,0936;0,0887;0,3128;0,1872;0,1478;0,00;0,6789;0,3211;;74;56,20;25,387;0,00;9,20
00 ;A07E;811;0,0074;0,0136;0,016;0,1159;0,8471;0,6054;0,3946;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0012;0,0173;0,0185;0,0419;0,0543;0,106;0,1517;0,2996;0,1911;0,1184;0,00;0,7716;0,2284;;74;56,20;22,764;0,0001;8,90
00 ;A09A;659;0,00;0,00;0,00;0,0091;0,9909;0,7436;0,2564;0,00;0,00;0,0349;0,0091;0,0046;0,0015;0,0015;0,00;0,0091;0,0182;0,0653;0,0425;0,047;0,1214;0,3187;0,2261;0,1002;0,00;0,6704;0,3296;18;74;50,40;34,963;0,00;12,20
00 ;A09B;3817;0,0003;0,00;0,0031;0,0217;0,9748;0,6709;0,3288;0,0003;0,00;0,0081;0,0026;0,0031;0,0037;0,005;0,0021;0,0249;0,0241;0,0603;0,0665;0,0762;0,1053;0,2987;0,1983;0,121;0,00;0,7454;0,2546;13;60;39,20;23,795;0,0003;10,20
00 ;A09C;4973;0,0024;0,0014;0,0064;0,0573;0,9324;0,6626;0,3374;0,00;0,00;0,0078;0,0058;0,0046;0,0018;0,0038;0,0022;0,0197;0,0277;0,0754;0,0768;0,0905;0,1202;0,2765;0,1623;0,1247;0,00;0,7665;0,2335;11;55;35,30;18,882;0,0004;8,70
00 ;A09D;2715;0,0026;0,0029;0,0107;0,0821;0,9017;0,6589;0,3407;0,0004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0007;0,0033;0,0262;0,0284;0,0516;0,1138;0,3267;0,2449;0,2044;0,00;0,8002;0,1998;;56;38,20;17,471;0,0002;8,00
00 ;A09E;1863;0,0027;0,0043;0,015;0,1095;0,8685;0,6302;0,3698;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0005;0,0118;0,0284;0,0768;0,0811;0,1202;0,1283;0,2727;0,1659;0,1143;0,00;0,7955;0,2045;;52;32,60;14,602;0,0001;8,10
00 ;A09F;3181;0,0148;0,0157;0,0349;0,1817;0,7529;0,5998;0,4002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0013;0,0129;0,0198;0,0525;0,0638;0,1063;0,1264;0,3141;0,1669;0,1361;0,00;0,829;0,171;;51;32,80;13,62;0,0002;7,80
00 ;A11A;964;0,0021;0,001;0,0041;0,0363;0,9564;0,638;0,362;0,00;0,00;0,082;0,0166;0,0124;0,0041;0,0156;0,001;0,0062;0,0145;0,0311;0,0394;0,0446;0,0871;0,249;0,194;0,2023;0,0248;0,7036;0,2715;13;60;35,40;21,662;0,0001;12,90
00 ;A11B;3425;0,0035;0,0026;0,0076;0,0593;0,927;0,6604;0,3396;0,00;0,00;0,0096;0,0055;0,002;0,0018;0,0044;0,0018;0,0172;0,0236;0,066;0,0686;0,0838;0,1054;0,2885;0,1863;0,1355;0,00;0,8139;0,1861;8;44;24,40;14,257;0,0003;8,90
00 ;A11C;712;0,00;0,0014;0,0014;0,0253;0,9719;0,5871;0,4129;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0112;0,0253;0,0632;0,0885;0,0801;0,1053;0,2823;0,1896;0,1545;0,00;0,7607;0,2393;8;44;23,60;13,074;0,0001;8,70
00 ;A11D;6299;0,0089;0,0092;0,024;0,1322;0,8257;0,6168;0,3832;0,00;0,00;0,0056;0,0038;0,0033;0,0021;0,0011;0,0017;0,0173;0,024;0,0702;0,0748;0,0932;0,1168;0,2726;0,1678;0,1457;0,00;0,8518;0,1482;7;41;22,50;11,698;0,0005;7,50
00 ;A11E;3873;0,0083;0,0059;0,0194;0,1082;0,8582;0,6096;0,3904;0,00;0,00;0,015;0,0108;0,0088;0,001;0,001;0,0005;0,0132;0,0188;0,0493;0,0576;0,0684;0,0904;0,2603;0,1869;0,2179;0,00;0,8154;0,1846;8;44;24,80;10,379;0,0003;9,00
00 ;A11F;3887;0,0162;0,0087;0,0334;0,1932;0,7484;0,6481;0,3519;0,00;0,00;0,00;0,00;0,00;0,0051;0,01;0,0008;0,0139;0,0232;0,0674;0,079;0,0996;0,1153;0,2683;0,1711;0,1464;0,00;0,824;0,176;;37;20,00;8,42;0,0003;6,70
00 ;A11G;2578;0,00;0,00;0,00;0,00;1,00;0,6346;0,3654;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0012;0,0194;0,0194;0,052;0,0535;0,1024;0,104;0,301;0,1757;0,1715;0,00;0,8335;0,1665;;37;20,30;7,644;0,0002;7,00
00 ;A11H;1712;0,0824;0,08;0,1811;0,6565;0,00;0,5596;0,4398;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,0018;0,0199;0,0187;0,0526;0,0561;0,0964;0,1157;0,3154;0,1717;0,1519;0,00;0,8717;0,1283;;33;18,30;6,642;0,0001;5,70
00 ;A13A;1015;0,0049;0,0079;0,0118;0,0975;0,8778;0,6167;0,3833;0,00;0,00;0,2246;0,0315;0,0158;0,003;0,0158;0,00;0,0089;0,0099;0,0266;0,0345;0,0433;0,0562;0,1921;0,1438;0,1941;0,0537;0,7073;0,239;7;41;21,20;13,758;0,0001;8,70
00 ;A13B;2317;0,0056;0,0078;0,0138;0,1001;0,8727;0,6245;0,3755;0,00;0,00;0,0177;0,0091;0,0047;0,0065;0,0009;0,0013;0,0155;0,0268;0,0665;0,0764;0,1096;0,1165;0,2952;0,1549;0,0984;0,1512;0,7034;0,1454;7;42;20,40;10,906;0,0002;9,40
00 ;A13C;1152;0,0009;0,0026;0,0104;0,0599;0,9262;0,5868;0,4132;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0026;0,0113;0,0191;0,0469;0,0495;0,0512;0,1137;0,2648;0,184;0,2569;0,0375;0,7716;0,1909;9;49;26,50;10,741;0,0001;11,20
00 ;A13D;5915;0,0211;0,014;0,035;0,1858;0,744;0,6335;0,3665;0,00;0,00;0,0017;0,0019;0,0014;0,0012;0,0047;0,0025;0,0184;0,0264;0,068;0,0725;0,0935;0,1156;0,2727;0,1648;0,1547;0,0953;0,7864;0,1183;6;39;18,70;8,531;0,0004;8,40
00 ;A13E;7907;0,0248;0,0176;0,0362;0,1637;0,7578;0,5885;0,4115;0,00;0,00;0,0333;0,02;0,0115;0,0095;0,0143;0,0015;0,0115;0,0183;0,0433;0,0434;0,0598;0,0833;0,228;0,1763;0,246;0,0209;0,8217;0,1574;6;38;19,70;7,152;0,0006;8,00
00 ;A13F;11024;0,0296;0,0216;0,0562;0,2503;0,6424;0,6329;0,3671;0,00;0,00;0,0013;0,0006;0,0005;0,0005;0,0006;0,0013;0,0163;0,024;0,0723;0,0752;0,0894;0,1056;0,2629;0,1646;0,1849;0,00;0,8733;0,1267;3;27;11,80;4,737;0,0008;5,90
00 ;A13G;5449;0,00;0,00;0,00;0,00;1,00;0,5946;0,4052;0,0002;0,00;0,0018;0,0011;0,0007;0,0007;0,0018;0,002;0,0209;0,0242;0,0494;0,058;0,0798;0,0965;0,2696;0,1811;0,2121;0,00;0,8634;0,1366;3;28;12,00;3,926;0,0004;6,20
00 ;A13H;7847;0,1534;0,1274;0,1963;0,5229;0,00;0,5471;0,4529;0,00;0,00;0,0017;0,0004;0,0003;0,00;0,0006;0,0024;0,0172;0,0195;0,0422;0,0533;0,0868;0,1225;0,3009;0,1672;0,1852;0,0001;0,8989;0,101;3;25;11,50;3,562;0,0006;5,30
00 ;A15A;2;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;1,00;0,00;;;50,50;;0,00;0,70
00 ;A15B;86;0,00;0,0116;0,00;0,0116;0,9767;0,6628;0,3372;0,00;0,00;0,0233;0,2442;0,3256;0,1512;0,2558;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0818;0,7818;0,1364;9;42;26,50;13,874;0,00;6,50
00 ;A15C;1338;0,0015;0,0007;0,0015;0,0075;0,9888;0,7145;0,2848;0,0007;0,00;0,00;0,00;0,00;0,00;0,00;0,0082;0,1248;0,0949;0,1996;0,1248;0,1428;0,133;0,1599;0,012;0,00;0,021;0,8797;0,0993;7;35;22,90;7,291;0,0001;4,40
00 ;A15D;2227;0,0027;0,0036;0,0036;0,0463;0,9439;0,6062;0,3938;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0004;0,0153;0,1087;0,1446;0,1922;0,2259;0,3022;0,0108;0,00;0,0004;0,912;0,0876;6;28;19,30;5,614;0,0002;3,10
00 ;A16A;19;0,00;0,00;0,00;0,1579;0,8421;0,6316;0,3684;0,00;0,00;0,00;0,0526;0,00;0,00;0,00;0,00;0,1053;0,1053;0,3684;0,2105;0,1053;0,0526;0,00;0,00;0,00;0,00;1,00;0,00;;;35,60;;0,00;23,90
00 ;A16B;4;0,00;0,00;0,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,25;0,00;0,00;1,00;0,00;;;27,00;;0,00;11,60
00 ;A17A;604;0,048;0,0199;0,0331;0,3228;0,5762;0,6589;0,3411;0,00;0,00;0,00;0,0099;0,0132;0,0265;0,0546;0,005;0,0397;0,0828;0,1987;0,1142;0,1109;0,1026;0,2285;0,0132;0,00;0,007;0,8471;0,1459;7;39;23,30;7,783;0,00;7,00
00 ;A17B;1146;0,2723;0,0768;0,1056;0,2871;0,2583;0,6134;0,3866;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0079;0,0838;0,1065;0,2024;0,1309;0,1204;0,1283;0,1928;0,0253;0,0017;0,0024;0,9294;0,0681;5;31;16,60;6,062;0,0001;4,90
00 ;A18Z;39;0,00;0,00;0,00;0,00;1,00;0,6154;0,3846;0,00;0,00;0,0256;0,00;0,00;0,00;0,00;0,00;0,0513;0,2051;0,1026;0,1026;0,1026;0,2821;0,1282;0,00;0,00;0,00;0,5132;0,4868;;110;80,20;60,413;0,00;17,70
00 ;A22Z;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00 ;A36A;510;0,00;0,002;0,00;0,0118;0,9863;0,6039;0,3961;0,00;0,00;0,0078;0,0039;0,0078;0,0039;0,002;0,00;0,0294;0,0333;0,1431;0,0961;0,1078;0,1353;0,2078;0,1275;0,0941;0,0087;0,737;0,2543;14;64;41,70;20,05;0,00;10,80
00 ;A36B;1725;0,0029;0,0035;0,0139;0,0904;0,8893;0,5339;0,4661;0,00;0,00;0,0139;0,0035;0,0017;0,0006;0,0035;0,0017;0,018;0,0267;0,0725;0,0632;0,0736;0,1119;0,2377;0,1681;0,2035;0,0325;0,7791;0,1883;9;49;27,00;10,246;0,0001;9,80
00 ;A42A;1042;0,0413;0,0345;0,1132;0,3186;0,4923;0,6094;0,3906;0,00;0,00;0,00;0,0038;0,0029;0,0029;0,0019;0,0019;0,0403;0,0489;0,1315;0,1104;0,1747;0,2044;0,2601;0,0154;0,001;0,0327;0,9221;0,0451;5;27;16,70;3,184;0,0001;3,50
00 ;A42B;96;0,0521;0,0417;0,2292;0,2708;0,4063;0,625;0,375;0,00;0,00;0,0104;0,2604;0,2917;0,2396;0,1979;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1478;0,8348;0,0174;1;14;4,10;2,943;0,00;2,50
00 ;A42C;1533;0,1155;0,1396;0,1402;0,3046;0,3001;0,6288;0,3712;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0072;0,0457;0,0424;0,1357;0,1363;0,1663;0,2061;0,2479;0,0117;0,0007;0,1939;0,7526;0,0535;1;12;4,90;1,533;0,0001;2,60
00 ;A43Z;442;0,0045;0,0158;0,0588;0,3009;0,6199;0,6742;0,3258;0,00;0,00;0,00;0,00;0,0023;0,0023;0,0136;0,0023;0,0724;0,0769;0,1674;0,1154;0,1041;0,1425;0,1787;0,0747;0,0475;0,00;1,00;0,00;;;70,90;;0,00;46,60
00 ;A60A;836;0,0251;0,0706;0,0514;0,0646;0,7883;0,5909;0,4091;0,00;0,00;0,00;0,0024;0,0036;0,006;0,0036;0,0048;0,0586;0,073;0,1746;0,1148;0,1316;0,1124;0,2524;0,0443;0,0179;0,1072;0,717;0,1758;4;29;13,60;2,463;0,0001;6,30
00 ;A60B;186;0,4301;0,2097;0,1882;0,172;0,00;0,5645;0,4355;0,00;0,00;0,0054;0,0538;0,1559;0,1774;0,6075;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,8651;0,1349;;13;4,50;1,21;0,00;2,70
00 ;A60C;3951;0,2926;0,2032;0,2334;0,2708;0,00;0,5895;0,4105;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0142;0,0838;0,1005;0,166;0,1101;0,1288;0,1301;0,2027;0,0473;0,0165;0,1942;0,7334;0,0724;2;18;7,10;1,112;0,0003;3,60
00 ;A60D;2716;0,5608;0,1874;0,1289;0,1094;0,0136;0,5828;0,4172;0,00;0,00;0,00;0,0007;0,0055;0,0029;0,0133;0,0103;0,0795;0,1219;0,1874;0,1337;0,1366;0,1594;0,1388;0,0092;0,0007;0,00;1,00;0,00;;;1,00;0,40;0,0002;0,00
00 ;A61A;203;0,00;0,00;0,00;0,00;1,00;0,6798;0,3202;0,00;0,00;0,00;0,0049;0,0049;0,00;0,0296;0,0148;0,0739;0,0837;0,1478;0,1232;0,1182;0,1823;0,2069;0,0099;0,00;0,2961;0,6133;0,0906;7;41;19,20;5,703;0,00;9,20
00 ;A61B;1039;0,3686;0,2069;0,1838;0,2406;0,00;0,5775;0,4225;0,00;0,00;0,00;0,0087;0,0241;0,05;0,0385;0,0154;0,0626;0,0616;0,1434;0,1511;0,18;0,1444;0,1174;0,0019;0,001;0,6715;0,2844;0,0441;1;12;3,60;1,043;0,0001;2,40
00 ;A62Z;100;0,04;0,33;0,19;0,39;0,05;0,86;0,14;0,00;0,00;0,01;0,00;0,00;0,01;0,00;0,01;0,05;0,13;0,23;0,20;0,21;0,13;0,02;0,00;0,00;0,1277;0,7092;0,1631;4;30;14,10;2,55;0,00;6,80
00 ;A63Z;126;0,1429;0,0317;0,2302;0,3651;0,2302;0,4762;0,5238;0,00;0,00;0,00;0,00;0,00;0,00;0,0159;0,00;0,0556;0,1032;0,127;0,1984;0,2302;0,2381;0,0317;0,00;0,00;0,1024;0,759;0,1386;3;23;12,40;2,342;0,00;4,80
00 ;A64Z;596;0,099;0,0973;0,1342;0,3742;0,2953;0,6376;0,3624;0,00;0,00;0,0436;0,0084;0,0101;0,0034;0,0285;0,00;0,0436;0,0671;0,1577;0,151;0,2081;0,1779;0,1007;0,00;0,00;0,0603;0,8164;0,1233;2;23;9,60;1,875;0,00;4,90
00 ;A66Z;514;0,6031;0,179;0,1187;0,0875;0,0117;0,6634;0,3366;0,00;0,00;0,00;0,0136;0,0136;0,0156;0,0156;0,0078;0,0603;0,0953;0,216;0,1031;0,1537;0,1284;0,1595;0,0156;0,0019;0,0799;0,8056;0,1144;1;7;2,90;0,847;0,00;1,00
00 ;A69Z;570;0,0702;0,193;0,1561;0,3719;0,2088;0,6439;0,3561;0,00;0,00;0,014;0,0053;0,0053;0,0088;0,0158;0,0018;0,0421;0,0596;0,1754;0,2018;0,1825;0,1947;0,0912;0,00;0,0018;0,1159;0,7961;0,088;3;26;10,70;2,199;0,00;5,20
00 ;A90A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00 ;A90B;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01 ;B01Z;2018;0,106;0,0714;0,1169;0,2611;0,4445;0,5357;0,4643;0,00;0,00;0,0178;0,0124;0,0119;0,0119;0,0154;0,0094;0,0728;0,0837;0,1402;0,1145;0,107;0,0966;0,1645;0,0912;0,0505;0,0397;0,8017;0,1585;6;38;21,20;6,509;0,0001;7,80
01 ;B02A;287;0,0732;0,0836;0,1707;0,2439;0,4286;0,547;0,453;0,00;0,00;0,0279;0,0801;0,0557;0,0035;0,007;0,0035;0,0244;0,0314;0,0348;0,0418;0,0662;0,115;0,2753;0,1638;0,0697;0,0382;0,6449;0,3169;13;59;40,90;9,859;0,00;10,60
01 ;B02B;251;0,0319;0,0359;0,0757;0,1195;0,7371;0,49;0,51;0,00;0,00;0,00;0,00;0,00;0,0518;0,1235;0,0598;0,0159;0,0159;0,0558;0,0916;0,1036;0,0837;0,2629;0,1076;0,0279;0,0419;0,7515;0,2066;10;52;33,30;8,172;0,00;10,60
01 ;B02C;7064;0,2436;0,0822;0,0757;0,0985;0,4999;0,4958;0,5042;0,00;0,00;0,0101;0,012;0,0161;0,0167;0,0327;0,0034;0,0402;0,0621;0,1312;0,1065;0,1023;0,1155;0,1955;0,0883;0,0672;0,0678;0,7986;0,1335;3;26;12,50;4,438;0,0005;5,60
01 ;B02D;2788;0,0004;0,0004;0,00;0,00;0,9993;0,5667;0,4333;0,00;0,00;0,00;0,00;0,00;0,0082;0,0115;0,0032;0,033;0,0384;0,0821;0,0606;0,0649;0,0818;0,2037;0,1524;0,26;0,155;0,696;0,149;4;27;13,90;3,818;0,0002;5,90
01 ;B03Z;2742;0,19;0,0416;0,0467;0,3527;0,3691;0,5146;0,4854;0,00;0,00;0,0109;0,0175;0,0153;0,0179;0,0252;0,0098;0,0675;0,0708;0,1214;0,0784;0,0926;0,081;0,1911;0,1007;0,0999;0,0465;0,8018;0,1518;3;27;12,60;3,188;0,0002;5,80
01 ;B04A;613;0,00;0,00;0,00;0,00;1,00;0,6656;0,3344;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0114;0,0098;0,0245;0,0555;0,075;0,1223;0,279;0,23;0,1925;0,1467;0,7889;0,0644;4;29;14,10;4,564;0,00;6,10
01 ;B04B;1496;0,0481;0,0201;0,0187;0,016;0,8971;0,631;0,369;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0007;0,006;0,0087;0,018;0,0388;0,0515;0,0802;0,3155;0,232;0,2487;0,0506;0,8708;0,0786;4;28;13,00;3,086;0,0001;5,90
01 ;B04C;2944;0,6467;0,1413;0,1175;0,0944;0,00;0,6899;0,3101;0,00;0,00;0,0007;0,00;0,00;0,00;0,00;0,0007;0,001;0,0044;0,0217;0,0425;0,0887;0,1393;0,3923;0,1994;0,1094;0,119;0,7719;0,1091;1;9;3,80;1,499;0,0002;1,70
01 ;B04D;17792;0,6388;0,1435;0,108;0,1097;0,00;0,6781;0,3219;0,00;0,00;0,0001;0,0001;0,00;0,00;0,00;0,0002;0,0008;0,0012;0,0134;0,0382;0,0849;0,1281;0,3767;0,2227;0,1336;0,0027;0,9049;0,0923;1;11;5,90;1,495;0,0013;1,60
