IN_DRG;IN_CodeF;IN_Anzahl;IN_Prozent;IN_AnzahlN;IN_ProzentN
901D;G93.2;13;0,0949;13;0,0631
901D;N18.5;9;0,0657;9;0,0437
901D;H46;8;0,0584;8;0,0388
901D;D63.8;4;0,0292;4;0,0194
901D;Z99.2;4;0,0292;4;0,0194
902Z;Q85.0;7;0,10;7;0,0787
902Z;M35.0;5;0,0714;5;0,0562
902Z;D86.3;4;0,0571;4;0,0449
961Z;Z94.0;150;0,0671;151;0,0482
961Z;N18.5;86;0,0385;86;0,0274
961Z;Z49.1;69;0,0309;69;0,022
961Z;I10.00;59;0,0264;59;0,0188
961Z;R26.8;58;0,026;59;0,0188
961Z;Z01.5;49;0,0219;49;0,0156
961Z;N18.9;48;0,0215;48;0,0153
961Z;A63.0;47;0,021;47;0,015
961Z;I10.90;45;0,0201;45;0,0144
961Z;Z10;43;0,0192;43;0,0137
961Z;E11.90;36;0,0161;37;0,0118
961Z;R62.0;36;0,0161;36;0,0115
961Z;Z85.3;34;0,0152;35;0,0112
961Z;P07.3;32;0,0143;32;0,0102
961Z;U50.20;29;0,013;29;0,0093
961Z;G81.1;27;0,0121;27;0,0086
961Z;Z95.81;26;0,0116;26;0,0083
961Z;R47.0;25;0,0112;26;0,0083
961Z;R47.1;25;0,0112;26;0,0083
961Z;Z94.80;25;0,0112;25;0,008
961Z;F06.7;24;0,0107;24;0,0077
961Z;Z94.81;24;0,0107;24;0,0077
961Z;I69.3;21;0,0094;21;0,0067
961Z;Z00.1;21;0,0094;21;0,0067
961Z;Z94.4;20;0,0089;20;0,0064
961Z;U51.02;19;0,0085;19;0,0061
961Z;F83;18;0,0081;18;0,0057
961Z;N18.3;18;0,0081;18;0,0057
961Z;U50.10;18;0,0081;18;0,0057
961Z;Z92.1;18;0,0081;18;0,0057
961Z;K59.0;17;0,0076;17;0,0054
961Z;G81.0;15;0,0067;15;0,0048
961Z;G81.9;14;0,0063;14;0,0045
961Z;I69.4;14;0,0063;14;0,0045
961Z;R52.2;13;0,0058;14;0,0045
961Z;I48.0;13;0,0058;13;0,0041
961Z;U50.30;13;0,0058;13;0,0041
961Z;N90.88;12;0,0054;12;0,0038
961Z;E78.0;11;0,0049;11;0,0035
961Z;G40.9;11;0,0049;11;0,0035
961Z;N40;11;0,0049;11;0,0035
961Z;Z95.0;11;0,0049;11;0,0035
961Z;C61;10;0,0045;10;0,0032
961Z;H91.1;10;0,0045;10;0,0032
961Z;E23.0;9;0,004;10;0,0032
961Z;E78.5;9;0,004;9;0,0029
961Z;I48.2;9;0,004;9;0,0029
961Z;R29.6;9;0,004;9;0,0029
961Z;U50.40;9;0,004;9;0,0029
961Z;U51.10;9;0,004;9;0,0029
961Z;Z92.6;9;0,004;9;0,0029
961Z;E66.00;8;0,0036;9;0,0029
961Z;H53.4;8;0,0036;9;0,0029
961Z;C79.5;8;0,0036;8;0,0026
961Z;E03.9;8;0,0036;8;0,0026
961Z;I64;8;0,0036;8;0,0026
961Z;I67.3;8;0,0036;8;0,0026
961Z;M54.4;8;0,0036;8;0,0026
961Z;R32;8;0,0036;8;0,0026
961Z;U51.00;8;0,0036;8;0,0026
961Z;Z85.4;8;0,0036;8;0,0026
961Z;C50.9;7;0,0031;7;0,0022
961Z;E34.3;7;0,0031;7;0,0022
961Z;E66.99;7;0,0031;7;0,0022
961Z;E79.0;7;0,0031;7;0,0022
961Z;G51.0;7;0,0031;7;0,0022
961Z;I25.11;7;0,0031;7;0,0022
961Z;I34.0;7;0,0031;7;0,0022
961Z;I48.1;7;0,0031;7;0,0022
961Z;M54.5;7;0,0031;7;0,0022
961Z;P07.11;7;0,0031;7;0,0022
961Z;R53;7;0,0031;7;0,0022
961Z;U51.12;7;0,0031;7;0,0022
961Z;Z03.3;7;0,0031;7;0,0022
961Z;Z92.4;7;0,0031;7;0,0022
961Z;Z98.8;7;0,0031;7;0,0022
961Z;G63.2;6;0,0027;7;0,0022
961Z;I50.12;6;0,0027;7;0,0022
961Z;N39.0;6;0,0027;7;0,0022
961Z;Z96.6;6;0,0027;7;0,0022
961Z;E89.0;6;0,0027;6;0,0019
961Z;F32.1;6;0,0027;6;0,0019
961Z;F32.9;6;0,0027;6;0,0019
961Z;F43.2;6;0,0027;6;0,0019
961Z;F45.41;6;0,0027;6;0,0019
961Z;H90.3;6;0,0027;6;0,0019
961Z;I25.13;6;0,0027;6;0,0019
961Z;I25.19;6;0,0027;6;0,0019
961Z;J45.0;6;0,0027;6;0,0019
961Z;K80.20;6;0,0027;6;0,0019
961Z;N48.8;6;0,0027;6;0,0019
961Z;P07.02;6;0,0027;6;0,0019
961Z;U50.00;6;0,0027;6;0,0019
961Z;Z38.3;6;0,0027;6;0,0019
961Z;Z88.0;6;0,0027;6;0,0019
961Z;Z94.1;6;0,0027;6;0,0019
961Z;B18.2;5;0,0022;5;0,0016
961Z;E03.8;5;0,0022;5;0,0016
961Z;E11.40;5;0,0022;5;0,0016
961Z;F03;5;0,0022;5;0,0016
961Z;F07.2;5;0,0022;5;0,0016
961Z;F17.1;5;0,0022;5;0,0016
961Z;F32.0;5;0,0022;5;0,0016
961Z;F33.1;5;0,0022;5;0,0016
961Z;F54;5;0,0022;5;0,0016
961Z;G40.1;5;0,0022;5;0,0016
961Z;G40.2;5;0,0022;5;0,0016
961Z;H91.9;5;0,0022;5;0,0016
961Z;I10.01;5;0,0022;5;0,0016
961Z;I70.21;5;0,0022;5;0,0016
961Z;I83.9;5;0,0022;5;0,0016
961Z;J44.89;5;0,0022;5;0,0016
961Z;K51.0;5;0,0022;5;0,0016
961Z;K62.8;5;0,0022;5;0,0016
961Z;M54.16;5;0,0022;5;0,0016
