IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD
-1 ;901A;407;1;0;0;0;0;0,5725;0,4275;0;0;0;0;0;0;0,0049;0,0025;0,0147;0,0197;0,0663;0,0541;0,0835;0,086;0,2752;0,1499;0,2432;0,1501;0,736;0,1139;8;45;23,5;5,367;0;9,6
-1 ;901B;3022;1;0;0;0;0;0,5079;0,4921;0;0;0,003;0,0023;0,0026;0,0007;0,006;0,0017;0,0212;0,0225;0,0659;0,0566;0,0678;0,0887;0,2442;0,1615;0,2555;0,0985;0,7831;0,1184;6;39;20,4;4,035;0,0002;8,4
-1 ;901C;1221;1;0;0;0;0;0,4398;0,5602;0;0;0,0516;0,0016;0,0008;0,0008;0,0033;0,0025;0,0147;0,0213;0,0434;0,0369;0,0483;0,068;0,1818;0,1736;0,3514;0,1162;0,7427;0,1411;5;32;17,7;3,064;0,0001;6,8
-1 ;901D;21695;1;0;0;0;0;0,5353;0,4647;0;0;0;0,0024;0,0027;0,0025;0,0044;0,0027;0,0266;0,0294;0,0603;0,0556;0,0639;0,0755;0,2293;0,1719;0,273;0,1616;0,7413;0,0972;4;28;13,5;2,244;0,0016;5,9
-1 ;902Z;6942;1;0;0;0;0;0,4915;0,5085;0;0;0,002;0,003;0,003;0,0023;0,0035;0,0029;0,0275;0,0298;0,0631;0,055;0,0693;0,0827;0,2437;0,167;0,2452;0,2336;0,695;0,0714;3;25;11;1,618;0,0005;5,3
-1 ;960Z;83;1;0;0;0;0;0,5422;0,3012;0,1566;0,3494;0,2048;0,012;0,012;0;0,012;0,012;0,1325;0,1205;0,012;0,012;0;0,012;0,0482;0,0482;0,012;0;1;0;;;4;;0;5
-1 ;961Z;226;1;0;0;0;0;0,4956;0,5044;0;0,3894;0,0354;0,031;0,0177;0,0398;0,0221;0,0265;0,0177;0,0354;0,0575;0,0088;0,031;0,0354;0,0973;0,0619;0,0929;0;1;0;;;9,9;;0;17,4
-1 ;962Z;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,6667;0,3333;0;0;0;0;0;0;0;0;1;0;;;3,7;;0;0,6
-1 ;963Z;44;1;0;0;0;0;0,5682;0,4318;0;0;0,8409;0,0227;0;0,0227;0;0;0,0227;0,0909;0;0;0;0;0;0;0;0,213;0,4074;0,3796;1;7;3,1;0,596;0;1,3
00 ;A01A;54;0;0;0;0;1;0,6111;0,3889;0;0;0,0926;0,0556;0,0185;0;0;0,0185;0,0556;0,037;0,2037;0,2037;0,0741;0,1852;0,0556;0;0;0,1101;0,4954;0,3945;17;71;44,3;34,449;0;14,4
00 ;A01B;165;0;0;0;0,0061;0,9939;0,5576;0,4424;0;0;0,0727;0,0606;0,0424;0,0364;0,0242;0,0061;0,0485;0,0606;0,1576;0,1273;0,1515;0,1394;0,0727;0;0;0,0702;0,6818;0,2479;11;55;30,3;18,172;0;10
00 ;A01C;272;0;0;0,0037;0,0404;0,9559;0,6654;0,3346;0;0;0;0;0;0,0147;0,011;0,0074;0,0441;0,0515;0,1324;0,1213;0,2647;0,2096;0,1434;0;0;0,0087;0,793;0,1983;6;35;20,8;9,819;0;5,8
00 ;A02Z;65;0,0462;0,0308;0,0308;0,2462;0,6462;0,6462;0,3538;0;0;0;0;0;0;0;0;0,0769;0,2462;0,3231;0,1538;0,1692;0,0154;0,0154;0;0;0,012;0,7831;0,2048;8;44;26,3;10,939;0;8,1
00 ;A03A;41;0;0;0;0,0732;0,9268;0,439;0,561;0;0;0;0;0;0;0,0488;0;0,0976;0,122;0,1463;0,1463;0,1951;0,2439;0;0;0;0,0323;0,6613;0,3065;13;60;40,4;32,453;0;12,2
00 ;A03B;175;0,0114;0,0057;0,0343;0,1486;0,8;0,6114;0,3886;0;0;0;0;0;0;0,0114;0;0,0971;0,08;0,1543;0,16;0,2629;0,2229;0,0114;0;0;0,0265;0,7743;0,1991;7;37;24,7;15,207;0;4,7
00 ;A04A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00 ;A04B;230;0,013;0;0;0,0174;0,9696;0,5913;0,4087;0;0,0043;0,0348;0,0739;0,1522;0,2261;0,2652;0,0391;0,0652;0,0217;0,0217;0,0174;0,0261;0,0391;0,013;0;0;0,0029;0,6745;0,3226;16;68;45,2;29,457;0;10,1
00 ;A04C;414;0;0;0;0,0024;0,9976;0,5725;0,4275;0;0;0;0;0;0;0;0,0024;0,0966;0,1256;0,1932;0,1208;0,1546;0,1353;0,1618;0,0097;0;0,0056;0,7667;0,2278;13;61;40,2;19,255;0;9,7
00 ;A04D;1319;0,0023;0;0;0,0144;0,9833;0,6058;0,3942;0;0;0;0;0;0;0;0,0083;0,0879;0,0788;0,1683;0,1531;0,1547;0,1857;0,1607;0,0023;0;0,0026;0,8632;0,1342;12;57;36,1;18,353;0,0001;8,6
00 ;A04E;163;0;0;0,0061;0,0245;0,9693;0,7117;0,2883;0;0;0;0;0;0;0;0;0,0123;0,0184;0,227;0,2638;0,227;0,1718;0,0736;0,0061;0;0,0052;0,8534;0,1414;10;49;31;15,629;0;6,3
00 ;A05A;37;0;0;0;0;1;0,5946;0,4054;0;0;0,027;0,0541;0,027;0,0811;0,0811;0;0,027;0,0811;0,1351;0,1622;0,1892;0,1351;0;0;0;0,1081;0,5;0,3919;18;75;48,4;34,594;0;17,5
00 ;A05B;59;0;0;0;0,0169;0,9831;0,7627;0,2373;0;0;0;0;0;0;0;0,0339;0,0847;0,0508;0,1525;0,1186;0,2034;0,2542;0,1017;0;0;0,0536;0,5268;0,4196;18;75;40,3;25,432;0;17,1
00 ;A06A;172;0;0;0,0058;0,0058;0,9884;0,7267;0,2733;0;0;0,0174;0;0;0,0058;0;0;0,0058;0,0291;0,064;0,0291;0,0756;0,1453;0,3547;0,1628;0,1105;0;0,6719;0,3281;;131;102,6;64,137;0;14,4
00 ;A06B;550;0;0,0036;0,0036;0,0636;0,9291;0,6;0,4;0;0;0,0218;0,0091;0,0036;0;0,0055;0,0018;0,0218;0,02;0,0509;0,0455;0,0618;0,1309;0,3182;0,1691;0,14;0;0,6433;0,3567;;116;93,7;46,933;0;11,3
00 ;A07A;351;0;0,0028;0,0028;0;0,9943;0,6923;0,3077;0;0;0,0228;0,0057;0,0028;0;0,0028;0,0057;0,0142;0,0114;0,0513;0,0513;0,0598;0,1538;0,3704;0,1481;0,0997;0;0,6452;0,3548;;91;69,4;44,753;0;12,6
00 ;A07B;625;0,0016;0,0048;0,0032;0,0272;0,9632;0,6384;0,3616;0;0;0,0608;0,024;0,0112;0,0144;0,0192;0,0032;0,024;0,0288;0,0688;0,0656;0,072;0,1008;0,2464;0,1552;0,1056;0;0,7822;0,2178;;82;59,7;36,819;0;10,8
00 ;A07C;2000;0,0015;0,001;0,005;0,034;0,9585;0,659;0,3405;0,0005;0;0;0;0;0;0;0,0005;0,0035;0,008;0,042;0,042;0,07;0,113;0,3315;0,223;0,1665;0;0,7737;0,2263;;83;61,5;31,647;0,0002;10,5
00 ;A07D;398;0,0075;0,0025;0,0126;0,098;0,8794;0,6432;0,3568;0;0;0;0;0;0;0;0,0025;0,0276;0,0251;0,0829;0,0879;0,1181;0,1131;0,2462;0,1809;0,1156;0;0,6769;0,3231;;72;54,8;26,401;0;8,2
00 ;A07E;800;0,0138;0,0125;0,0213;0,1463;0,8063;0,5963;0,4038;0;0;0;0;0;0;0;0,0013;0,01;0,0163;0,05;0,0538;0,1038;0,1513;0,3313;0,175;0,1075;0;0,7512;0,2488;;74;55,4;24,266;0,0001;8,8
00 ;A09A;361;0,0028;0,0055;0;0,0416;0,9501;0,6371;0,3629;0;0;0,1579;0,0305;0,0083;0,0194;0,0443;0,0028;0,0139;0,0055;0,0332;0,0305;0,0416;0,072;0,1717;0,1911;0,1773;0;0,7882;0,2118;;66;40,3;28,218;0;11,6
00 ;A09B;2581;0,0015;0,0008;0,0004;0,0143;0,983;0,6695;0,3305;0;0;0;0;0;0;0;0,0019;0,0294;0,0387;0,0945;0,0663;0,0945;0,1108;0,2883;0,1724;0,1031;0;0,7432;0,2568;;60;37,9;24,973;0,0002;10,2
00 ;A09C;5086;0,0033;0,0037;0,0071;0,0452;0,9406;0,6486;0,3514;0;0;0,0087;0,0067;0,0033;0,0022;0,0061;0,0022;0,0197;0,0271;0,0757;0,0733;0,0881;0,107;0,29;0,164;0,126;0;0,7577;0,2423;;57;37;19,58;0,0004;9,5
00 ;A09D;3238;0,0031;0,0028;0,0108;0,0757;0,9077;0,6442;0,3558;0;0;0;0;0;0;0;0;0,0009;0,0031;0,0281;0,0296;0,0497;0,1065;0,345;0,2285;0,2085;0;0,8415;0,1585;;58;39,3;18,245;0,0002;8,5
00 ;A09E;1824;0,0082;0,0049;0,0208;0,119;0,847;0,6716;0,3284;0;0;0;0;0;0;0;0,0022;0,0159;0,0285;0,0707;0,0822;0,1272;0,1124;0,2851;0,1557;0,1201;0;0,7986;0,2014;;52;33,1;15,073;0,0001;8,4
00 ;A09F;3229;0,0139;0,0229;0,0446;0,184;0,7346;0,5887;0,4113;0;0;0;0;0;0;0;0,0012;0,013;0,017;0,0492;0,0688;0,1099;0,1329;0,3146;0,1583;0,135;0;0,8424;0,1576;;52;33,3;13,824;0,0002;8,1
00 ;A11A;961;0,001;0,0031;0,0042;0,026;0,9657;0,6639;0,3361;0;0;0,0937;0,0198;0,0052;0,0073;0,0208;0,001;0,0083;0,0042;0,0406;0,0323;0,0427;0,0801;0,2591;0,1967;0,1883;0,0233;0,6999;0,2768;12;58;34,3;20,68;0,0001;12,3
00 ;A11B;2274;0,0057;0,0026;0,0044;0,0479;0,9393;0,65;0,35;0;0;0,0079;0,0088;0,0022;0,0057;0,0053;0,0013;0,0224;0,0312;0,088;0,0919;0,1077;0,1016;0,2885;0,1434;0,0941;0;0,846;0,154;;43;22;14,922;0,0002;8,2
00 ;A11C;918;0,0011;0;0;0,0229;0,976;0,61;0,39;0;0;0;0;0;0;0;0;0,0131;0,0272;0,0697;0,0664;0,0904;0,1089;0,2702;0,1667;0,1874;0;0,8117;0,1883;;45;23,5;13,272;0,0001;9
00 ;A11D;3847;0,0117;0,0068;0,0229;0,1354;0,8232;0,5992;0,4008;0;0;0;0;0;0;0;0,0021;0,0166;0,0343;0,1061;0,085;0,1058;0,1089;0,2612;0,1554;0,1245;0;0,8513;0,1487;;41;22,6;12,263;0,0003;7,8
00 ;A11E;6049;0,0056;0,0063;0,0114;0,0853;0,8914;0,6401;0,3599;0;0;0,0164;0,0126;0,0081;0,0015;0,0017;0,0012;0,0096;0,0169;0,0526;0,0579;0,0603;0,0916;0,268;0,1852;0,2167;0;0,8196;0,1804;;44;25,1;11,236;0,0005;8,9
00 ;A11F;4275;0,007;0,0087;0,0255;0,164;0,7949;0,6552;0,3448;0;0;0;0;0;0,011;0,0098;0,0019;0,0154;0,0234;0,0798;0,0702;0,0929;0,1055;0,2702;0,1747;0,1453;0;0,8434;0,1566;;38;20,8;9,118;0,0003;7,1
00 ;A11G;2689;0;0;0;0;1;0,6478;0,3522;0;0;0;0;0;0;0;0,003;0,0141;0,0231;0,0502;0,0569;0,0852;0,1142;0,3035;0,1833;0,1666;0;0,8228;0,1772;;36;20;7,817;0,0002;6,6
00 ;A11H;1575;0,0857;0,0959;0,186;0,6324;0;0,5422;0,4571;0,0006;0;0;0;0;0;0;0,0032;0,0216;0,0127;0,0483;0,061;0,1035;0,1359;0,2978;0,1619;0,1543;0;0,8678;0,1322;;34;19;7,023;0,0001;6
00 ;A13A;983;0,0092;0,0061;0,0071;0,0946;0,883;0,6185;0,3815;0;0;0,2167;0,0448;0,0214;0,0092;0,0224;0,002;0,0051;0,0122;0,0437;0,0254;0,0356;0,061;0,2065;0,1261;0,1679;0,0761;0,7265;0,1973;8;44;22,4;14,107;0,0001;9,3
00 ;A13B;2225;0,0072;0,0027;0,0112;0,0827;0,8962;0,6445;0,3555;0;0;0,0139;0,0072;0,0058;0,0027;0,0013;0,0022;0,0225;0,0337;0,0836;0,0849;0,0894;0,1182;0,28;0,1524;0,102;0,1174;0,7295;0,1531;6;39;18;10,417;0,0002;8,9
00 ;A13C;987;0,003;0,001;0,001;0,0537;0,9412;0,6049;0,3951;0;0;0,002;0,001;0,001;0;0,001;0,001;0,0152;0,0233;0,0669;0,0578;0,0608;0,1033;0,2715;0,1915;0,2036;0,0008;0,7902;0,209;8;46;24,1;9,919;0,0001;10,6
00 ;A13D;5208;0,0232;0,015;0,039;0,193;0,7298;0,6129;0,3871;0;0;0,0025;0,0021;0,0008;0,001;0,0058;0,0025;0,0184;0,0232;0,0853;0,0814;0,0908;0,11;0,2684;0,159;0,1488;0,0541;0,8186;0,1273;5;36;17,1;8,193;0,0004;8,1
00 ;A13E;7871;0,0213;0,0174;0,034;0,1512;0,776;0,5993;0,4006;0,0001;0;0,0387;0,0208;0,0158;0,0131;0,0152;0,0006;0,0121;0,0163;0,0455;0,0471;0,0582;0,0839;0,2254;0,162;0,2453;0,0192;0,8442;0,1366;6;39;19,7;7,401;0,0006;8,1
00 ;A13F;9117;0,0205;0,0218;0,0516;0,2139;0,6922;0,6504;0,3496;0;0;0,0015;0,0009;0,0003;0;0,0005;0,0012;0,0206;0,0295;0,0789;0,0801;0,0927;0,1124;0,2648;0,1439;0,1726;0;0,885;0,115;;28;11,7;4,95;0,0007;6,1
00 ;A13G;6963;0;0;0;0;1;0,6038;0,3962;0;0;0,0016;0,0004;0,0004;0,0004;0,0007;0,0024;0,0205;0,0214;0,0497;0,0533;0,0787;0,0954;0,2779;0,1761;0,221;0;0,8951;0,1049;;30;12,5;3,97;0,0005;6,7
00 ;A13H;7707;0,1179;0,12;0,2076;0,5544;0;0,5385;0,4615;0;0;0,0009;0,0003;0,0005;0,0003;0,0009;0,0025;0,0152;0,0154;0,0462;0,0611;0,0891;0,1186;0,2945;0,1634;0,1911;0;0,9147;0,0853;3;26;12;3,644;0,0006;5,5
00 ;A15A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00 ;A15B;104;0,0096;0;0;0;0,9904;0,5673;0,4327;0;0;0,0192;0,2885;0,3558;0,0865;0,25;0;0;0;0;0;0;0;0;0;0;0,0431;0,8966;0,0603;9;44;28,4;12,918;0;5,4
00 ;A15C;1389;0,0022;0,0007;0,0014;0,0115;0,9842;0,7149;0,2851;0;0;0;0;0;0;0;0,0079;0,144;0,1109;0,1757;0,1231;0,121;0,144;0,1613;0,0122;0;0,0214;0,8736;0,105;7;34;22,4;7,338;0,0001;4,3
00 ;A15D;2086;0,0043;0,0019;0,0058;0,0503;0,9377;0,6165;0,3835;0;0;0;0;0;0;0;0;0,0014;0,011;0,1127;0,1467;0,187;0,2224;0,3058;0,0129;0;0,0044;0,9189;0,0767;6;29;19,5;5,559;0,0002;3,3
00 ;A16A;20;0,05;0,05;0;0,25;0,65;0,6;0,4;0;0;0;0;0;0;0,05;0;0,05;0,35;0,25;0,2;0,05;0,05;0;0;0;0;1;0;;;24;;0;10,6
00 ;A16B;5;0;0;0,2;0;0,8;0,8;0,2;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0,2;0,2;0;0;0;1;0;;;30,2;;0;20,1
00 ;A17A;563;0,0728;0,0124;0,0337;0,2753;0,6057;0,6696;0,3304;0;0;0,0018;0,0124;0,0195;0,0195;0,0409;0,0018;0,0639;0,0977;0,1758;0,103;0,1332;0,0977;0,2202;0,0124;0;0,0138;0,8622;0,124;7;43;24,2;8,47;0;7,8
00 ;A17B;1205;0,2656;0,0705;0,1046;0,2797;0,2797;0,61;0,39;0;0;0;0;0;0;0;0,0108;0,0988;0,1328;0,1934;0,1444;0,1228;0,1012;0,1793;0,0158;0,0008;0,0022;0,8682;0,1297;5;28;16,4;6,01;0,0001;4,6
00 ;A18Z;60;0;0;0;0;1;0,5667;0,4333;0;0,0167;0,0167;0;0;0;0,0167;0;0,1167;0,1333;0,1167;0,15;0,1833;0,1167;0,1333;0;0;0;0,5882;0,4118;;112;81,2;59,034;0;18
00 ;A22Z;2;0,5;0;0;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;;1;;0;0
00 ;A36A;591;0;0;0;0,0102;0,9898;0,6058;0,3942;0;0;0,0017;0,0034;0;0,0034;0,0051;0,0017;0,0423;0,0288;0,1303;0,0931;0,1286;0,1387;0,2318;0,1117;0,0795;0,0188;0,7388;0,2425;15;66;43,3;21,563;0;11
00 ;A36B;1573;0,0083;0,0038;0,0153;0,1182;0,8544;0,5696;0,4304;0;0;0,0095;0,0032;0,0006;0,0025;0,0038;0,0025;0,0172;0,0191;0,0884;0,0668;0,0617;0,1119;0,253;0,157;0,2028;0,0222;0,776;0,2018;9;47;26,4;9,571;0,0001;9,5
00 ;A42A;1040;0,0625;0,0327;0,0827;0,3346;0,4875;0,6183;0,3817;0;0;0;0,0048;0,0029;0;0,001;0,001;0,0615;0,0288;0,1365;0,1269;0,1644;0,2048;0,2529;0,0144;0;0,0263;0,9131;0,0606;5;28;16,6;2,862;0,0001;4
00 ;A42B;94;0,0745;0,0319;0,1809;0,3404;0,3723;0,5957;0,4043;0;0;0,0319;0,2979;0,234;0,1064;0,3298;0;0;0;0;0;0;0;0;0;0;0,0859;0,7344;0,1797;1;9;3,2;2,493;0;1,6
00 ;A42C;1457;0,094;0,1304;0,1572;0,3143;0,304;0,6122;0,3878;0;0;0;0;0;0;0;0,0096;0,0501;0,0535;0,1325;0,1311;0,173;0,1716;0,2649;0,0137;0;0,1956;0,7479;0,0565;1;12;4,9;1,277;0,0001;2,6
00 ;A43Z;445;0,0022;0,0135;0,0517;0,3461;0,5865;0,609;0,391;0;0;0;0;0,0022;0;0;0,009;0,0697;0,0876;0,1955;0,1213;0,1213;0,1124;0,1663;0,0697;0,0449;0;1;0;;;65,4;;0;42,7
00 ;A60A;897;0,0156;0,0847;0,0569;0,0602;0,7826;0,5864;0,4136;0;0;0;0,0011;0,0011;0,0033;0,0033;0,0011;0,0524;0,0758;0,1739;0,1115;0,1293;0,1405;0,2375;0,0513;0,0178;0,0961;0,7563;0,1476;4;31;13,7;2,537;0,0001;6,7
00 ;A60B;241;0,4315;0,2656;0,1784;0,1245;0;0,6224;0,3776;0;0;0;0,0581;0,1286;0,2199;0,5934;0;0;0;0;0;0;0;0;0;0;0;0,8796;0,1204;;13;4,6;1,14;0;2,7
00 ;A60C;4032;0,2817;0,2083;0,2153;0,2946;0;0,5861;0,4139;0;0;0;0;0;0;0;0,0139;0,0866;0,1032;0,1806;0,1128;0,1287;0,1178;0,2016;0,0382;0,0166;0,1875;0,736;0,0765;2;18;7,1;1,099;0,0003;3,7
00 ;A60D;2447;0,5725;0,1957;0,121;0,1001;0,0106;0,5725;0,4275;0;0;0;0,0016;0,0057;0,0041;0,0143;0,0061;0,0842;0,1516;0,2007;0,1116;0,132;0,1418;0,1295;0,0123;0,0045;0;1;0;;;1;0,359;0,0002;0
00 ;A61A;147;0;0;0;0;1;0,6463;0,3537;0;0;0;0;0;0,0068;0,034;0,0136;0,0544;0,0476;0,1837;0,1497;0,102;0,1837;0,2109;0,0136;0;0,2857;0,5676;0,1467;5;37;19,9;4,393;0;8,3
00 ;A61B;907;0,3738;0,2448;0,1533;0,2282;0;0,6251;0,3749;0;0;0,0022;0,0022;0,011;0,0276;0,0221;0,0121;0,0904;0,0639;0,1963;0,1742;0,1334;0,1499;0,1125;0,0022;0;0,6659;0,2633;0,0708;1;10;3,5;0,835;0,0001;2
00 ;A62Z;126;0,119;0,2381;0,254;0,3333;0,0556;0,8016;0,1984;0;0;0,0079;0;0,0079;0;0;0,0079;0,0714;0,0714;0,2302;0,1508;0,1825;0,246;0,0238;0;0;0,2043;0,6774;0,1183;4;30;13,8;3,414;0;6,3
00 ;A63Z;176;0,0852;0,0455;0,3693;0,3352;0,1648;0,5511;0,4489;0;0;0;0;0;0;0,0114;0;0,0568;0,0966;0,1023;0,1989;0,2557;0,2557;0,0227;0;0;0,08;0,7822;0,1378;3;23;11,5;2,427;0;4,2
00 ;A64Z;640;0,0828;0,0984;0,1516;0,3719;0,2953;0,675;0,325;0;0;0,0328;0,0078;0,0031;0,0016;0,0125;0,0016;0,0359;0,0734;0,1891;0,1922;0,2219;0,15;0,0781;0;0;0,1144;0,7547;0,1309;3;24;10;2,037;0;4,8
00 ;A66Z;440;0,6091;0,1705;0,1409;0,0659;0,0136;0,65;0,35;0;0;0,0023;0,0091;0;0,0114;0,0227;0,0114;0,0636;0,1023;0,1818;0,1523;0,1523;0,1364;0,1432;0,0114;0;0,0942;0,8286;0,0772;1;10;3,4;0,987;0;1,6
00 ;A69Z;538;0,0781;0,1636;0,171;0,3625;0,2249;0,6413;0,3587;0;0;0,0093;0,0056;0,0019;0,0037;0,0167;0,0074;0,0372;0,0632;0,1636;0,2026;0,197;0,1933;0,0985;0;0;0,0807;0,8042;0,1151;3;25;11;2,136;0;5,2
00 ;A90A;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00 ;A90B;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01 ;B01Z;1990;0,1226;0,0854;0,1432;0,2513;0,3975;0,5106;0,4894;0;0;0,0176;0,0111;0,0111;0,0146;0,0216;0,006;0,0729;0,0804;0,1432;0,1085;0,105;0,1015;0,1879;0,0789;0,0397;0,0475;0,7944;0,1581;6;38;21,1;6,396;0,0002;7,7
01 ;B02A;295;0,0678;0,1017;0,1153;0,2508;0,4644;0,4915;0,5085;0;0;0,0237;0,0847;0,0678;0,0034;0,0034;0;0,0034;0,0271;0,0441;0,0915;0,0814;0,1051;0,2441;0,1424;0,078;0,067;0,6813;0,2517;13;59;40,5;9,536;0;11,6
01 ;B02B;219;0,0365;0,0411;0,0913;0,1872;0,6438;0,4703;0,5297;0;0;0;0,0046;0;0,0776;0,1187;0,0411;0;0,0137;0,0548;0,0822;0,0685;0,1279;0,2648;0,1096;0,0365;0,0331;0,7252;0,2417;10;51;32,3;8,162;0;10,2
01 ;B02C;6478;0,228;0,0812;0,0844;0,1115;0,4949;0,4958;0,5042;0;0;0,0116;0,0116;0,0153;0,0147;0,0357;0,006;0,0414;0,0582;0,1338;0,1044;0,1094;0,1053;0,2041;0,0844;0,0642;0,1209;0,7717;0,1073;4;27;13,4;4,488;0,0005;5,6
01 ;B02D;2672;0,0004;0;0;0;0,9996;0,5629;0,4371;0;0;0;0;0;0,0075;0,0135;0,0041;0,0352;0,0277;0,0894;0,0599;0,0756;0,0734;0,1961;0,1475;0,2702;0,1658;0,7263;0,1079;4;29;14,2;3,828;0,0002;6,4
01 ;B03Z;3227;0,1388;0,0338;0,0375;0,295;0,4949;0,516;0,484;0;0;0,0136;0,0102;0,0096;0,0177;0,0245;0,0068;0,0493;0,0518;0,1044;0,0787;0,0775;0,0852;0,2126;0,1153;0,1429;0,0861;0,7593;0,1546;4;29;13,6;3,24;0,0002;6,2
01 ;B04A;512;0;0;0;0;1;0,6973;0,3027;0;0;0;0;0,002;0;0;0;0,002;0,0137;0,0469;0,043;0,0684;0,0879;0,2969;0,2168;0,2227;0,1681;0,742;0,0899;4;30;14,5;4,699;0;6,3
01 ;B04B;1397;0,0387;0,01;0,0115;0,0229;0,917;0,6664;0,3336;0;0;0;0;0;0;0;0;0,0014;0,0014;0,01;0,0215;0,0544;0,0916;0,3135;0,2398;0,2663;0,043;0,8715;0,0855;4;28;13,1;3,004;0,0001;5,9
01 ;B04C;3315;0,6296;0,1499;0,1255;0,095;0;0,6857;0,3143;0;0;0;0,0003;0;0,0003;0,0003;0,0003;0,0027;0,0042;0,0214;0,0471;0,102;0,137;0,3698;0,1906;0,124;0,1078;0,8212;0,0711;1;11;4,1;1,647;0,0003;2,1
01 ;B04D;17391;0,6325;0,1467;0,1129;0,108;0;0,6827;0,3173;0;0;0;0;0;0,0001;0;0,0001;0,0009;0,0018;0,0153;0,0413;0,0837;0,1271;0,3932;0,2029;0,1336;0,0024;0,8887;0,1089;1;11;6;1,505;0,0013;1,6
01 ;B05Z;2925;0,7248;0,107;0,1002;0,055;0,013;0,3262;0,6738;0;0;0;0;0,0003;0,001;0,001;0,0007;0,014;0,0168;0,0516;0,0554;0,0643;0,0612;0,188;0,1925;0,3532;0,6596;0,3102;0,0301;1;6;2,6;0,577;0,0002;0,9
01 ;B07Z;448;0,1987;0,0156;0,0112;0,0134;0,7612;0,5848;0,4152;0;0;0,0045;0,0022;0;0,0022;0,0045;0,0045;0,096;0,067;0,1004;0,0469;0,0558;0,0692;0,1563;0,1362;0,2545;0,1015;0,7454;0,1531;4;33;14,5;3,138;0;7,4
01 ;B09A;220;0;0;0;0;1;0,6318;0,3682;0;0;0,0045;0,0045;0,0045;0;0,0136;0,0091;0,1273;0,0909;0,0864;0,0545;0,0364;0,0682;0,1818;0,1;0,2182;0,1103;0,7829;0,1068;3;22;11,1;2,589;0;4,9
01 ;B09B;4147;0,5795;0,0405;0,2785;0,1015;0;0,6913;0,3087;0;0;0,001;0,0012;0,0031;0,0048;0,0248;0,028;0,2599;0,137;0,1399;0,0685;0,0637;0,0475;0,102;0,0533;0,0653;0,0408;0,8903;0,0689;1;12;5,2;1,193;0,0003;2,4
01 ;B11Z;654;0,0076;0,0214;0,0673;0,2202;0,6835;0,5917;0,4083;0;0;0;0;0,0015;0;0,0015;0,0015;0,0153;0,0443;0,1101;0,0627;0,0795;0,0902;0,2982;0,1544;0,1407;0;1;0;;;60,2;;0;38,9
01 ;B12Z;2481;0,1818;0,1185;0,1443;0,2721;0,2834;0,5877;0,4123;0;0;0;0;0;0;0;0;0,0036;0,0097;0,0339;0,0371;0,0484;0,0774;0,2608;0,2048;0,3245;0,0651;0,8549;0,0799;4;27;13;2,844;0,0002;5,3
01 ;B13Z;109;0,5413;0,1835;0,1009;0,1376;0,0367;0,4312;0,5688;0;0;0;0,0092;0;0,055;0,0642;0,055;0,3303;0,2385;0,2018;0,0275;0,0092;0;0,0092;0;0;0;1;0;;;21,3;;0;13,7
01 ;B15Z;2656;0,1502;0,134;0,1706;0,3121;0,2331;0,5136;0,4864;0;0;0;0;0,0011;0,0023;0,0034;0,0019;0,0105;0,02;0,0828;0,0998;0,1205;0,1352;0,3163;0,1269;0,0794;0,0316;0,8389;0,1295;7;42;22,8;3,669;0,0002;8,3
01 ;B16Z;5360;0,2063;0,1907;0,1858;0,2726;0,1446;0,5224;0,4776;0;0;0;0,0071;0,0151;0,0058;0,0069;0,0013;0,0125;0,0233;0,0909;0,1035;0,1326;0,1437;0,2806;0,1121;0,0646;0,0929;0,8186;0,0886;2;22;9,3;1,639;0,0004;5,1
01 ;B17A;152;0,6776;0,0921;0,1053;0,1184;0,0066;0,3816;0,6184;0;0;0,0329;0,0329;0,0132;0,0066;0,0197;0,0197;0,2303;0,1908;0,1579;0,0592;0,0789;0,0461;0,0592;0,0263;0,0263;0,0317;0,8042;0,164;1;15;5,7;2,388;0;2,7
